Adsorbent,O2_30C_0.001bar,O2_30C_0.5bar,O2_30C_1bar,O2_30C_5bar
ABAYIO_clean,0.0001909224,0.089400148,0.176397522,0.774938251
ABAYOU_clean,0.0001932425,0.093240888,0.183430225,0.807701397
ABETIN_clean,0.000265628,0.137274123,0.267925776,1.328418684
ABEXIQ_clean,6.64272e-05,0.028712393,0.056878497,0.264987823
ABIYIV_clean,0.0001059677,0.053813034,0.106680006,0.426303799
ABULOB_clean,0.000628982,0.300051429,0.564180331,2.045932797
ABUWOJ_clean,0.0002954491,0.142436202,0.282843918,1.242418921
ac403674p_si_001_clean,5.4936e-05,0.034795318,0.069575481,0.336848534
ACAJIZ_clean,7.5638e-05,0.036709014,0.073767966,0.335435195
ACAJOF_clean,7.11577e-05,0.035975543,0.071586403,0.340293806
ACIBIY_clean,2.33085e-05,0.010586715,0.021447305,0.106228433
ACIBOE_clean,0.0001546389,0.085158669,0.167536331,0.785648143
ACOGAB_clean,0.0003739038,0.196144062,0.388317087,1.494635279
ACOGEF_clean,0.0003578107,0.180048309,0.359225605,1.365434328
ACOLIP_clean,0.0003682019,0.158539682,0.309941617,1.270752958
ACOLOV_clean,0.0001595081,0.083315843,0.167277694,0.777000432
acs.cgd.5b01554_VAGNUP1452791_clean,3.22968e-05,0.016318183,0.03208732,0.158660274
acs.cgd.5b01686_WAHFUJ1434675_clean,0.0001493448,0.073526682,0.143478209,0.603297287
acs.chemmater.5b03723_cm5b03723_si_004_clean,0.0006782578,0.242346391,0.422133474,1.514691542
acs.chemmater.5b03723_cm5b03723_si_005_clean,0.0003631193,0.178707325,0.352446757,1.548888037
acs.chemmater.6b02817_cm6b02817_si_004_clean,0.0002393332,0.10784637,0.216880663,0.993633747
acs.chemrev.6b00346_cr6b00346_si_001_clean,0.0002996733,0.144778078,0.289392861,1.330683899
acs.inorgchem.5b02973_ic5b02973_si_002_clean,0.0002829164,0.138749582,0.258696478,0.942257792
acs.inorgchem.6b00081_ic6b00081_si_001_clean,0.0001090364,0.052653523,0.105305665,0.478129981
acs.inorgchem.6b00136_ic6b00136_si_002_clean,0.0006688789,0.324647215,0.583210395,1.902466512
acs.inorgchem.6b00276_ic6b00276_si_006_clean,0.0008768932,0.367748708,0.6440278,2.150491521
acs.inorgchem.6b00433_ic6b00433_si_002_clean,0.0002421764,0.115565242,0.227620271,0.955252777
acs.inorgchem.6b00894_ic6b00894_si_002_clean,0.0003744858,0.172902219,0.329828628,1.305646344
acs.inorgchem.6b01211_ic6b01211_si_002_clean,0.000372725,0.173481582,0.330637807,1.362424039
acs.inorgchem.6b01416_ic6b01416_si_004_clean,0.0002365175,0.113057177,0.217886795,0.885902528
acs.inorgchem.6b01569_ic6b01569_si_002_clean,4.89525e-05,0.027142781,0.053734848,0.258675697
acs.inorgchem.6b01740_ic6b01740_si_002_clean,0.0003592343,0.1589823,0.314594138,1.504159715
acs.inorgchem.6b01762_ic6b01762_si_002_clean,3.38235e-05,0.013569377,0.025953394,0.119833621
acs.inorgchem.6b02407_ic6b02407_si_002_clean,0.0003825144,0.21904545,0.427763013,1.825288567
acs.inorgchem.6b02407_ic6b02407_si_003_clean,0.0004046722,0.207110536,0.392755952,1.597448785
acs.inorgchem.6b02514_ic6b02514_si_002_clean,0.0001091828,0.054934381,0.108998859,0.493160944
acs.inorgchem.6b02696_ic6b02696_si_002_clean,0.0002627926,0.137785761,0.269468035,1.203614528
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean,0.0001135174,0.060093272,0.119810518,0.550303961
acs.jpcc.6b08594_Zn2Cd6MOF5_opt_clean,0.0001051971,0.064071883,0.128306135,0.639920701
acscombsci.5b00188_24205_clean,0.0003708032,0.178425225,0.348317925,1.382098973
acscombsci.5b00188_3001288_clean,0.0002898189,0.17119303,0.336759577,1.661501814
acscombsci.5b00188_34903_clean,0.0008845778,0.398954894,0.711560754,2.137750933
acscombsci.5b00188_5013797_clean,0.0002124516,0.101854981,0.201749742,0.959009534
acscombsci.5b00188_5020072_clean,0.0002533961,0.107373997,0.212915212,1.039111486
acscombsci.5b00188_5024922_clean,0.000246999,0.125448066,0.252497052,1.235086662
acscombsci.5b00188_5036495_clean,0.0001998483,0.131352492,0.253659674,1.248600277
acscombsci.5b00188_5040209_clean,0.0005299599,0.240335319,0.448167437,1.562349158
acscombsci.5b00188_8372_clean,0.0005316504,0.249207821,0.44315427,1.365492059
ACUBAB_clean,0.0001073002,0.055233314,0.107747431,0.443752223
ACUFEK_clean,0.0003220512,0.130811323,0.261183485,1.20427808
ACUJOZ_manual,0..0002088243,0.09453478,0.188359557,0.886375804
ACUTOI_clean,6.65034e-05,0.032543533,0.063777668,0.282104766
ADARAA_clean,0.0002851654,0.144765741,0.285187947,1.282680373
ADASEF_clean,0.0003269526,0.146872772,0.29430468,1.364567271
ADASIJ_clean,0.0002070696,0.120242749,0.240894091,1.106297261
ADASOP_clean,0.0003048908,0.145407203,0.286729604,1.285493127
ADASUV_clean,0.0002950593,0.117086923,0.231901889,1.107376149
ADATAC_clean,0.0003707945,0.175412669,0.347724636,1.604975942
ADATEG_manual,0.0003661529,0.158897421,0.316437923,1.543088796
ADATIK_clean,0.000267597,0.139849642,0.274589044,1.304785677
ADAXEK_clean,0.0003372153,0.139556757,0.267429224,1.030190449
ADAXIO_clean,0.000192147,0.078798339,0.152421848,0.651368512
ADIQEL_clean,0.0006334259,0.317837072,0.603408525,2.052518793
ADOBIF_clean,0.0002990578,0.117357952,0.213709776,0.716643725
ADOCEC_clean,0.0001203646,0.064288926,0.124151288,0.529116251
ADOGEH_clean,0.000440772,0.19409681,0.356650282,1.310106378
ADUROI_clean,0.0002088871,0.09109924,0.182342923,0.879608216
ADUWIH_clean,0.0001831032,0.098867725,0.194626704,0.927915044
ADUWON_clean,0.0003004539,0.14313389,0.28481264,1.362623318
AFEJOK_ion_b,0.0004152378,0.20332564,0.397554607,1.637869931
AFITEP_clean,0.0005017229,0.239257516,0.455904052,1.755266107
AFITUF_clean,0.0001694591,0.090922162,0.182529527,0.754159193
AFIXAO_clean,0.0001899118,0.091825602,0.177091692,0.73645861
AFIXES_clean,0.0001812795,0.089639458,0.177920398,0.734106293
AFOVEX_clean,0.0002081531,0.104651068,0.204980877,0.924416381
AFOYAW_clean,0.000255285,0.137057871,0.271362507,1.182572259
AFOYEB_clean,2.49501e-05,0.008244239,0.016507488,0.078248393
AFOYIE_clean,0.0002323149,0.109397667,0.215698746,1.028231543
AFOYOK_clean,0.0002196972,0.103518237,0.205123982,0.944995251
AFUKET_clean,0.0002774856,0.141813737,0.272331176,1.041310396
AFUKIX_clean,0.000234683,0.103172228,0.203212252,0.932978825
AGABIU_clean,0.0001040999,0.060144593,0.120159958,0.587769358
AGIREP_clean,0.0002065741,0.090182969,0.179589057,0.833736376
AGOFEJ_clean,0.0002208125,0.108834421,0.218865877,1.02049956
AGONAM_clean,8.02301e-05,0.039845682,0.078671296,0.376704444
AGONEQ_clean,0.0001225952,0.06623973,0.132479461,0.624423435
AGUBUA_clean,0.0016936863,0.667777716,1.155820959,2.658148438
AHAMAY_clean,9.45544e-05,0.046462671,0.08966026,0.341060809
AHEQAH_clean,0.0002021676,0.123965905,0.24537102,1.14172396
AHIYOH_clean,0.0002338181,0.106227282,0.202077909,0.769714273
AHOKIR_clean,0.0001576203,0.076529477,0.14950231,0.626371243
AHOKIR01_clean,0.0002819657,0.132448506,0.250899229,0.929922906
AHOKOX_clean,0.000171798,0.081742727,0.162446387,0.701638528
AJAKON_clean,0.000207893,0.097961588,0.194804802,0.8150466
AJAYIT_clean,2.43539e-05,0.012206587,0.023803268,0.114260982
AJIGIL_clean,8.14539e-05,0.040537931,0.07996788,0.373141319
AJOTEY_clean,0.0001883485,0.097356155,0.194210603,0.866722967
AJOVEB_clean,0.0001574995,0.072651853,0.143951588,0.585625555
AKEDIF_clean,0.0003794667,0.16415825,0.330719788,1.384970599
AKOBAF_clean,0.0002458048,0.11875867,0.230104384,0.920919495
AKOXIJ_clean,0.0014793403,0.519611564,0.868895947,2.208961242
AKUKUO_clean,0.0002143873,0.119861816,0.231574983,0.892828474
ALAMUW_clean,0.0002434672,0.140433774,0.276416468,1.235549397
ALANAD_clean,0.0002653962,0.1281887,0.255006186,1.159632466
ALEJEI_clean,0.0002993274,0.130974233,0.253523576,1.225056217
ALEJIM_clean,0.0003175967,0.139144139,0.276429501,1.297379269
ALICAA_clean,9.0696e-05,0.046173664,0.091193166,0.394646489
ALIXAU_clean_h,6.48481e-05,0.03931464,0.076011268,0.35448209
ALIXOJ_clean,0.0001489211,0.090014074,0.179559484,0.826074368
ALIXUP_clean,3.45751e-05,0.016066343,0.031944598,0.162623145
ALOLES_ion_b,1.32375e-05,0.004246842,0.008695858,0.041268621
ALOLIY_clean,2.58062e-05,0.010162482,0.020694852,0.102122016
ALONEV_clean,4.56939e-05,0.020839687,0.040732857,0.199475675
ALUJIB_clean,0.0001873063,0.075876872,0.148590945,0.645418114
ALUKIC_clean,0.0002045108,0.110035461,0.222150595,1.061987227
ALULEZ_clean,0.0002278666,0.09245842,0.190434908,0.905609688
ALULID_clean,0.000172826,0.090140303,0.179767889,0.852715053
ALURAB_clean,0.0001763345,0.073652011,0.147375064,0.662556026
ALUREF_clean,0.0001471569,0.076483512,0.149900834,0.680047396
ALURIJ_clean,0.0001599129,0.077810301,0.153707993,0.691539383
am301365h_si_002_clean,0.0001859984,0.086155806,0.170723821,0.808589351
AMAFOK_clean,0.0001464858,0.072032134,0.138958192,0.568563579
AMAGAX_clean,0.000129483,0.065115633,0.127253158,0.539848912
AMILOY_clean,0.0002636369,0.115334428,0.223251276,0.82108586
AMILUE_clean,0.0002487421,0.118164428,0.218949676,0.795699267
AMIMAL_clean,0.0001876737,0.117893344,0.223537255,0.797039794
AMIMEP_clean,0.0002636369,0.116689849,0.217744691,0.792778409
AMIZIG_clean,4.63377e-05,0.02085084,0.041024697,0.194335838
AMOYOR_clean,0.0002583348,0.116469022,0.226905619,0.869654945
AMUFOF_clean,0.000104139,0.046373785,0.090579126,0.403325448
AMUPOP_clean,0.0002713546,0.125973276,0.239416938,0.82758806
AMUWUB_clean,8.89298e-05,0.037242876,0.074350017,0.361265725
AMUXAI_clean,4.5135e-05,0.03067458,0.061671553,0.302264547
ANEHEI_clean,0.0001875858,0.085998502,0.1718477,0.730732683
ANIDIL_clean,4.50888e-05,0.022995908,0.045147152,0.200278003
ANOMOG_clean,0.0003092414,0.151660443,0.298893711,1.284398492
ANOMUM_clean,0.0002874565,0.136585411,0.270795676,1.213931876
ANONAT_manual,0.0002439025,0.121884477,0.240316572,1.097607796
ANUGEW_clean,0.0002612024,0.121318214,0.244033516,1.177498791
ANUGIA_clean,0.0002339668,0.127195356,0.252663487,1.221447702
ANUGOG_clean,0.0002812762,0.137634404,0.271127079,1.270184188
APACAX_clean,0.0005851711,0.261692068,0.50620493,1.99701168
APARAM_clean,0.0002769504,0.134076584,0.254201383,0.890103975
APEBED_clean,0.0003552539,0.162383459,0.305842646,1.013767838
APEBEE_clean,0.0003989574,0.190060091,0.359211625,1.323245786
APEBII_clean,0.0011998778,0.423516877,0.653072763,1.6464768
APEBUU_clean,0.0001417196,0.072693664,0.141311472,0.587502955
APUPEH_clean,0.0002934513,0.153343474,0.306504806,1.491359899
AQEGUY_clean,0.0007272462,0.261758138,0.449925591,1.168252342
AQEQES_clean,0.0001145979,0.067365586,0.13303018,0.620828478
AQEQIW_clean,0.000134255,0.073164593,0.144693915,0.674365246
AQERUL_clean,0.0017644124,0.662161493,1.05075949,2.03250739
AQIQAU_clean,0.0002045138,0.108721183,0.214316079,1.018086163
AQIXUU_clean,0.0001505475,0.079845855,0.154389654,0.579471355
AQIXUV_clean,7.78549e-05,0.038294859,0.076906699,0.368136704
AQOLEZ_clean,0.0003549735,0.166600887,0.331486069,1.406945553
AQOLID_clean,0.0002966102,0.13924656,0.274593609,1.128278652
AQOLOJ_clean,0.0008731475,0.384904869,0.712142856,2.442120406
AQOLUP_clean,0.0003369494,0.165963092,0.325834222,1.399481165
AQOMAW_clean,0.0002781621,0.121005928,0.233512308,1.011982101
AQOMEA_clean,0.0002356579,0.150713547,0.296976468,1.323865995
AQOMEA01_clean,0.0003617555,0.158794132,0.307705103,1.343334643
AQUCOF_clean,0.0001114762,0.056317787,0.112246801,0.536437513
AQUCOG_clean,7.04511e-05,0.033489231,0.066598562,0.327959571
AQUCUM_clean,5.79661e-05,0.034622691,0.068565841,0.337366127
AQUDAS_clean,0.0001017221,0.05623418,0.1121618,0.532142892
AQUDAT_clean,9.95313e-05,0.05540622,0.108857361,0.446370777
AQUDEX_clean,0.0001080625,0.055697705,0.111975534,0.442009885
AQUDIB_clean,6.2425e-05,0.0330692,0.065792388,0.317736139
AQUDOH_clean,9.1e-05,0.051355297,0.100263546,0.415373892
ARADEE_clean,0.0002012455,0.090501782,0.175537592,0.818154029
ARAFEF_clean,0.000268201,0.139317186,0.275344187,1.27654976
ARAFIJ_clean,0.0003248632,0.145631241,0.283471432,1.29677438
ARAFOP_clean,0.0002549798,0.150892513,0.29113367,1.157443974
ARAGOR_clean,0.0001818596,0.097298382,0.192789901,0.838886447
ARINOF_clean,0.000228126,0.116565216,0.219963688,0.875145886
ARINUL_clean,0.0001967146,0.098653819,0.195192956,0.777813873
AROFAP_clean,0.0002761653,0.132138886,0.259254549,1.062883193
AROFET_clean,0.000206502,0.093177184,0.188434316,0.850982289
ARUYES_clean,0.0002315019,0.108525566,0.211882782,0.872570984
ARUYUH_clean,0.0002764884,0.124744714,0.245631709,1.027963771
ARUYUH01_clean,0.000332997,0.156666009,0.303520715,1.248116163
ASACON_clean,7.08554e-05,0.035851509,0.070564083,0.315774861
ASADAA_clean,9.00021e-05,0.043986909,0.086848793,0.401065341
ASANAL_clean,0.0002045376,0.109569737,0.211810567,0.86506503
ASEJOZ_clean,8.72915e-05,0.035101599,0.067333001,0.296396271
ASEJOZ01_clean,7.81715e-05,0.033987221,0.067352544,0.290873457
ASEKAM_clean,0.0001094852,0.052423201,0.102100769,0.460094957
ASINAT_clean,0.0002706289,0.125247808,0.247173741,1.130613129
ASINEX_clean,0.0002553822,0.119558884,0.23905678,1.085143666
ASINIB_clean,0.0002084466,0.116492983,0.231503892,1.075955631
ASIQEA_clean,0.0001608133,0.079206014,0.157975275,0.747984517
ASIQIE_clean,0.0001516761,0.081647452,0.164575928,0.769661414
ASIVAB_clean,0.0002794677,0.118737157,0.23267346,1.147404371
ASIVEF_clean,0.0002831865,0.14216554,0.277115724,1.293009069
ASOHUL_clean,0.000119297,0.049561489,0.100453599,0.482035218
ASOSUY_clean,0.000399183,0.21760566,0.416769472,1.78135421
ASOVEL_clean,0.0002149732,0.109369776,0.215123702,0.90335617
ASOYOY_clean,0.0002932679,0.126929721,0.249429715,1.119148655
ASUWUI_clean,0.0002530221,0.113624732,0.219751706,0.898471739
ATAFIK_clean,0.0001654368,0.081743577,0.162218348,0.735642968
ATAYAX_clean,0.0003716733,0.166807725,0.329081772,1.44485982
ATAYEB_clean,0.0002759114,0.147571409,0.291778131,1.31837828
ATEYED_clean,0.0003190107,0.15279834,0.302663337,1.453568317
ATEYUV_clean,0.0003274507,0.15084443,0.299208065,1.374570358
ATEZAC_clean,0.0002056182,0.12133249,0.244969321,1.16231739
ATEZEG_clean,0.00032171,0.155976287,0.309249547,1.400503154
ATEZIK_clean,0.0002645155,0.138401137,0.274458005,1.284047643
ATIBAG_clean,2.23541e-05,0.010281289,0.020305506,0.099573141
ATIBOU_clean,2.71443e-05,0.011036538,0.02141842,0.103924207
ATIBOU01_clean,1.91607e-05,0.010929558,0.022122575,0.104150941
ATIBOU02_clean,1.75639e-05,0.011039732,0.021606834,0.104788033
ATIBUA_clean,7.9836e-06,0.009401495,0.019235702,0.091803495
ATICAH_clean,2.71443e-05,0.01012481,0.020766958,0.100127203
ATICEL_clean,1.91607e-05,0.009914043,0.019360247,0.094763816
ATIJUJ_manual,7.86677e-05,0.039603832,0.079370364,0.392895189
ATIXUX_clean,0.0002622386,0.130098736,0.250261544,0.969591738
ATOGEV_clean,0.0002946519,0.131019185,0.254040387,1.001523809
ATOWIQ_clean,0.0001661824,0.076613404,0.155024902,0.732571848
ATOWOW_clean,0.0001670133,0.075355404,0.149140384,0.721604641
ATULIM_clean,0.0001270041,0.067902441,0.129740437,0.463872287
ATUZEW_clean,0.0003613751,0.154470233,0.303542079,1.303483552
AVAJUE_clean,0.0003402913,0.202500196,0.400021393,1.946880479
AVAKAL_clean,0.0003940215,0.176602236,0.35133287,1.743831787
AVAKEP_clean,0.000297938,0.168571774,0.331765385,1.650721483
AVAQIX_clean,0.0003841095,0.171378549,0.334797416,1.287482392
AVAQIX01_clean,0.0003315318,0.176799897,0.342692837,1.324577437
AVEHAM_clean,0.0001357353,0.074945155,0.142579856,0.567836719
AVELOD_clean,0.0001491768,0.082198524,0.162337782,0.750935339
AVELUJ_clean,0.0001820842,0.085329721,0.170377847,0.782767122
AVEMAQ_clean,0.0001535012,0.077336015,0.15277179,0.710866108
AVEQID_clean,0.0002608284,0.126515101,0.254073516,1.184838709
AVESOL_clean,0.0004230817,0.208342431,0.414260278,1.799559983
AVESUR_clean,0.0003015559,0.130415169,0.260530337,1.142366934
AVETAY_clean,0.0006195729,0.27799707,0.53994897,2.088937977
AVETEC_clean,0.0014940216,0.541512015,0.939687544,2.4619857
AVIHIY_clean,9.33275e-05,0.042813046,0.086029266,0.404580201
AVIMIC_clean,6.42018e-05,0.032905171,0.06447728,0.27631519
AVIMOI_clean,0.0002871571,0.139867697,0.267492696,1.011561156
AVIMUO_clean,0.0001429945,0.075766183,0.152244125,0.637364921
AVIPAX_clean,0.0002517587,0.112387049,0.21759042,0.953011867
AVIPOL_clean,0.0001943186,0.09362858,0.185134321,0.851220072
AVITUU_clean,0.0003820399,0.172558706,0.340411296,1.518326104
AVUCEA_clean,0.0002662406,0.113084408,0.223817024,1.002907622
AVUDAX_clean,0.0002526536,0.111520439,0.218339263,0.959760339
AWAGEL_clean,0.0001925317,0.086185319,0.171906875,0.791126615
AWAGOV_clean,0.000140849,0.070513648,0.138030243,0.601209526
AWAKEQ_clean,0.0001412311,0.059148363,0.114099024,0.478418338
AWAREV_clean,0.0002082596,0.092908867,0.178825982,0.627669299
AWARIZ_clean,0.0001906955,0.093501026,0.176438524,0.624018483
AWAWUR_clean,0.0001788813,0.086308965,0.168418051,0.722175877
AWEJIW_clean,0.0001775815,0.093212546,0.182155735,0.730944819
AWEVIJ_clean,0.0002898306,0.128441491,0.252243903,1.040264799
AWEWOP_clean,0.0001821861,0.07514094,0.151380093,0.685585434
AWIBAL_clean,0.0002194347,0.104829531,0.203503418,0.802938675
AWIBEO_clean,4.7868e-05,0.022276302,0.042255675,0.16906394
AWIBIS_clean,3.90308e-05,0.022183511,0.042067885,0.174243995
AWOFOI_clean,0.0001813279,0.086069435,0.172764185,0.764495885
AXIGAR_clean,0.0002011958,0.087477899,0.170576831,0.809364997
AXINAX_clean,0.0003041377,0.157506943,0.311099766,1.439192624
AXINAX01_clean,0.0002683475,0.133215368,0.264391296,1.268424985
AXINIF_clean,0.000409866,0.176982798,0.347758844,1.522783065
AXUBAW_manual,0.0001398807,0.075778714,0.153036167,0.740265412
AXUBOL_clean,0.0001726272,0.09785054,0.189878306,0.847363024
AXUHAD_clean,0.0001744399,0.085116465,0.168965408,0.780696599
AXUHEH_clean,0.00019188,0.088444611,0.163762814,0.616252204
AYOQEM_clean,0.0001909253,0.099150816,0.199363013,0.943801461
AYOXUJ_clean,5.02808e-05,0.027553862,0.055181106,0.26064056
AYUJIP_clean,0.0001503662,0.07009911,0.136284634,0.591746648
AZAFIS_clean,0.00030695,0.156527223,0.303036367,1.130264642
AZAVOO_clean,0.0007411144,0.368734072,0.691803143,2.222530524
AZAVUU_clean,0.000705506,0.299621824,0.55389847,1.827650332
AZAWAB_clean,0.0005405969,0.244655264,0.461925884,1.710136843
AZEBUE_clean,0.0002218979,0.106352338,0.206222528,0.76546981
AZIVAI_clean,0.0003772096,0.174287637,0.347395094,1.616430862
AZIXUD_clean,0.0001835995,0.089918208,0.180933872,0.816054295
BABREE_clean,0.0001924602,0.097929266,0.196163704,0.886139811
BACGAQ_clean,0.0002448069,0.11045976,0.216811084,0.8397986
BAEDTA01_clean,5.34375e-05,0.025058738,0.050149401,0.21117893
BAFHAU_clean,0.0001215133,0.049662261,0.101037171,0.494719662
BAKGIF_manual,0.0002369607,0.095558971,0.192587099,0.884366609
BAKJEE_clean,0.0003019498,0.139308197,0.275438111,1.239472801
BAKJII_clean,0.0003702067,0.163688428,0.323869147,1.440460323
BAKJOO_clean,0.0001712206,0.089792089,0.177904364,0.807774016
BAKYIY_clean,0.000180192,0.079731858,0.158471623,0.747912826
BAKYOE_clean,0.0001482416,0.069358288,0.140758551,0.658353567
BAMKIM_clean,8.67254e-05,0.04409807,0.085957539,0.423642839
BAMKOS_clean,7.76915e-05,0.046690798,0.093432187,0.446616042
BAPDAA_clean,5.63617e-05,0.031029597,0.062529152,0.304017446
BARZUR_clean,0.0004612168,0.24167574,0.467940088,1.875502583
BASJUB_clean,0.0002104492,0.100061515,0.197337613,0.854098993
BAWROI_clean,0.0001832807,0.10194748,0.204931942,0.97711766
BAXFIR01_clean,0.0002949833,0.133968033,0.261085897,1.066834999
BAXGAK_clean,0.000247957,0.134500998,0.261628838,1.072277227
BAXSIE_clean,6.25172e-05,0.037408481,0.074779451,0.327532746
BAZFUF_clean,0.0002473035,0.135946258,0.268434683,1.307371337
BAZFUF01_clean,0.0002796885,0.135637128,0.269662368,1.313848333
BAZGAM_clean,0.0003870158,0.244338715,0.488660961,2.408176946
BAZGEQ_clean,0.0003403974,0.162070173,0.322864881,1.526670022
BAZJET_clean,0.0003768288,0.15981203,0.311790326,1.440435736
BAZJIX_clean,0.0002766284,0.154964899,0.302631419,1.325905058
BEDYEQ_clean,0.0002780766,0.151077996,0.299691066,1.402069166
BEFLUV_clean,0.0002989542,0.145208469,0.280034685,1.07111452
BEFMAC_clean,0.000341662,0.159562542,0.310805616,1.217565784
BEGDEY_clean,0.0011471226,0.481450183,0.834732784,2.464390365
BEJZAS_clean,0.0001863497,0.089822337,0.17770592,0.782582642
BELJIL_clean,4.95806e-05,0.025179838,0.050889479,0.239607229
BELTOD_clean,0.0003042317,0.14995747,0.294335761,1.270946588
BELTUJ_clean,0.0003451627,0.156890652,0.299000773,1.271342345
BENZOL_clean,0.0003236929,0.168715946,0.321892383,1.216793175
BENZUR_clean,0.0003229345,0.146913126,0.285014753,1.070894871
BEPBAB_clean,0.0004980632,0.256967589,0.480491249,1.713667842
BEPLUF_clean,5.11028e-05,0.040376906,0.079919132,0.395635192
BEPMAM_clean,6.2459e-05,0.039312264,0.078959535,0.388810126
BEPMIU_clean,5.70319e-05,0.026031352,0.050713774,0.249472492
BEPNIV_clean,8.83746e-05,0.039369448,0.078254261,0.391704628
BEPNOB_clean,0.0001054793,0.038995994,0.076264408,0.373185878
BEPNUH_clean,2.99598e-05,0.030574022,0.061543942,0.294588739
BEPPAP_clean,6.94302e-05,0.025329611,0.050269917,0.248197952
BEPPIX_clean,8.6596e-05,0.037277043,0.073611718,0.360929699
BEPPOD_clean,0.0001022557,0.038846937,0.07577658,0.375040641
BEPREV_clean,0.0004175032,0.230422459,0.454134612,2.002377309
BEPREV01_clean,0.0004991887,0.23893892,0.471279473,2.055212647
BEPREV02_clean,0.0004054017,0.20747037,0.403081227,1.841381404
BEPREV03_clean,0.0004462444,0.229039858,0.450918627,2.003045919
BEPRIZ_clean,0.0002347806,0.129183914,0.255146421,1.174156746
BEPROF_clean,0.0003022246,0.161101621,0.322160067,1.475035588
BEPVEZ_clean,0.000147735,0.069647186,0.135927656,0.569301602
BEPVID_clean,0.0001526595,0.074092367,0.142214599,0.579711992
BEPVOJ_clean,0.0001329615,0.073836293,0.141638433,0.561409272
BEPVOJ01_clean,0.0001263955,0.075160983,0.143941457,0.576662086
BEPWEA_clean,2.69838e-05,0.007308341,0.014361046,0.071204488
BERQIA_clean,0.0004254254,0.20579611,0.386848929,1.377525358
BETDAH_clean,0.000289986,0.148114756,0.295605603,1.220819199
BETFOX_clean,0.0002641743,0.152887407,0.292234391,1.002805689
BETFUD_clean,0.0003238192,0.154651447,0.304709286,1.256305342
BETGEO_clean,0.0001627106,0.089489613,0.171860636,0.716578841
BETGIS_clean,0.0001237323,0.064866343,0.129385057,0.575149968
BETGOY_clean,0.0001931147,0.082991992,0.165302328,0.726111192
BETGUE_clean,0.0002529069,0.126874257,0.250802893,1.143740677
BETHEP_clean,0.0001398032,0.063511659,0.125413718,0.574102752
BETHIT_clean,0.0002128375,0.104574731,0.20714844,0.949987887
BETZOR_clean,0.0004096995,0.185377262,0.345323329,1.273656932
BEVWAB_clean,0.000195487,0.104180041,0.20515151,0.877952399
BEWCUD_clean,0.0002362157,0.129835652,0.261107751,1.285575332
BEWVEG_clean,0.0001115441,0.063077259,0.123830378,0.574753692
BEWVOQ_clean,0.0001263506,0.061805118,0.121223612,0.618536923
BEWWEH_clean,9.4763e-05,0.051125681,0.10197339,0.506221733
BEXPAX_clean,0.0005004241,0.227525109,0.455651993,1.979348407
BEXQIF_clean,0.0001743153,0.09882036,0.195727353,0.92405352
BEXQOL_clean,0.0001701951,0.085010423,0.169129348,0.806086511
BEXQUR_clean,0.0001480458,0.084955965,0.171315323,0.826040653
BEXRAY_clean,0.0001790564,0.085860608,0.169356438,0.830120686
BEXREC_clean,0.0001762735,0.087838903,0.176887408,0.841161897
BEXRIG_clean,0.0001946903,0.089581888,0.17973568,0.866998631
BEXRUT_clean,9.14953e-05,0.051762182,0.102034544,0.482806987
BEXSAA_clean,0.0001295624,0.056405187,0.11363152,0.52052414
BEXSEE_clean,0.0001034871,0.051500332,0.100563544,0.474862417
BEXSII_clean,0.0002416293,0.116279639,0.231305349,1.038626916
BEXTUV_clean,0.0002565171,0.126746332,0.245899401,0.998771574
BEXVAD_clean,0.0002881572,0.13413219,0.255193969,1.001833021
BEXVAD01_clean,0.0002633351,0.113036609,0.222833398,0.899078037
BEXVEH_clean,0.0002222855,0.108676016,0.220317276,1.008006355
BEXVIL_clean,0.0001431868,0.082268501,0.163102576,0.797939255
BEYSEF_clean,9.39416e-05,0.048577579,0.096777435,0.460806903
BIBXIV_clean,0.0002006263,0.124158332,0.245172703,1.084830551
BIBXOB_clean,0.0002815097,0.122204846,0.2467803,1.167746718
BIBXUH_clean,0.0002265356,0.115656722,0.230723079,1.09360062
BICPOT_clean,0.0002425301,0.110629682,0.218490822,0.952587222
BICPUA_clean,0.0002349625,0.113982896,0.225997731,1.08749459
BIDPOV_clean,0.000370862,0.198097373,0.394933407,1.741885912
BIFGOO_clean,5.98576e-05,0.02260093,0.045975332,0.217614263
BIFKEI_clean,0.000281296,0.150011599,0.292399571,1.263898124
BIHBEB_clean,0.0011298739,0.451302326,0.795834947,2.253818877
BIJDUV_clean,0.0001586733,0.089556959,0.177085942,0.810457654
BIJFAD_clean,0.0002343835,0.101375457,0.199310991,0.894981882
BIMDIL_clean,0.0001956118,0.102082447,0.201128424,0.863141607
BINCUY_manual,0.0002097766,0.114402497,0.226566839,1.052225099
BINDAF_manual,0.0002598969,0.116417652,0.232039471,1.070779918
BINMIW_clean,0.0007146589,0.272423762,0.460873704,1.110053017
BINROH_clean,0.0003350341,0.172744485,0.340064171,1.551634571
BINRUN_clean,0.0003976554,0.189910176,0.375848369,1.684130152
BINSAU_clean,0.0003040844,0.163995051,0.328743296,1.517661803
BIPBAF_clean,0.0002350114,0.111854828,0.216540751,1.006119689
BIPLIX_clean,0.0001215646,0.060882859,0.120725666,0.548925753
