Adsorbent,CO2_20C_0.5bar,CO2_20C_1bar,CO2_20C_5bar
acs.inorgchem.6b01762_ic6b01762_si_002_clean,4.453458521,4.525407276,4.736366044
acs.inorgchem.6b02407_ic6b02407_si_002_clean,8.769298039,9.613318313,12.56101131
acs.inorgchem.6b02407_ic6b02407_si_003_clean,8.384307829,8.71018441,9.32156248
acs.inorgchem.6b02514_ic6b02514_si_002_clean,0.401828338,0.78120418,2.723604317
acs.inorgchem.6b02696_ic6b02696_si_002_clean,10.1639323,11.27762281,12.9937357
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean,7.608024634,7.978726336,8.356897129
acs.jpcc.6b08594_Zn2Cd6MOF5_opt_clean,19.56702059,21.69770741,25.50088832
acscombsci.5b00188_24205_clean,5.954029321,6.053453205,6.676124963
acscombsci.5b00188_3001288_clean,50.4253818,56.10193482,71.89000967
acscombsci.5b00188_34903_clean,5.477040257,5.764902712,6.215083639
acscombsci.5b00188_5013797_clean,13.17658778,14.15038394,17.03387108
acscombsci.5b00188_5020072_clean,14.57623274,17.13657825,23.51176399
acscombsci.5b00188_5024922_clean,27.63259636,30.92765956,41.18454154
acscombsci.5b00188_5036495_clean,17.62327807,20.16381964,29.65544264
acscombsci.5b00188_5040209_clean,6.971889502,7.386030482,8.32545867
acscombsci.5b00188_8372_clean,7.452240345,7.555403229,8.468615929
ACUBAB_clean,2.6247665,2.637506845,2.657286086
ACUFEK_clean,13.87350985,15.69413236,22.06017312
ACUJOZ_manual,17.54490218,18.00089549,19.32508197
ACUTOI_clean,0.298025143,0.503004827,1.303216086
ADARAA_clean,11.08384064,11.96901335,13.76589203
ADASEF_clean,11.00624636,12.80350927,19.79343733
ADASIJ_clean,14.17985318,14.5820841,15.36962169
ADASOP_clean,14.64862595,15.44440199,15.73675922
ADASUV_clean,13.26923904,13.65498486,14.92851631
ADATAC_clean,12.35803263,15.10479769,26.41053164
ADATEG_manual,15.33771282,19.50194784,32.81424516
ADATIK_clean,13.06185382,14.94935784,22.97237322
ADAXEK_clean,3.717774224,3.996854892,4.600619119
ADAXIO_clean,3.411445358,3.631197489,4.334481824
ADIQEL_clean,2.961694108,3.344873751,4.607719666
ADOBIF_clean,6.029703187,6.134951598,6.567623832
ADOCEC_clean,5.770314797,5.909744464,6.635716945
ADOGEH_clean,11.41250423,11.41277282,11.41744132
ADUROI_clean,15.20617311,17.02699792,21.67005695
ADUWIH_clean,13.90226508,15.02413856,17.75268542
ADUWON_clean,21.73149602,23.00307002,26.891686
AFEJOK_ion_b,9.415173179,9.499969188,9.604901264
AFITEP_clean,4.14614313,4.375258124,5.132800577
AFITUF_clean,3.701518518,3.961000884,4.65169397
AFIXAO_clean,0.725887212,1.2044596,3.084819678
AFIXES_clean,0.721930356,1.197810528,3.162596122
AFOVEX_clean,6.106906878,6.783202645,9.113262549
AFOYAW_clean,2.662041018,3.575401478,6.669108909
AFOYEB_clean,0.069446934,0.127251657,0.536462477
AFOYIE_clean,0.601658836,1.220953776,7.228411029
AFOYOK_clean,0.879100165,1.886779542,6.501804374
AFUKET_clean,6.441427948,6.923389409,8.129944797
AFUKIX_clean,9.847519886,10.36823037,12.1316966
AGABIU_clean,14.22812143,14.93421643,16.86729702
AGIREP_clean,12.0338083,12.35526517,13.06268512
AGOFEJ_clean,11.90954037,13.66248085,18.60089752
AGONAM_clean,2.729136925,2.749049737,2.830205299
AGONEQ_clean,9.456997276,10.15228075,12.10303123
AGUBUA_clean,7.134766274,7.27154621,7.308495092
AHAMAY_clean,0.585600251,0.775238039,1.289771766
AHEQAH_clean,8.525165029,10.80904517,15.73754444
AHIYOH_clean,2.905619642,3.114387877,3.515801331
AHOKIR_clean,2.709047824,3.044241848,3.56939513
AHOKIR01_clean,3.094801174,3.238092797,3.536045403
AHOKOX_clean,2.600562108,2.909985817,3.579939
AJAKON_clean,5.793800586,5.803612526,5.848503747
AJAYIT_clean,0.010117448,0.020806683,0.098084713
AJIGIL_clean,3.146511597,3.600708936,4.46261224
AJOTEY_clean,12.38830863,12.43234383,12.65954042
AJOVEB_clean,2.933601627,3.066789757,3.031100515
AKEDIF_clean,3.710982025,4.257676721,6.033320407
AKOBAF_clean,2.689616019,2.888113781,3.676690654
AKOXIJ_clean,5.297116873,5.479074655,5.94793636
AKUKUO_clean,2.267118681,2.826030241,3.89908118
ALAMUW_clean,17.61958334,18.79864209,21.67811659
ALANAD_clean,15.42795458,16.78015994,19.66533574
ALEJEI_clean,14.48332928,15.01193137,16.51862439
ALEJIM_clean,13.94077776,14.48233366,16.42231808
ALICAA_clean,2.443798671,2.583545166,2.772811674
ALIXAU_clean_h,2.357049653,2.359773275,2.370123035
ALIXOJ_clean,13.12022688,13.8992137,14.87417636
ALIXUP_clean,5.596269484,5.845564029,6.739629672
ALOLES_ion_b,1.295410863,1.312924124,1.5031403
ALOLIY_clean,7.719534289,7.795629893,8.387441764
ALONEV_clean,1.675420512,1.976372569,3.194904029
ALUJIB_clean,4.606294319,4.911155765,5.363562809
ALUKIC_clean,13.91071055,16.15988019,23.52388841
ALULEZ_clean,12.59256218,15.83610185,24.1279772
ALULID_clean,5.608798449,6.224635247,9.028910613
ALURAB_clean,2.108869517,2.528493662,3.842912738
ALUREF_clean,2.095971726,2.54454264,3.788238888
ALURIJ_clean,2.073931538,2.431952332,3.581658576
am301365h_si_002_clean,0.509059391,1.024177339,4.933416218
AMAFOK_clean,1.121263347,1.614391239,2.632277487
AMAGAX_clean,1.058492887,1.676673101,2.923142448
AMILOY_clean,4.529512289,4.962073366,6.054163033
AMILUE_clean,3.893776554,4.283200979,5.185360389
AMIMAL_clean,3.456188503,3.866974962,4.845385007
AMIMEP_clean,3.651220208,3.953891719,4.886994948
AMIZIG_clean,2.870371407,2.883613821,2.891486711
AMOYOR_clean,3.718013119,3.747184963,3.951618528
AMUFOF_clean,4.999953643,5.2518223,5.971780809
AMUPOP_clean,2.338861581,2.369365327,2.387269754
AMUWUB_clean,4.917847578,5.367921438,6.884488602
AMUXAI_clean,2.886683916,3.134799403,4.079624623
ANEHEI_clean,3.711093368,4.200881709,5.603397291
ANIDIL_clean,1.989680217,2.241077539,2.618539643
ANOMOG_clean,14.54598089,14.9884419,16.67893251
ANOMUM_clean,11.38707694,12.23639197,15.18451722
ANONAT_manual,11.70017518,12.38220212,15.84125669
ANUGEW_clean,23.15076744,25.16778972,29.51381649
ANUGIA_clean,17.14046883,18.121409,21.87846488
ANUGOG_clean,18.3280636,19.77094367,24.90984267
APACAX_clean,12.35846632,12.85969198,13.81288252
APARAM_clean,0.959783071,1.216692051,2.277048851
APEBED_clean,4.232926782,4.234963965,4.242446408
APEBEE_clean,4.540817677,4.779437261,5.632194238
APEBII_clean,6.473785283,6.541907235,7.025752785
APEBUU_clean,2.436263801,2.583761335,3.1807921
APUPEH_clean,36.80747306,39.82430403,49.04260051
AQEGUY_clean,5.539115382,5.554971241,5.628298478
AQEQES_clean,4.722750022,5.603317999,7.830887609
AQEQIW_clean,4.194673142,4.984728814,7.555897625
AQERUL_clean,3.023265325,3.113903653,3.369897407
AQIQAU_clean,10.20912873,11.06466444,13.01136557
AQIXUU_clean,0.855335153,1.135900083,1.538288326
AQIXUV_clean,3.1251608,3.700232941,4.877791864
AQOLEZ_clean,1.24783583,2.044647252,5.630558758
AQOLID_clean,1.09816217,1.674041498,4.478624883
AQOLOJ_clean,2.550974498,3.705282318,9.617856017
AQOLUP_clean,1.178473354,1.931890186,5.383856354
AQOMAW_clean,2.998421562,3.324458716,5.06998133
AQOMEA_clean,1.021103506,1.781720306,5.254343747
AQOMEA01_clean,1.097824615,1.853858489,5.237124184
AQUCOF_clean,5.200375492,6.083523563,7.787739989
AQUCOG_clean,4.729145338,5.578453577,6.294759101
AQUCUM_clean,3.927218569,5.121686252,6.219674306
AQUDAS_clean,5.378281788,6.220001114,7.801394433
AQUDAT_clean,1.808899974,1.817810867,1.819477305
AQUDEX_clean,1.806848208,1.816475726,1.817539289
AQUDIB_clean,4.982105725,5.739077573,6.32649419
AQUDOH_clean,1.775322385,1.805916879,1.815461929
ARADEE_clean,8.53678413,8.986298315,9.76718479
ARAFEF_clean,1.017911472,2.165148698,9.125251094
ARAFIJ_clean,1.32311096,2.752316183,7.84906775
ARAFOP_clean,1.867510588,2.765598175,4.570406397
ARAGOR_clean,6.623554943,6.872736558,7.512387063
ARINOF_clean,1.46909562,2.081814816,3.226271346
ARINUL_clean,0.986908476,1.524688588,2.708194504
AROFAP_clean,4.602737933,4.814842852,5.19213444
AROFET_clean,8.801697288,9.446478625,11.53390033
ARUYES_clean,3.921358544,4.1673753,4.928122514
ARUYUH_clean,0.649509648,1.219242296,3.017466483
ARUYUH01_clean,1.114624728,1.93388414,3.820671403
ASACON_clean,2.465027076,2.629128129,3.057943559
ASADAA_clean,1.030035234,1.226074229,2.155413207
ASANAL_clean,1.129286751,1.748273625,3.304686638
ASEJOZ_clean,3.680021251,3.745229291,3.960725902
ASEJOZ01_clean,3.675504677,3.756360909,3.915166263
ASEKAM_clean,3.957487144,3.983570126,4.060310728
ASINAT_clean,7.995423393,9.483499154,13.96169241
ASINEX_clean,7.090876858,8.895517892,14.28155288
ASINIB_clean,7.185166966,8.996981289,14.28828628
ASIQEA_clean,5.846499581,6.218659848,7.330416758
ASIQIE_clean,6.196195332,6.63365492,7.969455772
ASIVAB_clean,18.71185346,20.99633854,26.77729005
ASIVEF_clean,15.99499496,17.47370655,22.01047283
ASOHUL_clean,4.936475903,5.450904851,7.646142579
ASOSUY_clean,17.91775331,18.0455937,18.23865776
ASOVEL_clean,6.120794943,6.332943416,6.712685012
ASOYOY_clean,3.774744677,4.781246218,8.333082731
ASUWUI_clean,6.480171794,6.681692069,7.056016582
ATAFIK_clean,7.427735695,7.957973094,9.135754922
ATAYAX_clean,16.35410111,16.82639119,18.08556338
ATAYEB_clean,16.19417002,16.72147797,17.96980342
ATEYED_clean,0.661919948,1.364074148,8.504183075
ATEYUV_clean,13.20542062,14.64555764,18.05919902
ATEZAC_clean,12.75385089,14.92491011,19.58782847
ATEZEG_clean,12.63317053,14.3166823,17.65268572
ATEZIK_clean,12.08739081,14.12897124,18.27361875
ATIBAG_clean,2.285818404,2.292987683,2.296431811
ATIBOU_clean,2.262246007,2.284234457,2.296693674
ATIBOU01_clean,2.299636431,2.305794985,2.360901033
ATIBOU02_clean,2.309964025,2.329651599,2.382255585
ATIBUA_clean,2.291964185,2.29630567,2.298405359
ATICAH_clean,2.295529664,2.298394182,2.298994549
ATICEL_clean,2.284034867,2.291287175,2.298335103
ATIJUJ_manual,0.884740064,1.495110371,4.184995644
ATIXUX_clean,1.992139236,2.132327061,2.301879632
ATOGEV_clean,4.979055973,5.254462659,6.017512177
ATOWIQ_clean,6.68851704,7.780150863,10.46282151
ATOWOW_clean,7.086209773,7.873403279,9.549541274
ATULIM_clean,0.3159313,0.467060378,0.815966555
ATUZEW_clean,11.56932251,11.57909817,11.60033776
AVAJUE_clean,13.54180771,16.53775482,30.42923201
AVAKAL_clean,13.53381535,16.68487708,30.3413764
AVAKEP_clean,11.82365292,14.91530172,26.3037513
AVAQIX_clean,5.391817766,5.49085229,5.58255222
AVAQIX01_clean,5.293260824,5.437745868,5.574240559
AVEHAM_clean,1.866383889,1.880621659,2.003517004
AVELOD_clean,2.567790303,3.761746426,7.481604413
AVELUJ_clean,2.468940594,3.508592479,7.378178461
AVEMAQ_clean,2.062816685,2.814848635,6.009138438
AVEQID_clean,15.9594025,16.98720347,18.58015105
AVESOL_clean,13.75053353,14.07851226,14.82889649
AVESUR_clean,9.286466271,9.679180698,10.38553817
AVETAY_clean,12.45965085,12.90895807,14.16986336
AVETEC_clean,10.51938556,10.68241019,11.18677973
AVIHIY_clean,3.128693447,3.696663924,5.022162309
AVIMIC_clean,1.243791891,1.634004568,2.150887387
AVIMOI_clean,5.529273416,5.835457616,6.54652752
AVIMUO_clean,5.61275474,5.795453475,6.133686814
AVIPAX_clean,11.51667342,11.77801853,12.49395679
AVIPOL_clean,11.30841274,11.83518304,12.87008737
AVITUU_clean,1.509179417,2.553342555,7.901658506
AVUCEA_clean,11.30813543,11.92819684,13.46899408
AVUDAX_clean,1.098467149,1.992884783,4.840794414
AWAGEL_clean,0.659929645,1.407146395,5.413805981
AWAGOV_clean,2.454293933,2.802478917,3.684096528
AWAKEQ_clean,2.831255632,3.093851296,3.925341461
AWAREV_clean,0.87203934,1.146545546,1.647713456
AWARIZ_clean,0.85967424,1.139238897,1.636929123
AWAWUR_clean,4.955707952,5.228449595,6.282974207
AWEJIW_clean,5.289684694,5.518721953,6.301384434
AWEVIJ_clean,1.157639053,1.949631702,4.930409272
AWEWOP_clean,5.201832529,5.990942988,7.256428076
AWIBAL_clean,4.3004977,4.459262263,4.776890349
AWIBEO_clean,0.117072647,0.207623467,0.580057985
AWIBIS_clean,0.133070874,0.227924661,0.587311094
AWOFOI_clean,6.556773945,7.257541062,8.368315961
AXIGAR_clean,0.446264088,0.86758328,4.201128627
AXINAX_clean,18.20853649,20.52121247,27.02268717
AXINAX01_clean,16.42676216,18.62197508,25.72649827
AXINIF_clean,13.12124557,14.04616337,17.46276403
AXUBAW_manual,13.95968933,14.21809565,14.89013924
AXUBOL_clean,8.657899135,9.095695348,10.06072613
AXUHAD_clean,6.386197386,7.403084444,9.392354868
AXUHEH_clean,1.665147057,1.917179221,2.823347054
AYOQEM_clean,14.35763929,14.94793837,16.75096649
AYOXUJ_clean,3.101418421,3.440509212,4.46870882
AYUJIP_clean,3.736924526,4.19413133,5.29185898
AZAFIS_clean,3.036778923,3.277623388,4.460466643
AZAVOO_clean,7.988818258,8.58294252,9.207027567
AZAVUU_clean,7.361151998,7.286453109,7.67936274
AZAWAB_clean,8.751981508,8.973383758,9.16405596
AZEBUE_clean,3.368451702,3.474035455,3.56115829
AZIVAI_clean,1.151266079,2.450185437,10.56251091
AZIXUD_clean,6.570279862,6.938672981,7.819562753
BABREE_clean,12.06838646,12.39902453,13.41637965
BACGAQ_clean,4.002742816,4.51976494,5.589980128
BAEDTA01_clean,0.699471779,0.854209558,1.163379758
BAFHAU_clean,0.159510293,0.323862777,1.68317486
BAKGIF_manual,0.77197978,1.598653742,5.721243662
BAKJEE_clean,10.52819653,10.95649934,12.19355394
BAKJII_clean,10.25744307,10.49344675,11.63530144
BAKJOO_clean,5.021875259,5.532377936,7.447791839
BAKYIY_clean,2.014776568,2.140144641,2.91832144
BAKYOE_clean,3.421347713,4.047365815,5.960764265
BAMKIM_clean,3.507190463,3.586443043,4.061926002
BAMKOS_clean,3.514439263,3.575976369,3.990021595
BAPDAA_clean,1.421473334,2.506288344,4.270483029
BARZUR_clean,2.881118368,4.260975981,6.701045452
BASJUB_clean,4.634760281,4.983313742,6.073060197
BAWROI_clean,9.626365549,11.05103539,16.03130747
BAXFIR01_clean,1.821591886,2.480073054,3.594277815
BAXGAK_clean,1.854622893,2.489586622,3.576091452
BAXSIE_clean,0.18639937,0.364782254,1.208590616
BAZFUF_clean,17.46115097,21.47783354,33.51990424
BAZFUF01_clean,17.51914658,21.67819647,33.46283896
BAZGAM_clean,13.20133923,16.38111862,29.42463775
BAZGEQ_clean,14.38226166,16.92245468,25.37636758
BAZJET_clean,1.397025054,2.698824387,7.533096836
BAZJIX_clean,1.62836589,2.683057594,7.165471978
BEDYEQ_clean,15.55682122,17.00018305,20.71162359
BEFLUV_clean,3.439852627,4.025790079,5.161845995
BEFMAC_clean,4.882338751,5.479399435,6.918069622
BEGDEY_clean,8.602052782,8.849531027,10.05072841
BEJZAS_clean,6.772642545,7.14703876,7.625740623
BELJIL_clean,2.601630431,2.77300632,2.976540155
BELTOD_clean,11.63397018,12.02850197,12.63072498
BELTUJ_clean,10.12252788,10.49099857,11.19964841
BENZOL_clean,1.622809753,2.438443992,3.926118692
BENZUR_clean,1.393901562,2.126541618,3.567461238
BEPBAB_clean,6.202482986,6.504103468,7.02366981
BEPLUF_clean,0.05764682,0.114839392,0.57538936
BEPMAM_clean,0.043769565,0.086582372,0.44302454
BEPMIU_clean,0.591113524,1.034732586,2.779839878
BEPNIV_clean,0.038052382,0.075651488,0.390629879
BEPNOB_clean,0.040298807,0.082185505,0.415098233
BEPNUH_clean,0.063606892,0.13170134,0.659711513
BEPPAP_clean,0.578831824,1.052524065,2.656841866
BEPPIX_clean,0.03782973,0.075160259,0.387056231
BEPPOD_clean,0.041620623,0.081249816,0.415158105
BEPREV_clean,11.35781111,13.06660195,15.66028789
BEPREV01_clean,11.0537795,12.74996507,15.29531745
BEPREV02_clean,11.87934224,13.64092909,16.52216887
BEPREV03_clean,11.46538929,13.12518703,15.63978939
BEPRIZ_clean,9.462413223,9.78204513,11.03679167
BEPROF_clean,10.70352752,12.44050549,16.41076195
BEPVEZ_clean,0.628608981,1.006894201,2.134799752
BEPVID_clean,0.657290904,1.028740919,1.951979377
BEPVOJ_clean,0.699873044,1.04561061,1.810879356
BEPVOJ01_clean,0.688205265,1.049203853,1.883481241
BEPWEA_clean,5.842123964,6.477232437,7.181450606
BERQIA_clean,6.609164221,6.777039409,7.253151668
BETDAH_clean,8.990603714,9.270227133,10.04025866
BETFOX_clean,4.532079158,4.860539197,5.38892556
BETFUD_clean,9.337193839,9.746244625,10.47898976
BETGEO_clean,4.082202586,4.155800794,4.432777427
BETGIS_clean,4.035319091,4.572763715,5.573505522
BETGOY_clean,2.701834217,2.977907636,4.455094248
BETGUE_clean,0.853140013,1.625071404,5.695956638
BETHEP_clean,2.222626609,2.619311651,4.670373644
BETHIT_clean,0.630286799,1.224234216,4.903335944
BETZOR_clean,6.755854133,7.133542156,8.319611294
BEVWAB_clean,2.509789986,2.62688671,3.038634072
BEWCUD_clean,12.7763976,16.15201602,28.90015073
BEWVEG_clean,8.493592904,8.893319317,9.575930641
BEWVOQ_clean,25.31292155,26.45200065,27.72452287
BEWWEH_clean,24.10695664,24.86407494,26.60803807
BEXPAX_clean,15.06790313,15.24884763,15.55110696
BEXQIF_clean,0.458270779,0.90960586,4.819009583
BEXQOL_clean,0.36084399,0.710829939,3.803975828
BEXQUR_clean,0.374202928,0.742498221,3.975901036
BEXRAY_clean,0.324582859,0.651456405,3.479561963
BEXREC_clean,0.35334021,0.719499758,3.837118284
BEXRIG_clean,0.372762016,0.751805838,4.006553609
BEXRUT_clean,8.280010435,8.347231873,8.492904505
BEXSAA_clean,6.510302928,6.749643288,7.605669388
BEXSEE_clean,8.574067935,8.583192043,8.61690985
BEXSII_clean,12.72299214,13.06108492,14.38872334
BEXTUV_clean,3.969222918,4.09135015,4.907366776
BEXVAD_clean,3.837174286,4.010458092,4.619721694
BEXVAD01_clean,4.304689662,4.405932048,4.401620933
BEXVEH_clean,13.910025,14.06760166,14.62532023
BEXVIL_clean,13.20969269,13.6623267,15.61969824
BEYSEF_clean,0.484031999,0.892354919,3.17417225
BIBXIV_clean,1.76008981,2.400124469,6.430888285
BIBXOB_clean,3.170966838,3.7786574,7.779725248
BIBXUH_clean,3.231973142,3.802993884,7.383365053
BICPOT_clean,4.711251512,5.392829874,6.346730458
BICPUA_clean,11.35838214,14.49979398,25.93629812
BIDPOV_clean,14.50617405,15.19535386,19.22858221
BIFGOO_clean,1.460890786,1.763549639,2.554231443
BIFKEI_clean,5.223630618,6.147452032,7.917285366
BIHBEB_clean,9.839339263,10.43338233,13.08191737
BIJDUV_clean,4.02461608,4.793533929,7.077788471
BIJFAD_clean,4.828044909,5.650889525,8.039732988
BIMDIL_clean,4.615999087,4.643793911,4.785249965
BINCUY_manual,5.637448648,7.386161234,13.2991047
BINDAF_manual,5.769634486,7.472651458,13.19860551
BINMIW_clean,4.300333707,4.364455425,4.712335954
BINROH_clean,15.37960132,15.58585839,16.53528528
BINRUN_clean,15.34535837,15.59479802,16.58175594
BINSAU_clean,16.02846601,16.52971872,18.47829617
BIPBAF_clean,15.55904665,15.92363822,16.45255355
BIPLIX_clean,6.17548076,6.600545682,8.148828592
BIPSUQ_clean,22.79442147,25.25712782,31.37595427
BIQHEQ_clean,2.743461582,3.486049507,4.980282591
BIQVII_clean,1.378342045,1.46641351,1.624605758
BIRGIU_clean,2.57090951,3.408943646,5.012062702
BIRMUM_clean,3.416017688,3.395395071,3.436036235
BIRSEC_clean,4.32300849,4.511759824,5.469827239
BIRSIG_clean,4.186907805,4.295338621,4.892797614
BIWSEG_ion_b,3.709081568,7.146213857,25.78855253
BIWSIK_ion_b,4.432296532,5.060735005,7.224388698
BIWSOQ_clean,3.257549671,4.600896157,8.418719536
BIXYEO_clean,2.392269247,2.44984699,2.597430071
BIYTAG_clean,0.022484297,0.057864828,0.224756332
BIYTOU_clean,10.94873489,11.40138978,12.63493966
BIZMEE_clean,5.333327842,6.527230616,8.837108336
BIZMII_clean,5.312670709,6.480144236,8.804495629
BODPAN_clean,13.22802631,13.23382106,13.25754961
BOHJOZ_auto,6.281222849,6.455782612,7.082051035
BOHWOM_clean,9.804185816,9.92978068,10.69157586
BOKQEZ_clean,5.483518435,6.013178051,6.809614956
BOLPAU_clean,15.65660064,15.90473557,17.15469979
BOLZIN_clean,15.64872917,17.54844466,22.53489412
BOMCOX_clean,3.843540568,4.318645275,5.192638017
BOPHIZ_clean,7.018872864,7.075996591,7.853062817
BORBEQ_clean,6.318866354,6.674209053,7.419764284
BOSHIC_clean,13.32076421,13.59644289,14.76606393
BOVHEB_clean,4.087281511,4.4852899,5.39847113
BOWDIC_clean,6.989307164,7.397495446,8.148750743
BOWNUY_clean,0.927574941,1.716520332,5.511868556
BOWRAH_clean,1.083050979,1.14755831,1.273353492
BOWSOW_clean,8.116434005,8.111946745,8.145118562
BOWZUK_clean,0.787033997,1.576880365,5.684440087
BOXYIY_clean,5.405727938,5.511131212,5.660764932
BOYCEY_auto,15.06670293,15.92693878,21.09233393
BOYTEQ_clean,0.354125755,0.569040853,1.080292916
BOYYOF_clean,4.063393464,4.536867756,6.112824513
BOZFIH_clean,5.860030177,6.180190579,7.253946582
BOZFON_clean,3.384659459,3.623011246,4.208025024
BUBTUP_clean,3.828287085,3.904238168,4.195541458
BUCSAU_clean,3.279379944,3.498122416,3.950458095
BUCSEY_clean,2.997002057,3.348416722,4.124063506
BUCSIC01_clean,2.806858897,3.103374942,3.719262524
BUCWAZ_clean,11.52474773,11.93942176,13.09960578
BUKMUQ01_clean,13.72541508,14.72796591,16.71305777
BUKRUW01_clean,10.47410074,10.99866444,12.87758117
BUKRUW02_clean,11.86123095,12.610779,14.96159736
BUKRUW03_clean,10.11066577,10.78856406,13.77066839
BUKYAJ_clean,0.242703872,0.475169437,1.951184812
BUNKUS_clean,17.98974354,19.34776453,23.69875954
BUNLAZ_clean,20.40199862,22.39914635,28.61770515
BUPVEP_clean,8.516202166,8.526055555,8.508943527
BUQWER_clean,4.773311698,5.675237526,6.238115844
BURJOO_clean,2.52300646,2.812197429,3.438802138
BURQIQ_clean,8.685555387,9.042325017,10.2939186
BUSNAF_clean,0.530037977,0.91672629,2.094137592
BUSQEM_clean,3.891272127,4.889994345,6.562585249
BUSQIQ_clean,0.674929696,0.979036136,1.779848748
BUSRUE_clean,5.386460981,6.074199656,7.119130575
BUVHEH_clean,6.979013141,7.316217848,8.136055018
BUVWOF02_clean,0.416047413,0.776463968,2.203903913
BUVWOF03_clean,0.627979215,1.158718251,2.781540104
BUVXOG_clean,0.438141239,0.80478604,2.040582831
BUVYEX_clean,0.677824619,1.208586558,2.722864526
BUVYIB_clean,2.03156041,3.5108182,9.205653509
BUVYIB01_clean,1.811616004,3.274627884,9.41642836
BUWMIR_clean,10.01006652,10.98581569,12.33319693
BUXNOZ_clean,14.79415526,15.16754807,16.10130947
c4ce00408f_c4ce00408f2_clean,11.12872542,11.12874009,11.12895147
c4dt03702b_c4dt03702b2_clean,6.169384452,6.872111989,9.659524403
c5cc04223b_c5cc04223b2_clean,14.50474832,16.67728927,21.66567386
c5cc09432a_c5cc09432a2_clean,4.114522918,4.446564549,5.52808702
c5cc10203k_c5cc10203k2_clean,0.806184424,1.655470357,9.385629709
c5ce00010f_c5ce00010f2_clean,1.190773169,1.521535672,2.795044207
c5ce00862j_c5ce00862j2_clean,3.853290619,4.327723978,5.917972788
c5ce00931f_c5ce00931f2_clean,3.148730887,3.276242327,3.342964502
c5ce02194d_c5ce02194d2_clean,5.220636917,5.787404455,7.334603656
c5cp03920g_c5cp03920g2_clean,7.589062798,8.001527812,8.53938892
c5dt03091a_c5dt03091a2_clean,8.979452284,10.2179973,13.37039124
c5dt04943a_c5dt04943a2_clean,16.43017564,17.75615565,20.13683582
c5gc02393a_c5gc02393a2_clean,5.209974956,5.325352511,5.714244353
c5nj02634b_c5nj02634b2_clean,5.522564723,5.894512462,7.306674561
c5nj03044g_c5nj03044g2_clean,5.121031354,5.200475955,5.589445777
c6cc00589f_c6cc00589f2_clean,0.555262662,1.115336884,5.68695351
c6cc00862c_c6cc00862c2_clean,1.54863782,2.870871158,6.857772417
c6cc02494g_c6cc02494g1_clean,2.382873678,2.706190476,3.318609611
c6cc02494g_c6cc02494g3_clean,2.798763431,2.967074327,3.548562117
c6cc02494g_c6cc02494g4_clean,2.802482507,2.949941786,3.556800902
c6cc02494g_c6cc02494g5_clean,5.797044002,5.938195822,6.27873928
c6cc02494g_c6cc02494g6_clean,2.371249501,2.714120372,3.320473281
