Adsorbent,CO2_20C_0.5bar,CO2_20C_1bar,CO2_20C_5bar
ERANAO_clean,1.212049986,1.200928712,1.183418884
ERANES_clean,12.91122542,13.7210523,15.71748304
EREFEN01_SL,5.993653978,6.247310345,6.806275241
EREGOY_clean,11.34141559,12.21325831,13.35445738
ERIRIG_auto,12.81638376,15.76245419,27.61396266
ERIWAF_clean,15.71067517,16.24406634,17.44661875
ERULEK_clean,5.740955134,6.503282062,9.983898778
ERUNOW_clean,4.970625783,6.052172292,9.762621684
ERUNUC_clean,5.729005341,7.203348137,11.62112241
ESANET_clean,1.836142811,2.218907892,2.86431037
ESARIB_clean,1.841695945,1.845390267,1.848605107
ESAROH_clean,2.684034308,2.778917805,3.190053274
ESARUN_clean,4.047620153,4.43759649,5.603259294
ESASAU_clean,2.577747228,2.638794691,2.981131667
ESASEY_clean,3.320596196,3.530565304,3.932814776
ESEBOV_clean,19.90746866,22.23181303,27.84340351
ESEDIQ_clean,14.69449387,15.12310605,15.76019001
ESEHIV_clean,4.394880963,4.821898159,5.561026256
ESEQUO_clean,6.592412326,6.760192462,7.070384046
ESEVIH_clean,2.411691955,3.325580458,4.799897067
ESIFET_clean,0.397958542,0.627122111,1.839556196
ESIGES_clean,3.518797447,4.00109623,5.04702077
ESIGES01_clean,3.895946777,4.43027099,5.673359446
ESIGES02_clean,3.534766103,4.028589961,5.082298793
ESURER_clean,4.308073604,4.915255514,5.700446044
ESURER01_clean,4.460140058,5.052274913,5.720469701
ESURER02_clean,4.508216378,4.991538222,5.67832101
ESURER03_clean,4.509481373,5.033277842,5.689126229
ESURER04_clean,3.334303733,4.23797517,5.849737587
ESUSAO_clean,3.370213868,3.739203278,4.561897237
ESUSAO01_clean,3.3546761,3.728435405,4.496854005
ESUSIW_clean,3.46207473,4.176344775,5.51369059
ESUSOC_clean,2.81861704,3.601129933,5.690217086
ESUSOC01_clean,2.493854249,3.088449611,5.072967328
ESUSOC02_clean,2.590615718,3.220924496,5.059154435
ESUTAP_clean,2.527776348,3.140597972,5.237606434
ESUTIX_clean,2.551304471,3.172689238,5.191458873
ESUVAR_clean,3.644875393,3.94966577,4.465512704
ESUVAR01_clean,3.532928774,3.653405966,3.826996441
ESUVOF_clean,4.150711367,4.869456446,5.798701362
ETAXUT_clean,10.07526465,11.17323706,14.20891993
ETEKEU_clean,9.617941875,10.21381073,10.9586488
ETEPID_clean,5.265328303,5.765356926,6.923676473
ETESIG_clean,4.978602286,5.059755435,5.126791119
ETEXEI_clean,7.917951644,7.941696012,8.186102359
ETEXEI01_clean,7.894497892,7.953647578,8.181379856
ETIPII_clean,5.682764431,5.790557483,5.931752128
ETIXAI_clean,3.586269924,3.951285987,4.744990597
ETIXIQ_clean,3.195975173,3.530270393,5.564688897
ETIXOW_clean,3.857867265,4.018319136,4.219279787
ETIYEN_clean,4.456563973,4.786885433,5.297441022
ETUXEW_clean,4.377713164,4.51700682,4.863549739
EVADEK_clean,3.047726704,3.088385927,3.34145738
EVAKIV_clean,1.352009363,2.36783352,7.119426036
EVEGIV_clean,3.067982379,3.171955314,3.542204072
EVEGOB_clean,3.72725714,4.019030594,4.342000521
EVEGUH_clean,4.078054472,4.083042879,4.570312687
EVIMUT_clean,10.16698181,10.47818035,11.10324377
EVOTIT_SL,3.969219442,4.394942517,5.268052547
EVUDAA_clean,6.98234749,7.327928289,8.168359439
EVURAP_clean,2.185007416,2.202953057,2.243205032
EWECOY_clean,7.200867028,7.564112278,8.018713516
EWESAC_clean,0.813335223,1.300985636,2.6754117
EWIPIL_clean,11.15370249,11.24141638,11.27604344
EWUCOP_clean,8.893187174,9.199749085,10.08588592
EWUGEK_clean,0.805127302,0.815744049,0.866891354
EWUKAK_clean,10.04049648,10.19663465,10.96905158
EWUKEO_clean,13.48144386,13.73811091,14.5916882
EWUKIS_clean,12.74477551,13.09331186,13.80404498
EWUSUL_clean,1.090936395,1.582724741,4.411508516
EWUTEW_clean,1.028362549,1.697406683,3.984627949
EXALAR_clean,0.571729888,1.14467037,5.387220187
EXAPEA_clean,0.81836569,1.019762928,1.295490628
EXAXAE_clean,7.623186258,8.087944762,9.250215086
EXAXAE01_clean,7.163225985,7.645202691,9.389870804
EXEMUR_clean,1.632134637,1.644956668,1.716994303
EXEQAA_clean,8.086692442,8.380924246,9.253593482
EXEQII_SL,8.104121132,8.461566652,9.268079165
EXEWIO_clean,3.16731541,3.793660585,4.878778377
EXEXAH_clean,0.464829251,0.943298888,5.191756991
EXIDOF_clean,9.773159581,9.941701907,10.31660386
EXOTOB_clean,6.578017817,7.442315912,10.86701022
EXOTUH_SL,10.29828385,10.80073251,11.85394586
EXOZIB_clean,11.64484037,12.34899483,14.09673822
EXUHEM_clean,2.910971785,3.349595041,3.811698973
EXUHUC_clean,4.873322294,5.118130322,6.298430514
EYINOR_clean,11.67387386,12.38929315,14.34000214
EYOCOM_clean,11.74361197,12.53598508,14.53266137
EYULOA_clean,3.144619562,3.342748529,3.548044413
EYUWAW_clean_h,8.27198947,8.595280809,9.480992683
EZABEN_clean,3.053391336,3.619929376,4.36749247
EZEQEH_clean,3.539111148,3.539409808,3.540346347
EZEQIL_clean,3.571620853,3.613331871,3.875413485
EZEQOR_clean,3.784748021,4.018519607,4.773794133
EZEQUX_clean,3.713176524,3.889177659,4.56539022
EZESAF_clean,1.805084405,2.125238954,2.825274471
EZIMEG_clean,10.54874107,11.05290744,12.07533847
EZIMIK_clean,10.20098591,10.77892785,11.91557246
EZITUE_clean,1.774783744,1.909371891,2.194062482
EZIVAM_clean,1.682419326,1.74390909,1.914942595
EZOBUR_clean,2.053807678,2.299321624,2.863324816
EZOBUR01_clean,1.628426753,1.850656292,2.255841454
EZOBUR02_clean,1.491475597,1.706186747,2.080858793
EZOFEF_clean,11.02250479,11.02613988,11.02700774
EZOFUV_clean,9.323649478,9.491806071,10.14457511
EZUCIM_clean,6.349708495,7.003169858,8.605300384
EZULAO_clean,4.888593778,5.002163621,5.484251761
FABCUI_clean,0.626502995,1.135694061,3.292756502
FAFDEX_clean,0.65193393,1.184921208,2.886521568
FAFQEJ01_clean,6.957565834,7.501156716,8.327512428
FAGQAI_clean,13.07828668,14.60283847,21.20742891
FAGREM_clean,1.719085429,2.009507293,3.253926953
FAGXIX_clean,4.46351435,4.512153077,4.806830865
FAHGAY_clean,18.65174099,19.33113833,20.77666307
FAHPOV_clean,15.81033812,17.58199033,23.84585141
FAHQIR_clean,2.824357822,3.005352806,3.687840307
FAJYAS_clean,9.74103104,10.61190534,12.18956696
FAKHIK_clean,6.59944817,6.753281162,6.990382479
FAKLIO_clean,0.956075494,1.997615162,8.567495699
FAKLOU_clean,0.879085554,1.859436494,7.415363697
FAKLUA_clean,1.347511921,2.960560354,9.194392015
FAKMAH_clean,1.149707947,2.387074282,8.482144953
FAKNIR_clean,8.124257458,8.584674012,10.14785913
FALBAX_manual,0.662551279,1.354135379,6.770002451
FALDAA_clean,5.913939617,6.393971296,7.379863449
FALRIV_clean,2.556594072,3.447078408,5.008942845
FALRIV01_clean,2.533369333,3.391296775,4.972956509
FALROB_clean,2.412414627,3.342405948,4.975036064
FALSAO_clean,2.480871445,3.354525431,4.86944434
FAMPUH_clean,17.67838456,18.59091614,21.14910849
FAMQAO_clean,17.91712663,18.80575451,21.43750415
FAMQES_clean,17.47861824,18.51341982,21.15658221
FANCIJ_clean,7.778358892,8.1401667,8.809184294
FANQER_clean,0.157388047,0.311880627,1.282301938
FAPXEC_clean,7.947899071,8.28817531,9.047960873
FAPXIG_clean,7.73473073,8.060085997,9.005465295
FAPXOM_clean,7.77862778,8.254603651,9.073299809
FAQGEL_clean,5.561681583,5.745040341,6.299573187
FAQGIP_clean,6.450117411,6.765440096,7.380423756
FAQLUH_clean,8.009678337,8.336666409,9.045497096
FARBIL_clean,4.114888679,4.338061804,5.3219883
FARFIO_clean,0.405131448,0.793371064,3.702807114
FARFOU_clean,0.434789423,0.856869978,3.835921395
FARFUA_clean,0.466153763,0.905756164,3.54049305
FARHIR_ion_b,0.595651554,0.972525881,2.002008295
FARHOX_ion_b,3.239277214,3.371042906,3.857471109
FASVIH_clean,2.506353983,3.119896516,4.622480043
FATKIV_clean,3.131926567,3.439644358,4.559375614
FATKUI_clean,3.586411102,3.663528343,3.897243958
FATLUJ_clean,2.20522146,3.297107107,5.258593638
FATQID_clean,19.7899753,20.59851571,22.26680491
FATVOM_clean,1.135102442,2.137659603,3.760771794
FAVDAK_clean,1.970639514,2.160953833,2.846133801
FAVDEO_clean,0.786649049,1.21369722,2.546876009
FAVDIS_clean,0.669178838,0.905042015,1.302417589
FAVFUG_clean,8.563524918,8.927383957,9.824071347
FAVKAP_clean,11.5071106,11.52678171,11.53981382
FAYPAY_clean,6.888404532,8.373589993,11.68322197
FAYPEC_clean,4.87388101,5.801263343,8.006041739
FAYPIG_clean,6.012438597,6.899246675,9.212174845
FAYPOM_clean,3.937986578,4.714442713,6.875201934
FAYQAZ_clean,5.105948861,5.941558685,8.055571556
FAYQED_clean,6.150669858,7.419107682,11.58343223
FAYQUT_clean,3.840599101,4.735067163,7.48494785
FAZFET_clean,5.811062284,5.995632065,6.383160511
FAZPED_clean,2.104969352,2.188919214,2.272727937
FEBPUY_clean,6.125823544,6.466584714,6.925764384
FEBXIV_clean,14.4785719,17.54409502,28.78667244
FECCIZ_clean,3.51562376,3.792487632,4.419287379
FECJUT_clean,7.962990568,8.636186774,10.19218073
FECKAA_clean,5.039896106,5.72421129,6.985531996
FECXES_clean,13.81244007,14.04023868,14.76259841
FECXUI_clean,10.14390396,10.40155391,11.29196321
FECYUJ_clean,9.838940857,10.34275969,11.60831204
FECZAQ_manual,9.986596459,10.76624695,12.74588167
FEFCUQ_clean,8.11811852,9.270019164,12.09291461
FEFDAX_clean,7.318453364,8.557143721,12.20020004
FEFDEB_manual,10.91328792,11.5270967,14.4108947
FEFZOF_clean,0.815588209,1.371490007,2.910128899
FEGNIQ_clean,5.762693341,6.107871971,6.747778972
FEHCIG_manual,0.928806385,1.675202285,4.683241221
FEJDII_clean,4.849179069,5.022831961,5.223262858
FEJDII01_clean,4.697686286,4.781297461,5.209407828
FENROG_clean,7.692329997,8.265840079,9.971269729
FEQSIF_clean,18.07322352,18.11888376,18.79904406
FERHAN_clean,10.540539,11.26713402,12.75232122
FESTUT_clean,3.074261644,3.215016451,3.63623748
FEVNOL_clean,2.519789067,2.579110232,2.698795694
FEVSAC_clean,2.27571375,2.359230982,2.713014791
FEWWEL_clean,6.602746481,7.969753105,11.60459475
FEWWIP_clean,7.083597232,8.478939803,11.4877405
FEWWOV_clean,3.19346596,4.587863754,7.591261322
FEWWUB_clean,3.675483165,4.417903912,6.996231773
FEWXIQ_clean,0.746595627,1.541619744,8.229859659
FEXCES_clean,10.36474439,10.77780867,11.53466076
FEYJID_clean,8.792630062,9.092008971,9.07505359
FEYJOJ_clean,15.02417806,15.58178326,16.34288924
FEZCIX_clean,0.066206137,0.132944495,0.707870705
FEZQEI_clean,0.137098804,0.252507877,0.803591701
FEZREJ_clean,8.18282562,8.597235641,9.37660012
FEZTIP_clean,6.344503389,6.981980805,8.483161197
FIBKEI_clean,17.06520997,17.58301171,18.70068584
FIDMIP_clean,0.072302036,0.133780517,0.486883967
FIFMIS_clean,4.931626099,4.937167467,4.939075957
FIFMIS01_clean,4.928369431,4.934482545,4.938919298
FIFMOY_clean,4.913364515,4.926050427,4.938340691
FIFNUE_clean,9.039130241,9.69864902,10.89043426
FIFNUE01_clean,8.763690946,9.472593814,10.8239757
FIFPAM_clean,8.006958737,8.278967507,9.529626952
FIFPAM01_clean,8.807228156,9.587211614,10.89369753
FIHFAF_clean,6.048614426,6.41929508,7.110172035
FIHHOV_clean,3.400085196,3.467632786,3.888973968
FIHHUB_SL,7.148358155,8.540091307,13.18733425
FIHRIZ_clean,6.39270687,7.217104279,8.711990149
FIJCUX01_clean,3.625931994,4.49182428,6.32989228
FIJDIM_clean,6.232100065,6.42442882,7.312799934
FIJDIM01_clean,6.283062916,6.504278604,7.425357808
FIJDIM02_clean,6.297945985,6.530434931,7.566765981
FIJDIM03_clean,6.3274106,6.567965964,7.597664939
FIJDIM04_clean,6.330672391,6.625989219,7.713070364
FIJDIM05_clean,6.383032952,6.666914488,7.781925867
FIJDIM06_clean,6.390014453,6.686171034,7.884768816
FIJDIM07_clean,6.391536153,6.732102413,7.887530419
FIJDIM08_clean,6.447736187,6.799894136,7.989966172
FIJDIM09_clean,6.470640586,6.82768629,8.035906004
FIJDIM10_clean,6.212771661,6.384801223,7.319103716
FIJDIM11_clean,6.287418077,6.48999717,7.480746268
FIJDIM12_clean,6.312213328,6.555448575,7.64687079
FIJDOS_clean,1.392299931,2.325884189,5.298090023
FIJFIO_clean,8.869012473,9.054988226,9.280608635
FIJFOU_clean,4.665714189,4.84998406,5.135102159
FIJXUR_clean,0.136266682,0.273488117,1.175410526
FIJYED_clean,1.920027028,2.148941618,2.564924127
FIJZEE_clean,1.458412957,2.015017847,2.800421039
FILYAC_clean,7.260831353,7.460219124,7.754807117
FILYEG_clean,7.777763323,8.51014613,9.614478042
FIMYUX_clean,9.833411287,9.886713738,10.04558823
FIMZAE_clean,8.059769289,8.111080694,8.1902739
FIPJAR_clean,6.928270998,7.074434875,7.204065545
FIPJEV_clean,5.419089942,5.767286813,6.120500564
FIPKOG_clean,8.222174485,8.913357038,9.529062618
FIPKOG01_clean,8.085651049,8.676684665,9.663436043
FIPKUM_clean,7.686695323,7.97955456,9.036969851
FIPWOS_clean,3.489817445,3.509424293,3.721022873
FIPXAF_clean,3.414133809,3.438401396,3.449560737
FIPXEJ_clean,2.836148563,3.047358711,3.534524942
FIQYOU_clean,2.280514744,2.284045358,2.284981565
FIQYUA_clean,2.224871295,2.226005642,2.233315183
FIQZAH_clean,2.140520119,2.144399397,2.14426835
FIRMUQ_clean,7.136704382,7.743263687,11.25842235
FIRNAX_clean,7.649524728,8.314197816,12.66444484
FIRNAX01_clean,7.677739355,8.484380507,13.16074455
FIRNIF_clean,7.650011103,8.382662424,12.87508179
FIRNOL_clean,16.12903029,16.64822692,17.54992913
FIRNUR_clean,7.724403324,8.318908425,12.46145514
FIRPAZ_clean,8.227114327,9.022808293,14.26044345
FIRZOX_clean,1.972960164,2.128303239,2.318815776
FISGOF_clean,17.35427289,20.18974111,28.50043133
FISXEM_clean,5.055921286,5.213814501,6.292405083
FITGEW_clean,6.593541826,6.72671899,7.200685559
FITHIA_clean,0.179567021,0.326204533,1.123514689
FIVNAZ_clean,4.379234028,4.782919041,5.853310594
FIVYUF_clean,1.182118083,1.356859935,1.578099045
FIWKUT_clean,10.65004871,10.77271602,11.16017652
FIYDOH_clean,1.962295837,2.420368166,2.948598878
FIZPOV_clean,15.45659146,15.931933,16.93392945
FOFCIO_clean,2.195021653,2.192122899,2.200019134
FOFCOU_clean,4.796191996,5.115576212,5.660979607
FOFTIF_clean,7.66569279,8.169042325,9.068993882
FOFTOL_clean,8.061979695,8.510022567,9.250158529
FOFTUR_clean,8.21862571,8.676880751,9.458711219
FOHCIP_clean,0.746166324,1.266656193,2.703089042
FOJKIA_clean,2.796059388,3.364255382,4.183782853
FOJLOH_clean,8.808838064,9.553866081,11.81633172
FOKWIN_clean,2.104796525,2.366803461,2.646243045
FOLLEZ_clean,2.280013261,2.281189682,2.283649579
FOMWOV_clean,7.652581293,8.635083849,10.34496104
FONKEA_clean,2.476854716,2.874340744,3.229047994
FONPUV_clean,0.629620658,0.95988968,1.783107767
FONQIJ_clean,5.077582527,5.340404619,5.618028564
FOPBAP_clean,1.007145972,1.168818844,1.498669795
FOPFAS_clean,14.85014545,16.02036455,19.67845114
FOPTOU_clean,4.368229195,4.618064821,5.166603266
FOQNIK_clean,6.700428979,6.872139689,7.138829457
FOQNOQ_clean,5.433702995,5.603541473,6.125081919
FOQNOQ01_clean,5.74222794,6.024473013,6.68559948
FOQNOQ02_clean,5.609442454,5.903347932,6.66480994
FOQNUW_clean,5.758400885,5.929363525,6.185323315
FOQNUW01_clean,6.008024007,6.153871439,6.226052975
FOQNUW02_clean,5.793284415,6.004828066,6.141350997
FOQPAE_clean,5.76108027,6.26979347,7.276822112
FOQPAE01_clean,6.438557819,6.614785636,7.018572676
FOQPAE02_clean,6.463495316,6.695949136,6.854040776
FORKUU_clean,16.15649007,16.62759848,18.12555669
FORPOS_clean,7.511834723,7.564435273,7.913812994
FORQEJ_clean,7.521438483,7.493277351,7.871095204
FORTIR_clean,5.002523083,5.403469455,6.897896912
FORTUD_clean,6.42223036,6.890874646,8.31808566
FOTNIN_clean,27.52583497,30.66438136,39.29019937
FOVPOX_clean,4.023829562,4.483716966,5.451128912
FUBDAI_clean,1.086443281,1.939521994,5.31493867
FUBDEM_clean,1.031370204,1.833210555,5.333440095
FUBDIQ_clean,1.120864201,1.983098829,5.270178176
FUBNOH_clean,0.807630201,1.343424423,2.263088315
FUDGES_clean,13.10623247,13.98840818,15.54397108
FUDHAP_clean,17.46288965,18.325051,19.74789786
FUDHET_clean,13.01908306,13.62156098,14.75535057
FUHJOJ_clean,4.042149865,4.201173078,4.781944011
FUHMOM_clean,8.630237841,8.670452576,9.752709176
FUHNED_clean,7.794332692,8.239790526,8.890517074
FUMJAA_clean,9.234623842,9.510270242,10.4170218
FUNBAS_clean,3.571124558,4.050300823,5.307948508
FUNCAT_clean,3.580350492,3.809623753,5.209355347
FUNCEX_clean,7.786165948,8.309535378,11.53458355
FUNFOL_clean,3.972518064,4.484911017,6.406225948
FUNLAD_clean,3.463074423,4.28969992,5.963063229
FUQJUX_clean,2.395454772,3.271342835,7.769769282
FURFOP_clean,3.664837293,3.926721342,4.501388506
FURSES_clean,2.563225127,2.603838672,2.681303766
FUSGOR_clean,2.668735152,2.752255501,3.048541306
FUSQUH_clean,3.905557136,4.371636516,5.371608539
FUTCAZ_clean,17.8303091,18.93720855,20.9094158
FUTDII_clean,8.756499858,9.576602314,11.32238535
FUTKEL_manual,2.75067809,3.233085452,4.484149168
FUTTIZ_clean,13.12818621,13.45485983,13.93192312
FUTYEA_clean,8.146162177,8.512962619,9.397494804
FUTYOK_clean,7.886097386,8.850415662,10.4975878
FUTYUQ_clean,11.08040278,11.51844064,12.83060659
FUTZAX_clean,10.76862506,11.39840796,12.48914149
FUTZEB_clean,8.237871843,8.644903602,9.925941647
FUTZIF_clean,7.434175687,7.819925916,8.656449684
FUTZOL_clean,13.54946047,13.90811354,14.90735047
FUVBAB_clean,8.192261317,9.08987841,11.20209865
FUVBOP_clean,11.96489742,12.40987791,13.91932816
FUVDEH_clean,2.310992807,2.333926783,2.437475882
FUVDEH01_clean,2.298534198,2.312506709,2.388447473
FUVDEH02_clean,2.288882107,2.293556465,2.326298979
FUVDEH03_clean,2.288450839,2.292392932,2.321585955
FUVDEH04_clean,2.294668841,2.307535519,2.372628538
FUVDEH05_clean,1.481837502,2.076183706,2.264361487
FUVDEH06_clean,0.039594875,0.088478162,0.900406281
FUVDEH07_clean,0.034382265,0.072273698,0.393126222
FUVDEH08_clean,0.02171634,0.042128262,0.227071111
FUVDEH09_clean,2.303141932,2.31962056,2.408301893
FUVDEH10_clean,2.301215797,2.31475109,2.39566126
FUVDEH11_clean,2.299632297,2.315571988,2.396222206
FUVDEH12_clean,2.29195631,2.300215254,2.346775021
FUVDEH13_clean,2.30755277,2.326886099,2.423677068
FUVFUZ_clean,0.023350915,0.046427881,0.24015935
FUVGAG_clean,0.021002354,0.046203557,0.226213314
FUVGAG01_clean,0.02092741,0.040985883,0.201019199
FUVGAG02_clean,0.021639878,0.042797688,0.203883248
FUWFIO_clean,0.693293256,1.419637546,5.554772068
FUWFUA_clean,2.493946969,3.559444802,7.185558257
FUWQIZ_clean,14.66450478,15.58120436,17.59527765
FUWXOL_SL,3.24943342,3.588515868,4.196977327
FUWYAY_clean,3.257265867,3.257265867,3.257265867
FUXXIH_clean,10.49803688,10.98977567,11.90806345
FUYCAE_clean,10.42705247,12.03707734,15.50707864
FUYCEJ_clean,14.1855575,15.02594148,16.86887306
FUYCIN_clean,21.79177895,25.18785538,34.31568213
FUYKER_clean,3.953528473,4.225379353,4.970291337
FUZPUN_clean,4.852732442,5.41824367,5.943036195
GABYUG_clean,5.145373955,5.649042827,6.66855304
GACBIY_clean,12.97775756,14.0189622,15.92023068
GACBOE_clean,9.938700667,10.60838956,11.9460124
GACPUX_clean,7.889994217,8.352722122,9.816218515
GACQAE_clean,8.647575305,9.455511756,12.37991616
GACVIS_clean,10.54793694,11.40522223,12.61420055
GACYER_clean,12.67723352,13.28125288,16.17157001
GADNUX_clean,14.48728384,15.23226472,16.47311597
GADRAH_clean,8.248845041,8.834008674,9.724936939
GAFROX_clean,16.76434834,17.33417581,18.46537036
GAFRUD_clean,17.22810733,17.88336806,18.93476126
GAGQAI_clean,1.07365373,1.861260724,5.314962817
GAGSUF_clean,4.02049008,4.731664084,6.124582167
GAGZEV_clean,16.51642361,19.4728441,28.6665057
GAHWIX_clean,14.30658753,16.13928401,21.8810228
GAJYUN_clean,3.129003401,3.246756575,3.639434861
GALCAZ_clean,0.77515074,1.359417925,3.399942585
GAMFEI_clean,4.055092686,5.000815911,6.482851838
GAMXAV_clean,9.808713945,10.36101235,12.01184869
GANBAZ_clean,8.245197086,8.722529486,9.426471869
GANBAZ01_clean,8.293554158,8.714530201,9.388444417
GANBAZ02_clean,4.76035529,6.857310818,9.668246175
GANBED_clean,2.209232885,4.13988348,9.214987059
GANBED02_clean,2.078393713,3.906813251,8.956853486
GANBIH_clean,1.284249362,1.916079612,4.369004203
GAQYIH_clean,0.137496268,0.277542698,1.518348607
GARQAU_clean,3.600056027,4.061858017,5.059959501
GASSEB_clean,4.66120902,5.435985236,7.825996983
GASSUR_clean,7.254738594,7.473462345,8.160353878
GASTIG_clean,4.63936293,5.076877793,5.722059089
GATQIE_clean,14.77624855,15.77113149,18.11272733
GATQOK_clean,10.76133714,11.38229779,12.27442687
GAVYAG_clean,3.413603108,3.72897085,4.390045543
GAWCUF_clean,4.731600386,4.977800427,5.23877734
GAWMOJ_clean,11.38715533,12.51544768,15.11861977
GAXDIS10_clean,0.193288721,0.383547909,1.755840107
GAXKOH_clean,5.336541255,6.24528878,8.924176885
GAXQIH_clean,2.411839672,2.650331535,3.337630256
GAYFUJ_clean,1.617983198,2.802593456,5.804914434
GAYGAQ_clean_h,2.366176726,3.078246897,4.269326672
GAYPED_clean,12.59816029,13.14028443,14.63831425
GAYTEH_ion_b,3.486309968,3.54435965,3.662571247
GEBCAT_clean,2.552788056,2.783855075,3.289962194
GEDDAW_clean,13.14865884,13.63499711,14.55397348
GEDDEA_clean,7.044310232,7.2277784,7.8394194
GEDPAH_clean,0.601018896,0.819911244,2.402385898
GEFYUN_clean,7.608969513,7.976229853,8.508454527
GEFZAU_clean,7.434254359,7.773104727,8.377845321
GEGDED_clean,13.59828997,13.81171302,14.47871559
GEGGEG01_clean,3.914474799,3.989156793,4.717601327
GEGGIK_clean,3.878739298,4.15128727,4.66616708
GEGGIK01_clean,3.660686631,3.842637516,4.296002314
GEGGUW_clean,3.746463606,3.866329025,4.50101157
GEGHAD_clean,3.677604419,3.847899176,4.521015651
GERNOI_clean,2.254529488,2.603756252,3.880240672
GERWEH_clean,15.43170099,15.62836359,15.999225
GESDUF_clean,4.980924919,5.840141367,6.943772061
GESFAN_clean,4.94612247,5.566815464,6.752527467
GEWXAJ_clean,1.340831342,1.712521599,2.013237503
GEZRAG_clean,6.883676381,7.227667383,7.795178365
GEZYOB_clean,4.167791832,4.934861319,6.37448766
GEZYUH_clean,6.455874799,6.60591398,6.9929091
GIFKEL_clean,1.337719027,2.01768349,3.4802664
GIJXAA_clean,6.545735918,7.420610082,8.96125879
GIKQIC_clean,4.338033446,4.404319953,4.461590793
GIMSIG_clean,0.243483507,0.449827657,1.30785071
GINLIA_clean,10.61227495,11.27487704,12.62533415
GINNUO_clean,3.083414046,3.132145033,3.402846926
GIRDUI_clean,1.872190401,2.259088398,2.667564068
GIRXUC_clean,17.96567784,18.22105292,19.56941968
GIRYAJ_clean,13.0217493,13.25497304,13.78559692
GIRYEN_clean,1.973500706,1.960871043,1.973556239
GIRYUD_clean,1.971909786,1.973876068,1.974509557
GIRZAK_clean,1.976126025,1.978191487,1.977785722
GISMAY_clean,5.167894471,5.787482832,6.775723214
GISNED_clean,20.40476568,21.60163854,27.55506648
GISZUD_clean,0.213180248,0.431151574,2.193633676
GISZUF_clean,5.346104156,5.52502262,6.040659823
GITPIK_clean,6.507280998,6.635217381,6.937496583
GITSUY_clean,0.738459763,1.574816663,6.784226355
GITTUZ_clean,3.516939643,3.853067955,4.72135663
GITVAH_clean,3.220528469,3.318975034,3.799781037
GITVAH01_clean,3.107306949,3.388219462,3.957997918
GITVEL_clean,3.017964676,3.835708631,6.516646071
GITVEL01_clean,3.08284414,3.848909702,6.486564846
GITWIQ_clean,2.196764185,2.332129931,2.797465692
GIVHIC_clean,2.958185502,4.081055592,5.892591437
GIXGOK_clean,8.381800051,8.52363848,8.772737002
GIXNAE_clean,6.152240041,6.926851808,10.07072457
GIYSUD_clean,8.010749736,8.63955485,9.881658109
GIYTAK_clean,7.53428988,8.06969815,9.682012477
GIYTIS_SL,7.291955938,8.018731606,9.584540389
GIZXET_clean,8.496362944,8.566064116,8.972866962
GOBGAG_clean,8.280890044,8.366775969,8.653776746
GOBSUM_clean,5.276076544,5.45005064,6.226635953
GOBTAT_clean,9.206691725,10.38422972,12.46475371
GOGSIF_clean,3.941849452,4.587578539,7.024520495
GOGWAB_clean,9.187278074,9.477246738,9.957439112
GOGWEF_clean,10.13438177,10.71423295,11.58729871
GOKBUE_clean,5.281911155,5.332381605,5.436450913
GOMREG_clean,2.86437488,3.112848284,3.645447919
GONNAA_clean,6.234952478,7.880481168,11.07621104
GONSUZ_clean,3.239246365,3.472517377,4.462207776
GOPTIQ_clean,1.449471248,2.595012881,6.896082908
GOQSIQ_clean,1.409985246,2.180369536,4.769052267
GOQWOY_clean,15.09777483,15.8918489,18.68502206
GOQXAN_clean,0.147111353,0.29295892,1.434774568
GORJEE_clean,7.612072224,7.804774267,8.134421103
GORQAF_clean,0.120430736,0.237162511,1.230499246
GOSBOH_clean,0.350417503,0.731795443,4.277947814
GOSDEZ_clean,9.807842356,10.31873363,11.36261442
GOSDID_clean,7.263908968,7.710443304,8.455704604
GOSKEG_clean,6.942756032,7.4834087,9.002042092
GOTDIE_clean,0.402341818,0.46040256,0.577216048
GOVHOQ_clean,0.680917342,0.807516263,0.879359605
GOVWOF_clean,13.3198441,13.64390916,14.81472394
GOVXIA_clean,2.096316419,2.213116646,2.723216494
GOZNAM_clean,0.786926588,1.447914904,4.863927354
GOZNEQ_clean,0.84850848,1.58946795,5.568201257
GUANZS_clean,14.15424797,14.28313088,14.19614921
GUBBAG_clean,0.129650242,0.26153833,1.250481702
GUBKUL_clean,5.193068973,5.676503297,6.246634766
GUBVUU_clean,3.356149698,3.892363223,6.609576846
GUBZAF_clean,0.488976208,0.975513259,4.409849421
GUCHUJ_clean,2.982568414,3.04440023,3.427905448
GUCJAQ_clean,4.333279956,4.596829792,4.975794554
GUFBOA_clean,3.042250849,3.263570175,3.733422933
GUFBUG_clean,6.9240056,7.294387066,7.564775596
GUFXEM_clean,4.443176635,5.085263292,6.746484421
GUGNON_clean,10.47793987,10.64873054,11.02565434
GUHMIH_clean,11.49913286,12.99224772,18.96734184
GUJREK_clean,5.88880179,6.078254913,6.49865039
GUJREK01_clean,5.956171757,6.136369472,6.587055375
GUKFEY_clean,2.512966182,4.10232933,7.487724986
GUKYUI_clean,2.657332458,2.634873529,2.679668574
GULBAR_clean,3.243494322,3.290731128,3.375758818
GULCAS_clean,4.344405591,4.505820461,4.624167458
