Adsorbent,CO2_10C_0.5bar,CO2_10C_1bar,CO2_10C_5bar
DUWROE_clean,4.802531638,5.150432581,5.031825286
DUWRUK_clean,5.328675351,5.339040585,5.392625294
DUWSAR_clean,14.03054447,14.38151807,-2022.0
DUXMAL_clean,4.398579694,4.766913703,5.440336122
DUYJIS_clean,3.377675061,4.618966803,-2022.0
DUYRIZ_clean,2.013157051,2.1542288,-2022.0
DUYVEA_clean,2.226774103,2.446666931,3.128910626
DUZKAM_clean,7.619506992,7.605051128,7.851792631
DUZKEQ_clean,7.76843022,8.1040502,8.839872549
DUZPUL_clean,15.42600535,15.62721297,-2022.0
DUZWOM_clean,3.934037317,4.253193434,5.289267712
EBAMUS_clean,-2022.0,-2022.0,-2022.0
EBATUY_clean,4.450985169,4.73992048,5.373243292
EBATUZ_clean,16.30505993,17.49271389,-2022.0
EBAVAH_auto,16.75351205,18.06805071,-2022.0
EBAVIP_clean,5.257573852,5.430843494,-2022.0
EBAVOV_clean,5.390818122,5.603847859,-2022.0
EBAVUB_clean,5.248020742,5.331680681,-2022.0
EBELUU_clean,5.870431024,6.232879417,-2022.0
EBEMEE_clean,2.177440219,2.193195149,-2022.0
EBEMII_clean,2.276782469,2.355548309,-2022.0
EBIHII_clean,8.038597407,8.32014048,-2022.0
EBIJAC_clean,2.756946996,3.102758561,-2022.0
EBIMEJ_clean,6.320518544,6.327098823,-2022.0
EBIPOX_clean,11.60861571,12.3834212,-2022.0
EBIZUN_clean,17.39821143,17.66996805,-2022.0
EBOBIJ_clean,7.568107156,7.907535276,-2022.0
EBOCOQ_clean,3.80524876,4.403943677,-2022.0
EBOXEA_clean,1.624999572,1.848523387,-2022.0
EBUQEX_clean,9.417332369,9.971072352,-2022.0
EBUQIB_clean,6.795564644,7.024198621,-2022.0
EBUREA_clean,4.322863501,4.900621713,-2022.0
ECAFOG_clean,2.292681905,2.87273357,-2022.0
ECAHAT_clean,1.359844491,1.557297634,-2022.0
ECAHEX_clean,0.025451918,0.05260469,-2022.0
ECAHOH_clean,0.023231858,0.043552572,-2022.0
ECASAD_clean,1.225041985,1.507407048,-2022.0
ECEDEY_clean,5.322900399,5.791096856,-2022.0
ECEZAO_clean,3.625058721,3.655433478,-2022.0
ECEZAO01_clean,3.645457113,3.645947424,-2022.0
ECIWIW_clean,1.526259828,1.701061759,-2022.0
ECIWOC_clean,2.412008479,2.552651048,-2022.0
ECODEG_clean,5.4357041,5.508116769,-2022.0
ECODIK_clean,6.523676207,6.950920335,-2022.0
ECOGEI_clean,2.67237541,3.740646288,-2022.0
ECOKAJ_clean,14.70168288,17.56157729,-2022.0
ECOLEP_clean,0.273737463,0.555896043,-2022.0
EDADIX_clean,4.605699823,4.765831314,-2022.0
EDAFUM_clean,2.237613269,2.236987047,-2022.0
EDAGAT_clean,2.230757465,2.234250631,-2022.0
EDAGEX_clean,2.236339071,2.237387953,-2022.0
EDAPIK_clean_h,9.179327656,10.0388281,-2022.0
EDATOT_clean,27.81806657,28.51226857,-2022.0
EDAVOV_clean,0.032087703,0.059867426,-2022.0
EDOMAM_clean,7.982361167,8.872758622,-2022.0
EDUSIF_clean,25.96878146,28.29272153,-2022.0
EDUSOL_clean,2.641152214,2.813681478,-2022.0
EDUSUR_clean,15.482229,-2022.0,-2022.0
EDUTIG_clean,12.92414242,-2022.0,-2022.0
EDUVAA_clean,14.10631967,14.82270302,-2022.0
EDUVEE_clean,11.08406198,11.85426776,-2022.0
EDUVOO_clean,19.3518252,22.1911447,-2022.0
EDUWAB_clean,23.46388873,26.35130478,-2022.0
EFAYEQ_clean_h,12.23673254,14.44146607,-2022.0
EFAYIU_clean,12.80488106,15.3171754,-2022.0
EFEGOM_clean,6.391972871,6.790378907,-2022.0
EFESEP_clean,7.828756793,8.739867172,-2022.0
EFESOZ_clean,7.816963255,8.733081775,-2022.0
EFIMOV_clean,0.448516901,0.854655862,-2022.0
EFOSUO_clean,0.152054472,0.309620491,-2022.0
EFOTAV_clean,0.146473364,0.299394017,-2022.0
EFOTEZ_clean,0.094962249,0.190602263,-2022.0
EGABAR_clean,1.088862443,1.170974666,-2022.0
EGATAI_clean,14.65821297,14.66802384,-2022.0
EGATEM_clean,9.804548276,10.47972472,-2022.0
EGATIQ_clean,9.37664554,10.10833769,-2022.0
EGATOW_clean,9.702456614,10.25021708,-2022.0
EGEJIK_manual,11.82507104,12.93302375,-2022.0
EGEJOQ_clean,6.294023438,6.434329961,-2022.0
EGEJUW_clean,8.044871323,8.422571888,-2022.0
EGELUY_SL,0.609872979,1.275026777,-2022.0
EGELUY01_manual,0.57493454,1.226605505,-2022.0
EGIFUV_clean,0.525993613,0.936741587,-2022.0
EGOXII_clean,3.168976997,3.534887748,-2022.0
EGOZAB_clean,6.262412476,6.876570122,-2022.0
EHALOP_manual,0.539970072,1.123291839,-2022.0
EHIPOC_clean,0.181979014,0.345430956,-2022.0
EHUSUX_clean,12.77203592,13.55442489,-2022.0
EHUTAE_clean,11.58895338,12.24382487,-2022.0
EJATIS_clean,1.449111891,1.447550673,-2022.0
EJAXIW_clean,8.619444828,8.616769132,-2022.0
EJONOH_clean,5.478834145,5.52180639,-2022.0
EJOQOL_clean,5.433944667,5.632205144,-2022.0
EJOQUR_clean,13.75719725,14.35091825,-2022.0
EJORAY_clean,7.499593354,7.941118883,-2022.0
EJOZOU_clean,2.61779408,2.679706124,-2022.0
EKADIF_clean,3.376380725,5.250984506,-2022.0
EKEKIQ_clean,5.019829912,5.660303716,-2022.0
EKEKOW_clean,6.138462914,6.623141546,-2022.0
EKOKIA_clean,0.925908934,1.365970184,-2022.0
EKOPEA_clean,7.183480268,7.848503177,-2022.0
EKOPIE_clean,9.367709636,9.816993899,-2022.0
EKOPOK_clean,5.841294282,5.844218508,-2022.0
EKOPUQ_clean,5.765253813,5.844915151,-2022.0
EKUPEG_clean,10.55391663,-2022.0,-2022.0
ELELEN_clean,0.954827583,1.7722234,-2022.0
ELEREU_clean,7.87132071,8.852202369,-2022.0
ELERIY_clean,14.14974557,14.99216041,-2022.0
ELEROE_clean,9.466258597,9.968712758,-2022.0
ELIJOZ_clean,2.315508505,2.358691552,-2022.0
ELILER_clean,2.436021783,2.715921582,-2022.0
ELOGUJ_clean,2.793393579,2.914967563,-2022.0
ELOHOE_clean,4.982758876,5.239790824,-2022.0
ELOZEK_clean,0.002673712,0.005067609,-2022.0
EMAGAB_clean,0.286077619,0.55475219,-2022.0
EMAMOW_clean,3.019253328,3.40543621,-2022.0
EMAMUC_clean,2.699892157,2.825971458,-2022.0
EMAPAK_clean,0.514266125,1.05038154,-2022.0
EMIYUW_clean,19.09887276,20.20594798,-2022.0
EMIZAD_clean,17.36825495,19.93734184,-2022.0
EMOHIZ_clean,3.942091802,4.215191246,-2022.0
EMUBIZ_clean,6.557656012,7.290139861,-2022.0
EMUBOF_clean,10.33433925,10.53431057,-2022.0
ENAFAB_clean,4.582077773,4.609444292,-2022.0
ENANIS_clean,2.592958485,2.800438169,-2022.0
ENCDBZ_clean,1.780676612,3.033552532,-2022.0
ENCDBZ01_clean,1.362452369,2.498974074,-2022.0
ENCNBZ01_clean,3.063799298,4.255160182,-2022.0
ENEQUL_clean,2.089542875,2.440772991,-2022.0
ENESOH_clean,8.998590301,10.81669254,-2022.0
ENESUN_clean,8.686113952,10.55673051,-2022.0
ENIHUG_clean,18.01242366,-2022.0,-2022.0
ENIHUG01_clean,17.77761285,-2022.0,-2022.0
ENISOK_clean,11.43804453,11.59455062,-2022.0
ENISUQ_clean,13.40835279,13.76398677,-2022.0
ENITAX_clean,26.30494799,28.21959429,-2022.0
ENITEB_clean,16.4138982,16.76674845,-2022.0
ENITIF_clean,12.11274371,12.13324318,-2022.0
ENITOL_clean,11.04176715,11.39553236,-2022.0
ENIXUV_clean,4.742190848,5.342212036,-2022.0
EPECEJ_clean,11.21947244,11.72931312,-2022.0
EPECOT_clean,4.322313908,4.509059058,-2022.0
EPEWAY_clean,3.159739097,3.347592684,-2022.0
EPEWEC_clean,3.171124809,3.374643439,-2022.0
EPEXUU_clean,6.318234575,6.66596876,-2022.0
EPEYAB_clean,5.82173966,5.952712162,-2022.0
EPISOM_clean,14.33089107,14.74101178,-2022.0
EPONAA_clean,0.108705297,0.217514311,-2022.0
EPONEE_clean,0.108212037,0.218725149,-2022.0
EPOPEG_clean,1.602518794,2.996457379,-2022.0
EPOTAF_clean,18.56730296,19.77828616,-2022.0
EQERAU_clean,13.61767567,14.46747604,-2022.0
EQEREY_clean,3.113373996,4.35780643,-2022.0
EQERIC_clean,3.913423724,4.848881437,-2022.0
EQETAX_clean,6.871003577,8.295177089,-2022.0
EQOXIT_clean,3.584594193,4.071481803,-2022.0
ERALEQ_clean,12.45758245,-2022.0,-2022.0
ERALIU_clean,11.63185009,-2022.0,-2022.0
ERALUG_clean,6.751945577,7.088664802,-2022.0
ERAMAN_clean,12.4782476,-2022.0,-2022.0
ERAMER_clean,12.5698469,13.40921942,-2022.0
ERAMOB_clean,10.21440895,10.7125077,-2022.0
ERAMUH_clean,13.04522243,-2022.0,-2022.0
ERANAO_clean,1.192962585,1.212049986,-2022.0
ERANES_clean,13.66476636,-2022.0,-2022.0
EREFEN01_SL,6.160614759,6.44495644,-2022.0
EREGOY_clean,12.09272521,12.66889377,-2022.0
ERIRIG_auto,14.35979674,18.19595111,-2022.0
ERIWAF_clean,16.3544873,-2022.0,-2022.0
ERULEK_clean,6.116845646,7.056942844,-2022.0
ERUNOW_clean,5.592463782,6.874487729,-2022.0
ERUNUC_clean,6.538910461,-2022.0,-2022.0
ESANET_clean,2.120170376,2.414744126,-2022.0
ESARIB_clean,1.84437546,1.847024164,-2022.0
ESAROH_clean,2.740675792,2.869267089,-2022.0
ESARUN_clean,4.307858749,4.802485427,-2022.0
ESASAU_clean,2.61240148,2.676540143,-2022.0
ESASEY_clean,3.532763342,3.716836432,-2022.0
ESEBOV_clean,21.64468441,23.86677252,-2022.0
ESEDIQ_clean,15.1748606,-2022.0,-2022.0
ESEHIV_clean,4.737167967,5.040220118,-2022.0
ESEQUO_clean,6.793097613,7.129422795,-2022.0
ESEVIH_clean,3.096065027,3.887150184,-2022.0
ESIFET_clean,0.50445154,0.786013339,-2022.0
ESIGES_clean,3.907459015,4.309020237,-2022.0
ESIGES01_clean,4.320181609,-2022.0,-2022.0
ESIGES02_clean,3.949125356,-2022.0,-2022.0
ESURER_clean,4.81633578,5.256813251,-2022.0
ESURER01_clean,4.964824814,5.350736841,-2022.0
ESURER02_clean,4.943680769,5.321514287,-2022.0
ESURER03_clean,4.982895611,-2022.0,-2022.0
ESURER04_clean,3.980664007,-2022.0,-2022.0
ESUSAO_clean,3.637348825,3.99122083,-2022.0
ESUSAO01_clean,3.614487723,3.986895616,-2022.0
ESUSIW_clean,4.051055565,-2022.0,-2022.0
ESUSOC_clean,3.348071898,4.214632909,-2022.0
ESUSOC01_clean,2.834589066,3.601128196,-2022.0
ESUSOC02_clean,2.970390371,-2022.0,-2022.0
ESUTAP_clean,2.860462836,-2022.0,-2022.0
ESUTIX_clean,2.919957331,-2022.0,-2022.0
ESUVAR_clean,3.838697101,-2022.0,-2022.0
ESUVAR01_clean,3.639450636,-2022.0,-2022.0
ESUVOF_clean,4.735865951,-2022.0,-2022.0
ETAXUT_clean,10.76662141,-2022.0,-2022.0
ETEKEU_clean,10.17596743,-2022.0,-2022.0
ETEPID_clean,-2022.0,-2022.0,-2022.0
ETESIG_clean,5.04635867,-2022.0,-2022.0
ETEXEI_clean,8.025371769,-2022.0,-2022.0
ETEXEI01_clean,7.923050871,-2022.0,-2022.0
ETIPII_clean,5.745053844,-2022.0,-2022.0
ETIXAI_clean,3.860888805,-2022.0,-2022.0
ETIXIQ_clean,3.373876568,-2022.0,-2022.0
ETIXOW_clean,3.961862378,-2022.0,-2022.0
ETIYEN_clean,4.727302159,-2022.0,-2022.0
ETUXEW_clean,4.435783806,-2022.0,-2022.0
EVADEK_clean,3.101459778,-2022.0,-2022.0
EVAKIV_clean,1.753345706,-2022.0,-2022.0
EVEGIV_clean,3.115899983,-2022.0,-2022.0
EVEGOB_clean,4.04918396,-2022.0,-2022.0
EVEGUH_clean,4.353775434,-2022.0,-2022.0
EVIMUT_clean,10.42954093,-2022.0,-2022.0
EVOTIT_SL,4.248474741,-2022.0,-2022.0
EVUDAA_clean,7.208268082,-2022.0,-2022.0
EVURAP_clean,2.199371877,-2022.0,-2022.0
EWECOY_clean,7.547642343,-2022.0,-2022.0
EWESAC_clean,1.107057512,-2022.0,-2022.0
EWIPIL_clean,11.07610666,-2022.0,-2022.0
EWUCOP_clean,9.157582809,-2022.0,-2022.0
EWUGEK_clean,0.812654847,-2022.0,-2022.0
EWUKAK_clean,10.14803584,-2022.0,-2022.0
EWUKEO_clean,13.84463814,-2022.0,-2022.0
EWUKIS_clean,12.93875315,-2022.0,-2022.0
EWUSUL_clean,1.287928919,-2022.0,-2022.0
EWUTEW_clean,1.319726857,-2022.0,-2022.0
EXALAR_clean,0.748551965,-2022.0,-2022.0
EXAPEA_clean,0.939877799,-2022.0,-2022.0
EXAXAE_clean,7.934186397,-2022.0,-2022.0
EXAXAE01_clean,7.544459738,-2022.0,-2022.0
EXEMUR_clean,1.638284891,-2022.0,-2022.0
EXEQAA_clean,8.423157915,-2022.0,-2022.0
EXEQII_SL,8.50815698,-2022.0,-2022.0
EXEWIO_clean,3.615811474,-2022.0,-2022.0
EXEXAH_clean,0.577729786,-2022.0,-2022.0
EXIDOF_clean,9.860622211,-2022.0,-2022.0
EXOTOB_clean,7.062983894,-2022.0,-2022.0
EXOTUH_SL,10.6748681,-2022.0,-2022.0
EXOZIB_clean,12.34703531,-2022.0,-2022.0
EXUHEM_clean,3.361876349,-2022.0,-2022.0
EXUHUC_clean,4.919394191,-2022.0,-2022.0
EYINOR_clean,12.24828858,-2022.0,-2022.0
EYOCOM_clean,12.32384263,-2022.0,-2022.0
EYULOA_clean,3.107620051,-2022.0,-2022.0
EYUWAW_clean_h,8.559105955,-2022.0,-2022.0
EZABEN_clean,3.538226587,-2022.0,-2022.0
EZEQEH_clean,3.539588636,-2022.0,-2022.0
EZEQIL_clean,3.594228686,-2022.0,-2022.0
EZEQOR_clean,3.931211303,-2022.0,-2022.0
EZEQUX_clean,3.819744716,-2022.0,-2022.0
EZESAF_clean,2.055071139,-2022.0,-2022.0
EZIMEG_clean,10.98786638,-2022.0,-2022.0
EZIMIK_clean,10.67722272,-2022.0,-2022.0
EZITUE_clean,1.884859131,-2022.0,-2022.0
EZIVAM_clean,1.762601064,-2022.0,-2022.0
EZOBUR_clean,2.155552745,-2022.0,-2022.0
EZOBUR01_clean,1.796180663,-2022.0,-2022.0
EZOBUR02_clean,1.61410434,-2022.0,-2022.0
EZOFEF_clean,11.0257458,-2022.0,-2022.0
EZOFUV_clean,9.41279485,-2022.0,-2022.0
EZUCIM_clean,6.903230363,-2022.0,-2022.0
EZULAO_clean,5.024837188,-2022.0,-2022.0
FABCUI_clean,0.850031478,-2022.0,-2022.0
FAFDEX_clean,1.001721583,-2022.0,-2022.0
FAFQEJ01_clean,7.264725988,-2022.0,-2022.0
FAGQAI_clean,13.93251149,-2022.0,-2022.0
FAGREM_clean,1.968378172,-2022.0,-2022.0
FAGXIX_clean,4.484870437,-2022.0,-2022.0
FAHGAY_clean,19.04452606,-2022.0,-2022.0
FAHPOV_clean,-2022.0,-2022.0,-2022.0
FAHQIR_clean,2.98278928,-2022.0,-2022.0
FAJYAS_clean,10.45355725,-2022.0,-2022.0
FAKHIK_clean,-2022.0,-2022.0,-2022.0
FAKLIO_clean,1.256203649,-2022.0,-2022.0
FAKLOU_clean,1.153139665,-2022.0,-2022.0
FAKLUA_clean,1.901991559,-2022.0,-2022.0
FAKMAH_clean,1.527902488,-2022.0,-2022.0
FAKNIR_clean,8.513086757,-2022.0,-2022.0
FALBAX_manual,0.834511798,-2022.0,-2022.0
FALDAA_clean,6.277194267,-2022.0,-2022.0
FALRIV_clean,3.068044531,-2022.0,-2022.0
FALRIV01_clean,3.06271035,-2022.0,-2022.0
FALROB_clean,2.976203595,-2022.0,-2022.0
FALSAO_clean,3.013244648,-2022.0,-2022.0
FAMPUH_clean,18.23937655,-2022.0,-2022.0
FAMQAO_clean,18.64361364,-2022.0,-2022.0
FAMQES_clean,18.09587549,-2022.0,-2022.0
FANCIJ_clean,8.124899851,-2022.0,-2022.0
FANQER_clean,0.20830742,-2022.0,-2022.0
FAPXEC_clean,8.31637237,-2022.0,-2022.0
FAPXIG_clean,8.102022407,-2022.0,-2022.0
FAPXOM_clean,8.18737363,-2022.0,-2022.0
FAQGEL_clean,5.736754143,-2022.0,-2022.0
FAQGIP_clean,6.71379219,-2022.0,-2022.0
FAQLUH_clean,8.310901568,-2022.0,-2022.0
FARBIL_clean,4.22603865,-2022.0,-2022.0
FARFIO_clean,0.516159751,-2022.0,-2022.0
FARFOU_clean,0.560831371,-2022.0,-2022.0
FARFUA_clean,0.594269419,-2022.0,-2022.0
FARHIR_ion_b,0.868259729,-2022.0,-2022.0
FARHOX_ion_b,-2022.0,-2022.0,-2022.0
FASVIH_clean,2.899381684,-2022.0,-2022.0
FATKIV_clean,3.296301695,-2022.0,-2022.0
FATKUI_clean,3.611305884,-2022.0,-2022.0
FATLUJ_clean,2.959884914,-2022.0,-2022.0
FATQID_clean,20.11054628,-2022.0,-2022.0
FATVOM_clean,1.879605628,-2022.0,-2022.0
FAVDAK_clean,2.093864122,-2022.0,-2022.0
FAVDEO_clean,0.967406509,-2022.0,-2022.0
FAVDIS_clean,0.805227818,-2022.0,-2022.0
FAVFUG_clean,-2022.0,-2022.0,-2022.0
FAVKAP_clean,11.50417329,-2022.0,-2022.0
FAYPAY_clean,7.862234663,-2022.0,-2022.0
FAYPEC_clean,5.588349951,-2022.0,-2022.0
FAYPIG_clean,6.583495963,-2022.0,-2022.0
FAYPOM_clean,4.45680976,-2022.0,-2022.0
FAYQAZ_clean,5.765663381,-2022.0,-2022.0
FAYQED_clean,-2022.0,-2022.0,-2022.0
FAYQUT_clean,-2022.0,-2022.0,-2022.0
FAZFET_clean,-2022.0,-2022.0,-2022.0
FAZPED_clean,2.19112795,-2022.0,-2022.0
FEBPUY_clean,-2022.0,-2022.0,-2022.0
FEBXIV_clean,15.7685305,-2022.0,-2022.0
FECCIZ_clean,3.757085758,-2022.0,-2022.0
FECJUT_clean,-2022.0,-2022.0,-2022.0
FECKAA_clean,-2022.0,-2022.0,-2022.0
FECXES_clean,-2022.0,-2022.0,-2022.0
FECXUI_clean,-2022.0,-2022.0,-2022.0
FECYUJ_clean,-2022.0,-2022.0,-2022.0
FECZAQ_manual,-2022.0,-2022.0,-2022.0
FEFCUQ_clean,8.804549974,-2022.0,-2022.0
FEFDAX_clean,8.086106837,-2022.0,-2022.0
FEFDEB_manual,11.2521329,-2022.0,-2022.0
FEFZOF_clean,1.069267465,-2022.0,-2022.0
FEGNIQ_clean,-2022.0,-2022.0,-2022.0
FEHCIG_manual,1.344930421,-2022.0,-2022.0
FEJDII_clean,-2022.0,-2022.0,-2022.0
FEJDII01_clean,-2022.0,-2022.0,-2022.0
FENROG_clean,-2022.0,-2022.0,-2022.0
FEQSIF_clean,-2022.0,-2022.0,-2022.0
FERHAN_clean,-2022.0,-2022.0,-2022.0
FESTUT_clean,-2022.0,-2022.0,-2022.0
FEVNOL_clean,-2022.0,-2022.0,-2022.0
FEVSAC_clean,-2022.0,-2022.0,-2022.0
FEWWEL_clean,-2022.0,-2022.0,-2022.0
FEWWIP_clean,-2022.0,-2022.0,-2022.0
FEWWOV_clean,-2022.0,-2022.0,-2022.0
FEWWUB_clean,-2022.0,-2022.0,-2022.0
FEWXIQ_clean,0.946184559,-2022.0,-2022.0
FEXCES_clean,-2022.0,-2022.0,-2022.0
FEYJID_clean,-2022.0,-2022.0,-2022.0
FEYJOJ_clean,-2022.0,-2022.0,-2022.0
FEZCIX_clean,-2022.0,-2022.0,-2022.0
FEZQEI_clean,-2022.0,-2022.0,-2022.0
FEZREJ_clean,-2022.0,-2022.0,-2022.0
FEZTIP_clean,-2022.0,-2022.0,-2022.0
FIBKEI_clean,-2022.0,-2022.0,-2022.0
FIDMIP_clean,-2022.0,-2022.0,-2022.0
FIFMIS_clean,-2022.0,-2022.0,-2022.0
FIFMIS01_clean,-2022.0,-2022.0,-2022.0
FIFMOY_clean,-2022.0,-2022.0,-2022.0
FIFNUE_clean,-2022.0,-2022.0,-2022.0
FIFNUE01_clean,-2022.0,-2022.0,-2022.0
FIFPAM_clean,-2022.0,-2022.0,-2022.0
FIFPAM01_clean,-2022.0,-2022.0,-2022.0
FIHFAF_clean,-2022.0,-2022.0,-2022.0
FIHHOV_clean,-2022.0,-2022.0,-2022.0
FIHHUB_SL,-2022.0,-2022.0,-2022.0
FIHRIZ_clean,-2022.0,-2022.0,-2022.0
FIJCUX01_clean,-2022.0,-2022.0,-2022.0
FIJDIM_clean,-2022.0,-2022.0,-2022.0
FIJDIM01_clean,-2022.0,-2022.0,-2022.0
FIJDIM02_clean,-2022.0,-2022.0,-2022.0
FIJDIM03_clean,-2022.0,-2022.0,-2022.0
FIJDIM04_clean,-2022.0,-2022.0,-2022.0
FIJDIM05_clean,-2022.0,-2022.0,-2022.0
FIJDIM06_clean,-2022.0,-2022.0,-2022.0
FIJDIM07_clean,-2022.0,-2022.0,-2022.0
FIJDIM08_clean,-2022.0,-2022.0,-2022.0
FIJDIM09_clean,-2022.0,-2022.0,-2022.0
FIJDIM10_clean,-2022.0,-2022.0,-2022.0
FIJDIM11_clean,-2022.0,-2022.0,-2022.0
FIJDIM12_clean,-2022.0,-2022.0,-2022.0
FIJDOS_clean,-2022.0,-2022.0,-2022.0
FIJFIO_clean,-2022.0,-2022.0,-2022.0
FIJFOU_clean,-2022.0,-2022.0,-2022.0
FIJXUR_clean,-2022.0,-2022.0,-2022.0
FIJYED_clean,-2022.0,-2022.0,-2022.0
FIJZEE_clean,-2022.0,-2022.0,-2022.0
FILYAC_clean,-2022.0,-2022.0,-2022.0
FILYEG_clean,-2022.0,-2022.0,-2022.0
FIMYUX_clean,-2022.0,-2022.0,-2022.0
FIMZAE_clean,-2022.0,-2022.0,-2022.0
FIPJAR_clean,-2022.0,-2022.0,-2022.0
FIPJEV_clean,-2022.0,-2022.0,-2022.0
FIPKOG_clean,-2022.0,-2022.0,-2022.0
FIPKOG01_clean,-2022.0,-2022.0,-2022.0
FIPKUM_clean,-2022.0,-2022.0,-2022.0
FIPWOS_clean,-2022.0,-2022.0,-2022.0
FIPXAF_clean,-2022.0,-2022.0,-2022.0
FIPXEJ_clean,-2022.0,-2022.0,-2022.0
FIQYOU_clean,-2022.0,-2022.0,-2022.0
FIQYUA_clean,-2022.0,-2022.0,-2022.0
FIQZAH_clean,-2022.0,-2022.0,-2022.0
FIRMUQ_clean,-2022.0,-2022.0,-2022.0
FIRNAX_clean,-2022.0,-2022.0,-2022.0
FIRNAX01_clean,-2022.0,-2022.0,-2022.0
FIRNIF_clean,-2022.0,-2022.0,-2022.0
FIRNOL_clean,-2022.0,-2022.0,-2022.0
FIRNUR_clean,-2022.0,-2022.0,-2022.0
FIRPAZ_clean,-2022.0,-2022.0,-2022.0
FIRZOX_clean,-2022.0,-2022.0,-2022.0
FISGOF_clean,-2022.0,-2022.0,-2022.0
FISXEM_clean,-2022.0,-2022.0,-2022.0
FITGEW_clean,-2022.0,-2022.0,-2022.0
FITHIA_clean,-2022.0,-2022.0,-2022.0
FIVNAZ_clean,-2022.0,-2022.0,-2022.0
FIVYUF_clean,-2022.0,-2022.0,-2022.0
FIWKUT_clean,-2022.0,-2022.0,-2022.0
FIYDOH_clean,-2022.0,-2022.0,-2022.0
FIZPOV_clean,-2022.0,-2022.0,-2022.0
FOFCIO_clean,-2022.0,-2022.0,-2022.0
FOFCOU_clean,-2022.0,-2022.0,-2022.0
FOFTIF_clean,-2022.0,-2022.0,-2022.0
FOFTOL_clean,-2022.0,-2022.0,-2022.0
FOFTUR_clean,-2022.0,-2022.0,-2022.0
FOHCIP_clean,-2022.0,-2022.0,-2022.0
FOJKIA_clean,-2022.0,-2022.0,-2022.0
FOJLOH_clean,-2022.0,-2022.0,-2022.0
FOKWIN_clean,-2022.0,-2022.0,-2022.0
FOLLEZ_clean,-2022.0,-2022.0,-2022.0
FOMWOV_clean,-2022.0,-2022.0,-2022.0
FONKEA_clean,-2022.0,-2022.0,-2022.0
FONPUV_clean,-2022.0,-2022.0,-2022.0
FONQIJ_clean,-2022.0,-2022.0,-2022.0
FOPBAP_clean,-2022.0,-2022.0,-2022.0
FOPFAS_clean,-2022.0,-2022.0,-2022.0
FOPTOU_clean,-2022.0,-2022.0,-2022.0
FOQNIK_clean,-2022.0,-2022.0,-2022.0
FOQNOQ_clean,-2022.0,-2022.0,-2022.0
FOQNOQ01_clean,-2022.0,-2022.0,-2022.0
FOQNOQ02_clean,-2022.0,-2022.0,-2022.0
FOQNUW_clean,-2022.0,-2022.0,-2022.0
FOQNUW01_clean,-2022.0,-2022.0,-2022.0
FOQNUW02_clean,-2022.0,-2022.0,-2022.0
FOQPAE_clean,-2022.0,-2022.0,-2022.0
FOQPAE01_clean,-2022.0,-2022.0,-2022.0
FOQPAE02_clean,-2022.0,-2022.0,-2022.0
FORKUU_clean,-2022.0,-2022.0,-2022.0
FORPOS_clean,-2022.0,-2022.0,-2022.0
FORQEJ_clean,-2022.0,-2022.0,-2022.0
FORTIR_clean,-2022.0,-2022.0,-2022.0
FORTUD_clean,-2022.0,-2022.0,-2022.0
FOTNIN_clean,-2022.0,-2022.0,-2022.0
FOVPOX_clean,-2022.0,-2022.0,-2022.0
FUBDAI_clean,-2022.0,-2022.0,-2022.0
FUBDEM_clean,-2022.0,-2022.0,-2022.0
FUBDIQ_clean,-2022.0,-2022.0,-2022.0
FUBNOH_clean,-2022.0,-2022.0,-2022.0
FUDGES_clean,-2022.0,-2022.0,-2022.0
FUDHAP_clean,-2022.0,-2022.0,-2022.0
FUDHET_clean,-2022.0,-2022.0,-2022.0
FUHJOJ_clean,-2022.0,-2022.0,-2022.0
FUHMOM_clean,-2022.0,-2022.0,-2022.0
FUHNED_clean,-2022.0,-2022.0,-2022.0
FUMJAA_clean,-2022.0,-2022.0,-2022.0
FUNBAS_clean,-2022.0,-2022.0,-2022.0
FUNCAT_clean,-2022.0,-2022.0,-2022.0
FUNCEX_clean,-2022.0,-2022.0,-2022.0
FUNFOL_clean,-2022.0,-2022.0,-2022.0
FUNLAD_clean,-2022.0,-2022.0,-2022.0
FUQJUX_clean,-2022.0,-2022.0,-2022.0
FURFOP_clean,-2022.0,-2022.0,-2022.0
FURSES_clean,-2022.0,-2022.0,-2022.0
FUSGOR_clean,-2022.0,-2022.0,-2022.0
FUSQUH_clean,-2022.0,-2022.0,-2022.0
FUTCAZ_clean,-2022.0,-2022.0,-2022.0
FUTDII_clean,-2022.0,-2022.0,-2022.0
FUTKEL_manual,-2022.0,-2022.0,-2022.0
FUTTIZ_clean,-2022.0,-2022.0,-2022.0
FUTYEA_clean,-2022.0,-2022.0,-2022.0
FUTYOK_clean,-2022.0,-2022.0,-2022.0
FUTYUQ_clean,-2022.0,-2022.0,-2022.0
FUTZAX_clean,-2022.0,-2022.0,-2022.0
FUTZEB_clean,-2022.0,-2022.0,-2022.0
FUTZIF_clean,-2022.0,-2022.0,-2022.0
FUTZOL_clean,-2022.0,-2022.0,-2022.0
FUVBAB_clean,-2022.0,-2022.0,-2022.0
FUVBOP_clean,-2022.0,-2022.0,-2022.0
FUVDEH_clean,-2022.0,-2022.0,-2022.0
FUVDEH01_clean,-2022.0,-2022.0,-2022.0
FUVDEH02_clean,-2022.0,-2022.0,-2022.0
