Adsorbent,O2_20C_0.001bar,O2_20C_0.5bar,O2_20C_1bar,O2_20C_5bar,O2_20C_15bar
ABAYIO_clean,0.0002279671,0.107577674,0.207035731,0.909236519,2.19816193
ABAYOU_clean,0.0002290903,0.114573175,0.218616597,0.954939269,2.278860175
ABETIN_clean,0.0002951422,0.157023479,0.307883694,1.513493696,4.284861006
ABEXIQ_clean,7.53502e-05,0.034678939,0.068649983,0.312973013,0.778791929
ABIYIV_clean,0.0001398337,0.067580099,0.128687427,0.497930336,1.007825192
ABULOB_clean,0.0007640855,0.37634139,0.696500728,2.3864042,3.976254502
ABUWOJ_clean,0.0003668328,0.179857109,0.353789373,1.488952345,3.388001899
ac403674p_si_001_clean,6.63021e-05,0.039870267,0.079437438,0.383578221,1.028045554
ACAJIZ_clean,9.11301e-05,0.043398872,0.088096347,0.389680367,0.997588082
ACAJOF_clean,9.2505e-05,0.042294345,0.083610272,0.398356692,1.034668217
ACIBIY_clean,2.91356e-05,0.012636697,0.024870156,0.119676265,0.334665598
ACIBOE_clean,0.0001970399,0.100038926,0.201387294,0.928003268,2.327992028
ACOGAB_clean,0.00050004,0.250968266,0.477301679,1.745369293,3.278811729
ACOGEF_clean,0.0004763994,0.226430801,0.436136507,1.609583916,3.006540345
ACOLIP_clean,0.0004008031,0.198430139,0.386439396,1.530598022,3.111162193
ACOLOV_clean,0.0001706736,0.097239302,0.197646433,0.893275426,2.457220022
acs.cgd.5b01554_VAGNUP1452791_clean,3.87561e-05,0.018201547,0.035813446,0.177216163,0.495662485
acs.cgd.5b01686_WAHFUJ1434675_clean,0.0002074867,0.089362936,0.175583929,0.733831517,1.62927467
acs.chemmater.5b03723_cm5b03723_si_004_clean,0.0008201156,0.292320249,0.504743501,1.778285578,3.794519954
acs.chemmater.5b03723_cm5b03723_si_005_clean,0.0003946949,0.213640455,0.423997049,1.788804647,4.300958743
acs.chemmater.6b02817_cm6b02817_si_004_clean,0.0002611901,0.126206175,0.251768664,1.167504381,3.09453095
acs.chemrev.6b00346_cr6b00346_si_001_clean,0.0002942899,0.170817352,0.340267333,1.532959767,3.895000625
acs.inorgchem.5b02973_ic5b02973_si_002_clean,0.0003681128,0.179142324,0.329134617,1.085559755,2.146226085
acs.inorgchem.6b00081_ic6b00081_si_001_clean,0.0001380207,0.063279737,0.126785829,0.56080577,1.357056936
acs.inorgchem.6b00136_ic6b00136_si_002_clean,0.0009458287,0.404352782,0.748397484,2.196252315,3.525545613
acs.inorgchem.6b00276_ic6b00276_si_006_clean,0.0010829283,0.446741757,0.777758494,2.46159452,4.896260157
acs.inorgchem.6b00433_ic6b00433_si_002_clean,0.0002623578,0.142824889,0.273052567,1.136461282,2.423638368
acs.inorgchem.6b00894_ic6b00894_si_002_clean,0.0004003512,0.216023188,0.403609073,1.553783093,2.97598223
acs.inorgchem.6b01211_ic6b01211_si_002_clean,0.0004231525,0.205991976,0.39891665,1.592972018,3.733792843
acs.inorgchem.6b01416_ic6b01416_si_004_clean,0.0002780435,0.13614562,0.26658232,1.032099239,2.147291955
acs.inorgchem.6b01569_ic6b01569_si_002_clean,8.97462e-05,0.031084815,0.063050773,0.300324725,0.778437999
acs.inorgchem.6b01740_ic6b01740_si_002_clean,0.0002993619,0.181103384,0.352944158,1.693314173,4.814686744
acs.inorgchem.6b01762_ic6b01762_si_002_clean,2.99799e-05,0.01574715,0.031024614,0.145875417,0.377381968
acs.inorgchem.6b02407_ic6b02407_si_002_clean,0.0005807688,0.269642305,0.521971169,2.180705053,4.767952902
acs.inorgchem.6b02407_ic6b02407_si_003_clean,0.0005107966,0.249316564,0.48048702,1.889470512,3.757163363
acs.inorgchem.6b02514_ic6b02514_si_002_clean,0.0001305447,0.064328849,0.127997855,0.572936787,1.448135497
acs.inorgchem.6b02696_ic6b02696_si_002_clean,0.0003426609,0.164673049,0.322741503,1.413214804,3.466305083
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean,0.0001685024,0.072660003,0.14425578,0.649406423,1.575713704
acs.jpcc.6b08594_Zn2Cd6MOF5_opt_clean,0.0001417874,0.071609482,0.141741632,0.702057873,2.017089986
acscombsci.5b00188_24205_clean,0.0004498268,0.215882426,0.419198068,1.624438105,3.268040453
acscombsci.5b00188_3001288_clean,0.0004397252,0.182066236,0.364842029,1.811897839,5.186559189
acscombsci.5b00188_34903_clean,0.0011095929,0.48879992,0.88423405,2.423953643,3.600257312
acscombsci.5b00188_5013797_clean,0.0002832689,0.11764722,0.234107543,1.098233342,2.998046721
acscombsci.5b00188_5020072_clean,0.0002915791,0.119835532,0.241403182,1.168201182,3.255702616
acscombsci.5b00188_5024922_clean,0.0003018877,0.142376648,0.28129531,1.36634378,3.879440047
acscombsci.5b00188_5036495_clean,0.0003649404,0.139190022,0.28607855,1.401423432,3.96695474
acscombsci.5b00188_5040209_clean,0.0005965835,0.293410049,0.549895519,1.821078629,3.452716263
acscombsci.5b00188_8372_clean,0.000677334,0.322700449,0.535160064,1.579544732,2.998646451
ACUBAB_clean,0.0001419132,0.065659435,0.129699674,0.519081831,1.082470351
ACUFEK_clean,0.0002927738,0.149976294,0.300754788,1.393778834,3.798932962
ACUJOZ_manual,0.0002073327,0.106628693,0.214058376,1.016518118,2.841753249
ACUTOI_clean,8.35786e-05,0.039152534,0.076553512,0.327168015,0.755094088
ADARAA_clean,0.0003367207,0.175855213,0.343690351,1.500736842,3.642867038
ADASEF_clean,0.0002985219,0.169896865,0.342257721,1.548949555,3.993967068
ADASIJ_clean,0.0002643836,0.139962434,0.27501436,1.26561516,3.470664583
ADASOP_clean,0.0003379513,0.170261314,0.338054115,1.477537604,3.801786378
ADASUV_clean,0.0002471122,0.135494938,0.272774985,1.266011115,3.369135088
ADATAC_clean,0.0004030375,0.200626695,0.394009462,1.833406851,4.802874318
ADATEG_manual,0.0003446145,0.174142304,0.347974454,1.67887551,4.9899485
ADATIK_clean,0.0003409704,0.158430369,0.309247171,1.481231365,3.994118198
ADAXEK_clean,0.00037663,0.175443906,0.336214569,1.207320431,2.347210948
ADAXIO_clean,0.0001905047,0.09381701,0.18306519,0.747893645,1.655926221
ADIQEL_clean,0.0009579589,0.41736118,0.756367189,2.395421152,3.832441587
ADOBIF_clean,0.0003742057,0.144986292,0.262480737,0.832176657,1.659056156
ADOCEC_clean,0.0001599582,0.07707766,0.149253633,0.623429799,1.436227885
ADOGEH_clean,0.0005733936,0.243684493,0.447376312,1.542368691,3.291897982
ADUROI_clean,0.0002244426,0.101628041,0.200533882,0.968329697,2.845945141
ADUWIH_clean,0.0002151797,0.113406389,0.226823469,1.063529047,2.982405453
ADUWON_clean,0.0003829315,0.164124425,0.325556547,1.556145097,4.119470636
AFEJOK_ion_b,0.0005160813,0.246634943,0.469080802,1.92541173,3.929500643
AFITEP_clean,0.0005994946,0.296543984,0.566931478,2.078560928,3.812366159
AFITUF_clean,0.0001491977,0.114062535,0.21930583,0.882863361,1.930043082
AFIXAO_clean,0.0002287574,0.109308279,0.20975113,0.853858644,1.90106802
AFIXES_clean,0.0002373898,0.108659774,0.211039509,0.849890997,1.905233132
AFOVEX_clean,0.0002393761,0.127152422,0.248432843,1.08900098,2.684284494
AFOYAW_clean,0.000310185,0.163575948,0.321823849,1.395850556,3.224425724
AFOYEB_clean,1.90096e-05,0.009573725,0.019223489,0.092907195,0.243938712
AFOYIE_clean,0.0002379811,0.126979941,0.248480649,1.195727774,3.29401888
AFOYOK_clean,0.0002605384,0.122161519,0.244044192,1.118881385,2.87525372
AFUKET_clean,0.0003751481,0.17755047,0.327912004,1.204346355,2.629011615
AFUKIX_clean,0.0002416538,0.120803661,0.239915745,1.072545509,2.819765174
AGABIU_clean,0.0001866618,0.067004415,0.13399806,0.667398573,1.854162125
AGIREP_clean,0.0002211558,0.106099707,0.212975484,0.980480958,2.561919236
AGOFEJ_clean,0.0002324342,0.125866038,0.249718615,1.167217854,3.157058201
AGONAM_clean,9.02588e-05,0.047361518,0.094435068,0.434018786,1.077019663
AGONEQ_clean,0.0001340885,0.077018532,0.151640711,0.720105174,1.917638281
AGUBUA_clean,0.0021831074,0.851294956,1.398866752,2.926626046,3.856635827
AHAMAY_clean,0.000118193,0.058556775,0.11192586,0.397531476,0.709966914
AHEQAH_clean,0.0002649092,0.144054855,0.285932342,1.311242635,3.642053538
AHIYOH_clean,0.0002720634,0.135496261,0.253589158,0.907021973,1.669261891
AHOKIR_clean,0.0002123049,0.094415627,0.183436779,0.753457159,1.601305284
AHOKIR01_clean,0.0003713014,0.169774066,0.323956265,1.121064947,1.964958998
AHOKOX_clean,0.0002225094,0.101214891,0.198874806,0.866389698,1.967007332
AJAKON_clean,0.0002564519,0.124603752,0.239472955,0.997675249,2.117055888
AJAYIT_clean,3.70602e-05,0.013775824,0.027524117,0.132313559,0.348307041
AJIGIL_clean,8.45867e-05,0.047309047,0.093026609,0.427531633,1.115198798
AJOTEY_clean,0.0002283517,0.11517092,0.227313263,1.005254097,2.500844255
AJOVEB_clean,0.0001924169,0.094970724,0.186486116,0.71597498,1.40239354
AKEDIF_clean,0.0003600068,0.20020515,0.391930679,1.632545837,3.564186807
AKOBAF_clean,0.0002768539,0.146974479,0.289212687,1.092368374,2.182851814
AKOXIJ_clean,0.0020003861,0.648543,1.034988154,2.486202719,3.792426896
AKUKUO_clean,0.0002877812,0.145895388,0.276938178,1.056071851,2.046334526
ALAMUW_clean,0.0003558367,0.168922562,0.330790817,1.427385971,3.679601478
ALANAD_clean,0.0002747084,0.15148071,0.293835515,1.336146558,3.602017961
ALEJEI_clean,0.0002589686,0.150847554,0.301315063,1.381863413,3.742645117
ALEJIM_clean,0.0004279198,0.161609928,0.322832054,1.475220061,3.877896101
ALICAA_clean,0.0001227714,0.054862783,0.108616199,0.458836028,1.100477581
ALIXAU_clean_h,0.0001278434,0.048450814,0.094374404,0.42974853,1.003780435
ALIXOJ_clean,0.0002168117,0.109218332,0.214941397,0.959759568,2.429701089
ALIXUP_clean,3.87241e-05,0.018694048,0.037255328,0.186008339,0.531658069
ALOLES_ion_b,1.56444e-05,0.005027857,0.010070155,0.047578112,0.134054124
ALOLIY_clean,1.72041e-05,0.011299675,0.023137839,0.11312578,0.329209697
ALONEV_clean,5.33096e-05,0.024017589,0.048330013,0.226633089,0.596121659
ALUJIB_clean,0.0002069288,0.091995914,0.181926107,0.746713337,1.701015522
ALUKIC_clean,0.0001872282,0.125664696,0.248408632,1.201270615,3.45538884
ALULEZ_clean,0.0001970738,0.106038039,0.208744299,1.032463651,2.883399563
ALULID_clean,0.0002160326,0.106325462,0.208874675,0.971927576,2.543731465
ALURAB_clean,0.000156037,0.088682309,0.176073189,0.787308259,1.985678924
ALUREF_clean,0.0001737973,0.091966698,0.179148261,0.80728734,2.009500575
ALURIJ_clean,0.0001789501,0.093545219,0.185025532,0.811118671,2.016348946
am301365h_si_002_clean,0.0001882666,0.099023717,0.196253231,0.93722537,2.455291892
AMAFOK_clean,0.0001808651,0.085335433,0.163693361,0.662028972,1.374619449
AMAGAX_clean,0.0001572293,0.077208836,0.151967586,0.640381496,1.456405779
AMILOY_clean,0.0002651263,0.140637609,0.26669476,0.939983109,1.989494676
AMILUE_clean,0.0002815106,0.139839252,0.265538928,0.919350917,1.934345418
AMIMAL_clean,0.0003291737,0.144075315,0.268791939,0.917119685,1.923485664
AMIMEP_clean,0.000342579,0.142903099,0.262351454,0.921272338,1.907070173
AMIZIG_clean,4.40773e-05,0.024257227,0.048830906,0.226347285,0.569680336
AMOYOR_clean,0.0003244562,0.14856251,0.278192768,1.026055149,1.953776995
AMUFOF_clean,0.0001108577,0.055208806,0.108422174,0.477143229,1.092198455
AMUPOP_clean,0.0003423052,0.163616885,0.30302097,0.964040852,1.621518187
AMUWUB_clean,6.78675e-05,0.041457682,0.083912314,0.408946155,1.110508888
AMUXAI_clean,7.52249e-05,0.035877997,0.069514291,0.337987795,0.926375767
ANEHEI_clean,0.000191414,0.104414447,0.205806466,0.859198304,1.947674263
ANIDIL_clean,7.21421e-05,0.028348855,0.054992751,0.239146384,0.581627967
ANOMOG_clean,0.0003198138,0.189131514,0.362671447,1.474336148,3.638703523
ANOMUM_clean,0.0003019745,0.161588323,0.320612766,1.395952843,3.504298487
ANONAT_manual,0.0002613241,0.142006435,0.280769547,1.268987063,3.241740328
ANUGEW_clean,0.0002508918,0.138040324,0.272819054,1.310835753,3.841400885
ANUGIA_clean,0.0002958992,0.147041245,0.294168507,1.396076384,3.904843761
ANUGOG_clean,0.0003277255,0.156596036,0.310263186,1.468587165,4.147431193
APACAX_clean,0.0007731352,0.330756445,0.636903785,2.400889688,4.863364202
APARAM_clean,0.0003779559,0.164862066,0.312610226,1.046295864,2.097565432
APEBED_clean,0.000464336,0.21041349,0.383989658,1.190606151,1.910010024
APEBEE_clean,0.0005154529,0.237730707,0.442786806,1.543104799,2.715354802
APEBII_clean,0.0017020489,0.505038947,0.762359414,1.873084838,3.51291787
APEBUU_clean,0.0002139966,0.089066532,0.175417717,0.703849098,1.531099142
APUPEH_clean,0.0004249984,0.180270159,0.355946288,1.670972322,4.496260565
AQEGUY_clean,0.0009701874,0.319833714,0.535917323,1.33424273,2.274037236
AQEQES_clean,0.0001190919,0.079575879,0.157801301,0.728276363,1.862835969
AQEQIW_clean,0.0001628668,0.086807986,0.170255194,0.778338068,1.967426116
AQERUL_clean,0.0025214953,0.829008022,1.253729768,2.19510895,2.699731478
AQIQAU_clean,0.0002507606,0.126902357,0.253602256,1.186427745,3.121649385
AQIXUU_clean,0.0001910309,0.105029041,0.198641772,0.691743124,1.208780268
AQIXUV_clean,0.0001195628,0.044338343,0.089363476,0.422468274,1.119764203
AQOLEZ_clean,0.0004569774,0.198846352,0.388100259,1.649727013,3.9022602
AQOLID_clean,0.0003373766,0.167827979,0.324598441,1.320366819,2.960936343
AQOLOJ_clean,0.0010110129,0.481366394,0.855442873,2.800015572,5.596843218
AQOLUP_clean,0.0003989646,0.193452377,0.382278417,1.608412543,3.830149512
AQOMAW_clean,0.000291731,0.144893943,0.277552826,1.179124939,2.762399012
AQOMEA_clean,0.000320412,0.17802092,0.352515241,1.522535919,3.747171067
AQOMEA01_clean,0.0003431509,0.18571701,0.363868162,1.558814829,3.770306882
AQUCOF_clean,0.0001212304,0.064822029,0.131338497,0.618199748,1.699923199
AQUCOG_clean,6.77757e-05,0.037954403,0.07516684,0.36761015,1.064829675
AQUCUM_clean,6.51004e-05,0.039323294,0.078049091,0.375085099,1.086474208
AQUDAS_clean,0.0001240173,0.065127196,0.130190292,0.610319772,1.696716864
AQUDAT_clean,0.0001549844,0.071926991,0.141276121,0.556891732,1.051887805
AQUDEX_clean,0.0001421875,0.073832304,0.139581246,0.542562072,1.045607382
AQUDIB_clean,6.68839e-05,0.037599472,0.074583612,0.356065983,1.037396561
AQUDOH_clean,0.0001635157,0.067032896,0.129305352,0.514676251,1.003013681
ARADEE_clean,0.0002084328,0.10612586,0.214623543,0.965381888,2.512302202
ARAFEF_clean,0.0003343068,0.161251115,0.321720291,1.497052514,3.958123214
ARAFIJ_clean,0.0003286406,0.170976233,0.337037966,1.512780046,3.779637354
ARAFOP_clean,0.0003751036,0.182370619,0.3547109,1.353734223,2.690870962
ARAGOR_clean,0.0002463904,0.11873669,0.231638621,0.991880783,2.317946684
ARINOF_clean,0.0003414716,0.143798296,0.278211862,1.046533082,2.00623337
ARINUL_clean,0.0002950719,0.125353487,0.240741065,0.93373189,1.900384548
AROFAP_clean,0.0003284128,0.163785939,0.32018259,1.246045488,2.673675895
AROFET_clean,0.0002114779,0.110043173,0.216409117,0.978931424,2.529739027
ARUYES_clean,0.0002579991,0.13188773,0.252327274,1.025263201,2.161633353
ARUYUH_clean,0.0003319879,0.158125141,0.307580251,1.23643705,2.470761083
ARUYUH01_clean,0.0003854693,0.19580022,0.376268452,1.493066741,2.82606485
ASACON_clean,7.74161e-05,0.043556375,0.084997585,0.367284096,0.850634547
ASADAA_clean,8.83949e-05,0.052506571,0.103307923,0.475484203,1.118894609
ASANAL_clean,0.0003014239,0.135909878,0.258886519,1.011658232,2.017927435
ASEJOZ_clean,0.0001029258,0.042388483,0.084921583,0.355699759,0.758256803
ASEJOZ01_clean,7.73029e-05,0.042024117,0.083987434,0.338789966,0.763886452
ASEKAM_clean,0.0001339333,0.062390603,0.121698614,0.543328135,1.339020653
ASINAT_clean,0.0002496647,0.149066961,0.298919126,1.30739668,3.394181661
ASINEX_clean,0.0002915931,0.138300886,0.275010399,1.258128883,3.414539814
ASINIB_clean,0.0002906779,0.136553582,0.270219508,1.229031955,3.339076041
ASIQEA_clean,0.0001407116,0.094101343,0.186170591,0.878128133,2.390505603
ASIQIE_clean,0.0001882246,0.096043894,0.190044729,0.893271991,2.440918733
ASIVAB_clean,0.0002029468,0.137078886,0.267926308,1.273700463,3.647225929
ASIVEF_clean,0.0003126851,0.165342588,0.329328241,1.49782963,3.993248726
ASOHUL_clean,0.000119297,0.058193087,0.115248265,0.551978145,1.471251631
ASOSUY_clean,0.0004765756,0.264481151,0.522491872,2.125749357,4.736701598
ASOVEL_clean,0.00024077,0.133898221,0.261643908,1.054555436,2.254619796
ASOYOY_clean,0.0002855907,0.154799383,0.299296004,1.309293728,3.227735573
ASUWUI_clean,0.0002629058,0.140367986,0.271455199,1.06943366,2.304614612
ATAFIK_clean,0.0001873128,0.09690224,0.191057682,0.871256063,2.221609031
ATAYAX_clean,0.000388233,0.202411086,0.390696746,1.704359561,4.131178471
ATAYEB_clean,0.0003135357,0.175714375,0.349140835,1.55468388,3.899612143
ATEYED_clean,0.0003695856,0.172001227,0.34032216,1.63301183,4.71961921
ATEYUV_clean,0.0003630432,0.174865785,0.344885656,1.585838338,4.090439236
ATEZAC_clean,0.0003226079,0.141731237,0.281406292,1.317988126,3.565980477
ATEZEG_clean,0.0004112582,0.180754591,0.361545665,1.611800296,4.238151237
ATEZIK_clean,0.0002413704,0.16192318,0.320751528,1.458075715,3.924762361
ATIBAG_clean,2.23541e-05,0.012352237,0.024947175,0.117151447,0.322635116
ATIBOU_clean,2.39508e-05,0.012941427,0.025518801,0.126961703,0.341337513
ATIBOU01_clean,3.51279e-05,0.012762594,0.025555525,0.121734037,0.331025887
ATIBOU02_clean,1.1177e-05,0.012693935,0.025363919,0.123538332,0.333880824
ATIBUA_clean,2.07574e-05,0.011450089,0.023321712,0.108446122,0.299802
ATICAH_clean,2.07574e-05,0.012136679,0.02392687,0.116830506,0.315711732
ATICEL_clean,2.55475e-05,0.011628922,0.023182798,0.110148227,0.30387364
ATIJUJ_manual,8.40314e-05,0.043937708,0.088243725,0.437083204,1.222623275
ATIXUX_clean,0.0003451688,0.165205089,0.309782982,1.178774464,2.332926142
ATOGEV_clean,0.000357215,0.160147341,0.308641805,1.171659042,2.326426054
ATOWIQ_clean,0.0001595351,0.089311401,0.178074399,0.82311466,2.333813933
ATOWOW_clean,0.0001545496,0.087270681,0.172267987,0.829951403,2.294623141
ATULIM_clean,0.0001919493,0.086059694,0.160240178,0.542370909,0.935256577
ATUZEW_clean,0.0003854667,0.186343514,0.37090239,1.564381521,3.624602983
AVAJUE_clean,0.0004074541,0.217352121,0.435125129,2.12033502,6.315967953
AVAKAL_clean,0.0004298417,0.189801957,0.382872502,1.917228121,5.436726842
AVAKEP_clean,0.0002902985,0.183827725,0.367281118,1.839896813,5.185067906
AVAQIX_clean,0.0004410687,0.214499585,0.413883074,1.545558686,2.942668552
AVAQIX01_clean,0.0005082513,0.222200761,0.429542473,1.57395942,2.941251875
AVEHAM_clean,0.0002185243,0.093270388,0.184522073,0.681721549,1.366952
AVELOD_clean,0.0001815159,0.096185678,0.188312286,0.870815098,2.331095691
AVELUJ_clean,0.0001714979,0.099963148,0.198463271,0.914033925,2.418988132
AVEMAQ_clean,0.0001894946,0.089648927,0.17984093,0.825684995,2.180471638
AVEQID_clean,0.0003255595,0.148500841,0.290836993,1.37144715,3.742455364
AVESOL_clean,0.0005297562,0.251749891,0.495170135,2.136325794,4.804924543
AVESUR_clean,0.0002968927,0.161693048,0.315579839,1.371020943,3.204176355
AVETAY_clean,0.000789513,0.356615566,0.683781944,2.503757995,4.954558436
AVETEC_clean,0.0019852859,0.692780975,1.152708432,2.844816443,4.786319131
AVIHIY_clean,0.0001175926,0.050611489,0.100760074,0.464524437,1.228333285
AVIMIC_clean,7.58748e-05,0.039291499,0.076486517,0.317609785,0.679219978
AVIMOI_clean,0.0003735377,0.171257706,0.326984414,1.178709947,2.2440582
AVIMUO_clean,0.0001879815,0.092618644,0.181790961,0.748677281,1.670726522
AVIPAX_clean,0.0002786456,0.134282725,0.26245969,1.109207378,2.607988159
AVIPOL_clean,0.0002291493,0.110022839,0.219066752,0.991195477,2.575158088
AVITUU_clean,0.0003786136,0.207159875,0.408357871,1.80392923,4.434848165
AVUCEA_clean,0.0002949529,0.133146424,0.265930029,1.179284218,2.911719916
AVUDAX_clean,0.0002935863,0.133670676,0.261421637,1.138931242,2.625142579
AWAGEL_clean,0.0001995584,0.100910477,0.198331493,0.924754825,2.404034539
AWAGOV_clean,0.0001702668,0.085336669,0.168176388,0.720416815,1.669963762
AWAKEQ_clean,0.0001490773,0.069787771,0.138159309,0.559035787,1.112808755
AWAREV_clean,0.0002358603,0.115801112,0.216478312,0.72590384,1.245516523
AWARIZ_clean,0.0002509152,0.116494892,0.222968232,0.727287637,1.234853883
AWAWUR_clean,0.0002006026,0.103144253,0.200531083,0.842147752,2.044775885
AWEJIW_clean,0.0002234568,0.112385432,0.214907689,0.850818272,1.879712343
AWEVIJ_clean,0.0003184559,0.156064856,0.306515586,1.218195767,2.902342599
AWEWOP_clean,0.0001809121,0.089724747,0.178093927,0.801748825,2.095054878
AWIBAL_clean,0.0002681979,0.130794532,0.250076632,0.965215627,1.897298054
AWIBEO_clean,4.34494e-05,0.025812643,0.051646643,0.200916054,0.396569571
AWIBIS_clean,6.33331e-05,0.029652395,0.055538681,0.208535905,0.407308944
AWOFOI_clean,0.0002373263,0.104510219,0.204217914,0.917203334,2.272677609
AXIGAR_clean,0.0001944329,0.098873358,0.197395045,0.919665937,2.527852596
AXINAX_clean,0.0003570312,0.183114011,0.371735559,1.6365416,4.304569375
AXINAX01_clean,0.0004063548,0.149960253,0.303524029,1.426029308,3.769224384
AXINIF_clean,0.000464221,0.215050392,0.412958393,1.789951082,4.228476234
AXUBAW_manual,0.0001998296,0.088661062,0.176819219,0.851773658,2.293474261
AXUBOL_clean,0.0002773673,0.118784985,0.229534077,0.976387326,2.352569599
AXUHAD_clean,0.000190298,0.097669339,0.196720605,0.916644164,2.430239704
AXUHEH_clean,0.0002417386,0.108847351,0.20168405,0.71727931,1.436237194
AYOQEM_clean,0.0001898989,0.114605504,0.22806443,1.090597389,2.995381539
AYOXUJ_clean,5.97933e-05,0.032325099,0.064779297,0.307905843,0.790271007
AYUJIP_clean,0.0001503662,0.085855052,0.166257635,0.71653978,1.665690695
AZAFIS_clean,0.0004278115,0.196213937,0.375745143,1.319648942,2.446949599
AZAVOO_clean,0.0009980341,0.463221221,0.846733114,2.580239284,4.096006035
AZAVUU_clean,0.0007902514,0.381757128,0.700035666,2.136200091,3.371168192
AZAWAB_clean,0.0006907044,0.307624831,0.574644012,1.975640253,3.416289015
AZEBUE_clean,0.0002727237,0.131868122,0.253080184,0.89755859,1.650592197
AZIVAI_clean,0.0003716075,0.201668945,0.39845284,1.85320831,4.859294243
AZIXUD_clean,0.0002153498,0.107102019,0.212296259,0.961803321,2.474591551
BABREE_clean,0.000262639,0.119098822,0.236922729,1.055610033,2.714785808
BACGAQ_clean,0.0003024085,0.136088164,0.265920791,1.001856457,1.973211413
BAEDTA01_clean,5.76015e-05,0.031104815,0.060966686,0.250736592,0.531094934
BAFHAU_clean,0.0001146352,0.056107051,0.114788809,0.558968105,1.561423108
BAKGIF_manual,0.0002132647,0.112817004,0.225072592,1.024184376,2.62546656
BAKJEE_clean,0.00032798,0.168894074,0.330741784,1.447841608,3.562474333
BAKJII_clean,0.0003948871,0.199746559,0.390455447,1.719224414,4.000433371
BAKJOO_clean,0.0002066987,0.106139799,0.21033447,0.945042027,2.463905955
BAKYIY_clean,0.0002029749,0.092871376,0.187252637,0.848008452,2.29410318
BAKYOE_clean,0.0001712086,0.081716628,0.164460507,0.755514466,1.97167411
BAMKIM_clean,9.57593e-05,0.051131863,0.103000891,0.490461162,1.322961962
BAMKOS_clean,0.0001084068,0.055529564,0.110003969,0.526529903,1.41134962
BAPDAA_clean,8.2056e-05,0.035447359,0.070730606,0.341758229,0.982213525
BARZUR_clean,0.0005774585,0.30005529,0.568449733,2.2064744,4.239285667
BASJUB_clean,0.0002691322,0.11831596,0.235003973,1.021085379,2.352906091
BAWROI_clean,0.0002170429,0.117646919,0.233176463,1.1222808,2.970401415
BAXFIR01_clean,0.0003491349,0.171100306,0.334790403,1.32772139,2.649451911
BAXGAK_clean,0.000390461,0.171844177,0.330261626,1.320168677,2.694510259
BAXSIE_clean,0.0001000275,0.044610457,0.088384971,0.38930327,0.907640166
BAZFUF_clean,0.0003164896,0.149882104,0.298742608,1.472076929,4.324048415
BAZFUF01_clean,0.0003047132,0.149035678,0.300023287,1.458638635,4.305755317
BAZGAM_clean,0.0004693596,0.260214597,0.524669899,2.606073766,7.551122761
BAZGEQ_clean,0.0003403974,0.181973168,0.36469685,1.694137339,4.691155969
BAZJET_clean,0.0003509891,0.184831311,0.368669947,1.657129539,4.323983768
BAZJIX_clean,0.0003296488,0.180576074,0.354579919,1.526197818,3.737299777
BEDYEQ_clean,0.0002986749,0.176252512,0.352985651,1.601261283,4.182237981
BEFLUV_clean,0.0004420252,0.181243129,0.351636355,1.283120038,2.421018794
BEFMAC_clean,0.0003907759,0.203419126,0.382462806,1.451110953,2.882189838
BEGDEY_clean,0.0014431085,0.591474817,1.021218096,2.794974101,4.671091679
BEJZAS_clean,0.0002311453,0.108801335,0.212961846,0.940976285,2.260839096
BELJIL_clean,6.79962e-05,0.029402684,0.057881754,0.275461052,0.728196662
BELTOD_clean,0.0003952616,0.182860804,0.352951863,1.52196487,3.287992214
BELTUJ_clean,0.0003814127,0.187723614,0.358270259,1.511543305,3.138544335
BENZOL_clean,0.0003619067,0.210719598,0.392275363,1.426370857,2.701390544
BENZUR_clean,0.0004172073,0.180885432,0.343742696,1.254933427,2.410814224
BEPBAB_clean,0.000731848,0.320595166,0.591648288,1.97478257,3.495910858
BEPLUF_clean,9.36885e-05,0.045177732,0.090332751,0.439918624,1.244066918
BEPMAM_clean,7.09761e-05,0.044714967,0.087967826,0.437178945,1.227163241
BEPMIU_clean,6.94302e-05,0.028989572,0.057971706,0.286947422,0.807505023
BEPNIV_clean,9.12254e-05,0.045341859,0.088745179,0.437913128,1.216550156
BEPNOB_clean,8.55238e-05,0.043554412,0.085877281,0.425791557,1.191163846
BEPNUH_clean,7.06196e-05,0.034695641,0.068676525,0.335601627,0.928391406
BEPPAP_clean,4.9593e-05,0.027953079,0.056734361,0.274720274,0.792446116
BEPPIX_clean,5.09388e-05,0.041283383,0.083361412,0.408560062,1.134178747
BEPPOD_clean,7.41354e-05,0.043563481,0.085976585,0.423992996,1.171254578
BEPREV_clean,0.0005627218,0.271921676,0.529710262,2.348045789,5.393095087
BEPREV01_clean,0.0006277676,0.28381598,0.557991569,2.422848453,5.451707399
BEPREV02_clean,0.0004840617,0.243902065,0.481092312,2.16299958,5.220204877
BEPREV03_clean,0.0005521329,0.275771479,0.528875256,2.328016223,5.407010349
BEPRIZ_clean,0.0003439808,0.149394153,0.301919624,1.349060081,3.53216995
BEPROF_clean,0.0004135705,0.189890219,0.369125316,1.709186941,4.514335737
BEPVEZ_clean,0.0001822065,0.084218778,0.16319953,0.65457258,1.365808085
