Adsorbent,O2_20C_0.001bar,O2_20C_0.5bar,O2_20C_1bar,O2_20C_5bar,O2_20C_15bar
UQULAU_clean,0.0002169308,0.116922402,0.229542619,1.018256729,2.542644535
URENEM_clean,0.0003012386,0.137612475,0.273281403,1.297956683,3.552278896
URUWEL_clean,0.0001115049,0.05714333,0.113183347,0.54140522,1.446603996
URUWIP_clean,0.0001251985,0.060627369,0.121399498,0.569197329,1.431425636
USAHAZ_clean,0.0002867279,0.140846294,0.282567863,1.316848335,3.572285467
USAWIW_clean,0.000141121,0.086381255,0.169846732,0.798269436,2.082976474
USEVOF_clean,0.0003099676,0.153714986,0.2914588,1.131797863,2.557545122
USIRUL_clean,0.0002854946,0.124957949,0.23204764,0.675107915,0.98514429
USISEW_clean,0.0003546758,0.154374607,0.274564893,0.745281114,1.060486597
USORUR_clean,0.0003289193,0.153208631,0.304678452,1.374775275,3.522952238
USOXEH_clean,0.0002561777,0.136684093,0.266216208,1.121475902,2.515831431
USUBUG_clean,0.0003813766,0.193166148,0.377359909,1.532955631,3.30577709
USUVIP_clean,0.0001859234,0.104137458,0.196747668,0.834780618,1.829024902
UTACOJ_clean,8.13995e-05,0.040076792,0.078749858,0.382630783,0.988782918
UTACUP_clean,8.15034e-05,0.042874766,0.086699743,0.418969241,1.112416102
UTELIQ_clean,0.0006373994,0.28701489,0.544593679,2.173581758,4.577727611
UTEMAJ_clean,0.0003545064,0.187992858,0.365326783,1.634853855,4.035484317
UTEWOG_clean,0.0004540734,0.231413093,0.450306735,1.938374399,4.59198789
UTEXIB_clean,0.0004147398,0.211646926,0.41049956,1.636431653,3.470644529
UTOCAJ_clean,0.0003620008,0.193533493,0.370347074,1.541793608,3.290637391
UTOCEN_clean,0.000389389,0.19301788,0.370616193,1.557984809,3.326220642
UTULEB_clean,0.0003053678,0.151016118,0.301832573,1.165397029,2.376626631
UTULIF_clean,0.0003218971,0.155965706,0.298527778,1.211732709,2.380658148
UVANUC_clean,0.0002372857,0.101684341,0.203453957,0.84214181,1.900176539
UVEVAT_clean,0.0004187015,0.193740449,0.380918207,1.662548822,3.838205364
UVEVUN_clean,0.0002989394,0.158939417,0.315163168,1.462217067,3.79448286
UVINAP_clean,0.0001720889,0.077015013,0.153396426,0.605176812,1.225948532
UVIPIZ_clean,0.000260928,0.123769899,0.237042663,1.077579859,2.69428396
UVIPOF_clean,0.0002798453,0.125738601,0.243558688,1.085207437,2.721972337
UVUCEV_clean,0.0001288695,0.05971318,0.119127493,0.490697952,1.057519378
UVUDEW_clean,3.122e-05,0.014839924,0.030222831,0.136934139,0.340882391
UVUDUM_clean,2.03071e-05,0.015798312,0.031861886,0.153078949,0.409963501
UVUFUN_clean,0.0006279438,0.292483171,0.546332398,1.993892049,3.846578503
UVUQAE_clean,0.0003570934,0.166939122,0.323450022,1.314900069,2.74363769
UVUQOT_clean,0.0002653348,0.115501957,0.227621228,0.950994466,2.154530294
UVUWAL_clean,0.0005275119,0.258351543,0.495721458,1.90830024,3.781257184
UWALEL_clean,0.0003227934,0.16570756,0.326537519,1.368462591,3.04720849
UWELIS_clean,0.0004925801,0.268062862,0.507501791,2.140347745,4.581548029
UWODAN_clean,6.54456e-05,0.037609394,0.075877919,0.351760651,0.903519881
UWOWAF_clean,0.0004837533,0.233078667,0.443476689,1.663531133,3.173554235
UWUKII_clean,0.0002620893,0.118001586,0.232227669,0.985333076,2.330299927
UWUTIQ_clean,0.0005650354,0.258713872,0.49388611,1.909271067,3.838425351
UXABOL_clean,1.65607e-05,0.006890351,0.01406113,0.068901302,0.196216573
UXACAY_clean,1.58199e-05,0.007619246,0.014864747,0.075532965,0.213566288
UXAXEY_clean,0.0001997677,0.10926087,0.209468531,0.849511141,1.815417714
UXINAR_clean,0.0002883451,0.135846128,0.256143566,1.019188795,2.052813767
UXIQOJ_clean,0.0001533151,0.079478534,0.153720263,0.728842335,1.943299212
UXISUR_clean,0.0002854427,0.145867685,0.277810674,1.212015597,2.94994648
UXOHOG_clean,0.0005337855,0.246202842,0.48194212,1.904368602,4.521114964
UXUNUX_clean,0.000432279,0.192536661,0.384572459,1.766051003,4.627326629
UXUPEJ_clean,0.000423966,0.195568849,0.384167198,1.776014203,4.654952999
UXUPIN_clean,0.0003865572,0.19456089,0.384938234,1.778439538,4.705317662
UXUZAP_clean,0.0005262916,0.252699319,0.474613008,1.596838363,2.702696858
UYAMIS_clean,0.0001819797,0.070753152,0.14020259,0.612085992,1.50293508
UYAMOY_clean,0.0004647321,0.236262069,0.44663356,1.730596545,3.357221275
UYAQAN_clean,0.0001528269,0.068891384,0.137902047,0.583761476,1.288569309
UZANOZ_clean,0.0001834028,0.094408849,0.186214147,0.786364623,1.767526132
UZAROE_clean,0.0001103978,0.070960037,0.140554822,0.619022643,1.541974159
UZATAR_clean,4.95778e-05,0.02645891,0.053030023,0.246696721,0.596739754
UZEKEQ_clean,8.61205e-05,0.041590376,0.082519718,0.353668903,0.800081423
UZIJUJ_clean,0.0003863525,0.168301861,0.327142027,1.33451089,2.990461164
UZOBAN_clean,0.0004652884,0.215992099,0.425276837,1.856194185,4.321798161
UZOBES_clean,0.0003778912,0.183665687,0.351895276,1.404028925,2.841854924
UZUNAF_clean,7.43809e-05,0.038486305,0.075096816,0.360743878,0.92555408
UZUNAF01_clean,9.41383e-05,0.038879129,0.075190955,0.362108303,0.939154163
UZUTUG_clean,0.0002482748,0.125682093,0.241170841,0.984860173,2.107281238
UZUXOE_clean,0.0002584514,0.10554644,0.197387478,0.650208278,1.215506716
UZUZUL_clean,0.0006844766,0.309989094,0.593715027,2.010496604,3.54630037
VACFUB_clean_h,8.07462e-05,0.04175117,0.084300829,0.402193244,1.089415198
VACFUB01_clean,0.0001022785,0.04672693,0.093066278,0.452081836,1.209468651
VADWON_clean,0.0001925029,0.102882683,0.198872956,0.782927984,1.635310463
VAFWAB_clean,0.0003188699,0.161710073,0.315603125,1.166709832,2.235308655
VAGJET_clean,3.28301e-05,0.012425856,0.024736472,0.113244401,0.281051752
VAGMAT_clean,0.0003395683,0.158582349,0.312702928,1.507426643,4.311182946
VAGMEX_clean,0.0003908984,0.15749652,0.316422386,1.528310094,4.356949647
VAGTAA_clean,0.0001480765,0.084044461,0.163416635,0.784462227,2.052860627
VAGTAA01_clean,0.0001815772,0.090852579,0.179497345,0.836596451,2.273835932
VAGTAB_clean,0.0009447027,0.393792224,0.664658986,1.639577681,2.310757138
VAGTUU_clean,0.0003413142,0.171969723,0.333769641,1.310512429,2.732607437
VAHJEW_clean,0.000414961,0.193445364,0.37851797,1.441595528,2.953851736
VAHJIA_clean,0.000490713,0.210997395,0.390100283,1.25693834,2.369902961
VAHQAY_clean,0.0002304985,0.106520852,0.208521796,0.773916382,1.556434482
VAHTOQ_clean,0.0004044397,0.179724951,0.351098445,1.380727342,2.813588604
VAJGAR_clean,0.0013414897,0.607728327,1.13800517,3.492608687,5.408851602
VAJTEH_clean,0.0002174566,0.109914535,0.212017362,0.77738073,1.492674823
VAJVEJ_clean,0.0007294066,0.31713194,0.542987968,1.408276998,1.912859524
VAKBIU_clean,0.0003562853,0.169668048,0.332006588,1.423243968,3.195162226
VAKLIF_clean,0.000311418,0.160886681,0.319768063,1.482867673,3.833636899
VAKNAZ_clean,0.0002585071,0.122864742,0.245712105,1.136401651,3.030346474
VAKNED_clean,0.0003048511,0.150285696,0.292224981,1.352953063,3.60528804
VAKPOP_clean,0.0001972098,0.083697484,0.167935652,0.743947689,1.858467389
VAKPUV_clean,0.0001709249,0.08203467,0.15679907,0.608801316,1.28892601
VAKQAC_clean,0.0001958076,0.09241641,0.181685572,0.794022095,1.885998084
VALVAI_clean,0.0002286043,0.116198069,0.222328853,0.869511321,1.742995884
VALWUD_clean,0.0001931167,0.098108697,0.194174024,0.926378829,2.56669405
VALXAK_clean,0.0002443546,0.123928078,0.246236363,1.17300401,3.222904662
VALXEO_clean,0.0001974639,0.093960992,0.185504149,0.886112571,2.498377711
VALXIS_clean,0.0001976286,0.099181461,0.201743127,0.948757503,2.616166983
VALXOY_clean,0.0003111112,0.137076622,0.274698633,1.296952242,3.481532573
VAMPUX_clean,7.65757e-05,0.040780986,0.080837175,0.387926903,1.119970532
VAMQAE_clean,2.26455e-05,0.014317214,0.028343056,0.141572614,0.395659188
VAMQIM_clean,7.65757e-05,0.04014523,0.079025181,0.376635556,1.106332943
VAMQOS_clean,9.97264e-05,0.040067764,0.079500662,0.378479605,1.111505361
VAMYEQ_clean,0.0002608704,0.130064379,0.257160742,1.201061865,3.400126738
VAMYUG_clean,0.000220979,0.128563608,0.257396018,1.234448103,3.443674186
VAMZER_clean,0.0003832906,0.194905313,0.372704759,1.755627484,4.386383983
VANHEA_clean,0.0003714183,0.181111586,0.354754652,1.552051602,3.728459848
VAQSEO_clean,0.0001265287,0.066247877,0.128262104,0.497549921,0.957916863
VAQTUF_clean,0.000208664,0.109488685,0.2172792,0.987640195,2.538167174
VARHIH_clean,0.0004986468,0.246495269,0.481232891,2.155824397,4.960555031
VARHON_clean,0.0004770704,0.228919985,0.447517746,2.028199455,4.824818552
VARJEF_clean,0.0005743701,0.271327925,0.53286528,2.375378827,5.563707186
VASFAZ_clean,7.56435e-05,0.034904491,0.069085373,0.327430844,0.854452123
VASFIH_clean,4.80312e-05,0.026056925,0.052311311,0.251239188,0.672762313
VASKOR_clean,0.000393945,0.184841425,0.351222724,1.316386308,2.455903394
VATVIY_clean,9.64439e-05,0.046190806,0.092616331,0.425893828,1.078113543
VATVOE_clean,8.36622e-05,0.045505241,0.089405796,0.413715174,1.062389706
VATVUK_clean,0.0001465352,0.07222744,0.140180137,0.5773607,1.302088968
VAXMUF_clean,0.0002277641,0.105522747,0.208714586,0.914932126,2.210401149
VAXTEV_clean,0.0001194897,0.059832179,0.120186743,0.538768421,1.362106204
VAZROF_clean,0.0003727191,0.174646373,0.333341593,1.158497589,2.069650258
VAZTOG_clean,0.0001379906,0.095749234,0.187220759,0.929297612,2.568897714
VAZTUM_clean,0.000192781,0.09587099,0.190449333,0.91626156,2.654400132
VEBHUG_SL,0.0002091348,0.135516063,0.270698816,1.290887629,3.631203724
VECWUX_clean,0.0002580605,0.119070867,0.224291758,0.877097361,1.698184657
VECZEI_clean,0.0002073239,0.129961983,0.250490729,1.127474123,2.555169957
VEDFAN_clean,0.0002736449,0.132593191,0.258508779,1.134768697,2.651059568
VEDFIV_clean,0.0002992296,0.128771061,0.253491956,1.085567122,2.511519579
VEDFOB_clean,0.0002380488,0.132099295,0.257885847,1.112781441,2.569566781
VEDFUH_clean,0.000250285,0.123239207,0.245087942,1.055222572,2.490858276
VEDGAO_clean,0.000268083,0.12555629,0.249961269,1.073213055,2.468581801
VEDGES_clean,0.0002547345,0.129158169,0.253851254,1.093621848,2.571117436
VEDGIW_clean,0.0002814315,0.128663161,0.254889102,1.094010068,2.54664624
VEGBUG_clean,0.0003463375,0.131954604,0.258169241,1.234448598,3.264397591
VEHJID_clean,0.0001771139,0.108994624,0.21741152,0.967216857,2.428357973
VEHJID01_clean,0.0001479578,0.076312294,0.152834195,0.773452243,2.114171433
VEHJOJ_clean,0.0001847419,0.095623041,0.190067556,0.901325435,2.598585833
VEHJUP_clean,0.0002070383,0.094348959,0.189575441,0.891328669,2.552744362
VEHKIE_SL,0.0002881428,0.130250613,0.253754998,1.153450847,2.913420584
VEHLIE_clean,0.000517659,0.245692758,0.465561598,1.706925995,3.074901907
VEHPUU_clean,5.19618e-05,0.025002309,0.048363489,0.236025862,0.643012695
VEJHEZ_clean,0.0002400942,0.125912702,0.251278355,1.191180359,3.297277728
VEJHID_clean,0.0001729874,0.099730768,0.201457221,0.964388033,2.835469276
VEJYIT_clean,0.0004097811,0.189711683,0.371504412,1.592317999,3.631806359
VEJYIT01_clean,0.0003823754,0.189107452,0.366590954,1.581034663,3.625167644
VEJYOZ_clean,0.000407171,0.174609814,0.342554161,1.37381071,3.145582162
VEJZIU_clean,0.0002129879,0.119576282,0.235422678,1.106771954,2.957782669
VELBAQ_clean,0.0002370624,0.143786712,0.286251622,1.26228771,3.204285933
VEMDAT_clean,0.0003058826,0.149652616,0.286188479,1.082609068,2.096711289
VEMMAC_clean,0.0003535851,0.175249221,0.344827738,1.547323912,3.958547361
VEMMEG_clean,0.0003073602,0.152838889,0.300485009,1.390037525,3.674134944
VEMMIK_clean,0.0002359274,0.080949615,0.161082763,0.783785365,2.176865234
VEMMOQ_clean,0.0002720177,0.135257043,0.270992006,1.272806892,3.429008394
VEMSUC_clean,0.0002426236,0.126337766,0.24554534,1.01891604,2.246628037
VEMSUC01_clean,0.0002492406,0.123129253,0.241855992,1.011649832,2.242130679
VEQBID_clean,2.81257e-05,0.0172741,0.034971309,0.171301697,0.490718469
VERPOZ_clean,0.0002842666,0.127747707,0.244378897,0.846159012,1.59584623
VETMIS_clean,0.0003010554,0.168996467,0.336467586,1.630785194,4.684402542
VEWKUF_clean,0.0002653835,0.157065116,0.309220637,1.44935345,4.012015029
VEWLAM_clean,0.0002650399,0.145260823,0.286342535,1.413704155,3.901184532
VEWXAY_clean,0.0004124432,0.190346726,0.373652457,1.61911716,3.811359158
VEXTUO_manual,0.000196511,0.101208606,0.200138231,0.948621208,2.497599792
VEXVAW_clean,0.0003770625,0.153720418,0.301014259,1.350040789,3.484035893
VEYREX_clean,0.0002977224,0.145502224,0.287745941,1.215350245,2.776025573
VEYREY_clean,0.0002399847,0.130667622,0.255436904,1.125917112,2.716911322
VICDOC_clean,0.0008077592,0.348448346,0.621062112,2.034728351,3.298705925
VICLAW_clean,0.0001435515,0.063846068,0.123936485,0.533233744,1.244757237
VICSIL_clean,0.0002395084,0.118964292,0.230589033,1.003818934,2.292673614
VICYUD_clean,0.0004128437,0.204333143,0.384758052,1.524400212,3.121308002
VIDVUB_clean,0.0001815404,0.094920079,0.190090735,0.916694826,2.613798748
VIDWIQ_clean,0.0004393064,0.202175257,0.380443965,1.480872061,3.02316192
VIDXOX_clean,4.69685e-05,0.022205654,0.043942927,0.219518932,0.601804522
VIGDIY_clean,8.22817e-05,0.044076211,0.08246309,0.337367751,0.730631524
VILXOE_clean,0.0002180635,0.104661566,0.204561338,0.857630284,1.870733148
VIMRAM_clean,0.0001874708,0.097013801,0.193266526,0.82817412,1.971966969
VINHIL_clean,0.0001828898,0.0723263,0.13877362,0.684201445,1.820042692
VINHOR_clean,0.0001052922,0.051128839,0.101825981,0.494774365,1.455569902
VIPYOK_clean,0.0001311982,0.072462927,0.141825291,0.574808917,1.252082316
VIPZAX_clean,6.34787e-05,0.039828342,0.080401588,0.373182136,0.898399616
VIQFIL_clean,1.04117e-05,0.005442925,0.010940312,0.054797669,0.160629572
VIQQUJ_clean,0.0005103267,0.242030035,0.459167974,1.720075914,3.206159439
VIRKIQ_clean,9.29836e-05,0.049101745,0.097171052,0.441141376,1.022620631
VIRPOC_clean,0.0001498416,0.094981815,0.187623341,0.841200749,2.150587417
VIRQES_clean,4.39315e-05,0.023970412,0.047717699,0.218168441,0.525027639
VIRXIF_clean,0.0003205089,0.135148555,0.258942749,1.109579077,2.585327252
VIVXOP_clean,0.0001878541,0.102315974,0.196859721,0.844874803,2.080736624
VIWHUG_clean,0.0002060713,0.092568371,0.17925524,0.656762033,1.251529058
VIWKOD_clean,4.53943e-05,0.022923091,0.046271879,0.228349249,0.630852048
VIWMIZ_clean,0.0004553303,0.208833603,0.388996151,1.532245593,3.371732355
VIWMOF_clean,0.0004904638,0.216255207,0.395962424,1.542684463,3.462097157
VIWZOR_clean,0.0001848624,0.097971284,0.189141655,0.825540508,1.977468546
VIXCUB_clean,0.0001468137,0.079873798,0.156182888,0.72744741,1.92735016
VIXPUP_clean,0.0002625945,0.137048064,0.270524842,1.249649657,3.175168759
VIXPUP01_clean,0.0002723154,0.135827433,0.26305279,1.170048394,3.121755862
VIXWEF_clean,0.0001600888,0.083600879,0.166916109,0.802220637,2.167639926
VIYSON_clean,0.0006293211,0.30032505,0.551564304,1.921927932,3.35232354
VIYTAA_clean,0.0006318234,0.305418422,0.56050742,1.964711759,3.411299562
VIYVIK_clean,0.0006731109,0.309824921,0.573165157,1.974620751,3.390245455
VIZSOO_clean,0.0004111808,0.201942297,0.397548732,1.82675523,4.629972793
VIZSUU_clean,0.0002265362,0.116474648,0.235611681,1.113719781,3.16873025
VIZTIJ_clean,0.0001540469,0.077222912,0.151048892,0.714404262,1.844205815
VOBKAA_clean,0.0001016354,0.05757368,0.114364492,0.527786885,1.398604067
VOBRUB_clean,0.000237751,0.126597394,0.251133722,1.044085271,2.298230263
VOCQAF_clean,0.0003329359,0.159897291,0.310465933,1.164807333,2.234165169
VOCQEJ_clean,0.0003073629,0.163390241,0.313955067,1.177726451,2.247536289
VOFFED_clean,5.11595e-05,0.034498554,0.068029341,0.322554231,0.807041058
VOGPEO_clean,0.0003282579,0.163402982,0.319968125,1.388121202,3.576229586
VOGTIV_clean_h,0.0001213162,0.054915059,0.110260447,0.527611234,1.483166681
VOJGOS_clean,0.0004454352,0.235521973,0.455225711,1.985923751,4.457488133
VOLPET_clean,0.0002130288,0.112520458,0.220773466,1.062075884,2.805043472
VOLQOD_clean,0.0002176856,0.14678543,0.290860673,1.26859302,3.242827659
VOLRAQ01_clean,0.0003750575,0.170513629,0.342356628,1.577212517,4.098665558
VONCIM_clean,0.0001575672,0.07026976,0.140865101,0.602433483,1.486848754
VONCOS_clean,0.0001544045,0.080074627,0.153017997,0.674061398,1.617922293
VONDEJ_clean,0.0005995301,0.276568922,0.489770115,1.383364406,2.096750059
VONDIN_clean,0.0013095978,0.494753866,0.833718383,1.810177851,2.380982801
VONDOT_clean,0.0007759485,0.337952073,0.585771816,1.604335367,2.414425607
VOPCEK_clean,0.0003090006,0.163562973,0.317634341,1.269620526,2.558798555
VOPCIO_clean,0.0002258739,0.099671448,0.197323765,0.8843773,2.33308076
VOQXIK_clean,0.0004682124,0.191056248,0.371877666,1.589251747,3.883463043
VORHER_clean,0.0002968181,0.142036539,0.274417403,1.133021253,2.459374054
VOSTUU_clean,0.0003553796,0.183553582,0.362131849,1.547018669,3.587766752
VOSVEG_clean,0.0004297127,0.190675444,0.359155036,1.347889254,2.791294084
VOSWIL_clean,4.88753e-05,0.024759416,0.049421081,0.241360521,0.683170894
VOTKEW_clean,0.0004933502,0.21371326,0.40001257,1.492017589,2.753603948
VOXQOQ_clean,0.0001963586,0.107193581,0.213019664,0.850274962,1.861273673
VOXTUZ_clean,0.0014465575,0.68304792,1.205559256,3.719300628,5.673427693
VOXVAH_clean,0.0005282141,0.246642333,0.455274559,1.822445127,3.583297801
VOXVEL_clean,0.000252819,0.129616241,0.252845169,1.096105561,2.47168656
VOXYUE_clean,4.79563e-05,0.024697509,0.049747393,0.232440153,0.607411726
VOZVAJ01_clean,0.0001757714,0.077363134,0.155115335,0.698387337,1.719455491
VOZVEN01_clean,0.0002261827,0.106339223,0.204747551,0.853351129,1.877750034
VOZVIR01_clean,0.0001619467,0.072720003,0.14373759,0.662994078,1.680104413
VUCTUK_clean,5.31802e-05,0.024749618,0.049536232,0.223978959,0.545608389
VUDQOB_clean,0.0002009951,0.087766377,0.173527221,0.730040618,1.707637592
VUFBEE_clean,0.0001452963,0.071350882,0.14098193,0.614252146,1.447934387
VUGXAY_clean,0.0002900175,0.145213212,0.28595932,1.266986212,3.083086093
VUGYED_clean,0.0002896522,0.144721501,0.281300557,1.256658058,3.004151876
VUGYIH_clean,0.0002982195,0.15520335,0.302798128,1.324788281,3.141304673
VUHJAK_clean,0.0002767247,0.120890793,0.225244704,0.643186236,1.013163689
VUHMOC_clean,0.0002424679,0.122443742,0.237394974,0.924723154,1.895443217
VUHMUI_clean,0.0002208342,0.104070345,0.20684513,0.858834675,1.942192997
VUHNAP_clean,0.0001637446,0.089219566,0.174641167,0.765428551,1.803056678
VUHNET_clean,0.0001579968,0.083613882,0.163876257,0.75476257,1.922106138
VUHNIX_clean,0.0001855858,0.108782286,0.211728768,0.887567063,2.01596362
VUHNUJ_clean,0.0002406286,0.112156857,0.218093956,0.8802054,1.930045531
VUHPAR_clean,0.0002513078,0.126275239,0.242426182,0.980058865,2.087338846
VUHPOF_clean,0.0002731338,0.127818026,0.251032147,0.987221358,2.06504564
VUHPUL_clean,0.0002796398,0.143248288,0.271676785,0.99907809,1.908814617
VUJBEI_clean,0.0003884198,0.188186601,0.370762693,1.616134295,4.168683165
VUJBIM_clean,0.0003003672,0.172643116,0.336282774,1.513722088,3.980101166
VUKROK_clean,0.000197121,0.098959513,0.195629572,0.930717688,2.646383239
VUKRUQ_clean,0.000174515,0.093475308,0.186075227,0.897663013,2.457137627
VUKSAX_clean,0.0002184956,0.095843576,0.193302119,0.915442786,2.544283248
VUKSIF_clean,0.0003319112,0.146445497,0.287302144,1.114498708,2.370773804
VUKSOL_clean,0.0002128112,0.113641207,0.227438818,1.024557968,2.544145671
VUKYOR_clean,0.0002720886,0.124341471,0.246643037,1.050046327,2.434963854
VUKYUX_clean,0.0002023632,0.103605416,0.20191983,0.923192333,2.369197978
VULKIX_clean,0.0003110977,0.146309798,0.287788195,1.152183963,2.409311114
VULKOD_clean,0.00037055,0.186840923,0.342287605,1.193584939,2.015526998
VUMBIQ_clean,0.0003919721,0.176434687,0.333769483,1.147578785,2.002399916
VUMBOW_clean,7.82003e-05,0.046236534,0.091070202,0.397863108,0.893563116
VUMCEM_clean,0.0010346607,0.449124304,0.793234325,2.485393941,4.118855822
VUNHAO_clean,0.0002514844,0.11439249,0.22795568,1.110513395,3.149022356
VUNNEZ_clean,2.93258e-05,0.015423902,0.030328737,0.147083522,0.405468698
VUQJUN_clean,0.0004429253,0.189582617,0.378185856,1.546852203,3.574883629
VUQJUN01_clean,0.0003723396,0.190637873,0.378718778,1.559224112,3.588360205
VUQKAU_clean,0.0004831199,0.242028972,0.471429377,1.889273459,3.909908483
VUQKAU01_clean,0.0005160599,0.260064404,0.49397602,1.914718821,3.786764662
VUQKAU02_clean,0.0004658657,0.248704811,0.478624413,1.898217452,3.804677745
VUQKOI_clean,0.0001429966,0.054282469,0.10903731,0.496251187,1.196587428
VUQKUO_clean,0.0001768337,0.084558331,0.161383696,0.687487414,1.528503925
VURLIF_clean,0.0004969835,0.258615635,0.491266739,1.982509933,4.3645803
VURNED_clean,0.0004005305,0.196380756,0.385448121,1.795146059,4.6765945
VURNED01_clean,0.0003369543,0.192288563,0.380860033,1.765816205,4.482498251
VURNED02_clean,0.0003772192,0.189891738,0.371620281,1.732425945,4.450777929
VURNED03_clean,0.0004365571,0.187357163,0.373487305,1.733332966,4.471794126
VURYIR_clean,4.39587e-05,0.01963069,0.038920176,0.184768789,0.471631606
VURYOX_clean,4.96438e-05,0.024338436,0.048223602,0.22958121,0.632453983
VUSKAW_clean,0.0002475713,0.099154354,0.194911705,0.979335434,2.741215489
VUSKEA_clean,0.000259747,0.099154354,0.196640646,0.967265316,2.698052845
VUZNOV_clean,0.0004539332,0.220133653,0.435865086,2.014696763,5.047994394
WABTOK_clean,4.06327e-05,0.01968653,0.038901431,0.189719757,0.515730207
WABVIF_clean,7.80269e-05,0.037173418,0.072878511,0.356212503,0.982853355
WABVIF01_clean,8.65389e-05,0.03728833,0.075408,0.355324416,0.991599457
WABVIF02_clean,6.80962e-05,0.038939662,0.07558959,0.374626844,1.032840202
WABVIF03_clean,6.38402e-05,0.038624717,0.075320043,0.371863274,1.004015659
WABVIF04_clean,6.80962e-05,0.036266887,0.072625988,0.34808636,0.964894408
WABVOL_clean,0.0001684165,0.098455843,0.190586709,0.804666171,1.590394837
WABVUR_clean,0.00027847,0.099466689,0.194263437,0.837473378,1.795256923
WABWAY_clean,0.0001655484,0.085086524,0.162151963,0.719499936,1.611760282
WABWEC_clean,0.0001730778,0.078875231,0.156879397,0.705524594,1.573850115
WACLEU_clean,0.0002038312,0.093106268,0.181823795,0.80649846,1.958889962
WAFKAQ_clean,0.0003012903,0.153952413,0.308607065,1.371816656,3.463211995
WAFKIY_clean,0.0003941729,0.194837972,0.388622696,1.791935458,4.618648964
WAGPOM_clean,0.0001681076,0.084782262,0.167862694,0.709372529,1.594932191
WAGQAY_clean,0.0003033195,0.153471111,0.311342491,1.487538526,4.133351604
WAHDIT_clean,2.01849e-05,0.009653413,0.019215994,0.088170867,0.224149593
WAHFUJ01_clean,0.0001869661,0.087814765,0.169110799,0.709202159,1.549558727
WAHGIY_clean,0.0002559799,0.121031017,0.230469597,0.843830417,1.565152899
WAHKUO_clean,0.0004151997,0.174116445,0.347791506,1.652846599,4.544776417
WAHNEB_clean,0.0003895044,0.191386715,0.378451681,1.804740266,5.062056288
WAHNIF_clean,0.0003114347,0.176315225,0.349906746,1.632140865,4.500632342
WAHNOL_clean,0.0004026338,0.187990587,0.383703426,1.804366079,5.084914508
WAHROP_clean,0.0004641933,0.21274802,0.402353404,1.437249836,2.8497399
WAJHOG_clean,0.0001118206,0.062902791,0.123736901,0.580816473,1.509732203
WAKTOS_clean,1.48444e-05,0.006276494,0.012474716,0.05850391,0.159092443
WALKAY_clean,0.0003038521,0.157854057,0.302023301,1.146305156,2.189248984
WAMREJ_clean,0.0003361238,0.168079612,0.333304382,1.524852347,4.105474104
WAMRIN_clean,0.0002902404,0.140531882,0.272177359,1.210262118,2.966368014
WAMRIN01_clean,0.0002719096,0.141328773,0.273871469,1.212027449,3.093197905
WAMRIN02_clean,0.0002693919,0.137603864,0.275235423,1.217850216,2.99536585
WANHAX_clean,0.0005409774,0.260775422,0.48982106,1.842344028,3.836829052
WANHEB_clean,0.0005055841,0.24338605,0.469838258,1.892745632,4.357532815
WANHIF_clean,0.0004456737,0.20733515,0.409152667,1.685087369,4.20009181
WANHOL_clean,0.0004013695,0.205245581,0.40241941,1.625704959,3.92789288
WANHUR_clean,0.0005411684,0.278234179,0.539711619,2.132140894,4.857947901
WANNEH_clean,0.0006849832,0.291880839,0.510420063,1.322514252,1.890826153
WANNIL_clean,0.0005971189,0.254370837,0.446973943,1.271217618,1.87965752
WAPSUE_clean,1.90965e-05,0.012045742,0.024079097,0.117433985,0.32749358
WAQFIG_clean,0.0003665463,0.153309656,0.307255769,1.446951512,3.838392869
WAQKUX_clean,0.0003744873,0.205172941,0.393100263,1.623511843,3.93513927
WAQTEQ_clean,0.0001988813,0.099286509,0.197586898,0.926940913,2.636234389
WARFAZ_clean,0.0001350337,0.057845198,0.110480635,0.459637344,1.026605692
WARJAC_clean,8.98769e-05,0.044917416,0.087811646,0.424490523,1.15546702
WARXUL_clean,0.0004060068,0.19262441,0.372764111,1.605722002,3.949079083
WASMUB_clean,0.0015596371,0.648332016,1.074120372,2.898314985,4.732126948
WASMUB01_clean,0.0016560331,0.660354322,1.086577696,2.918975851,4.777138916
WASMUB02_clean,0.0012439366,0.532172843,0.93023257,2.586565313,4.262023583
WASPAK_clean,0.0004530564,0.205891142,0.403903043,1.685973796,3.887374731
WAVQUH_clean,0.0002134359,0.111564887,0.221633781,0.947882425,2.341890513
WAWGOQ_clean,0.0003576056,0.165193335,0.320247701,1.446868698,3.647437095
WAYMAM_clean,0.000108285,0.054727968,0.10641845,0.529258486,1.458822717
WAYMEQ_SL,0.0002042247,0.094481949,0.19207532,0.869722864,2.265284253
WAYMIU_manual,0.0001982181,0.09773753,0.192269534,0.903932501,2.408037309
WAYMOA_manual,0.0001902093,0.092233475,0.181291456,0.841834181,2.238801116
WEBKOD_clean,0.0001875801,0.092915187,0.182991758,0.78764756,1.882535275
WEBREC_clean,0.0003600665,0.167375864,0.322669026,1.210535179,2.290249012
WECBEN_clean,0.0001846577,0.080800954,0.162417039,0.772083052,2.113547711
WECBOX_clean,9.76789e-05,0.044936634,0.089111372,0.396482982,0.952803369
WECFAN_clean,0.000113485,0.064976977,0.12679907,0.549392275,1.241076593
