Adsorbent,O2_10C_0.001bar,O2_10C_0.5bar,O2_10C_1bar,O2_10C_5bar
ADOGEH_clean,0.0007517085,0.306288044,0.552551415,1.839043894
ADUROI_clean,0.0001955539,0.112621282,0.223104805,1.062415579
ADUWIH_clean,0.0003060631,0.13391796,0.264242018,1.241697845
ADUWON_clean,0.0004064965,0.189792616,0.375697004,1.772666328
AFEJOK_ion_b,0.0005917139,0.307760914,0.579571133,2.281522638
AFITEP_clean,0.0008001838,0.379420893,0.705702896,2.440704542
AFITUF_clean,0.0003131309,0.139893992,0.272486509,1.044694935
AFIXAO_clean,0.0002956582,0.132011374,0.256244996,1.006773266
AFIXES_clean,0.0002632868,0.133843591,0.253851675,0.99697878
AFOVEX_clean,0.000301822,0.155621525,0.30057104,1.286263539
AFOYAW_clean,0.0004405726,0.199886813,0.391205107,1.657774379
AFOYEB_clean,1.90096e-05,0.011619637,0.02342343,0.106357697
AFOYIE_clean,0.0003258075,0.145182665,0.293422255,1.362869866
AFOYOK_clean,0.000290113,0.145852204,0.289138457,1.316797608
AFUKET_clean,0.0004712604,0.216661986,0.399449028,1.399910135
AFUKIX_clean,0.0002858021,0.145814829,0.281942593,1.25484309
AGABIU_clean,0.0001723032,0.079334864,0.157851287,0.769147214
AGIREP_clean,0.0002608505,0.128024917,0.2573071,1.152931461
AGOFEJ_clean,0.0002963536,0.147772964,0.293201248,1.341247169
AGONAM_clean,0.0001045856,0.056981961,0.11201691,0.505999469
AGONEQ_clean,0.000191555,0.090182194,0.181076973,0.82905593
AGUBUA_clean,0.0029268828,1.07334145,1.692474808,3.213242372
AHAMAY_clean,0.0001684251,0.075873041,0.139443171,0.463634877
AHEQAH_clean,0.0003346222,0.171412543,0.339153538,1.574622835
AHIYOH_clean,0.0003928839,0.166373283,0.312988506,1.061874719
AHOKIR_clean,0.0002358943,0.121504872,0.236815373,0.916726047
AHOKIR01_clean,0.0004438866,0.22306698,0.420800319,1.334986188
AHOKOX_clean,0.0002835702,0.128190281,0.251408769,1.05094835
AJAKON_clean,0.000344465,0.156308187,0.311438819,1.187111253
AJAYIT_clean,3.81191e-05,0.016721584,0.032690316,0.155502686
AJIGIL_clean,0.0001096495,0.056858993,0.113513307,0.507751184
AJOTEY_clean,0.0002733553,0.137206023,0.267479823,1.178776371
AJOVEB_clean,0.0002563082,0.122162421,0.234314708,0.87250127
AKEDIF_clean,0.0005059555,0.244011656,0.476634448,1.929035786
AKOBAF_clean,0.0003712947,0.186496017,0.352380651,1.30486925
AKOXIJ_clean,0.002980167,0.790849735,1.250869776,2.820214553
AKUKUO_clean,0.0003708321,0.178855021,0.343344162,1.241964956
ALAMUW_clean,0.0004338711,0.197420714,0.397176216,1.649172137
ALANAD_clean,0.0003631738,0.1734923,0.351778027,1.560611227
ALEJEI_clean,0.0003565023,0.181405854,0.34786888,1.595882499
ALEJIM_clean,0.0003844592,0.195846855,0.384482592,1.697026269
ALICAA_clean,0.0001399152,0.066143374,0.129941925,0.535628439
ALIXAU_clean_h,0.0001241378,0.06000675,0.120825028,0.525458806
ALIXOJ_clean,0.0002343318,0.128599981,0.255807112,1.137282336
ALIXUP_clean,4.70221e-05,0.022107299,0.045070677,0.220967883
ALOLES_ion_b,1.32375e-05,0.006131386,0.012096701,0.057549587
ALOLIY_clean,3.44083e-05,0.012798155,0.025451795,0.126828873
ALONEV_clean,5.98373e-05,0.028419436,0.058298901,0.26639223
ALUJIB_clean,0.0001944417,0.111256348,0.219167942,0.896492339
ALUKIC_clean,0.0003139673,0.142492192,0.284520633,1.357162586
ALULEZ_clean,0.0001970738,0.120874004,0.238853485,1.171252898
ALULID_clean,0.0001872282,0.125607087,0.251772979,1.135809871
ALURAB_clean,0.0002384956,0.10750697,0.214620677,0.944714092
ALUREF_clean,0.0002156609,0.110693678,0.218290718,0.96983859
ALURIJ_clean,0.0002589065,0.115416477,0.226705678,0.973986117
am301365h_si_002_clean,0.0002540466,0.116119689,0.230182055,1.066119972
AMAFOK_clean,0.0002286972,0.105345688,0.203310287,0.773071162
AMAGAX_clean,0.0001933836,0.095867835,0.183853184,0.763486154
AMILOY_clean,0.0003649211,0.171486102,0.326374997,1.087360587
AMILUE_clean,0.0003932211,0.169351686,0.323732671,1.060882211
AMIMAL_clean,0.0003574737,0.178260229,0.324544434,1.044673757
AMIMEP_clean,0.0003723685,0.176514566,0.326604376,1.047844846
AMIZIG_clean,7.2332e-05,0.028589237,0.056836028,0.26658424
AMOYOR_clean,0.0003921153,0.185541294,0.355290334,1.232029497
AMUFOF_clean,0.0001780442,0.068777115,0.133465933,0.569968062
AMUPOP_clean,0.0005140801,0.21054381,0.381310515,1.126052014
AMUWUB_clean,6.78675e-05,0.048693761,0.096156547,0.471491907
AMUXAI_clean,0.0001031656,0.041137295,0.081917808,0.394838505
ANEHEI_clean,0.0002679797,0.130151979,0.254017921,1.019656868
ANIDIL_clean,7.99575e-05,0.034913189,0.066855925,0.292473854
ANOMOG_clean,0.0005074731,0.235647236,0.445384272,1.740896953
ANOMUM_clean,0.0004268294,0.19163479,0.381077362,1.646249093
ANONAT_manual,0.0003629502,0.169303192,0.328269563,1.463987127
ANUGEW_clean,0.0003041633,0.156793626,0.311526847,1.500932688
ANUGIA_clean,0.0003234247,0.167313779,0.339602793,1.582709627
ANUGOG_clean,0.0003509502,0.185330082,0.367826757,1.709715745
APACAX_clean,0.0008724369,0.419879778,0.805379867,2.879020591
APARAM_clean,0.0004691866,0.220648026,0.385633905,1.21404636
APEBED_clean,0.000607322,0.276349202,0.495017555,1.40507042
APEBEE_clean,0.0006143943,0.29555399,0.546750305,1.809180628
APEBII_clean,0.0023390211,0.600255919,0.882810853,2.119277548
APEBUU_clean,0.0002324202,0.110566817,0.216706312,0.85485561
APUPEH_clean,0.0003642844,0.20244091,0.401077071,1.891667925
AQEGUY_clean,0.0013645725,0.412561544,0.642224621,1.527467777
AQEQES_clean,0.0001887495,0.094134306,0.18778775,0.851120812
AQEQIW_clean,0.0002156884,0.101741107,0.202584246,0.908281536
AQERUL_clean,0.0034924987,1.045092612,1.485514169,2.364254404
AQIQAU_clean,0.0003042014,0.150702009,0.296900604,1.371998844
AQIXUU_clean,0.00029983,0.13758779,0.258568544,0.83186239
AQIXUV_clean,9.87088e-05,0.052413004,0.104218462,0.486346796
AQOLEZ_clean,0.0005222598,0.238450376,0.459762061,1.894373105
AQOLID_clean,0.0004526469,0.208065759,0.38908938,1.530435752
AQOLOJ_clean,0.0014143968,0.597845634,1.028780525,3.202325522
AQOLUP_clean,0.0004775173,0.236976732,0.459055339,1.868568501
AQOMAW_clean,0.0003310807,0.176193282,0.341899176,1.372743379
AQOMEA_clean,0.000450644,0.212675031,0.422662735,1.760688874
AQOMEA01_clean,0.0004113677,0.225421228,0.430348489,1.80253055
AQUCOF_clean,0.000163034,0.075653338,0.151387496,0.702780937
AQUCOG_clean,7.491e-05,0.043529848,0.086766297,0.41748327
AQUCUM_clean,8.11525e-05,0.04456967,0.088189588,0.425665405
AQUDAS_clean,0.0001574602,0.076135473,0.151677334,0.703838568
AQUDAT_clean,0.0002189688,0.101659828,0.189564433,0.675023987
AQUDEX_clean,0.0001891094,0.100428484,0.193284059,0.683912131
AQUDIB_clean,8.82868e-05,0.042108341,0.085562387,0.403288716
AQUDOH_clean,0.0001820001,0.091132262,0.170125974,0.643549353
ARADEE_clean,0.0002874936,0.126413324,0.25128736,1.145738592
ARAFEF_clean,0.0003871915,0.190887322,0.383621832,1.757454885
ARAFIJ_clean,0.0004004127,0.203813854,0.404928699,1.79349203
ARAFOP_clean,0.0004986272,0.225779514,0.425793602,1.598007139
ARAGOR_clean,0.0003179609,0.142224731,0.280494311,1.179504699
ARINOF_clean,0.0004175136,0.182222464,0.351084491,1.264911365
ARINUL_clean,0.0003211077,0.15743677,0.306342491,1.138864719
AROFAP_clean,0.0004179799,0.202476452,0.390470396,1.491285269
AROFET_clean,0.0002736773,0.131574116,0.25975712,1.155744404
ARUYES_clean,0.0003333069,0.160309465,0.309437111,1.209095209
ARUYUH_clean,0.0004248235,0.205915257,0.383135253,1.496355339
ARUYUH01_clean,0.0005348134,0.253324948,0.476292679,1.779419947
ASACON_clean,0.0001141559,0.052650794,0.106634718,0.448699548
ASADAA_clean,0.0001108954,0.064499348,0.125999698,0.552252763
ASANAL_clean,0.0003251072,0.168786612,0.325225611,1.195259829
ASEJOZ_clean,0.0001029258,0.053027621,0.103142051,0.422166359
ASEJOZ01_clean,9.98858e-05,0.052504306,0.102306485,0.410501872
ASEKAM_clean,0.0001520037,0.075876413,0.147075789,0.640395775
ASINAT_clean,0.0003887908,0.177892748,0.347142524,1.533873029
ASINEX_clean,0.0003201806,0.161571158,0.325877193,1.484626196
ASINIB_clean,0.0003078891,0.160052593,0.3126929,1.449155426
ASIQEA_clean,0.0002229457,0.112598523,0.22175418,1.031088957
ASIQIE_clean,0.0002521844,0.116052353,0.227706098,1.050335381
ASIVAB_clean,0.0002827947,0.155201033,0.310169175,1.461662425
ASIVEF_clean,0.0003805319,0.200546214,0.390877064,1.754812561
ASOHUL_clean,0.0001303091,0.067597363,0.135704951,0.640755318
ASOSUY_clean,0.000659874,0.337097837,0.651690714,2.571475891
ASOVEL_clean,0.0003310588,0.158267585,0.316255705,1.24686618
ASOYOY_clean,0.0003331892,0.181761604,0.359317654,1.52476425
ASUWUI_clean,0.0004190679,0.176955383,0.337646187,1.289766526
ATAFIK_clean,0.0002625114,0.118839713,0.234977747,1.032052475
ATAYAX_clean,0.0004728715,0.240765197,0.482978449,2.024942525
ATAYEB_clean,0.0003798261,0.214037398,0.414784464,1.821637149
ATEYED_clean,0.0004201604,0.193067604,0.390418509,1.848857575
ATEYUV_clean,0.0004057541,0.209959957,0.408761675,1.850185362
ATEZAC_clean,0.0003119725,0.165075998,0.328503505,1.51127991
ATEZEG_clean,0.0004178913,0.214102984,0.422998909,1.90718978
ATEZIK_clean,0.0004033862,0.18708522,0.371359962,1.713898601
ATIBAG_clean,3.35311e-05,0.015224738,0.02939564,0.141641959
ATIBOU_clean,1..27738e-05,0.015508955,0.030492588,0.146392205
ATIBOU01_clean,2.07574e-05,0.015419538,0.030095004,0.143578782
ATIBOU02_clean,2.39508e-05,0.015301381,0.029665486,0.145295257
ATIBUA_clean,2.39508e-05,0.013535407,0.027527476,0.128508926
ATICAH_clean,2.8741e-05,0.014316204,0.027988929,0.135224736
ATICEL_clean,2.39508e-05,0.014014423,0.027738244,0.129443008
ATIJUJ_manual,0.0001036984,0.048142855,0.097830459,0.477294923
ATIXUX_clean,0.000466202,0.227175581,0.410069448,1.450642675
ATOGEV_clean,0.0004137236,0.196841593,0.377586312,1.388357347
ATOWIQ_clean,0.0002060662,0.105253277,0.208234841,0.96878017
ATOWOW_clean,0.0001844625,0.101491739,0.20205618,0.963095901
ATULIM_clean,0.000265554,0.106634355,0.198036879,0.628241541
ATUZEW_clean,0.0004836866,0.237334461,0.462702775,1.92303793
AVAJUE_clean,0.0004231254,0.235387561,0.476571267,2.308066126
AVAKAL_clean,0.0004298417,0.21008511,0.416283736,2.071997983
AVAKEP_clean,0.0004278084,0.205928611,0.41012307,2.026130961
AVAQIX_clean,0.0005914994,0.273206994,0.525496818,1.849193577
AVAQIX01_clean,0.0005768945,0.285751163,0.53372231,1.879443294
AVEHAM_clean,0.0002628067,0.12458963,0.228944107,0.817859271
AVELOD_clean,0.0002086389,0.113997184,0.227018981,1.038535765
AVELUJ_clean,0.0002678331,0.117919611,0.238612829,1.082085965
AVEMAQ_clean,0.0002000809,0.107897571,0.212890265,0.961552599
AVEQID_clean,0.0003769637,0.174954933,0.343050269,1.611744357
AVESOL_clean,0.0005785733,0.310397334,0.602177264,2.537815875
AVESUR_clean,0.0004165824,0.193929999,0.392558986,1.633470979
AVETAY_clean,0.0010338017,0.455757858,0.860618683,3.008975476
AVETEC_clean,0.0031903284,0.903556497,1.37758035,3.270392963
AVIHIY_clean,0.0001269254,0.059835977,0.118867471,0.553025014
AVIMIC_clean,0.0001038902,0.04816302,0.094084813,0.376433804
AVIMOI_clean,0.0004762606,0.219979865,0.409578273,1.399831437
AVIMUO_clean,0.0002249351,0.117830658,0.22733711,0.889414368
AVIPAX_clean,0.000329975,0.164449775,0.319848458,1.307055514
AVIPOL_clean,0.0002383153,0.132985434,0.265133099,1.198073319
AVITUU_clean,0.000541366,0.256143221,0.500374676,2.142788382
AVUCEA_clean,0.0003367161,0.160874604,0.322775017,1.394242215
AVUDAX_clean,0.0003189928,0.162111846,0.322185526,1.349225112
AWAGEL_clean,0.0002290705,0.119279683,0.236712749,1.089470573
AWAGOV_clean,0.0002335597,0.105883686,0.2133283,0.865413735
AWAKEQ_clean,0.0001667311,0.086219616,0.167955144,0.660274936
AWAREV_clean,0.0003337172,0.145910931,0.272507667,0.854952017
AWARIZ_clean,0.0003299534,0.145954841,0.270377398,0.850577311
AWAWUR_clean,0.0002900433,0.12454996,0.24514792,0.99163377
AWEJIW_clean,0.00028857,0.137162495,0.26153172,0.992310796
AWEVIJ_clean,0.0004544258,0.198009791,0.383728616,1.456660191
AWEWOP_clean,0.0002433395,0.10866828,0.209989237,0.961208808
AWIBAL_clean,0.0003542507,0.168366622,0.320746067,1.169236796
AWIBEO_clean,8.39531e-05,0.036649962,0.067400375,0.239561007
AWIBIS_clean,9.35267e-05,0.036554962,0.07032327,0.246048964
AWOFOI_clean,0.0002533258,0.126081576,0.24877392,1.102767138
AXIGAR_clean,0.000229938,0.114674835,0.233647483,1.059836843
AXINAX_clean,0.0004198422,0.215613765,0.429786182,1.878086406
AXINAX01_clean,0.0002913487,0.173045805,0.345639253,1.583472622
AXINIF_clean,0.000518576,0.260335447,0.505090108,2.089758537
AXUBAW_manual,0.0002531175,0.099325301,0.201171786,0.982355639
AXUBOL_clean,0.0003471941,0.144188342,0.284720478,1.166574033
AXUHAD_clean,0.0002299435,0.115787299,0.231237045,1.067485949
AXUHEH_clean,0.0002991516,0.13501858,0.250074081,0.814872217
AYOQEM_clean,0.000262779,0.135337328,0.271939279,1.279947086
AYOXUJ_clean,0.0001005615,0.038614272,0.075592381,0.363428043
AYUJIP_clean,0.0002126802,0.110716957,0.215170008,0.864378229
AZAFIS_clean,0.0005275703,0.250570942,0.465877168,1.549310835
AZAVOO_clean,0.0013908247,0.601997367,1.057239256,2.979653023
AZAVUU_clean,0.0010889792,0.49435207,0.864143138,2.461906569
AZAWAB_clean,0.0008271657,0.384547047,0.713612057,2.310437689
AZEBUE_clean,0.0003520615,0.167086673,0.308599297,1.048088453
AZIVAI_clean,0.0004593741,0.234921278,0.460550502,2.14495752
AZIXUD_clean,0.000262285,0.132325555,0.257784764,1.163024249
BABREE_clean,0.0003243113,0.144244116,0.285201523,1.278237543
BACGAQ_clean,0.0003240092,0.172280706,0.323927069,1.188361885
BAEDTA01_clean,7.91153e-05,0.038741526,0.075693241,0.292461599
BAFHAU_clean,0.0001352695,0.06367756,0.128379959,0.632236045
BAKGIF_manual,0.0002807073,0.136155813,0.26658629,1.210242296
BAKJEE_clean,0.0004112765,0.204302897,0.397933429,1.732832787
BAKJII_clean,0.0004874388,0.241677093,0.474894964,2.055720694
BAKJOO_clean,0.0002545171,0.125811656,0.249511592,1.130912005
BAKYIY_clean,0.0002319713,0.11015324,0.221748015,1.005864937
BAKYOE_clean,0.0001920877,0.098637052,0.194428282,0.883603578
BAMKIM_clean,0.000139122,0.061833418,0.122781514,0.582567172
BAMKOS_clean,0.0001264746,0.065616815,0.132612202,0.618822012
BAPDAA_clean,7.95694e-05,0.040742872,0.081123536,0.387000918
BARZUR_clean,0.0007199482,0.369093449,0.69026347,2.58534527
BASJUB_clean,0.0002883559,0.14796805,0.284304735,1.206954521
BAWROI_clean,0.0002170429,0.137137375,0.274588255,1.287908677
BAXFIR01_clean,0.0004431875,0.227496274,0.430179747,1.613325105
BAXGAK_clean,0.0004716883,0.222983171,0.432599465,1.624192462
BAXSIE_clean,9.28826e-05,0.053745107,0.105557541,0.46311817
BAZFUF_clean,0.000297353,0.17017571,0.329954369,1.630803076
BAZFUF01_clean,0.000297353,0.167898457,0.335724783,1.644438625
BAZGAM_clean,0.0004034845,0.285716467,0.566014713,2.809257057
BAZGEQ_clean,0.0004142185,0.210890542,0.419398301,1.895213773
BAZJET_clean,0.0004263549,0.217447461,0.428150762,1.920761141
BAZJIX_clean,0.0004725734,0.215424331,0.422436854,1.785474658
BEDYEQ_clean,0.0004428628,0.208416708,0.417983485,1.82102077
BEFLUV_clean,0.0005317114,0.233735219,0.439958108,1.536118585
BEFMAC_clean,0.0005701484,0.252665427,0.480427967,1.739349796
BEGDEY_clean,0.0019444436,0.73449268,1.248614614,3.20522196
BEJZAS_clean,0.0002992346,0.135130394,0.264483949,1.138761384
BELJIL_clean,5.66635e-05,0.034772967,0.069000547,0.325941138
BELTOD_clean,0.0005006647,0.230253871,0.426970391,1.80457773
BELTUJ_clean,0.000478342,0.234991997,0.443251218,1.793380505
BENZOL_clean,0.0005754541,0.259718615,0.490781415,1.669486722
BENZUR_clean,0.0004733698,0.223296157,0.422986004,1.476612906
BEPBAB_clean,0.0008741518,0.400135355,0.735725782,2.30995625
BEPLUF_clean,9.65275e-05,0.05068548,0.102052331,0.504739712
BEPMAM_clean,7.09761e-05,0.051559906,0.10056751,0.499430697
BEPMIU_clean,3.96744e-05,0.033068594,0.065286669,0.32365862
BEPNIV_clean,0.0001111809,0.051077654,0.101759048,0.490342057
BEPNOB_clean,0.0001026285,0.049484061,0.097445798,0.478648105
BEPNUH_clean,8.13196e-05,0.039054798,0.078984852,0.383873358
BEPPAP_clean,3.96744e-05,0.031652715,0.063823677,0.315235254
BEPPIX_clean,8.9143e-05,0.048228894,0.095688611,0.469684123
BEPPOD_clean,8.94737e-05,0.049859875,0.100054637,0.488396187
BEPREV_clean,0.0006640722,0.330738201,0.63171417,2.780402162
BEPREV01_clean,0.0006852499,0.348368637,0.659862359,2.870083673
BEPREV02_clean,0.0005672598,0.293032818,0.566793929,2.555032097
BEPREV03_clean,0.0006565087,0.332855971,0.627353076,2.785829704
BEPRIZ_clean,0.000395851,0.183008725,0.361119818,1.58714669
BEPROF_clean,0.0004590178,0.221282947,0.437280373,2.004083167
BEPVEZ_clean,0.0002183194,0.102708629,0.196530179,0.765562574
BEPVID_clean,0.0002429419,0.109873774,0.212047274,0.767084245
BEPVOJ_clean,0.0002626399,0.11194863,0.214668749,0.74728776
BEPVOJ01_clean,0.0002380174,0.112738191,0.214030206,0.769502173
BEPWEA_clean,1.56222e-05,0.009244072,0.018971011,0.093265851
BERQIA_clean,0.0007516201,0.33359158,0.586407226,1.918189325
BETDAH_clean,0.000434979,0.226191297,0.439106946,1.705163965
BETFOX_clean,0.0005839643,0.252806872,0.465983624,1.400769393
BETFUD_clean,0.0004834159,0.231910093,0.448008555,1.756377093
BETGEO_clean,0.0003180253,0.131089297,0.255627026,0.987055677
BETGIS_clean,0.0002003284,0.092968885,0.180887137,0.775615084
BETGOY_clean,0.0002007881,0.118278265,0.233881059,0.973106144
BETGUE_clean,0.0003591703,0.170325364,0.337205669,1.522437956
BETHEP_clean,0.0001696279,0.08760441,0.174423126,0.771020212
BETHIT_clean,0.000275642,0.138860756,0.271634708,1.259792032
BETZOR_clean,0.0006027763,0.283855843,0.526917542,1.727717027
BEVWAB_clean,0.0003376594,0.158202313,0.308044729,1.232418025
BEWCUD_clean,0.0002809052,0.165759594,0.32944432,1.658866397
BEWVEG_clean,0.0001810305,0.094823433,0.184866929,0.804507053
BEWVOQ_clean,0.0001796987,0.083116259,0.16519925,0.810814519
BEWWEH_clean,0.0001263506,0.067481771,0.136210202,0.667093474
BEXPAX_clean,0.0007981448,0.340215552,0.656116193,2.779105324
BEXQIF_clean,0.0002789045,0.129899749,0.260402424,1.201095876
BEXQOL_clean,0.0002350313,0.109508386,0.219580036,1.024922957
BEXQUR_clean,0.0001845502,0.114692885,0.221940893,1.061303637
BEXRAY_clean,0.0002006666,0.109122498,0.218170904,1.047272821
BEXREC_clean,0.0002279399,0.112672191,0.229608377,1.08465637
BEXRIG_clean,0.0002129425,0.117121444,0.233576682,1.110632286
BEXRUT_clean,0.0001346535,0.071782393,0.139271412,0.648900338
BEXSAA_clean,0.0001610776,0.07908737,0.156189282,0.698252304
BEXSEE_clean,0.0001431571,0.071356048,0.142172238,0.646061049
BEXSII_clean,0.0003408245,0.167349894,0.333194056,1.453547625
BEXTUV_clean,0.0004341058,0.199889569,0.388260985,1.455649974
BEXVAD_clean,0.0004411785,0.213687414,0.410757103,1.480195768
BEXVAD01_clean,0.0003531085,0.179183603,0.34731112,1.305033096
BEXVEH_clean,0.0002740801,0.15316764,0.303335506,1.34441276
BEXVIL_clean,0.0001815404,0.109489338,0.221758035,1.042006308
BEYSEF_clean,0.0001330839,0.068763275,0.13755982,0.644010585
BIBXIV_clean,0.0003669994,0.1735907,0.345517669,1.501240264
BIBXOB_clean,0.0003348484,0.153615403,0.306158106,1.451058088
BIBXUH_clean,0.0002986151,0.154589955,0.308153634,1.425108016
BICPOT_clean,0.0003370757,0.169170893,0.326517417,1.361416879
BICPUA_clean,0.0002891846,0.146632636,0.295219276,1.402273987
BIDPOV_clean,0.0005664815,0.286653924,0.575475965,2.378016155
BIFGOO_clean,5.79871e-05,0.031886343,0.062647551,0.299145024
BIFKEI_clean,0.0004750028,0.222313083,0.430216064,1.753472689
BIHBEB_clean,0.0019778432,0.700787966,1.130809872,2.848346822
BIJDUV_clean,0.0002956106,0.130959826,0.252468809,1.079617592
BIJFAD_clean,0.0002688517,0.145657852,0.283854496,1.212973645
BIMDIL_clean,0.0003302071,0.156022853,0.308000668,1.241246678
BINCUY_manual,0.0002823916,0.151904105,0.301379643,1.399937946
BINDAF_manual,0.0003147819,0.160530705,0.313711656,1.425686034
BINMIW_clean,0.0013144118,0.423108887,0.621641124,1.380324395
BINROH_clean,0.0004451823,0.238039412,0.471333274,2.098125624
BINRUN_clean,0.0005439195,0.271141581,0.532588598,2.237177436
BINSAU_clean,0.0004257181,0.224690295,0.444908211,1.985661715
BIPBAF_clean,0.0002942935,0.155353105,0.302768754,1.373537744
