Adsorbent,O2_40C_0.001bar,O2_40C_0.5bar,O2_40C_1bar,O2_40C_5bar,RMSE_Langmuir,RMSE_Freundlich,RMSE_Quadratic,RMSE_Sips,best_model,best_params
ABAYIO_clean,0.0001362103,0.0752126153,0.1442114173,0.657037656,0.0009604457051404097,7.5731986633018e-05,0.0009378565303979316,,Freundlich,[0.14428802 1.06168893]
ABAYOU_clean,0.0001613154,0.0783292913,0.1541352282,0.6849089753,1.5669542809801192e-05,0.00110143345001188,7.63860179907601e-05,6.066044016494035e-07,Sips,[4.98280633 0.03192083 0.99904514]
ABETIN_clean,0.000239586,0.120539559,0.2412466546,1.156021767,0.00032260713291806917,0.0009346272879115762,0.00028785671287944023,7.389924034412728e-06,Sips,[15.30374207  0.01601637  1.01251201]
ABEXIQ_clean,5.35383e-05,0.0237194505,0.0475420118,0.2227788214,0.00010956992597190334,0.0002920014961554063,9.759535833133942e-05,5.7671156549541145e-06,Sips,[1.89578289 0.02572277 1.02158782]
ABIYIV_clean,7.64716e-05,0.0438291261,0.0845655241,0.3549176012,0.0002197467451852708,0.0007002953154005209,0.0002850694775801295,1.3821923557077017e-05,Sips,[2.21459358 0.03970184 0.97554917]
ABULOB_clean,0.0004473428,0.2411898236,0.4538187611,1.7309674395,0.0021798314883961895,0.005388109266794682,0.0030706863453633937,0.00010712528693497707,Sips,[7.5861157  0.06362939 0.95439459]
ABUWOJ_clean,0.0002458771,0.1169343853,0.2307873755,1.0194599549,0.00017028297803157625,0.00191054606335926,5.843523238940092e-05,8.882428018593068e-06,Sips,[6.47326354 0.03697044 1.00693306]
ac403674p_si_001_clean,8.14568e-05,0.0305804017,0.0610471428,0.2959155395,2.949561076570343e-05,0.00014320169305020693,2.785423625757668e-05,1.079764152175974e-05,Sips,[6.39767304 0.00963397 1.00420282]
ACAJIZ_clean,7.01702e-05,0.0312175157,0.0627421396,0.288308192,0.00021800894913160816,0.0005283001408740644,0.00019224435502468646,9.157752791081782e-06,Sips,[1.82503856 0.03560237 1.03263438]
ACAJOF_clean,6.58209e-05,0.0301833081,0.061384171,0.2980403765,0.00027125960974947025,0.0003641082858206728,0.0002521749429433141,9.3071333554382e-06,Sips,[2.64724295 0.02373833 1.04139585]
ACIBIY_clean,1.63159e-05,0.0091252729,0.0176993002,0.0905336626,,0.0001474845186944376,0.00012238487578259237,,Quadratic,[9.14661176e-05 1.76312735e-02 8.81643066e-05]
ACIBOE_clean,0.0001371797,0.0704854283,0.1423975256,0.6781067343,0.0005043576985364474,0.0008980230229448293,0.0004599532840299921,1.0528492581741243e-05,Sips,[5.65654452 0.02582399 1.0332083 ]
ACOGAB_clean,0.0003558843,0.1619971878,0.3137052646,1.2588776891,7.324032830748149e-05,0.004107984871514857,0.0005119558300080162,8.42025306406681e-06,Sips,[5.17151852 0.06457741 0.99780098]
ACOGEF_clean,0.000300561,0.1495587465,0.2881664404,1.1450372372,0.000286152518555818,0.0037392627227253376,0.0007218028707162859,1.3464393692050674e-05,Sips,[4.7240187  0.06496315 0.99059059]
ACOLIP_clean,0.0002454679,0.1296281623,0.2518731095,1.0506084965,0.0002084779538439029,0.0025871934630890903,0.00044210086965059905,1.6674931828691028e-05,Sips,[5.39710499 0.04895283 0.99220818]
ACOLOV_clean,0.0001658884,0.0726224232,0.1456149052,0.6906156539,0.00029638492008521344,0.0007504547365064109,0.00026839227904905925,1.7751209245407476e-05,Sips,[6.95210854 0.02139346 1.01903869]
acs.cgd.5b01554_VAGNUP1452791_clean,3.22968e-05,0.0147891603,0.0291907591,0.1434134225,7.026261556507913e-05,3.363912254077568e-05,6.518916800202015e-05,,Freundlich,[0.02923009 1.01189665]
acs.cgd.5b01686_WAHFUJ1434675_clean,0.000121984,0.060891653,0.1207253516,0.5172643999,0.00032673392327941023,0.0014396602742962079,0.00022279968839665308,7.666426948175196e-06,Sips,[2.35350974 0.05406933 1.0255532 ]
acs.chemmater.5b03723_cm5b03723_si_004_clean,0.000540833,0.1992526384,0.3680457382,1.3443380059,0.002693115537947648,0.004432739566335689,0.003636861203782872,4.824144775048342e-05,Sips,[5.71522463 0.0688304  0.9301667 ]
acs.chemmater.5b03723_cm5b03723_si_005_clean,0.0003315437,0.149994587,0.2977262565,1.3610080024,0.0002750686082019896,0.001897029964866805,0.00019319202005270048,2.168939409060646e-05,Sips,[11.10745843  0.02754237  1.0086454 ]
acs.chemmater.6b02817_cm6b02817_si_004_clean,0.0002043621,0.0926372383,0.1842187877,0.8608355281,0.00012405228786675708,0.0008838595118984316,9.457029039092167e-05,1.2192264139241183e-05,Sips,[9.22788133 0.02036989 1.00627961]
acs.chemrev.6b00346_cr6b00346_si_001_clean,0.0002458397,0.1240144888,0.2472968418,1.125743272,0.0005082210234457203,0.001898475425881568,0.00041180208323467427,1.1139909347641467e-05,Sips,[7.72888314 0.03305403 1.01930625]
acs.inorgchem.5b02973_ic5b02973_si_002_clean,0.0002395144,0.1116330125,0.2152511329,0.7928570511,0.00043673205531385853,0.004322658657467208,0.0001867873657509167,1.5631680430494633e-05,Sips,[2.23492054 0.10657716 1.01942339]
acs.inorgchem.6b00081_ic6b00081_si_001_clean,9.38541e-05,0.0441583476,0.0885416689,0.4153222743,0.00020852851136990585,0.000542555669473126,0.00018523773717318422,7.946573725317837e-06,Sips,[3.54281953 0.02563241 1.02207366]
acs.inorgchem.6b00136_ic6b00136_si_002_clean,0.0005509002,0.2489929137,0.4558854507,1.6469577778,0.004056928041391739,0.005126558045701269,0.00532103551184406,0.0001614912423446383,Sips,[7.39353831 0.06571322 0.91508947]
acs.inorgchem.6b00276_ic6b00276_si_006_clean,0.0007305785,0.3026545663,0.5364327042,1.8901617332,0.008301304752647927,0.003617707631087099,0.009926846947428463,0.00041114670461386133,Sips,[13.26386856  0.04215077  0.85238432]
acs.inorgchem.6b00433_ic6b00433_si_002_clean,0.0001897049,0.0976912766,0.1891276745,0.8095621336,0.00047336679649057425,0.0013590517343643473,0.0005798599594498421,2.0176735030579853e-05,Sips,[5.78631375 0.03378991 0.97646137]
acs.inorgchem.6b00894_ic6b00894_si_002_clean,0.0002822701,0.1422348707,0.2790897415,1.1180863237,0.0007615807838965219,0.004440109506611662,0.0003132886724471176,1.5494589573705335e-05,Sips,[3.90333013 0.07700629 1.02591802]
acs.inorgchem.6b01211_ic6b01211_si_002_clean,0.00034203,0.1410369635,0.2761256738,1.1689885123,9.951594070990456e-05,0.002889273441441782,0.00012321003206189815,2.9454022361525723e-05,Sips,[5.93766936 0.04877199 1.00324976]
acs.inorgchem.6b01416_ic6b01416_si_004_clean,0.000200408,0.0933594208,0.1848736439,0.7630596641,0.0006821049766081921,0.0027811195144662113,0.0004451024646077796,2.2511314232246115e-05,Sips,[2.81695541 0.07023834 1.03495979]
acs.inorgchem.6b01569_ic6b01569_si_002_clean,6.39102e-05,0.0234523095,0.0461240992,0.2270252093,0.000150220912450553,9.498517136777586e-05,0.00013687707367627256,,Freundlich,[0.04623488 1.01140029]
acs.inorgchem.6b01740_ic6b01740_si_002_clean,0.0003064057,0.1418693653,0.2801323003,1.350520144,0.0005001619344521874,0.00016733170556024646,0.00047293846883481196,4.349737372293402e-06,Sips,[1.11942858e+02 2.50873721e-03 9.83333834e-01]
acs.inorgchem.6b01762_ic6b01762_si_002_clean,2.07553e-05,0.0103669058,0.0214833098,0.1008148147,0.00020118486329759276,0.0002709396779715401,0.00018532063299418026,4.2473198727524745e-06,Sips,[0.4485301  0.05030653 1.08828169]
acs.inorgchem.6b02407_ic6b02407_si_002_clean,0.0003358663,0.1805234552,0.3569815291,1.543116585,0.000661799710611028,0.0037881454452953177,0.0003954515536686973,2.1670687148890926e-06,Sips,[7.79568984 0.04798971 1.01748545]
acs.inorgchem.6b02407_ic6b02407_si_003_clean,0.0003102098,0.1685232333,0.3265832993,1.3511853387,0.00037095862692632407,0.003420297974132644,0.000699286459503353,2.9582824622338162e-05,Sips,[6.80469071 0.05041354 0.98930139]
acs.inorgchem.6b02514_ic6b02514_si_002_clean,0.0001008754,0.0471123818,0.0927211264,0.4314928321,0.00013731033423216,0.0002832809643476372,0.00014096289617950236,1.254756778633346e-06,Sips,[7.11043235 0.01321245 0.98614058]
acs.inorgchem.6b02696_ic6b02696_si_002_clean,0.000239605,0.1150490491,0.228491714,1.0326099802,0.0003188364349954802,0.0017151653795935992,0.0002322420582921604,1.204127248581834e-05,Sips,[7.22009732 0.03268082 1.01310369]
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean,0.00010997,0.0515457668,0.099811945,0.4649442,0.0005108650209771596,4.0076753839860266e-05,0.0004907088733776688,,Freundlich,[0.09985688 1.04633071]
acs.jpcc.6b08594_Zn2Cd6MOF5_opt_clean,0.0001326398,0.0579978948,0.1174708355,0.5731411373,0.00040047815346426415,0.0005511388948545472,0.0003739322519012924,1.831589039799311e-05,Sips,[6.35857652 0.01882205 1.03188771]
acscombsci.5b00188_24205_clean,0.0003100158,0.1474722772,0.2909650055,1.1858610112,0.0009686814182396481,0.004496881998188622,0.0005577564535341953,2.9485708941975332e-05,Sips,[4.26362577 0.07324165 1.03157541]
acscombsci.5b00188_3001288_clean,0.0002798252,0.1575515542,0.3160025465,1.5720377154,0.00024027646445023152,0.00032330847762707034,0.00021620795176519405,1.1160690349211849e-05,Sips,[7.72087319e+01 4.10965824e-03 1.00708859e+00]
acscombsci.5b00188_34903_clean,0.0006833028,0.3256309323,0.5840628555,1.8897945985,0.005130134650116515,0.010162727593845504,0.008396530004621523,0.0002451744232290455,Sips,[5.64752729 0.11535193 0.91486558]
acscombsci.5b00188_5013797_clean,0.0001586306,0.0887566296,0.1778135243,0.8489680825,0.00029487054828871567,0.0007817412436457351,0.0002603900190345619,2.0019673630201517e-06,Sips,[9.95154873 0.018193   1.01552638]
acscombsci.5b00188_5020072_clean,0.0001805013,0.0968077267,0.1915015051,0.9419392849,0.00037386171996518043,0.00015402751154491178,0.0003520152971638042,,Freundlich,[0.19168076 1.01089131]
acscombsci.5b00188_5024922_clean,0.0002149806,0.1162267687,0.227380909,1.1394019799,0.0011188046745886028,0.0010743820015900645,0.0010438871806379313,,Quadratic,[3.59639583e-05 2.27546218e-01 7.50655918e-04]
acscombsci.5b00188_5036495_clean,0.0002519827,0.1167896305,0.2297126302,1.1438015471,0.0008161826301864157,0.0007015527433427085,0.0007561684506502834,,Freundlich,[0.23053027 1.00483913]
acscombsci.5b00188_5040209_clean,0.0004845348,0.1921907292,0.3699665481,1.3632356373,0.0006105593316330328,0.007291328103422687,0.0004399085362435841,5.898197185943234e-05,Sips,[3.89881672 0.10483999 1.0157324 ]
acscombsci.5b00188_8372_clean,0.0004370507,0.1956397844,0.3570344709,1.2008488177,0.002342693730201783,0.006181639742438087,0.00397405987882365,8.782634900502343e-05,Sips,[3.66370092 0.10797572 0.93669795]
ACUBAB_clean,8.03021e-05,0.0463772369,0.0900359706,0.3862060702,0.00017581216989742349,0.0006816841972884208,0.0002293836483377187,1.275968424503702e-05,Sips,[2.63402887 0.03539177 0.98166547]
ACUFEK_clean,0.0002371468,0.113760178,0.2286943789,1.0865888778,0.0005821973643737311,0.0012622421274478786,0.0005276419498401974,1.939054385338997e-05,Sips,[10.25973128  0.02279863  1.02384703]
ACUJOZ_manual,0.0001551267,0.0829002808,0.1640926767,0.7808807295,0.0001437942607377007,0.000368687749262244,0.00014771052954328694,1.0075180687558224e-05,Sips,[1.74672058e+01 9.48343661e-03 9.91828334e-01]
ACUTOI_clean,6.91995e-05,0.026727181,0.0532701295,0.2439974138,9.407704026450183e-05,0.00037429278100090335,7.869449523502836e-05,1.0120480368678356e-05,Sips,[1.82070604 0.03013963 1.01648981]
ADARAA_clean,0.0002867765,0.1208521261,0.2405829238,1.0996605808,0.00037661409162482003,0.001677115142556913,0.0003036650425596452,3.142843684060896e-05,Sips,[8.25916125 0.03000308 1.01465016]
ADASEF_clean,0.0002937835,0.1323589218,0.2576338716,1.2145671264,0.00111082264034203,9.710687028533558e-05,0.001057788366930955,,Freundlich,[0.25774623 1.03823876]
ADASIJ_clean,0.0002089185,0.1046903404,0.2082344024,0.9616997952,0.00022267624962914935,0.0012255391960816488,0.00016989964689645835,4.86863739623795e-06,Sips,[8.47736919 0.02518211 1.01002864]
ADASOP_clean,0.0002057095,0.1225330456,0.2436702056,1.1419299623,0.00014467441246255108,0.0011081466537562659,9.675817751273044e-05,1.6683144821291386e-05,Sips,[12.89104782  0.0192665   1.00552446]
ADASUV_clean,0.0002176063,0.100884477,0.2042511407,0.955586559,0.0009226687112596692,0.0016940351777116145,0.0008383742469448431,3.0018004305608146e-05,Sips,[6.16473814 0.03426741 1.04242199]
ADATAC_clean,0.0003707945,0.1529554191,0.3005316309,1.4645576762,0.0009573785763263995,0.0004125515459313641,0.0008854563395296589,,Freundlich,[0.30101485 1.01726117]
ADATEG_manual,0.00029723,0.1441737682,0.2956964399,1.4345912399,0.0018454445349087947,0.0022697029012631632,0.0017131794868170886,4.697470128447069e-05,Sips,[10.03304061  0.03036716  1.05856302]
ADATIK_clean,0.0002503327,0.1213336562,0.2418170446,1.1619708876,8.29942471522747e-05,0.0006719755125162996,6.757783684606699e-05,5.542126937360526e-06,Sips,[2.11990099e+01 1.15386108e-02 1.00320210e+00]
ADAXEK_clean,0.0002299195,0.11186788,0.2201271188,0.8714868718,0.0008296100464468297,0.003863326853785642,0.00042975353225500613,2.1722135344005205e-05,Sips,[2.79881846 0.08536366 1.03585472]
ADAXIO_clean,0.0001231712,0.0649653969,0.1275774036,0.5545970367,1.943384227649243e-05,0.0011099600177166965,5.6566475393039245e-05,4.088997017467789e-06,Sips,[3.34957294 0.03959581 1.00140238]
ADIQEL_clean,0.0005689103,0.2506782895,0.4789911716,1.7299447113,0.00038544272321466367,0.009611938015246221,0.0011540160603899742,3.248129396908026e-05,Sips,[4.84441869 0.10972351 1.00769394]
ADOBIF_clean,0.00020704,0.0939946355,0.1753015518,0.6069508548,0.0005039040215950724,0.0033422348063714756,0.0012033681167645698,1.4483050284317302e-05,Sips,[1.73922855 0.11209105 0.97233015]
ADOCEC_clean,0.0001266995,0.0517535913,0.1021419952,0.4520211692,6.994463053841021e-05,0.0008282841992552912,2.4650136968284062e-05,1.2705103822283584e-05,Sips,[2.92621125 0.03616824 1.00633545]
ADOGEH_clean,0.0003661026,0.1654499744,0.2961229842,1.1141467355,0.004703933541029645,0.0008012655642779284,0.00518658839279218,0.00024195426919071682,Sips,[1.98429411e+01 1.51505136e-02 8.49828920e-01]
ADUROI_clean,0.0001488876,0.0838015229,0.1672097158,0.8005377642,0.00011754890218080858,0.0005582579970270589,9.662361134225834e-05,6.563747633549092e-06,Sips,[12.22112154  0.01387184  1.00656617]
ADUWIH_clean,0.0001536998,0.085930212,0.1704597512,0.8058105833,3.65740565685231e-05,0.0005585250471064018,5.1861010295728656e-05,1.0717667467962033e-05,Sips,[12.47846014  0.01384953  0.99808057]
ADUWON_clean,0.0003122364,0.1260080163,0.2487228221,1.1961836302,0.0004475067804720007,0.00018357103122031436,0.0004163179357727076,1.6042408336582852e-05,Sips,[8.05858433e+01 3.09598253e-03 9.83211600e-01]
AFEJOK_ion_b,0.0003143943,0.1684026579,0.3330533456,1.3975540171,0.0009513491532366373,0.004430984737618034,0.0005906936295088201,1.0545335277116449e-05,Sips,[5.75088646 0.06147348 1.02702399]
AFITEP_clean,0.0004322536,0.1923554271,0.3806944978,1.4801958653,0.002159780562308753,0.007741447895864284,0.00133737770851762,7.215873990982827e-05,Sips,[4.20853485 0.09945367 1.05412262]
AFITUF_clean,0.0001694591,0.0753632397,0.1494186973,0.6450109715,0.00036852539176392374,0.0016816874601877268,0.00025513233291854796,1.7884980960725888e-05,Sips,[3.09331854 0.0507552  1.02324935]
AFIXAO_clean,0.0001855956,0.0757543138,0.1476456486,0.6335026654,0.00016196585267165133,0.0012308380033202921,0.000246534165648979,1.046205697670597e-05,Sips,[3.95839964 0.03874438 0.98968702]
AFIXES_clean,0.0001478291,0.0764449022,0.1464317236,0.6278657373,0.000722854534962146,0.0007098484606427348,0.0007818199167448268,2.9287945169068692e-05,Sips,[6.47843994 0.02312583 0.95364747]
AFOVEX_clean,0.0001436257,0.0874680272,0.1742470675,0.7905593469,0.0003387516702728359,0.0013552372340567527,0.0002630323359325825,7.565464883424994e-06,Sips,[5.35829652 0.03361219 1.01826477]
AFOYAW_clean,0.0002209725,0.1151664926,0.2275001449,1.0049981815,0.00021174131892191364,0.0019233611578464507,9.490855813969487e-05,6.192847138437377e-07,Sips,[6.2615284  0.03770287 1.00875822]
AFOYEB_clean,1.06929e-05,0.0073400937,0.0143213807,0.0683099205,5.908685489263587e-05,1.358630671711933e-05,5.675720655071416e-05,,Freundlich,[0.01433684 1.03089225]
AFOYIE_clean,0.0001983176,0.0954502717,0.1886737199,0.9175136476,0.0003392915981912618,1.152206453661651e-05,0.0003190661889768542,,Freundlich,[0.18866303 1.01753311]
AFOYOK_clean,0.0001689979,0.0902378213,0.1762422459,0.8132247947,0.0005141791755001421,0.0003969057040854842,0.000515911018951024,2.295226918210149e-05,Sips,[1.79907663e+01 9.89322168e-03 9.72733950e-01]
AFUKET_clean,0.0002557828,0.1204706001,0.2298526281,0.887774055,0.0004920531047419334,0.003119641231313568,0.0009208842422482604,1.3701173076409617e-05,Sips,[3.48985508 0.07050705 0.97965444]
AFUKIX_clean,0.0002044763,0.0888821242,0.1765838625,0.8104185271,0.00017735987665192895,0.001095576263600361,0.00013266413271002128,1.728572685838751e-05,Sips,[6.78819305 0.02670808 1.00938118]
AGABIU_clean,9.33309e-05,0.0532165673,0.1055105944,0.5192537004,0.00015495825855870295,4.165332508580707e-05,0.0001473510091509186,,Freundlich,[0.10555778 1.01023728]
AGIREP_clean,0.0001668795,0.0771388257,0.1531670118,0.7155460078,5.3841288775090525e-05,0.0006915975484680047,3.178225922718134e-05,7.129543196859732e-06,Sips,[8.12337096 0.01921743 1.00326425]
AGOFEJ_clean,0.0001946637,0.0956960759,0.191909318,0.9198090537,0.00033883416281236644,0.0008172274005221669,0.0003065655073055003,1.022939447081267e-05,Sips,[11.12705986  0.01754974  1.01652172]
AGONAM_clean,7.87974e-05,0.0346909009,0.0688330855,0.3215720722,1.39709432265611e-05,0.00030065964628114475,4.88447232769911e-06,4.774618806777346e-06,Sips,[3.76773196 0.01860904 1.00178688]
AGONEQ_clean,9.3862e-05,0.0577212781,0.1149694153,0.5483301132,5.037790121189479e-05,0.0003819506327910598,3.439716789145251e-05,9.757876813334381e-06,Sips,[8.40341429 0.01387108 1.00402157]
AGUBUA_clean,0.0013115521,0.5449281991,0.9420934186,2.4037242073,0.003906999808500287,0.031139920076743304,0.018229103431364278,0.00016026181728920092,Sips,[4.16401368 0.29240523 0.95757338]
AHAMAY_clean,6.99309e-05,0.0368969142,0.0725567411,0.2889268409,0.00024820924290817024,0.001225905311263866,0.00012244866985742966,3.617829461876729e-06,Sips,[0.95858468 0.08188979 1.03252667]
AHEQAH_clean,0.0002044913,0.1067468042,0.2124827704,0.9928728533,0.00018794338737489248,0.0010622091527012379,0.00014551505983969817,2.0772051003332697e-07,Sips,[10.23797727  0.02119424  1.00828917]
AHIYOH_clean,0.0001999188,0.0876261425,0.1699387914,0.6553059671,0.00026309744824050364,0.0028947286817297305,8.834661378703327e-05,1.6588397994290476e-05,Sips,[2.13631588 0.08642202 1.0147242 ]
AHOKIR_clean,0.0001211639,0.0627586098,0.122578191,0.5214100678,4.119481462619437e-05,0.0011715014185404724,0.00013335267950913767,4.8441299105876225e-06,Sips,[2.87424634 0.04454692 0.99685251]
AHOKIR01_clean,0.0001996094,0.1036000638,0.2047768976,0.7903052122,0.0011613570512190314,0.004251642004086683,0.0006899066634435174,2.2178083942237743e-05,Sips,[2.20615824 0.10231751 1.05416072]
AHOKOX_clean,0.0001521344,0.0683300644,0.1348045036,0.5880624606,0.00014119594022643788,0.0012558969938223895,6.18939203533677e-05,1.0456250419466663e-05,Sips,[3.34394414 0.04200634 1.00984029]
AJAKON_clean,0.0001532641,0.0794363527,0.1588150417,0.6871211128,0.0006676269421989638,0.002020990182120218,0.0005287005302710639,1.2862664685011753e-05,Sips,[2.96518088 0.05659089 1.03970367]
AJAYIT_clean,1.80007e-05,0.0105981723,0.0204339623,0.0990631036,0.00014827635329217983,9.887981380341944e-05,0.00013936689803911094,,Freundlich,[0.02055006 1.02328176]
AJIGIL_clean,7.30996e-05,0.0341563316,0.0686374346,0.3236925416,0.00018354485295651646,0.0004183459336563103,0.0001653789592752193,6.958449058255925e-06,Sips,[2.77946753 0.02531965 1.02506037]
AJOTEY_clean,0.0001716805,0.0845301246,0.1671867653,0.7546606304,8.82778820893738e-05,0.001132949069269209,3.2199704995854746e-05,2.6645209755692464e-06,Sips,[5.79444352 0.02971016 1.00495715]
AJOVEB_clean,0.0001248109,0.0579100469,0.1134115398,0.470209611,0.00012658659144387511,0.0014077032341289204,3.7650652684067596e-06,6.593805373839425e-06,Quadratic,[-4.84077866e-03  1.18245067e-01  3.81791542e-06]
AKEDIF_clean,0.0002870325,0.1409718636,0.279304488,1.1836902943,0.0008149328115903389,0.0035670631008439223,0.0005434224489601626,2.1354254700403298e-05,Sips,[5.05950335 0.05842935 1.02757513]
AKOBAF_clean,0.0002069936,0.0963037508,0.189512948,0.7701945515,0.0005416424069793654,0.0028783381943760992,0.00027333300745503594,1.9240509784098265e-05,Sips,[2.80667345 0.07241146 1.02710161]
AKOXIJ_clean,0.001150598,0.4247909004,0.711864566,1.9502926285,0.011416582852944888,0.013805075558582656,0.019710560815015012,0.0006862008199087571,Sips,[4.97034334 0.16718733 0.83963578]
AKUKUO_clean,0.0001873475,0.0969301005,0.1899104529,0.7702433601,0.0003740514972046191,0.0027524670221431226,0.0001060078623452348,4.407096797020048e-06,Sips,[2.91629347 0.06965651 1.01867948]
ALAMUW_clean,0.000199768,0.1218491084,0.2365689967,1.1015269269,0.0010684374145337279,7.737323420907697e-05,0.0010412428113688612,5.8534276262113736e-05,Sips,[2.50882640e+02 9.43845593e-04 9.57887385e-01]
ALANAD_clean,0.0002374598,0.109678478,0.2160162229,1.0249182784,0.00040782090412212085,0.0003213521501124099,0.00039450561033955994,4.0499812951853365e-06,Sips,[3.42796077e+01 6.34156123e-03 9.82359967e-01]
ALEJEI_clean,0.0002219731,0.1144708672,0.2222489085,1.0862893822,0.0013167061658645967,0.0009127915768734983,0.0012313589581090586,,Freundlich,[0.22331843 1.01743171]
ALEJIM_clean,0.0002373618,0.1191723197,0.2382209438,1.1300459135,0.0003249355953906539,0.0010767482882312052,0.0002838371125171386,7.577507367005564e-06,Sips,[12.87694048  0.01884849  1.01277095]
ALICAA_clean,8.12946e-05,0.0392641775,0.0776805687,0.3417303515,0.00010832737099784179,0.0007094736796030238,6.494861593985423e-05,3.7301763265429826e-06,Sips,[1.9834527  0.04076063 1.01312359]
ALIXAU_clean_h,7.41121e-05,0.0316292102,0.0630768456,0.2884111134,0.00012239747537123958,0.0004603723052129621,0.00010172533643104386,8.37340885327472e-06,Sips,[2.07682142 0.03132305 1.01818498]
ALIXOJ_clean,0.0001752014,0.0773798665,0.1546808923,0.7169523964,0.00031643669976658947,0.001015995091791395,0.0002735239646937512,1.797521132974785e-05,Sips,[5.71341293 0.02782657 1.01916853]
ALIXUP_clean,2.62771e-05,0.0138936457,0.0284456007,0.1380845272,0.00016649733461558564,0.00020708127106958113,0.00015411579984562064,3.1254648041934676e-06,Sips,[1.0139567  0.02886374 1.05491171]
ALOLES_ion_b,6.0171e-06,0.0037173409,0.0072878654,0.0352768309,2.5376071136119933e-05,9.047128739293746e-06,2.412918663330082e-05,,Freundlich,[0.00729838 1.02150524]
ALOLIY_clean,1.72041e-05,0.0093917365,0.0187697097,0.0929006007,2.3641403069519e-06,1.3944325512177885e-05,1.7205639289999405e-06,7.390240308008476e-07,Sips,[6.25929130e+00 3.00771812e-03 1.00111642e+00]
ALONEV_clean,3.80783e-05,0.0176944226,0.0353681741,0.171083438,2.80193347031983e-05,9.852759133761161e-05,2.5446942666875975e-05,2.0432631935135427e-06,Sips,[3.12049832 0.01146406 1.00738747]
ALUJIB_clean,0.0001016805,0.0649399709,0.1245461733,0.5650012943,0.0008058691839443782,4.3718616371604103e-05,0.0007938970722849968,,Freundlich,[0.12454681 1.06433998]
ALUKIC_clean,0.0002131521,0.0989774745,0.1962209278,0.9492470385,0.0001974349357453573,0.0002175759409186024,0.00018738366614788404,1.4045696016742704e-06,Sips,[4.26691920e+01 4.61990017e-03 9.90604646e-01]
ALULEZ_clean,0.0001293297,0.0849449805,0.170653622,0.8379209853,0.0002523087207288015,0.00042706231709516975,0.00022504330943783882,1.3695306795537595e-05,Sips,[1.70414286e+01 1.01153604e-02 1.01379553e+00]
ALULID_clean,0.000172826,0.0770314476,0.1536308301,0.7259932372,0.0001503400769780998,0.0006750800050143691,0.000129287226123269,1.2970370281832427e-05,Sips,[8.48844436 0.01843238 1.00913086]
ALURAB_clean,0.0001268594,0.0630554482,0.1243094934,0.5654096603,5.1803639751617816e-05,0.0006761791271612946,8.077186640196923e-05,1.9466819261085352e-06,Sips,[5.33935551 0.02383671 0.99609336]
ALUREF_clean,0.0001255908,0.0644559756,0.1285009269,0.5778545641,0.00030545911095874377,0.0011200210485730598,0.00024335718192930222,5.658727020366675e-06,Sips,[3.52221239 0.03786438 1.02235733]
ALURIJ_clean,0.0001066086,0.0661417383,0.1318138912,0.5931231668,0.0003007437033789879,0.0011323505302478192,0.0002339645111793269,5.645236996400974e-06,Sips,[3.66389589 0.03731908 1.02145488]
am301365h_si_002_clean,0.0001565108,0.0747554667,0.1492364723,0.7146805889,0.00012006134805103058,0.0005098130985711943,0.00010512050772639498,6.411512544255353e-06,Sips,[10.6725608   0.01418148  1.00751616]
AMAFOK_clean,0.0001001484,0.0595464643,0.1179464533,0.493271389,0.0003894792414029706,0.0016410191857953638,0.00025247974938491627,4.987788958039998e-07,Sips,[1.95231195 0.06429824 1.03125956]
AMAGAX_clean,0.0001278014,0.0553951623,0.1081064961,0.4729886222,0.00015545104673666472,0.0007402720495923717,0.0001988987451599183,2.7012971963686104e-06,Sips,[3.55987663 0.03131912 0.98648047]
AMILOY_clean,0.0001921421,0.0950969468,0.1840051298,0.7112833375,0.00017495744079561022,0.003008671090243486,0.00019722398349791923,2.4747431046031026e-06,Sips,[2.39879667 0.08308008 1.00905409]
AMILUE_clean,0.0001846948,0.0943343362,0.1843789877,0.6972107887,0.0007359781707030879,0.0037594800516748935,0.00026727217218290057,1.4178293316679546e-05,Sips,[1.96029756 0.10382154 1.0381611 ]
AMIMAL_clean,0.0002174632,0.0972388102,0.1874592196,0.702115626,0.00025020319618356424,0.003468640197658787,0.00022768563565345705,1.459081474503917e-05,Sips,[2.12146228 0.09692784 1.01273535]
AMIMEP_clean,0.000201079,0.0954425047,0.1844638877,0.7033667841,0.00022358445133889522,0.0032049039459496596,0.0001911221576240325,7.782629239291844e-06,Sips,[2.24816421 0.08938489 1.01155441]
AMIZIG_clean,2.82547e-05,0.0179552978,0.0351974469,0.1732589607,0.00014015290897364272,9.651092213893757e-05,0.00013211983454049315,,Freundlich,[0.03531009 1.01185677]
AMOYOR_clean,0.0002444955,0.0935956268,0.185335241,0.7278091403,0.0010061465129982934,0.003620555992297232,0.0006410076473828209,5.12853902317752e-05,Sips,[2.14159618 0.09473889 1.05169784]
AMUFOF_clean,6.38272e-05,0.03820055,0.0747029619,0.3427165293,0.00018415160209882421,0.00022618326578758674,0.0001905498435157233,1.2467988182032077e-05,Sips,[5.67905035 0.01332954 0.97697588]
