Adsorbent,O2_40C_0.001bar,O2_40C_0.5bar,O2_40C_1bar,O2_40C_5bar
acs.inorgchem.6b02514_ic6b02514_si_002_clean,0.0001008754,0.0471123818,0.0927211264,0.4314928321
acs.inorgchem.6b02696_ic6b02696_si_002_clean,0.000239605,0.1150490491,0.228491714,1.0326099802
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean,0.00010997,0.0515457668,0.099811945,0.4649442
acs.jpcc.6b08594_Zn2Cd6MOF5_opt_clean,0.0001326398,0.0579978948,0.1174708355,0.5731411373
acscombsci.5b00188_24205_clean,0.0003100158,0.1474722772,0.2909650055,1.1858610112
acscombsci.5b00188_3001288_clean,0.0002798252,0.1575515542,0.3160025465,1.5720377154
acscombsci.5b00188_34903_clean,0.0006833028,0.3256309323,0.5840628555,1.8897945985
acscombsci.5b00188_5013797_clean,0.0001586306,0.0887566296,0.1778135243,0.8489680825
acscombsci.5b00188_5020072_clean,0.0001805013,0.0968077267,0.1915015051,0.9419392849
acscombsci.5b00188_5024922_clean,0.0002149806,0.1162267687,0.227380909,1.1394019799
acscombsci.5b00188_5036495_clean,0.0002519827,0.1167896305,0.2297126302,1.1438015471
acscombsci.5b00188_5040209_clean,0.0004845348,0.1921907292,0.3699665481,1.3632356373
acscombsci.5b00188_8372_clean,0.0004370507,0.1956397844,0.3570344709,1.2008488177
ACUBAB_clean,8.03021e-05,0.0463772369,0.0900359706,0.3862060702
ACUFEK_clean,0.0002371468,0.113760178,0.2286943789,1.0865888778
ACUJOZ_manual,0.0001551267,0.0829002808,0.1640926767,0.7808807295
ACUTOI_clean,6.91995e-05,0.026727181,0.0532701295,0.2439974138
ADARAA_clean,0.0002867765,0.1208521261,0.2405829238,1.0996605808
ADASEF_clean,0.0002937835,0.1323589218,0.2576338716,1.2145671264
ADASIJ_clean,0.0002089185,0.1046903404,0.2082344024,0.9616997952
ADASOP_clean,0.0002057095,0.1225330456,0.2436702056,1.1419299623
ADASUV_clean,0.0002176063,0.100884477,0.2042511407,0.955586559
ADATAC_clean,0.0003707945,0.1529554191,0.3005316309,1.4645576762
ADATEG_manual,0.00029723,0.1441737682,0.2956964399,1.4345912399
ADATIK_clean,0.0002503327,0.1213336562,0.2418170446,1.1619708876
ADAXEK_clean,0.0002299195,0.11186788,0.2201271188,0.8714868718
ADAXIO_clean,0.0001231712,0.0649653969,0.1275774036,0.5545970367
ADIQEL_clean,0.0005689103,0.2506782895,0.4789911716,1.7299447113
ADOBIF_clean,0.00020704,0.0939946355,0.1753015518,0.6069508548
ADOCEC_clean,0.0001266995,0.0517535913,0.1021419952,0.4520211692
ADOGEH_clean,0.0003661026,0.1654499744,0.2961229842,1.1141467355
ADUROI_clean,0.0001488876,0.0838015229,0.1672097158,0.8005377642
ADUWIH_clean,0.0001536998,0.085930212,0.1704597512,0.8058105833
ADUWON_clean,0.0003122364,0.1260080163,0.2487228221,1.1961836302
AFEJOK_ion_b,0.0003143943,0.1684026579,0.3330533456,1.3975540171
AFITEP_clean,0.0004322536,0.1923554271,0.3806944978,1.4801958653
AFITUF_clean,0.0001694591,0.0753632397,0.1494186973,0.6450109715
AFIXAO_clean,0.0001855956,0.0757543138,0.1476456486,0.6335026654
AFIXES_clean,0.0001478291,0.0764449022,0.1464317236,0.6278657373
AFOVEX_clean,0.0001436257,0.0874680272,0.1742470675,0.7905593469
AFOYAW_clean,0.0002209725,0.1151664926,0.2275001449,1.0049981815
AFOYEB_clean,1.06929e-05,0.0073400937,0.0143213807,0.0683099205
AFOYIE_clean,0.0001983176,0.0954502717,0.1886737199,0.9175136476
AFOYOK_clean,0.0001689979,0.0902378213,0.1762422459,0.8132247947
AFUKET_clean,0.0002557828,0.1204706001,0.2298526281,0.887774055
AFUKIX_clean,0.0002044763,0.0888821242,0.1765838625,0.8104185271
AGABIU_clean,9.33309e-05,0.0532165673,0.1055105944,0.5192537004
AGIREP_clean,0.0001668795,0.0771388257,0.1531670118,0.7155460078
AGOFEJ_clean,0.0001946637,0.0956960759,0.191909318,0.9198090537
AGONAM_clean,7.87974e-05,0.0346909009,0.0688330855,0.3215720722
AGONEQ_clean,9.3862e-05,0.0577212781,0.1149694153,0.5483301132
AGUBUA_clean,0.0013115521,0.5449281991,0.9420934186,2.4037242073
AHAMAY_clean,6.99309e-05,0.0368969142,0.0725567411,0.2889268409
AHEQAH_clean,0.0002044913,0.1067468042,0.2124827704,0.9928728533
AHIYOH_clean,0.0001999188,0.0876261425,0.1699387914,0.6553059671
AHOKIR_clean,0.0001211639,0.0627586098,0.122578191,0.5214100678
AHOKIR01_clean,0.0001996094,0.1036000638,0.2047768976,0.7903052122
AHOKOX_clean,0.0001521344,0.0683300644,0.1348045036,0.5880624606
AJAKON_clean,0.0001532641,0.0794363527,0.1588150417,0.6871211128
AJAYIT_clean,1.80007e-05,0.0105981723,0.0204339623,0.0990631036
AJIGIL_clean,7.30996e-05,0.0341563316,0.0686374346,0.3236925416
AJOTEY_clean,0.0001716805,0.0845301246,0.1671867653,0.7546606304
AJOVEB_clean,0.0001248109,0.0579100469,0.1134115398,0.470209611
AKEDIF_clean,0.0002870325,0.1409718636,0.279304488,1.1836902943
AKOBAF_clean,0.0002069936,0.0963037508,0.189512948,0.7701945515
AKOXIJ_clean,0.001150598,0.4247909004,0.711864566,1.9502926285
AKUKUO_clean,0.0001873475,0.0969301005,0.1899104529,0.7702433601
ALAMUW_clean,0.000199768,0.1218491084,0.2365689967,1.1015269269
ALANAD_clean,0.0002374598,0.109678478,0.2160162229,1.0249182784
ALEJEI_clean,0.0002219731,0.1144708672,0.2222489085,1.0862893822
ALEJIM_clean,0.0002373618,0.1191723197,0.2382209438,1.1300459135
ALICAA_clean,8.12946e-05,0.0392641775,0.0776805687,0.3417303515
ALIXAU_clean_h,7.41121e-05,0.0316292102,0.0630768456,0.2884111134
ALIXOJ_clean,0.0001752014,0.0773798665,0.1546808923,0.7169523964
ALIXUP_clean,2.62771e-05,0.0138936457,0.0284456007,0.1380845272
ALOLES_ion_b,6.0171e-06,0.0037173409,0.0072878654,0.0352768309
ALOLIY_clean,1.72041e-05,0.0093917365,0.0187697097,0.0929006007
ALONEV_clean,3.80783e-05,0.0176944226,0.0353681741,0.171083438
ALUJIB_clean,0.0001016805,0.0649399709,0.1245461733,0.5650012943
ALUKIC_clean,0.0002131521,0.0989774745,0.1962209278,0.9492470385
ALULEZ_clean,0.0001293297,0.0849449805,0.170653622,0.8379209853
ALULID_clean,0.000172826,0.0770314476,0.1536308301,0.7259932372
ALURAB_clean,0.0001268594,0.0630554482,0.1243094934,0.5654096603
ALUREF_clean,0.0001255908,0.0644559756,0.1285009269,0.5778545641
ALURIJ_clean,0.0001066086,0.0661417383,0.1318138912,0.5931231668
am301365h_si_002_clean,0.0001565108,0.0747554667,0.1492364723,0.7146805889
AMAFOK_clean,0.0001001484,0.0595464643,0.1179464533,0.493271389
AMAGAX_clean,0.0001278014,0.0553951623,0.1081064961,0.4729886222
AMILOY_clean,0.0001921421,0.0950969468,0.1840051298,0.7112833375
AMILUE_clean,0.0001846948,0.0943343362,0.1843789877,0.6972107887
AMIMAL_clean,0.0002174632,0.0972388102,0.1874592196,0.702115626
AMIMEP_clean,0.000201079,0.0954425047,0.1844638877,0.7033667841
AMIZIG_clean,2.82547e-05,0.0179552978,0.0351974469,0.1732589607
AMOYOR_clean,0.0002444955,0.0935956268,0.185335241,0.7278091403
AMUFOF_clean,6.38272e-05,0.03820055,0.0747029619,0.3427165293
AMUPOP_clean,0.0002004041,0.1016297779,0.1925198872,0.6889320667
AMUWUB_clean,6.55272e-05,0.0328197871,0.065393847,0.3277251387
AMUXAI_clean,3.22393e-05,0.0265092681,0.0536934114,0.2680952308
ANEHEI_clean,0.0001263333,0.0732350131,0.142350796,0.6225971468
ANIDIL_clean,3.66723e-05,0.0188928241,0.0368267588,0.1721684191
ANOMOG_clean,0.000298669,0.1299263224,0.2555364806,1.1080859588
ANOMUM_clean,0.0002177701,0.1156794808,0.2328659306,1.0549858308
ANONAT_manual,0.0002264809,0.105537201,0.2052846207,0.9708278471
ANUGEW_clean,0.0001959018,0.1087994001,0.2161914004,1.045682646
ANUGIA_clean,0.0002133227,0.1131642303,0.2231389428,1.0870028162
ANUGOG_clean,0.0003096619,0.1189643702,0.2367958939,1.1169815313
APACAX_clean,0.0004681369,0.2126334495,0.4135563839,1.694868329
APARAM_clean,0.0002394807,0.1074958603,0.2073201941,0.7826521009
APEBED_clean,0.0002579644,0.1277336745,0.2393747899,0.8365462647
APEBEE_clean,0.0003399117,0.1533975059,0.2945023379,1.118416294
APEBII_clean,0.0009569396,0.3436790806,0.5634093002,1.4711998318
APEBUU_clean,0.0001034553,0.0590092173,0.1151216854,0.5033172466
APUPEH_clean,0.0002732133,0.1396726919,0.2784144349,1.3463443695
AQEGUY_clean,0.0005616044,0.2088206122,0.365613939,1.0132779197
AQEQES_clean,0.0001145979,0.0578337376,0.1158989181,0.539888659
AQEQIW_clean,0.0001628668,0.0620742464,0.1236466871,0.5827020698
AQERUL_clean,0.0012927492,0.5223992718,0.8581980918,1.8615104559
AQIQAU_clean,0.0001890982,0.0957792616,0.1875103831,0.8832427093
AQIXUU_clean,0.0001214501,0.0628150076,0.1212742578,0.4789903679
AQIXUV_clean,6.67327e-05,0.0336277383,0.0667688838,0.3242168313
AQOLEZ_clean,0.0002856108,0.1409632335,0.2793967709,1.2420909722
AQOLID_clean,0.0002291349,0.1182378392,0.2344331445,0.9892879363
AQOLOJ_clean,0.0006791147,0.3148964805,0.595901902,2.1432792866
AQOLUP_clean,0.0002914716,0.1423849016,0.2745083498,1.2226075266
AQOMAW_clean,0.0001953919,0.1023826378,0.2007529573,0.8768848904
AQOMEA_clean,0.0002790685,0.1317120805,0.2612122844,1.1575928263
AQOMEA01_clean,0.0002625311,0.1356293759,0.2672174259,1.1799555184
AQUCOF_clean,0.000104509,0.0495734757,0.0975779237,0.4743229622
AQUCOG_clean,5.79661e-05,0.0300005654,0.0594366304,0.2939477532
AQUCUM_clean,6.06414e-05,0.0304562679,0.0620914767,0.2972946252
AQUDAS_clean,0.0001031155,0.0493226543,0.0988306377,0.4734799233
AQUDAT_clean,8.81563e-05,0.0417249346,0.0864500264,0.358213078
AQUDEX_clean,8.24688e-05,0.0424500911,0.0841906663,0.3640285486
AQUDIB_clean,6.15332e-05,0.0288920757,0.0584396139,0.2872611434
AQUDOH_clean,9.24219e-05,0.0402774654,0.0777623675,0.3385442752
ARADEE_clean,0.0001509341,0.0767380266,0.1531454357,0.7068389095
ARAFEF_clean,0.0002209825,0.1200161589,0.2422874726,1.1134722348
ARAFIJ_clean,0.0002304262,0.1235348802,0.2421269297,1.1169191839
ARAFOP_clean,0.0002504468,0.1237161992,0.2411610285,0.9881543847
ARAGOR_clean,0.0001525274,0.0819154098,0.1607063552,0.717415997
ARINOF_clean,0.0002037352,0.0935589235,0.1823444178,0.7353304688
ARINUL_clean,0.0001865896,0.0797504136,0.1585678793,0.6629759383
AROFAP_clean,0.0002537735,0.1112125211,0.2201584963,0.9146794468
AROFET_clean,0.0001741583,0.0806651535,0.1597529303,0.7492464677
ARUYES_clean,0.0001980317,0.0902996745,0.1764811259,0.7403346066
ARUYUH_clean,0.0002280525,0.1022845708,0.1998970927,0.851827528
ARUYUH01_clean,0.0002633704,0.1255983974,0.2484914464,1.0486287576
ASACON_clean,6.03583e-05,0.0301371537,0.0582037558,0.2682584575
ASADAA_clean,8.67877e-05,0.0373299699,0.0733259804,0.3400471446
ASANAL_clean,0.0001593241,0.0890944424,0.1729570272,0.7305589256
ASEJOZ_clean,4.16915e-05,0.0283879715,0.0561310284,0.2517030328
ASEJOZ01_clean,5.99315e-05,0.0284040401,0.0553480107,0.2456477834
ASEKAM_clean,7.65333e-05,0.0439407574,0.0862934484,0.3977489979
ASINAT_clean,0.0002248888,0.1089643347,0.2140636317,0.9781004149
ASINEX_clean,0.0001963012,0.1038452561,0.2070806443,0.9585446196
ASINIB_clean,0.0002199208,0.1019705637,0.1994815169,0.9326782112
ASIQEA_clean,0.0001315745,0.0690217835,0.1381787963,0.6541737348
ASIQIE_clean,0.0001644681,0.0705056513,0.1408541442,0.6726508133
ASIVAB_clean,0.0002395437,0.1045408657,0.2085627201,1.0146439261
ASIVEF_clean,0.0001740417,0.1208616532,0.2455610739,1.1171148326
ASOHUL_clean,0.0001156263,0.0441710989,0.0885807919,0.4227537749
ASOSUY_clean,0.0003116072,0.1787403055,0.348910396,1.4922683136
ASOVEL_clean,0.0002128235,0.0930189128,0.1824907674,0.7915292505
ASOYOY_clean,0.0002026773,0.1089313637,0.212755874,0.9571895433
ASUWUI_clean,0.0001838364,0.0929006371,0.1802367639,0.7687939379
ATAFIK_clean,0.0001285212,0.0685920308,0.135290425,0.6220835614
ATAYAX_clean,0.0002649552,0.1392523799,0.2757797688,1.2258319919
ATAYEB_clean,0.0002418704,0.1234578245,0.2455575914,1.1273902366
ATEYED_clean,0.0002606551,0.1347859068,0.2700736718,1.3009333732
ATEYUV_clean,0.0002705027,0.1303235937,0.2597182241,1.1924615057
ATEZAC_clean,0.0001772571,0.1069817541,0.2132580249,1.0306649913
ATEZEG_clean,0.000288544,0.1339573932,0.2672978992,1.2310117298
ATEZIK_clean,0.0002711284,0.1211216599,0.236615752,1.1303310573
ATIBAG_clean,2.39508e-05,0.0087691937,0.0175367908,0.0865039767
ATIBOU_clean,1.43705e-05,0.0093871249,0.0183048137,0.0897580948
ATIBOU01_clean,2.23541e-05,0.0094893151,0.0184852432,0.0910386653
ATIBOU02_clean,1.1177e-05,0.0093072888,0.0187646695,0.0900119735
ATIBUA_clean,1.75639e-05,0.0085009445,0.0166138858,0.081063947
ATICAH_clean,2.07574e-05,0.008991138,0.0177268006,0.0875673931
ATICEL_clean,2.23541e-05,0.0084099314,0.0167304465,0.0807334257
ATIJUJ_manual,6.97282e-05,0.0360190873,0.0720935996,0.3565220969
ATIXUX_clean,0.0001770671,0.0988213667,0.1987111128,0.8018225382
ATOGEV_clean,0.0002018164,0.1073360344,0.2092310996,0.8534370135
ATOWIQ_clean,0.0001296223,0.0669498984,0.1327880367,0.638884865
ATOWOW_clean,0.000169506,0.0658431237,0.1304997052,0.6376119079
ATULIM_clean,0.0001111286,0.0552640921,0.105485545,0.409188373
ATUZEW_clean,0.0002779808,0.129733647,0.2494340397,1.0910098418
AVAJUE_clean,0.0003850665,0.1865356083,0.3745644686,1.8130116673
AVAKAL_clean,0.0003940215,0.1627308877,0.3233842074,1.6228850902
AVAKEP_clean,0.0004125295,0.155111089,0.3095804654,1.5191245754
AVAQIX_clean,0.0003023219,0.140376679,0.2711257927,1.0955167434
AVAQIX01_clean,0.0003242293,0.1418517762,0.2751961848,1.101104587
AVEHAM_clean,0.0001049301,0.0594982822,0.114165927,0.4771953613
AVELOD_clean,0.0001418745,0.0704667569,0.1383359591,0.6475411856
AVELUJ_clean,0.0001386804,0.0732740556,0.1444139154,0.6763209307
AVEMAQ_clean,0.0001238596,0.0666533907,0.1337312915,0.615232752
AVEQID_clean,0.0001960973,0.1098963338,0.2203562092,1.0423159788
AVESOL_clean,0.0003001349,0.1751883737,0.3431174607,1.533007656
AVESUR_clean,0.0002316074,0.1096202451,0.2168498045,0.9718510431
AVETAY_clean,0.0004956584,0.2267849401,0.434745484,1.7489021838
AVETEC_clean,0.0010807816,0.4278999114,0.7567060255,2.1404647471
AVIHIY_clean,8.02616e-05,0.0375549756,0.0743875966,0.3517923145
AVIMIC_clean,5.7198e-05,0.0277200007,0.0544186092,0.2384209552
AVIMOI_clean,0.0002089477,0.1150601234,0.2206417271,0.8601814932
AVIMUO_clean,0.0001349611,0.062715126,0.1238508861,0.5383340194
AVIPAX_clean,0.0001930965,0.0950939135,0.1857343863,0.832832519
AVIPOL_clean,0.0001429892,0.0797164663,0.1592129493,0.7382439562
AVITUU_clean,0.0003100862,0.1454081719,0.2873300152,1.3028538624
AVUCEA_clean,0.0001748836,0.0952358443,0.1905630457,0.8816271787
AVUDAX_clean,0.0001905488,0.0940478214,0.1822789648,0.8200415036
AWAGEL_clean,0.0001138326,0.0758532552,0.1484433098,0.6810870463
AWAGOV_clean,0.0001185628,0.0574726347,0.1158438504,0.510066847
AWAKEQ_clean,0.0001000387,0.0487973013,0.0936185553,0.403862056
AWAREV_clean,0.0001781498,0.0754363892,0.1458557297,0.5415000133
AWARIZ_clean,0.0001881864,0.0744615838,0.1450302188,0.5312124916
AWAWUR_clean,0.000111162,0.0715193116,0.1401088025,0.6176171831
AWEJIW_clean,0.0001849808,0.0780618813,0.1511130037,0.6318587645
AWEVIJ_clean,0.0002093221,0.1043354536,0.2076940707,0.908971517
AWEWOP_clean,0.0001261288,0.0641295099,0.1263288663,0.5912092076
AWIBAL_clean,0.0001591977,0.0840076199,0.1650177336,0.6808340429
AWIBEO_clean,3.46123e-05,0.0169062467,0.033292573,0.1403173551
AWIBIS_clean,3.53487e-05,0.0178665527,0.0347241949,0.1467103127
AWOFOI_clean,0.0001359959,0.0716765307,0.1426637487,0.6536271889
AXIGAR_clean,0.0001403298,0.0768365015,0.1509272724,0.7107012888
AXINAX_clean,0.0002809967,0.1381710606,0.2672642733,1.2815699764
AXINAX01_clean,0.0002606804,0.1174748705,0.2384075902,1.1321274538
AXINIF_clean,0.0003129085,0.1491853605,0.2982737634,1.3069599515
AXUBAW_manual,0.0001165673,0.067226007,0.1334362135,0.650488635
AXUBOL_clean,0.000168748,0.082131765,0.1608730537,0.7249121351
AXUHAD_clean,0.0001551835,0.0741845214,0.1479068905,0.6836344015
AXUHEH_clean,0.0001480649,0.071607515,0.1352708942,0.5398733729
AYOQEM_clean,0.0001714222,0.0870311627,0.1722362169,0.8231746229
AYOXUJ_clean,5.02808e-05,0.0238874423,0.0471511313,0.2291756703
AYUJIP_clean,0.0001110814,0.0546655744,0.1130943685,0.4974792146
AZAFIS_clean,0.000276255,0.130624482,0.2481652212,0.9626066451
AZAVOO_clean,0.0005879508,0.2891729677,0.5526119722,1.9118207714
AZAVUU_clean,0.0005487269,0.2383826336,0.4498119725,1.5920325194
AZAWAB_clean,0.000416732,0.1972359932,0.3785700398,1.4537637473
AZEBUE_clean,0.0001648739,0.0880550546,0.1698560582,0.6590108617
AZIVAI_clean,0.0003510664,0.1522096719,0.2997583778,1.4008630506
AZIXUD_clean,0.0001463274,0.0761454835,0.1480046776,0.6865807441
BABREE_clean,0.0001478009,0.0823559418,0.1627117864,0.7579889807
BACGAQ_clean,0.0001483242,0.0908824069,0.1782410344,0.7184132514
BAEDTA01_clean,4.51096e-05,0.0207087835,0.0402016893,0.1780018485
BAFHAU_clean,8.483e-05,0.0451960733,0.0905732701,0.4452981349
BAKGIF_manual,0.0001512903,0.0843233872,0.1661750916,0.7699455633
BAKJEE_clean,0.0002707136,0.1189708346,0.2376214983,1.0654143442
BAKJII_clean,0.0002714849,0.1376150795,0.2708324121,1.2206948382
BAKJOO_clean,0.0001712206,0.0769474592,0.1523585607,0.6995518046
BAKYIY_clean,0.0001221992,0.068104295,0.1312357047,0.6385776994
BAKYOE_clean,0.0001064834,0.0600211533,0.1200339549,0.5674021123
BAMKIM_clean,9.93729e-05,0.0373533614,0.0757582684,0.3680879799
BAMKOS_clean,0.0001011797,0.0405712358,0.0794332581,0.3848259861
BAPDAA_clean,6.38213e-05,0.0277631057,0.0555900328,0.2740777843
BARZUR_clean,0.0003805976,0.1993000381,0.3907612651,1.6039133705
BASJUB_clean,0.0001598605,0.0840258923,0.1666504761,0.7315092959
BAWROI_clean,0.000163988,0.0901162278,0.180135992,0.8805721378
BAXFIR01_clean,0.0002265814,0.1043542716,0.2056347314,0.8643838072
BAXGAK_clean,0.0002294315,0.104367097,0.2043122941,0.8597424512
BAXSIE_clean,4.82275e-05,0.030606614,0.060714877,0.2823578479
BAZFUF_clean,0.000298825,0.1219471141,0.2475287063,1.2047448078
BAZFUF01_clean,0.0002487755,0.1234677362,0.2481984865,1.1920631441
BAZGAM_clean,0.0005187658,0.2269230042,0.4558387281,2.2474171737
BAZGEQ_clean,0.0003280939,0.1431022455,0.2813856122,1.3637139962
BAZJET_clean,0.0002993098,0.1351760376,0.2668400304,1.2592672011
BAZJIX_clean,0.0003273436,0.1329867759,0.2605816041,1.1611083265
BEDYEQ_clean,0.0002712105,0.1315954674,0.2585940881,1.2089501057
BEFLUV_clean,0.0002541111,0.1173929145,0.2222745951,0.9069203226
BEFMAC_clean,0.0002541111,0.127166582,0.2502844698,1.0278216784
BEGDEY_clean,0.0008837093,0.3900896578,0.6819870383,2.1623940575
BEJZAS_clean,0.0001648478,0.0743678563,0.1473309228,0.6731380426
BELJIL_clean,4.39142e-05,0.0219344366,0.0429891724,0.207324623
BELTOD_clean,0.0002722913,0.1253785846,0.2472117921,1.0839790558
BELTUJ_clean,0.0002852715,0.1263626618,0.249436033,1.06521478
BENZOL_clean,0.0002899749,0.1380325538,0.2676378522,1.0461912684
BENZUR_clean,0.00028683,0.1199190122,0.2313815537,0.9194185409
BEPBAB_clean,0.0003938765,0.2094050924,0.3927660522,1.4717031366
BEPLUF_clean,5.39419e-05,0.0355647235,0.0721940891,0.3526179737
BEPMAM_clean,7.09761e-05,0.035346117,0.0709193577,0.3459376995
BEPMIU_clean,4.9593e-05,0.0232219096,0.046473575,0.2252364057
BEPNIV_clean,5.70159e-05,0.0352643065,0.0702492353,0.3485806854
BEPNOB_clean,7.12698e-05,0.0340983323,0.0684760422,0.3374939524
BEPNUH_clean,5.56397e-05,0.0266899422,0.0531466255,0.2659214467
BEPPAP_clean,4.2154e-05,0.0223143582,0.0442865249,0.217852012
BEPPIX_clean,3.31102e-05,0.032723111,0.0641931265,0.3227433978
BEPPOD_clean,6.64662e-05,0.0341329496,0.0679310118,0.3321597169
BEPREV_clean,0.0004175032,0.1915296117,0.3842966062,1.7063175926
BEPREV01_clean,0.0003827113,0.2040607597,0.4009997612,1.7769512749
BEPREV02_clean,0.0003222036,0.1762620022,0.3451435758,1.5888327857
BEPREV03_clean,0.000384224,0.1941526212,0.3803030969,1.7076956558
BEPRIZ_clean,0.0001747204,0.1112887207,0.2204726062,1.01149203
BEPROF_clean,0.000236326,0.1404208229,0.2768559168,1.2696978285
BEPVEZ_clean,0.000128037,0.0598933952,0.115520533,0.4915815209
BEPVID_clean,0.000105056,0.0619551187,0.1199410914,0.4956770624
BEPVOJ_clean,0.00013132,0.0611721234,0.117380352,0.4805621342
BEPVOJ01_clean,0.0001296785,0.0622981921,0.1204975597,0.5008461446
BEPWEA_clean,8.5212e-06,0.0064860462,0.0130033367,0.0646431715
BERQIA_clean,0.0003462519,0.1679606956,0.3134635745,1.1751347627
BETDAH_clean,0.0002372613,0.1260714246,0.2472548273,1.0521000571
BETFOX_clean,0.0002999272,0.1226086612,0.2329878394,0.8414865527
BETFUD_clean,0.0002960633,0.1280913292,0.2524517981,1.074080687
BETGEO_clean,0.0001516167,0.074865379,0.1448765576,0.6233530468
BETGIS_clean,0.0001272675,0.0557207612,0.1110373304,0.5031071542
BETGOY_clean,0.0001304483,0.0710700384,0.1409826677,0.6312931632
BETGUE_clean,0.0002082763,0.1100336325,0.2170493843,1.0100039286
BETHEP_clean,0.0001034544,0.0551542244,0.1096681502,0.4954410863
BETHIT_clean,0.0002093483,0.0908781155,0.1823493846,0.8408493623
BETZOR_clean,0.0003327828,0.1467524864,0.2816597904,1.1016569088
BEVWAB_clean,0.0001817545,0.0865458193,0.1690946561,0.7518099565
BEWCUD_clean,0.0002298315,0.1188995023,0.2339237899,1.1516729391
BEWVEG_clean,9.69153e-05,0.0526524595,0.1034196413,0.4893164181
BEWVOQ_clean,9.82727e-05,0.0544515102,0.1087794776,0.5382340717
BEWWEH_clean,8.84454e-05,0.0453872557,0.0920801347,0.4608028898
BEXPAX_clean,0.0003610655,0.1909466396,0.382599574,1.7144656877
BEXQIF_clean,0.0001804676,0.086429619,0.1735564992,0.8208322126
BEXQOL_clean,0.000153986,0.0743083935,0.1500208965,0.7218622276
BEXQUR_clean,0.000166298,0.0772170244,0.1532334584,0.7269858628
BEXRAY_clean,0.0001512717,0.0762656574,0.1492403826,0.7359987879
BEXREC_clean,0.0001884303,0.0776423938,0.1557133145,0.7578118888
BEXRIG_clean,0.0001581859,0.0794853695,0.1596612813,0.7818459476
