Adsorbent,O2_40C_0.001bar,O2_40C_0.5bar,O2_40C_1bar,O2_40C_5bar
ESUVAR01_clean,0.0001354886,0.0827835579,0.1625498881,0.6618654716
ESUVOF_clean,0.0001380942,0.0663803133,0.1322499386,0.5920970739
ETAXUT_clean,0.0003610828,0.170079094,0.3239933522,1.2544835418
ETEKEU_clean,0.0001244119,0.0515286052,0.1038337814,0.4974168888
ETEPID_clean,0.0004980008,0.2253694514,0.3998489071,1.3382047212
ETESIG_clean,0.0001821694,0.0934861513,0.1832345053,0.7173153319
ETEXEI_clean,0.0001883619,0.088674075,0.174498503,0.7310407691
ETEXEI01_clean,0.0001749075,0.0881318617,0.1736347289,0.7250454776
ETIPII_clean,0.0006216386,0.2803314506,0.5308977424,1.8688829724
ETIXAI_clean,0.0003655387,0.1542027859,0.2843389382,0.9730761009
ETIXIQ_clean,0.0002760224,0.135280572,0.2659919868,1.1570984133
ETIXOW_clean,0.0004535597,0.222358565,0.4130389297,1.4116848409
ETIYEN_clean,0.0003894903,0.1748923695,0.3449360843,1.2681104318
ETUXEW_clean,0.000267743,0.1358035783,0.2582415314,0.9837875136
EVADEK_clean,0.000208302,0.1044073688,0.1905488076,0.6615599511
EVAKIV_clean,0.000283869,0.1383669294,0.2723104113,1.2371886198
EVEGIV_clean,0.000126596,0.0625746816,0.1173688427,0.466628672
EVEGOB_clean,0.0001303884,0.0580291405,0.1154126482,0.5180645996
EVEGUH_clean,0.0001451097,0.0614970509,0.1182496471,0.5303147987
EVIMUT_clean,0.0003497423,0.1732161871,0.3396917223,1.4137341206
EVOTIT_SL,0.0001658423,0.0746534057,0.1414356789,0.573500194
EVUDAA_clean,0.0003049815,0.144105198,0.2775399172,1.1386110517
EVURAP_clean,0.0001100491,0.0521693717,0.1039474578,0.461655837
EWECOY_clean,0.0001116798,0.0445962141,0.0884617772,0.4198101338
EWESAC_clean,0.0002434129,0.1060629064,0.1982632739,0.7393308298
EWIPIL_clean,0.000220545,0.1234451788,0.2448379389,1.0490184653
EWUCOP_clean,0.0002411112,0.125193068,0.2478200242,1.0893700757
EWUGEK_clean,6.18204e-05,0.02533728,0.0483999324,0.1942597533
EWUKAK_clean,0.0001297917,0.0657489524,0.1317486675,0.6125223669
EWUKEO_clean,0.0001512553,0.0818442565,0.1651972848,0.7600674627
EWUKIS_clean,0.0001588418,0.0847337095,0.1648236311,0.7584267792
EWUSUL_clean,7.63596e-05,0.0414422697,0.08237293,0.4030928398
EWUTEW_clean,0.0001813137,0.0929561317,0.1799323111,0.7655891439
EXALAR_clean,0.0001269362,0.0775462432,0.1530732611,0.7395865106
EXAPEA_clean,0.0001801514,0.0800092334,0.1513311668,0.5253374521
EXAXAE_clean,0.0001056331,0.0585282195,0.1150170979,0.4941394309
EXAXAE01_clean,0.000125517,0.0567001447,0.1107868011,0.4837414011
EXEMUR_clean,3.20677e-05,0.0228001597,0.046152222,0.2104487313
EXEQAA_clean,0.000112619,0.0612724519,0.1208324778,0.5793908363
EXEQII_SL,8.63927e-05,0.0608883131,0.1223484633,0.5870196168
EXEWIO_clean,0.000336236,0.1628838728,0.3100566547,1.1427291414
EXEXAH_clean,0.0001184229,0.0694320764,0.1374358276,0.6631852065
EXIDOF_clean,0.0001112274,0.0721612833,0.1414407665,0.6684031762
EXOTOB_clean,0.0001360127,0.0605226735,0.1215789354,0.5875884257
EXOTUH_SL,0.0002268791,0.116400044,0.2280725179,1.0115874898
EXOZIB_clean,8.25288e-05,0.0466075906,0.0950773686,0.4677074358
EXUHEM_clean,0.0001259929,0.0725759058,0.1429019386,0.5963083608
EXUHUC_clean,3.60392e-05,0.0177779328,0.0358515991,0.1680042207
EYINOR_clean,0.0002048984,0.1071739413,0.2145321191,0.964040312
EYOCOM_clean,0.0001796369,0.0908177863,0.1846248701,0.8337436594
EYULOA_clean,0.0002710481,0.1306970971,0.2464807806,0.884111393
EYUWAW_clean_h,0.0002018103,0.0954867462,0.1912420888,0.8099807563
EZABEN_clean,0.0001338738,0.0621113907,0.1228358011,0.537013451
EZEQEH_clean,0.0001751402,0.0964321849,0.1850899893,0.7524298812
EZEQIL_clean,0.0001954196,0.0826956638,0.167941,0.7015304568
EZEQOR_clean,0.0001493301,0.0794528051,0.1578049923,0.6787272049
EZEQUX_clean,0.0001327378,0.0852693027,0.1680239611,0.7078170676
EZESAF_clean,0.0001719942,0.0851970125,0.1648960097,0.6353096734
EZIMEG_clean,0.0005181639,0.2599095802,0.5026843832,1.986249427
EZIMIK_clean,0.0004863313,0.2529576957,0.489465015,1.9063478516
EZITUE_clean,0.0001040701,0.0480181992,0.0917014538,0.3682542876
EZIVAM_clean,0.0001005313,0.0471297758,0.0930131915,0.369788526
EZOBUR_clean,0.0001199375,0.0539813894,0.1064378593,0.458867511
EZOBUR01_clean,0.0003772617,0.170004784,0.3027138586,0.9641081142
EZOBUR02_clean,0.0001145441,0.0553414487,0.1087116296,0.462250281
EZOFEF_clean,0.000361787,0.1604826915,0.3147137895,1.2759905109
EZOFUV_clean,0.0001876695,0.0997807666,0.2005545185,0.9449252613
EZUCIM_clean,0.0002668363,0.1421699558,0.2794210227,1.1929195105
EZULAO_clean,0.000174363,0.0917659638,0.1773866955,0.7294305414
FABCUI_clean,0.0001593039,0.0763792188,0.1491293837,0.6457088932
FAFDEX_clean,5.39502e-05,0.0240263738,0.0471170492,0.2199481247
FAFQEJ01_clean,3.19032e-05,0.0255159245,0.0507221219,0.2464230812
FAGQAI_clean,0.0002203301,0.1039543127,0.2040645139,0.9896837313
FAGREM_clean,4.10866e-05,0.0272814803,0.0546157862,0.267111107
FAGXIX_clean,0.0005658976,0.2665912777,0.4973829861,1.6528319907
FAHGAY_clean,0.0001777705,0.0961007677,0.1908451224,0.8821823028
FAHPOV_clean,0.0002890456,0.1412892653,0.2744852548,1.1852838724
FAHQIR_clean,0.0001777853,0.0893851454,0.1730887656,0.6907464379
FAJYAS_clean,0.0001434327,0.0738410288,0.1457985188,0.6782599866
FAKHIK_clean,0.0002174863,0.1089431121,0.2147966906,0.8809546887
FAKLIO_clean,0.0002640236,0.121030456,0.2411868146,1.1251479868
FAKLOU_clean,0.0002012437,0.1070085727,0.21138992,0.9833231553
FAKLUA_clean,0.0003138818,0.1392364631,0.2806900276,1.2911103542
FAKMAH_clean,0.0002806853,0.1353441223,0.267221974,1.2239222811
FAKNIR_clean,0.000180834,0.0958354522,0.1912336148,0.858123159
FALBAX_manual,0.0002500552,0.130757756,0.2620842996,1.2437324714
FALDAA_clean,0.0002015727,0.0856134298,0.1676214568,0.7678843889
FALRIV_clean,0.0003602738,0.1766192885,0.3471367246,1.3768357198
FALRIV01_clean,0.0003678745,0.1749456115,0.3404739396,1.3613241847
FALROB_clean,0.0003374717,0.1649795566,0.3158339481,1.2893469526
FALSAO_clean,0.0003895038,0.1706273052,0.3275111298,1.316090296
FAMPUH_clean,0.0002593806,0.1420897279,0.2742823045,1.2025699882
FAMQAO_clean,0.000289896,0.1322103773,0.26521924,1.1611784337
FAMQES_clean,0.0002670095,0.1404749563,0.2787375483,1.2008356981
FANCIJ_clean,0.0002107418,0.1043986821,0.2069185815,0.9395125899
FANQER_clean,3.94516e-05,0.0226663699,0.0458921076,0.2190410809
FAPXEC_clean,0.0001284861,0.062574978,0.123687018,0.6059539065
FAPXIG_clean,0.0001358411,0.0648731782,0.1286732117,0.6209681263
FAPXOM_clean,0.0001516892,0.0654572949,0.1317681246,0.6333206097
FAQGEL_clean,0.0001868487,0.0850624658,0.1683830697,0.7073874029
FAQGIP_clean,0.0001712476,0.0970322443,0.1897963281,0.7970831522
FAQLUH_clean,0.0001329944,0.0631137179,0.121430622,0.5959117045
FARBIL_clean,0.0001189974,0.0633773533,0.1258927798,0.5859253363
FARFIO_clean,0.0001204726,0.0543410249,0.1073785762,0.514218365
FARFOU_clean,0.0001244225,0.0573034649,0.1118676603,0.5324887202
FARFUA_clean,0.000100723,0.0561579881,0.1121026806,0.5233249057
FARHIR_ion_b,9.0663e-05,0.0487858702,0.0956549956,0.3925791792
FARHOX_ion_b,0.0001220041,0.0606819313,0.1194721438,0.5222462326
FASVIH_clean,6.7893e-05,0.0330396413,0.066478558,0.3228279601
FATKIV_clean,9.93503e-05,0.0586183532,0.1160312556,0.5229818164
FATKUI_clean,4.04168e-05,0.0181698197,0.035598336,0.1732392548
FATLUJ_clean,6.04737e-05,0.0342435802,0.06842926,0.3172890173
FATQID_clean,0.0002089123,0.0952938612,0.1894436788,0.9307889324
FATVOM_clean,0.0001005429,0.0461010441,0.0892297001,0.3939355811
FAVDAK_clean,0.0003795757,0.1484681555,0.2740818585,0.8086055285
FAVDEO_clean,0.0001980425,0.0849657535,0.1583642775,0.5531414822
FAVDIS_clean,0.0001049605,0.0516066511,0.0976471666,0.3656452096
FAVFUG_clean,0.0002677095,0.1120684947,0.2235750783,0.9743928604
FAVKAP_clean,0.0001550169,0.0695464793,0.1356558589,0.6478558836
FAYPAY_clean,0.0001763203,0.0948963285,0.1867307512,0.8665838
FAYPEC_clean,0.0001531021,0.0865525651,0.1682660721,0.7762705758
FAYPIG_clean,0.0001839892,0.0852825995,0.1702477274,0.7909731568
FAYPOM_clean,0.0001272349,0.0698236728,0.139196722,0.645342362
FAYQAZ_clean,0.0001572407,0.0708550712,0.1415373505,0.6617068119
FAYQED_clean,0.000260309,0.131397176,0.255950394,1.1514211721
FAYQUT_clean,0.0002184516,0.1002476772,0.1998440006,0.9060620004
FAZFET_clean,2.95398e-05,0.0173281044,0.0357851582,0.1664232732
FAZPED_clean,2.84387e-05,0.0228867992,0.0453775637,0.2155471141
FEBPUY_clean,0.0001187257,0.0591278554,0.116794283,0.5085671202
FEBXIV_clean,0.0002958146,0.1460535145,0.2907758635,1.3942825417
FECCIZ_clean,0.0003093939,0.1637680687,0.313123697,1.1938617991
FECJUT_clean,0.0002486923,0.1164955978,0.2262387794,0.9745163224
FECKAA_clean,0.000299262,0.1534010229,0.2991767168,1.1537000783
FECXES_clean,0.000292826,0.122804424,0.2399117768,1.0361649596
FECXUI_clean,0.0002633467,0.1225139994,0.2328290983,0.9827505594
FECYUJ_clean,0.0002682967,0.1303684447,0.2516912137,1.0475459601
FECZAQ_manual,0.0001477408,0.0812371393,0.1597373798,0.7305894595
FEFCUQ_clean,0.0001791707,0.1096687563,0.2159373414,1.0156983351
FEFDAX_clean,0.0001782527,0.099302974,0.1974756637,0.9442087489
FEFDEB_manual,0.0001511929,0.0879035759,0.1727660138,0.8509613899
FEFZOF_clean,0.0001572471,0.0717173772,0.1424452096,0.619991897
FEGNIQ_clean,9.09193e-05,0.0494002515,0.0989379907,0.4544503807
FEHCIG_manual,0.0001583198,0.0801563831,0.1565838693,0.7440490419
FEJDII_clean,0.000209889,0.1035116143,0.2040313009,0.8141171309
FEJDII01_clean,0.0002031618,0.1017087214,0.1988563929,0.7989896488
FENROG_clean,4.53434e-05,0.0191631223,0.0385358049,0.1902807237
FEQSIF_clean,0.0002386458,0.1108125219,0.2191557498,0.9578335787
FERHAN_clean,0.0002174513,0.1295585566,0.2464518998,0.9448233292
FESTUT_clean,0.0002885974,0.1301947652,0.2495005283,0.9131151221
FEVNOL_clean,0.0039602671,1.1470291883,1.6395851911,2.5976924534
FEVSAC_clean,8.09526e-05,0.0409197596,0.0805172941,0.3690157955
FEWWEL_clean,0.0007491925,0.3622090148,0.6826176558,2.5235499646
FEWWIP_clean,0.0009989094,0.4596846059,0.8652096943,2.9844457258
FEWWOV_clean,0.0004772181,0.2171817756,0.4258194103,1.7005974717
FEWWUB_clean,0.0003431917,0.1695546215,0.3264133948,1.3011599369
FEWXIQ_clean,0.0003048335,0.1400786689,0.2789102918,1.320812555
FEXCES_clean,0.0002915378,0.1381549642,0.2639496528,1.1287786888
FEYJID_clean,0.0001089502,0.0471128063,0.0958380762,0.461891807
FEYJOJ_clean,0.0001759251,0.0989848501,0.1976506894,0.9207943768
FEZCIX_clean,3.99753e-05,0.0283746187,0.0564505985,0.2775978304
FEZQEI_clean,5.12887e-05,0.0227802909,0.0453041382,0.2122327329
FEZREJ_clean,0.0001476915,0.0714454672,0.1426787054,0.6462596596
FEZTIP_clean,0.0001684737,0.097858473,0.1929123536,0.8442789436
FIBKEI_clean,0.0002682047,0.14220788,0.2797164304,1.222319938
FIDMIP_clean,3.18101e-05,0.0169688151,0.0335425937,0.158543535
FIFMIS_clean,0.0001966808,0.0977915286,0.1902646708,0.8006395528
FIFMIS01_clean,0.0002058288,0.0971626074,0.190237227,0.7852938756
FIFMOY_clean,0.0001921068,0.0962523869,0.1860108765,0.766536015
FIFNUE_clean,0.0001521646,0.0761223467,0.1503493097,0.7194956606
FIFNUE01_clean,0.0001761906,0.072657265,0.1456455547,0.6758297576
FIFPAM_clean,0.000149633,0.0646093975,0.1272067655,0.6146443225
FIFPAM01_clean,0.0001897133,0.0776301417,0.150910238,0.7129238201
FIHFAF_clean,0.0001679552,0.0820714404,0.1642740239,0.7127928124
FIHHOV_clean,0.0001079255,0.0681515137,0.1344774789,0.5653184021
FIHHUB_SL,0.0001741592,0.0940459653,0.1865830514,0.873174149
FIHRIZ_clean,0.00018398,0.078232651,0.1529067416,0.7104605354
FIJCUX01_clean,0.0001007214,0.0464194948,0.0928725634,0.4508195233
FIJDIM_clean,0.000146534,0.0711507337,0.1407769498,0.616981605
FIJDIM01_clean,0.000150761,0.0724920838,0.1412954548,0.6130110959
FIJDIM02_clean,0.0001563969,0.0708548477,0.1412771381,0.6139339786
FIJDIM03_clean,0.0001352622,0.0726104383,0.1401739058,0.6152682839
FIJDIM04_clean,0.0001423071,0.0715635652,0.138805785,0.6081543377
FIJDIM05_clean,0.0001169454,0.0700235487,0.1404458392,0.6167899836
FIJDIM06_clean,0.0001310353,0.0713494001,0.1388889149,0.6058450174
FIJDIM07_clean,0.000149352,0.070902753,0.1397357126,0.6090109982
FIJDIM08_clean,0.000153579,0.0696868022,0.1374066667,0.6088137409
FIJDIM09_clean,0.0001549879,0.0686991064,0.1389325933,0.6096732194
FIJDIM10_clean,0.0001113095,0.0669886032,0.1308154525,0.58126534
FIJDIM11_clean,0.0001338532,0.0703419785,0.1351621596,0.5991946261
FIJDIM12_clean,0.00015217,0.0721187038,0.1393538787,0.6109427115
FIJDOS_clean,6.32643e-05,0.036626603,0.0724478688,0.3585683053
FIJFIO_clean,0.0004457207,0.1840802158,0.3571594561,1.4163413198
FIJFOU_clean,0.0001316535,0.0728277031,0.1426823707,0.6284886958
FIJXUR_clean,3.99751e-05,0.0216051364,0.0432892933,0.2084970034
FIJYED_clean,0.0002987645,0.1391095002,0.2644665299,0.9265575772
FIJZEE_clean,0.000111699,0.0575561797,0.1123781634,0.4806822109
FILYAC_clean,0.00017492,0.0652953771,0.129248081,0.5989358762
FILYEG_clean,0.0001105424,0.051644005,0.1043036178,0.5039453094
FIMYUX_clean,9.6109e-05,0.054423931,0.1091761305,0.5034591188
FIMZAE_clean,9.21643e-05,0.0485049124,0.0962104653,0.447776205
FIPJAR_clean,0.0001431447,0.0633697621,0.1265530595,0.5511351745
FIPJEV_clean,0.0003170473,0.1446355115,0.2818914742,1.0268141021
FIPKOG_clean,0.0002011301,0.0885735501,0.1762015574,0.7924689145
FIPKOG01_clean,0.0001918828,0.0882082793,0.1748052057,0.7904992263
FIPKUM_clean,0.0002056613,0.095326538,0.1888748579,0.8388449428
FIPWOS_clean,0.0002715431,0.1300259661,0.2518049357,0.9595360623
FIPXAF_clean,0.0003236937,0.1629635997,0.3154449179,1.1548231766
FIPXEJ_clean,0.0001636452,0.0693046222,0.1360988198,0.5984161633
FIQYOU_clean,3.01491e-05,0.0152887482,0.0307203077,0.1463800447
FIQYUA_clean,1.39851e-05,0.009001738,0.0170353967,0.0830496957
FIQZAH_clean,2.82942e-05,0.0170658452,0.0337832255,0.1588717011
FIRMUQ_clean,0.0002722418,0.1208158775,0.2405153349,1.1099824341
FIRNAX_clean,0.0002310282,0.1152782241,0.2290802994,1.0858253958
FIRNAX01_clean,0.0002042776,0.1156770518,0.2315875637,1.0812972425
FIRNIF_clean,0.0001945501,0.1162655658,0.2330296663,1.0974303087
FIRNOL_clean,0.0003465932,0.1576043731,0.3104941899,1.4028160024
FIRNUR_clean,0.0002678659,0.1346923314,0.268504883,1.2340067632
FIRPAZ_clean,0.0001842725,0.1185287616,0.2320120894,1.1017135358
FIRZOX_clean,1.0831e-05,0.0061043728,0.0122823967,0.0606483956
FISGOF_clean,0.0001985638,0.1191382934,0.2327962254,1.1307316148
FISXEM_clean,0.0002440451,0.1304978244,0.2519115997,1.1085166145
FITGEW_clean,9.11323e-05,0.043127471,0.0865101127,0.4015163545
FITHIA_clean,7.41374e-05,0.0365738522,0.0724393796,0.3360156791
FIVNAZ_clean,3.01643e-05,0.0135509693,0.0274308735,0.1335748662
FIVYUF_clean,0.0001070052,0.0469811076,0.0933864806,0.383996378
FIWKUT_clean,0.0001554153,0.0831385693,0.1607958701,0.7536952947
FIYDOH_clean,6.50441e-05,0.0295012817,0.0575791564,0.2584625699
FIZPOV_clean,0.0002697154,0.1481917531,0.2930476512,1.3119125451
FOFCIO_clean,0.0003089964,0.1476176728,0.2724338592,0.7095367912
FOFCOU_clean,0.0004452419,0.1961061094,0.3676340656,1.156498943
FOFTIF_clean,0.0002909151,0.1413435016,0.2804604719,1.1437452743
FOFTOL_clean,0.0002857619,0.1431539999,0.2763021005,1.1143337314
FOFTUR_clean,0.0002944578,0.1284802638,0.2521660349,1.0636400891
FOHCIP_clean,0.0001317986,0.0679636682,0.1329862219,0.5670119111
FOJKIA_clean,0.0002010278,0.1065609889,0.2115340611,0.919753038
FOJLOH_clean,0.0001823796,0.1030740432,0.2032078318,0.926899902
FOKWIN_clean,0.0001292998,0.0565819523,0.1107851694,0.4829060562
FOLLEZ_clean,0.0001391721,0.058785363,0.1140616847,0.4831033943
FOMWOV_clean,0.0001658579,0.076681658,0.1521823459,0.6978150662
FONKEA_clean,6.77799e-05,0.031510721,0.0628236355,0.2775917463
FONPUV_clean,5.72746e-05,0.0296102211,0.0587651457,0.2665731894
FONQIJ_clean,0.000196051,0.0887954333,0.1745952069,0.7644010124
FOPBAP_clean,7.36389e-05,0.0274475819,0.0544033612,0.2535018847
FOPFAS_clean,0.0003139916,0.160350961,0.3187315907,1.4863208326
FOPTOU_clean,2.48693e-05,0.0118368762,0.0234881211,0.1128522285
FOQNIK_clean,9.98385e-05,0.0582768876,0.1167822519,0.5185669574
FOQNOQ_clean,6.58544e-05,0.0396048316,0.0788452689,0.3659748103
FOQNOQ01_clean,0.0001146716,0.0505744302,0.1000297504,0.4468561795
FOQNOQ02_clean,0.0001189187,0.0495105324,0.1007857336,0.454500954
FOQNUW_clean,7.85713e-05,0.0525111064,0.103981674,0.4574208331
FOQNUW01_clean,0.0001231658,0.0514833089,0.0996708707,0.4587820277
FOQNUW02_clean,0.0001295365,0.0520502964,0.1028816759,0.4623410949
FOQPAE_clean,8.17827e-05,0.0407686613,0.0802265281,0.3726586405
FOQPAE01_clean,0.0001075067,0.0588284759,0.1164845203,0.5221945099
FOQPAE02_clean,0.0001217057,0.0604816449,0.1175656725,0.532440101
FORKUU_clean,0.0004233289,0.2078813142,0.408023461,1.7730862127
FORPOS_clean,8.95873e-05,0.0409900349,0.0811123527,0.4004322502
FORQEJ_clean,8.19084e-05,0.0408518145,0.0798837267,0.4005883881
FORTIR_clean,0.0001564902,0.0678206141,0.1341397404,0.6126510558
FORTUD_clean,0.0001358443,0.0594936255,0.1211700218,0.5578106274
FOTNIN_clean,0.0003704716,0.1558557712,0.3092309937,1.4820392287
FOVPOX_clean,5.98388e-05,0.0350231144,0.0690159132,0.3166680968
FUBDAI_clean,0.0001988126,0.0901431001,0.1781348105,0.8148533622
FUBDEM_clean,0.0001658966,0.0906467149,0.1787233485,0.8017495025
FUBDIQ_clean,0.0001731382,0.0890983463,0.1788023469,0.8088646251
FUBNOH_clean,0.0002592569,0.1305205463,0.251517994,0.9353315833
FUDGES_clean,0.0001607539,0.0923101902,0.1804605972,0.8535020575
FUDHAP_clean,0.0002218815,0.1049091989,0.2079188205,0.95971676
FUDHET_clean,0.0002190514,0.1013936223,0.2015561419,0.9234849816
FUHJOJ_clean,0.0001460406,0.0702879581,0.1371033957,0.5895520908
FUHMOM_clean,0.0002450794,0.1378478468,0.2676871817,1.1039492278
FUHNED_clean,0.0001809545,0.0849658031,0.1696601744,0.7314233533
FUMJAA_clean,0.0001405428,0.0732184392,0.1440027354,0.6709280262
FUNBAS_clean,0.0002129122,0.0953698171,0.1886278421,0.8173897914
FUNCAT_clean,0.0001785934,0.0970734371,0.1883505003,0.8298060755
FUNCEX_clean,0.0002702258,0.1429919016,0.2786259412,1.2324148536
FUNFOL_clean,0.000157236,0.0807940556,0.1570872294,0.7487299547
FUNLAD_clean,0.0003370196,0.1466542153,0.2842640779,1.1890363612
FUQJUX_clean,0.0001417093,0.0761984087,0.1523023446,0.7323075006
FURFOP_clean,0.000269715,0.1259073453,0.240607759,0.9378759661
FURSES_clean,8.43895e-05,0.043885487,0.0878035454,0.4074027656
FUSGOR_clean,8.34809e-05,0.0462863563,0.0911064846,0.4245200331
FUSQUH_clean,0.0001765385,0.0802881196,0.1581512418,0.691166008
FUTCAZ_clean,0.0001241326,0.0551473944,0.1099815017,0.5447973821
FUTDII_clean,0.0001605734,0.0732712099,0.1416845101,0.6810594918
FUTKEL_manual,0.0001765427,0.078251496,0.1574223061,0.6940347497
FUTTIZ_clean,0.0001551588,0.0818231099,0.1618623477,0.7573281086
FUTYEA_clean,0.0002344326,0.1005843431,0.2010591144,0.9235907011
FUTYOK_clean,0.0001630836,0.0813685112,0.1602474498,0.7656034877
FUTYUQ_clean,0.0002108293,0.100744695,0.2025189741,0.9300582566
FUTZAX_clean,0.0001477945,0.0753981235,0.1525417509,0.7340697496
FUTZEB_clean,0.0001930247,0.1063508764,0.2090342835,0.9367278475
FUTZIF_clean,0.0002253047,0.1197933455,0.2357297807,1.0111081529
FUTZOL_clean,0.000160257,0.0767541213,0.1512964976,0.7036823015
FUVBAB_clean,0.0001962099,0.1006200176,0.1994741459,0.9258381966
FUVBOP_clean,0.0001136732,0.0629103627,0.1246851895,0.5611904449
FUVDEH_clean,9.27971e-05,0.0452903502,0.0902184346,0.398244806
FUVDEH01_clean,8.20898e-05,0.0441833281,0.0885284563,0.3911719996
FUVDEH02_clean,8.09001e-05,0.0371938011,0.0732276382,0.3283638128
FUVDEH03_clean,6.12699e-05,0.0342522512,0.0680024463,0.3033859203
FUVDEH04_clean,6.60287e-05,0.0322826918,0.0637284249,0.2866705409
FUVDEH05_clean,7.18923e-05,0.031206857,0.0611089456,0.2548361986
FUVDEH06_clean,1.82295e-05,0.0085759441,0.0172015129,0.0798657585
FUVDEH07_clean,1.67103e-05,0.0086544321,0.0172389846,0.0795513005
FUVDEH08_clean,1.2153e-05,0.0082154061,0.0163097889,0.0752050955
FUVDEH09_clean,8.80383e-05,0.0434278643,0.0850265545,0.3861538166
FUVDEH10_clean,8.20898e-05,0.0384293115,0.0765445405,0.3482033621
FUVDEH11_clean,9.22023e-05,0.0417676286,0.0825031866,0.3767539439
FUVDEH12_clean,8.86332e-05,0.0401430841,0.0800672621,0.3504774864
FUVDEH13_clean,0.0001058839,0.0408307345,0.0834603056,0.3721140877
FUVFUZ_clean,1.56976e-05,0.0081050167,0.0163037124,0.0756005733
FUVGAG_clean,1.36721e-05,0.0080938764,0.0163811876,0.0753068766
FUVGAG01_clean,1.41785e-05,0.0079642448,0.0159138047,0.0712098074
FUVGAG02_clean,1.56976e-05,0.0080918509,0.0161193924,0.0737442075
FUWFIO_clean,0.0001758724,0.0935943806,0.1881762413,0.8565763477
FUWFUA_clean,0.0002178206,0.1053162447,0.2083881597,0.9386264285
FUWQIZ_clean,0.0003006515,0.1549662542,0.3014489066,1.3055661819
FUWXOL_SL,0.0009344211,0.4000490464,0.7084153195,2.082595474
FUWYAY_clean,7.53243e-05,0.0358492646,0.0707233851,0.3148076208
FUXXIH_clean,0.0001302567,0.074215611,0.1473682781,0.634619355
FUYCAE_clean,0.0002308895,0.1275552855,0.2599766297,1.1619775575
FUYCEJ_clean,0.0004417289,0.203955004,0.4031726251,1.7874231072
FUYCIN_clean,0.0002116183,0.1084924879,0.2188641467,1.0726848748
FUYKER_clean,0.0001905676,0.1104585345,0.2149510725,0.877003019
FUZPUN_clean,0.0002193782,0.1211624587,0.237014088,1.0464468851
GABYUG_clean,0.0002074853,0.1023865758,0.2037044377,0.8910694147
GACBIY_clean,0.0003143944,0.1538976962,0.3034898442,1.3333961413
GACBOE_clean,0.0002160633,0.1127352868,0.2220259966,0.9913340435
GACPUX_clean,0.0002505093,0.1152609076,0.2294291685,1.0015706497
GACQAE_clean,0.0001619967,0.09877591,0.1982902725,0.8764778865
GACVIS_clean,0.0001557684,0.0677317774,0.1328635964,0.6360757918
GACYER_clean,0.000258501,0.1388055561,0.2766271844,1.2459409219
GADNUX_clean,0.0002850773,0.1340883359,0.2615508764,1.1959380814
GADRAH_clean,0.0001139494,0.0537503914,0.1085231172,0.5096938523
GAFROX_clean,0.0002698506,0.1426787338,0.2745501425,1.2426409339
GAFRUD_clean,0.0002487368,0.1229620775,0.2435458485,1.1175074481
GAGQAI_clean,0.000276153,0.1283446943,0.2548269133,1.1262536057
GAGSUF_clean,4.84328e-05,0.0227243339,0.0453221177,0.2188316639
GAGZEV_clean,0.0003104307,0.1633974417,0.3271552047,1.5687229821
GAHWIX_clean,0.0002221679,0.1253138144,0.2523049965,1.1588167539
GAJYUN_clean,5.43595e-05,0.0291575324,0.0563731569,0.2656550753
GALCAZ_clean,0.0001291283,0.059833379,0.1203425855,0.5631874021
GAMFEI_clean,0.0001348111,0.0688453319,0.1333677212,0.6031700205
GAMXAV_clean,0.0002638417,0.1363245143,0.2661327093,1.117302964
GANBAZ_clean,0.0019284306,0.9192215148,1.704596903,4.9691302116
GANBAZ01_clean,0.0023461984,0.9944091546,1.8225026294,5.1026978263
GANBAZ02_clean,0.0004967812,0.2684912914,0.52337162,2.2121582456
GANBED_clean,0.0003584397,0.1755420895,0.3483747237,1.5567071752
GANBED02_clean,0.0003426836,0.1698144599,0.3296294908,1.489920062
GANBIH_clean,0.0002315938,0.1244577879,0.2453762572,0.9443298079
GAQYIH_clean,0.0001264962,0.0579656011,0.1148230958,0.5727037818
GARQAU_clean,0.0002782266,0.1196374343,0.2361788975,0.9605464964
GASSEB_clean,0.0001815731,0.0925945468,0.1835530041,0.8493119676
GASSUR_clean,0.0001717989,0.0941986426,0.18873824,0.8773794786
GASTIG_clean,0.0006087532,0.2820137213,0.5236181435,1.6670683077
GATQIE_clean,0.000252124,0.1175924144,0.231251695,1.0716420735
GATQOK_clean,0.0002985767,0.1471803212,0.2871671568,1.2348010806
GAVYAG_clean,0.0005652676,0.2735417613,0.5157799213,1.8479589875
GAWCUF_clean,0.0002050119,0.1076792837,0.2091473483,0.8502803426
GAWMOJ_clean,0.0001135056,0.0751953877,0.1493229816,0.712916343
GAXDIS10_clean,7.24833e-05,0.0377382804,0.0751812586,0.3626230628
GAXKOH_clean,0.0001277531,0.0655473067,0.1305836012,0.6230597177
GAXQIH_clean,8.35791e-05,0.0462149509,0.0904090023,0.3988479921
GAYFUJ_clean,0.0002428082,0.1259805554,0.2497758367,1.0628653572
GAYGAQ_clean_h,0.0003852967,0.1867870346,0.3603841464,1.3320204989
GAYPED_clean,0.0001931539,0.1139018874,0.2282686537,1.0824280476
GAYTEH_ion_b,4.27135e-05,0.023800255,0.0485553123,0.2247811704
GEBCAT_clean,2..92227e-05,0.0095394427,0.0193746186,0.0953628662
GEDDAW_clean,9.48501e-05,0.0526801003,0.1058960207,0.4974906461
