,Adsorbent,O2_40C_0.5bar,O2_40C_1bar,O2_40C_5bar
2604,KUTDAG_clean,0.115038343,0.2285004769,0.9117870624
2605,KUTRUO_clean,0.0409178376,0.078828044,0.3641489686
2606,KUVMIZ_clean,0.1200973522,0.2385650396,1.1723707654
2607,KUVMUL_clean,0.097945333,0.1942982264,0.8773581469
2608,KUVYAD_clean,0.0817061533,0.1602631659,0.7899375264
2609,KUXLUL_clean,0.0701492156,0.1399308293,0.6501982322
2610,KUXREC_clean,0.0829781697,0.168628779,0.8210461795
2611,KUYPIF_clean,0.2237122784,0.4164382252,1.4355020382
2612,KUZZAI_clean,0.133711575,0.2658787674,1.0882604811
2613,la304204k_si_003_clean,0.0872812125,0.1722236348,0.7838210305
2614,la4012839_si_002_auto,0.1107016358,0.217377746,0.9664934541
2615,LABJUV_clean,0.0210299154,0.0412505888,0.1784523712
2616,LABMOT_clean,0.0788000273,0.1564502925,0.6564445781
2617,LABNAG_clean,0.0568069217,0.1138528517,0.542700766
2618,LABNEK_clean,0.1135428019,0.2159724797,0.8289334514
2619,LABNIO_clean,0.0635798879,0.1249122712,0.5893478191
2620,LABNOU_clean,0.0514808932,0.0943846818,0.28342226
2621,LABNUA_clean,0.0704479874,0.1373686411,0.6190104392
2622,LABPEM_clean,0.0585668985,0.1115518273,0.3955296508
2623,LABQAJ_clean,0.0784825515,0.1549672688,0.6641017791
2624,LABQEN_clean,0.087781772,0.1711109703,0.7085399455
2625,LABRUE_clean,0.098205005,0.1901691974,0.826235422
2626,LACBID_clean,0.0704386453,0.1434503654,0.6576066041
2627,LACNUB_clean,0.1439465577,0.2807147192,1.1583341341
2628,LACQIS_clean,0.0986510857,0.1967921713,0.8955601911
2629,LACYUM_clean,0.2552841309,0.4704769989,1.7348230421
2630,LACZAT_clean,0.1069178175,0.2139927656,0.9733725739
2631,LACZEX_clean,0.0989239856,0.1929049695,0.9542927584
2632,LACZIB_clean,0.0922274996,0.1827169906,0.899589038
2633,LADHEF_clean,0.0761875878,0.1504607562,0.6890224221
2634,LADHIJ_clean,0.0945310377,0.1852435819,0.8273781322
2635,LADKEJ_clean,0.0557078788,0.1111398493,0.4866697663
2636,LAFFEG_clean,0.1107064251,0.2201763217,0.9689173133
2637,LAFFEG02_clean,0.1101552776,0.2184802402,0.9497629635
2638,LAFQOA_clean,0.1879710979,0.3702138179,1.5431648095
2639,LAFQUG_clean,0.1896035008,0.3681658303,1.5522548455
2640,LAFRAN_manual,0.1902638579,0.3659980979,1.551384935
2641,LAFRAN01_clean,0.1760283191,0.3427451623,1.5130155442
2642,LAFRER_manual,0.1795326143,0.3452664059,1.5032088006
2643,LAFRIV_manual,0.1922642998,0.3784022463,1.5883367592
2644,LAFROB_manual,0.1921357502,0.3734698188,1.547470338
2645,LAGHIL_clean,0.1176095589,0.2350921883,0.9036827214
2646,LAGTIY_clean,0.0479159921,0.0941965714,0.4749731841
2647,LAGVEX_clean,0.0820005246,0.1628095153,0.7043432795
2648,LAGWEX_clean_h,0.047966016,0.0947757134,0.4371621026
2649,LAGWIB_clean,0.063144448,0.1253876138,0.5911983068
2650,LAGWUN_clean,0.0272046597,0.0543637011,0.2611747394
2651,LAHTUM_clean,0.0882689948,0.1753371685,0.7809645761
2652,LAHVAU_clean,0.1108758332,0.2183978576,0.9525742652
2653,LAHYOL_clean,0.1461005534,0.2788010014,1.0175896243
2654,LAJFAG_clean,0.3681972085,0.6823026916,2.2723941893
2655,LAJJAK_clean,0.1137425872,0.2238473965,0.9593874123
2656,LAKFIN_clean,0.0905644249,0.1801696776,0.8136137456
2657,LALFEL_clean,0.0399550985,0.080004025,0.3851249268
2658,LAMFEK_clean,0.0232426408,0.0462519033,0.2165858531
2659,LAMFIO_clean,0.0192549113,0.0377374295,0.1794327563
2660,LAMFOU_clean,0.0242951465,0.0491764257,0.2271857594
2661,LAMGUB_clean,0.0230246163,0.0456162544,0.2073912069
2662,LAMHAI_clean,0.0232829447,0.0464311594,0.2165858531
2663,LAPZEK_clean,0.2482320297,0.4721753029,1.7855776779
2664,LAPZIO_clean,0.2564313588,0.4871972017,1.8279933986
2665,LAQNID_clean,0.1789850193,0.3500045778,1.4158758536
2666,LAQNOJ_clean,0.2472562694,0.4735261296,1.8308314049
2667,LAQNUP_clean,0.260777735,0.4892148842,1.8663836454
2668,LAQZOV_clean,0.064329905,0.1281806613,0.5919694427
2669,LARNIE_clean,0.0569887965,0.1109033168,0.5069444255
2670,LARPEC_clean,0.0674931063,0.1319878407,0.6122575015
2671,LARVIM_clean,0.0381337336,0.0756979643,0.3706157645
2672,LARXUA_clean,0.1297146312,0.2544043089,1.2306927138
2673,LASDEQ_clean,0.1086127912,0.2176615814,0.9878236824
2674,LASMAV_neutral,0.0713646523,0.1383019353,0.6215674586
2675,LASRAB_clean,0.0393347806,0.0794889908,0.3894878606
2676,LASREF_clean,0.0441792696,0.0881764633,0.4391717018
2677,LASRIJ_clean,0.0434318862,0.0855461947,0.4335528843
2678,LASWEJ_clean,0.0952377287,0.1876230795,0.8263467379
2679,LASWIN_clean,0.1203050379,0.2371248422,0.9562629785
2680,LASYOU_clean,0.098087191,0.1933719297,0.9059315038
2681,LATCEO_clean,0.0467718275,0.0939129186,0.4572464588
2682,LATCIS_clean,0.0444245888,0.0872543156,0.4300414457
2683,LATPIG_clean,0.0796405309,0.1562187236,0.6722872384
2684,LATYOX_clean,0.0459751482,0.0915014684,0.4546524682
2685,LAVCUJ_clean,0.0083358571,0.0164018617,0.0823383066
2686,LAVDOE_clean,0.064329662,0.1262815902,0.5612924016
2687,LAVMAY_clean,0.113831324,0.2188640008,0.8657336544
2688,LAVTIN_clean,0.036078561,0.0732830699,0.3491829674
2689,LAVTOT_clean,0.0365144716,0.0715561218,0.347042368
2690,LAVTUZ_clean,0.0441742866,0.0864926029,0.4178417677
2691,LAWFOF_clean,0.0762671948,0.1542176718,0.7451217773
2692,LAWFUL_clean,0.0772341435,0.1543759551,0.7370909281
2693,LAWFUN_clean,0.0811184016,0.1602797108,0.7030974282
2694,LAWGAS_clean,0.0769277233,0.1537357194,0.7365988293
2695,LAWGEW_clean,0.0774127196,0.1552394109,0.7608516897
2696,LAWGIA_clean,0.0767024739,0.1526865851,0.756273649
2697,LAWGOG_clean,0.0772503777,0.1537945683,0.772917749
2698,LAWGOI_clean,0.0259841193,0.0509883941,0.2389869238
2699,LAWGUM_clean,0.076012521,0.1517084753,0.7568337284
2700,LAWHOJ_clean,0.0390736297,0.0795731377,0.3736174563
2701,LAWHUP_clean,0.0395925083,0.0802632461,0.3811391197
2702,LAXCUK_clean,0.0802788802,0.159486987,0.7389971429
2703,LAXJAX_clean,0.1910316331,0.3699690455,1.5801377651
2704,LAYGAV_clean,0.1033928102,0.2031791351,0.8996671629
2705,LAZGOK_manual,0.0157575341,0.0308684083,0.1517672137
2706,LAZJIH_clean,0.0897555439,0.1737865411,0.8116971429
2707,LAZKUU_clean,0.1132426202,0.2253197339,0.9740367543
2708,LAZXOB_clean,0.0588707388,0.1159688662,0.5221616953
2709,LECFAC_clean,0.1071403683,0.2113431506,0.9326878407
2710,LECFEG_clean,0.1009165716,0.1960503005,0.874854839
2711,LECGIL_clean,0.0459835234,0.0921782117,0.4515934987
2712,LEDLAJ_clean,0.0614534374,0.1214480813,0.5236155547
2713,LEDLEN_clean,0.0671327135,0.1336643844,0.6160100399
2714,LEGGEK_clean,0.1700492036,0.3155909323,1.1522476425
2715,LEGGIO_clean,0.1220637224,0.2357483114,1.0429403089
2716,LEHXUT_clean,0.1415506321,0.2754826782,1.3055874293
2717,LEJBUX_clean,0.0434718914,0.0877552798,0.4252552367
2718,LEJCAE_clean,0.0469937882,0.0937067984,0.4548456613
2719,LEJCEK_clean,0.1267515919,0.2484960759,1.2425129993
2720,LEJRIC_clean,0.0302582915,0.0609196702,0.2981953289
2721,LEJZOQ_clean,0.0625982819,0.1230361064,0.5315838375
2722,LELDUD_clean,0.1144019641,0.2278705995,1.1197678147
2723,LELMIA_clean,0.0729928324,0.1449834379,0.623566185
2724,LELMIA01_clean,0.0802282641,0.1569406515,0.6625819086
2725,LELROL_clean,0.1179157197,0.2341564498,1.0831350971
2726,LENGAO_clean,0.0778400921,0.1531940344,0.6793671287
2727,LENGES_clean,1.521113628,1.7729449102,2.2078322327
2728,LENKIA_clean,0.0264796335,0.0525579817,0.2627310996
2729,LEQBUG_clean,0.235870576,0.4448007007,1.7400360781
2730,LEQCAN_clean,0.2438499579,0.4721931153,1.7707718157
2731,LEQQAA_clean,0.1181611421,0.2333873467,1.0762584709
2732,LEQQII_clean,0.0738142524,0.1478338904,0.715126234
2733,LEQVUZ_clean,0.1038233412,0.2092154916,0.9784031393
2734,LETDEU_clean,0.0137680432,0.0278210876,0.1349432731
2735,LETDUK_clean,0.0582241349,0.116836114,0.566688001
2736,LEVDIB_clean,0.1289068585,0.2578033584,1.1250410945
2737,LEVLEF_clean,0.1178034284,0.2280314066,0.9768491347
2738,LEVNOQ_clean,0.168459538,0.3321279109,1.4075678083
2739,LEVNOQ01_clean,0.1746600976,0.3436146709,1.430921826
2740,LEVPAF_clean,0.0625891923,0.1241728994,0.5822137043
2741,LEVYOC_clean,0.050345908,0.0969332436,0.4162732187
2742,LEWMUX_clean,0.1708186206,0.3277110691,1.3200933532
2743,LEWZET_clean,0.2705481373,0.5084901791,1.8491422111
2744,LEYRAK_clean,0.040219584,0.0807207282,0.3975117038
2745,LEZJOQ_clean,0.0723334613,0.1406716706,0.5333734961
2746,LEZMIN_clean,0.1147134317,0.2230868022,0.9182109854
2747,LEZXAR_clean,0.0079291552,0.0161189719,0.0765352665
2748,LICKAL_clean,0.0666685229,0.130080842,0.4910984321
2749,LIDSAU_clean,0.2086537908,0.4061814345,1.6869880075
2750,LIDSEY_clean,0.2127635235,0.4116194066,1.6895120991
2751,LIDSIC_clean,0.1745047932,0.3371129096,1.4670143914
2752,LIDWIG_clean,0.0891510627,0.1722564345,0.7406688099
2753,LIDZOP_clean,0.0750653904,0.1453675595,0.5082048776
2754,LIDZUV_clean,0.1265033391,0.235862006,0.725203598
2755,LIFSAW_clean,0.0859952171,0.1700716751,0.7061943216
2756,LIFSEA_clean,0.098920625,0.1932179139,0.8056683389
2757,LIFWOO_clean,0.2142884063,0.4070403199,1.5094849452
2758,LIGHAM_clean,0.0599766011,0.1194217592,0.5511466164
2759,LIJNOJ_clean,0.0792044823,0.1527815464,0.5968594431
2760,LIJNOJ01_clean,0.0783130272,0.1525755597,0.5886580567
2761,LIKDOA_clean,0.0980190712,0.1937157053,0.95043907
2762,LIKGUJ_clean,0.121626847,0.2330963873,0.986578071
2763,LIPQOR_clean,0.1090431384,0.2195184308,1.0031167714
2764,LIQDAS_clean,0.0763761899,0.15060749,0.7151879009
2765,LIQFEY_clean,0.086595856,0.1690479597,0.7291290769
2766,LIQJEC_clean,0.0564186828,0.1141092399,0.533286604
2767,LIRFIB_clean,0.0526850392,0.1036372605,0.5255231276
2768,LIRNOR_clean,0.0938585687,0.182984198,0.7940590469
2769,LIRTUC_clean,0.0350510212,0.0690587983,0.3224532181
2770,LITCIC_clean,0.0903002412,0.1774669661,0.8344966005
2771,LITCOI_clean,0.1020884359,0.20328316,0.925305144
2772,LITDAV_clean,0.106591951,0.214272097,0.9230659145
2773,LITHUR_clean,0.0221347107,0.0438675349,0.2142861696
2774,LIVLUZ_clean,0.112111152,0.2157294467,0.889171634
2775,LIVTIT_clean,0.1390220457,0.2710404018,1.196687845
2776,LIVWAQ_clean,0.1080080829,0.2114248435,0.8543936231
2777,LIWFOM_clean,0.0146319918,0.0293541104,0.1406272534
2778,LIWXIZ_clean,0.0124338048,0.0245623088,0.1045347823
2779,LIXWAR_clean,0.1236834771,0.244134445,1.0449881849
2780,LIXWAR01_clean,0.1241617302,0.2471209463,1.0359667487
2781,LOBHAM_clean,0.068910481,0.1371270125,0.6262769329
2782,LOCZIO_clean,0.0903606832,0.1798571056,0.7942227452
2783,LODCUC_clean,0.0761464184,0.1463935995,0.5424489907
2784,LODKIA_clean,0.113346911,0.2236536514,1.0190809826
2785,LODPOK_clean,0.2095551209,0.3918497479,1.5112065761
2786,LODPUQ_clean,0.2270001393,0.4199311872,1.5690216777
2787,LODTAB_clean,0.1240366311,0.2462057962,1.0673605715
2788,LOFJAT_clean,0.1727392309,0.3439767622,1.4512081253
2789,LOFZUB_clean,0.1090841227,0.2142661811,0.9122958041
2790,LOGBAK_clean,0.1089873185,0.2107783819,0.9090998412
2791,LOGBEO_clean,0.1097389748,0.2173283264,0.9211363074
2792,LOGXEM_clean,0.0244519139,0.0493845892,0.2369484669
2793,LOJFOF_clean,0.1133337115,0.2204939371,0.9405500779
2794,LOJFUL_clean,0.1573838219,0.3091886228,1.320677353
2795,LOLVAJ_clean,0.0219527342,0.0424929772,0.1823748534
2796,LONVAN_clean,0.0584536803,0.1151820175,0.543118324
2797,LONVIV_clean,0.0632793132,0.1276774356,0.5905570618
2798,LONWIW_clean,0.0744667446,0.147314099,0.6939669853
2799,LOPZAS_clean,0.0701592842,0.1399574239,0.635602928
2800,LORMOW_clean,0.0492254757,0.0969548408,0.4123383792
2801,LORNEL_clean,0.0457919828,0.0919549469,0.4459903635
2802,LOSBOM_clean,0.174000024,0.3483627038,1.5887024653
2803,LOSYAV_clean,0.123796998,0.2396835903,1.0440905341
2804,LOTDIJ_clean,0.1627016884,0.3193117876,1.2251857602
2805,LOVLEP_clean,0.0293935187,0.0590478764,0.2696121412
2806,LOXBEH_clean,0.0659167484,0.124410768,0.5744101314
2807,LOXKAM_clean,0.1129109683,0.2238412541,0.9882008468
2808,LOXWAY_clean,0.0388368863,0.0766629162,0.3430144525
2809,LOXWEC_clean,0.0277161829,0.0560785498,0.2653596717
2810,LUBNAZ_clean,0.058144088,0.1151404054,0.5479246205
2811,LUCDIW_clean,0.0798555886,0.1605982163,0.7578985925
2812,LUDCUK_clean,0.0642938609,0.1250956208,0.5072262781
2813,LUDKIG_clean,0.022318013,0.0436013091,0.1732919918
2814,LUDKOM_clean,0.0747743343,0.1468753764,0.5915371621
2815,LUDKUS_clean,0.0930842317,0.1792593304,0.6761413715
2816,LUDLAZ_clean,0.1254314495,0.236453613,0.8237581006
2817,LUDLED_clean,0.1000612332,0.1943548444,0.8787657489
2818,LUDLIH_clean,0.1001174176,0.1980978896,0.8703826451
2819,LUDTUZ_clean,0.0731928423,0.1431062882,0.6327277077
2820,LUDVAH_clean,0.08170421,0.1599725664,0.6229340022
2821,LUDVEL_clean,0.0574240226,0.1122024594,0.5337099238
2822,LUDVIP_clean,0.0610815634,0.1209649845,0.5236066666
2823,LUDVOV_clean,0.0608228782,0.119627286,0.569932693
2824,LUFBUL_clean,0.1297377546,0.2570395123,0.948576887
2825,LUFCAS_clean,0.0612323346,0.119355577,0.5114161163
2826,LUFNAC_clean,0.1163014174,0.2292307578,0.996729564
2827,LUFNAC01_clean,0.1152015949,0.2245666565,0.9919949886
2828,LUFNAC02_clean,0.1139736379,0.2263733551,1.0080523961
2829,LUFNAC03_clean,0.1121370412,0.2239281188,0.9921829194
2830,LUFNAC04_clean,0.1149581391,0.2253205153,1.0057908195
2831,LUFNAC05_clean,0.1155774566,0.2284747634,0.9955763521
2832,LUFNEG_clean,0.1947270323,0.3839402703,1.4965542802
2833,LUFQUZ_clean,0.2282518581,0.4344294601,1.579682773
2834,LUFQUZ01_clean,0.2184932023,0.4165162022,1.5225432257
2835,LUFQUZ02_clean,0.1681761142,0.3236485877,1.2715227401
2836,LUJPUC_clean,0.0225670825,0.0442921863,0.2155362764
2837,LUKREO_clean,0.0534467621,0.1023390366,0.4243814535
2838,LUKRIS_clean,0.0350896749,0.0691214073,0.2901678547
2839,LULVOF_clean,0.1203505956,0.2278683449,0.8157731118
2840,LUMDEC_clean,0.0322142913,0.0642447088,0.304600137
2841,LUMLIQ_clean,0.0787230254,0.1515781588,0.5877797778
2842,LUMYEZ_clean,0.1168736637,0.2361501314,1.0220761866
2843,LUMYID_clean,0.1198560145,0.2346302182,1.0439536771
2844,LUMYOJ_clean,0.1191886576,0.235615288,1.0329726233
2845,LUMYUP_clean,0.1159971591,0.225062109,0.9950147063
2846,LUMZAW_clean,0.1211132956,0.2396928703,1.0469799329
2847,LUMZUO_clean,0.0204429737,0.0402941881,0.2020817088
2848,LUNBAX_clean,0.0197762127,0.0400004783,0.1948856773
2849,LUNBEB_clean,0.0199551824,0.0398348671,0.1940971174
2850,LUNBIF_clean,0.0231072214,0.0461233399,0.2262450288
2851,LUPTAS_clean,0.0776105028,0.1497669217,0.5976074323
2852,LUPYAX_clean,0.0613549435,0.1227111961,0.5771828535
2853,LUQGAG_clean,0.1315923562,0.2538345548,1.065775652
2854,LURLOB_clean,0.0534694396,0.1066157575,0.5202293198
2855,LURRIA_clean,0.1546805113,0.3078627773,1.4803611877
2856,LUSHIR_clean,0.0675539377,0.130693281,0.5711030264
2857,LUSHOX_clean,0.0769869101,0.1487255412,0.6494852167
2858,LUSHOX01_clean,0.0772690586,0.1523427482,0.6555197071
2859,LUSHOX02_clean,0.0791030237,0.1550168185,0.6715609583
2860,LUSHOX03_clean,0.0766112404,0.1529672792,0.6568083966
2861,LUSHOX04_clean,0.0759248905,0.1506340063,0.6583285112
2862,LUSHUD_clean,0.0797642975,0.1562198669,0.6406957202
2863,LUSJEP_clean,0.0663564087,0.1312151671,0.5823450141
2864,LUSJIT_clean,0.0618856341,0.124189664,0.5564547343
2865,LUSJOZ_clean,0.0652002759,0.1291202307,0.5748863308
2866,LUSQOH_clean,0.0794340325,0.1579743776,0.7428125606
2867,LUSYEF_clean,0.1448518723,0.2843347769,1.2630424605
2868,LUTZEH_clean,0.0723916282,0.1455235,0.6966082791
2869,LUVTAY_clean,0.0354778164,0.0709088845,0.3383207659
2870,LUWMIB_clean,0.104232183,0.2064097177,0.8884360573
2871,LUXDUE_clean,0.0668295823,0.1356192477,0.6161433069
2872,LUXFOA_clean,0.0516043884,0.1013303023,0.4863474378
2873,LUXFUG_clean,0.0486352981,0.097715526,0.4636697739
2874,LUYHAP_clean,0.1190910406,0.2383607655,1.1030309497
2875,LUYSOP_clean,0.1332141229,0.2603291904,1.1023447739
2876,LUZBOY_clean,0.114084844,0.224289918,1.0263809947
2877,LUZJAT_clean,0.0731538885,0.1460568635,0.6578388313
2878,MABCUQ_clean,0.0482553803,0.0969231451,0.4483226926
2879,MABJUV_clean,0.0299717793,0.0587769388,0.2668313808
2880,MABJUV01_clean,0.0297379442,0.0590350518,0.2612640614
2881,MABKEG_clean,0.0339076752,0.0678846093,0.2947620234
2882,MABKIK_clean,0.034313204,0.0662424455,0.2936793982
2883,MABKIK01_clean,0.0336804576,0.0668153498,0.3011933759
2884,MABLAD_clean,0.1300723369,0.2533028551,0.9629897872
2885,MACHIJ_clean,0.0422203155,0.084529807,0.3966827944
2886,MADVUJ_clean,0.0732147938,0.1419839054,0.5229893356
2887,MADWAQ_clean,0.079247508,0.1552964613,0.5819415597
2888,MAFFUW_clean,0.3472866036,0.6241100153,2.1491926135
2889,MAFJIO_clean,0.0896798405,0.180262326,0.8537282222
2890,MAFLUD_clean,0.1156994603,0.2253814049,0.9847910485
2891,MAFMAK01_clean,0.1000753655,0.2003862173,0.883744302
2892,MAGBAZ_clean,0.0801996079,0.1591073859,0.766145538
2893,MAGBON_clean,0.124884538,0.2442770086,1.1054292769
2894,MAGNEQ_clean,0.0301483165,0.0592792544,0.2929914452
2895,MAGNEQ01_clean,0.0300759695,0.0591797774,0.2977708634
2896,MAHCEG_clean,0.1024952968,0.2016865224,0.9895591719
2897,MAHCIK_clean,0.1015427076,0.2056492356,0.9842474483
2898,MAHCOQ_clean,0.1042730697,0.204165707,1.0033843712
2899,MAHTAR_clean,0.0830974855,0.1630374441,0.6715472208
2900,MAHTAR01_clean,0.0840612287,0.1658117281,0.6794769671
2901,MAJHUC_clean,0.0283018351,0.0550908254,0.2410034507
2902,MAJJUF_clean,0.080124845,0.1575851601,0.7751160052
2903,MAJKAM_clean,0.1470710337,0.2901475835,1.2340874027
2904,MAKHAJ_clean,0.1196165603,0.2355573719,0.9425470119
2905,MAKRAU_clean,0.0617491923,0.1241550925,0.5855328264
2906,MAKRIC_clean,0.2293320234,0.4374063131,1.5406307922
2907,MAKXAZ_clean,0.1088664339,0.209101787,0.812398517
2908,MALFUD_clean,0.0684392386,0.1362518964,0.6580492106
2909,MALROJ_clean,0.0704185308,0.1425099098,0.6904138387
2910,MALRUM_clean,0.0319052351,0.0626148646,0.2986747475
2911,MALRUP_clean,0.0797492156,0.1594286021,0.7688076643
2912,MALSAW_clean,0.0780951384,0.1582218677,0.7557605302
2913,MALSEA_clean,0.0807595556,0.158935434,0.7663789203
2914,MALSIE_clean,0.0788458014,0.1562666524,0.7699358409
2915,MALSOK_clean,0.0804169565,0.1591143711,0.7721965586
2916,MANLOD_manual,0.0907755042,0.1811522013,0.8449144575
2917,MAPFIS_clean,0.0820767535,0.1613881602,0.7201519124
2918,MAQBEO_clean,0.104833664,0.2054142683,0.8990310155
2919,MAQBIS_clean,0.1658560537,0.3282125368,1.3842251675
2920,MAQMEZ_clean,0.1817874249,0.3441522238,1.3127951548
2921,MAQRAA_clean,0.055130317,0.1095153405,0.5128706346
2922,MARPOL_clean,0.0315271496,0.0626841446,0.284911864
2923,MARXEK_clean,0.0394783476,0.0789058047,0.3734548813
2924,MASMIC_clean,0.1194464731,0.2386254331,1.162065506
2925,MATTOR_clean,0.1648880512,0.3095240391,1.1125834803
2926,MATTUX_clean,0.13229346,0.26218069,1.0962894859
2927,MATWUC_clean,0.1778628754,0.3577472,1.4409862332
2928,MATXAJ_clean,0.1124400868,0.2224055546,1.0510793996
2929,MAVNUU_manual,0.142564995,0.2820340868,1.1738413892
2930,MAVRAE_clean,0.1225645029,0.2526139816,1.0856960668
2931,MAWTUC_clean,0.0998965492,0.1949572575,0.8542990872
2932,MAWVAK_clean,0.0917939132,0.1810686467,0.8126332548
2933,MAYKOO_clean,0.0951790992,0.1887917663,0.9283709978
2934,MAZSOX_clean,0.1188823084,0.2301949176,0.9426159478
2935,MAZSUD_clean,0.1210862092,0.2431101584,1.0433766733
2936,MECWIB_clean,0.1211588018,0.2383337452,1.035183867
2937,MECWOH_clean,0.1885137128,0.3648924751,1.4122888914
2938,MEFJOY_clean,0.0938600952,0.1836885347,0.8571620117
2939,MEFJUE_clean,0.0871280365,0.1728582429,0.8049128784
2940,MEFYUT_clean,0.0612817336,0.1200897381,0.5669062533
2941,MEFZUU_manual,0.0745105632,0.1491107361,0.7105319238
2942,MEGBAD_clean,0.0777872644,0.1539795253,0.7363823639
2943,MEGBEH_manual,0.0695536407,0.1395722867,0.6730599082
2944,MEGFIN_clean,0.0827434258,0.1648838988,0.7407242156
2945,MEHMET_clean,0.1345257782,0.2657568772,1.2719894015
2946,MEJMOE_clean,0.0746326151,0.1474033719,0.7058269283
2947,MEJQEZ_clean,0.1593740529,0.3110998743,1.1541655871
2948,MEJQID_clean,0.1549078614,0.2997174014,1.156832671
2949,MEJQOJ_clean,0.1601448677,0.3085688165,1.1706020787
2950,MEJZIM_clean,0.0235914547,0.0462968108,0.2116198162
2951,MEKDUC_clean,0.1426266217,0.2685807332,0.9197092873
2952,MEMGAN_clean,0.0775858892,0.1537902598,0.676992302
2953,METYIU_clean,0.0321213441,0.0643982737,0.3052750145
2954,MEXDEY_clean,0.025618928,0.0511057213,0.220080842
2955,MIBMER_clean,0.0899461861,0.1779517091,0.8266066422
2956,MICDEJ_clean,0.089843917,0.1760661949,0.7287762618
2957,MIDCAF_clean,0.0578342832,0.1156753622,0.5417105045
2958,MIDSUP_clean,0.0698045984,0.139499949,0.6800889698
2959,MIDSUP01_clean,0.0732213632,0.144298936,0.7134673412
2960,MIFGEP_clean,0.1457190179,0.288307713,1.2334541064
2961,MIFGEP01_clean,0.1450501699,0.2900133467,1.2323174926
2962,MIFKUJ_clean,0.1527795706,0.3021184858,1.3041289873
2963,MIFLIY_clean,0.1101653188,0.2190312721,1.0268154939
2964,MIFPUO_clean,0.1163337162,0.2292207172,0.8822635515
2965,MIFQOJ_clean,0.1053313508,0.2080530569,0.841523611
2966,MIJHOD_clean,0.0802979427,0.1597907614,0.7014574708
2967,MIJMAU_clean,0.0450153092,0.0912014029,0.4266891037
2968,MILQIJ_clean,0.0983842109,0.1893816036,0.7606986425
2969,MILROQ_clean,0.074515694,0.1508243996,0.7085833742
2970,MIMFOF_clean,0.0985286672,0.1932055937,0.7637318863
2971,MIMKIE_clean,0.0725316679,0.1437590153,0.6486645982
2972,MIMSIM_clean,0.1217554795,0.2327048087,0.7710331155
2973,MIMSOS_clean,0.0940438888,0.179407124,0.7054848159
2974,MIMSUY_clean,0.0912600622,0.1769569396,0.707182816
2975,MIMVEJ_clean,0.3542901108,0.641653732,2.0036221275
2976,MINVOU_clean,0.0445952898,0.0884817609,0.4224065994
2977,MINVOU01_clean,0.0446336537,0.0890809684,0.425947039
2978,MINVUA_SL,0.0488645871,0.0974485589,0.4722128989
2979,MINVUA01_SL,0.0496939213,0.0983493874,0.476409616
2980,MIPHEA_clean,0.0697895126,0.1390600249,0.642359965
2981,MIQLII_clean,0.0741349474,0.1490782496,0.6635345106
2982,MISQIQ_clean,0.0681137001,0.133616153,0.5332237352
2983,MISQIQ01_clean,0.066665382,0.1308251232,0.5254817705
2984,MISQIQ02_clean,0.0679414609,0.1323086435,0.533609702
2985,MISQIQ03_clean,0.066315246,0.1316310016,0.5289095826
2986,MISQIQ04_clean,0.0688755759,0.1345854701,0.5315264873
2987,MISQIQ05_clean,0.0674775465,0.1302794894,0.5217000508
2988,MISQIQ06_clean,0.0668087051,0.1301776545,0.5313215604
2989,MISQIQ07_clean,0.0678044239,0.1319955956,0.5174820755
2990,MITGOL_clean,0.0185147138,0.0362453149,0.1738551325
2991,MITSAK_clean,0.078795325,0.1531627376,0.7336202462
2992,MITSUE_clean,0.0701706894,0.1376985951,0.6544323613
2993,MIVFEE_clean,0.0704799072,0.1368943252,0.6039361644
2994,MIVFOO_clean,0.078688541,0.1543387411,0.7004627789
2995,MIXBAY_clean,0.1285194739,0.2603107294,1.1775681966
2996,MIXBEC_clean,0.1599915322,0.3140674823,1.3643705972
2997,MIXBIG_auto,0.1023737812,0.2064771468,0.9566390118
2998,MIXYID_clean,0.138334572,0.2686975684,1.1564123328
2999,MIXZOK_clean,0.1280484038,0.2571762,1.205588628
3000,MIZKAI_clean,0.268559386,0.4993987709,1.7530203953
3001,MIZZOM_clean,3.3151178925,3.7165375321,4.2018719186
3002,MOCKAR_clean,0.1064345129,0.2164937709,1.0162716205
3003,MOCKEV_clean,0.090493312,0.176679892,0.8520793469
3004,MODMIB_clean,0.0289743153,0.0570138208,0.2815716466
3005,MODNOI_ion_b,0.0255210986,0.0510869831,0.23282546
3006,MODNUO_ion_b,0.0250562334,0.0500688149,0.2303344629
3007,MOFBIU_clean,0.0499510101,0.0968224867,0.4028709318
3008,MOFKUO_clean,0.0700197297,0.1403525872,0.6770940412
3009,MOFLAV_clean,0.0578546653,0.1149337352,0.5540515068
3010,MOKVOZ_clean,0.204668683,0.4032503841,1.7428546553
3011,MOLKAB_clean,0.0761471651,0.1511892171,0.6659427531
3012,MOLQEL_clean,0.1138072031,0.2249523027,1.0433781838
3013,MOMRIR_clean,0.1174425432,0.2266359119,0.8012046183
3014,MOPKEJ_clean,0.1160318202,0.2243496892,0.888479379
3015,MOPQIT_clean,0.0156392793,0.030207597,0.1498192347
3016,MORFEG_clean,0.0844773104,0.1655292896,0.6654728218
3017,MORZID_clean,0.1672606132,0.3150133961,1.115612787
3018,MOSDUT_clean,0.1104532022,0.218227983,0.9412415336
