,Adsorbent,CO2_40C_0.5bar,CO2_40C_1bar,CO2_40C_5bar
43,acscombsci.5b00188_5020072_clean,12.2844905722,14.2048304121,20.5518371092
44,acscombsci.5b00188_5024922_clean,23.9931616182,27.1207365994,36.0097150438
45,acscombsci.5b00188_5036495_clean,15.8597642032,17.7153212592,25.2868535693
46,acscombsci.5b00188_5040209_clean,6.4630583079,6.8580510785,7.8296493487
47,acscombsci.5b00188_8372_clean,7.408202284,7.4417643719,8.0619317418
48,ACUBAB_clean,2.5605192752,2.6073236363,2.6462196242
49,ACUFEK_clean,12.3180554856,13.7770994491,18.9920708348
50,ACUJOZ_manual,16.6648418185,17.2779321888,18.6816270449
51,ACUTOI_clean,0.1540012259,0.2885906458,0.8699940051
52,ADARAA_clean,9.7682953586,10.7738433049,12.8408380585
53,ADASEF_clean,9.4547570022,11.0115060344,16.5421169224
54,ADASIJ_clean,13.1778506053,13.9339635313,15.1389849391
55,ADASOP_clean,14.0974972412,14.6942420262,15.6314433189
56,ADASUV_clean,12.8175621954,13.1917675167,14.1015645542
57,ADATAC_clean,10.6784571303,12.3249996734,20.9651940513
58,ADATEG_manual,12.3565177202,15.3698050454,26.940347637
59,ADATIK_clean,11.442551034,12.9988174595,18.8826452019
60,ADAXEK_clean,3.4798754227,3.6999259016,4.3206034448
61,ADAXIO_clean,3.0781622624,3.3075414513,3.9724210184
62,ADIQEL_clean,2.4418274175,2.8185515907,3.8633758391
63,ADOBIF_clean,5.8216264334,5.8739738187,6.3184626701
64,ADOCEC_clean,5.512091648,5.552556311,6.2244249244
65,ADOGEH_clean,11.4118639669,11.4124278876,11.4138477194
66,ADUROI_clean,12.7794422489,14.6745619903,19.3085522102
67,ADUWIH_clean,12.1800816342,13.2593762705,16.0874644595
68,ADUWON_clean,19.6812515119,21.0324457983,24.81194399
69,AFEJOK_ion_b,9.0453772195,9.2730580401,9.5332045251
70,AFITEP_clean,3.7341128185,4.0385660139,4.7316203458
71,AFITUF_clean,3.2528645654,3.5730169646,4.2591346554
72,AFIXAO_clean,0.4551020926,0.7895465167,2.3147779687
73,AFIXES_clean,0.4606375905,0.7900601419,2.3355096492
74,AFOVEX_clean,5.4252282709,5.9762824622,7.9041093371
75,AFOYAW_clean,1.9196185966,2.6123839603,5.3266293962
76,AFOYEB_clean,0.0343397101,0.0673784486,0.2950900647
77,AFOYIE_clean,0.3837247678,0.785045975,4.3510008121
78,AFOYOK_clean,0.5266846802,1.055094547,4.6077029991
79,AFUKET_clean,5.8514207314,6.2864561237,7.4773638048
80,AFUKIX_clean,8.8690055863,9.5255022649,11.1646352996
81,AGABIU_clean,13.468397046,14.0395499119,15.78175802
82,AGIREP_clean,11.33673812,11.8197067851,12.6641850154
83,AGOFEJ_clean,10.1680879503,11.7217887173,16.2207797679
84,AGONAM_clean,2.6261287034,2.6931795357,2.7820271535
85,AGONEQ_clean,8.8349663636,9.284176325,11.0230477864
86,AGUBUA_clean,7.0006106473,7.085795233,7.2257588172
87,AHAMAY_clean,0.3569725474,0.5120674323,0.9809461406
88,AHEQAH_clean,6.6579220548,8.3265806984,13.6542517187
89,AHIYOH_clean,2.5647754954,2.8026310446,3.2744585032
90,AHOKIR_clean,2.1388515949,2.5550678104,3.2526920026
91,AHOKIR01_clean,2.7401874201,2.9686438538,3.3221395162
92,AHOKOX_clean,2.0894620434,2.4466807825,3.2489256639
93,AJAKON_clean,5.7130622464,5.7492690045,5.794308937
94,AJAYIT_clean,0.006622137,0.0131320344,0.0612351783
95,AJIGIL_clean,2.6310337802,3.0619697678,4.0668549345
96,AJOTEY_clean,11.9993123741,12.2281590933,12.5163022431
97,AJOVEB_clean,2.8837136545,2.8741700752,3.0069057658
98,AKEDIF_clean,2.907429753,3.5814330805,5.2340638929
99,AKOBAF_clean,2.4585814579,2.6430178891,3.23782939
100,AKOXIJ_clean,5.0661818622,5.2352896882,5.6586549644
101,AKUKUO_clean,1.7151486348,2.18746897,3.4505462468
102,ALAMUW_clean,15.6907922008,17.0285447732,20.3635527156
103,ALANAD_clean,13.7177320571,14.7554289304,17.9053653916
104,ALEJEI_clean,13.9687148627,14.4184223217,15.8411556948
105,ALEJIM_clean,13.3870829747,13.8613618615,15.4100203142
106,ALICAA_clean,2.1389384549,2.3803236397,2.7066312474
107,ALIXAU_clean_h,2.2883439903,2.3388254771,2.3610850595
108,ALIXOJ_clean,12.2526166558,12.8863243205,14.1450978434
109,ALIXUP_clean,5.4488787314,5.5881941311,6.2589601491
110,ALOLES_ion_b,1.1565671583,1.2359971899,1.3687034915
111,ALOLIY_clean,7.4726704568,7.664701275,8.116149782
112,ALONEV_clean,1.3402273968,1.601982783,2.5277696819
113,ALUJIB_clean,4.0629349246,4.4886838287,5.0776210786
114,ALUKIC_clean,12.4046640927,13.9776748839,20.1559178603
115,ALULEZ_clean,10.2867736997,12.5477956237,20.257477923
116,ALULID_clean,5.0405262582,5.5117249413,7.5144676872
117,ALURAB_clean,1.6236337082,2.0609636147,3.1527419651
118,ALUREF_clean,1.6344294403,1.9996740488,3.20631975
119,ALURIJ_clean,1.6168066494,1.9805830372,2.9993815626
120,am301365h_si_002_clean,0.3275045682,0.6592780257,3.2159821262
121,AMAFOK_clean,0.585668034,0.9824277238,2.1049645996
122,AMAGAX_clean,0.5337178096,0.9727432209,2.3362121885
123,AMILOY_clean,3.8081615981,4.1678352725,5.4527805226
124,AMILUE_clean,3.4578328825,3.6978347813,4.6062827499
125,AMIMAL_clean,3.0663470258,3.3881865752,4.2433724489
126,AMIMEP_clean,3.253060019,3.4837020642,4.4074037344
127,AMIZIG_clean,2.7838362975,2.8350473792,2.880159966
128,AMOYOR_clean,3.7006585553,3.7131278233,3.7936836927
129,AMUFOF_clean,4.6385323987,4.8378293192,5.5099527371
130,AMUPOP_clean,2.2304205532,2.3065056534,2.3727385889
131,AMUWUB_clean,4.2366848787,4.6386172784,6.0685340262
132,AMUXAI_clean,2.4770260984,2.7572948734,3.4731418302
133,ANEHEI_clean,2.7928553167,3.399769911,4.887512596
134,ANIDIL_clean,1.5962085699,1.874241371,2.3298598647
135,ANOMOG_clean,13.3143093779,14.0924823337,15.7970579586
136,ANOMUM_clean,10.5018501619,11.1228317841,13.3944120938
137,ANONAT_manual,11.0862522134,11.5039207603,13.8054691402
138,ANUGEW_clean,20.2589215596,22.44333334,27.35049337
139,ANUGIA_clean,15.181430506,16.5089305363,19.7261906363
140,ANUGOG_clean,16.3696609455,18.1042373819,22.4028610104
141,APACAX_clean,11.2341611071,11.8853678921,13.221398656
142,APARAM_clean,0.678010459,0.9452040748,1.7385708985
143,APEBED_clean,4.1770148316,4.19788047,4.2377558768
144,APEBEE_clean,4.2011709213,4.3637029547,5.0573669104
145,APEBII_clean,6.4349833076,6.4924767128,6.7187588579
146,APEBUU_clean,2.350354782,2.4318364801,2.8532001022
147,APUPEH_clean,32.4065335621,35.9303674069,44.2215298505
148,AQEGUY_clean,5.4357076024,5.4696641614,5.6508999006
149,AQEQES_clean,3.9418237907,4.568575407,6.5808110786
150,AQEQIW_clean,3.6380033441,4.0849493628,6.2713696525
151,AQERUL_clean,2.8974805947,2.9919493113,3.2059096878
152,AQIQAU_clean,8.9595134103,9.8953973564,11.930144252
153,AQIXUU_clean,0.5434639286,0.7844196766,1.3465869218
154,AQIXUV_clean,2.4437653365,2.9083238939,4.2738592052
155,AQOLEZ_clean,0.7787771364,1.3817587565,4.0966999847
156,AQOLID_clean,0.6977031994,1.1901450825,3.2126755003
157,AQOLOJ_clean,1.8366274973,2.6894407151,7.0624919534
158,AQOLUP_clean,0.7324060715,1.3044800336,3.9261966338
159,AQOMAW_clean,2.7998816896,3.0170258556,4.2453108524
160,AQOMEA_clean,0.6324850652,1.146479697,3.8172317398
161,AQOMEA01_clean,0.6786967477,1.2011481897,3.8295500317
162,AQUCOF_clean,3.5973655403,4.7189640357,6.8957100507
163,AQUCOG_clean,2.5208581268,4.1060037822,6.0067925553
164,AQUCUM_clean,1.9172591646,3.2972860648,5.7527504322
165,AQUDAS_clean,3.9752699316,5.020599183,6.8732615266
166,AQUDAT_clean,1.7839915599,1.8035736283,1.8161984603
167,AQUDEX_clean,1.7667228827,1.7952329071,1.81515196
168,AQUDIB_clean,2.9364213821,4.4501367801,6.0377366301
169,AQUDOH_clean,1.6685978372,1.7531382848,1.8001042523
170,ARADEE_clean,7.7425962849,8.3430973077,9.3241056701
171,ARAFEF_clean,0.6362123768,1.2782590692,6.4221611229
172,ARAFIJ_clean,0.7787876375,1.5677329147,5.9468315565
173,ARAFOP_clean,1.1233231433,1.8779930914,3.8256183331
174,ARAGOR_clean,6.1927050188,6.5087077007,7.1412609898
175,ARINOF_clean,0.8913858751,1.4036162823,2.7251631572
176,ARINUL_clean,0.5786562495,0.9672861942,2.2137118539
177,AROFAP_clean,4.3422667642,4.5329626503,5.0549350107
178,AROFET_clean,8.2329733729,8.644477117,10.3581575728
179,ARUYES_clean,3.6832337698,3.8170432441,4.5012651449
180,ARUYUH_clean,0.312608506,0.5768436472,2.1896359297
181,ARUYUH01_clean,0.5264531277,1.0677518674,2.9619336822
182,ASACON_clean,2.1782504346,2.3715071634,2.6482197171
183,ASADAA_clean,0.8631520912,0.9887082072,1.6433351221
184,ASANAL_clean,0.6296874213,1.0623340467,2.5280916727
185,ASEJOZ_clean,3.4426483528,3.5788074297,3.7733475707
186,ASEJOZ01_clean,3.503814927,3.6077352187,3.8216175885
187,ASEKAM_clean,3.5913325906,3.8479977211,4.030015224
188,ASINAT_clean,6.6301597785,7.7760634393,11.9171160084
189,ASINEX_clean,5.5318791771,6.8913890687,11.81915026
190,ASINIB_clean,5.6574386334,7.0274436208,11.8793928249
191,ASIQEA_clean,5.5353112978,5.795996907,6.791679535
192,ASIQIE_clean,5.7183533397,6.0621647864,7.2788340767
193,ASIVAB_clean,16.1653109028,18.1208525634,23.6224062832
194,ASIVEF_clean,14.1021024132,15.4339021379,19.4733633667
195,ASOHUL_clean,4.6284711806,4.9825906257,6.7148935069
196,ASOSUY_clean,17.7332961306,17.8250247218,18.1443487317
197,ASOVEL_clean,5.5946823798,5.9517077557,6.4315666805
198,ASOYOY_clean,2.9762760148,3.727502444,6.7263646926
199,ASUWUI_clean,6.0811578547,6.3590433744,6.7461652732
200,ATAFIK_clean,6.4762714732,7.0984411712,8.4718035335
201,ATAYAX_clean,15.4576029609,16.0525341997,17.3622539656
202,ATAYEB_clean,15.4514504861,16.0369972523,17.2434719469
203,ATEYED_clean,0.4583405536,0.9265043022,5.1422967025
204,ATEYUV_clean,11.2539070687,12.7782523029,16.2182445624
205,ATEZAC_clean,10.5814906023,12.4297150012,17.2750840964
206,ATEZEG_clean,10.6768685625,12.1963845191,15.9404687848
207,ATEZIK_clean,10.1480390082,11.8087203912,16.3652549436
208,ATIBAG_clean,2.2341389207,2.2637565053,2.2939345391
209,ATIBOU_clean,2.1794464238,2.2325869076,2.287041493
210,ATIBOU01_clean,2.2709928466,2.2869488832,2.3130584709
211,ATIBOU02_clean,2.2808270534,2.3010096115,2.3427670686
212,ATIBUA_clean,2.2550016821,2.2840396568,2.2916304702
213,ATICAH_clean,2.2788886337,2.2924926997,2.2977938147
214,ATICEL_clean,2.232160583,2.2587236396,2.2941101785
215,ATIJUJ_manual,0.4781942378,0.8264687397,2.9198649829
216,ATIXUX_clean,2.0651648412,2.0528762358,2.0302818775
217,ATOGEV_clean,4.5126361505,4.7861397083,5.4389934535
218,ATOWIQ_clean,5.4377170496,6.337385288,9.0534386541
219,ATOWOW_clean,5.8185214978,6.7026300792,8.709997823
220,ATULIM_clean,0.1911627838,0.3095349129,0.652800954
221,ATUZEW_clean,11.5650212216,11.5539705575,11.5811144577
222,AVAJUE_clean,11.612127618,13.8308986168,24.4922500685
223,AVAKAL_clean,11.697675063,13.7459422041,24.6447207254
224,AVAKEP_clean,10.2548567372,12.3171069465,21.5032601981
225,AVAQIX_clean,4.9753160294,5.2506188302,5.5314466733
226,AVAQIX01_clean,4.8280399847,5.1582733618,5.5030897546
227,AVEHAM_clean,1.8520402267,1.8658765664,1.9522773985
228,AVELOD_clean,1.8215889813,2.580072877,5.8773431343
229,AVELUJ_clean,1.840654948,2.5067696379,5.6539462221
230,AVEMAQ_clean,1.4533185253,2.0552305502,4.5055392761
231,AVEQID_clean,14.6418383093,15.5734564305,17.3894046743
232,AVESOL_clean,13.1399289866,13.5288965718,14.3579595399
233,AVESUR_clean,8.3102535476,8.8819165506,9.8947621021
234,AVETAY_clean,11.3949342215,12.0267039017,13.156489855
235,AVETEC_clean,10.3694776949,10.4603211411,10.8781212356
236,AVIHIY_clean,2.5039630679,2.9103724869,4.36349246
237,AVIMIC_clean,0.6944241301,1.1319593667,1.8860444745
238,AVIMOI_clean,5.0863113768,5.3960651961,6.0923161591
239,AVIMUO_clean,5.0747179565,5.3978902828,5.9382374715
240,AVIPAX_clean,10.6190142542,11.1847112148,11.960311399
241,AVIPOL_clean,10.7524414885,11.1436763762,12.2883872339
242,AVITUU_clean,0.884807938,1.6100259701,5.4001123449
243,AVUCEA_clean,10.1370263637,10.8118941909,12.432349596
244,AVUDAX_clean,0.6446900456,1.2143179859,3.7295421471
245,AWAGEL_clean,0.4077778249,0.8097080279,3.8362985855
246,AWAGOV_clean,2.0806598522,2.3900480661,3.2588047364
247,AWAKEQ_clean,2.4293904267,2.6828884545,3.3877296443
248,AWAREV_clean,0.5804370283,0.8494343925,1.4561685845
249,AWARIZ_clean,0.5780495705,0.8498070015,1.451760005
250,AWAWUR_clean,4.4894805944,4.8193211584,5.7122137109
251,AWEJIW_clean,5.027242869,5.2323007023,5.8331833284
252,AWEVIJ_clean,0.6552033193,1.1305166299,3.5458024101
253,AWEWOP_clean,4.1453594968,4.8830514311,6.607268398
254,AWIBAL_clean,3.8665118744,4.1195573283,4.5486438805
255,AWIBEO_clean,0.0664614257,0.1253302476,0.3983222768
256,AWIBIS_clean,0.0702577275,0.1251380391,0.4186698656
257,AWOFOI_clean,5.1506078476,6.0949890388,7.8579578365
258,AXIGAR_clean,0.2956005682,0.5780862144,2.7603672955
259,AXINAX_clean,15.7110274633,17.8645237426,23.9761204045
260,AXINAX01_clean,14.5668992709,16.1962593166,22.2966261407
261,AXINIF_clean,11.9296533616,12.79547259,15.6416778247
262,AXUBAW_manual,13.0529292328,13.523777721,14.3626024208
263,AXUBOL_clean,7.8123632441,8.348370768,9.4125361264
264,AXUHAD_clean,4.9587853389,5.9530110708,8.3953222404
265,AXUHEH_clean,1.5224442109,1.6744539945,2.3378135033
266,AYOQEM_clean,13.4134200471,14.0072019745,15.7474598014
267,AYOXUJ_clean,2.7087133807,3.0067247833,3.9086856864
268,AYUJIP_clean,3.2189900858,3.5707739081,4.7035138602
269,AZAFIS_clean,2.9151077884,2.9933761962,3.7621170714
270,AZAVOO_clean,7.6476857578,7.8687997174,8.7326031669
271,AZAVUU_clean,7.1014029145,7.216080476,7.3380588593
272,AZAWAB_clean,8.5492965082,8.6941565342,8.883035844
273,AZEBUE_clean,3.0885652549,3.2608237612,3.5068007316
274,AZIVAI_clean,0.7333589348,1.5023772475,7.3489466332
275,AZIXUD_clean,6.1433323009,6.3530208942,7.2637310927
276,BABREE_clean,11.3919835807,11.78424081,12.7902354608
277,BACGAQ_clean,3.3741420218,3.8219385096,4.9866952479
278,BAEDTA01_clean,0.4769633958,0.6240186601,1.0116351756
279,BAFHAU_clean,0.1159236979,0.2275233561,1.1543512266
280,BAKGIF_manual,0.4722517982,0.9347973204,4.1189899396
281,BAKJEE_clean,10.1657656278,10.452146817,11.5015890566
282,BAKJII_clean,10.1073412286,10.227612125,10.9671092307
283,BAKJOO_clean,4.4215295905,4.9084362185,6.418333433
284,BAKYIY_clean,1.8393813942,1.9801465637,2.506559915
285,BAKYOE_clean,2.2407389157,3.0380136724,4.8926562421
286,BAMKIM_clean,3.4256866355,3.5056239852,3.836906058
287,BAMKOS_clean,3.4464176246,3.5107931816,3.803804049
288,BAPDAA_clean,0.6720965839,1.2932388841,3.477819671
289,BARZUR_clean,1.73264536,2.922894113,5.7226714575
290,BASJUB_clean,4.1744684101,4.5346299657,5.4903698544
291,BAWROI_clean,8.1389702959,9.3848208748,13.6438833826
292,BAXFIR01_clean,1.0724795831,1.6868700064,3.1102700233
293,BAXGAK_clean,1.0911932115,1.6875141246,3.0941984195
294,BAXSIE_clean,0.0932827435,0.1742960484,0.752715505
295,BAZFUF_clean,15.034991922,17.4295049565,28.6684458173
296,BAZFUF01_clean,15.1393569362,17.5109119639,28.7049834349
297,BAZGAM_clean,11.2007063839,13.45365706,24.1845509754
298,BAZGEQ_clean,12.6765097992,14.3749205614,21.6023816374
299,BAZJET_clean,0.8462477313,1.6016646417,5.6590560096
300,BAZJIX_clean,1.0010281086,1.7321268799,5.2273353525
301,BEDYEQ_clean,13.7031830953,15.1301246701,18.8273455363
302,BEFLUV_clean,2.7779316908,3.2658676794,4.5623360226
303,BEFMAC_clean,3.8192639644,4.5888746154,5.9197312351
304,BEGDEY_clean,8.2266916121,8.6265233147,9.4124878104
305,BEJZAS_clean,5.812250057,6.4399868673,7.3640465439
306,BELJIL_clean,2.2387673639,2.5097491669,2.8900433395
307,BELTOD_clean,10.7526397619,11.2754774667,12.1974743159
308,BELTUJ_clean,9.3307891665,9.7945381653,10.8402228808
309,BENZOL_clean,0.9707955434,1.6550171985,3.3416843719
310,BENZUR_clean,0.8245399888,1.409223901,3.0237037555
311,BEPBAB_clean,5.8235203999,6.0902103866,6.6799375741
312,BEPLUF_clean,0.0370665786,0.0766457125,0.3767413436
313,BEPMAM_clean,0.0300229066,0.0591429968,0.3036302428
314,BEPMIU_clean,0.2906098628,0.5767538783,1.928288856
315,BEPNIV_clean,0.0276270327,0.0532756152,0.2705316811
316,BEPNOB_clean,0.0277667215,0.0541280022,0.2825791313
317,BEPNUH_clean,0.0412868068,0.079772368,0.4088641485
318,BEPPAP_clean,0.3033651754,0.5667088216,1.95402017
319,BEPPIX_clean,0.0257954287,0.05266312,0.2675970094
320,BEPPOD_clean,0.0273380589,0.0552819829,0.2837033014
321,BEPREV_clean,9.172364676,10.9179472382,14.3328726405
322,BEPREV01_clean,8.7533275647,10.5604585757,14.0163870317
323,BEPREV02_clean,9.7149222389,11.4907995019,15.1033945363
324,BEPREV03_clean,9.0212315282,10.9281775803,14.3776770916
325,BEPRIZ_clean,8.864547229,9.3471687228,10.3742682007
326,BEPROF_clean,8.9444348863,10.4682808837,14.4631493341
327,BEPVEZ_clean,0.3948331771,0.6784563992,1.7075157693
328,BEPVID_clean,0.4256047283,0.6984367321,1.6196922588
329,BEPVOJ_clean,0.4476336527,0.7231462253,1.5164911801
330,BEPVOJ01_clean,0.4437843361,0.7241327665,1.569716804
331,BEPWEA_clean,4.6429978898,5.3813150227,6.7690036816
332,BERQIA_clean,6.3136012388,6.5027930901,6.9688978229
333,BETDAH_clean,8.4043859789,8.7917216315,9.5598418886
334,BETFOX_clean,4.3619350108,4.5635675443,5.049548965
335,BETFUD_clean,8.9905360832,9.2430248892,9.9375593496
336,BETGEO_clean,3.9233674284,4.0559889173,4.2937596846
337,BETGIS_clean,2.8220924624,3.7342608258,5.1538775782
338,BETGOY_clean,2.5115689387,2.7257318384,3.7886976957
339,BETGUE_clean,0.5403834282,1.0264343765,4.0634956767
340,BETHEP_clean,1.8948375145,2.1969074817,3.7065396611
341,BETHIT_clean,0.4047191941,0.780450621,3.4104083642
342,BETZOR_clean,6.0898177015,6.4968063035,7.7935304178
343,BEVWAB_clean,2.2877207707,2.4508474181,2.8520869485
344,BEWCUD_clean,10.9434082999,13.0494693618,23.5094717654
345,BEWVEG_clean,7.9838145481,8.3880740393,9.1745200955
346,BEWVOQ_clean,23.4867532908,24.7541456746,26.5937042966
347,BEWWEH_clean,23.6358603829,24.0752026166,25.2870989916
348,BEXPAX_clean,14.2930755718,14.6809391008,15.4736140665
349,BEXQIF_clean,0.3074367892,0.6156241594,3.095999393
350,BEXQOL_clean,0.2430588548,0.4894567752,2.4853609758
351,BEXQUR_clean,0.2543446648,0.5059332446,2.5738730961
352,BEXRAY_clean,0.223690779,0.4534046433,2.2858580924
353,BEXREC_clean,0.2453878936,0.491018923,2.4927624363
354,BEXRIG_clean,0.2564284597,0.5131459129,2.5936250386
355,BEXRUT_clean,7.9669410748,8.1852230106,8.3922234009
356,BEXSAA_clean,6.1328279871,6.3847621679,7.0897622238
357,BEXSEE_clean,8.2670442703,8.4024726024,8.6361515429
358,BEXSII_clean,12.0502046708,12.2641839285,13.4470177409
359,BEXTUV_clean,3.9027652693,3.9420177601,4.2640058595
360,BEXVAD_clean,3.8166952545,3.8238435394,4.1560311146
361,BEXVAD01_clean,4.0052037937,4.1884212124,4.263812866
362,BEXVEH_clean,13.8442565552,13.8352205428,14.1862589426
363,BEXVIL_clean,12.7704083043,12.98070628,14.4819536404
364,BEYSEF_clean,0.2403025446,0.4797322153,2.0346061662
365,BIBXIV_clean,1.4473990103,1.8507753527,4.4746642284
366,BIBXOB_clean,2.6894637432,3.2524831594,6.1168562923
367,BIBXUH_clean,2.5786993824,3.2098927854,5.6538584022
368,BICPOT_clean,3.2307359234,4.3252402347,5.7841778402
369,BICPUA_clean,9.667632504,11.4956263224,21.0809014746
370,BIDPOV_clean,13.7863186446,14.2458676257,17.4149813673
371,BIFGOO_clean,1.0771585222,1.3867795652,2.1588138485
372,BIFKEI_clean,3.885960523,4.9240066256,6.9843967891
373,BIHBEB_clean,8.8672620222,9.5702105056,11.7029501963
374,BIJDUV_clean,3.1095731476,3.7290968093,5.9389639962
375,BIJFAD_clean,3.7417555424,4.5801475978,6.7194714483
376,BIMDIL_clean,4.5658273494,4.5955890585,4.6796052291
377,BINCUY_manual,4.4936189315,5.6707837692,10.4482466301
378,BINDAF_manual,4.5723832658,5.7003598647,10.4726829171
379,BINMIW_clean,4.1633223892,4.2995910225,4.5135865164
380,BINROH_clean,15.0487987774,15.3681504997,16.1210133617
381,BINRUN_clean,14.9104878818,15.224210589,16.0237676711
382,BINSAU_clean,15.2284527241,15.8806716383,17.5715820144
383,BIPBAF_clean,15.0937876449,15.2380359331,16.183370248
384,BIPLIX_clean,5.4535805712,5.9424113841,7.2347092388
385,BIPSUQ_clean,20.326912211,22.2561867589,28.3455153343
386,BIQHEQ_clean,1.8780106435,2.6253998784,4.2654634212
387,BIQVII_clean,1.1467257618,1.3321997703,1.5323376023
388,BIRGIU_clean,1.5495421486,2.3079227488,4.2143505815
389,BIRMUM_clean,3.3662043445,3.4098819889,3.3745161283
390,BIRSEC_clean,4.1582053496,4.2725858405,4.8441147726
391,BIRSIG_clean,4.0588364281,4.1513328985,4.500800907
392,BIWSEG_ion_b,2.6110643957,4.7381133684,20.5732903407
393,BIWSIK_ion_b,3.7565643443,4.3610007638,6.3062022971
394,BIWSOQ_clean,2.1059251013,3.3232075649,6.7901379396
395,BIXYEO_clean,2.1173572592,2.2297585894,2.5561132678
396,BIYTAG_clean,0.0131198691,0.0279240457,0.1375712561
397,BIYTOU_clean,10.1967675406,10.7058259716,11.845170065
398,BIZMEE_clean,3.759365291,5.0671715771,7.803014877
399,BIZMII_clean,3.6911293148,4.9807812909,7.7407877893
400,BODPAN_clean,13.227830635,13.2339766945,13.2442713604
401,BOHJOZ_auto,6.0109084908,6.1621219692,6.6292802419
402,BOHWOM_clean,9.4316164176,9.4673650711,10.4135214466
403,BOKQEZ_clean,5.1540308731,5.372248204,6.3750573349
404,BOLPAU_clean,14.8327249283,15.5451477831,16.4722816854
405,BOLZIN_clean,12.9241946324,15.218898118,20.0242395291
406,BOMCOX_clean,3.186895994,3.6335959641,4.6893946434
407,BOPHIZ_clean,6.4787107312,6.675243791,7.3071753576
408,BORBEQ_clean,5.3888236882,5.9141058445,6.9876941201
409,BOSHIC_clean,12.5417186923,13.1514053285,14.0313429626
410,BOVHEB_clean,3.5795597949,3.9682530911,4.9479304074
411,BOWDIC_clean,6.1087330276,6.722747193,7.6497612689
