,Adsorbent,O2_20C_0.5bar,O2_20C_1bar,O2_20C_5bar,O2_20C_15bar
4864,VIRQES_clean,0.023970412,0.047717699,0.218168441,0.525027639
4865,VIRXIF_clean,0.135148555,0.258942749,1.109579077,2.585327252
4866,VIVXOP_clean,0.102315974,0.196859721,0.844874803,2.080736624
4867,VIWHUG_clean,0.092568371,0.17925524,0.656762033,1.251529058
4868,VIWKOD_clean,0.022923091,0.046271879,0.228349249,0.630852048
4869,VIWMIZ_clean,0.208833603,0.388996151,1.532245593,3.371732355
4870,VIWMOF_clean,0.216255207,0.395962424,1.542684463,3.462097157
4871,VIWZOR_clean,0.097971284,0.189141655,0.825540508,1.977468546
4872,VIXCUB_clean,0.079873798,0.156182888,0.72744741,1.92735016
4873,VIXPUP_clean,0.137048064,0.270524842,1.249649657,3.175168759
4874,VIXPUP01_clean,0.135827433,0.26305279,1.170048394,3.121755862
4875,VIXWEF_clean,0.083600879,0.166916109,0.802220637,2.167639926
4876,VIYSON_clean,0.30032505,0.551564304,1.921927932,3.35232354
4877,VIYTAA_clean,0.305418422,0.56050742,1.964711759,3.411299562
4878,VIYVIK_clean,0.309824921,0.573165157,1.974620751,3.390245455
4879,VIZSOO_clean,0.201942297,0.397548732,1.82675523,4.629972793
4880,VIZSUU_clean,0.116474648,0.235611681,1.113719781,3.16873025
4881,VIZTIJ_clean,0.077222912,0.151048892,0.714404262,1.844205815
4882,VOBKAA_clean,0.05757368,0.114364492,0.527786885,1.398604067
4883,VOBRUB_clean,0.126597394,0.251133722,1.044085271,2.298230263
4884,VOCQAF_clean,0.159897291,0.310465933,1.164807333,2.234165169
4885,VOCQEJ_clean,0.163390241,0.313955067,1.177726451,2.247536289
4886,VOFFED_clean,0.034498554,0.068029341,0.322554231,0.807041058
4887,VOGPEO_clean,0.163402982,0.319968125,1.388121202,3.576229586
4888,VOGTIV_clean_h,0.054915059,0.110260447,0.527611234,1.483166681
4889,VOJGOS_clean,0.235521973,0.455225711,1.985923751,4.457488133
4890,VOLPET_clean,0.112520458,0.220773466,1.062075884,2.805043472
4891,VOLQOD_clean,0.14678543,0.290860673,1.26859302,3.242827659
4892,VOLRAQ01_clean,0.170513629,0.342356628,1.577212517,4.098665558
4893,VONCIM_clean,0.07026976,0.140865101,0.602433483,1.486848754
4894,VONCOS_clean,0.080074627,0.153017997,0.674061398,1.617922293
4895,VONDEJ_clean,0.276568922,0.489770115,1.383364406,2.096750059
4896,VONDIN_clean,0.494753866,0.833718383,1.810177851,2.380982801
4897,VONDOT_clean,0.337952073,0.585771816,1.604335367,2.414425607
4898,VOPCEK_clean,0.163562973,0.317634341,1.269620526,2.558798555
4899,VOPCIO_clean,0.099671448,0.197323765,0.8843773,2.33308076
4900,VOQXIK_clean,0.191056248,0.371877666,1.589251747,3.883463043
4901,VORHER_clean,0.142036539,0.274417403,1.133021253,2.459374054
4902,VOSTUU_clean,0.183553582,0.362131849,1.547018669,3.587766752
4903,VOSVEG_clean,0.190675444,0.359155036,1.347889254,2.791294084
4904,VOSWIL_clean,0.024759416,0.049421081,0.241360521,0.683170894
4905,VOTKEW_clean,0.21371326,0.40001257,1.492017589,2.753603948
4906,VOXQOQ_clean,0.107193581,0.213019664,0.850274962,1.861273673
4907,VOXTUZ_clean,0.68304792,1.205559256,3.719300628,5.673427693
4908,VOXVAH_clean,0.246642333,0.455274559,1.822445127,3.583297801
4909,VOXVEL_clean,0.129616241,0.252845169,1.096105561,2.47168656
4910,VOXYUE_clean,0.024697509,0.049747393,0.232440153,0.607411726
4911,VOZVAJ01_clean,0.077363134,0.155115335,0.698387337,1.719455491
4912,VOZVEN01_clean,0.106339223,0.204747551,0.853351129,1.877750034
4913,VOZVIR01_clean,0.072720003,0.14373759,0.662994078,1.680104413
4914,VUCTUK_clean,0.024749618,0.049536232,0.223978959,0.545608389
4915,VUDQOB_clean,0.087766377,0.173527221,0.730040618,1.707637592
4916,VUFBEE_clean,0.071350882,0.14098193,0.614252146,1.447934387
4917,VUGXAY_clean,0.145213212,0.28595932,1.266986212,3.083086093
4918,VUGYED_clean,0.144721501,0.281300557,1.256658058,3.004151876
4919,VUGYIH_clean,0.15520335,0.302798128,1.324788281,3.141304673
4920,VUHJAK_clean,0.120890793,0.225244704,0.643186236,1.013163689
4921,VUHMOC_clean,0.122443742,0.237394974,0.924723154,1.895443217
4922,VUHMUI_clean,0.104070345,0.20684513,0.858834675,1.942192997
4923,VUHNAP_clean,0.089219566,0.174641167,0.765428551,1.803056678
4924,VUHNET_clean,0.083613882,0.163876257,0.75476257,1.922106138
4925,VUHNIX_clean,0.108782286,0.211728768,0.887567063,2.01596362
4926,VUHNUJ_clean,0.112156857,0.218093956,0.8802054,1.930045531
4927,VUHPAR_clean,0.126275239,0.242426182,0.980058865,2.087338846
4928,VUHPOF_clean,0.127818026,0.251032147,0.987221358,2.06504564
4929,VUHPUL_clean,0.143248288,0.271676785,0.99907809,1.908814617
4930,VUJBEI_clean,0.188186601,0.370762693,1.616134295,4.168683165
4931,VUJBIM_clean,0.172643116,0.336282774,1.513722088,3.980101166
4932,VUKROK_clean,0.098959513,0.195629572,0.930717688,2.646383239
4933,VUKRUQ_clean,0.093475308,0.186075227,0.897663013,2.457137627
4934,VUKSAX_clean,0.095843576,0.193302119,0.915442786,2.544283248
4935,VUKSIF_clean,0.146445497,0.287302144,1.114498708,2.370773804
4936,VUKSOL_clean,0.113641207,0.227438818,1.024557968,2.544145671
4937,VUKYOR_clean,0.124341471,0.246643037,1.050046327,2.434963854
4938,VUKYUX_clean,0.103605416,0.20191983,0.923192333,2.369197978
4939,VULKIX_clean,0.146309798,0.287788195,1.152183963,2.409311114
4940,VULKOD_clean,0.186840923,0.342287605,1.193584939,2.015526998
4941,VUMBIQ_clean,0.176434687,0.333769483,1.147578785,2.002399916
4942,VUMBOW_clean,0.046236534,0.091070202,0.397863108,0.893563116
4943,VUMCEM_clean,0.449124304,0.793234325,2.485393941,4.118855822
4944,VUNHAO_clean,0.11439249,0.22795568,1.110513395,3.149022356
4945,VUNNEZ_clean,0.015423902,0.030328737,0.147083522,0.405468698
4946,VUQJUN_clean,0.189582617,0.378185856,1.546852203,3.574883629
4947,VUQJUN01_clean,0.190637873,0.378718778,1.559224112,3.588360205
4948,VUQKAU_clean,0.242028972,0.471429377,1.889273459,3.909908483
4949,VUQKAU01_clean,0.260064404,0.49397602,1.914718821,3.786764662
4950,VUQKAU02_clean,0.248704811,0.478624413,1.898217452,3.804677745
4951,VUQKOI_clean,0.054282469,0.10903731,0.496251187,1.196587428
4952,VUQKUO_clean,0.084558331,0.161383696,0.687487414,1.528503925
4953,VURLIF_clean,0.258615635,0.491266739,1.982509933,4.3645803
4954,VURNED_clean,0.196380756,0.385448121,1.795146059,4.6765945
4955,VURNED01_clean,0.192288563,0.380860033,1.765816205,4.482498251
4956,VURNED02_clean,0.189891738,0.371620281,1.732425945,4.450777929
4957,VURNED03_clean,0.187357163,0.373487305,1.733332966,4.471794126
4958,VURYIR_clean,0.01963069,0.038920176,0.184768789,0.471631606
4959,VURYOX_clean,0.024338436,0.048223602,0.22958121,0.632453983
4960,VUSKAW_clean,0.099154354,0.194911705,0.979335434,2.741215489
4961,VUSKEA_clean,0.099154354,0.196640646,0.967265316,2.698052845
4962,VUZNOV_clean,0.220133653,0.435865086,2.014696763,5.047994394
4963,WABTOK_clean,0.01968653,0.038901431,0.189719757,0.515730207
4964,WABVIF_clean,0.037173418,0.072878511,0.356212503,0.982853355
4965,WABVIF01_clean,0.03728833,0.075408,0.355324416,0.991599457
4966,WABVIF02_clean,0.038939662,0.07558959,0.374626844,1.032840202
4967,WABVIF03_clean,0.038624717,0.075320043,0.371863274,1.004015659
4968,WABVIF04_clean,0.036266887,0.072625988,0.34808636,0.964894408
4969,WABVOL_clean,0.098455843,0.190586709,0.804666171,1.590394837
4970,WABVUR_clean,0.099466689,0.194263437,0.837473378,1.795256923
4971,WABWAY_clean,0.085086524,0.162151963,0.719499936,1.611760282
4972,WABWEC_clean,0.078875231,0.156879397,0.705524594,1.573850115
4973,WACLEU_clean,0.093106268,0.181823795,0.80649846,1.958889962
4974,WAFKAQ_clean,0.153952413,0.308607065,1.371816656,3.463211995
4975,WAFKIY_clean,0.194837972,0.388622696,1.791935458,4.618648964
4976,WAGPOM_clean,0.084782262,0.167862694,0.709372529,1.594932191
4977,WAGQAY_clean,0.153471111,0.311342491,1.487538526,4.133351604
4978,WAHDIT_clean,0.009653413,0.019215994,0.088170867,0.224149593
4979,WAHFUJ01_clean,0.087814765,0.169110799,0.709202159,1.549558727
4980,WAHGIY_clean,0.121031017,0.230469597,0.843830417,1.565152899
4981,WAHKUO_clean,0.174116445,0.347791506,1.652846599,4.544776417
4982,WAHNEB_clean,0.191386715,0.378451681,1.804740266,5.062056288
4983,WAHNIF_clean,0.176315225,0.349906746,1.632140865,4.500632342
4984,WAHNOL_clean,0.187990587,0.383703426,1.804366079,5.084914508
4985,WAHROP_clean,0.21274802,0.402353404,1.437249836,2.8497399
4986,WAJHOG_clean,0.062902791,0.123736901,0.580816473,1.509732203
4987,WAKTOS_clean,0.006276494,0.012474716,0.05850391,0.159092443
4988,WALKAY_clean,0.157854057,0.302023301,1.146305156,2.189248984
4989,WAMREJ_clean,0.168079612,0.333304382,1.524852347,4.105474104
4990,WAMRIN_clean,0.140531882,0.272177359,1.210262118,2.966368014
4991,WAMRIN01_clean,0.141328773,0.273871469,1.212027449,3.093197905
4992,WAMRIN02_clean,0.137603864,0.275235423,1.217850216,2.99536585
4993,WANHAX_clean,0.260775422,0.48982106,1.842344028,3.836829052
4994,WANHEB_clean,0.24338605,0.469838258,1.892745632,4.357532815
4995,WANHIF_clean,0.20733515,0.409152667,1.685087369,4.20009181
4996,WANHOL_clean,0.205245581,0.40241941,1.625704959,3.92789288
4997,WANHUR_clean,0.278234179,0.539711619,2.132140894,4.857947901
4998,WANNEH_clean,0.291880839,0.510420063,1.322514252,1.890826153
4999,WANNIL_clean,0.254370837,0.446973943,1.271217618,1.87965752
5000,WAPSUE_clean,0.012045742,0.024079097,0.117433985,0.32749358
5001,WAQFIG_clean,0.153309656,0.307255769,1.446951512,3.838392869
5002,WAQKUX_clean,0.205172941,0.393100263,1.623511843,3.93513927
5003,WAQTEQ_clean,0.099286509,0.197586898,0.926940913,2.636234389
5004,WARFAZ_clean,0.057845198,0.110480635,0.459637344,1.026605692
5005,WARJAC_clean,0.044917416,0.087811646,0.424490523,1.15546702
5006,WARXUL_clean,0.19262441,0.372764111,1.605722002,3.949079083
5007,WASMUB_clean,0.648332016,1.074120372,2.898314985,4.732126948
5008,WASMUB01_clean,0.660354322,1.086577696,2.918975851,4.777138916
5009,WASMUB02_clean,0.532172843,0.93023257,2.586565313,4.262023583
5010,WASPAK_clean,0.205891142,0.403903043,1.685973796,3.887374731
5011,WAVQUH_clean,0.111564887,0.221633781,0.947882425,2.341890513
5012,WAWGOQ_clean,0.165193335,0.320247701,1.446868698,3.647437095
5013,WAYMAM_clean,0.054727968,0.10641845,0.529258486,1.458822717
5014,WAYMEQ_SL,0.094481949,0.19207532,0.869722864,2.265284253
5015,WAYMIU_manual,0.09773753,0.192269534,0.903932501,2.408037309
5016,WAYMOA_manual,0.092233475,0.181291456,0.841834181,2.238801116
5017,WEBKOD_clean,0.092915187,0.182991758,0.78764756,1.882535275
5018,WEBREC_clean,0.167375864,0.322669026,1.210535179,2.290249012
5019,WECBEN_clean,0.080800954,0.162417039,0.772083052,2.113547711
5020,WECBOX_clean,0.044936634,0.089111372,0.396482982,0.952803369
5021,WECFAN_clean,0.064976977,0.12679907,0.549392275,1.241076593
5022,WECFAN01_clean,0.064475373,0.125759547,0.532605572,1.132428315
5023,WECJIZ_clean,0.147115183,0.276217405,1.011813988,2.019211067
5024,WEDQED_clean,0.120939612,0.231963633,0.841480664,1.620862275
5025,WEFCAN_clean,0.2846714,0.540831391,2.190458208,4.657566977
5026,WEFXEM_clean,0.119334059,0.233482453,1.044917767,2.466940086
5027,WEGKIE_clean,0.085476335,0.169082009,0.798029865,2.026546799
5028,WEHHEY_clean,0.19930366,0.374294637,1.550701697,3.621165896
5029,WEHHIC_clean,0.20632624,0.382171516,1.56731075,3.666407917
5030,WEHHOI_clean,0.203097227,0.385827678,1.576267949,3.665448075
5031,WEHHUO_clean,0.202522716,0.384168864,1.594669239,3.706691418
5032,WEHJAW_clean,0.200361577,0.386480849,1.527905445,3.591450616
5033,WEHJEA_clean,0.120012631,0.242190882,1.146861047,3.168750162
5034,WEHJIE_clean,0.147609609,0.295521113,1.282796763,3.214323653
5035,WEHJOK_clean,0.113487633,0.227345249,1.078037594,2.97808488
5036,WEHJUQ_clean,0.114338894,0.22212481,1.067018715,2.934792021
5037,WEMBUN_clean,0.043409366,0.087297478,0.415944506,1.085053452
5038,WEMCAU_clean,0.060684043,0.118602849,0.541237316,1.41223026
5039,WEMFOL_clean,0.043219757,0.084873983,0.407666406,1.078336388
5040,WEMNAF_clean,0.147310109,0.279503511,1.03977243,2.034184327
5041,WEMYEU_clean,0.13440808,0.26076374,1.030613588,2.185308197
5042,WENDIE_clean,0.28486669,0.525574845,1.637869848,2.672183741
5043,WENLEI_clean,0.029256945,0.058934852,0.273260587,0.676384935
5044,WERHIK_clean,0.175373535,0.334697078,1.228505901,2.311177438
5045,WESYAV_clean,0.24439324,0.463421258,1.509551044,2.558027902
5046,WETPES_clean,0.277858262,0.53997375,2.082635007,4.834820655
5047,WEXSEZ_clean,0.175567294,0.346870301,1.464548713,3.31865896
5048,WEXTAV_clean,0.047554676,0.09457037,0.428230509,1.043073023
5049,WEYQAU01_clean,0.11788121,0.232153217,1.021746404,2.475585845
5050,WEYQAU02_clean,0.145188652,0.287535182,1.229501488,2.873040362
5051,WEYQAU03_clean,0.148521684,0.292130276,1.260679355,2.893960757
5052,WEYQAU04_clean,0.144272415,0.283077226,1.208773881,2.812103701
5053,WEYQAU05_clean,0.1459916,0.282063603,1.222058312,2.864356987
5054,WEYQAU06_clean,0.1461506,0.289051642,1.235267217,2.852207418
5055,WEYQAU07_clean,0.149094083,0.292442313,1.265171099,2.91076107
5056,WEYQAU08_clean,0.149511458,0.295650133,1.262895415,2.910464933
5057,WEYQAU09_clean,0.148919184,0.293990573,1.24182397,2.930035817
5058,WEYQAU10_clean,0.121810115,0.240690642,1.065577617,2.601357036
5059,WIBSAD_clean,0.09164763,0.18366466,0.836181217,2.109235213
5060,WICGEV_clean,0.012705112,0.025905207,0.122078929,0.333109608
5061,WIDQEG_clean,0.072579761,0.146068393,0.682669567,1.925176004
5062,WIDZUG_clean,0.056346694,0.109880933,0.47504233,1.139316751
5063,WIFBAQ_clean,0.105543112,0.211914162,0.83813871,1.789680362
5064,WIHDUN_clean,0.102565506,0.201677755,0.857659833,1.890077202
5065,WIHVAL_clean,0.012561407,0.025419804,0.12317907,0.342568585
5066,WIHVEP_clean,0.01246241,0.025483673,0.122827791,0.330540483
5067,WIHWAN_clean,0.142429117,0.279869024,1.274955323,3.240355914
5068,WIJDAV_clean,0.071371131,0.140695072,0.623167811,1.523273015
5069,WIJXEU_clean,0.1215684,0.243680977,1.129899954,3.124318508
5070,WIJXIY_clean,0.117757923,0.235700084,1.1112352,3.216318427
5071,WIKGII_clean,0.046959566,0.092553874,0.439136951,1.221054234
5072,WIKXAQ_clean,0.084149619,0.17107183,0.803025749,2.288549674
5073,WIKYAQ_clean,0.035213983,0.069129815,0.316916012,0.783113916
5074,WILGUV_clean,0.09245984,0.181484593,0.754444761,1.784202462
5075,WILHIK_clean,0.207398867,0.397626225,1.317616674,2.289352337
5076,WILNEL01_clean,0.199466094,0.381334036,1.579084303,3.268667529
5077,WILRAK_clean,0.051327824,0.102904198,0.50447147,1.394732109
5078,WILREO_clean,0.051143802,0.102113142,0.505807422,1.39167543
5079,WILRIS_clean,0.048063592,0.097242615,0.472019,1.323010025
5080,WIMWEW_clean,0.150100606,0.29743472,1.230166158,2.723485292
5081,WIMWIA_clean,0.199281759,0.387634833,1.535429014,3.141641607
5082,WINCEC_clean,0.100218387,0.198566132,0.857171188,1.876777308
5083,WIPPIW_clean,0.134245359,0.260574378,1.117745502,2.605017455
5084,WIPZEC_clean,0.224329547,0.436781706,1.669209495,3.272027994
5085,WIRKOZ_clean,0.096119122,0.188277985,0.818766953,2.078124586
5086,WIRMOB_clean,0.262823819,0.484431563,1.62505201,3.175673354
5087,WIRMUH_clean,0.116514033,0.225489726,0.91367493,1.986538922
5088,WIRNAO_clean,0.161206111,0.314268088,1.216808255,2.438868542
5089,WISKOA_clean,0.27865883,0.506126834,1.663351602,3.050715621
5090,WISTID_clean,0.086261574,0.168198748,0.718204219,1.611918854
5091,WISVEB_clean,0.091342863,0.181177331,0.894038069,2.526007526
5092,WITJOA_clean,0.1565631,0.310852349,1.232512614,2.723075143
5093,WITJUG_clean,0.135067271,0.266405231,1.141919265,2.712243414
5094,WITKIV_clean,0.146762275,0.291564968,1.324251215,3.445039713
5095,WIVRIE_clean,0.146248197,0.285563339,1.175107698,2.544749608
5096,WIWKIX_clean,0.378308907,0.69458679,2.294224997,3.768843124
5097,WIWQUO_clean,0.042692108,0.085312309,0.397621015,1.140931571
5098,WIYFAM_clean,0.145634918,0.288508043,1.295532038,3.341497662
5099,WIYZOU_clean,0.030364885,0.059299741,0.290493207,0.792954095
5100,WIZDEP_clean,0.039794947,0.080261863,0.393862939,1.083688185
5101,WIZKOH_clean,0.268285335,0.533468832,2.256965659,5.030927761
5102,WIZMAV02_auto,0.115538671,0.224436503,1.048268268,2.74873211
5103,WOBHEB_clean,0.042990648,0.087969847,0.432139543,1.188881308
5104,WOBHEB01_clean,0.039606864,0.079237666,0.382280444,1.061181487
5105,WOBHOL_clean,0.049908684,0.099328352,0.48655196,1.34291275
5106,WOBHOM_clean,0.113257368,0.226603496,1.024349509,2.623430212
5107,WOBQEL_clean,0.30434929,0.572952741,2.122388782,3.949267638
5108,WOCWAN_clean,0.050027031,0.098143312,0.436554648,1.018444607
5109,WODFOL_clean,0.146625835,0.273352124,0.943651978,1.610187084
5110,WODREO_clean,0.261780978,0.470099228,1.658972616,3.116480405
5111,WODVOB_clean,0.169847642,0.323487585,1.353466799,3.066512743
5112,WOFWET_clean,0.053884215,0.107814116,0.522000474,1.399667063
5113,WOHDON_clean,0.048269667,0.095488991,0.464724915,1.29596073
5114,WOHQAN_clean,0.034353528,0.070035771,0.331699592,0.85075628
5115,WOHSIV_clean,0.02895871,0.056565949,0.235414631,0.524131112
5116,WOHSOB_clean,0.023861317,0.047636239,0.206396502,0.460397564
5117,WOJJOV_SL,0.176109701,0.327394965,1.04096439,2.004757317
5118,WOJZAY_clean,0.163824364,0.316718492,1.298474951,2.83210624
5119,WOLREV_clean,0.170485581,0.345263579,1.569040664,4.30400774
5120,WOLRIZ_clean,0.131069549,0.257487427,1.169471374,2.973513028
5121,WOLROF_clean,0.131397559,0.259384981,1.181825751,3.039036014
5122,WOLYON_clean,0.072676003,0.146629143,0.708825167,1.918417407
5123,WONBAD_clean,0.22078394,0.424581577,1.494410039,2.745047961
5124,WOPDEL_clean,0.095305522,0.175213912,0.586335979,1.010788762
5125,WOPSAX_clean,0.049147084,0.100710508,0.471176311,1.364583513
5126,WOPSAX01_clean,0.024278877,0.047611412,0.224511433,0.592485604
5127,WOPSAX02_clean,0.049939208,0.099879324,0.471422487,1.362413349
5128,WOPSOL_clean,0.045350996,0.090854701,0.432551295,1.2533874
5129,WOPSOL01_clean,0.047703639,0.096487364,0.456867218,1.317326806
5130,WOQTUT_clean,0.007987743,0.015780223,0.077997651,0.22871936
5131,WORKOF_clean,0.180426165,0.344345287,1.395606648,3.208601522
5132,WORKUL_clean,0.196782078,0.376406748,1.475611718,3.223188034
5133,WORLAS_clean,0.202142918,0.393730567,1.517382804,3.380965199
5134,WORREC_clean,0.150580324,0.296962472,1.4366502,3.907540352
5135,WORSUT_clean,0.113933184,0.222515937,0.9422522,2.07086143
5136,WOSHET_clean,0.045836414,0.089412448,0.353693158,0.710408781
5137,WOTLOI_clean,0.104358413,0.202972166,0.917414689,2.206191904
5138,WOTSEF_clean,0.181026782,0.359154899,1.600652163,3.875005788
5139,WOVDES_clean,0.117942713,0.224523074,0.837846516,1.607415436
5140,WOYHUP_clean,0.226950908,0.433378597,1.796810216,4.177035566
5141,WOYJAX_clean,0.260939881,0.485169615,1.932365869,4.297610969
5142,WOYJEB_clean,0.229993318,0.428373752,1.813243846,4.135662676
5143,WOYJIF_clean,0.20739656,0.396287875,1.651685406,3.927624804
5144,WOYJOL_clean,0.222231833,0.419113162,1.728510846,3.986470461
5145,WOYWIS_clean,0.204284049,0.38174503,1.381231934,2.63889679
5146,WOYWOY_clean,0.349846172,0.599321058,1.792199487,3.181586133
5147,WOZGUP_clean,0.180511068,0.350438214,1.520783237,3.655381299
5148,WUCRUH_clean,0.053142087,0.105005111,0.435398818,0.93208634
5149,WUDVEY_clean,0.068848989,0.136162105,0.579305734,1.241611786
5150,WUDYUR_clean,0.123694722,0.217626605,0.632991303,1.109011353
5151,WUDZIG_clean,0.11350274,0.221671186,0.909710352,1.997652259
5152,WUDZOM_clean,0.115690298,0.229675052,0.91779944,1.936517881
5153,WUGPUL_clean,0.217466226,0.426192025,1.838562556,4.53782123
5154,WUGQAS_clean,0.214590991,0.419141702,1.740140117,4.376346041
5155,WUHJIT_clean,0.121941961,0.23640552,1.135413848,2.976704226
5156,WUJPIC_clean,0.133042938,0.260312785,1.042797282,2.305413417
5157,WUKXEH_clean,0.161666848,0.318006551,1.469922683,3.869151233
5158,WULJUJ_clean,0.131608465,0.253260017,1.104553519,2.735764992
5159,WULKAQ_clean,0.133126736,0.25210533,1.1160216,2.72603217
5160,WULQUR_clean,0.115807176,0.226882379,1.069981143,2.817694306
5161,WUNTEF_clean,0.258661937,0.500575803,1.86365017,3.431203183
5162,WUNTIJ_clean,0.266144783,0.507670338,1.883326311,3.458993612
5163,WUNTOP_clean,0.25298421,0.480093305,1.802569997,3.376836232
5164,WUNTUV_clean,0.250843255,0.487492192,1.784489076,3.301549497
5165,WUNVAD_clean,0.256638175,0.497198202,1.801349093,3.359488204
5166,WUNVOR_clean,0.268738766,0.507311763,1.876663815,3.473275388
5167,WUNVUX_clean,0.264846917,0.505387703,1.832211022,3.39903814
5168,WUPZUE_clean,0.118200219,0.228421786,0.949123942,2.069776479
5169,WURKEB_clean,0.087201192,0.170980612,0.786273168,2.070513138
5170,WURNOO_clean,0.039354466,0.07854577,0.367271111,0.931443906
5171,WUSCUJ_clean,0.039797671,0.079973012,0.381993382,1.021525228
5172,WUSSEK_clean,0.079505616,0.159553537,0.735552864,1.941583114
5173,WUSXEP_clean,0.176535017,0.33863155,1.374752532,3.282465003
5174,WUTBEU_clean,0.105767943,0.207955249,1.017111416,2.682588858
5175,WUTCET_clean,0.196327541,0.372549503,1.350855619,2.599996382
5176,WUTKIG_clean,0.10226684,0.2065219,0.910562855,2.265061331
5177,WUWQEL_clean,0.012516676,0.025370799,0.122838379,0.357622098
5178,WUYWIY_clean,0.107378877,0.21110696,1.001731487,2.59779107
5179,WUYWOE_clean,0.104840266,0.212194919,0.958529871,2.565588261
5180,WUYWUK_clean,0.125297465,0.24713141,1.169999152,3.005291941
5181,WUYXAR_clean,0.115451418,0.231014135,1.096892093,2.832224925
5182,WUYXOF_clean,0.104887357,0.211783481,0.982624152,2.579887419
5183,WUYYOG_clean,0.153816184,0.305223845,1.33128539,3.321200421
5184,WUZDOL_clean,0.046013936,0.09085142,0.414237126,1.052151478
5185,WUZGAB_clean,0.112367038,0.221465135,1.033591899,2.768391672
5186,WUZQOZ_clean,0.123574102,0.246325086,1.107623817,2.839564841
5187,XACSIG_clean,0.067135223,0.134034902,0.58082889,1.339263537
5188,XACYAB_clean,0.627455473,1.133037668,3.475603998,5.707050243
5189,XACZEH_clean,0.061663942,0.122713679,0.555389254,1.380161982
5190,XADCEM_clean,0.271043537,0.522510796,2.215584574,4.803946913
5191,XADDEN_manual,0.1474176,0.283048096,1.221090351,2.939613067
5192,XADDIR_manual,0.143788216,0.282224057,1.173675862,2.89995332
5193,XADDOX_clean,0.065400857,0.129484316,0.599338293,1.546017763
5194,XADDUD_clean,0.075047926,0.149454875,0.660165823,1.752041397
5195,XADGAM_clean,0.384735272,0.684968386,1.829072184,2.701905456
5196,XAFBEN_clean,0.265014637,0.489962504,1.716596438,3.009490818
5197,XAFFAN_clean,0.157563644,0.315952518,1.498696579,4.288953067
5198,XAFFER_clean,0.15723987,0.310705003,1.512993984,4.303376823
5199,XAFFIV_clean,0.151237325,0.304365317,1.470184473,4.188297654
5200,XAFFOB_clean,0.152826221,0.30268502,1.479557605,4.206797316
5201,XAFFUH_clean,0.167163473,0.335755117,1.602217676,4.618007479
5202,XAHPAZ_clean,0.109373727,0.221068501,1.030084194,2.831619262
5203,XAHPED_clean,0.140517902,0.277771161,1.350891247,3.847164738
5204,XAHPIH_clean,0.14587434,0.289039812,1.407179466,4.031095004
5205,XAHPON_clean,0.184372673,0.373198554,1.703636788,4.952670441
5206,XAHPUT_clean,0.208416605,0.414140862,2.083985761,5.845677115
5207,XAHQAA_clean,0.220968201,0.435333189,2.163396513,6.125034388
5208,XAHWAG_clean,0.150113054,0.302860205,1.314782877,3.074636719
5209,XAKLIH_clean,0.361500732,0.626575942,1.843374781,3.149429939
5210,XAKQOR_clean,0.159634403,0.31297113,1.322895511,3.007525522
5211,XAKYUE_clean,0.109858341,0.210448165,0.932725211,2.159985849
5212,XAKZAL_clean,0.113342083,0.222573314,0.864402044,1.816701854
5213,XAKZEP_clean,0.121444193,0.238271393,1.03079197,2.31928532
5214,XAKZIT_clean,0.115172467,0.2207214,0.966538535,2.309045284
5215,XAKZOZ_clean,0.120367008,0.233905066,1.007784915,2.352850826
5216,XAKZUF_clean,0.108492847,0.21461916,0.916242087,2.182543238
5217,XALBAO_clean,0.109713657,0.220997072,0.926014722,2.26323393
5218,XALBES_clean,0.11559614,0.223129575,0.976110441,2.246292379
5219,XALBIW_clean,0.11285482,0.217837808,0.956032662,2.2547467
5220,XALBOC_clean,0.112089686,0.222127496,0.948583711,2.292522937
5221,XALBUI_clean,0.11309147,0.216036488,0.941465673,2.233756578
5222,XALCAP_clean,0.115035235,0.222897978,0.964010104,2.182086453
5223,XALCET_clean,0.109181263,0.211267786,0.922688906,2.107066854
5224,XALCIX_clean,0.110633504,0.213108326,0.843094362,1.782849626
5225,XALCOD_clean,0.113969454,0.213030979,0.843492556,1.804234655
5226,XALCUJ_clean,0.110090642,0.213151296,0.879321431,1.798333361
5227,XALDAQ_clean,0.110382842,0.210120438,0.868449873,1.797259096
5228,XALDAS_clean,0.231809172,0.425226871,1.586753587,3.711330559
5229,XALDEU_clean,0.105134701,0.207393238,0.839619474,1.725684423
5230,XALDIY_clean,0.109875789,0.208725326,0.850654321,1.781434462
5231,XALDOE_clean,0.107022542,0.207777108,0.839931727,1.776770721
5232,XALMII_clean,0.136638279,0.273133644,1.202424751,3.082668682
5233,XALTIP_clean,0.109356562,0.217114648,1.048335302,2.980152853
5234,XALXUF_clean,0.158707158,0.3132554,1.429854823,3.588832339
5235,XALXUF01_clean,0.170047623,0.328521298,1.492152955,3.712651298
5236,XAMDUM_clean,0.145012649,0.278902072,1.197937201,2.871272139
5237,XAMDUM01_clean,0.144436597,0.28613501,1.1869948,2.875387164
5238,XAMDUM02_clean,0.148528373,0.290516104,1.2232344,2.962231496
5239,XAMDUM03_clean,0.15132597,0.292990801,1.214699534,2.959506228
5240,XAMDUM04_clean,0.169521974,0.324237092,1.338785744,3.130190638
5241,XAMDUM05_clean,0.155203341,0.300337399,1.243372965,3.007191952
