,Adsorbent,O2_10C_0.5bar,O2_10C_1bar,O2_10C_5bar
59,ADATIK_clean,0.181732887,0.35743621,1.657810853
60,ADAXEK_clean,0.220026392,0.418230139,1.434248788
61,ADAXIO_clean,0.11359994,0.225616721,0.89590268
62,ADIQEL_clean,0.543352323,0.950952098,2.814792091
63,ADOBIF_clean,0.19367597,0.329405273,0.982486178
64,ADOCEC_clean,0.095273297,0.18685647,0.755187809
65,ADOGEH_clean,0.306288044,0.552551415,1.839043894
66,ADUROI_clean,0.112621282,0.223104805,1.062415579
67,ADUWIH_clean,0.13391796,0.264242018,1.241697845
68,ADUWON_clean,0.189792616,0.375697004,1.772666328
69,AFEJOK_ion_b,0.307760914,0.579571133,2.281522638
70,AFITEP_clean,0.379420893,0.705702896,2.440704542
71,AFITUF_clean,0.139893992,0.272486509,1.044694935
72,AFIXAO_clean,0.132011374,0.256244996,1.006773266
73,AFIXES_clean,0.133843591,0.253851675,0.99697878
74,AFOVEX_clean,0.155621525,0.30057104,1.286263539
75,AFOYAW_clean,0.199886813,0.391205107,1.657774379
76,AFOYEB_clean,0.011619637,0.02342343,0.106357697
77,AFOYIE_clean,0.145182665,0.293422255,1.362869866
78,AFOYOK_clean,0.145852204,0.289138457,1.316797608
79,AFUKET_clean,0.216661986,0.399449028,1.399910135
80,AFUKIX_clean,0.145814829,0.281942593,1.25484309
81,AGABIU_clean,0.079334864,0.157851287,0.769147214
82,AGIREP_clean,0.128024917,0.2573071,1.152931461
83,AGOFEJ_clean,0.147772964,0.293201248,1.341247169
84,AGONAM_clean,0.056981961,0.11201691,0.505999469
85,AGONEQ_clean,0.090182194,0.181076973,0.82905593
86,AGUBUA_clean,1.07334145,1.692474808,3.213242372
87,AHAMAY_clean,0.075873041,0.139443171,0.463634877
88,AHEQAH_clean,0.171412543,0.339153538,1.574622835
89,AHIYOH_clean,0.166373283,0.312988506,1.061874719
90,AHOKIR_clean,0.121504872,0.236815373,0.916726047
91,AHOKIR01_clean,0.22306698,0.420800319,1.334986188
92,AHOKOX_clean,0.128190281,0.251408769,1.05094835
93,AJAKON_clean,0.156308187,0.311438819,1.187111253
94,AJAYIT_clean,0.016721584,0.032690316,0.155502686
95,AJIGIL_clean,0.056858993,0.113513307,0.507751184
96,AJOTEY_clean,0.137206023,0.267479823,1.178776371
97,AJOVEB_clean,0.122162421,0.234314708,0.87250127
98,AKEDIF_clean,0.244011656,0.476634448,1.929035786
99,AKOBAF_clean,0.186496017,0.352380651,1.30486925
100,AKOXIJ_clean,0.790849735,1.250869776,2.820214553
101,AKUKUO_clean,0.178855021,0.343344162,1.241964956
102,ALAMUW_clean,0.197420714,0.397176216,1.649172137
103,ALANAD_clean,0.1734923,0.351778027,1.560611227
104,ALEJEI_clean,0.181405854,0.34786888,1.595882499
105,ALEJIM_clean,0.195846855,0.384482592,1.697026269
106,ALICAA_clean,0.066143374,0.129941925,0.535628439
107,ALIXAU_clean_h,0.06000675,0.120825028,0.525458806
108,ALIXOJ_clean,0.128599981,0.255807112,1.137282336
109,ALIXUP_clean,0.022107299,0.045070677,0.220967883
110,ALOLES_ion_b,0.006131386,0.012096701,0.057549587
111,ALOLIY_clean,0.012798155,0.025451795,0.126828873
112,ALONEV_clean,0.028419436,0.058298901,0.26639223
113,ALUJIB_clean,0.111256348,0.219167942,0.896492339
114,ALUKIC_clean,0.142492192,0.284520633,1.357162586
115,ALULEZ_clean,0.120874004,0.238853485,1.171252898
116,ALULID_clean,0.125607087,0.251772979,1.135809871
117,ALURAB_clean,0.10750697,0.214620677,0.944714092
118,ALUREF_clean,0.110693678,0.218290718,0.96983859
119,ALURIJ_clean,0.115416477,0.226705678,0.973986117
120,am301365h_si_002_clean,0.116119689,0.230182055,1.066119972
121,AMAFOK_clean,0.105345688,0.203310287,0.773071162
122,AMAGAX_clean,0.095867835,0.183853184,0.763486154
123,AMILOY_clean,0.171486102,0.326374997,1.087360587
124,AMILUE_clean,0.169351686,0.323732671,1.060882211
125,AMIMAL_clean,0.178260229,0.324544434,1.044673757
126,AMIMEP_clean,0.176514566,0.326604376,1.047844846
127,AMIZIG_clean,0.028589237,0.056836028,0.26658424
128,AMOYOR_clean,0.185541294,0.355290334,1.232029497
129,AMUFOF_clean,0.068777115,0.133465933,0.569968062
130,AMUPOP_clean,0.21054381,0.381310515,1.126052014
131,AMUWUB_clean,0.048693761,0.096156547,0.471491907
132,AMUXAI_clean,0.041137295,0.081917808,0.394838505
133,ANEHEI_clean,0.130151979,0.254017921,1.019656868
134,ANIDIL_clean,0.034913189,0.066855925,0.292473854
135,ANOMOG_clean,0.235647236,0.445384272,1.740896953
136,ANOMUM_clean,0.19163479,0.381077362,1.646249093
137,ANONAT_manual,0.169303192,0.328269563,1.463987127
138,ANUGEW_clean,0.156793626,0.311526847,1.500932688
139,ANUGIA_clean,0.167313779,0.339602793,1.582709627
140,ANUGOG_clean,0.185330082,0.367826757,1.709715745
141,APACAX_clean,0.419879778,0.805379867,2.879020591
142,APARAM_clean,0.220648026,0.385633905,1.21404636
143,APEBED_clean,0.276349202,0.495017555,1.40507042
144,APEBEE_clean,0.29555399,0.546750305,1.809180628
145,APEBII_clean,0.600255919,0.882810853,2.119277548
146,APEBUU_clean,0.110566817,0.216706312,0.85485561
147,APUPEH_clean,0.20244091,0.401077071,1.891667925
148,AQEGUY_clean,0.412561544,0.642224621,1.527467777
149,AQEQES_clean,0.094134306,0.18778775,0.851120812
150,AQEQIW_clean,0.101741107,0.202584246,0.908281536
151,AQERUL_clean,1.045092612,1.485514169,2.364254404
152,AQIQAU_clean,0.150702009,0.296900604,1.371998844
153,AQIXUU_clean,0.13758779,0.258568544,0.83186239
154,AQIXUV_clean,0.052413004,0.104218462,0.486346796
155,AQOLEZ_clean,0.238450376,0.459762061,1.894373105
156,AQOLID_clean,0.208065759,0.38908938,1.530435752
157,AQOLOJ_clean,0.597845634,1.028780525,3.202325522
158,AQOLUP_clean,0.236976732,0.459055339,1.868568501
159,AQOMAW_clean,0.176193282,0.341899176,1.372743379
160,AQOMEA_clean,0.212675031,0.422662735,1.760688874
161,AQOMEA01_clean,0.225421228,0.430348489,1.80253055
162,AQUCOF_clean,0.075653338,0.151387496,0.702780937
163,AQUCOG_clean,0.043529848,0.086766297,0.41748327
164,AQUCUM_clean,0.04456967,0.088189588,0.425665405
165,AQUDAS_clean,0.076135473,0.151677334,0.703838568
166,AQUDAT_clean,0.101659828,0.189564433,0.675023987
167,AQUDEX_clean,0.100428484,0.193284059,0.683912131
168,AQUDIB_clean,0.042108341,0.085562387,0.403288716
169,AQUDOH_clean,0.091132262,0.170125974,0.643549353
170,ARADEE_clean,0.126413324,0.25128736,1.145738592
171,ARAFEF_clean,0.190887322,0.383621832,1.757454885
172,ARAFIJ_clean,0.203813854,0.404928699,1.79349203
173,ARAFOP_clean,0.225779514,0.425793602,1.598007139
174,ARAGOR_clean,0.142224731,0.280494311,1.179504699
175,ARINOF_clean,0.182222464,0.351084491,1.264911365
176,ARINUL_clean,0.15743677,0.306342491,1.138864719
177,AROFAP_clean,0.202476452,0.390470396,1.491285269
178,AROFET_clean,0.131574116,0.25975712,1.155744404
179,ARUYES_clean,0.160309465,0.309437111,1.209095209
180,ARUYUH_clean,0.205915257,0.383135253,1.496355339
181,ARUYUH01_clean,0.253324948,0.476292679,1.779419947
182,ASACON_clean,0.052650794,0.106634718,0.448699548
183,ASADAA_clean,0.064499348,0.125999698,0.552252763
184,ASANAL_clean,0.168786612,0.325225611,1.195259829
185,ASEJOZ_clean,0.053027621,0.103142051,0.422166359
186,ASEJOZ01_clean,0.052504306,0.102306485,0.410501872
187,ASEKAM_clean,0.075876413,0.147075789,0.640395775
188,ASINAT_clean,0.177892748,0.347142524,1.533873029
189,ASINEX_clean,0.161571158,0.325877193,1.484626196
190,ASINIB_clean,0.160052593,0.3126929,1.449155426
191,ASIQEA_clean,0.112598523,0.22175418,1.031088957
192,ASIQIE_clean,0.116052353,0.227706098,1.050335381
193,ASIVAB_clean,0.155201033,0.310169175,1.461662425
194,ASIVEF_clean,0.200546214,0.390877064,1.754812561
195,ASOHUL_clean,0.067597363,0.135704951,0.640755318
196,ASOSUY_clean,0.337097837,0.651690714,2.571475891
197,ASOVEL_clean,0.158267585,0.316255705,1.24686618
198,ASOYOY_clean,0.181761604,0.359317654,1.52476425
199,ASUWUI_clean,0.176955383,0.337646187,1.289766526
200,ATAFIK_clean,0.118839713,0.234977747,1.032052475
201,ATAYAX_clean,0.240765197,0.482978449,2.024942525
202,ATAYEB_clean,0.214037398,0.414784464,1.821637149
203,ATEYED_clean,0.193067604,0.390418509,1.848857575
204,ATEYUV_clean,0.209959957,0.408761675,1.850185362
205,ATEZAC_clean,0.165075998,0.328503505,1.51127991
206,ATEZEG_clean,0.214102984,0.422998909,1.90718978
207,ATEZIK_clean,0.18708522,0.371359962,1.713898601
208,ATIBAG_clean,0.015224738,0.02939564,0.141641959
209,ATIBOU_clean,0.015508955,0.030492588,0.146392205
210,ATIBOU01_clean,0.015419538,0.030095004,0.143578782
211,ATIBOU02_clean,0.015301381,0.029665486,0.145295257
212,ATIBUA_clean,0.013535407,0.027527476,0.128508926
213,ATICAH_clean,0.014316204,0.027988929,0.135224736
214,ATICEL_clean,0.014014423,0.027738244,0.129443008
215,ATIJUJ_manual,0.048142855,0.097830459,0.477294923
216,ATIXUX_clean,0.227175581,0.410069448,1.450642675
217,ATOGEV_clean,0.196841593,0.377586312,1.388357347
218,ATOWIQ_clean,0.105253277,0.208234841,0.96878017
219,ATOWOW_clean,0.101491739,0.20205618,0.963095901
220,ATULIM_clean,0.106634355,0.198036879,0.628241541
221,ATUZEW_clean,0.237334461,0.462702775,1.92303793
222,AVAJUE_clean,0.235387561,0.476571267,2.308066126
223,AVAKAL_clean,0.21008511,0.416283736,2.071997983
224,AVAKEP_clean,0.205928611,0.41012307,2.026130961
225,AVAQIX_clean,0.273206994,0.525496818,1.849193577
226,AVAQIX01_clean,0.285751163,0.53372231,1.879443294
227,AVEHAM_clean,0.12458963,0.228944107,0.817859271
228,AVELOD_clean,0.113997184,0.227018981,1.038535765
229,AVELUJ_clean,0.117919611,0.238612829,1.082085965
230,AVEMAQ_clean,0.107897571,0.212890265,0.961552599
231,AVEQID_clean,0.174954933,0.343050269,1.611744357
232,AVESOL_clean,0.310397334,0.602177264,2.537815875
233,AVESUR_clean,0.193929999,0.392558986,1.633470979
234,AVETAY_clean,0.455757858,0.860618683,3.008975476
235,AVETEC_clean,0.903556497,1.37758035,3.270392963
236,AVIHIY_clean,0.059835977,0.118867471,0.553025014
237,AVIMIC_clean,0.04816302,0.094084813,0.376433804
238,AVIMOI_clean,0.219979865,0.409578273,1.399831437
239,AVIMUO_clean,0.117830658,0.22733711,0.889414368
240,AVIPAX_clean,0.164449775,0.319848458,1.307055514
241,AVIPOL_clean,0.132985434,0.265133099,1.198073319
242,AVITUU_clean,0.256143221,0.500374676,2.142788382
243,AVUCEA_clean,0.160874604,0.322775017,1.394242215
244,AVUDAX_clean,0.162111846,0.322185526,1.349225112
245,AWAGEL_clean,0.119279683,0.236712749,1.089470573
246,AWAGOV_clean,0.105883686,0.2133283,0.865413735
247,AWAKEQ_clean,0.086219616,0.167955144,0.660274936
248,AWAREV_clean,0.145910931,0.272507667,0.854952017
249,AWARIZ_clean,0.145954841,0.270377398,0.850577311
250,AWAWUR_clean,0.12454996,0.24514792,0.99163377
251,AWEJIW_clean,0.137162495,0.26153172,0.992310796
252,AWEVIJ_clean,0.198009791,0.383728616,1.456660191
253,AWEWOP_clean,0.10866828,0.209989237,0.961208808
254,AWIBAL_clean,0.168366622,0.320746067,1.169236796
255,AWIBEO_clean,0.036649962,0.067400375,0.239561007
256,AWIBIS_clean,0.036554962,0.07032327,0.246048964
257,AWOFOI_clean,0.126081576,0.24877392,1.102767138
258,AXIGAR_clean,0.114674835,0.233647483,1.059836843
259,AXINAX_clean,0.215613765,0.429786182,1.878086406
260,AXINAX01_clean,0.173045805,0.345639253,1.583472622
261,AXINIF_clean,0.260335447,0.505090108,2.089758537
262,AXUBAW_manual,0.099325301,0.201171786,0.982355639
263,AXUBOL_clean,0.144188342,0.284720478,1.166574033
264,AXUHAD_clean,0.115787299,0.231237045,1.067485949
265,AXUHEH_clean,0.13501858,0.250074081,0.814872217
266,AYOQEM_clean,0.135337328,0.271939279,1.279947086
267,AYOXUJ_clean,0.038614272,0.075592381,0.363428043
268,AYUJIP_clean,0.110716957,0.215170008,0.864378229
269,AZAFIS_clean,0.250570942,0.465877168,1.549310835
270,AZAVOO_clean,0.601997367,1.057239256,2.979653023
271,AZAVUU_clean,0.49435207,0.864143138,2.461906569
272,AZAWAB_clean,0.384547047,0.713612057,2.310437689
273,AZEBUE_clean,0.167086673,0.308599297,1.048088453
274,AZIVAI_clean,0.234921278,0.460550502,2.14495752
275,AZIXUD_clean,0.132325555,0.257784764,1.163024249
276,BABREE_clean,0.144244116,0.285201523,1.278237543
277,BACGAQ_clean,0.172280706,0.323927069,1.188361885
278,BAEDTA01_clean,0.038741526,0.075693241,0.292461599
279,BAFHAU_clean,0.06367756,0.128379959,0.632236045
280,BAKGIF_manual,0.136155813,0.26658629,1.210242296
281,BAKJEE_clean,0.204302897,0.397933429,1.732832787
282,BAKJII_clean,0.241677093,0.474894964,2.055720694
283,BAKJOO_clean,0.125811656,0.249511592,1.130912005
284,BAKYIY_clean,0.11015324,0.221748015,1.005864937
285,BAKYOE_clean,0.098637052,0.194428282,0.883603578
286,BAMKIM_clean,0.061833418,0.122781514,0.582567172
287,BAMKOS_clean,0.065616815,0.132612202,0.618822012
288,BAPDAA_clean,0.040742872,0.081123536,0.387000918
289,BARZUR_clean,0.369093449,0.69026347,2.58534527
290,BASJUB_clean,0.14796805,0.284304735,1.206954521
291,BAWROI_clean,0.137137375,0.274588255,1.287908677
292,BAXFIR01_clean,0.227496274,0.430179747,1.613325105
293,BAXGAK_clean,0.222983171,0.432599465,1.624192462
294,BAXSIE_clean,0.053745107,0.105557541,0.46311817
295,BAZFUF_clean,0.17017571,0.329954369,1.630803076
296,BAZFUF01_clean,0.167898457,0.335724783,1.644438625
297,BAZGAM_clean,0.285716467,0.566014713,2.809257057
298,BAZGEQ_clean,0.210890542,0.419398301,1.895213773
299,BAZJET_clean,0.217447461,0.428150762,1.920761141
300,BAZJIX_clean,0.215424331,0.422436854,1.785474658
301,BEDYEQ_clean,0.208416708,0.417983485,1.82102077
302,BEFLUV_clean,0.233735219,0.439958108,1.536118585
303,BEFMAC_clean,0.252665427,0.480427967,1.739349796
304,BEGDEY_clean,0.73449268,1.248614614,3.20522196
305,BEJZAS_clean,0.135130394,0.264483949,1.138761384
306,BELJIL_clean,0.034772967,0.069000547,0.325941138
307,BELTOD_clean,0.230253871,0.426970391,1.80457773
308,BELTUJ_clean,0.234991997,0.443251218,1.793380505
309,BENZOL_clean,0.259718615,0.490781415,1.669486722
310,BENZUR_clean,0.223296157,0.422986004,1.476612906
311,BEPBAB_clean,0.400135355,0.735725782,2.30995625
312,BEPLUF_clean,0.05068548,0.102052331,0.504739712
313,BEPMAM_clean,0.051559906,0.10056751,0.499430697
314,BEPMIU_clean,0.033068594,0.065286669,0.32365862
315,BEPNIV_clean,0.051077654,0.101759048,0.490342057
316,BEPNOB_clean,0.049484061,0.097445798,0.478648105
317,BEPNUH_clean,0.039054798,0.078984852,0.383873358
318,BEPPAP_clean,0.031652715,0.063823677,0.315235254
319,BEPPIX_clean,0.048228894,0.095688611,0.469684123
320,BEPPOD_clean,0.049859875,0.100054637,0.488396187
321,BEPREV_clean,0.330738201,0.63171417,2.780402162
322,BEPREV01_clean,0.348368637,0.659862359,2.870083673
323,BEPREV02_clean,0.293032818,0.566793929,2.555032097
324,BEPREV03_clean,0.332855971,0.627353076,2.785829704
325,BEPRIZ_clean,0.183008725,0.361119818,1.58714669
326,BEPROF_clean,0.221282947,0.437280373,2.004083167
327,BEPVEZ_clean,0.102708629,0.196530179,0.765562574
328,BEPVID_clean,0.109873774,0.212047274,0.767084245
329,BEPVOJ_clean,0.11194863,0.214668749,0.74728776
330,BEPVOJ01_clean,0.112738191,0.214030206,0.769502173
331,BEPWEA_clean,0.009244072,0.018971011,0.093265851
332,BERQIA_clean,0.33359158,0.586407226,1.918189325
333,BETDAH_clean,0.226191297,0.439106946,1.705163965
334,BETFOX_clean,0.252806872,0.465983624,1.400769393
335,BETFUD_clean,0.231910093,0.448008555,1.756377093
336,BETGEO_clean,0.131089297,0.255627026,0.987055677
337,BETGIS_clean,0.092968885,0.180887137,0.775615084
338,BETGOY_clean,0.118278265,0.233881059,0.973106144
339,BETGUE_clean,0.170325364,0.337205669,1.522437956
340,BETHEP_clean,0.08760441,0.174423126,0.771020212
341,BETHIT_clean,0.138860756,0.271634708,1.259792032
342,BETZOR_clean,0.283855843,0.526917542,1.727717027
343,BEVWAB_clean,0.158202313,0.308044729,1.232418025
344,BEWCUD_clean,0.165759594,0.32944432,1.658866397
345,BEWVEG_clean,0.094823433,0.184866929,0.804507053
346,BEWVOQ_clean,0.083116259,0.16519925,0.810814519
347,BEWWEH_clean,0.067481771,0.136210202,0.667093474
348,BEXPAX_clean,0.340215552,0.656116193,2.779105324
349,BEXQIF_clean,0.129899749,0.260402424,1.201095876
350,BEXQOL_clean,0.109508386,0.219580036,1.024922957
351,BEXQUR_clean,0.114692885,0.221940893,1.061303637
352,BEXRAY_clean,0.109122498,0.218170904,1.047272821
353,BEXREC_clean,0.112672191,0.229608377,1.08465637
354,BEXRIG_clean,0.117121444,0.233576682,1.110632286
355,BEXRUT_clean,0.071782393,0.139271412,0.648900338
356,BEXSAA_clean,0.07908737,0.156189282,0.698252304
357,BEXSEE_clean,0.071356048,0.142172238,0.646061049
358,BEXSII_clean,0.167349894,0.333194056,1.453547625
359,BEXTUV_clean,0.199889569,0.388260985,1.455649974
360,BEXVAD_clean,0.213687414,0.410757103,1.480195768
361,BEXVAD01_clean,0.179183603,0.34731112,1.305033096
362,BEXVEH_clean,0.15316764,0.303335506,1.34441276
363,BEXVIL_clean,0.109489338,0.221758035,1.042006308
364,BEYSEF_clean,0.068763275,0.13755982,0.644010585
365,BIBXIV_clean,0.1735907,0.345517669,1.501240264
366,BIBXOB_clean,0.153615403,0.306158106,1.451058088
367,BIBXUH_clean,0.154589955,0.308153634,1.425108016
368,BICPOT_clean,0.169170893,0.326517417,1.361416879
369,BICPUA_clean,0.146632636,0.295219276,1.402273987
370,BIDPOV_clean,0.286653924,0.575475965,2.378016155
371,BIFGOO_clean,0.031886343,0.062647551,0.299145024
372,BIFKEI_clean,0.222313083,0.430216064,1.753472689
373,BIHBEB_clean,0.700787966,1.130809872,2.848346822
374,BIJDUV_clean,0.130959826,0.252468809,1.079617592
375,BIJFAD_clean,0.145657852,0.283854496,1.212973645
376,BIMDIL_clean,0.156022853,0.308000668,1.241246678
377,BINCUY_manual,0.151904105,0.301379643,1.399937946
378,BINDAF_manual,0.160530705,0.313711656,1.425686034
379,BINMIW_clean,0.423108887,0.621641124,1.380324395
380,BINROH_clean,0.238039412,0.471333274,2.098125624
381,BINRUN_clean,0.271141581,0.532588598,2.237177436
382,BINSAU_clean,0.224690295,0.444908211,1.985661715
383,BIPBAF_clean,0.155353105,0.302768754,1.373537744
384,BIPLIX_clean,0.085036697,0.167679622,0.758969892
385,BIPSUQ_clean,0.166011743,0.330927699,1.550353143
386,BIQHEQ_clean,0.410396221,0.753411444,2.362837692
387,BIQVII_clean,0.04627506,0.092033731,0.401857619
388,BIRGIU_clean,0.081306331,0.161659127,0.73171411
389,BIRMUM_clean,0.094207984,0.184468902,0.710351899
390,BIRSEC_clean,0.078132677,0.154222862,0.656210129
391,BIRSIG_clean,0.085405658,0.16860186,0.712920675
392,BIWSEG_ion_b,1.003321974,2.003609869,10.28792268
393,BIWSIK_ion_b,0.162812276,0.323095409,1.486940842
394,BIWSOQ_clean,0.447877276,0.841376756,2.967113363
395,BIXYEO_clean,0.020869943,0.040682864,0.176808065
396,BIYTAG_clean,0.034171698,0.068236616,0.332304202
397,BIYTOU_clean,0.099112277,0.197805862,0.880505923
398,BIZMEE_clean,0.170595323,0.336343639,1.462660757
399,BIZMII_clean,0.171129314,0.333472314,1.458708127
400,BODPAN_clean,0.180649719,0.340876077,1.4542738
401,BOHJOZ_auto,0.038924223,0.076792042,0.349265038
402,BOHWOM_clean,0.251242926,0.477054694,1.700606117
403,BOKQEZ_clean,0.053782246,0.108992645,0.503115863
404,BOLPAU_clean,0.293280143,0.562902552,2.141591967
405,BOLZIN_clean,0.182012363,0.362011905,1.632835423
406,BOMCOX_clean,0.158927632,0.313277162,1.280023154
407,BOPHIZ_clean,0.185058688,0.351828442,1.361200985
408,BORBEQ_clean,0.071478268,0.143378666,0.673762154
409,BOSHIC_clean,0.516692889,0.900805784,3.054751519
410,BOVHEB_clean,0.49424499,0.871199918,2.421842279
411,BOWDIC_clean,0.169485411,0.325912246,1.331258373
412,BOWNUY_clean,0.175620655,0.343621139,1.520398432
413,BOWRAH_clean,0.267259373,0.4456969,1.047520606
414,BOWSOW_clean,0.943661731,1.62950323,3.635060969
415,BOWZUK_clean,0.141920338,0.284892757,1.28606812
416,BOXYIY_clean,0.043188507,0.084286437,0.393943106
417,BOYCEY_auto,0.291668192,0.55233616,2.097570857
418,BOYTEQ_clean,0.123060608,0.228806217,0.776443494
419,BOYYOF_clean,0.066556783,0.1292745,0.581244494
420,BOZFIH_clean,0.217652145,0.413428874,1.740452194
421,BOZFON_clean,0.180368067,0.343536768,1.27170683
422,BUBTUP_clean,0.114959073,0.225341702,0.91365655
423,BUCSAU_clean,0.355906338,0.629395528,1.755758997
424,BUCSEY_clean,0.159034666,0.3070066,1.071374975
425,BUCSIC01_clean,0.429105159,0.736099447,1.889917039
426,BUCWAZ_clean,0.140208945,0.2723053,1.107675704
427,BUKMUQ01_clean,0.147976749,0.297839396,1.374693421
428,BUKRUW01_clean,0.097792686,0.194877515,0.931514709
429,BUKRUW02_clean,0.098398842,0.197697588,0.940000004
430,BUKRUW03_clean,0.092188742,0.184718139,0.884151384
431,BUKYAJ_clean,0.215942594,0.417786575,1.604202422
432,BUNKUS_clean,0.203749198,0.400991283,1.802302286
433,BUNLAZ_clean,0.224008327,0.462193889,2.134646204
434,BUPVEP_clean,0.034306897,0.068314802,0.315668392
435,BUQWER_clean,0.210797116,0.403603703,1.397919218
436,BURJOO_clean,0.091306892,0.174375664,0.6979996
437,BURQIQ_clean,0.212842454,0.40444816,1.613320862
438,BUSNAF_clean,0.078713733,0.153732043,0.640592284
439,BUSQEM_clean,0.649899873,1.131699696,3.27908205
440,BUSQIQ_clean,0.153839284,0.292297169,1.034393991
441,BUSRUE_clean,0.171354318,0.332093433,1.368786251
442,BUVHEH_clean,0.171642323,0.335182256,1.346125823
443,BUVWOF02_clean,0.073411967,0.142631978,0.621907126
444,BUVWOF03_clean,0.090810664,0.181000863,0.770546648
445,BUVXOG_clean,0.073299533,0.143986729,0.618534129
446,BUVYEX_clean,0.09424196,0.186512174,0.79567756
447,BUVYIB_clean,0.325065323,0.63133625,2.597499379
448,BUVYIB01_clean,0.307642335,0.594844029,2.52899561
