,Adsorbent,O2_10C_0.5bar,O2_10C_1bar,O2_10C_5bar
1140,ESUVAR_clean,0.130140311,0.250391689,0.99982972
1141,ESUVAR01_clean,0.151500616,0.292535603,1.064190298
1142,ESUVOF_clean,0.113159068,0.219972318,0.950636488
1143,ETAXUT_clean,0.328173159,0.597484358,1.903044696
1144,ETEKEU_clean,0.082888434,0.163780257,0.762259752
1145,ETEPID_clean,0.418376884,0.721848429,2.018110486
1146,ETESIG_clean,0.175318779,0.331670664,1.158626718
1147,ETEXEI_clean,0.156691572,0.29928829,1.191383901
1148,ETEXEI01_clean,0.153233785,0.297837903,1.186311583
1149,ETIPII_clean,0.619795125,1.089692666,2.952530739
1150,ETIXAI_clean,0.318424606,0.533438852,1.497459413
1151,ETIXIQ_clean,0.244400624,0.476732659,1.92411057
1152,ETIXOW_clean,0.430867316,0.763770541,2.152605355
1153,ETIYEN_clean,0.346095817,0.616124931,2.005426761
1154,ETUXEW_clean,0.271973117,0.497516361,1.62277042
1155,EVADEK_clean,0.212769713,0.368868575,1.06774442
1156,EVAKIV_clean,0.238732764,0.456710008,1.978580818
1157,EVEGIV_clean,0.120713714,0.223102489,0.792608527
1158,EVEGOB_clean,0.110865879,0.219487816,0.861194253
1159,EVEGUH_clean,0.114661863,0.226560334,0.886771407
1160,EVIMUT_clean,0.31474464,0.603779614,2.33424866
1161,EVOTIT_SL,0.145942415,0.275808562,0.978000089
1162,EVUDAA_clean,0.262686835,0.480931577,1.791931712
1163,EVURAP_clean,0.09762575,0.187121626,0.748656162
1164,EWECOY_clean,0.069404278,0.136353493,0.646578854
1165,EWESAC_clean,0.226979145,0.405064857,1.184006859
1166,EWIPIL_clean,0.231404199,0.448864554,1.819112039
1167,EWUCOP_clean,0.241915932,0.471881203,1.926057196
1168,EWUGEK_clean,0.053278291,0.09679441,0.343225141
1169,EWUKAK_clean,0.110014226,0.218522617,0.991420914
1170,EWUKEO_clean,0.138678445,0.272297399,1.20659398
1171,EWUKIS_clean,0.142873558,0.281039792,1.21950725
1172,EWUSUL_clean,0.056674103,0.114346608,0.558309021
1173,EWUTEW_clean,0.158593956,0.30926337,1.221227059
1174,EXALAR_clean,0.124627807,0.247673613,1.142749873
1175,EXAPEA_clean,0.160620973,0.291619054,0.779757247
1176,EXAXAE_clean,0.102101271,0.195869951,0.753319676
1177,EXAXAE01_clean,0.095990704,0.183490989,0.731186425
1178,EXEMUR_clean,0.041335311,0.079495915,0.357354402
1179,EXEQAA_clean,0.099117065,0.198315895,0.928025333
1180,EXEQII_SL,0.098748868,0.197865934,0.921671873
1181,EXEWIO_clean,0.320218209,0.565321085,1.777309359
1182,EXEXAH_clean,0.10574199,0.209033352,0.977453022
1183,EXIDOF_clean,0.11893492,0.236244403,1.039290837
1184,EXOTOB_clean,0.087240954,0.17318605,0.830366657
1185,EXOTUH_SL,0.196818539,0.388083151,1.658025063
1186,EXOZIB_clean,0.073956353,0.148926329,0.726104997
1187,EXUHEM_clean,0.129542692,0.247916015,0.929263578
1188,EXUHUC_clean,0.029703733,0.059078873,0.260910137
1189,EYINOR_clean,0.178891842,0.352922942,1.522846592
1190,EYOCOM_clean,0.150138075,0.299030899,1.318848732
1191,EYULOA_clean,0.260811729,0.46648535,1.389797798
1192,EYUWAW_clean_h,0.164561029,0.321110626,1.337990464
1193,EZABEN_clean,0.111053705,0.218893234,0.881557453
1194,EZEQEH_clean,0.188579888,0.357879607,1.210379058
1195,EZEQIL_clean,0.155751243,0.297411998,1.134784868
1196,EZEQOR_clean,0.145062161,0.278804736,1.106592829
1197,EZEQUX_clean,0.154033026,0.298486806,1.172471348
1198,EZESAF_clean,0.165497023,0.304713726,0.990334587
1199,EZIMEG_clean,0.533836112,0.947309655,3.240241351
1200,EZIMIK_clean,0.515420957,0.9300334,3.173504321
1201,EZITUE_clean,0.090236618,0.172899683,0.609249842
1202,EZIVAM_clean,0.096756841,0.181726384,0.607750768
1203,EZOBUR_clean,0.09992316,0.187239556,0.73429539
1204,EZOBUR01_clean,0.333957056,0.581611256,1.422930949
1205,EZOBUR02_clean,0.102306395,0.200845766,0.739781503
1206,EZOFEF_clean,0.323616334,0.602694103,2.197158404
1207,EZOFUV_clean,0.166130237,0.325853581,1.50496658
1208,EZUCIM_clean,0.258041024,0.507791508,2.02277827
1209,EZULAO_clean,0.16888331,0.325123178,1.170128736
1210,FABCUI_clean,0.14109991,0.274994813,1.099983443
1211,FAFDEX_clean,0.041335951,0.081943574,0.364156946
1212,FAFQEJ01_clean,0.040127596,0.080493138,0.386414383
1213,FAGQAI_clean,0.152660216,0.306160278,1.42508962
1214,FAGREM_clean,0.04335073,0.087062435,0.4140308
1215,FAGXIX_clean,0.564033652,0.961554502,2.528504418
1216,FAHGAY_clean,0.156119001,0.310720864,1.381171835
1217,FAHPOV_clean,0.233407209,0.442746266,1.725736297
1218,FAHQIR_clean,0.17771784,0.341167217,1.132563926
1219,FAJYAS_clean,0.1179647,0.230488416,1.059592284
1220,FAKHIK_clean,0.223418971,0.405946128,1.518778077
1221,FAKLIO_clean,0.190807016,0.376946197,1.733496747
1222,FAKLOU_clean,0.168295019,0.336567924,1.542563915
1223,FAKLUA_clean,0.229186013,0.457004399,2.048646593
1224,FAKMAH_clean,0.218615363,0.432964694,1.928759481
1225,FAKNIR_clean,0.167327358,0.325826728,1.343665777
1226,FALBAX_manual,0.189374577,0.381286686,1.77751587
1227,FALDAA_clean,0.151557486,0.297434286,1.229401156
1228,FALRIV_clean,0.361082513,0.657776345,2.319907869
1229,FALRIV01_clean,0.351837006,0.643769752,2.26417184
1230,FALROB_clean,0.329264408,0.608668139,2.205050454
1231,FALSAO_clean,0.338754396,0.622853555,2.219834607
1232,FAMPUH_clean,0.22959509,0.460334507,1.861244219
1233,FAMQAO_clean,0.22170941,0.434892318,1.813935226
1234,FAMQES_clean,0.233648548,0.451607111,1.899446917
1235,FANCIJ_clean,0.197749327,0.392995599,1.644698241
1236,FANQER_clean,0.037441005,0.074366321,0.352270641
1237,FAPXEC_clean,0.103715321,0.206326113,0.948813392
1238,FAPXIG_clean,0.108367232,0.214013115,1.001382052
1239,FAPXOM_clean,0.109463017,0.215944322,0.998613158
1240,FAQGEL_clean,0.160946184,0.304617361,1.17092032
1241,FAQGIP_clean,0.177632164,0.345534858,1.331952714
1242,FAQLUH_clean,0.103316338,0.201107774,0.949018519
1243,FARBIL_clean,0.110797803,0.218861883,0.932841249
1244,FARFIO_clean,0.08424587,0.168910431,0.770564226
1245,FARFOU_clean,0.088887026,0.174823461,0.808519007
1246,FARFUA_clean,0.089238568,0.177454108,0.790072881
1247,FARHIR_ion_b,0.087466017,0.166997645,0.636042394
1248,FARHOX_ion_b,0.113515591,0.2207565,0.883338226
1249,FASVIH_clean,0.050501073,0.099936873,0.482779008
1250,FATKIV_clean,0.100943252,0.196599409,0.77995808
1251,FATKUI_clean,0.031014479,0.062239913,0.290411525
1252,FATLUJ_clean,0.057441052,0.114743143,0.502229312
1253,FATQID_clean,0.14766619,0.284682825,1.387142967
1254,FATVOM_clean,0.089045608,0.173007426,0.663129993
1255,FAVDAK_clean,0.300472358,0.481431254,1.196193448
1256,FAVDEO_clean,0.160152192,0.276182954,0.835157285
1257,FAVDIS_clean,0.09957521,0.182307491,0.579252726
1258,FAVFUG_clean,0.212112371,0.402128948,1.611436894
1259,FAVKAP_clean,0.116022162,0.227620995,1.047155467
1260,FAYPAY_clean,0.148057838,0.290065806,1.330548792
1261,FAYPEC_clean,0.13767662,0.270173572,1.224510474
1262,FAYPIG_clean,0.137355149,0.272215622,1.213069624
1263,FAYPOM_clean,0.109892056,0.218264362,0.997636296
1264,FAYQAZ_clean,0.112034851,0.222091235,1.000401517
1265,FAYQED_clean,0.210201084,0.401941919,1.730633534
1266,FAYQUT_clean,0.168803069,0.314966391,1.407774899
1267,FAZFET_clean,0.029339429,0.058181605,0.271983639
1268,FAZPED_clean,0.037368395,0.073801475,0.336644182
1269,FEBPUY_clean,0.102814024,0.201188685,0.824020129
1270,FEBXIV_clean,0.204605079,0.402436004,1.877857196
1271,FECCIZ_clean,0.329105884,0.605645178,1.949690186
1272,FECJUT_clean,0.212415397,0.403982552,1.573947305
1273,FECKAA_clean,0.308861771,0.582213349,1.935674979
1274,FECXES_clean,0.223175565,0.417243018,1.648320815
1275,FECXUI_clean,0.222908572,0.421130511,1.57323511
1276,FECYUJ_clean,0.235749633,0.455501647,1.720284764
1277,FECZAQ_manual,0.139362073,0.275475695,1.204872596
1278,FEFCUQ_clean,0.182379484,0.358268102,1.591528531
1279,FEFDAX_clean,0.162128958,0.324760265,1.4807575609999999
1280,FEFDEB_manual,0.127403812,0.250824769,1.226390742
1281,FEFZOF_clean,0.132672065,0.258093292,1.007382001
1282,FEGNIQ_clean,0.08302267,0.163274517,0.727333715
1283,FEHCIG_manual,0.131317892,0.259556929,1.184889592
1284,FEJDII_clean,0.194633722,0.36632395,1.324496594
1285,FEJDII01_clean,0.188745393,0.362386849,1.299673181
1286,FENROG_clean,0.031277176,0.061958761,0.301674874
1287,FEQSIF_clean,0.191733176,0.36727591,1.525546334
1288,FERHAN_clean,0.226952881,0.419696957,1.40630011
1289,FESTUT_clean,0.267904163,0.477592376,1.462719614
1290,FEVNOL_clean,1.945750641,2.366033109,3.005728139
1291,FEVSAC_clean,0.07675124,0.150948368,0.625676476
1292,FEWWEL_clean,0.693057419,1.246334441,3.809896068
1293,FEWWIP_clean,0.896827906,1.599700373,4.402466645
1294,FEWWOV_clean,0.412443216,0.761250897,2.810129525
1295,FEWWUB_clean,0.299689308,0.556831075,2.005743617
1296,FEWXIQ_clean,0.202954417,0.405874964,1.910853111
1297,FEXCES_clean,0.241811293,0.463636053,1.868371431
1298,FEYJID_clean,0.083676506,0.16656857,0.776098844
1299,FEYJOJ_clean,0.162761221,0.324764792,1.481772643
1300,FEZCIX_clean,0.036408085,0.072908661,0.35251623
1301,FEZQEI_clean,0.037582486,0.074711472,0.347505388
1302,FEZREJ_clean,0.127018439,0.248513959,1.073832844
1303,FEZTIP_clean,0.168951918,0.326977818,1.312378302
1304,FIBKEI_clean,0.255357696,0.483126708,1.935572027
1305,FIDMIP_clean,0.029949537,0.05834556,0.272837064
1306,FIFMIS_clean,0.205330192,0.398517631,1.394843156
1307,FIFMIS01_clean,0.206748124,0.387614425,1.40208261
1308,FIFMOY_clean,0.206765276,0.381223442,1.372373517
1309,FIFNUE_clean,0.137116328,0.273276956,1.21392652
1310,FIFNUE01_clean,0.129889844,0.2599452,1.160754333
1311,FIFPAM_clean,0.116542741,0.230402776,1.066282181
1312,FIFPAM01_clean,0.140144677,0.279944664,1.235461007
1313,FIHFAF_clean,0.142024557,0.279130096,1.169712727
1314,FIHHOV_clean,0.122764117,0.238228336,0.917819184
1315,FIHHUB_SL,0.141920226,0.28186915,1.285989995
1316,FIHRIZ_clean,0.130938078,0.255177831,1.11864194
1317,FIJCUX01_clean,0.074420036,0.147301272,0.716261366
1318,FIJDIM_clean,0.124978043,0.240322882,0.997515026
1319,FIJDIM01_clean,0.125843158,0.240480688,0.997933494
1320,FIJDIM02_clean,0.124463765,0.242299683,0.994706927
1321,FIJDIM03_clean,0.124713155,0.239144974,1.007554018
1322,FIJDIM04_clean,0.122067088,0.244380748,0.98983467
1323,FIJDIM05_clean,0.122587002,0.235009614,0.984563671
1324,FIJDIM06_clean,0.122284071,0.240807572,0.978087993
1325,FIJDIM07_clean,0.121521812,0.239707157,0.980579072
1326,FIJDIM08_clean,0.118210707,0.236855379,0.97464867
1327,FIJDIM09_clean,0.11975495,0.237289346,0.976438076
1328,FIJDIM10_clean,0.113632927,0.227433522,0.921523033
1329,FIJDIM11_clean,0.119742269,0.235251959,0.963302144
1330,FIJDIM12_clean,0.122484147,0.238813863,0.983316723
1331,FIJDOS_clean,0.054556044,0.107287683,0.527171052
1332,FIJFIO_clean,0.371373539,0.709976809,2.417917452
1333,FIJFOU_clean,0.137699537,0.257474203,1.019971138
1334,FIJXUR_clean,0.034478042,0.068356458,0.323614079
1335,FIJYED_clean,0.280347568,0.493441079,1.444123114
1336,FIJZEE_clean,0.098489336,0.190390514,0.768943207
1337,FILYAC_clean,0.11459367,0.228307881,1.016333922
1338,FILYEG_clean,0.085210881,0.168217824,0.775539232
1339,FIMYUX_clean,0.093194569,0.183137657,0.833910099
1340,FIMZAE_clean,0.084699569,0.16658361,0.737908734
1341,FIPJAR_clean,0.115734337,0.225897334,0.893991109
1342,FIPJEV_clean,0.288861655,0.517389578,1.64897991
1343,FIPKOG_clean,0.165220314,0.319669763,1.306839584
1344,FIPKOG01_clean,0.16458687,0.31789427,1.302486388
1345,FIPKUM_clean,0.180442743,0.347472354,1.417327648
1346,FIPWOS_clean,0.258843476,0.480692357,1.568046075
1347,FIPXAF_clean,0.341816514,0.606521094,1.829453474
1348,FIPXEJ_clean,0.144748635,0.280620869,1.064655596
1349,FIQYOU_clean,0.027257926,0.055783699,0.254356531
1350,FIQYUA_clean,0.014912771,0.030453316,0.140377698
1351,FIQZAH_clean,0.03136482,0.062425849,0.287693517
1352,FIRMUQ_clean,0.194094677,0.385123773,1.748645681
1353,FIRNAX_clean,0.178879081,0.353872023,1.644984242
1354,FIRNAX01_clean,0.179649985,0.357930824,1.646214772
1355,FIRNIF_clean,0.180386844,0.357597657,1.683213335
1356,FIRNOL_clean,0.26809651,0.531516233,2.300514621
1357,FIRNUR_clean,0.211068528,0.42104839,1.933318712
1358,FIRPAZ_clean,0.178861144,0.355614834,1.67367989
1359,FIRZOX_clean,0.00901034,0.017624265,0.088439755
1360,FISGOF_clean,0.170711937,0.33804167,1.58213999
1361,FISXEM_clean,0.237298072,0.446818768,1.800209464
1362,FITGEW_clean,0.074307492,0.14485304,0.641066837
1363,FITHIA_clean,0.068954029,0.134724616,0.587254802
1364,FIVNAZ_clean,0.02173125,0.044429196,0.217128643
1365,FIVYUF_clean,0.09807959,0.191618437,0.690907125
1366,FIWKUT_clean,0.142023712,0.277468176,1.235215169
1367,FIYDOH_clean,0.054401071,0.105530273,0.428732901
1368,FIZPOV_clean,0.24625203,0.482430939,2.12943115
1369,FOFCIO_clean,0.329068921,0.530985826,0.99853867
1370,FOFCOU_clean,0.423243385,0.702887263,1.756267776
1371,FOFTIF_clean,0.272051422,0.515567969,1.92440561
1372,FOFTOL_clean,0.268622515,0.5128706,1.855758797
1373,FOFTUR_clean,0.235604468,0.456629903,1.768567616
1374,FOHCIP_clean,0.122789021,0.238900724,0.936970587
1375,FOJKIA_clean,0.199011449,0.392747441,1.582013806
1376,FOJLOH_clean,0.173060979,0.337651164,1.490277848
1377,FOKWIN_clean,0.118539352,0.232184327,0.859714059
1378,FOLLEZ_clean,0.120653924,0.230180024,0.870795361
1379,FOMWOV_clean,0.126996509,0.252901121,1.138413634
1380,FONKEA_clean,0.059501039,0.116928567,0.458135175
1381,FONPUV_clean,0.050222537,0.097954718,0.418399341
1382,FONQIJ_clean,0.163547731,0.320610094,1.255849976
1383,FOPBAP_clean,0.052424316,0.103460013,0.431256965
1384,FOPFAS_clean,0.262996034,0.507551576,2.323747272
1385,FOPTOU_clean,0.01881359,0.036962815,0.182718842
1386,FOQNIK_clean,0.10954972,0.217031631,0.869879459
1387,FOQNOQ_clean,0.071458601,0.139925218,0.617674689
1388,FOQNOQ01_clean,0.094708138,0.186447555,0.757149081
1389,FOQNOQ02_clean,0.094102927,0.182735592,0.775547505
1390,FOQNUW_clean,0.097385933,0.189269751,0.769998673
1391,FOQNUW01_clean,0.094056209,0.1849186,0.784530115
1392,FOQNUW02_clean,0.097685353,0.186861647,0.785092855
1393,FOQPAE_clean,0.0714985,0.139784758,0.604253533
1394,FOQPAE01_clean,0.110176108,0.221905993,0.878459533
1395,FOQPAE02_clean,0.113815109,0.220960745,0.893849218
1396,FORKUU_clean,0.363049239,0.694393528,2.836062067
1397,FORPOS_clean,0.064111241,0.127823178,0.606964281
1398,FORQEJ_clean,0.063985818,0.125657724,0.604624772
1399,FORTIR_clean,0.115554225,0.22766055,0.979877364
1400,FORTUD_clean,0.098832898,0.197576262,0.861509068
1401,FOTNIN_clean,0.224449384,0.447223593,2.065846018
1402,FOVPOX_clean,0.062768741,0.12066769,0.517273916
1403,FUBDAI_clean,0.152324716,0.29084907,1.308156901
1404,FUBDEM_clean,0.150082478,0.297190667,1.277610852
1405,FUBDIQ_clean,0.152593969,0.292092637,1.300074048
1406,FUBNOH_clean,0.26801245,0.500169872,1.443442474
1407,FUDGES_clean,0.148939615,0.295142009,1.354252743
1408,FUDHAP_clean,0.1785965,0.353934965,1.540971592
1409,FUDHET_clean,0.170150286,0.33801157,1.5145909
1410,FUHJOJ_clean,0.131365374,0.254652332,1.038415927
1411,FUHMOM_clean,0.264930814,0.497044258,1.813576585
1412,FUHNED_clean,0.15410573,0.304089009,1.248944421
1413,FUMJAA_clean,0.12014089,0.240849748,1.088657376
1414,FUNBAS_clean,0.175385198,0.341867694,1.315329565
1415,FUNCAT_clean,0.167509326,0.329102463,1.259492806
1416,FUNCEX_clean,0.238427926,0.46298941,1.796584516
1417,FUNFOL_clean,0.133257546,0.264681607,1.159332224
1418,FUNLAD_clean,0.267766523,0.514676604,1.92473368
1419,FUQJUX_clean,0.110179566,0.218833032,1.064682363
1420,FURFOP_clean,0.247002022,0.460078672,1.510823926
1421,FURSES_clean,0.079859091,0.159462052,0.665806293
1422,FUSGOR_clean,0.081321007,0.161974167,0.69708057
1423,FUSQUH_clean,0.14893593,0.287616577,1.11595142
1424,FUTCAZ_clean,0.080440894,0.16207878,0.790473571
1425,FUTDII_clean,0.118675025,0.233317624,1.040700861
1426,FUTKEL_manual,0.138452573,0.270943598,1.098330558
1427,FUTTIZ_clean,0.132695222,0.256220652,1.21534226
1428,FUTYEA_clean,0.175849961,0.341002659,1.490667966
1429,FUTYOK_clean,0.135272729,0.268562974,1.208795844
1430,FUTYUQ_clean,0.171299858,0.336381273,1.500216511
1431,FUTZAX_clean,0.125663539,0.251158898,1.139549029
1432,FUTZEB_clean,0.189529233,0.374464096,1.597858468
1433,FUTZIF_clean,0.229371607,0.433444172,1.740787865
1434,FUTZOL_clean,0.130196331,0.255314208,1.155031572
1435,FUVBAB_clean,0.177175015,0.3424169,1.535758027
1436,FUVBOP_clean,0.106053547,0.21128386,0.919544747
1437,FUVDEH_clean,0.091792417,0.181675354,0.785842332
1438,FUVDEH01_clean,0.088465402,0.178375702,0.749618737
1439,FUVDEH02_clean,0.072832656,0.138088664,0.613625741
1440,FUVDEH03_clean,0.064603454,0.134134079,0.577879218
1441,FUVDEH04_clean,0.062297803,0.119252037,0.535552427
1442,FUVDEH05_clean,0.058800235,0.114082337,0.453581125
1443,FUVDEH06_clean,0.013958696,0.027498115,0.125538636
1444,FUVDEH07_clean,0.013779946,0.027620151,0.12672507
1445,FUVDEH08_clean,0.013341427,0.025675676,0.116971301
1446,FUVDEH09_clean,0.087556466,0.173499095,0.743750508
1447,FUVDEH10_clean,0.076377982,0.151452045,0.655561713
1448,FUVDEH11_clean,0.084092635,0.168097231,0.715888172
1449,FUVDEH12_clean,0.081492531,0.157490996,0.668490256
1450,FUVDEH13_clean,0.081985069,0.163830943,0.714056023
1451,FUVFUZ_clean,0.013299904,0.026672219,0.119514815
1452,FUVGAG_clean,0.01308824,0.02634814,0.117012317
1453,FUVGAG01_clean,0.012700864,0.02566251,0.114844025
1454,FUVGAG02_clean,0.013045198,0.025999755,0.115341284
1455,FUWFIO_clean,0.153920049,0.302748449,1.357812638
1456,FUWFUA_clean,0.174575406,0.348282123,1.481015202
1457,FUWQIZ_clean,0.280608091,0.536538793,2.142878504
1458,FUWXOL_SL,0.764903997,1.29658524,2.900919159
1459,FUWYAY_clean,0.070991092,0.139965732,0.546322882
1460,FUXXIH_clean,0.137182448,0.262312463,1.027245067
1461,FUYCAE_clean,0.227272247,0.44699962,1.871006986
1462,FUYCEJ_clean,0.371188889,0.712216439,3.032119252
1463,FUYCIN_clean,0.152229765,0.310092811,1.498532915
1464,FUYKER_clean,0.206186498,0.386275988,1.432987171
1465,FUZPUN_clean,0.233706991,0.445116007,1.837190303
1466,GABYUG_clean,0.184367962,0.349562473,1.478936143
1467,GACBIY_clean,0.288839067,0.551100227,2.246269964
1468,GACBOE_clean,0.18951236,0.380033534,1.648977794
1469,GACPUX_clean,0.216453322,0.423203408,1.667562831
1470,GACQAE_clean,0.168148367,0.33584651,1.404864838
1471,GACVIS_clean,0.110852143,0.217558097,1.007478118
1472,GACYER_clean,0.241006831,0.472328673,2.01663793
1473,GADNUX_clean,0.233978405,0.44076144,1.922856065
1474,GADRAH_clean,0.088641362,0.175510893,0.800945189
1475,GAFROX_clean,0.250651265,0.475666726,2.067897162
1476,GAFRUD_clean,0.212023243,0.413371851,1.802618507
1477,GAGQAI_clean,0.207347287,0.408893285,1.723937944
1478,GAGSUF_clean,0.033787311,0.066954371,0.329825466
1479,GAGZEV_clean,0.241476318,0.481223094,2.158441622
1480,GAHWIX_clean,0.200368802,0.386105625,1.776259168
1481,GAJYUN_clean,0.047969403,0.095160424,0.418795154
1482,GALCAZ_clean,0.100907931,0.198201946,0.898354273
1483,GAMFEI_clean,0.117963306,0.231210022,0.943422449
1484,GAMXAV_clean,0.242878579,0.460261323,1.813603863
1485,GANBAZ_clean,1.952676982,3.311037747,6.938406856
1486,GANBAZ01_clean,2.135111098,3.498784742,7.039626546
1487,GANBAZ02_clean,0.50680523,0.949401491,3.730961502
1488,GANBED_clean,0.304803147,0.577341747,2.572075876
1489,GANBED02_clean,0.286091995,0.557456297,2.45016173
1490,GANBIH_clean,0.242780993,0.450441054,1.461551193
1491,GAQYIH_clean,0.073762442,0.14598669,0.731815714
1492,GARQAU_clean,0.226995553,0.435032484,1.625319453
1493,GASSEB_clean,0.161967055,0.317727787,1.400929068
1494,GASSUR_clean,0.161366715,0.314909974,1.403216178
1495,GASTIG_clean,0.58344358,0.993026378,2.460454529
1496,GATQIE_clean,0.192084238,0.379093582,1.694386446
1497,GATQOK_clean,0.269913297,0.518500479,2.079332062
1498,GAVYAG_clean,0.616645808,1.050007426,2.947049208
1499,GAWCUF_clean,0.224484799,0.418192191,1.481619215
1500,GAWMOJ_clean,0.115586582,0.229298218,1.089813938
1501,GAXDIS10_clean,0.057893999,0.114251084,0.537435261
1502,GAXKOH_clean,0.103146633,0.202404782,0.905390015
1503,GAXQIH_clean,0.085402829,0.162668484,0.657988177
1504,GAYFUJ_clean,0.219103903,0.427166421,1.72381209
1505,GAYGAQ_clean_h,0.351434483,0.650262995,2.067128616
1506,GAYPED_clean,0.192937854,0.376620689,1.712358651
1507,GAYTEH_ion_b,0.039744879,0.081799931,0.36756499
1508,GEBCAT_clean,0.014473395,0.029687877,0.145302042
1509,GEDDAW_clean,0.088708177,0.174569186,0.797975888
1510,GEDDEA_clean,0.116005362,0.230218826,0.869540908
1511,GEDPAH_clean,0.010671899,0.021242305,0.10517779
1512,GEFYUN_clean,0.171570465,0.335961642,1.268675656
1513,GEFZAU_clean,0.163323699,0.305678301,1.179715845
1514,GEGDED_clean,0.218210559,0.411067597,1.660050905
1515,GEGGEG01_clean,0.309598662,0.544480111,1.551252605
1516,GEGGIK_clean,0.312139482,0.542762416,1.55277911
1517,GEGGIK01_clean,0.337482275,0.58405552,1.578571703
1518,GEGGUW_clean,0.338430507,0.588249382,1.588675646
1519,GEGHAD_clean,0.348748771,0.578359306,1.587879899
1520,GERNOI_clean,0.115565557,0.227767269,1.011600767
1521,GERWEH_clean,0.194253735,0.378754998,1.578195416
1522,GESDUF_clean,0.034717003,0.067863318,0.333362619
1523,GESFAN_clean,0.034774937,0.069406717,0.340022359
1524,GEWXAJ_clean,0.064248609,0.123375748,0.467143022
1525,GEZRAG_clean,0.078503793,0.157565575,0.741815232
1526,GEZYOB_clean,0.075806828,0.151118966,0.679995989
1527,GEZYUH_clean,0.090575599,0.179385577,0.821585588
1528,GIFKEL_clean,0.194210468,0.374129607,1.409825082
1529,GIJXAA_clean,0.304848332,0.586181938,2.334605136
1530,GIKQIC_clean,0.06910705,0.134388086,0.558753055
1531,GIMSIG_clean,0.06380347,0.12564232,0.591608049
1532,GINLIA_clean,0.275155489,0.539963275,2.208813289
1533,GINNUO_clean,0.093342564,0.182133956,0.754432684
1534,GIRDUI_clean,0.080560593,0.160144626,0.63451654
1535,GIRXUC_clean,0.090434554,0.177604789,0.868299328
1536,GIRYAJ_clean,0.098023478,0.19908116,0.945771242
1537,GIRYEN_clean,0.119038245,0.219048182,0.65166734
1538,GIRYUD_clean,0.124692335,0.220331614,0.662562108
1539,GIRZAK_clean,0.114831448,0.21160407,0.637647068
1540,GISMAY_clean,0.113567311,0.212705759,0.916782996
1541,GISNED_clean,0.161786285,0.319372612,1.545528509
1542,GISZUD_clean,0.070832322,0.139410306,0.660446528
1543,GISZUF_clean,0.127424409,0.249201074,1.025046738
1544,GITPIK_clean,0.197680692,0.389926397,1.433254271
1545,GITSUY_clean,0.153217339,0.301100072,1.416326854
1546,GITTUZ_clean,0.157652492,0.292117076,1.104993263
1547,GITVAH_clean,0.301842747,0.523833429,1.49193405
1548,GITVAH01_clean,0.278136867,0.505913509,1.680865089
1549,GITVEL_clean,0.131665906,0.260512393,1.116225847
1550,GITVEL01_clean,0.132330885,0.250638565,1.113184769
1551,GITWIQ_clean,0.083949903,0.166047747,0.663130406
1552,GIVHIC_clean,0.458436616,0.841092059,2.928631242
1553,GIXGOK_clean,0.085701465,0.164183556,0.648484341
1554,GIXNAE_clean,0.120469677,0.242707744,1.099172839
1555,GIYSUD_clean,0.114436928,0.231124812,0.963122264
1556,GIYTAK_clean,0.129439398,0.249609052,1.044020024
1557,GIYTIS_SL,0.147430243,0.281234814,1.190957173
1558,GIZXET_clean,0.409424665,0.762916323,2.877545227
1559,GOBGAG_clean,0.088140845,0.171394215,0.66076984
1560,GOBSUM_clean,0.158498117,0.311018092,1.277277459
1561,GOBTAT_clean,0.206192453,0.404422062,1.79713071
1562,GOGSIF_clean,0.097595684,0.190691778,0.874835037
1563,GOGWAB_clean,0.42965075,0.811188781,3.084449307
1564,GOGWEF_clean,0.335374231,0.655465048,2.612522502
1565,GOKBUE_clean,0.0179086,0.035626789,0.172209509
1566,GOMREG_clean,0.166107414,0.308712106,1.033684647
1567,GONNAA_clean,0.128097723,0.254724824,1.15684693
1568,GONSUZ_clean,0.401498026,0.735432069,2.113891334
1569,GOPTIQ_clean,0.249903132,0.483873881,2.008338448
1570,GOQSIQ_clean,0.244640882,0.45456156,1.670148741
1571,GOQWOY_clean,0.23144248,0.452749414,1.934535852
1572,GOQXAN_clean,0.099000065,0.195070256,0.885161155
1573,GORJEE_clean,0.540451785,1.002827524,3.014924493
1574,GORQAF_clean,0.048241867,0.097093657,0.47194099
1575,GOSBOH_clean,0.100478374,0.201158499,0.977699562
1576,GOSDEZ_clean,0.17277766,0.339647764,1.460743812
1577,GOSDID_clean,0.255827271,0.47805492,1.63057827
1578,GOSKEG_clean,0.255963853,0.492323736,1.966840701
1579,GOTDIE_clean,0.024355483,0.046547892,0.180545088
1580,GOVHOQ_clean,0.016963358,0.034122748,0.144816224
1581,GOVWOF_clean,0.177651401,0.349371321,1.388196905
1582,GOVXIA_clean,0.10257571,0.203012952,0.851814906
1583,GOZNAM_clean,0.136213943,0.266430028,1.177870187
1584,GOZNEQ_clean,0.145705831,0.290293239,1.289738883
1585,GUANZS_clean,0.069243957,0.135745553,0.646072899
1586,GUBBAG_clean,0.046705057,0.092422315,0.442406786
1587,GUBKUL_clean,0.098031378,0.187511258,0.698983191
1588,GUBVUU_clean,0.18535454,0.358929226,1.529196213
1589,GUBZAF_clean,0.105207291,0.211285708,0.969264117
1590,GUCHUJ_clean,0.111418693,0.217650726,0.896771409
