,Adsorbent,CO2_10C_0.5bar,CO2_10C_1bar,CO2_10C_5bar
33,acs.inorgchem.6b02407_ic6b02407_si_002_clean,9.481905971,10.66623108,13.05568402
34,acs.inorgchem.6b02407_ic6b02407_si_003_clean,8.648522628,8.806195515,9.463743536
35,acs.inorgchem.6b02514_ic6b02514_si_002_clean,0.523495963,1.013250878,3.193196016
36,acs.inorgchem.6b02696_ic6b02696_si_002_clean,10.93797498,11.79093016,13.39108969
37,acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean,7.909466534,8.148237963,8.40489725
38,acs.jpcc.6b08594_Zn2Cd6MOF5_opt_clean,21.03627391,23.03401221,26.35414413
39,acscombsci.5b00188_24205_clean,6.041958306,6.266460386,6.953923416
40,acscombsci.5b00188_3001288_clean,53.92209689,59.41576418,76.54972806
41,acscombsci.5b00188_34903_clean,5.637080708,5.894378266,6.405318435
42,acscombsci.5b00188_5013797_clean,13.81964206,14.92794278,17.39480942
43,acscombsci.5b00188_5020072_clean,16.17260739,18.60448455,24.92734225
44,acscombsci.5b00188_5024922_clean,29.88421671,33.1789277,43.42485939
45,acscombsci.5b00188_5036495_clean,19.1290484,22.33013217,32.96228095
46,acscombsci.5b00188_5040209_clean,7.315003737,7.738135866,8.473726319
47,acscombsci.5b00188_8372_clean,7.523738811,7.720288645,8.726793694
48,ACUBAB_clean,2.642896778,2.645729504,2.65839647
49,ACUFEK_clean,14.86983658,17.07112647,23.9359542
50,ACUJOZ_manual,17.89322416,18.33948029,19.65442182
51,ACUTOI_clean,0.396460074,0.658099764,1.562593761
52,ADARAA_clean,11.77842137,12.58514781,14.29115702
53,ADASEF_clean,12.08814183,13.86915188,22.07742361
54,ADASIJ_clean,14.66363071,14.86991274,15.49376178
55,ADASOP_clean,15.08821238,15.33730817,15.82869298
56,ADASUV_clean,13.78699073,13.95687483,15.33242304
57,ADATAC_clean,13.52892643,16.79688885,29.96869718
58,ADATEG_manual,17.43744013,22.16965147,36.23556893
59,ADATIK_clean,14.16903206,16.53987668,25.58106841
60,ADAXEK_clean,3.873061854,4.184769194,4.705101109
61,ADAXIO_clean,3.580720305,3.858126393,4.497800214
62,ADIQEL_clean,3.257073887,3.739075787,5.00444172
63,ADOBIF_clean,6.014469643,6.339367578,6.661486576
64,ADOCEC_clean,5.978206556,6.319256357,6.672727462
65,ADOGEH_clean,11.41267474,11.41284748,11.41688242
66,ADUROI_clean,16.52676653,18.20671252,23.01831681
67,ADUWIH_clean,14.9461005,15.92211155,18.19384659
68,ADUWON_clean,22.72310588,24.11732988,28.37148046
69,AFEJOK_ion_b,9.474206648,9.554731639,9.624711073
70,AFITEP_clean,4.310525574,4.547621822,5.364586281
71,AFITUF_clean,3.863160372,4.116090935,4.921896465
72,AFIXAO_clean,0.91901782,1.477087727,3.53149875
73,AFIXES_clean,0.913681945,1.478760246,3.639447434
74,AFOVEX_clean,6.517882338,7.299074794,9.797778283
75,AFOYAW_clean,3.098876267,4.163941921,7.377196865
76,AFOYEB_clean,0.092936897,0.194436445,0.722590525
77,AFOYIE_clean,0.785530437,1.59087847,9.246893458
78,AFOYOK_clean,1.22191657,2.577909009,7.415037884
79,AFUKET_clean,6.822454414,7.280707134,8.505689735
80,AFUKIX_clean,10.26074555,10.87476228,12.62785599
81,AGABIU_clean,14.69552622,15.46105506,17.56315793
82,AGIREP_clean,12.32944503,12.56035681,13.27064531
83,AGOFEJ_clean,12.9584492,14.77465828,19.8583812
84,AGONAM_clean,2.748544001,2.771527046,2.886127077
85,AGONEQ_clean,9.899849526,10.71641032,12.64098481
86,AGUBUA_clean,7.261079108,7.343574289,7.454364277
87,AHAMAY_clean,0.70637089,0.966364074,1.541650996
88,AHEQAH_clean,9.876731962,12.33007268,16.73208808
89,AHIYOH_clean,3.103816519,3.303105127,3.641695407
90,AHOKIR_clean,2.978342627,3.228362721,3.762891729
91,AHOKIR01_clean,3.235155887,3.318987642,3.565286084
92,AHOKOX_clean,2.844530782,3.118607572,3.778820015
93,AJAKON_clean,5.773597033,5.778712413,5.872161054
94,AJAYIT_clean,0.013395692,0.027955075,0.121972691
95,AJIGIL_clean,3.53700155,3.84074311,4.775095473
96,AJOTEY_clean,12.52691643,12.58421437,12.70446736
97,AJOVEB_clean,2.977413981,2.984945727,3.110885908
98,AKEDIF_clean,4.032864618,4.604630871,6.549475335
99,AKOBAF_clean,2.812042356,3.058712693,3.922404939
100,AKOXIJ_clean,5.450041125,5.597935404,6.083403966
101,AKUKUO_clean,2.615163912,3.160592249,4.15053624
102,ALAMUW_clean,18.6217569,20.14246574,22.44016904
103,ALANAD_clean,16.16771627,17.40504929,20.12336537
104,ALEJEI_clean,14.84364547,15.44092806,16.98301571
105,ALEJIM_clean,14.35861135,14.86782253,17.04160494
106,ALICAA_clean,2.516979281,2.667027513,2.784695615
107,ALIXAU_clean_h,2.36215598,2.366930655,2.371592309
108,ALIXOJ_clean,13.84177613,14.21168969,14.8459361
109,ALIXUP_clean,5.748509045,6.071998922,6.975362492
110,ALOLES_ion_b,1.333340015,1.415714797,1.597509493
111,ALOLIY_clean,7.72940258,7.926911195,8.584547801
112,ALONEV_clean,1.874171612,2.231876593,3.55755048
113,ALUJIB_clean,4.868003972,5.082357251,5.506704034
114,ALUKIC_clean,15.1009203,17.67594768,25.28705969
115,ALULEZ_clean,14.50045859,17.75393201,26.30709648
116,ALULID_clean,5.931568366,6.688710617,9.968974828
117,ALURAB_clean,2.371742423,2.849841124,4.246515813
118,ALUREF_clean,2.403442041,2.808775478,4.159562598
119,ALURIJ_clean,2.352294149,2.729669476,3.907385855
120,am301365h_si_002_clean,0.65941639,1.305713091,6.058783475
121,AMAFOK_clean,1.487414985,1.972315759,2.84661307
122,AMAGAX_clean,1.496727948,2.116883197,3.145288955
123,AMILOY_clean,4.841579401,5.343161206,6.219563145
124,AMILUE_clean,4.199756186,4.532468895,5.44500398
125,AMIMAL_clean,3.741174002,4.131176342,5.175215583
126,AMIMEP_clean,3.88280509,4.186970543,5.208280413
127,AMIZIG_clean,2.881947924,2.886990823,2.89015648
128,AMOYOR_clean,3.730273259,3.791630854,4.17509506
129,AMUFOF_clean,5.252124639,5.520855422,6.144733912
130,AMUPOP_clean,2.367586585,2.378949872,2.390721435
131,AMUWUB_clean,5.19050409,5.716060653,7.428516825
132,AMUXAI_clean,3.029228725,3.347471049,4.476062195
133,ANEHEI_clean,4.106608378,4.942896335,5.910576634
134,ANIDIL_clean,2.16432732,2.401338898,2.735087675
135,ANOMOG_clean,14.9877362,15.59869678,16.9877563
136,ANOMUM_clean,11.92384541,12.91604957,15.66145988
137,ANONAT_manual,12.16967301,13.15202816,16.77879765
138,ANUGEW_clean,24.71327517,26.40158622,30.722259180000002
139,ANUGIA_clean,17.78355063,18.82558021,23.18498016
140,ANUGOG_clean,19.46007148,21.03947632,26.62464977
141,APACAX_clean,12.9823864,13.5102604,14.23356381
142,APARAM_clean,1.104330009,1.382246493,2.61416593
143,APEBED_clean,4.234465725,4.240581693,4.245132186
144,APEBEE_clean,4.689228216,5.006528573,5.899980796
145,APEBII_clean,6.541753177,6.650912433,7.26362338
146,APEBUU_clean,2.520190163,2.688934303,3.382123251
147,APUPEH_clean,39.15674284,41.89134452,51.44498498
148,AQEGUY_clean,5.49852211,5.536624445,5.745921475
149,AQEQES_clean,5.465121926,6.457683505,8.477941029
150,AQEQIW_clean,4.766080182,5.786819018,8.152324521
151,AQERUL_clean,3.079322322,3.185977017,3.454360291
152,AQIQAU_clean,10.84146588,11.69831193,13.44718552
153,AQIXUU_clean,1.041904025,1.270598373,1.643193386
154,AQIXUV_clean,3.536048164,4.043632653,5.207279191
155,AQOLEZ_clean,1.592782331,2.461579926,6.847077359
156,AQOLID_clean,1.353783969,1.970185036,5.455314615
157,AQOLOJ_clean,3.010360722,4.474738032,11.11666393
158,AQOLUP_clean,1.497463162,2.340694584,6.490183256
159,AQOMAW_clean,3.161743403,3.585967696,5.673806051
160,AQOMEA_clean,1.327006033,2.205121022,6.285092688
161,AQOMEA01_clean,1.404616026,2.243994235,6.326295607
162,AQUCOF_clean,5.89289365,6.678927816,8.211511272
163,AQUCOG_clean,5.485462615,5.964622681,6.37921389
164,AQUCUM_clean,5.013037315,5.71110582,6.324620548
165,AQUDAS_clean,6.020285889,6.687734438,8.18605289
166,AQUDAT_clean,1.817202304,1.818955477,1.819808602
167,AQUDEX_clean,1.809740302,1.816745882,1.819912399
168,AQUDIB_clean,5.630553486,6.041220837,6.39022031
169,AQUDOH_clean,1.800128424,1.813856632,1.815870007
170,ARADEE_clean,8.913731341,9.288003664,10.05887578
171,ARAFEF_clean,1.354420591,2.965960924,10.42404076
172,ARAFIJ_clean,1.841522669,3.739280662,8.754368809
173,ARAFOP_clean,2.357976134,3.292072534,4.966668805
174,ARAGOR_clean,6.818901437,7.08339328,7.783301481
175,ARINOF_clean,1.836741486,2.451912678,3.470354696
176,ARINUL_clean,1.278521961,1.85219381,2.994689071
177,AROFAP_clean,4.722262782,4.935810726,5.453662999
178,AROFET_clean,9.224128222,10.00290945,12.23418094
179,ARUYES_clean,4.129943122,4.399469869,5.149984979
180,ARUYUH_clean,0.936742773,1.740646987,3.336055817
181,ARUYUH01_clean,1.646946675,2.589898329,4.154151757
182,ASACON_clean,2.595887773,2.762517313,3.240247884
183,ASADAA_clean,1.139829736,1.413778388,2.492601178
184,ASANAL_clean,1.530880257,2.170934507,3.678277865
185,ASEJOZ_clean,3.74403457,3.854012717,4.160442297
186,ASEJOZ01_clean,3.794087332,3.869699126,4.02376034
187,ASEKAM_clean,3.988231218,4.052276855,4.067712138
188,ASINAT_clean,8.810174503,10.45331299,15.11613804
189,ASINEX_clean,8.144980153,10.06849397,15.64592837
190,ASINIB_clean,8.260038292,10.16988564,15.65674608
191,ASIQEA_clean,6.112742385,6.493104128,7.717854285
192,ASIQIE_clean,6.394035848,6.896838617,8.378420347
193,ASIVAB_clean,20.36575637,22.82009124,28.74652562
194,ASIVEF_clean,17.0981776,18.80986027,23.32128135
195,ASOHUL_clean,5.300434599,6.06891298,8.407810017
196,ASOSUY_clean,18.02352866,18.15265215,18.28310149
197,ASOVEL_clean,6.285296751,6.436526113,6.811953196
198,ASOYOY_clean,4.332087251,5.526380045,9.196182415
199,ASUWUI_clean,6.637486334,6.821463081,7.188807741
200,ATAFIK_clean,7.769075662,8.304203702,9.513659167
201,ATAYAX_clean,16.78891842,17.32016288,18.53591737
202,ATAYEB_clean,16.58080973,17.19829055,18.24942711
203,ATEYED_clean,0.83719298,1.678719837,11.60104548
204,ATEYUV_clean,14.29232199,15.61920378,19.06064644
205,ATEZAC_clean,14.15960256,16.12996419,20.92376919
206,ATEZEG_clean,13.66743835,15.23504829,18.63488627
207,ATEZIK_clean,13.43798394,15.29717762,19.27343123
208,ATIBAG_clean,2.295644628,2.296570726,2.298969002
209,ATIBOU_clean,2.288202309,2.294306575,2.298667221
210,ATIBOU01_clean,2.305143523,2.311662936,2.346169682
211,ATIBOU02_clean,2.317934858,2.325306921,2.485999362
212,ATIBUA_clean,2.298106772,2.298458051,2.297808185
213,ATICAH_clean,2.297242946,2.297991808,2.298718316
214,ATICEL_clean,2.288623844,2.294550874,2.298055677
215,ATIJUJ_manual,1.203008195,1.992540653,4.914375905
216,ATIXUX_clean,2.068820492,2.150628476,2.237888183
217,ATOGEV_clean,5.175445497,5.409360756,6.17130432
218,ATOWIQ_clean,7.613071091,8.651312175,10.95538943
219,ATOWOW_clean,7.693148567,8.403478564,10.12001384
220,ATULIM_clean,0.404991466,0.55154984,0.89612056
221,ATUZEW_clean,11.56104795,11.58632938,11.68581686
222,AVAJUE_clean,14.85895225,18.51108847,34.11203698
223,AVAKAL_clean,14.95949267,18.79771898,33.88333435
224,AVAKEP_clean,13.26734571,16.56179096,29.43996093
225,AVAQIX_clean,5.494988404,5.53906168,5.596206363
226,AVAQIX01_clean,5.448899648,5.528449743,5.591969475
227,AVEHAM_clean,1.876588106,1.900216642,2.095682256
228,AVELOD_clean,3.164905545,4.666507078,8.185526098
229,AVELUJ_clean,2.955320216,4.309961828,8.144822665
230,AVEMAQ_clean,2.408417723,3.365211786,6.806695664
231,AVEQID_clean,16.82527092,17.57270612,18.87831409
232,AVESOL_clean,14.04966857,14.38278395,15.02193747
233,AVESUR_clean,9.762408581,9.991765185,10.57752981
234,AVETAY_clean,12.65532969,13.2424795,14.01025429
235,AVETEC_clean,10.64631382,10.78410191,11.4225057
236,AVIHIY_clean,3.539410863,4.296311611,5.172266485
237,AVIMIC_clean,1.577788308,1.861447016,2.292030949
238,AVIMOI_clean,5.813239125,6.01681835,6.688173024
239,AVIMUO_clean,5.798764841,5.969951717,6.171975593
240,AVIPAX_clean,11.75661904,12.01255256,12.74310259
241,AVIPOL_clean,11.65906253,12.28055583,13.04585957
242,AVITUU_clean,1.946690534,3.173019911,9.805193945
243,AVUCEA_clean,11.86990058,12.43760915,13.79952401
244,AVUDAX_clean,1.454834304,2.550971113,5.401274601
245,AWAGEL_clean,0.899179033,1.961605233,6.203849079
246,AWAGOV_clean,2.638873882,3.034237934,3.873671267
247,AWAKEQ_clean,3.064253576,3.42824335,4.176981907
248,AWAREV_clean,1.025773805,1.300643839,1.737543594
249,AWARIZ_clean,1.031515999,1.304683573,1.724960198
250,AWAWUR_clean,5.139347526,5.570075883,6.709656013
251,AWEJIW_clean,5.457260986,5.646472627,6.587608865
252,AWEVIJ_clean,1.588554603,2.478433079,5.703886752
253,AWEWOP_clean,5.775796483,6.418521042,7.549015143
254,AWIBAL_clean,4.459249355,4.667570296,4.917771704
255,AWIBEO_clean,0.158547705,0.253590018,0.671060237
256,AWIBIS_clean,0.179995521,0.279817272,0.700806159
257,AWOFOI_clean,7.198774813,7.830061334,8.513854291
258,AXIGAR_clean,0.561451212,1.105597895,5.28981255
259,AXINAX_clean,19.52705258,22.21872376,28.84599573
260,AXINAX01_clean,17.65015076,19.96863487,28.22455286
261,AXINIF_clean,13.81657522,14.99161854,18.38520501
262,AXUBAW_manual,14.35090573,14.48305637,14.98533139
263,AXUBOL_clean,8.99935966,9.394406389,10.44461804
264,AXUHAD_clean,7.212178124,8.01874393,10.00079775
265,AXUHEH_clean,1.750322153,2.056194042,3.341844688
266,AYOQEM_clean,14.61370507,15.40320293,17.35681572
267,AYOXUJ_clean,3.377689506,3.735448052,4.811362751
268,AYUJIP_clean,4.106412278,4.582055878,5.507148197
269,AZAFIS_clean,3.146431048,3.533212961,4.839106708
270,AZAVOO_clean,8.688655081,8.826744462,9.066717314
271,AZAVUU_clean,7.40787641,7.532678935,7.732993907
272,AZAWAB_clean,8.858043472,9.0618653,9.21931756
273,AZEBUE_clean,3.478544074,3.522008799,3.577731215
274,AZIVAI_clean,1.508631084,3.241214489,12.35551695
275,AZIXUD_clean,6.839133054,7.324175367,8.08497587
276,BABREE_clean,12.3572543,12.66991383,13.70005319
277,BACGAQ_clean,4.380163077,4.877976497,5.819542772
278,BAEDTA01_clean,0.808124881,0.960180372,1.233605713
279,BAFHAU_clean,0.193440019,0.390876221,2.115707219
280,BAKGIF_manual,1.02546761,2.224246474,6.529957824
281,BAKJEE_clean,10.9364431,11.25188176,12.62334047
282,BAKJII_clean,10.37664654,10.69270741,11.99724635
283,BAKJOO_clean,5.310297116,6.057156707,8.2690059
284,BAKYIY_clean,2.078755088,2.21920751,3.228798486
285,BAKYOE_clean,3.870860155,4.432758536,6.615096516
286,BAMKIM_clean,3.54649334,3.638749313,4.203895516
287,BAMKOS_clean,3.539212018,3.614486069,4.137024796
288,BAPDAA_clean,2.156401599,3.158428745,4.52842645
289,BARZUR_clean,3.638951978,4.93867598,7.242375261
290,BASJUB_clean,4.883987788,5.279029275,6.396698698
291,BAWROI_clean,10.36545945,12.07924014,17.63281425
292,BAXFIR01_clean,2.270411159,2.878678184,3.824172432
293,BAXGAK_clean,2.274052136,2.87321173,3.781506727
294,BAXSIE_clean,0.273514349,0.534585998,1.603529361
295,BAZFUF_clean,19.4922692,24.60959064,35.84568604
296,BAZFUF01_clean,19.62941223,24.80663411,35.7505743
297,BAZGAM_clean,14.55162086,18.33540015,32.52156283
298,BAZGEQ_clean,15.9086487,18.54965677,27.60524872
299,BAZJET_clean,1.923838217,3.474775239,8.588863549
300,BAZJIX_clean,2.090761709,3.281330956,8.474544201
301,BEDYEQ_clean,16.51866421,18.03824306,21.70864498
302,BEFLUV_clean,3.908185761,4.429209575,5.479358862
303,BEFMAC_clean,5.412657906,5.9867525,7.226402459
304,BEGDEY_clean,8.82708991,9.167359043,10.52043687
305,BEJZAS_clean,7.092085315,7.382452158,7.703423353
306,BELJIL_clean,2.742134634,2.817247755,3.000170247
307,BELTOD_clean,12.00518952,12.27998418,12.75938144
308,BELTUJ_clean,10.46708383,10.8461663,11.36339503
309,BENZOL_clean,2.090038011,2.882667574,4.168994035
310,BENZUR_clean,1.788405146,2.55436161,3.812466214
311,BEPBAB_clean,6.514949049,6.667275079,7.187115864
312,BEPLUF_clean,0.072557487,0.145325063,0.759109676
313,BEPMAM_clean,0.052743788,0.106711205,0.541704085
314,BEPMIU_clean,0.808167089,1.432431035,3.068118871
315,BEPNIV_clean,0.047277547,0.096636173,0.48664743
316,BEPNOB_clean,0.050079877,0.096593411,0.526410287
317,BEPNUH_clean,0.08517156,0.174603838,0.854758666
318,BEPPAP_clean,0.843524399,1.482807577,3.117426684
319,BEPPIX_clean,0.046731292,0.092003186,0.502290075
320,BEPPOD_clean,0.051278673,0.102460202,0.531507186
321,BEPREV_clean,12.63641175,14.04288487,16.26115674
322,BEPREV01_clean,12.28996878,13.69190835,15.84215442
323,BEPREV02_clean,13.14491709,14.67607846,17.17162542
324,BEPREV03_clean,12.6187677,14.03089527,16.28818554
325,BEPRIZ_clean,9.689918326,10.01995702,11.64371037
326,BEPROF_clean,11.86768533,13.56671934,17.45814972
327,BEPVEZ_clean,0.77965649,1.238431,2.361620522
328,BEPVID_clean,0.826577114,1.243605007,2.156996109
329,BEPVOJ_clean,0.857225553,1.233243862,1.953571632
330,BEPVOJ01_clean,0.85352233,1.2393289,2.035444707
331,BEPWEA_clean,6.410362395,6.789214525,7.281415533
332,BERQIA_clean,6.749425817,6.896813024,7.428911477
333,BETDAH_clean,9.134482917,9.522400738,10.4736977
334,BETFOX_clean,4.660245411,4.979030314,5.470908979
335,BETFUD_clean,9.648647817,9.861066304,10.65088227
336,BETGEO_clean,4.135422521,4.207175442,4.485148062
337,BETGIS_clean,4.509474075,4.934984604,5.867289509
338,BETGOY_clean,2.807121363,3.165667539,4.919269037
339,BETGUE_clean,1.103794137,2.092887552,6.981444199
340,BETHEP_clean,2.392474443,2.933506283,5.250472088
341,BETHIT_clean,0.803721434,1.605413933,5.995000322
342,BETZOR_clean,7.143838015,7.490840955,8.893708641
343,BEVWAB_clean,2.573874993,2.707672125,3.184606329
344,BEWCUD_clean,14.41159774,18.89132035,31.64753109
345,BEWVEG_clean,8.65111142,8.993056175,9.752215991
346,BEWVOQ_clean,26.12663371,26.78464258,28.13968019
347,BEWWEH_clean,24.73097086,25.37899381,27.34207001
348,BEXPAX_clean,15.11360009,15.31620218,15.85196637
349,BEXQIF_clean,0.574061244,1.132091633,6.202976547
350,BEXQOL_clean,0.445990164,0.878263414,4.891664305
351,BEXQUR_clean,0.463557677,0.917169924,5.088992301
352,BEXRAY_clean,0.403129942,0.802366951,4.516458777
353,BEXREC_clean,0.439124616,0.891506213,4.954324465
354,BEXRIG_clean,0.464068739,0.92125335,5.212359046
355,BEXRUT_clean,8.289520769,8.465221128,8.597754687
356,BEXSAA_clean,6.657452603,6.926131855,8.050831954
357,BEXSEE_clean,8.528086912,8.575847912,8.638005686
358,BEXSII_clean,13.11321071,13.56216299,14.77453153
359,BEXTUV_clean,4.207394519,4.392777421,5.146126751
360,BEXVAD_clean,4.010978762,4.293796072,4.679032387
361,BEXVAD01_clean,4.374303902,4.307207305,4.848598419
362,BEXVEH_clean,14.00410787,14.04322579,14.66732355
363,BEXVIL_clean,13.49765162,13.96262526,16.30937803
364,BEYSEF_clean,0.69705626,1.389521125,3.730590146
365,BIBXIV_clean,1.994896003,2.798541427,7.788541271
366,BIBXOB_clean,3.377734237,4.093838632,8.97674305
367,BIBXUH_clean,3.522714426,4.180724839,8.815866367
368,BICPOT_clean,5.295629781,5.766947928,6.571834335
369,BICPUA_clean,12.75976849,16.8423154,28.35256964
370,BIDPOV_clean,14.95387582,16.05971503,20.53013672
371,BIFGOO_clean,1.653525714,1.935813335,2.739429061
372,BIFKEI_clean,5.878179369,6.751000309,8.374175698
373,BIHBEB_clean,10.18894166,11.03781979,14.10144255
374,BIJDUV_clean,4.556449911,5.392606122,7.752989078
375,BIJFAD_clean,5.42692231,6.280388441,8.659137328
376,BIMDIL_clean,4.66476565,4.707057283,4.826364337
377,BINCUY_manual,6.583342809,8.579567625,15.01075621
378,BINDAF_manual,6.739548593,8.796751718,14.85043895
379,BINMIW_clean,4.370451553,4.399979576,4.972743638
380,BINROH_clean,15.50901626,15.69357873,16.9135617
381,BINRUN_clean,15.48988555,15.72138043,16.84029596
382,BINSAU_clean,16.53697932,17.14079268,19.04092247
383,BIPBAF_clean,15.842572,16.11912534,16.66313221
384,BIPLIX_clean,6.503112396,7.036390833,8.453370456
385,BIPSUQ_clean,24.4715722,26.77759425,32.83604637
386,BIQHEQ_clean,3.196769151,3.932121622,5.445816373
387,BIQVII_clean,1.446802183,1.533580216,1.634718796
388,BIRGIU_clean,3.182075949,3.945406067,5.350593184
389,BIRMUM_clean,3.441583997,3.441583997,3.441583997
390,BIRSEC_clean,4.455179284,4.723830159,5.798856604
391,BIRSIG_clean,4.265499546,4.426937326,5.148571174
392,BIWSEG_ion_b,4.467441596,7.989049028,30.4155228
393,BIWSIK_ion_b,4.721524995,5.420884824,7.803389884
394,BIWSOQ_clean,3.901815494,5.310166111,9.319935347
395,BIXYEO_clean,2.482207385,2.493316924,2.635698548
396,BIYTAG_clean,0.038007729,0.075195466,0.364686828
397,BIYTOU_clean,11.53381019,12.02768208,12.93989291
398,BIZMEE_clean,6.166673513,7.185456335,9.422733394
399,BIZMII_clean,6.130961857,7.157608663,9.32716468
400,BODPAN_clean,13.22958075,13.23705521,13.28190266
401,BOHJOZ_auto,6.333761155,6.694622568,7.180446639
402,BOHWOM_clean,9.888699687,10.32127435,10.74584841
403,BOKQEZ_clean,5.839180973,6.08732874,7.423086701
404,BOLPAU_clean,16.09575956,16.60999023,17.27970696
405,BOLZIN_clean,16.87688339,18.80131532,24.0508109
406,BOMCOX_clean,4.234097459,4.539248521,5.54011852
407,BOPHIZ_clean,7.097514915,7.190200255,7.922512964
408,BORBEQ_clean,6.54690471,7.159927865,7.524132906
409,BOSHIC_clean,13.73748593,14.10551173,15.08075348
410,BOVHEB_clean,4.386025686,4.798514476,5.578504459
411,BOWDIC_clean,7.287028049,7.633322775,8.560499505
412,BOWNUY_clean,1.203380099,2.150530099,6.716097658
413,BOWRAH_clean,1.138022501,1.202835593,1.304537813
414,BOWSOW_clean,8.081579033,8.160872407,8.23532217
415,BOWZUK_clean,1.075828049,2.085845801,6.574270946
416,BOXYIY_clean,5.482561668,5.571801499,5.665552487
417,BOYCEY_auto,15.58097882,16.73006546,22.70720937
418,BOYTEQ_clean,0.46267036,0.668762649,1.226971025
419,BOYYOF_clean,4.383162833,4.911840466,6.519140217
420,BOZFIH_clean,6.058657557,6.433417745,7.44317252
421,BOZFON_clean,3.568496937,3.786497851,4.467717694
422,BUBTUP_clean,3.8790454,3.979843956,4.274851004
423,BUCSAU_clean,3.523589044,3.731531621,4.140994988
424,BUCSEY_clean,3.42711602,3.716805231,4.37199749
425,BUCSIC01_clean,3.132013134,3.412897493,3.950984816
426,BUCWAZ_clean,11.77689971,12.24674651,13.50404518
427,BUKMUQ01_clean,14.74261928,15.65921111,17.17885962
428,BUKRUW01_clean,10.77259973,11.34417505,13.38857382
429,BUKRUW02_clean,12.27309858,13.16141177,15.72529498
430,BUKRUW03_clean,10.45954763,11.32938381,14.62651774
431,BUKYAJ_clean,0.340278908,0.675283101,2.688115539
432,BUNKUS_clean,19.05307717,20.41589937,24.96833001
433,BUNLAZ_clean,21.88704321,24.09016609,30.35421488
434,BUPVEP_clean,8.520284257,8.523219897,8.530902265
435,BUQWER_clean,5.473072374,6.01966008,6.211577597
436,BURJOO_clean,2.717418361,3.006808536,3.597226353
437,BURQIQ_clean,8.911430223,9.276749571,10.71279936
438,BUSNAF_clean,0.688404544,1.160357647,2.349398817
439,BUSQEM_clean,4.522411264,5.426903829,6.93393931
440,BUSQIQ_clean,0.834757943,1.21017032,1.974737139
441,BUSRUE_clean,5.997843141,6.452690583,7.432598891
442,BUVHEH_clean,7.255003181,7.626832261,8.392595366
443,BUVWOF02_clean,0.547794187,1.049281147,2.478077232
444,BUVWOF03_clean,0.856653855,1.555738767,3.030798354
445,BUVXOG_clean,0.570708359,1.06525222,2.284118785
446,BUVYEX_clean,0.90075267,1.602708795,2.992798001
447,BUVYIB_clean,2.627251158,4.341660991,10.69208482
448,BUVYIB01_clean,2.38675229,4.142212748,10.99085187
