,Index,Adsorbent,Directory,Uptake (mol/kg)
121,121,AMAFOK_clean,MOF_no0121,0.0002286972
122,122,AMAGAX_clean,MOF_no0122,0.0001933836
123,123,AMILOY_clean,MOF_no0123,0.0003649211
124,124,AMILUE_clean,MOF_no0124,0.0003932211
125,125,AMIMAL_clean,MOF_no0125,0.0003574737
126,126,AMIMEP_clean,MOF_no0126,0.0003723685
127,127,AMIZIG_clean,MOF_no0127,7.2332e-05
128,128,AMOYOR_clean,MOF_no0128,0.0003921153
129,129,AMUFOF_clean,MOF_no0129,0.0001780442
130,130,AMUPOP_clean,MOF_no0130,0.0005140801
131,131,AMUWUB_clean,MOF_no0131,6.78675e-05
132,132,AMUXAI_clean,MOF_no0132,0.0001031656
133,133,ANEHEI_clean,MOF_no0133,0.0002679797
134,134,ANIDIL_clean,MOF_no0134,7.99575e-05
135,135,ANOMOG_clean,MOF_no0135,0.0005074731
136,136,ANOMUM_clean,MOF_no0136,0.0004268294
137,137,ANONAT_manual,MOF_no0137,0.0003629502
138,138,ANUGEW_clean,MOF_no0138,0.0003041633
139,139,ANUGIA_clean,MOF_no0139,0.0003234247
140,140,ANUGOG_clean,MOF_no0140,0.0003509502
141,141,APACAX_clean,MOF_no0141,0.0008724369
142,142,APARAM_clean,MOF_no0142,0.0004691866
143,143,APEBED_clean,MOF_no0143,0.000607322
144,144,APEBEE_clean,MOF_no0144,0.0006143943
145,145,APEBII_clean,MOF_no0145,0.0023390211
146,146,APEBUU_clean,MOF_no0146,0.0002324202
147,147,APUPEH_clean,MOF_no0147,0.0003642844
148,148,AQEGUY_clean,MOF_no0148,0.0013645725
149,149,AQEQES_clean,MOF_no0149,0.0001887495
150,150,AQEQIW_clean,MOF_no0150,0.0002156884
151,151,AQERUL_clean,MOF_no0151,0.0034924987
152,152,AQIQAU_clean,MOF_no0152,0.0003042014
153,153,AQIXUU_clean,MOF_no0153,0.00029983
154,154,AQIXUV_clean,MOF_no0154,9.87088e-05
155,155,AQOLEZ_clean,MOF_no0155,0.0005222598
156,156,AQOLID_clean,MOF_no0156,0.0004526469
157,157,AQOLOJ_clean,MOF_no0157,0.0014143968
158,158,AQOLUP_clean,MOF_no0158,0.0004775173
159,159,AQOMAW_clean,MOF_no0159,0.0003310807
160,160,AQOMEA_clean,MOF_no0160,0.000450644
161,161,AQOMEA01_clean,MOF_no0161,0.0004113677
162,162,AQUCOF_clean,MOF_no0162,0.000163034
163,163,AQUCOG_clean,MOF_no0163,7.491e-05
164,164,AQUCUM_clean,MOF_no0164,8.11525e-05
165,165,AQUDAS_clean,MOF_no0165,0.0001574602
166,166,AQUDAT_clean,MOF_no0166,0.0002189688
167,167,AQUDEX_clean,MOF_no0167,0.0001891094
168,168,AQUDIB_clean,MOF_no0168,8.82868e-05
169,169,AQUDOH_clean,MOF_no0169,0.0001820001
170,170,ARADEE_clean,MOF_no0170,0.0002874936
171,171,ARAFEF_clean,MOF_no0171,0.0003871915
172,172,ARAFIJ_clean,MOF_no0172,0.0004004127
173,173,ARAFOP_clean,MOF_no0173,0.0004986272
174,174,ARAGOR_clean,MOF_no0174,0.0003179609
175,175,ARINOF_clean,MOF_no0175,0.0004175136
176,176,ARINUL_clean,MOF_no0176,0.0003211077
177,177,AROFAP_clean,MOF_no0177,0.0004179799
178,178,AROFET_clean,MOF_no0178,0.0002736773
179,179,ARUYES_clean,MOF_no0179,0.0003333069
180,180,ARUYUH_clean,MOF_no0180,0.0004248235
181,181,ARUYUH01_clean,MOF_no0181,0.0005348134
182,182,ASACON_clean,MOF_no0182,0.0001141559
183,183,ASADAA_clean,MOF_no0183,0.0001108954
184,184,ASANAL_clean,MOF_no0184,0.0003251072
185,185,ASEJOZ_clean,MOF_no0185,0.0001029258
186,186,ASEJOZ01_clean,MOF_no0186,9.98858e-05
187,187,ASEKAM_clean,MOF_no0187,0.0001520037
188,188,ASINAT_clean,MOF_no0188,0.0003887908
189,189,ASINEX_clean,MOF_no0189,0.0003201806
190,190,ASINIB_clean,MOF_no0190,0.0003078891
191,191,ASIQEA_clean,MOF_no0191,0.0002229457
192,192,ASIQIE_clean,MOF_no0192,0.0002521844
193,193,ASIVAB_clean,MOF_no0193,0.0002827947
194,194,ASIVEF_clean,MOF_no0194,0.0003805319
195,195,ASOHUL_clean,MOF_no0195,0.0001303091
196,196,ASOSUY_clean,MOF_no0196,0.000659874
197,197,ASOVEL_clean,MOF_no0197,0.0003310588
198,198,ASOYOY_clean,MOF_no0198,0.0003331892
199,199,ASUWUI_clean,MOF_no0199,0.0004190679
200,200,ATAFIK_clean,MOF_no0200,0.0002625114
201,201,ATAYAX_clean,MOF_no0201,0.0004728715
202,202,ATAYEB_clean,MOF_no0202,0.0003798261
203,203,ATEYED_clean,MOF_no0203,0.0004201604
204,204,ATEYUV_clean,MOF_no0204,0.0004057541
205,205,ATEZAC_clean,MOF_no0205,0.0003119725
206,206,ATEZEG_clean,MOF_no0206,0.0004178913
207,207,ATEZIK_clean,MOF_no0207,0.0004033862
208,208,ATIBAG_clean,MOF_no0208,3.35311e-05
209,209,ATIBOU_clean,MOF_no0209,1..27738e-05
210,210,ATIBOU01_clean,MOF_no0210,2.07574e-05
211,211,ATIBOU02_clean,MOF_no0211,2.39508e-05
212,212,ATIBUA_clean,MOF_no0212,2.39508e-05
213,213,ATICAH_clean,MOF_no0213,2.8741e-05
214,214,ATICEL_clean,MOF_no0214,2.39508e-05
215,215,ATIJUJ_manual,MOF_no0215,0.0001036984
216,216,ATIXUX_clean,MOF_no0216,0.000466202
217,217,ATOGEV_clean,MOF_no0217,0.0004137236
218,218,ATOWIQ_clean,MOF_no0218,0.0002060662
219,219,ATOWOW_clean,MOF_no0219,0.0001844625
220,220,ATULIM_clean,MOF_no0220,0.000265554
221,221,ATUZEW_clean,MOF_no0221,0.0004836866
222,222,AVAJUE_clean,MOF_no0222,0.0004231254
223,223,AVAKAL_clean,MOF_no0223,0.0004298417
224,224,AVAKEP_clean,MOF_no0224,0.0004278084
225,225,AVAQIX_clean,MOF_no0225,0.0005914994
226,226,AVAQIX01_clean,MOF_no0226,0.0005768945
227,227,AVEHAM_clean,MOF_no0227,0.0002628067
228,228,AVELOD_clean,MOF_no0228,0.0002086389
229,229,AVELUJ_clean,MOF_no0229,0.0002678331
230,230,AVEMAQ_clean,MOF_no0230,0.0002000809
231,231,AVEQID_clean,MOF_no0231,0.0003769637
232,232,AVESOL_clean,MOF_no0232,0.0005785733
233,233,AVESUR_clean,MOF_no0233,0.0004165824
234,234,AVETAY_clean,MOF_no0234,0.0010338017
235,235,AVETEC_clean,MOF_no0235,0.0031903284
236,236,AVIHIY_clean,MOF_no0236,0.0001269254
237,237,AVIMIC_clean,MOF_no0237,0.0001038902
238,238,AVIMOI_clean,MOF_no0238,0.0004762606
239,239,AVIMUO_clean,MOF_no0239,0.0002249351
240,240,AVIPAX_clean,MOF_no0240,0.000329975
241,241,AVIPOL_clean,MOF_no0241,0.0002383153
242,242,AVITUU_clean,MOF_no0242,0.000541366
243,243,AVUCEA_clean,MOF_no0243,0.0003367161
244,244,AVUDAX_clean,MOF_no0244,0.0003189928
245,245,AWAGEL_clean,MOF_no0245,0.0002290705
246,246,AWAGOV_clean,MOF_no0246,0.0002335597
247,247,AWAKEQ_clean,MOF_no0247,0.0001667311
248,248,AWAREV_clean,MOF_no0248,0.0003337172
249,249,AWARIZ_clean,MOF_no0249,0.0003299534
250,250,AWAWUR_clean,MOF_no0250,0.0002900433
251,251,AWEJIW_clean,MOF_no0251,0.00028857
252,252,AWEVIJ_clean,MOF_no0252,0.0004544258
253,253,AWEWOP_clean,MOF_no0253,0.0002433395
254,254,AWIBAL_clean,MOF_no0254,0.0003542507
255,255,AWIBEO_clean,MOF_no0255,8.39531e-05
256,256,AWIBIS_clean,MOF_no0256,9.35267e-05
257,257,AWOFOI_clean,MOF_no0257,0.0002533258
258,258,AXIGAR_clean,MOF_no0258,0.000229938
259,259,AXINAX_clean,MOF_no0259,0.0004198422
260,260,AXINAX01_clean,MOF_no0260,0.0002913487
261,261,AXINIF_clean,MOF_no0261,0.000518576
262,262,AXUBAW_manual,MOF_no0262,0.0002531175
263,263,AXUBOL_clean,MOF_no0263,0.0003471941
264,264,AXUHAD_clean,MOF_no0264,0.0002299435
265,265,AXUHEH_clean,MOF_no0265,0.0002991516
266,266,AYOQEM_clean,MOF_no0266,0.000262779
267,267,AYOXUJ_clean,MOF_no0267,0.0001005615
268,268,AYUJIP_clean,MOF_no0268,0.0002126802
269,269,AZAFIS_clean,MOF_no0269,0.0005275703
270,270,AZAVOO_clean,MOF_no0270,0.0013908247
271,271,AZAVUU_clean,MOF_no0271,0.0010889792
272,272,AZAWAB_clean,MOF_no0272,0.0008271657
273,273,AZEBUE_clean,MOF_no0273,0.0003520615
274,274,AZIVAI_clean,MOF_no0274,0.0004593741
275,275,AZIXUD_clean,MOF_no0275,0.000262285
276,276,BABREE_clean,MOF_no0276,0.0003243113
277,277,BACGAQ_clean,MOF_no0277,0.0003240092
278,278,BAEDTA01_clean,MOF_no0278,7.91153e-05
279,279,BAFHAU_clean,MOF_no0279,0.0001352695
280,280,BAKGIF_manual,MOF_no0280,0.0002807073
281,281,BAKJEE_clean,MOF_no0281,0.0004112765
282,282,BAKJII_clean,MOF_no0282,0.0004874388
283,283,BAKJOO_clean,MOF_no0283,0.0002545171
284,284,BAKYIY_clean,MOF_no0284,0.0002319713
285,285,BAKYOE_clean,MOF_no0285,0.0001920877
286,286,BAMKIM_clean,MOF_no0286,0.000139122
287,287,BAMKOS_clean,MOF_no0287,0.0001264746
288,288,BAPDAA_clean,MOF_no0288,7.95694e-05
289,289,BARZUR_clean,MOF_no0289,0.0007199482
290,290,BASJUB_clean,MOF_no0290,0.0002883559
291,291,BAWROI_clean,MOF_no0291,0.0002170429
292,292,BAXFIR01_clean,MOF_no0292,0.0004431875
293,293,BAXGAK_clean,MOF_no0293,0.0004716883
294,294,BAXSIE_clean,MOF_no0294,9.28826e-05
295,295,BAZFUF_clean,MOF_no0295,0.000297353
296,296,BAZFUF01_clean,MOF_no0296,0.000297353
297,297,BAZGAM_clean,MOF_no0297,0.0004034845
298,298,BAZGEQ_clean,MOF_no0298,0.0004142185
299,299,BAZJET_clean,MOF_no0299,0.0004263549
300,300,BAZJIX_clean,MOF_no0300,0.0004725734
301,301,BEDYEQ_clean,MOF_no0301,0.0004428628
302,302,BEFLUV_clean,MOF_no0302,0.0005317114
303,303,BEFMAC_clean,MOF_no0303,0.0005701484
304,304,BEGDEY_clean,MOF_no0304,0.0019444436
305,305,BEJZAS_clean,MOF_no0305,0.0002992346
306,306,BELJIL_clean,MOF_no0306,5.66635e-05
307,307,BELTOD_clean,MOF_no0307,0.0005006647
308,308,BELTUJ_clean,MOF_no0308,0.000478342
309,309,BENZOL_clean,MOF_no0309,0.0005754541
310,310,BENZUR_clean,MOF_no0310,0.0004733698
311,311,BEPBAB_clean,MOF_no0311,0.0008741518
312,312,BEPLUF_clean,MOF_no0312,9.65275e-05
313,313,BEPMAM_clean,MOF_no0313,7.09761e-05
314,314,BEPMIU_clean,MOF_no0314,3.96744e-05
315,315,BEPNIV_clean,MOF_no0315,0.0001111809
316,316,BEPNOB_clean,MOF_no0316,0.0001026285
317,317,BEPNUH_clean,MOF_no0317,8.13196e-05
318,318,BEPPAP_clean,MOF_no0318,3.96744e-05
319,319,BEPPIX_clean,MOF_no0319,8.9143e-05
320,320,BEPPOD_clean,MOF_no0320,8.94737e-05
321,321,BEPREV_clean,MOF_no0321,0.0006640722
322,322,BEPREV01_clean,MOF_no0322,0.0006852499
323,323,BEPREV02_clean,MOF_no0323,0.0005672598
324,324,BEPREV03_clean,MOF_no0324,0.0006565087
325,325,BEPRIZ_clean,MOF_no0325,0.000395851
326,326,BEPROF_clean,MOF_no0326,0.0004590178
327,327,BEPVEZ_clean,MOF_no0327,0.0002183194
328,328,BEPVID_clean,MOF_no0328,0.0002429419
329,329,BEPVOJ_clean,MOF_no0329,0.0002626399
330,330,BEPVOJ01_clean,MOF_no0330,0.0002380174
331,331,BEPWEA_clean,MOF_no0331,1.56222e-05
332,332,BERQIA_clean,MOF_no0332,0.0007516201
333,333,BETDAH_clean,MOF_no0333,0.000434979
334,334,BETFOX_clean,MOF_no0334,0.0005839643
335,335,BETFUD_clean,MOF_no0335,0.0004834159
336,336,BETGEO_clean,MOF_no0336,0.0003180253
337,337,BETGIS_clean,MOF_no0337,0.0002003284
338,338,BETGOY_clean,MOF_no0338,0.0002007881
339,339,BETGUE_clean,MOF_no0339,0.0003591703
340,340,BETHEP_clean,MOF_no0340,0.0001696279
341,341,BETHIT_clean,MOF_no0341,0.000275642
342,342,BETZOR_clean,MOF_no0342,0.0006027763
343,343,BEVWAB_clean,MOF_no0343,0.0003376594
344,344,BEWCUD_clean,MOF_no0344,0.0002809052
345,345,BEWVEG_clean,MOF_no0345,0.0001810305
346,346,BEWVOQ_clean,MOF_no0346,0.0001796987
347,347,BEWWEH_clean,MOF_no0347,0.0001263506
348,348,BEXPAX_clean,MOF_no0348,0.0007981448
349,349,BEXQIF_clean,MOF_no0349,0.0002789045
350,350,BEXQOL_clean,MOF_no0350,0.0002350313
351,351,BEXQUR_clean,MOF_no0351,0.0001845502
352,352,BEXRAY_clean,MOF_no0352,0.0002006666
353,353,BEXREC_clean,MOF_no0353,0.0002279399
354,354,BEXRIG_clean,MOF_no0354,0.0002129425
355,355,BEXRUT_clean,MOF_no0355,0.0001346535
356,356,BEXSAA_clean,MOF_no0356,0.0001610776
357,357,BEXSEE_clean,MOF_no0357,0.0001431571
358,358,BEXSII_clean,MOF_no0358,0.0003408245
359,359,BEXTUV_clean,MOF_no0359,0.0004341058
360,360,BEXVAD_clean,MOF_no0360,0.0004411785
361,361,BEXVAD01_clean,MOF_no0361,0.0003531085
362,362,BEXVEH_clean,MOF_no0362,0.0002740801
363,363,BEXVIL_clean,MOF_no0363,0.0001815404
364,364,BEYSEF_clean,MOF_no0364,0.0001330839
365,365,BIBXIV_clean,MOF_no0365,0.0003669994
366,366,BIBXOB_clean,MOF_no0366,0.0003348484
367,367,BIBXUH_clean,MOF_no0367,0.0002986151
368,368,BICPOT_clean,MOF_no0368,0.0003370757
369,369,BICPUA_clean,MOF_no0369,0.0002891846
370,370,BIDPOV_clean,MOF_no0370,0.0005664815
371,371,BIFGOO_clean,MOF_no0371,5.79871e-05
372,372,BIFKEI_clean,MOF_no0372,0.0004750028
373,373,BIHBEB_clean,MOF_no0373,0.0019778432
374,374,BIJDUV_clean,MOF_no0374,0.0002956106
375,375,BIJFAD_clean,MOF_no0375,0.0002688517
376,376,BIMDIL_clean,MOF_no0376,0.0003302071
377,377,BINCUY_manual,MOF_no0377,0.0002823916
378,378,BINDAF_manual,MOF_no0378,0.0003147819
379,379,BINMIW_clean,MOF_no0379,0.0013144118
380,380,BINROH_clean,MOF_no0380,0.0004451823
381,381,BINRUN_clean,MOF_no0381,0.0005439195
382,382,BINSAU_clean,MOF_no0382,0.0004257181
383,383,BIPBAF_clean,MOF_no0383,0.0002942935
384,384,BIPLIX_clean,MOF_no0384,0.0001620861
385,385,BIPSUQ_clean,MOF_no0385,0.0003402242
386,386,BIQHEQ_clean,MOF_no0386,0.0008879266
387,387,BIQVII_clean,MOF_no0387,9.01633e-05
388,388,BIRGIU_clean,MOF_no0388,0.0001537485
389,389,BIRMUM_clean,MOF_no0389,0.0001953816
390,390,BIRSEC_clean,MOF_no0390,0.0001634754
391,391,BIRSIG_clean,MOF_no0391,0.0001884032
392,392,BIWSEG_ion_b,MOF_no0392,0.0027147021
393,393,BIWSIK_ion_b,MOF_no0393,0.0003173825
394,394,BIWSOQ_clean,MOF_no0394,0.0009065976
395,395,BIXYEO_clean,MOF_no0395,3.80569e-05
396,396,BIYTAG_clean,MOF_no0396,8.86478e-05
397,397,BIYTOU_clean,MOF_no0397,0.0002019823
398,398,BIZMEE_clean,MOF_no0398,0.0003167013
399,399,BIZMII_clean,MOF_no0399,0.0003725125
400,400,BODPAN_clean,MOF_no0400,0.000373917
401,401,BOHJOZ_auto,MOF_no0401,8.02042e-05
402,402,BOHWOM_clean,MOF_no0402,0.0005669723
403,403,BOKQEZ_clean,MOF_no0403,0.0001160202
404,404,BOLPAU_clean,MOF_no0404,0.0006867586
405,405,BOLZIN_clean,MOF_no0405,0.0003792272
406,406,BOMCOX_clean,MOF_no0406,0.0003087869
407,407,BOPHIZ_clean,MOF_no0407,0.0003484823
408,408,BORBEQ_clean,MOF_no0408,0.0001884082
409,409,BOSHIC_clean,MOF_no0409,0.0011168869
410,410,BOVHEB_clean,MOF_no0410,0.0011292817
411,411,BOWDIC_clean,MOF_no0411,0.0003357536
412,412,BOWNUY_clean,MOF_no0412,0.0003149866
413,413,BOWRAH_clean,MOF_no0413,0.0006393178
414,414,BOWSOW_clean,MOF_no0414,0.0024114264
415,415,BOWZUK_clean,MOF_no0415,0.0001964975
416,416,BOXYIY_clean,MOF_no0416,9.71582e-05
417,417,BOYCEY_auto,MOF_no0417,0.0006309917
418,418,BOYTEQ_clean,MOF_no0418,0.000270033
419,419,BOYYOF_clean,MOF_no0419,0.0001125826
420,420,BOZFIH_clean,MOF_no0420,0.0004553856
421,421,BOZFON_clean,MOF_no0421,0.0003967544
422,422,BUBTUP_clean,MOF_no0422,0.0002731435
423,423,BUCSAU_clean,MOF_no0423,0.0008357313
424,424,BUCSEY_clean,MOF_no0424,0.000357409
425,425,BUCSIC01_clean,MOF_no0425,0.0009677627
426,426,BUCWAZ_clean,MOF_no0426,0.0003596324
427,427,BUKMUQ01_clean,MOF_no0427,0.0002711356
428,428,BUKRUW01_clean,MOF_no0428,0.0001833203
429,429,BUKRUW02_clean,MOF_no0429,0.0002151332
430,430,BUKRUW03_clean,MOF_no0430,0.000193345
431,431,BUKYAJ_clean,MOF_no0431,0.0004403573
432,432,BUNKUS_clean,MOF_no0432,0.0004177718
433,433,BUNLAZ_clean,MOF_no0433,0.0004506479
434,434,BUPVEP_clean,MOF_no0434,6.66542e-05
435,435,BUQWER_clean,MOF_no0435,0.0004362616
436,436,BURJOO_clean,MOF_no0436,0.0001970637
437,437,BURQIQ_clean,MOF_no0437,0.0004344127
438,438,BUSNAF_clean,MOF_no0438,0.0001393842
439,439,BUSQEM_clean,MOF_no0439,0.0015873089
440,440,BUSQIQ_clean,MOF_no0440,0.0003457442
441,441,BUSRUE_clean,MOF_no0441,0.0003755209
442,442,BUVHEH_clean,MOF_no0442,0.0003415696
443,443,BUVWOF02_clean,MOF_no0443,0.0001360303
444,444,BUVWOF03_clean,MOF_no0444,0.0001457468
445,445,BUVXOG_clean,MOF_no0445,0.000149911
446,446,BUVYEX_clean,MOF_no0446,0.0001624036
447,447,BUVYIB_clean,MOF_no0447,0.0006634949
448,448,BUVYIB01_clean,MOF_no0448,0.0006718233
449,449,BUWMIR_clean,MOF_no0449,0.0001399269
450,450,BUXNOZ_clean,MOF_no0450,0.0002456055
451,451,c4ce00408f_c4ce00408f2_clean,MOF_no0451,0.0003760282
452,452,c4dt03702b_c4dt03702b2_clean,MOF_no0452,0.0002540582
453,453,c5cc04223b_c5cc04223b2_clean,MOF_no0453,0.0002953516
454,454,c5cc09432a_c5cc09432a2_clean,MOF_no0454,0.0002682446
455,455,c5cc10203k_c5cc10203k2_clean,MOF_no0455,0.0004004456
456,456,c5ce00010f_c5ce00010f2_clean,MOF_no0456,0.0001399477
457,457,c5ce00862j_c5ce00862j2_clean,MOF_no0457,0..0004525444
458,458,c5ce00931f_c5ce00931f2_clean,MOF_no0458,0.0007351501
459,459,c5ce02194d_c5ce02194d2_clean,MOF_no0459,0.0003702595
460,460,c5cp03920g_c5cp03920g2_clean,MOF_no0460,0.0001727702
