,Index,Adsorbent,Directory,Uptake (mol/kg)
67,67,ADUWIH_clean,MOF_no0067,0.0001831032
68,68,ADUWON_clean,MOF_no0068,0.0003004539
69,69,AFEJOK_ion_b,MOF_no0069,0.0004152378
70,70,AFITEP_clean,MOF_no0070,0.0005017229
71,71,AFITUF_clean,MOF_no0071,0.0001694591
72,72,AFIXAO_clean,MOF_no0072,0.0001899118
73,73,AFIXES_clean,MOF_no0073,0.0001812795
74,74,AFOVEX_clean,MOF_no0074,0.0002081531
75,75,AFOYAW_clean,MOF_no0075,0.000255285
76,76,AFOYEB_clean,MOF_no0076,2.49501e-05
77,77,AFOYIE_clean,MOF_no0077,0.0002323149
78,78,AFOYOK_clean,MOF_no0078,0.0002196972
79,79,AFUKET_clean,MOF_no0079,0.0002774856
80,80,AFUKIX_clean,MOF_no0080,0.000234683
81,81,AGABIU_clean,MOF_no0081,0.0001040999
82,82,AGIREP_clean,MOF_no0082,0.0002065741
83,83,AGOFEJ_clean,MOF_no0083,0.0002208125
84,84,AGONAM_clean,MOF_no0084,8.02301e-05
85,85,AGONEQ_clean,MOF_no0085,0.0001225952
86,86,AGUBUA_clean,MOF_no0086,0.0016936863
87,87,AHAMAY_clean,MOF_no0087,9.45544e-05
88,88,AHEQAH_clean,MOF_no0088,0.0002021676
89,89,AHIYOH_clean,MOF_no0089,0.0002338181
90,90,AHOKIR_clean,MOF_no0090,0.0001576203
91,91,AHOKIR01_clean,MOF_no0091,0.0002819657
92,92,AHOKOX_clean,MOF_no0092,0.000171798
93,93,AJAKON_clean,MOF_no0093,0.000207893
94,94,AJAYIT_clean,MOF_no0094,2.43539e-05
95,95,AJIGIL_clean,MOF_no0095,8.14539e-05
96,96,AJOTEY_clean,MOF_no0096,0.0001883485
97,97,AJOVEB_clean,MOF_no0097,0.0001574995
98,98,AKEDIF_clean,MOF_no0098,0.0003794667
99,99,AKOBAF_clean,MOF_no0099,0.0002458048
100,100,AKOXIJ_clean,MOF_no0100,0.0014793403
101,101,AKUKUO_clean,MOF_no0101,0.0002143873
102,102,ALAMUW_clean,MOF_no0102,0.0002434672
103,103,ALANAD_clean,MOF_no0103,0.0002653962
104,104,ALEJEI_clean,MOF_no0104,0.0002993274
105,105,ALEJIM_clean,MOF_no0105,0.0003175967
106,106,ALICAA_clean,MOF_no0106,9.0696e-05
107,107,ALIXAU_clean_h,MOF_no0107,6.48481e-05
108,108,ALIXOJ_clean,MOF_no0108,0.0001489211
109,109,ALIXUP_clean,MOF_no0109,3.45751e-05
110,110,ALOLES_ion_b,MOF_no0110,1.32375e-05
111,111,ALOLIY_clean,MOF_no0111,2.58062e-05
112,112,ALONEV_clean,MOF_no0112,4.56939e-05
113,113,ALUJIB_clean,MOF_no0113,0.0001873063
114,114,ALUKIC_clean,MOF_no0114,0.0002045108
115,115,ALULEZ_clean,MOF_no0115,0.0002278666
116,116,ALULID_clean,MOF_no0116,0.000172826
117,117,ALURAB_clean,MOF_no0117,0.0001763345
118,118,ALUREF_clean,MOF_no0118,0.0001471569
119,119,ALURIJ_clean,MOF_no0119,0.0001599129
120,120,am301365h_si_002_clean,MOF_no0120,0.0001859984
121,121,AMAFOK_clean,MOF_no0121,0.0001464858
122,122,AMAGAX_clean,MOF_no0122,0.000129483
123,123,AMILOY_clean,MOF_no0123,0.0002636369
124,124,AMILUE_clean,MOF_no0124,0.0002487421
125,125,AMIMAL_clean,MOF_no0125,0.0001876737
126,126,AMIMEP_clean,MOF_no0126,0.0002636369
127,127,AMIZIG_clean,MOF_no0127,4.63377e-05
128,128,AMOYOR_clean,MOF_no0128,0.0002583348
129,129,AMUFOF_clean,MOF_no0129,0.000104139
130,130,AMUPOP_clean,MOF_no0130,0.0002713546
131,131,AMUWUB_clean,MOF_no0131,8.89298e-05
132,132,AMUXAI_clean,MOF_no0132,4.5135e-05
133,133,ANEHEI_clean,MOF_no0133,0.0001875858
134,134,ANIDIL_clean,MOF_no0134,4.50888e-05
135,135,ANOMOG_clean,MOF_no0135,0.0003092414
136,136,ANOMUM_clean,MOF_no0136,0.0002874565
137,137,ANONAT_manual,MOF_no0137,0.0002439025
138,138,ANUGEW_clean,MOF_no0138,0.0002612024
139,139,ANUGIA_clean,MOF_no0139,0.0002339668
140,140,ANUGOG_clean,MOF_no0140,0.0002812762
141,141,APACAX_clean,MOF_no0141,0.0005851711
142,142,APARAM_clean,MOF_no0142,0.0002769504
143,143,APEBED_clean,MOF_no0143,0.0003552539
144,144,APEBEE_clean,MOF_no0144,0.0003989574
145,145,APEBII_clean,MOF_no0145,0.0011998778
146,146,APEBUU_clean,MOF_no0146,0.0001417196
147,147,APUPEH_clean,MOF_no0147,0.0002934513
148,148,AQEGUY_clean,MOF_no0148,0.0007272462
149,149,AQEQES_clean,MOF_no0149,0.0001145979
150,150,AQEQIW_clean,MOF_no0150,0.000134255
151,151,AQERUL_clean,MOF_no0151,0.0017644124
152,152,AQIQAU_clean,MOF_no0152,0.0002045138
153,153,AQIXUU_clean,MOF_no0153,0.0001505475
154,154,AQIXUV_clean,MOF_no0154,7.78549e-05
155,155,AQOLEZ_clean,MOF_no0155,0.0003549735
156,156,AQOLID_clean,MOF_no0156,0.0002966102
157,157,AQOLOJ_clean,MOF_no0157,0.0008731475
158,158,AQOLUP_clean,MOF_no0158,0.0003369494
159,159,AQOMAW_clean,MOF_no0159,0.0002781621
160,160,AQOMEA_clean,MOF_no0160,0.0002356579
161,161,AQOMEA01_clean,MOF_no0161,0.0003617555
162,162,AQUCOF_clean,MOF_no0162,0.0001114762
163,163,AQUCOG_clean,MOF_no0163,7.04511e-05
164,164,AQUCUM_clean,MOF_no0164,5.79661e-05
165,165,AQUDAS_clean,MOF_no0165,0.0001017221
166,166,AQUDAT_clean,MOF_no0166,9.95313e-05
167,167,AQUDEX_clean,MOF_no0167,0.0001080625
168,168,AQUDIB_clean,MOF_no0168,6.2425e-05
169,169,AQUDOH_clean,MOF_no0169,9.1e-05
170,170,ARADEE_clean,MOF_no0170,0.0002012455
171,171,ARAFEF_clean,MOF_no0171,0.000268201
172,172,ARAFIJ_clean,MOF_no0172,0.0003248632
173,173,ARAFOP_clean,MOF_no0173,0.0002549798
174,174,ARAGOR_clean,MOF_no0174,0.0001818596
175,175,ARINOF_clean,MOF_no0175,0.000228126
176,176,ARINUL_clean,MOF_no0176,0.0001967146
177,177,AROFAP_clean,MOF_no0177,0.0002761653
178,178,AROFET_clean,MOF_no0178,0.000206502
179,179,ARUYES_clean,MOF_no0179,0.0002315019
180,180,ARUYUH_clean,MOF_no0180,0.0002764884
181,181,ARUYUH01_clean,MOF_no0181,0.000332997
182,182,ASACON_clean,MOF_no0182,7.08554e-05
183,183,ASADAA_clean,MOF_no0183,9.00021e-05
184,184,ASANAL_clean,MOF_no0184,0.0002045376
185,185,ASEJOZ_clean,MOF_no0185,8.72915e-05
186,186,ASEJOZ01_clean,MOF_no0186,7.81715e-05
187,187,ASEKAM_clean,MOF_no0187,0.0001094852
188,188,ASINAT_clean,MOF_no0188,0.0002706289
189,189,ASINEX_clean,MOF_no0189,0.0002553822
190,190,ASINIB_clean,MOF_no0190,0.0002084466
191,191,ASIQEA_clean,MOF_no0191,0.0001608133
192,192,ASIQIE_clean,MOF_no0192,0.0001516761
193,193,ASIVAB_clean,MOF_no0193,0.0002794677
194,194,ASIVEF_clean,MOF_no0194,0.0002831865
195,195,ASOHUL_clean,MOF_no0195,0.000119297
196,196,ASOSUY_clean,MOF_no0196,0.000399183
197,197,ASOVEL_clean,MOF_no0197,0.0002149732
198,198,ASOYOY_clean,MOF_no0198,0.0002932679
199,199,ASUWUI_clean,MOF_no0199,0.0002530221
200,200,ATAFIK_clean,MOF_no0200,0.0001654368
201,201,ATAYAX_clean,MOF_no0201,0.0003716733
202,202,ATAYEB_clean,MOF_no0202,0.0002759114
203,203,ATEYED_clean,MOF_no0203,0.0003190107
204,204,ATEYUV_clean,MOF_no0204,0.0003274507
205,205,ATEZAC_clean,MOF_no0205,0.0002056182
206,206,ATEZEG_clean,MOF_no0206,0.00032171
207,207,ATEZIK_clean,MOF_no0207,0.0002645155
208,208,ATIBAG_clean,MOF_no0208,2.23541e-05
209,209,ATIBOU_clean,MOF_no0209,2.71443e-05
210,210,ATIBOU01_clean,MOF_no0210,1.91607e-05
211,211,ATIBOU02_clean,MOF_no0211,1.75639e-05
212,212,ATIBUA_clean,MOF_no0212,7.9836e-06
213,213,ATICAH_clean,MOF_no0213,2.71443e-05
214,214,ATICEL_clean,MOF_no0214,1.91607e-05
215,215,ATIJUJ_manual,MOF_no0215,7.86677e-05
216,216,ATIXUX_clean,MOF_no0216,0.0002622386
217,217,ATOGEV_clean,MOF_no0217,0.0002946519
218,218,ATOWIQ_clean,MOF_no0218,0.0001661824
219,219,ATOWOW_clean,MOF_no0219,0.0001670133
220,220,ATULIM_clean,MOF_no0220,0.0001270041
221,221,ATUZEW_clean,MOF_no0221,0.0003613751
222,222,AVAJUE_clean,MOF_no0222,0.0003402913
223,223,AVAKAL_clean,MOF_no0223,0.0003940215
224,224,AVAKEP_clean,MOF_no0224,0.000297938
225,225,AVAQIX_clean,MOF_no0225,0.0003841095
226,226,AVAQIX01_clean,MOF_no0226,0.0003315318
227,227,AVEHAM_clean,MOF_no0227,0.0001357353
228,228,AVELOD_clean,MOF_no0228,0.0001491768
229,229,AVELUJ_clean,MOF_no0229,0.0001820842
230,230,AVEMAQ_clean,MOF_no0230,0.0001535012
231,231,AVEQID_clean,MOF_no0231,0.0002608284
232,232,AVESOL_clean,MOF_no0232,0.0004230817
233,233,AVESUR_clean,MOF_no0233,0.0003015559
234,234,AVETAY_clean,MOF_no0234,0.0006195729
235,235,AVETEC_clean,MOF_no0235,0.0014940216
236,236,AVIHIY_clean,MOF_no0236,9.33275e-05
237,237,AVIMIC_clean,MOF_no0237,6.42018e-05
238,238,AVIMOI_clean,MOF_no0238,0.0002871571
239,239,AVIMUO_clean,MOF_no0239,0.0001429945
240,240,AVIPAX_clean,MOF_no0240,0.0002517587
241,241,AVIPOL_clean,MOF_no0241,0.0001943186
242,242,AVITUU_clean,MOF_no0242,0.0003820399
243,243,AVUCEA_clean,MOF_no0243,0.0002662406
244,244,AVUDAX_clean,MOF_no0244,0.0002526536
245,245,AWAGEL_clean,MOF_no0245,0.0001925317
246,246,AWAGOV_clean,MOF_no0246,0.000140849
247,247,AWAKEQ_clean,MOF_no0247,0.0001412311
248,248,AWAREV_clean,MOF_no0248,0.0002082596
249,249,AWARIZ_clean,MOF_no0249,0.0001906955
250,250,AWAWUR_clean,MOF_no0250,0.0001788813
251,251,AWEJIW_clean,MOF_no0251,0.0001775815
252,252,AWEVIJ_clean,MOF_no0252,0.0002898306
253,253,AWEWOP_clean,MOF_no0253,0.0001821861
254,254,AWIBAL_clean,MOF_no0254,0.0002194347
255,255,AWIBEO_clean,MOF_no0255,4.7868e-05
256,256,AWIBIS_clean,MOF_no0256,3.90308e-05
257,257,AWOFOI_clean,MOF_no0257,0.0001813279
258,258,AXIGAR_clean,MOF_no0258,0.0002011958
259,259,AXINAX_clean,MOF_no0259,0.0003041377
260,260,AXINAX01_clean,MOF_no0260,0.0002683475
261,261,AXINIF_clean,MOF_no0261,0.000409866
262,262,AXUBAW_manual,MOF_no0262,0.0001398807
263,263,AXUBOL_clean,MOF_no0263,0.0001726272
264,264,AXUHAD_clean,MOF_no0264,0.0001744399
265,265,AXUHEH_clean,MOF_no0265,0.00019188
266,266,AYOQEM_clean,MOF_no0266,0.0001909253
267,267,AYOXUJ_clean,MOF_no0267,5.02808e-05
268,268,AYUJIP_clean,MOF_no0268,0.0001503662
269,269,AZAFIS_clean,MOF_no0269,0.00030695
270,270,AZAVOO_clean,MOF_no0270,0.0007411144
271,271,AZAVUU_clean,MOF_no0271,0.000705506
272,272,AZAWAB_clean,MOF_no0272,0.0005405969
273,273,AZEBUE_clean,MOF_no0273,0.0002218979
274,274,AZIVAI_clean,MOF_no0274,0.0003772096
275,275,AZIXUD_clean,MOF_no0275,0.0001835995
276,276,BABREE_clean,MOF_no0276,0.0001924602
277,277,BACGAQ_clean,MOF_no0277,0.0002448069
278,278,BAEDTA01_clean,MOF_no0278,5.34375e-05
279,279,BAFHAU_clean,MOF_no0279,0.0001215133
280,280,BAKGIF_manual,MOF_no0280,0.0002369607
281,281,BAKJEE_clean,MOF_no0281,0.0003019498
282,282,BAKJII_clean,MOF_no0282,0.0003702067
283,283,BAKJOO_clean,MOF_no0283,0.0001712206
284,284,BAKYIY_clean,MOF_no0284,0.000180192
285,285,BAKYOE_clean,MOF_no0285,0.0001482416
286,286,BAMKIM_clean,MOF_no0286,8.67254e-05
287,287,BAMKOS_clean,MOF_no0287,7.76915e-05
288,288,BAPDAA_clean,MOF_no0288,5.63617e-05
289,289,BARZUR_clean,MOF_no0289,0.0004612168
290,290,BASJUB_clean,MOF_no0290,0.0002104492
291,291,BAWROI_clean,MOF_no0291,0.0001832807
292,292,BAXFIR01_clean,MOF_no0292,0.0002949833
293,293,BAXGAK_clean,MOF_no0293,0.000247957
294,294,BAXSIE_clean,MOF_no0294,6.25172e-05
295,295,BAZFUF_clean,MOF_no0295,0.0002473035
296,296,BAZFUF01_clean,MOF_no0296,0.0002796885
297,297,BAZGAM_clean,MOF_no0297,0.0003870158
298,298,BAZGEQ_clean,MOF_no0298,0.0003403974
299,299,BAZJET_clean,MOF_no0299,0.0003768288
300,300,BAZJIX_clean,MOF_no0300,0.0002766284
301,301,BEDYEQ_clean,MOF_no0301,0.0002780766
302,302,BEFLUV_clean,MOF_no0302,0.0002989542
303,303,BEFMAC_clean,MOF_no0303,0.000341662
304,304,BEGDEY_clean,MOF_no0304,0.0011471226
305,305,BEJZAS_clean,MOF_no0305,0.0001863497
306,306,BELJIL_clean,MOF_no0306,4.95806e-05
307,307,BELTOD_clean,MOF_no0307,0.0003042317
308,308,BELTUJ_clean,MOF_no0308,0.0003451627
309,309,BENZOL_clean,MOF_no0309,0.0003236929
310,310,BENZUR_clean,MOF_no0310,0.0003229345
311,311,BEPBAB_clean,MOF_no0311,0.0004980632
312,312,BEPLUF_clean,MOF_no0312,5.11028e-05
313,313,BEPMAM_clean,MOF_no0313,6.2459e-05
314,314,BEPMIU_clean,MOF_no0314,5.70319e-05
315,315,BEPNIV_clean,MOF_no0315,8.83746e-05
316,316,BEPNOB_clean,MOF_no0316,0.0001054793
317,317,BEPNUH_clean,MOF_no0317,2.99598e-05
318,318,BEPPAP_clean,MOF_no0318,6.94302e-05
319,319,BEPPIX_clean,MOF_no0319,8.6596e-05
320,320,BEPPOD_clean,MOF_no0320,0.0001022557
321,321,BEPREV_clean,MOF_no0321,0.0004175032
322,322,BEPREV01_clean,MOF_no0322,0.0004991887
323,323,BEPREV02_clean,MOF_no0323,0.0004054017
324,324,BEPREV03_clean,MOF_no0324,0.0004462444
325,325,BEPRIZ_clean,MOF_no0325,0.0002347806
326,326,BEPROF_clean,MOF_no0326,0.0003022246
327,327,BEPVEZ_clean,MOF_no0327,0.000147735
328,328,BEPVID_clean,MOF_no0328,0.0001526595
329,329,BEPVOJ_clean,MOF_no0329,0.0001329615
330,330,BEPVOJ01_clean,MOF_no0330,0.0001263955
331,331,BEPWEA_clean,MOF_no0331,2.69838e-05
332,332,BERQIA_clean,MOF_no0332,0.0004254254
333,333,BETDAH_clean,MOF_no0333,0.000289986
334,334,BETFOX_clean,MOF_no0334,0.0002641743
335,335,BETFUD_clean,MOF_no0335,0.0003238192
336,336,BETGEO_clean,MOF_no0336,0.0001627106
337,337,BETGIS_clean,MOF_no0337,0.0001237323
338,338,BETGOY_clean,MOF_no0338,0.0001931147
339,339,BETGUE_clean,MOF_no0339,0.0002529069
340,340,BETHEP_clean,MOF_no0340,0.0001398032
341,341,BETHIT_clean,MOF_no0341,0.0002128375
342,342,BETZOR_clean,MOF_no0342,0.0004096995
343,343,BEVWAB_clean,MOF_no0343,0.000195487
344,344,BEWCUD_clean,MOF_no0344,0.0002362157
345,345,BEWVEG_clean,MOF_no0345,0.0001115441
346,346,BEWVOQ_clean,MOF_no0346,0.0001263506
347,347,BEWWEH_clean,MOF_no0347,9.4763e-05
348,348,BEXPAX_clean,MOF_no0348,0.0005004241
349,349,BEXQIF_clean,MOF_no0349,0.0001743153
350,350,BEXQOL_clean,MOF_no0350,0.0001701951
351,351,BEXQUR_clean,MOF_no0351,0.0001480458
352,352,BEXRAY_clean,MOF_no0352,0.0001790564
353,353,BEXREC_clean,MOF_no0353,0.0001762735
354,354,BEXRIG_clean,MOF_no0354,0.0001946903
355,355,BEXRUT_clean,MOF_no0355,9.14953e-05
356,356,BEXSAA_clean,MOF_no0356,0.0001295624
357,357,BEXSEE_clean,MOF_no0357,0.0001034871
358,358,BEXSII_clean,MOF_no0358,0.0002416293
359,359,BEXTUV_clean,MOF_no0359,0.0002565171
360,360,BEXVAD_clean,MOF_no0360,0.0002881572
361,361,BEXVAD01_clean,MOF_no0361,0.0002633351
362,362,BEXVEH_clean,MOF_no0362,0.0002222855
363,363,BEXVIL_clean,MOF_no0363,0.0001431868
364,364,BEYSEF_clean,MOF_no0364,9.39416e-05
365,365,BIBXIV_clean,MOF_no0365,0.0002006263
366,366,BIBXOB_clean,MOF_no0366,0.0002815097
367,367,BIBXUH_clean,MOF_no0367,0.0002265356
368,368,BICPOT_clean,MOF_no0368,0.0002425301
369,369,BICPUA_clean,MOF_no0369,0.0002349625
370,370,BIDPOV_clean,MOF_no0370,0.000370862
371,371,BIFGOO_clean,MOF_no0371,5.98576e-05
372,372,BIFKEI_clean,MOF_no0372,0.000281296
373,373,BIHBEB_clean,MOF_no0373,0.0011298739
374,374,BIJDUV_clean,MOF_no0374,0.0001586733
375,375,BIJFAD_clean,MOF_no0375,0.0002343835
376,376,BIMDIL_clean,MOF_no0376,0.0001956118
377,377,BINCUY_manual,MOF_no0377,0.0002097766
378,378,BINDAF_manual,MOF_no0378,0.0002598969
379,379,BINMIW_clean,MOF_no0379,0.0007146589
380,380,BINROH_clean,MOF_no0380,0.0003350341
381,381,BINRUN_clean,MOF_no0381,0.0003976554
382,382,BINSAU_clean,MOF_no0382,0.0003040844
383,383,BIPBAF_clean,MOF_no0383,0.0002350114
384,384,BIPLIX_clean,MOF_no0384,0.0001215646
385,385,BIPSUQ_clean,MOF_no0385,0.0003358057
386,386,BIQHEQ_clean,MOF_no0386,0.000524336
387,387,BIQVII_clean,MOF_no0387,5.24586e-05
388,388,BIRGIU_clean,MOF_no0388,0.0001049629
389,389,BIRMUM_clean,MOF_no0389,8.06621e-05
390,390,BIRSEC_clean,MOF_no0390,0.0001093004
391,391,BIRSIG_clean,MOF_no0391,0.0001046685
392,392,BIWSEG_ion_b,MOF_no0392,0.0019162603
393,393,BIWSIK_ion_b,MOF_no0393,0.00022068
394,394,BIWSOQ_clean,MOF_no0394,0.0005887467
395,395,BIXYEO_clean,MOF_no0395,3.22284e-05
396,396,BIYTAG_clean,MOF_no0396,7.253e-05
397,397,BIYTOU_clean,MOF_no0397,0.0001746305
398,398,BIZMEE_clean,MOF_no0398,0.0002258909
399,399,BIZMII_clean,MOF_no0399,0.000237774
400,400,BODPAN_clean,MOF_no0400,0.000258965
401,401,BOHJOZ_auto,MOF_no0401,4.58309e-05
402,402,BOHWOM_clean,MOF_no0402,0.0003457831
403,403,BOKQEZ_clean,MOF_no0403,7.45844e-05
404,404,BOLPAU_clean,MOF_no0404,0.0003274934
405,405,BOLZIN_clean,MOF_no0405,0.0003083825
406,406,BOMCOX_clean,MOF_no0406,0.0002282338
407,407,BOPHIZ_clean,MOF_no0407,0.0002171172
408,408,BORBEQ_clean,MOF_no0408,8.10871e-05
409,409,BOSHIC_clean,MOF_no0409,0.0006608693
410,410,BOVHEB_clean,MOF_no0410,0.0007121703
411,411,BOWDIC_clean,MOF_no0411,0.0002641261
412,412,BOWNUY_clean,MOF_no0412,0.0002294604
413,413,BOWRAH_clean,MOF_no0413,0.0003924201
414,414,BOWSOW_clean,MOF_no0414,0.0012558792
415,415,BOWZUK_clean,MOF_no0415,0.0002087786
416,416,BOXYIY_clean,MOF_no0416,6.53305e-05
417,417,BOYCEY_auto,MOF_no0417,0.0003883026
418,418,BOYTEQ_clean,MOF_no0418,0.000174829
419,419,BOYYOF_clean,MOF_no0419,0.0001125826
420,420,BOZFIH_clean,MOF_no0420,0.0003053514
421,421,BOZFON_clean,MOF_no0421,0.0002528214
422,422,BUBTUP_clean,MOF_no0422,0.0001425844
423,423,BUCSAU_clean,MOF_no0423,0.0004649194
424,424,BUCSEY_clean,MOF_no0424,0.0002357051
425,425,BUCSIC01_clean,MOF_no0425,0.0005716683
426,426,BUCWAZ_clean,MOF_no0426,0.0001827966
427,427,BUKMUQ01_clean,MOF_no0427,0.0002711356
428,428,BUKRUW01_clean,MOF_no0428,0.0001391629
429,429,BUKRUW02_clean,MOF_no0429,0.0001406099
430,430,BUKRUW03_clean,MOF_no0430,0.000145776
431,431,BUKYAJ_clean,MOF_no0431,0.0002369314
432,432,BUNKUS_clean,MOF_no0432,0.0002880093
433,433,BUNLAZ_clean,MOF_no0433,0.000396134
434,434,BUPVEP_clean,MOF_no0434,4.47535e-05
435,435,BUQWER_clean,MOF_no0435,0.0002933483
436,436,BURJOO_clean,MOF_no0436,0.0001242358
437,437,BURQIQ_clean,MOF_no0437,0.0003037921
438,438,BUSNAF_clean,MOF_no0438,0.0001115073
439,439,BUSQEM_clean,MOF_no0439,0.0009214463
440,440,BUSQIQ_clean,MOF_no0440,0.0002141927
441,441,BUSRUE_clean,MOF_no0441,0.0001814718
442,442,BUVHEH_clean,MOF_no0442,0.0002157282
443,443,BUVWOF02_clean,MOF_no0443,0.0001124332
444,444,BUVWOF03_clean,MOF_no0444,0.0001436647
445,445,BUVXOG_clean,MOF_no0445,7.35674e-05
446,446,BUVYEX_clean,MOF_no0446,0.0001249258
447,447,BUVYIB_clean,MOF_no0447,0.0004330762
448,448,BUVYIB01_clean,MOF_no0448,0.0004053149
449,449,BUWMIR_clean,MOF_no0449,0.0001057984
450,450,BUXNOZ_clean,MOF_no0450,0.0002063086
451,451,c4ce00408f_c4ce00408f2_clean,MOF_no0451,0.0002515912
452,452,c4dt03702b_c4dt03702b2_clean,MOF_no0452,0.0001931901
453,453,c5cc04223b_c5cc04223b2_clean,MOF_no0453,0.0002506014
454,454,c5cc09432a_c5cc09432a2_clean,MOF_no0454,0.0001683372
455,455,c5cc10203k_c5cc10203k2_clean,MOF_no0455,0.0003238576
456,456,c5ce00010f_c5ce00010f2_clean,MOF_no0456,0.0001017801
457,457,c5ce00862j_c5ce00862j2_clean,MOF_no0457,0.0003212602
458,458,c5ce00931f_c5ce00931f2_clean,MOF_no0458,0.0003417211
459,459,c5ce02194d_c5ce02194d2_clean,MOF_no0459,0.0002438835
460,460,c5cp03920g_c5cp03920g2_clean,MOF_no0460,0.0001126762
