,Index,Adsorbent,Directory,Uptake (mol/kg)
1528,1528,GIFKEL_clean,MOF_no1528,0.0002555065
1529,1529,GIJXAA_clean,MOF_no1529,0.0003845402
1530,1530,GIKQIC_clean,MOF_no1530,6.34249e-05
1531,1531,GIMSIG_clean,MOF_no1531,0.0001065057
1532,1532,GINLIA_clean,MOF_no1532,0.0003972478
1533,1533,GINNUO_clean,MOF_no1533,0.0001464455
1534,1534,GIRDUI_clean,MOF_no1534,0.0001024365
1535,1535,GIRXUC_clean,MOF_no1535,0.0001109683
1536,1536,GIRYAJ_clean,MOF_no1536,0.0001795638
1537,1537,GIRYEN_clean,MOF_no1537,0.0001635141
1538,1538,GIRYUD_clean,MOF_no1538,0.0001594005
1539,1539,GIRZAK_clean,MOF_no1539,0.00014014
1540,1540,GISMAY_clean,MOF_no1540,0.0001436553
1541,1541,GISNED_clean,MOF_no1541,0.0002394254
1542,1542,GISZUD_clean,MOF_no1542,0.0001347085
1543,1543,GISZUF_clean,MOF_no1543,0.0001837876
1544,1544,GITPIK_clean,MOF_no1544,0.0003026562
1545,1545,GITSUY_clean,MOF_no1545,0.0002250393
1546,1546,GITTUZ_clean,MOF_no1546,0.0002130332
1547,1547,GITVAH_clean,MOF_no1547,0.0004313425
1548,1548,GITVAH01_clean,MOF_no1548,0.0003898064
1549,1549,GITVEL_clean,MOF_no1549,0.0001993765
1550,1550,GITVEL01_clean,MOF_no1550,0.0001817845
1551,1551,GITWIQ_clean,MOF_no1551,0.0001079288
1552,1552,GIVHIC_clean,MOF_no1552,0.0006289611
1553,1553,GIXGOK_clean,MOF_no1553,0.0001147431
1554,1554,GIXNAE_clean,MOF_no1554,0.0001110873
1555,1555,GIYSUD_clean,MOF_no1555,0.0001783777
1556,1556,GIYTAK_clean,MOF_no1556,0.0001569463
1557,1557,GIYTIS_SL,MOF_no1557,0.000211627
1558,1558,GIZXET_clean,MOF_no1558,0.0005656708
1559,1559,GOBGAG_clean,MOF_no1559,0.000137256
1560,1560,GOBSUM_clean,MOF_no1560,0.0002106482
1561,1561,GOBTAT_clean,MOF_no1561,0.0002615308
1562,1562,GOGSIF_clean,MOF_no1562,0.0001379081
1563,1563,GOGWAB_clean,MOF_no1563,0.0005373156
1564,1564,GOGWEF_clean,MOF_no1564,0.0004942756
1565,1565,GOKBUE_clean,MOF_no1565,2.00432e-05
1566,1566,GOMREG_clean,MOF_no1566,0.0002274756
1567,1567,GONNAA_clean,MOF_no1567,0.0001931355
1568,1568,GONSUZ_clean,MOF_no1568,0.0004989716
1569,1569,GOPTIQ_clean,MOF_no1569,0.000365859
1570,1570,GOQSIQ_clean,MOF_no1570,0.0003549696
1571,1571,GOQWOY_clean,MOF_no1571,0.0003028361
1572,1572,GOQXAN_clean,MOF_no1572,0.0001239406
1573,1573,GORJEE_clean,MOF_no1573,0.000755756
1574,1574,GORQAF_clean,MOF_no1574,0.0001020403
1575,1575,GOSBOH_clean,MOF_no1575,0.0001852136
1576,1576,GOSDEZ_clean,MOF_no1576,0.0002549713
1577,1577,GOSDID_clean,MOF_no1577,0.0003307881
1578,1578,GOSKEG_clean,MOF_no1578,0.0003263443
1579,1579,GOTDIE_clean,MOF_no1579,4.0794e-05
1580,1580,GOVHOQ_clean,MOF_no1580,2.63889e-05
1581,1581,GOVWOF_clean,MOF_no1581,0.0002250143
1582,1582,GOVXIA_clean,MOF_no1582,0.0001415483
1583,1583,GOZNAM_clean,MOF_no1583,0.0002451896
1584,1584,GOZNEQ_clean,MOF_no1584,0.0001637394
1585,1585,GUANZS_clean,MOF_no1585,0.0001186469
1586,1586,GUBBAG_clean,MOF_no1586,7.61767e-05
1587,1587,GUBKUL_clean,MOF_no1587,0.0001204436
1588,1588,GUBVUU_clean,MOF_no1588,0.0002316675
1589,1589,GUBZAF_clean,MOF_no1589,0.0001493361
1590,1590,GUCHUJ_clean,MOF_no1590,0.0001346923
1591,1591,GUCJAQ_clean,MOF_no1591,0.0001687141
1592,1592,GUFBOA_clean,MOF_no1592,0.0001878373
1593,1593,GUFBUG_clean,MOF_no1593,0.0004267829
1594,1594,GUFXEM_clean,MOF_no1594,0.0001102071
1595,1595,GUGNON_clean,MOF_no1595,0.0003010723
1596,1596,GUHMIH_clean,MOF_no1596,0.000248295
1597,1597,GUJREK_clean,MOF_no1597,0.0002146083
1598,1598,GUJREK01_clean,MOF_no1598,0.0001907629
1599,1599,GUKFEY_clean,MOF_no1599,0.0004475509
1600,1600,GUKYUI_clean,MOF_no1600,9.15506e-05
1601,1601,GULBAR_clean,MOF_no1601,0.0005048757
1602,1602,GULCAS_clean,MOF_no1602,0.0003700519
1603,1603,GULPIN_clean,MOF_no1603,0.0005196494
1604,1604,GULVUF_clean,MOF_no1604,0.0001838936
1605,1605,GULWAM_clean,MOF_no1605,0.0001951528
1606,1606,GULWEQ_clean,MOF_no1606,0.0002088949
1607,1607,GULWIU_clean,MOF_no1607,0.0001671382
1608,1608,GULWOA_clean,MOF_no1608,8.27636e-05
1609,1609,GUMDEZ_clean,MOF_no1609,0.0008916505
1610,1610,GUNFAW01_neutral,MOF_no1610,9.26571e-05
1611,1611,GUNZIA_clean,MOF_no1611,0.0003305488
1612,1612,GUPBEZ02_clean,MOF_no1612,7.98375e-05
1613,1613,GUPBOJ03_clean,MOF_no1613,0.000119097
1614,1614,GUPBUP_SL,MOF_no1614,9.60981e-05
1615,1615,GUPCAW_clean,MOF_no1615,0.0001103151
1616,1616,GUPCEA_clean,MOF_no1616,0.0002591873
1617,1617,GUPDEB_clean,MOF_no1617,0.0001098786
1618,1618,GUPREQ_clean,MOF_no1618,0.0001443086
1619,1619,GUQWOG_clean,MOF_no1619,0.0002041504
1620,1620,GURPIT_clean,MOF_no1620,0.0001080406
1621,1621,GURPUF_clean,MOF_no1621,0.0001410915
1622,1622,GUSJOU_clean,MOF_no1622,0.0001292612
1623,1623,GUTYIE_clean,MOF_no1623,0.000158465
1624,1624,GUVBOQ_clean,MOF_no1624,7.55974e-05
1625,1625,GUVKUE_clean,MOF_no1625,0.0002146123
1626,1626,GUVLAL_clean,MOF_no1626,0.000232387
1627,1627,GUVZII_clean,MOF_no1627,7.44887e-05
1628,1628,GUXJUF_clean,MOF_no1628,3.09451e-05
1629,1629,GUXPOF_clean,MOF_no1629,9.30194e-05
1630,1630,GUXSIC_clean,MOF_no1630,0.0003949708
1631,1631,GUZVOO_clean,MOF_no1631,0.0001033948
1632,1632,HABQUY_clean,MOF_no1632,0.0003603214
1633,1633,HABRAF_manual,MOF_no1633,0.0003849247
1634,1634,HABREJ_clean,MOF_no1634,0.0003444649
1635,1635,HABRUZ_clean,MOF_no1635,0.0003069272
1636,1636,HACDOH_clean,MOF_no1636,0.0006627699
1637,1637,HACDUN_clean,MOF_no1637,0.0008475187
1638,1638,HACRAH_clean,MOF_no1638,0.0007684174
1639,1639,HACREL_clean,MOF_no1639,0.0009228989
1640,1640,HADLOQ01_clean,MOF_no1640,0.0002859375
1641,1641,HADQUA_clean,MOF_no1641,0.0011807822
1642,1642,HAFTOZ_clean,MOF_no1642,0.000290221
1643,1643,HAFVOB_clean,MOF_no1643,0.000540778
1644,1644,HAFVUH_SL,MOF_no1644,0.0001876168
1645,1645,HAFWIW_clean,MOF_no1645,8.96392e-05
1646,1646,HAHCUR_clean,MOF_no1646,0.0002776143
1647,1647,HAJLIO_clean,MOF_no1647,0.0001826713
1648,1648,HAJLOU_clean,MOF_no1648,0.000172616
1649,1649,HAJLUA_clean,MOF_no1649,0.0001876989
1650,1650,HAJMAH_clean,MOF_no1650,0.0001374224
1651,1651,HAJMEL_clean,MOF_no1651,0.0001597919
1652,1652,HAJMIQ_clean,MOF_no1652,0.000255736
1653,1653,HAJPEQ_clean,MOF_no1653,0.0005196569
1654,1654,HAJRES_clean,MOF_no1654,0.0006221756
1655,1655,HAJYEZ_clean,MOF_no1655,0.0002515885
1656,1656,HAKSIY_clean,MOF_no1656,0.0002826644
1657,1657,HAKVOH_clean,MOF_no1657,0.0001365216
1658,1658,HAKWAU_clean,MOF_no1658,0.0002572929
1659,1659,HALQUJ_clean,MOF_no1659,0.0003736432
1660,1660,HALVAU_clean,MOF_no1660,0.0001799441
1661,1661,HAMJOW_clean,MOF_no1661,0.0003283867
1662,1662,HAMJUC_clean,MOF_no1662,0.0008030792
1663,1663,HAMLIT_clean,MOF_no1663,0.0003522407
1664,1664,HAMREU_clean,MOF_no1664,3.20328e-05
1665,1665,HAMRIY_clean,MOF_no1665,2.97538e-05
1666,1666,HANWAW_clean,MOF_no1666,0.0002906855
1667,1667,HAPBAE_clean,MOF_no1667,0.0001382701
1668,1668,HAPBEI_clean,MOF_no1668,0.0001413219
1669,1669,HAPBIM_clean,MOF_no1669,0.0001201415
1670,1670,HAPGIR_clean,MOF_no1670,0.0001252106
1671,1671,HAPHUD_clean,MOF_no1671,0.0001787642
1672,1672,HAPNEU_clean,MOF_no1672,0.0001575876
1673,1673,HAPNOE_clean,MOF_no1673,0.0001029999
1674,1674,HAPPAS_clean,MOF_no1674,0.0001180524
1675,1675,HAQJIV_clean,MOF_no1675,0.0003450479
1676,1676,HAQKES_clean,MOF_no1676,7.31814e-05
1677,1677,HAQRID_clean,MOF_no1677,0.0001930656
1678,1678,HASMIZ_clean,MOF_no1678,0.0001664564
1679,1679,HAVVUX_clean,MOF_no1679,8.83765e-05
1680,1680,HAVZIP_clean,MOF_no1680,0.0002363077
1681,1681,HAWGIY_clean,MOF_no1681,0.0001290658
1682,1682,HAWREE_clean,MOF_no1682,0.0001846868
1683,1683,HAWVOS_clean,MOF_no1683,0.000213446
1684,1684,HAWWEK_clean,MOF_no1684,0.0002490998
1685,1685,HAWZEM_clean,MOF_no1685,0.0004392703
1686,1686,HAXMUP_clean,MOF_no1686,5.36959e-05
1687,1687,HAXNOJ_clean,MOF_no1687,0.0001071918
1688,1688,HAYLIE_clean,MOF_no1688,0.000186932
1689,1689,HAZSIL_clean,MOF_no1689,0.0001730999
1690,1690,HAZWIP_clean,MOF_no1690,0.0002533515
1691,1691,HEBJAB_clean,MOF_no1691,6.21894e-05
1692,1692,HEBKEG_clean,MOF_no1692,8.38046e-05
1693,1693,HEDCAW_clean,MOF_no1693,0.0001878513
1694,1694,HEDCIE_clean,MOF_no1694,0.0001458844
1695,1695,HEFDON_clean,MOF_no1695,0.0001914225
1696,1696,HEFFEF_clean,MOF_no1696,0.000201844
1697,1697,HEGCEB_clean,MOF_no1697,8.93427e-05
1698,1698,HEGJUZ_clean,MOF_no1698,0.0003261747
1699,1699,HEHCOO_clean,MOF_no1699,0.0001114212
1700,1700,HEKTAU_clean,MOF_no1700,0.0004168659
1701,1701,HELDOT_clean,MOF_no1701,0.0002094714
1702,1702,HETZOW_clean,MOF_no1702,0.000137781
1703,1703,HEWFUL_ion_b,MOF_no1703,2.45263e-05
1704,1704,HEXVEM_clean,MOF_no1704,0.0003887807
1705,1705,HEZPIL01_clean,MOF_no1705,0.0001092033
1706,1706,HGCNCO_clean,MOF_no1706,0.0001127732
1707,1707,HIBGEF_clean,MOF_no1707,3.6441e-05
1708,1708,HIBGIJ_clean,MOF_no1708,1.1177e-05
1709,1709,HICGEG_clean,MOF_no1709,0.0003035391
1710,1710,HICVOG_clean,MOF_no1710,0.0005979175
1711,1711,HICVUM_clean,MOF_no1711,0.0002624771
1712,1712,HIFGEK_clean,MOF_no1712,0.000145425
1713,1713,HIFGIO_SL,MOF_no1713,0.0002257981
1714,1714,HIFTOG_clean,MOF_no1714,0.0002962739
1715,1715,HIFTOG01_clean,MOF_no1715,0.0001298735
1716,1716,HIFTOG02_clean,MOF_no1716,0.0002800397
1717,1717,HIFTUM_clean,MOF_no1717,8.09892e-05
1718,1718,HIFVOI_clean,MOF_no1718,0.0003190811
1719,1719,HIFWAV_clean,MOF_no1719,0.0002745794
1720,1720,HIGRIA_clean,MOF_no1720,0.0003145712
1721,1721,HIHFOV_clean,MOF_no1721,0.0005848279
1722,1722,HIHGEM_manual,MOF_no1722,0.3783590167
1723,1723,HIHGIQ_clean,MOF_no1723,0.0003184493
1724,1724,HIHGUC_clean,MOF_no1724,0.000217084
1725,1725,HIJSOK_clean,MOF_no1725,0.0002516276
1726,1726,HILJUJ_clean,MOF_no1726,1.00259e-05
1727,1727,HIMSAY_clean,MOF_no1727,0.0009832954
1728,1728,HIQNAY_clean,MOF_no1728,0.0002396065
1729,1729,HIQWOV_clean,MOF_no1729,0.0001896147
1730,1730,HISGAT_clean,MOF_no1730,0.0001144165
1731,1731,HISGIB_clean,MOF_no1731,6.73508e-05
1732,1732,HISJIE_clean,MOF_no1732,2.8606e-05
1733,1733,HIWKEE_clean,MOF_no1733,9.30225e-05
1734,1734,HIWKII_clean,MOF_no1734,5.13411e-05
1735,1735,HIWLIK_clean,MOF_no1735,0.0003067609
1736,1736,HIWLOQ_clean,MOF_no1736,0.0002421796
1737,1737,HIWLUW_clean,MOF_no1737,0.0002885974
1738,1738,HIWMAD_clean,MOF_no1738,0.0002181767
1739,1739,HIYBUN_clean,MOF_no1739,0.0001163189
1740,1740,HIYGIH_clean,MOF_no1740,0.0003107142
1741,1741,HIZQEN_clean,MOF_no1741,0.0001469116
1742,1742,HIZQEN01_clean,MOF_no1742,0.0001732804
1743,1743,HIZQUD_clean,MOF_no1743,0.0001529109
1744,1744,HIZSEQ_clean,MOF_no1744,0.0002068088
1745,1745,HIZTUG_clean,MOF_no1745,0.0009803787
1746,1746,HOBGAH_clean,MOF_no1746,6.01554e-05
1747,1747,HOBGEL_clean,MOF_no1747,0.0002549651
1748,1748,HOBGIP_clean,MOF_no1748,0.0001496652
1749,1749,HOBGOV_clean,MOF_no1749,0.0001546418
1750,1750,HOCDOU_clean,MOF_no1750,5.08084e-05
1751,1751,HOFSOL_clean,MOF_no1751,0.0002855723
1752,1752,HOFSUS_clean,MOF_no1752,0.0002528884
1753,1753,HOGJET_clean,MOF_no1753,0.0001886314
1754,1754,HOGJIX_clean,MOF_no1754,0.0002276419
1755,1755,HOGJUK_clean,MOF_no1755,3.69198e-05
1756,1756,HOGLEV_clean,MOF_no1756,0.0003477176
1757,1757,HOGLEV01_clean,MOF_no1757,0.0003187411
1758,1758,HOGSIG_clean,MOF_no1758,0.0001122816
1759,1759,HOHMEX_manual,MOF_no1759,0.0002554227
1760,1760,HOJJUN_clean,MOF_no1760,0.0003932016
1761,1761,HOJLID_clean,MOF_no1761,0.0004385355
1762,1762,HOJLUP_clean,MOF_no1762,0.0002238894
1763,1763,HOKGUJ_clean,MOF_no1763,0.0001128581
1764,1764,HOKLIE_clean,MOF_no1764,0.0002734926
1765,1765,HOMRIL_clean,MOF_no1765,0.0001953174
1766,1766,HOMXIR_manual,MOF_no1766,0.0001998135
1767,1767,HONXAL_clean,MOF_no1767,0.0139871648
1768,1768,HOQMIL_clean,MOF_no1768,0.0001843581
1769,1769,HOQMIL01_clean,MOF_no1769,0.0001954196
1770,1770,HOQMIL02_clean,MOF_no1770,0.0002120118
1771,1771,HOQMIL03_clean,MOF_no1771,0.0001788273
1772,1772,HOQMIL04_clean,MOF_no1772,0.0001802612
1773,1773,HOQMUX_clean,MOF_no1773,0.0002839115
1774,1774,HOQNEI_clean,MOF_no1774,0.0001972632
1775,1775,HOQNOS_clean,MOF_no1775,0.0001980018
1776,1776,HOVGEG_clean,MOF_no1776,0.0003704891
1777,1777,HOVGIK_clean,MOF_no1777,0.0003616946
1778,1778,HOVQAM_clean,MOF_no1778,0.0004957298
1779,1779,HOVQUG_clean,MOF_no1779,0.000483441
1780,1780,HOWPOZ_clean,MOF_no1780,0.0001128746
1781,1781,HOWPUF_clean,MOF_no1781,0.0001503644
1782,1782,HOWQAM_clean,MOF_no1782,0.0002206712
1783,1783,HOWSAP_clean,MOF_no1783,0.000129051
1784,1784,HOWSET_clean,MOF_no1784,0.0002172003
1785,1785,HOWSIX_clean,MOF_no1785,0.0001932946
1786,1786,HOXGEH_clean,MOF_no1786,3.07183e-05
1787,1787,HOXKUB_clean,MOF_no1787,0.0001532393
1788,1788,HOXSUK_clean,MOF_no1788,0.0003459966
1789,1789,HOYREU_clean,MOF_no1789,9.29719e-05
1790,1790,HOYRIY_clean,MOF_no1790,0.000111882
1791,1791,HOYROE_clean,MOF_no1791,6.3493e-05
1792,1792,HOYTUL_clean,MOF_no1792,5.4037e-05
1793,1793,HOZBUV_clean,MOF_no1793,5.2925e-05
1794,1794,HOZFEJ_clean,MOF_no1794,7.40467e-05
1795,1795,HOZFIN_clean,MOF_no1795,0.0001360733
1796,1796,HOZTOG_clean,MOF_no1796,0.000103862
1797,1797,HOZXEB_clean,MOF_no1797,0.0001130103
1798,1798,HUCSEF_clean,MOF_no1798,0.0004573896
1799,1799,HUCXOU_clean,MOF_no1799,0.0001666431
1800,1800,HUCXUA_clean,MOF_no1800,0.0001591039
1801,1801,HUDMAW_clean,MOF_no1801,8.47184e-05
1802,1802,HUDWUA_clean,MOF_no1802,0.0002560029
1803,1803,HUFKUQ_clean,MOF_no1803,0.000245041
1804,1804,HUFLUR_clean,MOF_no1804,9.50553e-05
1805,1805,HUFMUS_clean,MOF_no1805,2.43065e-05
1806,1806,HUGTOT_clean,MOF_no1806,0.0002420922
1807,1807,HUHBET_clean,MOF_no1807,3.60569e-05
1808,1808,HUHBUJ_clean,MOF_no1808,6.5026e-05
1809,1809,HUHNIJ_clean,MOF_no1809,0.0001089749
1810,1810,HUJGEA_clean,MOF_no1810,0.0003497585
1811,1811,HUJVOX_clean,MOF_no1811,0.0002895927
1812,1812,HULCOI_clean,MOF_no1812,0.000227112
1813,1813,HULRIR_clean,MOF_no1813,0.0001230832
1814,1814,HULTEN_clean,MOF_no1814,0.00043999
1815,1815,HULTEP_clean,MOF_no1815,0.0004100042
1816,1816,HUMWIX_clean,MOF_no1816,0.0002715357
1817,1817,HUNCIE_clean,MOF_no1817,0.0003517215
1818,1818,HUPQIU_clean,MOF_no1818,0.0001245992
1819,1819,HUQGOR_clean,MOF_no1819,0.0002367914
1820,1820,HUQGUX_clean,MOF_no1820,0.0002475311
1821,1821,HUQHAE_clean,MOF_no1821,0.0002979625
1822,1822,HUQHEI_clean,MOF_no1822,0.0002187591
1823,1823,HUQHIM_clean,MOF_no1823,0.0002459923
1824,1824,HUQHOS_clean,MOF_no1824,0.0002487746
1825,1825,HUQHUY_clean,MOF_no1825,0.0002735303
1826,1826,HURFEH_clean,MOF_no1826,0.0003646542
1827,1827,HURFIL_clean,MOF_no1827,0.0004082592
1828,1828,HURFOR_clean,MOF_no1828,0.0003319499
1829,1829,HURFUX_clean,MOF_no1829,0.0003317391
1830,1830,HURGAE_clean,MOF_no1830,0.0004246043
1831,1831,HURGEH_clean,MOF_no1831,0.0001115862
1832,1832,HURGUX_clean,MOF_no1832,0.0002475875
1833,1833,HURGUX01_clean,MOF_no1833,0.0002995503
1834,1834,HUVHOX_clean,MOF_no1834,0.0003167503
1835,1835,HUVNAP_clean,MOF_no1835,0.0001174164
1836,1836,HUWHOY_clean,MOF_no1836,0.0003265621
1837,1837,HUWLUI_clean,MOF_no1837,0.0001752021
1838,1838,HUWPIA_clean,MOF_no1838,0.0003884774
1839,1839,HUWSUN_clean,MOF_no1839,0.0004248393
1840,1840,HUXHUF_clean,MOF_no1840,0.0001553113
1841,1841,HUYFAJ_clean,MOF_no1841,0.000188419
1842,1842,HUYJOA_clean,MOF_no1842,0.0002642829
1843,1843,HUYJUG_clean,MOF_no1843,0.0001291801
1844,1844,HUYKAN_clean,MOF_no1844,0.0001318997
1845,1845,HUYKER_clean,MOF_no1845,8.36599e-05
1846,1846,HUYKIV_clean,MOF_no1846,9.06081e-05
1847,1847,HUYKOB_clean,MOF_no1847,9.40966e-05
1848,1848,HUYKUH_clean,MOF_no1848,6.32958e-05
1849,1849,HUZFEO_clean,MOF_no1849,0.000643405
1850,1850,HUZSOL_clean,MOF_no1850,0.0002193277
1851,1851,HUZSUR_clean,MOF_no1851,0.000274395
1852,1852,HUZXAD_clean,MOF_no1852,0.0002134799
1853,1853,HUZXEH_clean,MOF_no1853,0.000236399
1854,1854,HUZXIL_clean,MOF_no1854,0.0002732099
1855,1855,HUZXOR_clean,MOF_no1855,0.0002274594
1856,1856,HUZXUX_clean,MOF_no1856,0.0002447972
1857,1857,HUZYAE_clean,MOF_no1857,0.0003544005
1858,1858,HUZYEI_clean,MOF_no1858,0.0002027446
1859,1859,HUZYIM_clean,MOF_no1859,0.0003165319
1860,1860,IBABOF_clean,MOF_no1860,0.000195825
1861,1861,IBABOF01_clean,MOF_no1861,0.0002488873
1862,1862,IBABUL_clean,MOF_no1862,0.0002299365
1863,1863,IBACAS_clean,MOF_no1863,0.0002324632
1864,1864,IBAPOS_clean,MOF_no1864,0.0002676966
1865,1865,IBAQAF_clean,MOF_no1865,0.0002697094
1866,1866,IBAQEJ_clean,MOF_no1866,0.0002393035
1867,1867,IBARUA_clean,MOF_no1867,2.75305e-05
1868,1868,IBASAH_clean,MOF_no1868,3.29418e-05
1869,1869,IBICAZ_clean,MOF_no1869,5.6347e-05
1870,1870,IBICED_clean,MOF_no1870,6.30307e-05
1871,1871,IBICIH_clean,MOF_no1871,3.83159e-05
1872,1872,IBICON_clean,MOF_no1872,5.71216e-05
1873,1873,IBIRES_clean,MOF_no1873,0.000174342
1874,1874,IBITUK_clean,MOF_no1874,0.0001108248
1875,1875,IBIYOI_ion_b,MOF_no1875,0.0001709642
1876,1876,IBIYUO_clean,MOF_no1876,0.0001622917
1877,1877,IBOZIK_clean,MOF_no1877,0.0001934521
1878,1878,IBUBAL_clean,MOF_no1878,8.48617e-05
1879,1879,IBUBIT_clean,MOF_no1879,0.0001030579
1880,1880,IBUDOZ_clean,MOF_no1880,0.0003060281
1881,1881,IBURAZ_clean,MOF_no1881,0.0003844761
1882,1882,IBUYAH_clean,MOF_no1882,2.4638e-05
1883,1883,ic025743v_s1_clean,MOF_no1883,0.0001182415
1884,1884,ic034943jsi20030807_040506_clean,MOF_no1884,0.0001709723
1885,1885,ic050064gsi20050115_040515_clean,MOF_no1885,0.0002260426
1886,1886,ic051810ksi20060220_094504_clean,MOF_no1886,0.0001517278
1887,1887,ic0520162si20051122_054836_clean,MOF_no1887,9.26848e-05
1888,1888,ic060030osi20060309_091447_clean,MOF_no1888,0.0001654506
1889,1889,ic060608urom20060410_101638_clean,MOF_no1889,0.0004300523
1890,1890,ic070274o-file006_clean,MOF_no1890,0.0001980569
1891,1891,ic100188w_si_002_clean,MOF_no1891,9.00412e-05
1892,1892,ic1010083_si_002_clean,MOF_no1892,0.0003643823
1893,1893,ic101935f_si_002_auto,MOF_no1893,0.0002523683
1894,1894,ic102347b_si_001_clean,MOF_no1894,0.0001840991
1895,1895,ic200054b_si_002_clean,MOF_no1895,0.0010790064
1896,1896,ic2017598_si_001_clean_h,MOF_no1896,0.0001461077
1897,1897,ic202626c_si_002_clean,MOF_no1897,0.000247957
1898,1898,ic202769e_si_002_clean,MOF_no1898,6.83871e-05
1899,1899,ic300665a_si_002_clean,MOF_no1899,0.0001648035
1900,1900,ic3019502_si_002_clean,MOF_no1900,0.0003332801
1901,1901,ic302758g_si_002_clean,MOF_no1901,0.0004022226
1902,1902,ic400607w_si_001_clean,MOF_no1902,0.0001157187
1903,1903,ic402058f_si_002_clean,MOF_no1903,0.0002236636
1904,1904,ic402058f_si_003_clean,MOF_no1904,0.0002763843
1905,1905,ic402058f_si_004_clean,MOF_no1905,0.0002620059
1906,1906,ic402058f_si_005_clean,MOF_no1906,0.0002659999
1907,1907,ic402614w_si_002_clean,MOF_no1907,0.0008471013
1908,1908,ic402692p_si_002_clean,MOF_no1908,0.0002498821
1909,1909,ic402692p_si_003_clean,MOF_no1909,0.0002578039
1910,1910,ic402692p_si_004_clean,MOF_no1910,0.0001774618
1911,1911,ic402692p_si_005_clean,MOF_no1911,0.0001945458
1912,1912,ic403134c_si_002_clean,MOF_no1912,0.0003695331
1913,1913,ic5008457_si_002_clean,MOF_no1913,0.0002739961
1914,1914,ic5011133_si_002_clean,MOF_no1914,0.0001600784
1915,1915,ic5011133_si_003_clean,MOF_no1915,0.0001357305
1916,1916,ic5011133_si_004_clean,MOF_no1916,0.0001367796
1917,1917,ic501477u_si_002_clean,MOF_no1917,0.0002628253
1918,1918,ic501801f_si_002_clean,MOF_no1918,0.000200425
1919,1919,ic501801f_si_003_clean,MOF_no1919,0.0001520263
1920,1920,ic501849g_si_002_clean,MOF_no1920,0.0001251404
1921,1921,ic5021302_si_002_clean,MOF_no1921,0.0002700918
1922,1922,ic502254c_si_002_clean,MOF_no1922,0.0001692613
1923,1923,ic502478u_si_003_clean,MOF_no1923,3.46684e-05
1924,1924,ic502488c_si_002_clean,MOF_no1924,0.0004043048
1925,1925,ic502643m_si_003_clean,MOF_no1925,0.0002238286
1926,1926,ic502643m_si_006_clean,MOF_no1926,0.0002560503
1927,1927,ic502643m_si_007_clean,MOF_no1927,0.0002511113
1928,1928,ic502643m_si_008_clean,MOF_no1928,0.0002961547
1929,1929,ic502643m_si_009_clean,MOF_no1929,0.0002932584
1930,1930,ic502643m_si_010_clean,MOF_no1930,0.0002578836
1931,1931,ic502643m_si_011_clean,MOF_no1931,0.0003203975
1932,1932,ic502725y_si_004_clean,MOF_no1932,8.64966e-05
1933,1933,ic502730y_si_002_clean,MOF_no1933,0.0001182025
1934,1934,ic502921j_si_002_clean,MOF_no1934,0.0001647033
1935,1935,ic502921j_si_003_clean,MOF_no1935,9.54116e-05
1936,1936,ic5029383_si_002_clean,MOF_no1936,0.0003103113
1937,1937,ic5b00096_auto,MOF_no1937,0.000198201
1938,1938,ic5b00096_si_002_clean,MOF_no1938,0.0004963337
1939,1939,ic5b00130_si_002_clean,MOF_no1939,9.03576e-05
1940,1940,ic5b00194_si_002_clean,MOF_no1940,0.00033688
1941,1941,ic5b00535_si_002_clean,MOF_no1941,0.0003938708
1942,1942,ic5b00561_si_002_clean,MOF_no1942,0.0003924073
1943,1943,ic5b01023_si_002_clean,MOF_no1943,0.0004101023
1944,1944,ic7014034-file001_clean,MOF_no1944,0.0003455229
1945,1945,ic7025158-file001_clean,MOF_no1945,8.73e-05
1946,1946,ic800131r-file003_clean,MOF_no1946,0.00030581
1947,1947,ic8008859_si_001_clean,MOF_no1947,0.0001951716
1948,1948,ic9002115_si_001_clean,MOF_no1948,0.0002567861
1949,1949,ICAGOK_clean,MOF_no1949,0.0002209621
1950,1950,ICAQIO_clean,MOF_no1950,0.0002389057
1951,1951,ICAQOU_clean,MOF_no1951,0.0002652954
1952,1952,ICAREL_clean,MOF_no1952,0.0002521332
1953,1953,ICAROV_clean,MOF_no1953,0.0002670904
1954,1954,ICAWUF_clean,MOF_no1954,0.0001286932
1955,1955,ICEGED_clean,MOF_no1955,0.0002187043
1956,1956,ICIKAH_clean,MOF_no1956,5.18545e-05
1957,1957,ICISAP_clean,MOF_no1957,0.0001172366
1958,1958,ICITIY_clean,MOF_no1958,0.0001951309
1959,1959,ICIVAS_clean,MOF_no1959,0.0001263865
1960,1960,ICIVEW_clean,MOF_no1960,0.0001863333
1961,1961,ICODIP_clean,MOF_no1961,0.0001737256
1962,1962,ICODIP01_clean,MOF_no1962,0.0001583322
1963,1963,IDEYOF_clean,MOF_no1963,0.0003242383
1964,1964,IDIWIB_clean,MOF_no1964,0.0001100021
1965,1965,IDIWUN_clean,MOF_no1965,0.000187618
1966,1966,IDIXAU_clean,MOF_no1966,0.0001692381
1967,1967,IDORAW_clean,MOF_no1967,0.000157908
1968,1968,IDUDIW_clean,MOF_no1968,0.0002877112
1969,1969,IDUTUW_clean,MOF_no1969,6.04666e-05
1970,1970,IDUYOX_clean,MOF_no1970,0.0003059777
1971,1971,IFAGON_clean,MOF_no1971,0.0002179384
