Adsorbent,O2_10C_0.001bar,O2_10C_0.5bar,O2_10C_1bar,O2_10C_5bar,RMSE_Freundlich-Langmuir,best_model,best_params
BIQVII_clean,9.01633e-05,0.04627506,0.092033731,0.401857619,,Freundlich–Langmuir,"[nan, nan, nan]"
BIRGIU_clean,0.0001537485,0.081306331,0.161659127,0.73171411,,Freundlich–Langmuir,"[nan, nan, nan]"
BIRMUM_clean,0.0001953816,0.094207984,0.184468902,0.710351899,,Freundlich–Langmuir,"[nan, nan, nan]"
BIRSEC_clean,0.0001634754,0.078132677,0.154222862,0.656210129,,Freundlich–Langmuir,"[nan, nan, nan]"
BIRSIG_clean,0.0001884032,0.085405658,0.16860186,0.712920675,,Freundlich–Langmuir,"[nan, nan, nan]"
BIWSEG_ion_b,0.0027147021,1.003321974,2.003609869,10.28792268,,Freundlich–Langmuir,"[nan, nan, nan]"
BIWSIK_ion_b,0.0003173825,0.162812276,0.323095409,1.486940842,,Freundlich–Langmuir,"[nan, nan, nan]"
BIWSOQ_clean,0.0009065976,0.447877276,0.841376756,2.967113363,2.699672215847464e-05,Freundlich–Langmuir,[3.83159026 0.25073999 0.59291825]
BIXYEO_clean,3.80569e-05,0.020869943,0.040682864,0.176808065,2.452645940063475e-06,Freundlich–Langmuir,[0.15789628 0.2721075  0.22675036]
BIYTAG_clean,8.86478e-05,0.034171698,0.068236616,0.332304202,,Freundlich–Langmuir,"[nan, nan, nan]"
BIYTOU_clean,0.0002019823,0.099112277,0.197805862,0.880505923,,Freundlich–Langmuir,"[nan, nan, nan]"
BIZMEE_clean,0.0003167013,0.170595323,0.336343639,1.462660757,,Freundlich–Langmuir,"[nan, nan, nan]"
BIZMII_clean,0.0003725125,0.171129314,0.333472314,1.458708127,9.897838451326604e-06,Freundlich–Langmuir,[1.01960813 0.34595668 0.18906507]
BODPAN_clean,0.000373917,0.180649719,0.340876077,1.4542738,1.9556199113642675e-05,Freundlich–Langmuir,[0.08426373 4.90408795 0.10841144]
BOHJOZ_auto,8.02042e-05,0.038924223,0.076792042,0.349265038,6.236792513602314e-07,Freundlich–Langmuir,[1.05233409 0.07503238 0.38464617]
BOHWOM_clean,0.0005669723,0.251242926,0.477054694,1.700606117,1.810323336799988e-05,Freundlich–Langmuir,[4.57544708 0.11601626 0.973018  ]
BOKQEZ_clean,0.0001160202,0.053782246,0.108992645,0.503115863,,Freundlich–Langmuir,"[nan, nan, nan]"
BOLPAU_clean,0.0006867586,0.293280143,0.562902552,2.141591967,3.716688828249548e-05,Freundlich–Langmuir,[5.94191422 0.10307792 0.86041207]
BOLZIN_clean,0.0003792272,0.182012363,0.362011905,1.632835423,,Freundlich–Langmuir,"[nan, nan, nan]"
BOMCOX_clean,0.0003087869,0.158927632,0.313277162,1.280023154,,Freundlich–Langmuir,"[nan, nan, nan]"
BOPHIZ_clean,0.0003484823,0.185058688,0.351828442,1.361200985,2.2083931755510345e-05,Freundlich–Langmuir,[1.07037524 0.36688065 0.35165106]
BORBEQ_clean,0.0001884082,0.071478268,0.143378666,0.673762154,,Freundlich–Langmuir,"[nan, nan, nan]"
BOSHIC_clean,0.0011168869,0.516692889,0.900805784,3.054751519,0.00013206402624542246,Freundlich–Langmuir,[0.360577   3.83378618 0.27180555]
BOVHEB_clean,0.0011292817,0.49424499,0.871199918,2.421842279,1.2026302114512514e-05,Freundlich–Langmuir,[2.30808661 0.49986559 0.69290466]
BOWDIC_clean,0.0003357536,0.169485411,0.325912246,1.331258373,9.487610266124368e-06,Freundlich–Langmuir,[1.03013191 0.34438647 0.28662467]
BOWNUY_clean,0.0003149866,0.175620655,0.343621139,1.520398432,2.2478784491524676e-05,Freundlich–Langmuir,[1.43466286 0.25090369 0.2075307 ]
BOWRAH_clean,0.0006393178,0.267259373,0.4456969,1.047520606,1.96976143268299e-05,Freundlich–Langmuir,[0.91589686 0.7414518  0.75915747]
BOWSOW_clean,0.0024114264,0.943661731,1.62950323,3.635060969,9.286314244792048e-05,Freundlich–Langmuir,[8.36259776 0.26624355 1.3223648 ]
BOWZUK_clean,0.0001964975,0.141920338,0.284892757,1.28606812,,Freundlich–Langmuir,"[nan, nan, nan]"
BOXYIY_clean,9.71582e-05,0.043188507,0.084286437,0.393943106,2.946269424077043e-06,Freundlich–Langmuir,[0.01988895 4.58980399 0.04635905]
BOYCEY_auto,0.0006309917,0.291668192,0.55233616,2.097570857,4.601995007759758e-06,Freundlich–Langmuir,[1.66544203 0.37339916 0.37373438]
BOYTEQ_clean,0.000270033,0.123060608,0.228806217,0.776443494,1.2891671646729926e-06,Freundlich–Langmuir,[0.87823956 0.30458954 0.58766679]
BOYYOF_clean,0.0001125826,0.066556783,0.1292745,0.581244494,1.3199431780893748e-05,Freundlich–Langmuir,[0.11523491 1.20619489 0.09163078]
BOZFIH_clean,0.0004553856,0.217652145,0.413428874,1.740452194,8.887930627258723e-06,Freundlich–Langmuir,[0.28150583 1.68120607 0.13706121]
BOZFON_clean,0.0003967544,0.180368067,0.343536768,1.27170683,8.28867584744463e-06,Freundlich–Langmuir,[2.38617045 0.15934271 0.68617357]
BUBTUP_clean,0.0002731435,0.114959073,0.225341702,0.91365655,,Freundlich–Langmuir,"[nan, nan, nan]"
BUCSAU_clean,0.0008357313,0.355906338,0.629395528,1.755758997,4.96538690323484e-06,Freundlich–Langmuir,[1.77551733 0.46525834 0.71178624]
BUCSEY_clean,0.000357409,0.159034666,0.3070066,1.071374975,0.0006586516011868432,Freundlich–Langmuir,[2.56491612e+03 1.30601203e-04 6.84434815e+02]
BUCSIC01_clean,0.0009677627,0.429105159,0.736099447,1.889917039,3.7899181970170944e-05,Freundlich–Langmuir,[1.64493689 0.63469269 0.71110783]
BUCWAZ_clean,0.0003596324,0.140208945,0.2723053,1.107675704,3.5299565095523884e-05,Freundlich–Langmuir,[4.33361408 0.06669998 0.92431831]
BUKMUQ01_clean,0.0002711356,0.147976749,0.297839396,1.374693421,,Freundlich–Langmuir,"[nan, nan, nan]"
BUKRUW01_clean,0.0001833203,0.097792686,0.194877515,0.931514709,,Freundlich–Langmuir,"[nan, nan, nan]"
BUKRUW02_clean,0.0002151332,0.098398842,0.197697588,0.940000004,,Freundlich–Langmuir,"[nan, nan, nan]"
BUKRUW03_clean,0.000193345,0.092188742,0.184718139,0.884151384,,Freundlich–Langmuir,"[nan, nan, nan]"
BUKYAJ_clean,0.0004403573,0.215942594,0.417786575,1.604202422,,Freundlich–Langmuir,"[nan, nan, nan]"
BUNKUS_clean,0.0004177718,0.203749198,0.400991283,1.802302286,1.6671137440160227e-06,Freundlich–Langmuir,[3.95280557 0.10485009 0.33113641]
BUNLAZ_clean,0.0004506479,0.224008327,0.462193889,2.134646204,,Freundlich–Langmuir,"[nan, nan, nan]"
BUPVEP_clean,6.66542e-05,0.034306897,0.068314802,0.315668392,,Freundlich–Langmuir,"[nan, nan, nan]"
BUQWER_clean,0.0004362616,0.210797116,0.403603703,1.397919218,,Freundlich–Langmuir,"[nan, nan, nan]"
BURJOO_clean,0.0001970637,0.091306892,0.174375664,0.6979996,2.040223063200357e-06,Freundlich–Langmuir,[0.43937543 0.43927574 0.2787784 ]
BURQIQ_clean,0.0004344127,0.212842454,0.40444816,1.613320862,9.816932350355858e-06,Freundlich–Langmuir,[0.7578092  0.59924474 0.24667733]
BUSNAF_clean,0.0001393842,0.078713733,0.153732043,0.640592284,1.0928273065204143e-05,Freundlich–Langmuir,[8.30702898 0.01941106 2.48289865]
BUSQEM_clean,0.0015873089,0.649899873,1.131699696,3.27908205,8.050934862512082e-06,Freundlich–Langmuir,[1.75800367 0.89415641 0.5143978 ]
BUSQIQ_clean,0.0003457442,0.153839284,0.292297169,1.034393991,1.0577771530779711e-05,Freundlich–Langmuir,[3.49646818 0.09284356 1.18151367]
BUSRUE_clean,0.0003755209,0.171354318,0.332093433,1.368786251,1.0509199629114712e-05,Freundlich–Langmuir,[2.19901775 0.16122098 0.43734268]
BUVHEH_clean,0.0003415696,0.171642323,0.335182256,1.346125823,,Freundlich–Langmuir,"[nan, nan, nan]"
BUVWOF02_clean,0.0001360303,0.073411967,0.142631978,0.621907126,8.013805680949649e-06,Freundlich–Langmuir,[0.32312307 0.47062399 0.16611791]
BUVWOF03_clean,0.0001457468,0.090810664,0.181000863,0.770546648,,Freundlich–Langmuir,"[nan, nan, nan]"
BUVXOG_clean,0.000149911,0.073299533,0.143986729,0.618534129,,Freundlich–Langmuir,"[nan, nan, nan]"
BUVYEX_clean,0.0001624036,0.09424196,0.186512174,0.79567756,,Freundlich–Langmuir,"[nan, nan, nan]"
BUVYIB_clean,0.0006634949,0.325065323,0.63133625,2.597499379,3.4629370720780072e-06,Freundlich–Langmuir,[6.56739063 0.10208971 0.61856899]
BUVYIB01_clean,0.0006718233,0.307642335,0.594844029,2.52899561,1.555056978707975e-05,Freundlich–Langmuir,[1.43810181 0.44557374 0.20186274]
BUWMIR_clean,0.0001399269,0.064661563,0.128109857,0.621708646,4.236831493036737e-06,Freundlich–Langmuir,[0.06230901 2.10980942 0.02275397]
BUXNOZ_clean,0.0002456055,0.143020994,0.281054968,1.270104626,2.3016836784299795e-05,Freundlich–Langmuir,[1.3289189  0.21946443 0.18650801]
c4ce00408f_c4ce00408f2_clean,0.0003760282,0.175719303,0.33077444,1.231972315,8.552198321472937e-07,Freundlich–Langmuir,[0.88710828 0.42587684 0.37466219]
c4dt03702b_c4dt03702b2_clean,0.0002540582,0.13223463,0.269050246,1.254764177,,Freundlich–Langmuir,"[nan, nan, nan]"
c5cc04223b_c5cc04223b2_clean,0.0002953516,0.144862516,0.288266173,1.348978289,,Freundlich–Langmuir,"[nan, nan, nan]"
c5cc09432a_c5cc09432a2_clean,0.0002682446,0.126689453,0.249904044,1.092167402,,Freundlich–Langmuir,"[nan, nan, nan]"
c5cc10203k_c5cc10203k2_clean,0.0004004456,0.216286551,0.429382666,2.024197558,,Freundlich–Langmuir,"[nan, nan, nan]"
c5ce00010f_c5ce00010f2_clean,0.0001399477,0.065340295,0.12953726,0.5628144,,Freundlich–Langmuir,"[nan, nan, nan]"
c5ce00862j_c5ce00862j2_clean,0..0004525444,0.225805764,0.420083238,1.491777924,2.0182010702033715e-05,Freundlich–Langmuir,[1.04851013 0.47019455 0.41532394]
c5ce00931f_c5ce00931f2_clean,0.0007351501,0.300766301,0.529665501,1.413594645,1.8023705645937553e-05,Freundlich–Langmuir,[1.73534091 0.40299561 0.82066187]
c5ce02194d_c5ce02194d2_clean,0.0003702595,0.184577691,0.354296226,1.452958179,8.740862433573175e-06,Freundlich–Langmuir,[0.88685377 0.43725706 0.24897588]
c5cp03920g_c5cp03920g2_clean,0.0001727702,0.095569452,0.187550793,0.833315641,1.1141537171321312e-05,Freundlich–Langmuir,[1.30662923 0.1492858  0.2821849 ]
c5dt03091a_c5dt03091a2_clean,0.000192427,0.082025692,0.164129094,0.806080229,,Freundlich–Langmuir,"[nan, nan, nan]"
c5dt04943a_c5dt04943a2_clean,0.0005100717,0.235655496,0.458865243,1.899537839,1.2796874060929347e-05,Freundlich–Langmuir,[7.52695926 0.06436935 0.87159399]
c5gc02393a_c5gc02393a2_clean,0.0003960588,0.192297947,0.362428739,1.417295794,9.913061797382254e-06,Freundlich–Langmuir,[0.55431672 0.75040333 0.24607425]
c5nj02634b_c5nj02634b2_clean,0.0004026747,0.200482312,0.392509512,1.64220348,,Freundlich–Langmuir,"[nan, nan, nan]"
c5nj03044g_c5nj03044g2_clean,0.0006373599,0.311362873,0.574195195,2.102712038,3.0129433031323983e-05,Freundlich–Langmuir,[0.71080114 0.98172545 0.28507089]
c6cc00589f_c6cc00589f2_clean,0.0001950928,0.125115875,0.245683238,1.128638268,3.041394825309468e-05,Freundlich–Langmuir,[0.50085656 0.51098939 0.09901453]
c6cc00862c_c6cc00862c2_clean,0.0005463365,0.247166919,0.482949903,2.106972255,1.9617827053074686e-05,Freundlich–Langmuir,[2.4985261  0.20297112 0.26435801]
c6cc02494g_c6cc02494g1_clean,0.0001167376,0.064033183,0.12842691,0.607951079,,Freundlich–Langmuir,"[nan, nan, nan]"
c6cc02494g_c6cc02494g3_clean,0.0001456638,0.072140768,0.143439578,0.674532862,,Freundlich–Langmuir,"[nan, nan, nan]"
c6cc02494g_c6cc02494g4_clean,0.0001601269,0.072793672,0.144570797,0.676989518,,Freundlich–Langmuir,"[nan, nan, nan]"
c6cc02494g_c6cc02494g5_clean,0.000134071,0.071004625,0.141364878,0.671356895,,Freundlich–Langmuir,"[nan, nan, nan]"
c6cc02494g_c6cc02494g6_clean,0.0001270684,0.064157152,0.127123167,0.607387019,1.338608496240384e-06,Freundlich–Langmuir,[0.30721848 0.4223338  0.05802851]
c6ce00126b_c6ce00126b2_clean,0.0006915203,0.356277955,0.653148838,2.070222399,4.7935021544232355e-05,Freundlich–Langmuir,[2.44318743 0.32234875 0.66974168]
c6ce00141f_c6ce00141f2_clean,0.0004797882,0.218036627,0.422199726,1.781350748,1.3629509044755932e-05,Freundlich–Langmuir,[1.41955601 0.31880803 0.25098599]
c6ce00407e_c6ce00407e1_clean,0.0003384786,0.165113566,0.327166378,1.446071302,,Freundlich–Langmuir,"[nan, nan, nan]"
c6ce00407e_c6ce00407e2_clean,0.0003343508,0.139876273,0.278161284,1.236136155,,Freundlich–Langmuir,"[nan, nan, nan]"
c6ce00407e_c6ce00407e3_clean,0.0004339763,0.216344912,0.428846034,1.626550748,0.0024265068879997876,Freundlich–Langmuir,[3.56182217e+03 1.28096303e-04 5.28259084e+02]
c6ce00407e_c6ce00407e4_clean,0.0009731974,0.441961133,0.875014371,4.326929974,,Freundlich–Langmuir,"[nan, nan, nan]"
c6ce00407e_c6ce00407e5_clean,0.0009457282,0.469333619,0.937159044,4.727034461,,Freundlich–Langmuir,"[nan, nan, nan]"
c6ce00407e_c6ce00407e6_clean,0.0004131687,0.204013103,0.397671408,1.958805786,,Freundlich–Langmuir,"[nan, nan, nan]"
c6ce00407e_c6ce00407e7_clean,0.0005854675,0.258260318,0.521301185,2.341086309,,Freundlich–Langmuir,"[nan, nan, nan]"
c6ce00407e_c6ce00407e8_clean,0.0004440275,0.215041801,0.422281737,1.893718993,2.645787788236056e-06,Freundlich–Langmuir,[2.32329737 0.18884984 0.2212137 ]
c6ce00407e_c6ce00407e9_clean,0.0002678362,0.140340338,0.281152301,1.406920188,,Freundlich–Langmuir,"[nan, nan, nan]"
c6dt03852b_c6dt03852b2_clean,0.0010368652,0.41574242,0.712078492,1.92205488,5.195680207643557e-06,Freundlich–Langmuir,[1.18743365 0.86488696 0.58762011]
c6dt04165e_c6dt04165e2_clean,0.0001148656,0.052328043,0.103730404,0.492832596,4.589802587744864e-06,Freundlich–Langmuir,[0.48018204 0.22010051 0.09399742]
c6ta00429f_c6ta00429f2_clean,0.0003466132,0.169288563,0.335601325,1.481357355,,Freundlich–Langmuir,"[nan, nan, nan]"
c6ta07145g_c6ta07145g2_clean,0.0002180165,0.099947878,0.194165852,0.792081104,6.015004145564185e-06,Freundlich–Langmuir,[2.96903282 0.06938261 0.88191101]
CABJOH_clean,0.0011157346,0.499061218,0.931192132,3.275402956,1.6754420332673367e-05,Freundlich–Langmuir,[2.96378528 0.36521454 0.48339566]
CACBUG_clean,0.0001356636,0.062535337,0.123669437,0.554308399,,Freundlich–Langmuir,"[nan, nan, nan]"
CADPII_clean,3.80877e-05,0.019081918,0.037275498,0.147973924,,Freundlich–Langmuir,"[nan, nan, nan]"
CADQOP_clean,0.0001756443,0.079391227,0.158538266,0.743360982,,Freundlich–Langmuir,"[nan, nan, nan]"
CADZIT_clean,0.0001688138,0.076805275,0.15019926,0.691286236,5.057249264363266e-06,Freundlich–Langmuir,[0.13977981 1.13544839 0.07267058]
CAGSAG_clean,0.0005416877,0.265464346,0.503703365,1.877545712,1.0674837837379026e-05,Freundlich–Langmuir,[2.25364704 0.24986492 0.49984265]
CAGXIU_clean,0.0002066341,0.10297878,0.198030454,0.753925648,3.927664079848121e-06,Freundlich–Langmuir,[2.90278984 0.07389687 1.12101949]
CAJQEL_clean,0.0005791255,0.262164985,0.488498002,1.852417945,5.185693798595193e-07,Freundlich–Langmuir,[0.62747706 0.92150922 0.25819387]
CAJQIP_clean,0.0007167639,0.34718147,0.630805757,2.196407538,3.959098930245501e-05,Freundlich–Langmuir,[0.75946654 1.048385   0.32475858]
CANRIU_clean,0.0006613564,0.314549529,0.58255371,2.236210479,2.3966336553410626e-05,Freundlich–Langmuir,[0.47726061 1.48663925 0.2164365 ]
CANROA_clean,0.0006177667,0.264444306,0.497366802,1.912180052,2.2667017446232964e-05,Freundlich–Langmuir,[0.85456737 0.66997543 0.27447568]
CANRUG_clean,0.0006790431,0.323596347,0.615623894,2.445627999,4.580101501496913e-06,Freundlich–Langmuir,[1.32724676 0.51859113 0.26709132]
CANYIB_clean,0.0002221047,0.106800647,0.20858075,0.938573102,1.0097259393998148e-06,Freundlich–Langmuir,[0.37228314 0.59121762 0.11573175]
CASWIE_clean,0.0012500621,0.556191478,1.002984063,3.412564006,2.059129647415487e-05,Freundlich–Langmuir,[1.17190921 1.10224172 0.34051012]
CAVMIX_clean,0.0004804889,0.23646297,0.454343647,1.777221101,6.643153055496309e-06,Freundlich–Langmuir,[3.024867   0.16325327 0.55095674]
CAVMOD_clean,0.0002656062,0.126563477,0.240454971,0.974335502,2.6987804112305493e-06,Freundlich–Langmuir,[0.34707461 0.78094881 0.20750579]
CAVNOE_clean,9.00071e-05,0.042577197,0.083405686,0.366162869,1.47263830638975e-06,Freundlich–Langmuir,[0.602276   0.14456141 0.31808626]
CAVPEW_manual,0.000299851,0.154649972,0.31468751,1.516632854,,Freundlich–Langmuir,"[nan, nan, nan]"
CAVPIA_manual,0.0002725308,0.154124587,0.305644456,1.485228743,1.9967732967327705e-05,Freundlich–Langmuir,[0.19229369 1.62499277 0.02290399]
CAVPUM_manual,0.0003470052,0.169015547,0.323943163,1.583584047,,Freundlich–Langmuir,"[nan, nan, nan]"
CAVRAU_clean,0.0005515218,0.25228026,0.462560118,1.55422328,5.051563218297808e-06,Freundlich–Langmuir,[1.06161261 0.52915782 0.45747908]
CAVREY_clean,0.0004743218,0.218627715,0.408133936,1.460411554,1.8133161503464783e-07,Freundlich–Langmuir,[1.11002742 0.42771077 0.42473539]
CAVVUS_clean,0.0002993223,0.144048837,0.289818778,1.234424691,,Freundlich–Langmuir,"[nan, nan, nan]"
CAWDOU02_clean,0.0004740553,0.248618607,0.487924977,1.845458623,0.0017318843773305346,Freundlich–Langmuir,[4.05379300e+03 1.28487389e-04 5.36272985e+02]
CAWVIH_SL,0.000277616,0.124317816,0.243144387,0.96702523,,Freundlich–Langmuir,"[nan, nan, nan]"
CAXSUR_SL,0.0001646388,0.088533162,0.175656273,0.870070671,,Freundlich–Langmuir,"[nan, nan, nan]"
CAXTAY_clean,0.0001149999,0.054262938,0.110084763,0.538923823,,Freundlich–Langmuir,"[nan, nan, nan]"
CAXTEC_clean,8.44359e-05,0.063083008,0.124122667,0.602510275,,Freundlich–Langmuir,"[nan, nan, nan]"
CAXVII_clean,0.000107191,0.052812472,0.106814946,0.517890704,,Freundlich–Langmuir,"[nan, nan, nan]"
CAXVOO_clean,0.0001144582,0.052523601,0.10510534,0.512645611,,Freundlich–Langmuir,"[nan, nan, nan]"
CAXVUU_clean,9.8107e-05,0.051271828,0.102013152,0.500594797,2.6135145920591865e-06,Freundlich–Langmuir,[0.08430559 1.22572975 0.01610159]
CAXWAB_clean,0.0001380766,0.052794304,0.104593004,0.510816096,,Freundlich–Langmuir,"[nan, nan, nan]"
CAXWEF_clean,0.0001108246,0.054109665,0.106084594,0.515038333,,Freundlich–Langmuir,"[nan, nan, nan]"
CAXWIJ_clean,0.0001144582,0.053831695,0.107063848,0.519652997,3.0538868972436083e-06,Freundlich–Langmuir,[0.35705925 0.30345666 0.04512866]
CAXXEG_clean,0.0001803319,0.093336035,0.186524726,0.788896934,,Freundlich–Langmuir,"[nan, nan, nan]"
CAXZOS_clean,0.0003740428,0.185164915,0.359969015,1.644419997,7.408922143193297e-06,Freundlich–Langmuir,[0.18865225 2.06154409 0.06912246]
CAXZUY_clean,0.0004291742,0.189756814,0.369931026,1.633533282,1.8960839166133888e-05,Freundlich–Langmuir,[0.91767911 0.42637954 0.15798311]
CAYDEN_clean,7.02809e-05,0.051390683,0.101007731,0.41293871,,Freundlich–Langmuir,"[nan, nan, nan]"
CAYDIR_clean,0.0001226721,0.050543478,0.099312044,0.40655337,,Freundlich–Langmuir,"[nan, nan, nan]"
CAYDUD_clean,8.81706e-05,0.050054068,0.098832856,0.402323736,,Freundlich–Langmuir,"[nan, nan, nan]"
CAYQAV_clean,0.0001033986,0.043645382,0.087848744,0.412120685,,Freundlich–Langmuir,"[nan, nan, nan]"
CAYQIE_clean,0.0005421617,0.259699298,0.490370913,2.02427096,1.3973714046902758e-05,Freundlich–Langmuir,[0.33744646 1.68991012 0.15252014]
CAYQOK_clean,0.0005577756,0.272393986,0.502516114,2.106884322,0.000579719048148552,Freundlich–Langmuir,[1.64381066e-03 6.22647472e+02 1.10333300e-01]
CAYQUQ_clean,0.0004875986,0.238442419,0.466538395,1.921958575,,Freundlich–Langmuir,"[nan, nan, nan]"
CAYSIE_clean,9.25094e-05,0.045971018,0.093084528,0.441929871,,Freundlich–Langmuir,"[nan, nan, nan]"
CAYSOK_clean,9.09917e-05,0.051443418,0.104015962,0.47943959,,Freundlich–Langmuir,"[nan, nan, nan]"
CAYYEG_clean,9.77127e-05,0.046933124,0.091500979,0.439961585,,Freundlich–Langmuir,"[nan, nan, nan]"
CAZNEY_clean,0.0003176227,0.151886682,0.305688798,1.377127089,,Freundlich–Langmuir,"[nan, nan, nan]"
CEBDOD_clean,9.57868e-05,0.050311167,0.100031364,0.419004864,,Freundlich–Langmuir,"[nan, nan, nan]"
CECVAI_clean,0.000217538,0.112109004,0.220140071,1.032130203,6.52961908880767e-06,Freundlich–Langmuir,[0.16717502 1.37947464 0.05361734]
CEGWER_clean,0.000243354,0.114785362,0.218739779,0.81251515,7.72261196434639e-07,Freundlich–Langmuir,[1.51245869 0.15989571 0.67670441]
CEHLAD_clean,0.0002878067,0.142752126,0.275351387,1.261300945,1.977014157224962e-05,Freundlich–Langmuir,[1.51474876e-02 2.16252534e+01 5.56707913e-02]
CEJCAW_clean,0.0001980636,0.11364281,0.218100421,0.883518003,2.0188407209527397e-05,Freundlich–Langmuir,[0.6703403  0.35573655 0.29330101]
CEJZAU_clean,0.0003836997,0.197813959,0.376200835,1.572830867,2.1547628516638924e-05,Freundlich–Langmuir,[0.3266041  1.30701738 0.15117175]
CEKHIL_clean,0.0003436558,0.16747378,0.335652054,1.532299345,,Freundlich–Langmuir,"[nan, nan, nan]"
CEKROB_clean,0.0002419431,0.113842951,0.222349604,0.870536531,,Freundlich–Langmuir,"[nan, nan, nan]"
CENJIQ_clean,0.0001845498,0.081511479,0.161131819,0.703507804,,Freundlich–Langmuir,"[nan, nan, nan]"
CENKAJ_clean,0.0001488305,0.073526228,0.143839701,0.657481481,1.314153815002163e-06,Freundlich–Langmuir,[0.18875456 0.80246748 0.08772547]
CENPUI_clean,0.0012175899,0.560723776,1.001532063,2.919524634,3.364506687398778e-05,Freundlich–Langmuir,[2.82336709 0.45522498 0.66487697]
CESFIQ_clean,0.0007985174,0.381456479,0.679054927,2.611087451,0.000693620294896796,Freundlich–Langmuir,[7.64254789e-03 2.15012047e+02 1.64210223e-01]
CESFOW_clean,0.0005565324,0.261828193,0.498347299,2.019980935,9.195757432125692e-07,Freundlich–Langmuir,[0.80720907 0.69183457 0.21657311]
CETGOY_clean,0.0002468248,0.127479035,0.250097213,1.172786019,8.103333653466333e-06,Freundlich–Langmuir,[0.15576595 1.68877239 0.05106383]
CETHEQ_clean,0.000124684,0.057655201,0.113938878,0.550898281,3.1822317996333363e-06,Freundlich–Langmuir,[0.02917259 4.05626754 0.02334353]
CETJAN_clean_h,0.0002290668,0.110125772,0.212453729,0.85443634,2.9316078161485856e-08,Freundlich–Langmuir,[1.30980569 0.17485558 0.46613204]
CETNUL_clean,0.0006199363,0.282247607,0.530990298,1.888158543,7.768742982637483e-06,Freundlich–Langmuir,[2.40213351 0.25164585 0.57754924]
CEYPUT_clean,0.0006469398,0.308553648,0.565443743,1.803915674,1.794336169346595e-05,Freundlich–Langmuir,[1.97244199 0.34625908 0.63514913]
CEYPUT01_clean,0.000711084,0.314903921,0.578862705,1.816863634,9.423555366340915e-06,Freundlich–Langmuir,[2.65077994 0.26119737 0.77162706]
CEZFIY_clean,0.0002396916,0.118615066,0.231126063,0.938090617,,Freundlich–Langmuir,"[nan, nan, nan]"
cg034025wsi20030214_115651_clean,5.27647e-05,0.033632015,0.066914464,0.311103009,,Freundlich–Langmuir,"[nan, nan, nan]"
cg050585esi20051105_115011_clean,0.0006988877,0.293707548,0.514241556,1.322930659,6.088620965536011e-06,Freundlich–Langmuir,[1.78334549 0.38520063 0.88865067]
cg100357q_si_002_clean,0.0011781777,0.441849739,0.718978834,1.75493527,1.8240968569215454e-05,Freundlich–Langmuir,[0.85359648 1.42418841 0.59314552]
cg200606r_si_001_clean,0.000858707,0.402447367,0.740346514,2.38525378,1.351857165908463e-05,Freundlich–Langmuir,[2.79171224 0.31734169 0.65132606]
cg2007167_si_002_clean,0.0002288135,0.122850508,0.244424869,1.099556598,,Freundlich–Langmuir,"[nan, nan, nan]"
cg3002866_si_001_clean,0.0003996485,0.199608719,0.389169792,1.862572197,,Freundlich–Langmuir,"[nan, nan, nan]"
cg300827e_si_003_clean,0.0005275758,0.255226024,0.487997798,1.957004793,5.41640320949051e-06,Freundlich–Langmuir,[1.30596185 0.41231807 0.28509478]
cg300979c_si_002_clean,0.0002015459,0.089269836,0.177722768,0.792472146,,Freundlich–Langmuir,"[nan, nan, nan]"
cg3015354_si_002_clean,9.11197e-05,0.045567119,0.090788895,0.3993638,,Freundlich–Langmuir,"[nan, nan, nan]"
cg301577a_si_002_clean,0.0004327371,0.210583401,0.416504059,1.662667933,,Freundlich–Langmuir,"[nan, nan, nan]"
cg301725z_si_004_clean,0.0003974994,0.198906723,0.3871545,1.617214475,5.904860427260523e-06,Freundlich–Langmuir,[3.90698295 0.10476957 0.55908046]
cg400449c_si_001_clean,0.0004752784,0.233891961,0.456171024,1.87720825,2.2391463279054015e-06,Freundlich–Langmuir,[3.25087630e+01 1.47585139e-02 3.44434877e+00]
cg401887b_si_003_clean,0.0003689856,0.183200437,0.359378908,1.704271653,6.983851149112728e-06,Freundlich–Langmuir,[0.07971169 4.80502229 0.03621961]
cg401887b_si_004_clean,0.0002941622,0.173919604,0.353713023,1.648677064,,Freundlich–Langmuir,"[nan, nan, nan]"
cg500033b_si_002_clean,0.0003148894,0.148323913,0.294973298,1.232997222,,Freundlich–Langmuir,"[nan, nan, nan]"
cg500033b_si_003_clean,0.0007066334,0.309218275,0.525927843,1.510073162,4.539245150421108e-05,Freundlich–Langmuir,[0.52725783 1.51340877 0.45233414]
cg500091k_si_002_clean,0.0002766372,0.136384226,0.269066089,1.179566516,,Freundlich–Langmuir,"[nan, nan, nan]"
cg500121f_si_004_clean,0.0005828743,0.282283385,0.53131114,1.826489677,9.854248029626932e-06,Freundlich–Langmuir,[3.83730173 0.15705417 0.86382461]
cg500149s_si_002_clean,0.0001102885,0.055864118,0.10954184,0.443246592,,Freundlich–Langmuir,"[nan, nan, nan]"
cg500175k_si_001_auto,0.0003883887,0.165848619,0.3321321,1.545139756,,Freundlich–Langmuir,"[nan, nan, nan]"
cg500192d_si_002_clean,0.0086795908,0.740547373,0.894019552,1.587592532,0.01569336760126745,Freundlich–Langmuir,[ 0.2097803  82.35017761  0.66394784]
