,Adsorbent,O2_10C_0.001bar,O2_10C_0.5bar,O2_10C_1bar,O2_10C_5bar,RMSE_Langmuir,RMSE_Freundlich,RMSE_Quadratic,RMSE_Sips,best_model,best_params
0,ABAYIO_clean,0.0002638719,0.132540072,0.252508328,1.090760451,0.0016178458978754714,0.0007706029585019016,0.0016785317592564366,6.2105008684955e-05,Sips,[1.75837255e+01 1.45697269e-02 9.39924745e-01]
1,ABAYOU_clean,0.000286783,0.139225872,0.272784979,1.159416119,0.00010415770533502743,0.0027996454372050685,0.00011169624267249821,4.0192851730332775e-06,Sips,[5.99843512 0.0476426  1.00360038]
2,ABETIN_clean,0.0003550387,0.178893518,0.351670648,1.740057024,0.00123089014610691,0.00091866325062466,0.0011474712167537013,,Freundlich,[0.35274293 1.00848545]
3,ABEXIQ_clean,0.0001011279,0.042123737,0.083814211,0.375028862,0.0001765454179824782,0.000734446917791154,0.0001382235528257411,1.2611689674308462e-05,Sips,[2.27147419 0.03831211 1.01976945]
4,ABIYIV_clean,0.000188994,0.087102195,0.165457136,0.593435662,3.722753055079315e-05,0.0032298822553319512,0.0005862990052108924,1.4416704225492847e-06,Sips,[1.69299449 0.10831623 0.99784204]
5,ABULOB_clean,0.0010267868,0.484422713,0.879297305,2.784901068,0.004387501807354748,0.019279941537072423,0.009979796787074587,0.00019123165712192226,Sips,[6.92851196 0.14535913 0.95138327]
6,ABUWOJ_clean,0.0004401993,0.226331845,0.43520245,1.843864028,0.0016015895202685585,0.0029240601948776063,0.0018597172401452777,6.521420727557049e-05,Sips,[13.96763324  0.03216015  0.96538216]
7,ac403674p_si_001_clean,8.90342e-05,0.046070456,0.092070821,0.438881712,0.00010786638473844804,0.00037225067372168843,9.392242768700057e-05,1.1238876473956922e-06,Sips,[5.56904483 0.01681052 1.01096629]
8,ACAJIZ_clean,0.0001093561,0.053821417,0.104594534,0.471094146,0.0003436866440034986,0.00035408786670386314,0.0003548605141366752,1.100000637207713e-05,Sips,[6.95958093 0.01525823 0.96922649]
9,ACAJOF_clean,8.71682e-05,0.049845954,0.101629175,0.474427808,0.0006180419305431882,0.0010041694129642386,0.000561013912686626,7.97454285058875e-06,Sips,[2.61245794 0.04047628 1.05720659]
10,ACIBIY_clean,2.68048e-05,0.015701763,0.029695013,0.143350696,0.0003423453995507991,0.0002537311011851377,0.0003211586274830897,,Freundlich,[0.02999376 1.02893835]
11,ACIBOE_clean,0.0002494177,0.121054857,0.237797283,1.067869204,0.00019311907509674388,0.00139114176953418,0.000259541660797792,3.875813792411155e-06,Sips,[9.38151795 0.02600663 0.99237768]
12,ACOGAB_clean,0.0007050113,0.314520645,0.590743183,2.051323937,0.0008299681258115728,0.011954576308906817,0.0031798548116492385,9.838310013070494e-06,Sips,[5.62342307 0.11738152 0.98646726]
13,ACOGEF_clean,0.0005377384,0.286391699,0.536842845,1.892583569,0.0013395479400060176,0.009889739210230444,0.0032830343689283542,8.13320119660664e-05,Sips,[5.60992578 0.10582252 0.97607103]
14,ACOLIP_clean,0.0005350434,0.252716906,0.493653268,1.818311367,0.0024066863612203105,0.011194952615070223,0.0009080283184574323,6.77701419244992e-05,Sips,[4.67602056 0.11803159 1.04675737]
15,ACOLOV_clean,0.0002121457,0.11451881,0.228637254,1.051411713,0.0004599635417344571,0.0016051484609088838,0.00038034357471173393,2.735748666864698e-06,Sips,[7.85976894 0.02996111 1.01888859]
16,acs.cgd.5b01554_VAGNUP1452791_clean,4.15244e-05,0.020703163,0.041219928,0.201352013,1.4043880027278554e-05,4.6498024896211924e-05,1.3722066699377797e-05,4.03280126149276e-07,Sips,[8.92579546e+00 4.63949451e-03 9.96820427e-01]
17,acs.cgd.5b01686_WAHFUJ1434675_clean,0.0002029266,0.114344565,0.218781069,0.882580117,0.000677621509552588,0.0022245196144442332,0.0009429905117525566,3.925191296454454e-05,Sips,[4.52079945 0.05085581 0.97074937]
18,acs.chemmater.5b03723_cm5b03723_si_004_clean,0.0010993983,0.349759376,0.610086248,2.018233685,0.010036227696843862,0.005689075479731454,0.01282678315769579,0.00042137832289713105,Sips,[10.23957373  0.06336077  0.84153528]
19,acs.chemmater.5b03723_cm5b03723_si_005_clean,0.0004157453,0.266213816,0.494752688,2.049350644,0.005271839314475026,0.0008782391179685118,0.005508352080397486,0.00029028139140838984,Sips,[5.80103425e+01 8.60236118e-03 9.00057349e-01]
20,acs.chemmater.6b02817_cm6b02817_si_004_clean,0.0003311322,0.151401729,0.300057137,1.367280918,0.00020548258536556615,0.0019039069503339991,0.00012187438774749421,1.8086547851449e-05,Sips,[11.19057415  0.0275521   1.00640359]
21,acs.chemrev.6b00346_cr6b00346_si_001_clean,0.0004163126,0.202923665,0.399999214,1.799613349,4.380944695513853e-05,0.0025546912092965952,0.0001689464252597093,1.0557044374867774e-06,Sips,[14.58031275  0.02820806  0.99897179]
22,acs.inorgchem.5b02973_ic5b02973_si_002_clean,0.0005513654,0.228114183,0.40891221,1.270093565,0.002831160691458333,0.008666507765929326,0.005651572999266365,9.831297701855225e-05,Sips,[3.21111087 0.14592788 0.93232595]
23,acs.inorgchem.6b00081_ic6b00081_si_001_clean,0.0001711457,0.077762251,0.153902759,0.662678859,0.0003329802872825185,0.0017126677870196061,0.00021499152599234618,1.5374352934509162e-05,Sips,[3.20699082 0.05040875 1.02039696]
24,acs.inorgchem.6b00136_ic6b00136_si_002_clean,0.0013287594,0.533212449,0.965581158,2.50471546,0.005230095502923113,0.03936986249283262,0.008629465052988994,0.0002262421660879302,Sips,[3.89552216 0.32955325 1.05521882]
25,acs.inorgchem.6b00276_ic6b00276_si_006_clean,0.0014452315,0.554655361,0.940655592,2.817447938,0.017155262817054505,0.012274759269408702,0.02457306356365063,0.001061087691700286,Sips,[10.24292029  0.10113702  0.82152334]
26,acs.inorgchem.6b00433_ic6b00433_si_002_clean,0.0003767189,0.174683197,0.335425104,1.35326434,0.000771881580884192,0.003650857247400538,0.0011810137234053246,1.7132851547664642e-05,Sips,[6.52946258 0.05415301 0.9782239 ]
27,acs.inorgchem.6b00894_ic6b00894_si_002_clean,0.000556668,0.267574023,0.490569619,1.825417981,0.004801467616327949,0.004299284364917091,0.005854501084750213,0.00021151345305010772,Sips,[10.32842953  0.04986684  0.90701682]
28,acs.inorgchem.6b01211_ic6b01211_si_002_clean,0.0005788201,0.255503016,0.485890943,1.867429199,0.0013077996675281308,0.00648808595047153,0.0022325598672396072,2.0801820280139043e-05,Sips,[7.42774726 0.0699945  0.974406  ]
29,acs.inorgchem.6b01416_ic6b01416_si_004_clean,0.000317764,0.168196451,0.323193058,1.220912434,9.182291718164483e-05,0.005513112110210867,0.0006787729159399002,1.389037883356613e-05,Sips,[3.94709842 0.08918377 1.00267995]
30,acs.inorgchem.6b01569_ic6b01569_si_002_clean,6.527e-05,0.03709101,0.073886945,0.345832839,7.407851930696977e-05,0.0003698506843545353,5.804432737269631e-05,2.7220357429543205e-06,Sips,[3.5636651  0.02117241 1.00938881]
31,acs.inorgchem.6b01740_ic6b01740_si_002_clean,0.0004754571,0.205408048,0.407885872,1.927052422,3.384889154447504e-05,0.0014409680204070772,1.317938624351119e-05,3.119198779150637e-05,Quadratic,[-5.60753187e-03  4.13433757e-01  7.16648580e-05]
32,acs.inorgchem.6b01762_ic6b01762_si_002_clean,3.99732e-05,0.020814527,0.040025512,0.184161324,0.00025242861207179956,3.0255463697990975e-05,0.00024446402774136515,,Freundlich,[0.04005991 1.05507587]
33,acs.inorgchem.6b02407_ic6b02407_si_002_clean,0.0006997214,0.33316068,0.644303461,2.608969533,0.0005445334161835382,0.00773443427772416,0.00135540530533605,1.0641300764221037e-05,Sips,[11.58064083  0.05891404  0.99199799]
34,acs.inorgchem.6b02407_ic6b02407_si_003_clean,0.0006670677,0.311943962,0.594882139,2.255927435,0.0009262477965021097,0.009017864946607886,0.0022335712871947664,2.2330085644907112e-05,Sips,[8.03579713 0.07994756 0.98516654]
35,acs.inorgchem.6b02514_ic6b02514_si_002_clean,0.0001554668,0.076075495,0.152444123,0.667395344,0.0006586586488965395,0.0018485229037103253,0.0005400291510191393,1.7161612179694894e-05,Sips,[3.01310864 0.05328962 1.04076804]
36,acs.inorgchem.6b02696_ic6b02696_si_002_clean,0.0004354112,0.198837374,0.384613699,1.651790539,0.0010781536446236803,0.002579899620295321,0.0012669019333626352,2.0304006256137295e-05,Sips,[12.58944561  0.03151329  0.97362828]
37,acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean,0.0002039766,0.089744371,0.176526647,0.777415025,1.952830444657513e-05,0.0013882299070574699,6.321608729523383e-05,1.1149053946412016e-05,Sips,[5.16654019 0.03537592 1.00085446]
38,acs.jpcc.6b08594_Zn2Cd6MOF5_opt_clean,0.0001692301,0.080327119,0.162792482,0.790082673,0.0005993693354816794,0.0008580793349971037,0.0005557992475292698,1.911324240313252e-05,Sips,[7.83855168 0.02120859 1.03447342]
39,acscombsci.5b00188_24205_clean,0.0005025092,0.270903135,0.51301938,1.914116444,0.0012803969798571983,0.00781698142693675,0.0025459898960147652,7.592741531121746e-05,Sips,[6.74880845 0.08227066 0.97622859]
40,acscombsci.5b00188_3001288_clean,0.0004597127,0.200344815,0.395762709,1.959515601,0.0009670457600798983,0.0006603247428519132,0.0008900446228266106,,Freundlich,[0.39653291 1.00736594]
41,acscombsci.5b00188_34903_clean,0.0015234968,0.613077419,1.078449963,2.743162355,8.736481912268656e-05,0.03978120492839146,0.016470518685136337,5.419021176368084e-05,Sips,[4.46333078 0.31860696 1.00065147]
42,acscombsci.5b00188_5013797_clean,0.000300265,0.140283234,0.281099013,1.27196213,0.0009245260919184589,0.002581086746233088,0.0007874864160727259,3.215898995010304e-05,Sips,[7.4122048  0.0394186  1.03092753]
43,acscombsci.5b00188_5020072_clean,0.0002881079,0.134206215,0.274834113,1.310304331,0.001761356312142317,0.0024460003443364823,0.0016283563286139998,5.0168241751571633e-05,Sips,[7.97167264 0.03570728 1.06020574]
44,acscombsci.5b00188_5024922_clean,0.0003201839,0.160435022,0.315742527,1.516180713,0.0007587201577103193,8.844466973742552e-05,0.0007227578844119896,2.4442533751149277e-05,Sips,[2.77361947e+02 1.13967747e-03 9.77585123e-01]
45,acscombsci.5b00188_5036495_clean,0.0003823186,0.158201682,0.321078077,1.56722804,0.0012308146923105663,0.0016245146474172425,0.0011526368612648828,6.332805476724007e-05,Sips,[16.19350383  0.02022858  1.03585703]
46,acscombsci.5b00188_5040209_clean,0.0007873691,0.366986659,0.67504783,2.092148595,0.0006004562725051998,0.018041757967974466,0.005437323561486995,2.8132633145981205e-05,Sips,[4.49063125 0.17691899 0.99128928]
47,acscombsci.5b00188_8372_clean,0.0010405969,0.407308545,0.675018178,1.761189434,0.010587785332719464,0.014871740458946498,0.02008097013702498,0.0007000188870560487,Sips,[4.00400266 0.20280284 0.84114647]
48,ACUBAB_clean,0.0001709881,0.0820916,0.157832411,0.612417111,9.49029320741706e-05,0.002322310885903265,0.0003911471488314826,2.774869809386469e-06,Sips,[2.25469286 0.07527087 0.99428344]
49,ACUFEK_clean,0.000357184,0.174706895,0.345642863,1.581315075,6.281913334970939e-05,0.0019487012150597124,1.9201352929656533e-05,3.6160191389544896e-06,Sips,[14.46704355  0.02447652  1.00170214]
50,ACUJOZ_manual,0.000262522,0.126714611,0.247914768,1.175161971,0.0008260070930546566,5.581364420757737e-05,0.0007898730961652924,2.254619908567134e-05,Sips,[2.79608802e+02 8.87438281e-04 9.68908329e-01]
51,ACUTOI_clean,8.71734e-05,0.047584088,0.092405589,0.391664639,0.00013790574918264896,0.0008046278492706171,0.00020515877954082405,9.412873029941121e-06,Sips,[2.34368918 0.04104588 0.98596439]
52,ADARAA_clean,0.0004929978,0.21403032,0.410256331,1.781257421,0.0021321305057936447,0.001577660525725658,0.0022295758136885906,4.606519558086568e-05,Sips,[2.29859504e+01 1.81725638e-02 9.51226060e-01]
53,ADASEF_clean,0.0004264598,0.204942388,0.395849509,1.758805709,0.0016719001733815424,0.0013253443027077684,0.0017255485681686492,5.095815831596993e-05,Sips,[2.61414739e+01 1.53754851e-02 9.60424331e-01]
54,ADASIJ_clean,0.0003586742,0.165311825,0.3321323,1.496251909,0.0013276280784652811,0.0033562591046546754,0.0011431373572871467,4.574171906720746e-05,Sips,[7.9941697  0.04334764 1.03761973]
55,ADASOP_clean,0.0003783585,0.203791957,0.402430157,1.726431361,0.0007220649764702388,0.0044308633926106195,0.00039650479398083556,1.203703171582285e-06,Sips,[8.42357286 0.05017117 1.01693291]
56,ADASUV_clean,0.000320877,0.160265169,0.316277796,1.469782785,0.0002649494708209323,0.0011823799023437153,0.0002968222915958282,9.192578595352283e-06,Sips,[1.99422196e+01 1.61153068e-02 9.92160437e-01]
57,ADATAC_clean,0.0004675235,0.232907312,0.453610648,2.04465224,0.0012816411027440325,0.0017070968990895647,0.0013421451868747146,4.316559123203062e-05,Sips,[2.72961597e+01 1.68989970e-02 9.73534203e-01]
58,ADATEG_manual,0.0004479988,0.193492406,0.381578672,1.829437569,0.0007285099747427703,0.00031452459127961663,0.0006873394306494532,7.4618162313971504e-06,Sips,[1.09972938e+02 3.48182958e-03 9.82173278e-01]
59,ADATIK_clean,0.00031939,0.181732887,0.35743621,1.657810853,0.0005444045742044895,0.0011539098921828205,0.0005751614384137722,4.024555592951153e-05,Sips,[2.58946405e+01 1.39967350e-02 9.85782530e-01]
60,ADAXEK_clean,0.0004773567,0.220026392,0.418230139,1.434248788,0.0007552041842368877,0.009966181236777052,0.0010905953159602588,2.7913464107406906e-05,Sips,[3.46829715 0.1371213  1.01743752]
61,ADAXIO_clean,0.0002102121,0.11359994,0.225616721,0.89590268,0.001279634218003666,0.00431445726382833,0.000851364582309992,2.0330623149512514e-05,Sips,[2.69039186 0.09153624 1.05401798]
62,ADIQEL_clean,0.0012864019,0.543352323,0.950952098,2.814792091,0.00954584211820713,0.019845007510794144,0.01765566251739904,0.00044592723707143306,Sips,[7.04356088 0.15608937 0.90112387]
63,ADOBIF_clean,0.0004524208,0.19367597,0.329405273,0.982486178,0.005701670294484317,0.004641473199654782,0.00836797880453726,0.0003652405437667044,Sips,[3.34694999 0.10917945 0.83043827]
64,ADOCEC_clean,0.000191633,0.095273297,0.18685647,0.755187809,0.00043315146741043723,0.0028064486916995948,0.0001589287976603261,9.76544391936928e-06,Sips,[2.77251755 0.07226631 1.02199263]
65,ADOGEH_clean,0.0007517085,0.306288044,0.552551415,1.839043894,0.004839842276793297,0.008784022582144425,0.007463623863936298,0.0001703956011434289,Sips,[5.97397456 0.10192215 0.9154257 ]
66,ADUROI_clean,0.0001955539,0.112621282,0.223104805,1.062415579,0.00016036132239264286,0.0005257278076848068,0.00016983824975716762,2.0200630386349345e-05,Sips,[2.27015518e+01 9.92530315e-03 9.93334076e-01]
67,ADUWIH_clean,0.0003060631,0.13391796,0.264242018,1.241697845,0.0003177661525180499,0.0007180678241474332,0.00031887692355512967,8.583783836217633e-06,Sips,[2.29876488e+01 1.16286152e-02 9.88754195e-01]
68,ADUWON_clean,0.0004064965,0.189792616,0.375697004,1.772666328,0.00023125612202504209,0.0011312078484759787,0.0002474294363709191,5.2841713880449e-06,Sips,[2.97566859e+01 1.27870729e-02 9.94242605e-01]
69,AFEJOK_ion_b,0.0005917139,0.307760914,0.579571133,2.281522638,0.0033596557473085605,0.005292897228201045,0.004170409750835938,0.00014769951012715124,Sips,[12.73185542  0.04769294  0.94516296]
70,AFITEP_clean,0.0008001838,0.379420893,0.705702896,2.440704542,0.0024310420176733567,0.013133935929307155,0.005255307763118476,9.235514742724483e-05,Sips,[7.12225513 0.10998232 0.96685489]
71,AFITUF_clean,0.0003131309,0.139893992,0.272486509,1.044694935,0.00074074504943975,0.005023601410159302,0.00013475027286296334,3.2042151287834544e-05,Sips,[3.1916145  0.09334485 1.02591436]
72,AFIXAO_clean,0.0002956582,0.132011374,0.256244996,1.006773266,0.00027036675709462947,0.003972727478201784,0.00018120462695787453,1.9026269049242226e-05,Sips,[3.56597939 0.07742144 1.01000785]
73,AFIXES_clean,0.0002632868,0.133843591,0.253851675,0.99697878,0.0010408112890856413,0.00274572702452648,0.001426490044360143,4.365448303186374e-05,Sips,[4.78892779 0.05597559 0.9611639 ]
74,AFOVEX_clean,0.000301822,0.155621525,0.30057104,1.286263539,0.0009073763412523342,0.0020219062251232464,0.0010681711209458496,3.7752773013685276e-05,Sips,[9.76749687 0.03174974 0.97161645]
75,AFOYAW_clean,0.0004405726,0.199886813,0.391205107,1.657774379,9.427035800231549e-05,0.004032258070605685,0.0002193164354154194,1.844119097371651e-05,Sips,[8.5356224  0.04803346 1.0022304 ]
76,AFOYEB_clean,1.90096e-05,0.011619637,0.02342343,0.106357697,0.00010487224896846819,0.00023598768552108548,9.10145246501755e-05,3.7743721830446477e-07,Sips,[0.57110233 0.04276853 1.04214804]
77,AFOYIE_clean,0.0003258075,0.145182665,0.293422255,1.362869866,0.0012774193823346463,0.00251825378195718,0.0011536944155294826,4.836031627384711e-05,Sips,[8.50624824 0.03572719 1.04089146]
78,AFOYOK_clean,0.000290113,0.145852204,0.289138457,1.316797608,0.00021998230295812419,0.0018654341947254764,0.0001321547279475748,3.596414195018455e-06,Sips,[10.61047545  0.02801365  1.00714145]
79,AFUKET_clean,0.0004712604,0.216661986,0.399449028,1.399910135,0.0024058496042142427,0.006210334918737098,0.0038346088529608766,8.956650668522438e-05,Sips,[4.73458361 0.09214337 0.94221876]
80,AFUKIX_clean,0.0002858021,0.145814829,0.281942593,1.25484309,0.0011391243706961587,0.0009630690847252692,0.0011803408374873121,4.308498243512172e-05,Sips,[1.83122257e+01 1.56372601e-02 9.62153389e-01]
81,AGABIU_clean,0.0001723032,0.079334864,0.157851287,0.769147214,6.578869995041378e-05,0.00019150587410482063,6.158362688572544e-05,4.6781633692842905e-06,Sips,[3.17159798e+01 5.00191745e-03 9.96118206e-01]
82,AGIREP_clean,0.0002608505,0.128024917,0.2573071,1.152931461,0.001090228810490456,0.0027411902134003383,0.0009319998368528948,2.8303868341073128e-05,Sips,[5.86914218 0.04585068 1.03990805]
83,AGOFEJ_clean,0.0002963536,0.147772964,0.293201248,1.341247169,0.00023928694155469135,0.0018273379158599743,0.0001565025837445704,5.388899704797804e-06,Sips,[11.17553713  0.02694285  1.00765747]
84,AGONAM_clean,0.0001045856,0.056981961,0.11201691,0.505999469,9.323808696167343e-05,0.0006135965639813167,0.00012252402998073398,8.242056032063556e-06,Sips,[4.7370063  0.02421998 0.99222068]
85,AGONEQ_clean,0.000191555,0.090182194,0.181076973,0.82905593,0.0006111826275187715,0.0015480981413588323,0.0005328470693821979,2.0421616903530656e-05,Sips,[5.17045567 0.03629239 1.03171591]
86,AGUBUA_clean,0.0029268828,1.07334145,1.692474808,3.213242372,0.0037029592255518723,0.08000437128973581,0.06533847245876385,0.00022433315727132748,Sips,[4.20876767 0.67262016 0.97446191]
87,AHAMAY_clean,0.0001684251,0.075873041,0.139443171,0.463634877,0.0006166484627514731,0.0027699073402563507,0.0013079276352101245,2.10775944718763e-05,Sips,[1.26656647 0.12371698 0.95722014]
88,AHEQAH_clean,0.0003346222,0.171412543,0.339153538,1.574622835,8.221613903610172e-05,0.0014746540622857353,0.0001323514288505919,8.15225057069674e-06,Sips,[18.4926531   0.01868256  0.99774016]
89,AHIYOH_clean,0.0003928839,0.166373283,0.312988506,1.061874719,2.236051596679363e-05,0.007116300258596496,0.0014467231776705027,1.851016914139361e-05,Sips,[2.64570669 0.13417299 0.99961243]
90,AHOKIR_clean,0.0002358943,0.121504872,0.236815373,0.916726047,0.000591293802171756,0.004187819998517979,9.666498120146969e-05,8.57899610158265e-06,Sips,[2.90444234 0.0887737  1.02379336]
91,AHOKIR01_clean,0.0004438866,0.22306698,0.420800319,1.334986188,0.0015314768388231227,0.012459956571821583,0.0012418558342804518,2.7090944964773372e-05,Sips,[2.70154243 0.18450108 1.03559577]
92,AHOKOX_clean,0.0002835702,0.128190281,0.251408769,1.05094835,0.0002897871135096643,0.0030065555744109283,4.063033547718097e-05,1.8649652960460577e-05,Sips,[4.73170458 0.0561142  1.01087535]
93,AJAKON_clean,0.000344465,0.156308187,0.311438819,1.187111253,0.0024454338358872664,0.007307377960950732,0.001640566469012142,6.89143945075162e-05,Sips,[3.00974974 0.11541936 1.07517094]
94,AJAYIT_clean,3.81191e-05,0.016721584,0.032690316,0.155502686,0.00011787056016965614,8.832741215642144e-06,0.00011148500846462502,,Freundlich,[0.03270062 1.0321775 ]
95,AJIGIL_clean,0.0001096495,0.056858993,0.113513307,0.507751184,0.0003227228641875794,0.0010747886482776177,0.0002605660065555805,5.706599870233409e-06,Sips,[2.86852262 0.04120246 1.02675916]
96,AJOTEY_clean,0.0002733553,0.137206023,0.267479823,1.178776371,0.0005090069193817261,0.0016005365231721122,0.0006021576070959252,1.8760971666832667e-05,Sips,[10.07722152  0.02726682  0.98213486]
97,AJOVEB_clean,0.0002563082,0.122162421,0.234314708,0.87250127,0.00010202251960189282,0.004221575497148661,0.0005125937658119791,3.451440846077544e-06,Sips,[2.68658852 0.09554993 1.00415973]
98,AKEDIF_clean,0.0005059555,0.244011656,0.476634448,1.929035786,0.0006573240525607454,0.006708673977235542,5.97841717320407e-06,2.0439859488123842e-05,Quadratic,[-2.27059888e-02  4.99334874e-01  1.10143651e-05]
99,AKOBAF_clean,0.0003712947,0.186496017,0.352380651,1.30486925,0.0009530349907359614,0.0054524897514521675,0.0018639930738372575,4.2687800728661965e-05,Sips,[4.52992162 0.08435164 0.9742001 ]
100,AKOXIJ_clean,0.002980167,0.790849735,1.250869776,2.820214553,0.020819363444601825,0.03482450843378412,0.049408507590764185,0.0013335113665298801,Sips,[5.17270643 0.31903027 0.82251695]
101,AKUKUO_clean,0.0003708321,0.178855021,0.343344162,1.241964956,0.000608199605040339,0.007163490400195997,0.0005058212010001405,1.551713776341055e-05,Sips,[3.37852206 0.11312143 1.0169964 ]
102,ALAMUW_clean,0.0004338711,0.197420714,0.397176216,1.649172137,0.0027400223260054947,0.007007446712595454,0.0021847708617019515,8.050790395061337e-05,Sips,[5.35329447 0.08013823 1.06548344]
103,ALANAD_clean,0.0003631738,0.1734923,0.351778027,1.560611227,0.002263814093152867,0.004673598732580055,0.001978132932622643,5.9427055068197674e-05,Sips,[6.53895799 0.05685576 1.06075387]
104,ALEJEI_clean,0.0003565023,0.181405854,0.34786888,1.595882499,0.0023805658009245835,0.00036955564473402147,0.0023033435785238033,,Freundlich,[0.34829932 1.0573783 ]
105,ALEJIM_clean,0.0003844592,0.195846855,0.384482592,1.697026269,0.00015579324831536473,0.0027963361333263304,0.0003218437502714523,1.1587847405638032e-05,Sips,[12.12165003  0.03275773  0.99620067]
106,ALICAA_clean,0.0001399152,0.066143374,0.129941925,0.535628439,0.0002599458575476367,0.0017630770529098142,0.00010366782150508623,9.301745375620719e-06,Sips,[2.15502575 0.06416606 1.01893474]
107,ALIXAU_clean_h,0.0001241378,0.06000675,0.120825028,0.525458806,0.0006726531833892459,0.0016522765124882466,0.0005634400262554153,1.7549644275999597e-05,Sips,[2.13574662 0.05996494 1.05260283]
108,ALIXOJ_clean,0.0002343318,0.128599981,0.255807112,1.137282336,0.0005743917405776153,0.0023750147227253877,0.0004311050352320048,2.1346286159110797e-06,Sips,[6.52658836 0.04079349 1.02113764]
109,ALIXUP_clean,4.70221e-05,0.022107299,0.045070677,0.220967883,0.00021072471078964648,0.00025119941070379125,0.00019621142708272466,6.4916746027290955e-06,Sips,[2.0861813  0.02208138 1.043785  ]
110,ALOLES_ion_b,1.32375e-05,0.006131386,0.012096701,0.057549587,1.9225131071901206e-05,1.9336417724423407e-05,1.8627059151345964e-05,1.2849281118569875e-07,Sips,[1.79508222 0.00678452 0.98514952]
111,ALOLIY_clean,3.44083e-05,0.012798155,0.025451795,0.126828873,2.9466273416337143e-05,2.2212654346724693e-05,2.550042413813641e-05,,Freundlich,[0.02547722 1.00273883]
112,ALONEV_clean,5.98373e-05,0.028419436,0.058298901,0.26639223,0.0004669144778726439,0.0007557916256989097,0.0004235170243489574,1.1699126776715015e-05,Sips,[1.14928494 0.0534367  1.0755455 ]
113,ALUJIB_clean,0.0001944417,0.111256348,0.219167942,0.896492339,0.0006278467530013025,0.003247600624455829,0.00032611601012169276,1.5229503427055118e-08,Sips,[3.34181369 0.07018662 1.02716329]
114,ALUKIC_clean,0.0003139673,0.142492192,0.284520633,1.357162586,0.00027438316629544644,0.001083150572563927,0.00024257753751742437,2.119091893917014e-05,Sips,[1.82467429e+01 1.58399146e-02 1.00899922e+00]
115,ALULEZ_clean,0.0001970738,0.120874004,0.238853485,1.171252898,0.0005023645645103913,0.0001820047450563095,0.00047828635546631374,,Freundlich,[0.23906282 1.01280349]
116,ALULID_clean,0.0001872282,0.125607087,0.251772979,1.135809871,0.0008698100074288641,0.0023972449781049887,0.0007244720657155937,1.1068597337327794e-05,Sips,[6.40175868 0.04093883 1.03251002]
117,ALURAB_clean,0.0002384956,0.10750697,0.214620677,0.944714092,0.0007164532652659382,0.0023375656331678547,0.0005745101452863995,2.8764948791305112e-05,Sips,[4.69118964 0.04794296 1.03145008]
118,ALUREF_clean,0.0002156609,0.110693678,0.218290718,0.96983859,8.217785934692039e-05,0.0016583760846358357,1.3003938547548699e-05,2.280159857489872e-06,Sips,[6.67095938 0.03382954 1.00353831]
119,ALURIJ_clean,0.0002589065,0.115416477,0.226705678,0.973986117,0.0001323901490285995,0.002222401450427351,2.3709913226557712e-05,1.5405215580022637e-05,Sips,[5.26647204 0.04498328 1.00546916]
120,am301365h_si_002_clean,0.0002540466,0.116119689,0.230182055,1.066119972,5.59083610745291e-05,0.0011369310179909686,1.6252707584680684e-05,1.1296477268936508e-05,Sips,[11.08801376  0.0211996   1.00222976]
121,AMAFOK_clean,0.0002286972,0.105345688,0.203310287,0.773071162,0.00020303384862026792,0.0035249081597245584,0.0002600861403012799,1.0645584661333648e-05,Sips,[2.47263258 0.0895906  1.00951427]
122,AMAGAX_clean,0.0001933836,0.095867835,0.183853184,0.763486154,0.000660301483409357,0.0014699857851516783,0.0008086410189555829,2.3995893053907507e-05,Sips,[4.89788056 0.0390015  0.96614726]
123,AMILOY_clean,0.0003649211,0.171486102,0.326374997,1.087360587,0.0010940430402368528,0.00874159757790951,0.0006032980988354126,3.1596443192144395e-05,Sips,[2.39616729 0.1576844  1.0325327 ]
124,AMILUE_clean,0.0003932211,0.169351686,0.323732671,1.060882211,0.001639528412705827,0.009454267430988187,0.00020054941856603676,6.154329903941074e-05,Sips,[2.1919201  0.17328604 1.04929611]
125,AMIMAL_clean,0.0003574737,0.178260229,0.324544434,1.044673757,0.0016470150588696727,0.006817217492297379,0.003554152189966898,8.057516773714372e-05,Sips,[2.70063231 0.13658968 0.95070344]
126,AMIMEP_clean,0.0003723685,0.176514566,0.326604376,1.047844846,0.00040107659028205055,0.008046645832045712,0.002389650425208425,1.893471772154351e-05,Sips,[2.4118575  0.15662619 0.98804551]
127,AMIZIG_clean,7.2332e-05,0.028589237,0.056836028,0.26658424,2.9218656118195724e-05,0.0002504506285686711,2.2439711029733846e-05,8.132132425219234e-06,Sips,[3.10231148 0.01866237 1.00462557]
128,AMOYOR_clean,0.0003921153,0.185541294,0.355290334,1.232029497,0.0010531725677715212,0.00862535530111003,0.0004407955165717376,3.03476646184081e-05,Sips,[2.95171816 0.13683775 1.02860689]
129,AMUFOF_clean,0.0001780442,0.068777115,0.133465933,0.569968062,0.0002542471423745579,0.0010508545853362553,0.0003283053487754088,1.0708887339624602e-05,Sips,[3.74420134 0.03696354 0.98207095]
