,Adsorbent,O2_10C_0.001bar,O2_10C_0.5bar,O2_10C_1bar,O2_10C_5bar,RMSE_Langmuir,RMSE_Freundlich,RMSE_Quadratic,RMSE_Sips,best_model,best_params
758,CUTCAX_clean,0.0006050828,0.32746878,0.621707231,2.228150882,0.00020162777561612787,0.012113752495810495,0.00228718547916084,4.921452014473956e-05,Sips,[6.3646084  0.10825697 0.99698145]
759,CUTFII_clean,0.0008336412,0.388996067,0.72093248,2.351946442,0.0011834030210766781,0.016859253755856268,0.00521252911220446,4.4370828845020555e-05,Sips,[5.65485504 0.14611793 0.98405846]
760,CUTGEF_clean,0.0008787953,0.367133244,0.651866891,2.057439328,0.006487122443181349,0.011508227137718693,0.01058909752848,0.0002748464432438468,Sips,[6.01065623 0.12164851 0.90314218]
761,CUVGIK_clean,0.0007771371,0.36601458,0.693926749,2.550830734,0.001145583140221647,0.01168931211119162,0.003062760625197393,3.389031011374581e-05,Sips,[8.24527763 0.09189456 0.98422   ]
762,CUVGOQ_clean,0.0008708273,0.404890218,0.764024922,2.699759683,0.000837858484868933,0.014941332652826062,0.0035905475074773834,2.1001944544732787e-05,Sips,[7.64804187 0.11098546 0.98946244]
763,CUVTUJ_clean,8.19181e-05,0.04392593,0.088498301,0.435503533,0.00017946726799316414,0.00025459913213848553,0.0001653010569677248,1.6925866275672328e-06,Sips,[7.73767441 0.01156965 1.01895592]
764,CUVVOG_clean,0.0003908014,0.181480746,0.358239308,1.500952031,0.0008936342055049499,0.004678256405461025,0.0005173071527015192,3.400910224911702e-05,Sips,[6.27147399 0.06058247 1.02358316]
765,CUVXAT_clean,0.0003685298,0.173449798,0.331051584,1.35503017,0.0013784910918964639,0.0027564689486196618,0.0016881228348991236,4.188999934515412e-05,Sips,[8.33494878 0.04136151 0.96070238]
766,CUWNIT_clean,0.0002509487,0.134276264,0.261859315,1.109717476,0.00014501697891965658,0.0025088848987472163,0.00034941774427518774,1.632829331005857e-05,Sips,[6.09612107 0.04488312 0.9948095 ]
767,CUWNOZ_clean,0.0004566784,0.204657369,0.388714336,1.474075149,0.0009565523816291076,0.005571860891231556,0.0017897135161100168,1.7547133971584264e-05,Sips,[5.49841184 0.07607398 0.97656429]
768,CUXFIL_clean,0.0004289368,0.206795723,0.396935164,1.4865712,0.00014825867035103273,0.006999534259661773,0.0008514085075874275,2.846595889466715e-06,Sips,[4.66561132 0.09298786 1.00356731]
769,CUXFUX_clean,0.0005622022,0.285007308,0.5317348,2.101083115,0.004289423489949285,0.0036387522900910396,0.004936879036554995,0.0001854177349106462,Sips,[15.24744841  0.03613449  0.92381014]
770,CUYWUP_clean,0.0005182773,0.241877786,0.467367867,1.943758359,0.0009178177512275455,0.0043925717436360204,0.0013251119045683385,1.8488934185037693e-05,Sips,[10.79001867  0.04527602  0.98146462]
771,CUYYAX_clean,0.0006903879,0.320605303,0.589674705,2.172114194,0.005096282628870758,0.006118375046087213,0.0065061035578194175,0.00020638612511061406,Sips,[10.54192892  0.05925161  0.91773114]
772,CUYYEB_clean,0.0007245556,0.323080449,0.593142723,2.163052727,0.005134731209670821,0.006483964099387462,0.006667522892585304,0.0001955118830315061,Sips,[9.98964559 0.06312504 0.91748229]
773,DABMUR_clean,0.0004990686,0.234431142,0.461824727,2.076534678,0.00010447680871011814,0.0029166135641180927,0.00024336662590172345,8.686880796038521e-06,Sips,[16.99644873  0.02793075  0.99788296]
774,DACFAR_clean,0.0007629915,0.345526158,0.60878548,2.072512432,0.009355250966279796,0.005336349411282206,0.011742172829881268,0.0005103119740867878,Sips,[11.28617705  0.05702097  0.85272569]
775,DACSEI_clean,0.0024015559,0.662775319,1.06243824,3.072663484,0.032256135624548675,0.005543552188135388,0.0417906467397551,0.003125238593561295,Sips,[29.53081402  0.03735066  0.70482324]
776,DACYUE_clean,0.0005806407,0.27824521,0.552203036,2.388530063,0.0014437599780526924,0.006225171216260878,0.0010210621551930328,4.568774767393265e-05,Sips,[11.44580712  0.05069046  1.02466029]
777,DACZUF_clean,0.0003794118,0.216031698,0.409832386,1.455484873,5.926372312862261e-05,0.008270678383683238,0.0015098499800863146,4.000405808985946e-05,Sips,[4.03369104 0.11309324 0.99897477]
778,DADLEC_clean,0.0002641502,0.122478707,0.24397041,0.949792454,0.0017124623923671515,0.005244417649014295,0.0011705439296334473,4.732468722456908e-05,Sips,[2.58889338 0.10404152 1.06702196]
779,DADLIG_clean,0.0003351588,0.15601352,0.299551846,1.128223304,6.683040917134951e-05,0.005144302994503565,0.0006534467907121363,6.696998015876937e-06,Sips,[3.62368003 0.09011434 1.00211901]
780,DADLOM_clean,0.0002853786,0.171170097,0.339354233,1.495374966,0.0006112292770010544,0.003193136195297626,0.00040392192662364165,1.4542846828390365e-05,Sips,[8.45628817 0.04180823 1.01695654]
781,DADPEG_clean,0.0001233253,0.057927817,0.111536986,0.51793232,0.0007020772899418357,0.00014335022506664096,0.0006726477219872279,,Freundlich,[0.1117061  1.04920999]
782,DADXUE_clean,0.00122813,0.470677283,0.778727336,1.702937491,0.0026115144719959555,0.031296527363491096,0.02181711614957904,0.00011202982420210177,Sips,[2.50186028 0.45193238 0.96373196]
783,DAFJOM_clean,0.0005757282,0.267333636,0.523952971,2.27087356,9.936133302060885e-05,0.00448964838820247,0.0003978010110658206,1.2281738833871706e-05,Sips,[13.88984382  0.03920072  0.99822772]
784,DAFYAN_clean,0.0002532591,0.130425735,0.258720322,1.219006032,3.0091127895598274e-05,0.0009218996461490924,5.568960178493786e-05,5.657949053753571e-06,Sips,[1.73936186e+01 1.50990382e-02 9.98930822e-01]
785,DAFYOB_clean,0.0002788544,0.132629628,0.265748262,1.29726309,0.0002823576179645517,0.0006576878532388276,0.00026093589142348153,1.4107126970753793e-05,Sips,[2.66138369e+01 1.00860407e-02 1.00991804e+00]
786,DAGDIZ_clean,0.0001241438,0.05690423,0.110856294,0.499768712,0.00030726856941478754,0.0004212984728700193,0.00032046666035322554,5.383956210257726e-06,Sips,[6.60829962 0.01706155 0.97402419]
787,DAGDUL_clean,0.0001538727,0.084442415,0.165924077,0.697919159,0.00022578002020590905,0.001955483760314374,6.389558300049445e-05,3.1386954346100775e-06,Sips,[3.18898277 0.05488619 1.01285781]
788,DAGJED_clean,0.0004827794,0.210296581,0.400953624,1.483174666,0.0002570656051005099,0.006980022396642776,0.001328549616549962,1.2690714426813062e-05,Sips,[4.68105625 0.0936784  0.99387738]
789,DAHPAE_clean,0.0001152597,0.06044308,0.118410873,0.537016184,0.00020322763419886307,0.0005229524901865198,0.00022407713857060195,9.826221351055983e-06,Sips,[6.16786014 0.01957388 0.98392914]
790,DAKVIW_clean,0.0003240991,0.167341504,0.329647654,1.311217362,0.0012661977294866492,0.005717947542385659,0.0006836016327415891,2.325682500276757e-05,Sips,[4.25751701 0.08392515 1.03653324]
791,DAKVOC_clean,0.000524727,0.249250302,0.46538804,1.831567049,0.00360155510029188,0.0034311927939174145,0.004198381434914489,0.000138547663638409,Sips,[12.39159469  0.03902292  0.92684661]
792,DAKVUI_clean,0.0004181797,0.209325495,0.402435246,1.626387943,0.0008408269072144656,0.00441886669911043,0.0013335736526757026,3.412093570040154e-05,Sips,[7.79284459 0.05445389 0.98024174]
793,DALVAQ_clean,0.0001848174,0.080811857,0.157100006,0.664199333,0.00018410461367527733,0.001437118201668793,0.00029852793351727497,3.976893569650589e-06,Sips,[3.7987214  0.04314009 0.98894954]
794,DAMDUT_clean,0.0003317933,0.152642685,0.296834516,1.282833305,0.0005417660904778247,0.0021465884879530665,0.0006886593672022163,6.818266998632328e-06,Sips,[9.14504524 0.03354743 0.98282643]
795,DAMYUO_clean,0.0003271056,0.156015409,0.303542029,1.343185343,0.0007514859195577855,0.0015803810971327464,0.0008341748145056014,1.887741911434183e-05,Sips,[13.09563211  0.02372894  0.97676492]
796,DAMZEZ_clean,0.0002516374,0.112132498,0.209925241,0.717502968,0.0003055778142733733,0.004419919024244468,0.001219942191508521,4.215759009494494e-06,Sips,[1.89742536 0.12440024 0.98594936]
797,DANFUW_clean,0.0001687931,0.074738155,0.146275677,0.586996624,0.0003087919352555182,0.0022294193682091843,8.574485611439647e-05,1.600409560511183e-05,Sips,[2.12390171 0.07396505 1.02001803]
798,DANZOJ_neutral,0.0001643411,0.078559668,0.153066361,0.692630549,0.0004367918764481901,0.000535655559455642,0.00045206075705837736,1.1329580273701507e-05,Sips,[9.92513005 0.01566371 0.97327174]
799,DAPBED_clean,0.0005109684,0.238357012,0.460745088,1.854070581,0.0003357580483313592,0.005748878089760279,0.0009539078048094332,1.0050288873444622e-06,Sips,[7.94404743 0.06156976 0.99309436]
800,DAPBIH_neutral,0.0001660227,0.089140528,0.175374522,0.778059555,1.8392539245437026e-05,0.001271228134878807,9.109587086882357e-05,8.075672526374742e-06,Sips,[5.58433485 0.03242301 0.99911424]
801,DAPHOU_clean,0.0002806152,0.167670418,0.337061751,1.454099049,0.001846357671569602,0.004744036660591012,0.0015091749809568722,1.5148131601679816e-05,Sips,[5.75419974 0.06222131 1.05179939]
802,DAPXID_ion_b,0.0001704166,0.084051094,0.166579433,0.800919324,0.000149367035663598,0.0002649272185775251,0.00014631319688830508,3.630219235573873e-06,Sips,[2.51937468e+01 6.65594862e-03 9.91625765e-01]
803,DAPYAW_clean,0.0002265398,0.123489957,0.243660496,1.016017372,0.0006239960623333559,0.0032664263846382507,0.0003475166792173996,3.793256268006479e-06,Sips,[4.14556788 0.06244648 1.02423735]
804,DARBUU_clean,6.12175e-05,0.03305247,0.06697853,0.324930746,0.00024606724185605275,0.00035431759613235744,0.00022658210610433828,3.6438818545984224e-06,Sips,[3.21196358 0.02129691 1.03441147]
805,DARSEV_SL,0.0003027607,0.132547043,0.27108915,1.121209195,0.0028530470564541908,0.005749888099871625,0.0024076112082097373,7.715077208683876e-05,Sips,[3.14310437 0.09438942 1.10019704]
806,DAWBIO_clean,0.0001772447,0.094269835,0.182754845,0.709368934,0.00022340894395402134,0.002990372059865817,0.00013973423587457316,2.6584079639978315e-06,Sips,[2.39450412 0.08262913 1.01163742]
807,DAWBOU_clean,0.000211766,0.096222686,0.184491397,0.717954258,0.0002444519531823946,0.002561082277878415,0.0005732587213272172,1.9003407882671707e-06,Sips,[2.77716512 0.07115877 0.98740651]
808,DAWBUA_clean,0.0001956545,0.101265653,0.195524429,0.770472947,4.493094263780906e-05,0.0027693337464023715,0.00037270557571648537,8.448259922571284e-06,Sips,[2.94426139 0.07113257 0.99785631]
809,DAWCAH_clean,0.0002325381,0.1071233,0.203667785,0.800592015,0.0007300795943047765,0.0022876268572453074,0.001038370246861975,1.996635740010791e-05,Sips,[3.72250587 0.05787951 0.96602   ]
810,DAWCIP_clean,0.0003844066,0.20247857,0.39481155,1.636478551,6.732952696005646e-05,0.0045630181932218815,0.00035106692844690326,1.3806162837425884e-05,Sips,[7.5674494  0.05504418 1.00157817]
811,DAWCOV_clean,0.0004114162,0.225170369,0.448121375,1.885700983,0.0018471618714352663,0.00640930780161752,0.0013396636424147944,2.3420550168030968e-05,Sips,[7.30603837 0.06534357 1.03901975]
812,DAWDAI_clean,0.0002654376,0.129163954,0.243822919,0.851435353,0.0001254587341892856,0.005056584272483371,0.0010771452507514444,8.400254903981712e-06,Sips,[2.29644728 0.1187861  0.99505643]
813,DAWWAB_clean,0.0001526962,0.069780368,0.141496707,0.612321049,0.0010228391096354344,0.0021936592829253595,0.0008764790417239355,2.92714428501508e-05,Sips,[2.23652358 0.06753905 1.06840647]
814,DAWWEF_clean,0.0001765453,0.080436856,0.161224649,0.77057089,0.000279539060385301,0.0007094814829719058,0.0002539571622781094,1.4897332389011843e-05,Sips,[9.02835327 0.01818224 1.01621208]
815,DAXHIV_clean,0.0004172575,0.198265829,0.388749079,1.777838822,0.0006919984054900354,0.001494850441907786,0.000733643206269697,1.3169650924131821e-05,Sips,[2.33576061e+01 1.69250697e-02 9.83325687e-01]
816,DAXHIV01_clean,0.0004317889,0.198514938,0.395570513,1.799893269,0.0007560827536590905,0.0029944857423366876,0.0006114370963961614,3.547764409043917e-05,Sips,[12.51500032  0.03263929  1.01794003]
817,DAXHUH_clean,0.0003757394,0.195141588,0.389899132,1.781141591,0.0009267422419627255,0.003026323234540243,0.0007717337414503464,1.5243971153705727e-05,Sips,[12.11946221  0.03324069  1.02233064]
818,DAXHUH01_clean,0.0004048021,0.202967761,0.403020947,1.842181593,0.00040520754447290127,0.00260155658185592,0.00028446051500172556,8.349480068829891e-06,Sips,[14.85369291  0.02788941  1.00943583]
819,DAZCAK_clean,0.0003398872,0.182301312,0.360849703,1.541430765,0.000885156141798521,0.004284394822807975,0.0005653009514880998,7.896330693098529e-06,Sips,[7.03331386 0.05408039 1.02316679]
820,DEBGIA_clean,0.0002677333,0.14251811,0.275102089,0.976339345,0.0010352820944433273,0.0065294937640629006,4.166588554915256e-06,1.2911188860216659e-05,Quadratic,[-1.99636780e-02  2.95092353e-01 -3.03854153e-05]
821,DEBWAK_clean,0.000136035,0.072060377,0.145555757,0.668469199,0.0006648078077583635,0.0013782962052313222,0.0005895798727596699,1.178170112740353e-05,Sips,[3.80600452 0.03976439 1.04296108]
822,DEFKUU_clean,0.0001141651,0.064943018,0.129683075,0.57093675,0.0004397655681830221,0.001417777867429703,0.0003481975468126254,2.592397599956129e-06,Sips,[2.82601246 0.04809613 1.03197094]
823,DEGJIK_clean,0.0004769269,0.229585166,0.426047757,1.270241189,0.0013004795348231315,0.013724102292873226,0.002356193562355093,2.7859620402887608e-05,Sips,[2.38033981 0.21800563 1.03016862]
824,DEJCIF_clean,0.0002255091,0.121244168,0.23969339,0.952794151,0.0011119798773744877,0.004342187090029617,0.0006740748759927496,1.6716334335516334e-05,Sips,[2.98746557 0.08723175 1.04415101]
825,DEJJIN_clean,9.35395e-05,0.040633575,0.081828388,0.400476435,0.00017052002669830068,0.0002673036277037834,0.00015985288946416515,1.0532333242085765e-05,Sips,[6.28781852 0.01318535 1.0194517 ]
826,DEJRUH_clean,0.0004345132,0.219507743,0.422510919,1.685888066,0.0005791496450625255,0.005233482004149949,0.0011859154659899524,2.8121664270398684e-05,Sips,[7.24702904 0.06191088 0.98702066]
827,DEKHEH_clean,0.0002957086,0.14976676,0.288039519,1.223969207,0.00107492955619781,0.001870540665617229,0.001235577091449082,4.139617807872316e-05,Sips,[9.57729889 0.03100798 0.96490184]
828,DEKHUX_clean,0.0003691936,0.176384565,0.347157386,1.426515733,0.0008721711021731246,0.00493787685847313,0.0004312516794869297,2.744757547340335e-05,Sips,[5.51025338 0.06723807 1.02379713]
829,DEKPUF_clean,0.0002685754,0.139503338,0.269844123,1.136063749,0.000577401555998177,0.0022970907015781453,0.0007798268830242437,2.708891586491115e-05,Sips,[6.9213017  0.04056932 0.97984715]
830,DELGEI_manual,0.0002639177,0.143267899,0.28288428,1.364663073,0.0005123446190908995,0.00015413478206112772,0.0004922925319963653,2.7349431360320156e-05,Sips,[1.25910522e+02 2.25177466e-03 9.83119748e-01]
831,DEPXAY_clean,0.0004134817,0.212163573,0.415796543,1.778444202,9.585309010887943e-05,0.004052756478916481,0.00020949306050327857,7.282269627357949e-06,Sips,[9.65158255 0.04502018 1.00216763]
832,DEPXIG_clean,0.0002975522,0.140450953,0.275628268,1.153581252,0.00034447048590614696,0.003301505315530558,7.099967957243026e-05,1.4641292583650051e-05,Sips,[5.18874103 0.05610045 1.01180467]
833,DEPXOM_clean,0.0002518502,0.099380105,0.196401813,0.896367388,2.554906797195251e-05,0.0011057377591267672,3.473715113616424e-05,2.5417093236690027e-05,Sips,[8.20615093 0.02452025 1.0001239 ]
834,DEQFOU_clean,0.0001835875,0.092600389,0.176345211,0.787110537,0.001332943424814685,5.190833954121252e-05,0.0013160673593930036,,Freundlich,[0.17634952 1.07589901]
835,DEQVIF_clean,0.0002440904,0.109070105,0.212642593,0.938994898,0.00041550770733126807,0.0012360566961468367,0.0004806346710818504,1.8380820266835705e-06,Sips,[8.25151633 0.0264518  0.9816457 ]
836,DEYJIC_clean,0.0003482118,0.176021087,0.338788771,1.307333442,5.3982073737191225e-05,0.005230611163708779,0.0007296590757546698,1.0581263837123135e-05,Sips,[4.61714939 0.07918667 0.99851271]
837,DEYJOI_clean,0.0003660718,0.177526753,0.342382169,1.320873961,0.00010378754596036498,0.0054345724346516,0.000586572551034074,1.616604087747294e-06,Sips,[4.56007853 0.08117752 1.00288602]
838,DEYLUQ_clean,0.0001643337,0.086414345,0.170366082,0.702247146,0.00047246643524940374,0.0024330250703630423,0.0002565646851803263,6.35671855720952e-06,Sips,[2.70630921 0.06718049 1.02627528]
839,DEYNIG_clean,8.03166e-05,0.03561644,0.067084698,0.257841078,0.0003260451648472159,0.000762819651157847,0.00044630678547285304,8.77414451937185e-06,Sips,[1.17593009 0.06049996 0.95384953]
840,DEZKAW_clean,0.0002319196,0.129000154,0.255267179,1.182103137,3.830342497303454e-05,0.0011748818360505064,8.166492366627824e-05,1.5369628578723107e-05,Sips,[13.14399218  0.0198055   0.99871212]
841,DIBPAH_clean,0.0004312827,0.208306951,0.410955108,1.550116116,0.002511875084662186,0.009233247342472196,0.0014104697991693528,6.300833001352797e-05,Sips,[4.04571391 0.11306213 1.05851823]
842,DIBQEM_clean,0.0005669106,0.272010534,0.515709783,2.055844697,0.002439312222713193,0.004830010379929307,0.0030875810441097227,8.465823970407574e-05,Sips,[11.27075588  0.04795084  0.95526689]
843,DIBQIQ_clean,0.0005758691,0.272368467,0.519901109,2.211452023,0.0028386505088784943,0.002518457779798397,0.0030633306914417185,9.132077923984659e-05,Sips,[22.76024293  0.02337667  0.94869403]
844,DIBQOW_clean,0.0005582405,0.28020587,0.526244484,2.190003837,0.004423639239110413,0.001824361367105113,0.004691458413521387,0.0001830442349692931,Sips,[3.08376208e+01 1.73615997e-02 9.21021754e-01]
845,DIBQUC_clean,0.0005920287,0.278666301,0.523000813,2.163240613,0.004365815575441935,0.002028706418965525,0.004664685808838325,0.0001627322329369448,Sips,[2.72459682e+01 1.95715271e-02 9.21506354e-01]
846,DICKEH_clean,0.0005050979,0.253371537,0.476011475,1.920865662,0.0034467349391191014,0.0030258981774366114,0.0039040883882353592,0.00014151699465464053,Sips,[15.04124747  0.03268183  0.93171967]
847,DIDBAV_clean,0.0003580287,0.180700422,0.358935822,1.626230593,0.0004857044832509232,0.002625443449769967,0.0003525095922217641,9.41709039070527e-06,Sips,[11.65306202  0.03178073  1.01271092]
848,DIDBEZ_clean,0.0003671796,0.187735172,0.365247652,1.633473525,0.0010281800074581752,0.0015529521360668375,0.0010975171242278217,3.9772470856636916e-05,Sips,[1.93608223e+01 1.92281127e-02 9.73620668e-01]
849,DIDDOK_clean,0.0003407188,0.182193705,0.361820661,1.688379059,0.00015167665700882658,0.0016826141893742878,8.659812340143645e-05,9.204918146401127e-06,Sips,[18.63342469  0.01980236  1.00392035]
850,DIHVIB_clean,0.0003551889,0.157207252,0.294813889,1.306016016,0.0031935753336214305,0.0007662359262144762,0.0031142294489981486,,Freundlich,[0.29573102 1.08362254]
851,DIHVIB01_clean,0.0003216074,0.155579195,0.294487761,1.316980375,0.00265088303711986,0.00044136525078580384,0.0025897199486707074,,Freundlich,[0.29500802 1.07577878]
852,DIKJUD_clean,0.0004965899,0.218753035,0.415966481,1.469244058,0.0002659458088425703,0.00879863926685325,0.0012636921854750618,2.5304624014192414e-05,Sips,[3.92102927 0.11867564 1.00612324]
853,DINNIZ_clean,0.000150444,0.068452009,0.135013658,0.592931109,0.00010570356174964795,0.0011705428213212837,3.514901105228373e-05,8.564495234480396e-06,Sips,[3.60423686 0.03891748 1.00734612]
854,DIPMAS_clean,3.79658e-05,0.021550111,0.042973669,0.21159696,9.78459547654629e-06,3.23353541742515e-05,1.0026450577230947e-05,2.8754455023018204e-06,Sips,[1.40916667e+01 3.05891439e-03 9.97969076e-01]
855,DIRPIF_clean,0.0005403375,0.253171978,0.480534892,1.865616024,0.0016830706255893673,0.005780579352316963,0.002505772914096871,5.1104592518829334e-05,Sips,[8.13904936 0.06274546 0.96675769]
856,DITJOH_clean,0.0002864731,0.154466867,0.310184298,1.450308821,0.0008601799048875763,0.0020823863173084845,0.0007586530805347929,1.0026902765070562e-05,Sips,[11.35523926  0.02808352  1.02602039]
857,DITPED_clean,0.0003367276,0.157675059,0.300142844,1.20067179,0.00118532136177825,0.0029638249568696155,0.001559251095735149,3.564392847824087e-05,Sips,[6.28942031 0.05011361 0.96264157]
858,DITTEH_clean,0.0004183646,0.187075634,0.365285393,1.608732965,0.0005578785419936984,0.002326356115129151,0.0006867446769079854,1.66900165701143e-06,Sips,[12.97530579  0.02896786  0.98564741]
859,DITXOU_clean,0.0002553047,0.129945669,0.260776101,1.126857538,0.0013180413000810295,0.0035424466169597627,0.0010745810604542397,2.8285100257897746e-05,Sips,[4.59734442 0.06013406 1.04776755]
860,DITYEM_clean,6.79947e-05,0.03168,0.061957088,0.268609766,4.158271722931751e-05,0.0005021850193480833,7.504060337839781e-05,4.3474989868329634e-07,Sips,[1.72778204 0.03719303 0.99368169]
861,DITYOW_clean,0.0001114751,0.054564585,0.108960317,0.444496979,0.0006431062721973288,0.001935618449635607,0.0004739597844097565,1.5703672648133372e-05,Sips,[1.42726956 0.08265129 1.05607702]
862,DIWMON_clean,0.0002941784,0.126325891,0.251969886,1.11721087,0.0007361898151716345,0.002536893703419189,0.0005914434611358466,3.831030573358086e-05,Sips,[5.95964234 0.04414565 1.02748866]
863,DIWMUT_clean,0.0006678924,0.307714083,0.576342284,2.275734564,0.004119525516620294,0.004447182355822358,0.004844289364171818,0.0001444361951494858,Sips,[14.7896119   0.04055011  0.93242575]
864,DIWNAA_clean,0.0010187785,0.436834655,0.866211149,3.493029631,0.004146649888113669,0.015082939356256115,0.0027571760592736637,0.00016698767057146528,Sips,[11.35634366  0.08257351  1.04547539]
865,DIXKOL_clean,0.0001249353,0.054064463,0.108274399,0.493508089,0.00031939913694785995,0.0009123922944507824,0.00027484622636452373,1.615514145525e-05,Sips,[3.11423047 0.03601982 1.02770034]
866,DIYKAZ_clean,0.0003108762,0.140152232,0.250190196,0.751402758,0.0015438735244418628,0.0059009605316304985,0.003568798808656002,6.691849141817078e-05,Sips,[1.73429536 0.16858292 0.93931489]
867,DIYKED_clean,5.89908e-05,0.038134842,0.071548279,0.305031546,0.0006769142576742074,8.276373392386405e-05,0.0006932058241799824,3.6858095470992215e-05,Sips,[1.40207267e+01 5.12935312e-03 9.11432899e-01]
868,DIYTEM_clean,0.0002807712,0.144697915,0.278893978,1.182211866,0.0008829109883463351,0.0019972543893976955,0.0010554775433297696,3.678759481509155e-05,Sips,[8.44733841 0.03414302 0.97021357]
869,DOCKOW_clean,6.97442e-05,0.035842051,0.071181295,0.317686633,0.00012630962215261736,0.0006132540105922897,9.121596196785455e-05,1.959367510944051e-06,Sips,[1.95220889 0.03784168 1.01669271]
870,DODMIT_clean,0.0002746321,0.118972371,0.230784153,0.944651136,0.00012717206585673935,0.002686323409747627,0.0003851611849933525,1.0974713056953024e-05,Sips,[4.32216446 0.05640732 0.99480512]
871,DOGBAE_clean,0.0004897505,0.239735507,0.47414432,2.057307604,0.0008368637936337729,0.004885084736969231,0.0005088697818483901,2.3738891922289124e-05,Sips,[10.67977957  0.04645901  1.01663523]
872,DOHNUL_clean,0.0001300941,0.067838145,0.131923273,0.555204047,0.0001243285365892827,0.0012711411005997863,0.00023308518772468384,8.280553200289504e-06,Sips,[3.02737808 0.04556229 0.991127  ]
873,DOJXOR_clean,0.0004141526,0.211392376,0.408635691,1.748882137,0.0011573210775990552,0.0028165216987486885,0.0013793595675622443,4.651231168633565e-05,Sips,[12.98666151  0.0324882   0.9733671 ]
874,DOKDEN_clean,0.0003564074,0.183794082,0.364648804,1.54311983,0.0011907179310713715,0.004805704832760371,0.0008202632207846093,2.204158008634413e-05,Sips,[6.41833292 0.06023576 1.03087642]
875,DOKHIV_clean,0.0002422365,0.117648133,0.23018887,0.873093261,0.0009451952035689861,0.004677494808900303,0.0003726808063406409,2.4322028943439275e-05,Sips,[2.46375778 0.10305848 1.03924108]
876,DOLRAZ_clean,0.0007170854,0.328059368,0.600445262,1.913990189,0.0020372599120000463,0.01382480857195246,0.005763238243215386,7.517537810769901e-05,Sips,[4.60943591 0.14977567 0.9669482 ]
877,DOLWEI_clean,0.0005323728,0.249447541,0.479391163,2.033531243,0.0018416842055840753,0.0031136307731018686,0.002106978135728284,5.10940475309952e-05,Sips,[15.89731657  0.03109323  0.96385125]
878,DOLXOR_clean,9.37973e-05,0.037428068,0.074023684,0.364130047,0.00014830902359553463,6.334470192980039e-05,0.00013493415218897488,,Freundlich,[0.07409731 1.01087761]
879,DOLXOR01_clean,8.20727e-05,0.036677689,0.074305076,0.365255615,0.00024153724447356834,0.0003034213530091923,0.00022580339239668527,1.043189371850512e-05,Sips,[4.63453851 0.01629409 1.03039036]
880,DOLXOR02_clean,5.86233e-05,0.037838431,0.073616252,0.363280008,0.0004220875914269201,0.00033329384493972845,0.0003964290353309686,,Freundlich,[0.07400558 1.01160943]
881,DOMKEX_clean,0.0002393656,0.109804424,0.212977015,0.8931956,0.0002989526698782693,0.0020053977249419345,0.0004713292119084477,2.2347528110813522e-06,Sips,[4.96459253 0.04482204 0.98675412]
882,DONKIC_clean,0.0002645125,0.11920081,0.237025144,1.025621283,0.0007170428374499636,0.0027563324239101824,0.0005332344481389241,2.9885245683469448e-05,Sips,[4.78419526 0.05212569 1.02853072]
883,DONKOI_clean,0.0002175071,0.120382585,0.235081321,1.0274276,0.0002969550116878435,0.0016641173341270387,0.0004070918809949183,2.2944733849787997e-05,Sips,[7.49917677 0.03236219 0.98815624]
884,DONKUO_clean,0.0003598085,0.169035023,0.323066782,1.134684135,0.0006478630347629104,0.007336012518600071,0.0006035869538550032,2.0617289832294337e-05,Sips,[2.86693815 0.12699781 1.01931012]
885,DONXUB_clean,0.0010927065,0.451819154,0.796327298,2.084695576,0.0010378716194667486,0.027408902720369815,0.012111271616959142,1.5263889097997105e-05,Sips,[3.56620248 0.28749609 0.98674763]
886,DOPHOH_clean,0.0001710318,0.072209222,0.145978845,0.693681926,0.0005473372055349861,0.000967554876385958,0.0005044155101713482,2.6709388957505677e-05,Sips,[5.52314721 0.02714779 1.03513291]
887,DOPHUN_clean,0.0001604743,0.071736245,0.144165063,0.682305141,0.00037295263397579505,0.0008354910772472698,0.0003384618234271408,1.780574829331434e-05,Sips,[6.14793008 0.02401237 1.02422678]
888,DOPJAV_clean,6.65124e-05,0.037535155,0.072687477,0.324986894,0.0002793680049944034,0.0002417049883091478,0.00028984416650443436,1.4054468590607527e-05,Sips,[4.87791761 0.01512685 0.96402742]
889,DORFOG_clean,0.0001448825,0.063581775,0.126384181,0.544093793,0.00039334176358883736,0.0015182367226335557,0.00028987635598799153,1.806829503952215e-05,Sips,[2.46359413 0.05407461 1.02936061]
890,DORFUM_clean,0.0004594677,0.218070195,0.413721638,1.374696032,0.001145670278264034,0.01092166051047338,0.0010266113060409462,3.107432438540061e-05,Sips,[3.05678721 0.15653057 1.02687954]
891,DORYUG_clean,0.0012011501,0.475239603,0.788361235,1.880333208,0.007343120353873414,0.0248421462651918,0.022374661679119345,0.000418555844599465,Sips,[3.25790204 0.31925588 0.90272925]
892,DOTFID_clean,0.000355961,0.151248116,0.299055766,1.306656283,0.0004443365775586612,0.002878046044581477,0.00026733168529672523,3.634694950428768e-05,Sips,[7.22187862 0.04319838 1.01395311]
893,DOTFOJ_clean,0.0005472471,0.246116073,0.466916128,2.004254922,0.0033402588789536785,0.0012802102033662962,0.0034485081189695463,0.00010253442488435936,Sips,[3.57364184e+01 1.32386596e-02 9.32893706e-01]
