Adsorbent,O2_30C_0.001bar,O2_30C_0.5bar,O2_30C_1bar,O2_30C_5bar,RMSE_Langmuir,RMSE_Freundlich,RMSE_Quadratic,RMSE_Sips,best_model,best_params
ACOLIP_clean,0.0003682019,0.158539682,0.309941617,1.270752958,0.00034587041323880474,0.004050385708059372,2.513850170200119e-05,3.1013939670921805e-05,Quadratic,[-1.39409623e-02  3.23842751e-01  6.27527163e-05]
ACOLOV_clean,0.0001595081,0.083315843,0.167277694,0.777000432,0.0004900897705092087,0.001214445251343481,0.0004302501251653865,8.481441414211163e-06,Sips,[5.64891355 0.03051598 1.02750391]
acs.cgd.5b01554_VAGNUP1452791_clean,3.22968e-05,0.016318183,0.03208732,0.158660274,0.00010974315863032401,8.008623812719684e-05,0.00010234328609150607,,Freundlich,[0.03218081 1.00882492]
acs.cgd.5b01686_WAHFUJ1434675_clean,0.0001493448,0.073526682,0.143478209,0.603297287,2.1809433422130198e-05,0.0014940939581181822,0.0001465909693443382,1.3286681617919105e-06,Sips,[3.07041678 0.04901991 0.99856749]
acs.chemmater.5b03723_cm5b03723_si_004_clean,0.0006782578,0.242346391,0.422133474,1.514691542,0.008632702178278728,0.0006897616666472747,0.009626398551156047,0.00047628887737480443,Sips,[5.64256756e+01 7.53864332e-03 8.06001933e-01]
acs.chemmater.5b03723_cm5b03723_si_005_clean,0.0003631193,0.178707325,0.352446757,1.548888037,0.00026067497929115155,0.003027718840496078,7.419512813038036e-05,7.143105610174795e-06,Sips,[9.49572961 0.03854705 1.00695932]
acs.chemmater.6b02817_cm6b02817_si_004_clean,0.0002393332,0.10784637,0.216880663,0.993633747,0.0008002739255141068,0.001908677181517238,0.0007045576295449709,3.115528849957561e-05,Sips,[6.03814868 0.03725648 1.03467267]
acs.chemrev.6b00346_cr6b00346_si_001_clean,0.0002996733,0.144778078,0.289392861,1.330683899,0.0006572571644528741,0.0021025233458355753,0.0005573777296440563,2.1099541415330584e-05,Sips,[9.63852509 0.03095392 1.02131853]
acs.inorgchem.5b02973_ic5b02973_si_002_clean,0.0002829164,0.138749582,0.258696478,0.942257792,0.0013088789436313535,0.003690811995881811,0.0020317482593786617,5.370095670582042e-05,Sips,[3.47332221 0.08047566 0.95168881]
acs.inorgchem.6b00081_ic6b00081_si_001_clean,0.0001090364,0.052653523,0.105305665,0.478129981,0.00029192462243861757,0.000894857193236794,0.00024539897406910773,8.937484550692457e-06,Sips,[2.9907204  0.03649577 1.02605507]
acs.inorgchem.6b00136_ic6b00136_si_002_clean,0.0006688789,0.324647215,0.583210395,1.902466512,0.00513490453662951,0.0098847485567997,0.008258561766615333,0.00024974089078052327,Sips,[5.82452985 0.11127505 0.91478084]
acs.inorgchem.6b00276_ic6b00276_si_006_clean,0.0008768932,0.367748708,0.6440278,2.150491521,0.010257945190269619,0.006002903416324904,0.013097308606486308,0.0005486486899693728,Sips,[10.98576939  0.06228008  0.84691447]
acs.inorgchem.6b00433_ic6b00433_si_002_clean,0.0002421764,0.115565242,0.227620271,0.955252777,0.0004455001347040683,0.002837913379495768,0.00021621444595262173,1.5135547031683076e-05,Sips,[4.15486686 0.05795914 1.01849687]
acs.inorgchem.6b00894_ic6b00894_si_002_clean,0.0003744858,0.172902219,0.329828628,1.305646344,0.0010195907258568997,0.0037184376705991723,0.0014937021759586105,2.6267188155678688e-05,Sips,[6.06745379 0.0574854  0.97070854]
acs.inorgchem.6b01211_ic6b01211_si_002_clean,0.000372725,0.173481582,0.330637807,1.362424039,0.0015608095624105908,0.002453006589297303,0.0018320108103369991,4.6759310455901605e-05,Sips,[9.3273219  0.03675129 0.95549082]
acs.inorgchem.6b01416_ic6b01416_si_004_clean,0.0002365175,0.113057177,0.217886795,0.885902528,0.0003832644968558522,0.002380573356420599,0.0006352516799153394,1.0518400193347004e-05,Sips,[4.27241134 0.05373927 0.98336407]
acs.inorgchem.6b01569_ic6b01569_si_002_clean,4.89525e-05,0.027142781,0.053734848,0.258675697,6.3054597022001e-05,6.787836419774374e-05,6.197238887222387e-05,4.65328975739457e-06,Sips,[1.02333517e+01 5.27868469e-03 9.89071202e-01]
acs.inorgchem.6b01740_ic6b01740_si_002_clean,0.0003592343,0.1589823,0.314594138,1.504159715,0.0003397889305058254,0.0005550375421226861,0.0003272079130441232,9.72026774629674e-06,Sips,[4.26616006e+01 7.42895124e-03 9.89910983e-01]
acs.inorgchem.6b01762_ic6b01762_si_002_clean,3.38235e-05,0.013569377,0.025953394,0.119833621,0.00019802642643009777,5.6187368581758406e-05,0.00018872714710264235,,Freundlich,[0.02602021 1.05385278]
acs.inorgchem.6b02407_ic6b02407_si_002_clean,0.0003825144,0.21904545,0.427763013,1.825288567,0.0002055560086244343,0.0039540161596385,0.0005161717126832441,3.8792061294556775e-05,Sips,[10.37746378  0.04299268  0.99555126]
acs.inorgchem.6b02407_ic6b02407_si_003_clean,0.0004046722,0.207110536,0.392755952,1.597448785,0.0021195665485881855,0.0029754843966456274,0.002497599664958703,8.751948523583776e-05,Sips,[10.68008942  0.03817898  0.94909724]
acs.inorgchem.6b02514_ic6b02514_si_002_clean,0.0001091828,0.054934381,0.108998859,0.493160944,0.00012581986234998482,0.0007863323743994481,8.59600755389256e-05,2.438178392075943e-06,Sips,[3.57737583 0.03142645 1.0108426 ]
acs.inorgchem.6b02696_ic6b02696_si_002_clean,0.0002627926,0.137785761,0.269468035,1.203614528,0.00043697560789894286,0.001463261425013331,0.0005117538906893492,2.1914347389456347e-05,Sips,[11.31785703  0.02438987  0.98479847]
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean,0.0001135174,0.060093272,0.119810518,0.550303961,0.00020927545322644274,0.0008203965226514467,0.00016934353713338166,1.7034945611088665e-06,Sips,[4.20794868 0.02930686 1.01639827]
acs.jpcc.6b08594_Zn2Cd6MOF5_opt_clean,0.0001051971,0.064071883,0.128306135,0.639920701,4.5655028272225655e-05,6.23815064503702e-05,3.6862309299286826e-05,1.0262504975365721e-05,Sips,[6.66535711e+01 1.92868694e-03 1.00323428e+00]
acscombsci.5b00188_24205_clean,0.0003708032,0.178425225,0.348317925,1.382098973,0.0006798616876425088,0.005487640583042964,9.307165992970746e-05,2.033966116065199e-05,Sips,[4.84796874 0.07740986 1.0185425 ]
acscombsci.5b00188_3001288_clean,0.0002898189,0.17119303,0.336759577,1.661501814,0.0011018916523075925,0.0007485888711014052,0.001037042351958554,,Freundlich,[0.33763277 1.01001056]
acscombsci.5b00188_34903_clean,0.0008845778,0.398954894,0.711560754,2.137750933,0.004548668242172301,0.016630278231145212,0.010295755717386853,0.00019894267890555942,Sips,[4.96649863 0.167235   0.9371439 ]
acscombsci.5b00188_5013797_clean,0.0002124516,0.101854981,0.201749742,0.959009534,0.00013986070944440652,0.0005008659863558266,0.0001438882167788653,3.732443302589562e-07,Sips,[1.94519588e+01 1.04803929e-02 9.93517863e-01]
acscombsci.5b00188_5020072_clean,0.0002533961,0.107373997,0.212915212,1.039111486,0.0002571296595706166,8.12543372666894e-05,0.00023547484070995104,1.1457112610968658e-05,Sips,[1.36302313e+02 1.56452211e-03 9.88741689e-01]
acscombsci.5b00188_5024922_clean,0.000246999,0.125448066,0.252497052,1.235086662,0.000501151011176418,0.0008101500878279684,0.0004624347097475566,1.1003580761128561e-05,Sips,[1.97154059e+01 1.29732294e-02 1.01855568e+00]
acscombsci.5b00188_5036495_clean,0.0001998483,0.131352492,0.253659674,1.248600277,0.001859620181561569,0.0014857593349821448,0.001744955565543722,,Freundlich,[0.25539754 1.01422072]
acscombsci.5b00188_5040209_clean,0.0005299599,0.240335319,0.448167437,1.562349158,0.0014338168701185326,0.008244312234202824,0.0031437229726489694,4.196542169640932e-05,Sips,[4.61492296 0.10755836 0.96923719]
acscombsci.5b00188_8372_clean,0.0005316504,0.249207821,0.44315427,1.365492059,0.0037189287616483883,0.008997537354721098,0.006889348912952951,0.00018064761701369928,Sips,[3.5510852  0.14259257 0.91795449]
ACUBAB_clean,0.0001073002,0.055233314,0.107747431,0.443752223,5.232074123790211e-05,0.0013176619795158117,7.084544376093057e-05,1.5912428284099733e-06,Sips,[1.95011358 0.05848321 1.00459274]
ACUFEK_clean,0.0003220512,0.130811323,0.261183485,1.20427808,0.0005092217027643441,0.0017749006562220544,0.000436550572811476,4.258080332648509e-05,Sips,[9.28568231 0.02894148 1.01823994]
ACUJOZ_manual,0..0002088243,0.09453478,0.188359557,0.886375804,0.00016818366774957444,0.0008612889177293934,0.00014026865001054938,1.379715173106156e-05,Sips,[9.96618692 0.01926391 1.00833604]
ACUTOI_clean,6.65034e-05,0.032543533,0.063777668,0.282104766,5.460671646835724e-05,0.0004289723160729253,7.890996881756584e-05,1.4812924788262916e-06,Sips,[2.16665871 0.03032873 0.99195616]
ADARAA_clean,0.0002851654,0.144765741,0.285187947,1.282680373,6.626877129718158e-05,0.0017946303081711708,0.00015589347013951,6.193558783221475e-06,Sips,[10.5351542   0.02782332  0.99782761]
ADASEF_clean,0.0003269526,0.146872772,0.29430468,1.364567271,0.0007528488765686109,0.002067120381937368,0.0006608102393820978,3.5115511707570954e-05,Sips,[10.22230281  0.02964382  1.02398966]
ADASIJ_clean,0.0002070696,0.120242749,0.240894091,1.106297261,0.0006743950978857746,0.001886710999100406,0.0005736625744111536,2.414974268472066e-07,Sips,[7.47807787 0.03328561 1.02630222]
ADASOP_clean,0.0003048908,0.145407203,0.286729604,1.285493127,2.3506172219176465e-05,0.001942392846603274,7.530435194691082e-05,5.551363290663412e-06,Sips,[9.85159567 0.02997736 1.00074838]
ADASUV_clean,0.0002950593,0.117086923,0.231901889,1.107376149,0.00019764949885335212,0.0004781504736843997,0.0001854165183682408,2.4020588817518232e-05,Sips,[2.69837512e+01 8.66860359e-03 9.92092061e-01]
ADATAC_clean,0.0003707945,0.175412669,0.347724636,1.604975942,0.00012094947061918897,0.0018258702920932563,5.177753700948545e-05,1.1559164011016632e-05,Sips,[15.7402254   0.0225905   1.00324646]
ADATEG_manual,0.0003661529,0.158897421,0.316437923,1.543088796,8.007401658308466e-05,0.0004195770673819472,6.823057999498577e-05,2.148480014741282e-05,Sips,[5.83650566e+01 5.45124630e-03 9.97723568e-01]
ADATIK_clean,0.000267597,0.139849642,0.274589044,1.304785677,0.0007178597646847693,0.00020053837806997813,0.000692855527418977,2.9212725823800898e-05,Sips,[8.90997130e+01 3.09135519e-03 9.75608163e-01]
ADAXEK_clean,0.0003372153,0.139556757,0.267429224,1.030190449,0.000287011360027468,0.003930864647584673,0.0008035526321016715,1.4246169027683955e-05,Sips,[3.78561404 0.07601326 0.98979897]
ADAXIO_clean,0.000192147,0.078798339,0.152421848,0.651368512,0.00040236091324535525,0.0010904338705796993,0.0004818682604718278,2.541768425117568e-06,Sips,[4.67072545 0.03373429 0.97514719]
ADIQEL_clean,0.0006334259,0.317837072,0.603408525,2.052518793,0.001137746689505122,0.01468981507147305,0.0016570518379473984,1.318088899387202e-05,Sips,[4.87338778 0.14131405 1.01823953]
ADOBIF_clean,0.0002990578,0.117357952,0.213709776,0.716643725,0.001480507201092419,0.003662515712803324,0.002464096333292024,3.834974937590845e-05,Sips,[2.20071653 0.1075548  0.9331133 ]
ADOCEC_clean,0.0001203646,0.064288926,0.124151288,0.529116251,0.0003618979787927525,0.0008777404079066894,0.00043472520094650245,1.7353702474079345e-05,Sips,[3.83305459 0.03347403 0.97258993]
ADOGEH_clean,0.000440772,0.19409681,0.356650282,1.310106378,0.0031216496073866637,0.003720201137434717,0.003988056329619279,0.00011589926963716914,Sips,[6.32076133 0.05980058 0.91664385]
ADUROI_clean,0.0002088871,0.09109924,0.182342923,0.879608216,0.0002134736760269586,0.000602846308357632,0.00019667773697569746,1.874886548347812e-05,Sips,[13.59018222  0.01359969  1.01090915]
ADUWIH_clean,0.0001831032,0.098867725,0.194626704,0.927915044,0.0004162370324432146,0.0001877493203623643,0.0004038123963784304,2.060598324664889e-05,Sips,[4.79322252e+01 4.07702460e-03 9.80052346e-01]
ADUWON_clean,0.0003004539,0.14313389,0.28481264,1.362623318,3.5149080735698514e-05,0.0008091856013560439,1.8699800042464296e-05,7.256431929384331e-06,Sips,[2.42997260e+01 1.18598153e-02 1.00112928e+00]
AFEJOK_ion_b,0.0004152378,0.20332564,0.397554607,1.637869931,0.00038924998014363817,0.005033820255603136,7.077613624211887e-05,9.931332119622084e-06,Sips,[6.98719359 0.06033021 1.00926462]
AFITEP_clean,0.0005017229,0.239257516,0.455904052,1.755266107,0.0010532889745863067,0.006201108057285132,0.0019244168458855087,3.326051906648006e-05,Sips,[6.87932638 0.07097546 0.97803982]
AFITUF_clean,0.0001694591,0.090922162,0.182529527,0.754159193,0.0012062997567746031,0.0032252120080021704,0.0009388879137621775,2.0797761267060458e-05,Sips,[2.44153503 0.08080064 1.06275868]
AFIXAO_clean,0.0001899118,0.091825602,0.177091692,0.73645861,0.0004225491887004049,0.0015966882508092386,0.0005739961729951667,1.2994927001901969e-05,Sips,[4.24243824 0.0435614  0.97749139]
AFIXES_clean,0.0001812795,0.089639458,0.177920398,0.734106293,0.0007482725250462095,0.002764748685417276,0.0005121743281950294,1.8222372762079504e-05,Sips,[2.63800892 0.07232258 1.03987342]
AFOVEX_clean,0.0002081531,0.104651068,0.204980877,0.924416381,0.0003240898381043274,0.001000786197350223,0.00036730368474448033,1.193361856958734e-05,Sips,[9.63695119 0.0217326  0.98518013]
AFOYAW_clean,0.000255285,0.137057871,0.271362507,1.182572259,0.0005049976430771763,0.002749341150353525,0.00032059138966975096,1.985284991060978e-06,Sips,[6.23944608 0.04546894 1.0175411 ]
AFOYEB_clean,2.49501e-05,0.008244239,0.016507488,0.078248393,2.915302303647201e-05,8.127022090295892e-05,2.7110911798570864e-05,4.95182540364985e-06,Sips,[0.82339777 0.020458   1.01630818]
AFOYIE_clean,0.0002323149,0.109397667,0.215698746,1.028231543,0.0003846458015971506,0.0002794346843740965,0.00037067092759811065,5.510788431078419e-06,Sips,[3.94680912e+01 5.49517891e-03 9.83343044e-01]
AFOYOK_clean,0.0002196972,0.103518237,0.205123982,0.944995251,6.493448928742824e-05,0.0010947272742832753,2.2846349990482123e-05,7.04996237750888e-06,Sips,[9.12187174 0.02300433 1.00295099]
AFUKET_clean,0.0002774856,0.141813737,0.272331176,1.041310396,8.694932023006019e-05,0.004308063477738523,0.0006688818332810004,1.1682411078837282e-05,Sips,[3.59342467 0.08200058 0.99698579]
AFUKIX_clean,0.000234683,0.103172228,0.203212252,0.932978825,0.00018351536357651555,0.0008979370145284955,0.0002090410945314183,7.554180319883227e-06,Sips,[10.75124327  0.0192654   0.99154337]
AGABIU_clean,0.0001040999,0.060144593,0.120159958,0.587769358,4.530998181909696e-05,0.00020521049442639172,3.6812028402578974e-05,7.0152127061652e-06,Sips,[1.73414326e+01 6.97742556e-03 1.00347932e+00]
AGIREP_clean,0.0002065741,0.090182969,0.179589057,0.833736376,0.00021042131900371304,0.0010162810095766998,0.0001723746045801918,1.803731359993411e-05,Sips,[7.63673656 0.02408274 1.01094798]
AGOFEJ_clean,0.0002208125,0.108834421,0.218865877,1.02049956,0.0006929781572440685,0.001586116192445648,0.000616907197333513,1.8587726535990346e-05,Sips,[7.43996444 0.03030916 1.02971528]
AGONAM_clean,8.02301e-05,0.039845682,0.078671296,0.376704444,0.00012666501853032645,9.298659225007442e-05,0.00012234075152507015,3.743831861491055e-06,Sips,[1.58603549e+01 4.98498221e-03 9.84968977e-01]
AGONEQ_clean,0.0001225952,0.06623973,0.132479461,0.624423435,0.00022037082783140375,0.0006878041543321259,0.00019042099871547703,5.289683671442101e-07,Sips,[6.22968409 0.0217279  1.01558814]
AGUBUA_clean,0.0016936863,0.667777716,1.155820959,2.658148438,0.0037681559886294847,0.05067515595608568,0.020562082733173493,0.00019393834400311928,Sips,[3.81538013 0.43458665 1.03449786]
AHAMAY_clean,9.45544e-05,0.046462671,0.08966026,0.341060809,8.604940442064013e-05,0.001549450111578069,0.00011856258729359324,1.4413345033870906e-06,Sips,[1.0938924  0.08928236 1.00915395]
AHEQAH_clean,0.0002021676,0.123965905,0.24537102,1.14172396,5.973777939695333e-05,0.0010390380902568785,9.640871346072458e-05,2.56286943349581e-05,Sips,[13.7645348   0.01814992  0.99794021]
AHIYOH_clean,0.0002338181,0.106227282,0.202077909,0.769714273,0.0004604662856567413,0.002878953956991313,0.0008807720668034704,9.28074063302346e-06,Sips,[2.89055413 0.07516461 0.97830839]
AHOKIR_clean,0.0001576203,0.076529477,0.14950231,0.626371243,3.16641858217403e-05,0.0016387412917573197,0.00010675418392682341,1.280820574434753e-06,Sips,[3.04400851 0.05165035 1.00199917]
AHOKIR01_clean,0.0002819657,0.132448506,0.250899229,0.929922906,0.0005432611453729851,0.003991891199893855,0.0011907381540238024,1.6211577543165532e-05,Sips,[3.15701034 0.08633527 0.97932873]
AHOKOX_clean,0.000171798,0.081742727,0.162446387,0.701638528,0.00048025387038117445,0.0018965755867257406,0.00035077020198967307,1.5405960267039783e-05,Sips,[3.25981037 0.05244653 1.02789385]
AJAKON_clean,0.000207893,0.097961588,0.194804802,0.8150466,0.0008071296695785427,0.002855827066601837,0.0005802904271184601,2.4673423614762964e-05,Sips,[3.08757097 0.06734184 1.03922762]
AJAYIT_clean,2.43539e-05,0.012206587,0.023803268,0.114260982,0.00010548214898607637,3.806717337353511e-05,9.954617437440361e-05,,Freundlich,[0.02384798 1.02723896]
AJIGIL_clean,8.14539e-05,0.040537931,0.07996788,0.373141319,8.379932398628115e-05,0.00026336046329005977,8.933326436611672e-05,2.6653218475806155e-06,Sips,[5.72532945 0.01416525 0.99019658]
AJOTEY_clean,0.0001883485,0.097356155,0.194210603,0.866722967,0.0005331800228643177,0.0018482293230712603,0.0004252866619361546,9.577458738054225e-06,Sips,[4.87090675 0.04152726 1.0258424 ]
AJOVEB_clean,0.0001574995,0.072651853,0.143951588,0.585625555,0.0006207738544477261,0.0023700108475537386,0.00040719171663667275,2.02980234890269e-05,Sips,[1.99796114 0.07764312 1.04093048]
AKEDIF_clean,0.0003794667,0.16415825,0.330719788,1.384970599,0.0022864566769422896,0.005673539728590907,0.0018562382171561486,7.65049337021326e-05,Sips,[4.61051578 0.07727429 1.06557138]
AKOBAF_clean,0.0002458048,0.11875867,0.230104384,0.920919495,2.392038625607707e-06,0.003096202550424662,0.00033857190188165515,1.3197705656671667e-07,Sips,[3.69393313 0.06643065 0.99990155]
AKOXIJ_clean,0.0014793403,0.519611564,0.868895947,2.208961242,0.010260590618039852,0.02304969918444507,0.023628939002918074,0.0005108014422146858,Sips,[4.37244549 0.24802356 0.87920773]
AKUKUO_clean,0.0002143873,0.119861816,0.231574983,0.892828474,0.00016672485329335466,0.0037723983661698606,0.0003143968972574837,1.2429043710419138e-05,Sips,[3.01757845 0.083121   1.00683782]
ALAMUW_clean,0.0002434672,0.140433774,0.276416468,1.235549397,6.639440134129298e-05,0.0018450229010050715,0.0001671561542541814,2.2683075228263685e-05,Sips,[9.59117293 0.02967519 0.99787938]
ALANAD_clean,0.0002653962,0.1281887,0.255006186,1.159632466,0.0003986374344923309,0.0018574721827221002,0.00030790794135639947,1.3867983343218194e-05,Sips,[8.35107514 0.03149749 1.01467654]
ALEJEI_clean,0.0002993274,0.130974233,0.253523576,1.225056217,0.0015911379019284105,0.0009435110635317284,0.0014851582324639555,,Freundlich,[0.25463276 1.02455651]
ALEJIM_clean,0.0003175967,0.139144139,0.276429501,1.297379269,9.243824217073773e-05,0.001163996325210458,5.957852937895659e-05,2.106109060150826e-05,Sips,[15.76307017  0.01784951  1.00304954]
ALICAA_clean,9.0696e-05,0.046173664,0.091193166,0.394646489,0.00014072071708529443,0.0009353252961457364,7.619290174560904e-05,2.199001016096978e-06,Sips,[2.05513369 0.04643374 1.01454861]
ALIXAU_clean_h,6.48481e-05,0.03931464,0.076011268,0.35448209,0.00041781841578785285,6.384452642173274e-05,0.0004036425692528368,,Freundlich,[0.07608336 1.04589419]
ALIXOJ_clean,0.0001489211,0.090014074,0.179559484,0.826074368,0.0003258635313663109,0.0012231649977416845,0.00026240087963700563,7.677764084008217e-06,Sips,[6.35052902 0.02909748 1.0170312 ]
ALIXUP_clean,3.45751e-05,0.016066343,0.031944598,0.162623145,,8.857434740157734e-05,5.235354870399507e-05,,Quadratic,[1.41227822e-04 3.18100694e-02 4.10423663e-05]
ALOLES_ion_b,1.32375e-05,0.004246842,0.008695858,0.041268621,5.6692593741019815e-05,8.069503095719571e-05,5.303158549010549e-05,3.6638199494444414e-06,Sips,[0.241632   0.03733121 1.06117514]
ALOLIY_clean,2.58062e-05,0.010162482,0.020694852,0.102122016,8.804561765476706e-05,9.893149347167417e-05,8.281092825629557e-05,4.894641401607329e-06,Sips,[1.11717656 0.01887377 1.03977463]
ALONEV_clean,4.56939e-05,0.020839687,0.040732857,0.199475675,0.00018262804859039012,0.00011753515409802692,0.00016989021252579694,,Freundlich,[0.04087048 1.01526336]
ALUJIB_clean,0.0001873063,0.075876872,0.148590945,0.645418114,6.71760632289708e-05,0.001218952589557593,0.00014075460450077223,1.4334492555415693e-05,Sips,[4.10908827 0.03751814 0.99584148]
ALUKIC_clean,0.0002045108,0.110035461,0.222150595,1.061987227,0.0007306399942752167,0.0012962284899234982,0.0006654926580923897,1.0347489852238968e-05,Sips,[9.53508231 0.02385397 1.03082624]
ALULEZ_clean,0.0002278666,0.09245842,0.190434908,0.905609688,0.0014665516340874284,0.0019531740249409016,0.0013618931610554696,5.3844970581145966e-05,Sips,[4.84861038 0.04088166 1.07241469]
ALULID_clean,0.000172826,0.090140303,0.179767889,0.852715053,0.00015448302085757908,0.0007289472987564581,0.00012821315308225267,5.343204886485114e-08,Sips,[10.77403819  0.01696841  1.00804506]
ALURAB_clean,0.0001763345,0.073652011,0.147375064,0.662556026,0.0004690541436299564,0.0013962129731816871,0.0003959157150572049,2.579349577530629e-05,Sips,[3.74707305 0.04094078 1.02991455]
ALUREF_clean,0.0001471569,0.076483512,0.149900834,0.680047396,0.00024415892100312594,0.0006711702781697213,0.0002708785316306827,1.1356427077383584e-05,Sips,[7.71021556 0.01982738 0.98474644]
ALURIJ_clean,0.0001599129,0.077810301,0.153707993,0.691539383,5.5606386039811624e-05,0.0010486331773156925,2.9475918739925024e-06,2.6323194138703587e-06,Sips,[5.2713887  0.03003468 1.00339453]
am301365h_si_002_clean,0.0001859984,0.086155806,0.170723821,0.808589351,8.514468953629713e-05,0.0004928748847661669,9.134505225956729e-05,3.7710310297736238e-06,Sips,[1.41532087e+01 1.22098262e-02 9.95339344e-01]
AMAFOK_clean,0.0001464858,0.072032134,0.138958192,0.568563579,0.0002448038967590297,0.0014662829804604261,0.0003954117859038928,8.72456313414365e-06,Sips,[2.8331271  0.0515775  0.98335294]
AMAGAX_clean,0.000129483,0.065115633,0.127253158,0.539848912,1.5690124722418375e-05,0.0012613053174390047,0.00011562734260349682,2.356992935011735e-06,Sips,[2.87854986 0.04625209 0.99884993]
AMILOY_clean,0.0002636369,0.115334428,0.223251276,0.82108586,0.0006567913630806407,0.004687559066600145,3.0856615679700988e-06,2.9762399157164797e-05,Quadratic,[-1.47536470e-02  2.37979809e-01  2.79278865e-05]
AMILUE_clean,0.0002487421,0.118164428,0.218949676,0.795699267,0.001398985750563419,0.002886942733364268,0.002006090171370507,5.50699652687966e-05,Sips,[3.12875879 0.07524639 0.93900655]
AMIMAL_clean,0.0001876737,0.117893344,0.223537255,0.797039794,9.27754980832156e-05,0.004405205837737936,0.0008681981902249762,3.3477295009724574e-05,Sips,[2.25284825 0.11015489 0.996283  ]
AMIMEP_clean,0.0002636369,0.116689849,0.217744691,0.792778409,0.0010575590533222665,0.0031505529587641484,0.0016650564829771078,3.0445143787351756e-05,Sips,[2.88779414 0.08155136 0.9535935 ]
AMIZIG_clean,4.63377e-05,0.02085084,0.041024697,0.194335838,8.478325917825457e-05,5.825934686243186e-05,8.174616162653525e-05,4.1296262114129425e-07,Sips,[6.79954114e+00 6.07007626e-03 9.80689334e-01]
AMOYOR_clean,0.0002583348,0.116469022,0.226905619,0.869654945,0.000629794299400483,0.004199449612234776,0.00012288648323432807,2.5832275436301052e-05,Sips,[2.6484944  0.09370082 1.02646297]
AMUFOF_clean,0.000104139,0.046373785,0.090579126,0.403325448,0.00016335466179424963,0.000493452291059305,0.00018645934369327874,8.871696550009728e-08,Sips,[3.77638873 0.0245751  0.98306921]
AMUPOP_clean,0.0002713546,0.125973276,0.239416938,0.82758806,0.00034283588584040954,0.005520684148244829,0.0006653554477149919,1.25379633743588e-05,Sips,[2.05554371 0.13182807 1.01381124]
