Adsorbent,O2_40C_0.001bar,O2_40C_0.5bar,O2_40C_1bar,O2_40C_5bar,RMSE_Freundlich-Langmuir,best_model,best_params
BUKRUW01_clean,0.000128458,0.06509209,0.1301641085,0.6161382135,,Freundlich–Langmuir,"[nan, nan, nan]"
BUKRUW02_clean,0.0001026453,0.0653470675,0.1303777626,0.6154736484,,Freundlich–Langmuir,"[nan, nan, nan]"
BUKRUW03_clean,0.000142707,0.0638222669,0.1277442754,0.606793364,,Freundlich–Langmuir,"[nan, nan, nan]"
BUKYAJ_clean,0.0002225719,0.1164745003,0.2276216349,0.9720647612,8.024109322801784e-06,Freundlich–Langmuir,[2.79181192 0.08547555 0.57592527]
BUNKUS_clean,0.0002437002,0.1317911729,0.2639431486,1.2478431718,,Freundlich–Langmuir,"[nan, nan, nan]"
BUNLAZ_clean,0.000254398,0.1534855714,0.3069638744,1.430207287,,Freundlich–Langmuir,"[nan, nan, nan]"
BUPVEP_clean,3.99925e-05,0.0212474421,0.0421606611,0.201923067,1.4410303666357153e-06,Freundlich–Langmuir,[0.15591519 0.27499138 0.06918985]
BUQWER_clean,0.0002256526,0.1094384911,0.2146753312,0.8450102307,,Freundlich–Langmuir,"[nan, nan, nan]"
BURJOO_clean,0.0001028158,0.050058462,0.0994036391,0.4229843647,,Freundlich–Langmuir,"[nan, nan, nan]"
BURQIQ_clean,0.0002414504,0.1198662517,0.2361028316,1.0085203562,,Freundlich–Langmuir,"[nan, nan, nan]"
BUSNAF_clean,8.71151e-05,0.0459985229,0.090540481,0.3976683024,,Freundlich–Langmuir,"[nan, nan, nan]"
BUSQEM_clean,0.0007510572,0.3300302218,0.6175057676,2.1096008151,2.0286764550901235e-05,Freundlich–Langmuir,[3.15084437 0.22552525 0.69043936]
BUSQIQ_clean,0.0001551632,0.0766675016,0.1507781829,0.6123753019,,Freundlich–Langmuir,"[nan, nan, nan]"
BUSRUE_clean,0.0002174068,0.0967298711,0.1905777541,0.8315452116,,Freundlich–Langmuir,"[nan, nan, nan]"
BUVHEH_clean,0.0001671893,0.0927774963,0.1854651059,0.819610655,,Freundlich–Langmuir,"[nan, nan, nan]"
BUVWOF02_clean,9.85526e-05,0.0430411106,0.0835198538,0.3880057294,1.2251516860800652e-06,Freundlich–Langmuir,[4.94771146e-03 1.94427453e+01 4.68301938e-02]
BUVWOF03_clean,0.0001207616,0.0515256562,0.1004986614,0.4660461978,6.3614509351597136e-06,Freundlich–Langmuir,[0.03951036 2.73488384 0.0550258 ]
BUVXOG_clean,8.18958e-05,0.0427399006,0.0846067085,0.3909289937,2.236209474829683e-06,Freundlich–Langmuir,[4.67583877 0.01847155 1.12693877]
BUVYEX_clean,0.000108269,0.0532517147,0.1035864114,0.4770459166,2.0483385463139606e-06,Freundlich–Langmuir,[0.03826904 2.9367033  0.05949041]
BUVYIB_clean,0.0004164194,0.1897567747,0.3731784221,1.6398207869,1.5206533358265122e-05,Freundlich–Langmuir,[1.98003016e+01 1.94956558e-02 1.75223753e+00]
BUVYIB01_clean,0.0004219717,0.182813675,0.3560080616,1.5846257816,2.1873900198717915e-05,Freundlich–Langmuir,[0.60501458 0.62519889 0.12481519]
BUWMIR_clean,8.19084e-05,0.0392409493,0.0790450189,0.3957882145,,Freundlich–Langmuir,"[nan, nan, nan]"
BUXNOZ_clean,0.0001989405,0.0896644273,0.1789739546,0.8177017537,,Freundlich–Langmuir,"[nan, nan, nan]"
c4ce00408f_c4ce00408f2_clean,0.0002081197,0.0992383094,0.1871653415,0.7736694177,5.442097890588541e-06,Freundlich–Langmuir,[0.11544918 1.8974975  0.14792872]
c4dt03702b_c4dt03702b2_clean,0.000217008,0.0910216313,0.1863913622,0.8910984356,,Freundlich–Langmuir,"[nan, nan, nan]"
c5cc04223b_c5cc04223b2_clean,0.000179001,0.0965590992,0.1965967842,0.9445255588,,Freundlich–Langmuir,"[nan, nan, nan]"
c5cc09432a_c5cc09432a2_clean,0.0001573884,0.0730610655,0.1425665217,0.645226762,3.179572405987006e-06,Freundlich–Langmuir,[0.18548624 0.81429952 0.09693658]
c5cc10203k_c5cc10203k2_clean,0.0003435516,0.1418146192,0.2874805179,1.3718082955,,Freundlich–Langmuir,"[nan, nan, nan]"
c5ce00010f_c5ce00010f2_clean,7.46388e-05,0.0386611801,0.0767973445,0.3515222554,,Freundlich–Langmuir,"[nan, nan, nan]"
c5ce00862j_c5ce00862j2_clean,0.0002533013,0.1146481899,0.2254752369,0.9183500878,,Freundlich–Langmuir,"[nan, nan, nan]"
c5ce00931f_c5ce00931f2_clean,0.0002731521,0.1301406699,0.2444373948,0.8649017968,3.063759293601976e-06,Freundlich–Langmuir,[1.05784393 0.26404792 0.56932658]
c5ce02194d_c5ce02194d2_clean,0.0002416664,0.1064884087,0.2065937208,0.9216956444,9.606457192694306e-06,Freundlich–Langmuir,[0.20727469 1.07335066 0.10159042]
c5cp03920g_c5cp03920g2_clean,8.51331e-05,0.0542773791,0.1062286206,0.4920920349,1.352556185541123e-05,Freundlich–Langmuir,[0.08331002 1.34668937 0.06403652]
c5dt03091a_c5dt03091a2_clean,9.62135e-05,0.0557779143,0.1126844866,0.5452935934,,Freundlich–Langmuir,"[nan, nan, nan]"
c5dt04943a_c5dt04943a2_clean,0.0003250224,0.1366209246,0.2750282863,1.1914705448,,Freundlich–Langmuir,"[nan, nan, nan]"
c5gc02393a_c5gc02393a2_clean,0.000182096,0.0958158895,0.183904838,0.7816046664,1.0312024566142874e-05,Freundlich–Langmuir,[0.22860576 0.88688495 0.1536241 ]
c5nj02634b_c5nj02634b2_clean,0.0002314587,0.1135870204,0.2244937706,0.9989935799,,Freundlich–Langmuir,"[nan, nan, nan]"
c5nj03044g_c5nj03044g2_clean,0.0003144868,0.1580841153,0.3066885509,1.2494632936,5.9443992592370305e-06,Freundlich–Langmuir,[3.47277584 0.09398727 0.69332516]
c6cc00589f_c6cc00589f2_clean,0.0001665961,0.0793655128,0.158503052,0.7561556576,,Freundlich–Langmuir,"[nan, nan, nan]"
c6cc00862c_c6cc00862c2_clean,0.000272343,0.1458239763,0.2891027838,1.2894316913,,Freundlich–Langmuir,"[nan, nan, nan]"
c6cc02494g_c6cc02494g1_clean,8.57454e-05,0.0435916975,0.0875914603,0.4156614437,,Freundlich–Langmuir,"[nan, nan, nan]"
c6cc02494g_c6cc02494g3_clean,0.0001012415,0.0488180317,0.0975709796,0.4581715101,,Freundlich–Langmuir,"[nan, nan, nan]"
c6cc02494g_c6cc02494g4_clean,0.0001033077,0.0483748419,0.0963095932,0.4619009164,,Freundlich–Langmuir,"[nan, nan, nan]"
c6cc02494g_c6cc02494g5_clean,8.83414e-05,0.0481782579,0.0947809218,0.4609402551,,Freundlich–Langmuir,"[nan, nan, nan]"
c6cc02494g_c6cc02494g6_clean,9.5043e-05,0.0435379776,0.0869633498,0.416961054,,Freundlich–Langmuir,"[nan, nan, nan]"
c6ce00126b_c6ce00126b2_clean,0.0003696361,0.1906544331,0.3619958196,1.3367139558,1.701134216495673e-05,Freundlich–Langmuir,[1.957843   0.20619971 0.58170896]
c6ce00141f_c6ce00141f2_clean,0.0002419801,0.1261634414,0.2512059863,1.1027132581,,Freundlich–Langmuir,"[nan, nan, nan]"
c6ce00407e_c6ce00407e1_clean,0.0002084533,0.1046786284,0.2057268677,0.9530421652,2.8034689781839695e-06,Freundlich–Langmuir,[0.34299929 0.62411517 0.08198259]
c6ce00407e_c6ce00407e2_clean,0.000214645,0.0883284619,0.1765475375,0.8080722024,,Freundlich–Langmuir,"[nan, nan, nan]"
c6ce00407e_c6ce00407e3_clean,0.0002531528,0.1188423305,0.2337401268,1.0057348014,,Freundlich–Langmuir,"[nan, nan, nan]"
c6ce00407e_c6ce00407e4_clean,0.0007377464,0.3731937468,0.7398380318,3.6354339547,,Freundlich–Langmuir,"[nan, nan, nan]"
c6ce00407e_c6ce00407e5_clean,0.0007652157,0.4055264003,0.7848314084,4.0156676862,,Freundlich–Langmuir,"[nan, nan, nan]"
c6ce00407e_c6ce00407e6_clean,0.0002852647,0.14966475,0.2920436223,1.4346597886,,Freundlich–Langmuir,"[nan, nan, nan]"
c6ce00407e_c6ce00407e7_clean,0.0003641884,0.1795910035,0.3667746447,1.7525162906,,Freundlich–Langmuir,"[nan, nan, nan]"
c6ce00407e_c6ce00407e8_clean,0.0002208514,0.1263943922,0.248739068,1.1412575077,1.831408359695723e-05,Freundlich–Langmuir,[0.85155051 0.30237685 0.13086339]
c6ce00407e_c6ce00407e9_clean,0.0002561911,0.1079903852,0.2136051798,1.0689633259,,Freundlich–Langmuir,"[nan, nan, nan]"
c6dt03852b_c6dt03852b2_clean,0.0004171297,0.2222228545,0.4075809801,1.3263412662,3.752403067398594e-05,Freundlich–Langmuir,[1.24565431 0.39520307 0.56696078]
c6dt04165e_c6dt04165e2_clean,5.57436e-05,0.0334208254,0.0655663047,0.3241456886,,Freundlich–Langmuir,"[nan, nan, nan]"
c6ta00429f_c6ta00429f2_clean,0.0002125572,0.1018777229,0.2063508181,0.9405585768,,Freundlich–Langmuir,"[nan, nan, nan]"
c6ta07145g_c6ta07145g2_clean,0.0001083745,0.055712082,0.1079447731,0.4693279938,3.800643248215036e-06,Freundlich–Langmuir,[0.19216983 0.60356121 0.15215522]
CABJOH_clean,0.0004738429,0.2549577626,0.4986479827,1.9931345885,,Freundlich–Langmuir,"[nan, nan, nan]"
CACBUG_clean,6.69026e-05,0.0325016498,0.0658953341,0.2991419215,,Freundlich–Langmuir,"[nan, nan, nan]"
CADPII_clean,1.56832e-05,0.0105626046,0.0202480728,0.0914764799,4.734605223752008e-06,Freundlich–Langmuir,[9.00209574e-04 2.79116277e+01 6.41521316e-02]
CADQOP_clean,0.0001071002,0.0514230841,0.1006420463,0.4866439744,,Freundlich–Langmuir,"[nan, nan, nan]"
CADZIT_clean,7.50284e-05,0.0375204289,0.075080873,0.3561983569,,Freundlich–Langmuir,"[nan, nan, nan]"
CAGSAG_clean,0.0002632025,0.1380675424,0.2737034333,1.118721011,,Freundlich–Langmuir,"[nan, nan, nan]"
CAGXIU_clean,0.0001457761,0.0577910215,0.1133104835,0.4776120171,,Freundlich–Langmuir,"[nan, nan, nan]"
CAJQEL_clean,0.0003094347,0.145667086,0.2770490773,1.1564567641,2.2826341144826405e-06,Freundlich–Langmuir,[0.2499147  1.25667089 0.15406368]
CAJQIP_clean,0.0004325299,0.1853946824,0.3628720075,1.4644062571,,Freundlich–Langmuir,"[nan, nan, nan]"
CANRIU_clean,0.000321121,0.1652530933,0.3207693379,1.3289498749,1.0047686111221112e-05,Freundlich–Langmuir,[2.39927435 0.14222578 0.46518508]
CANROA_clean,0.0002844519,0.1384460659,0.2755257154,1.1235624033,,Freundlich–Langmuir,"[nan, nan, nan]"
CANRUG_clean,0.0003303782,0.1760708792,0.3414770024,1.4555673009,1.723204324381945e-05,Freundlich–Langmuir,[1.09293372 0.3338443  0.23001653]
CANYIB_clean,0.0001122727,0.0617219285,0.1235939608,0.5637176725,,Freundlich–Langmuir,"[nan, nan, nan]"
CASWIE_clean,0.000634701,0.2966567874,0.5582450258,2.1669483426,4.030594199374979e-06,Freundlich–Langmuir,[0.86798671 0.74066015 0.25468888]
CAVMIX_clean,0.0002467768,0.1309310537,0.254438481,1.0812887854,1.178735441991746e-05,Freundlich–Langmuir,[1.14426584 0.23628201 0.28631595]
CAVMOD_clean,0.000149939,0.071762929,0.1432645358,0.6460377196,,Freundlich–Langmuir,"[nan, nan, nan]"
CAVNOE_clean,3.85745e-05,0.0241463229,0.0478979006,0.2177399395,,Freundlich–Langmuir,"[nan, nan, nan]"
CAVPEW_manual,0.0002413435,0.1117213064,0.2243177876,1.0787468147,,Freundlich–Langmuir,"[nan, nan, nan]"
CAVPIA_manual,0.0002062069,0.1091232467,0.2185383184,1.0576388299,,Freundlich–Langmuir,"[nan, nan, nan]"
CAVPUM_manual,0.0002545505,0.1158697192,0.233769839,1.1184241763,,Freundlich–Langmuir,"[nan, nan, nan]"
CAVRAU_clean,0.0003014616,0.1349255814,0.2603030278,1.0040851056,1.073559564711182e-05,Freundlich–Langmuir,[5.32565382 0.05257789 1.42430908]
CAVREY_clean,0.0002398256,0.1205337003,0.2314637163,0.9294242701,6.2962100338753495e-06,Freundlich–Langmuir,[0.88008775 0.28683812 0.34403328]
CAVVUS_clean,0.0001791995,0.0858641347,0.1674826195,0.7659577852,4.4537794755335895e-07,Freundlich–Langmuir,[0.13776525 1.29442079 0.07554053]
CAWDOU02_clean,0.0002929784,0.1374251724,0.2710253493,1.1487071997,,Freundlich–Langmuir,"[nan, nan, nan]"
CAWVIH_SL,0.0001471365,0.0677535634,0.1338802973,0.5750481498,,Freundlich–Langmuir,"[nan, nan, nan]"
CAXSUR_SL,0.0001566724,0.0630274326,0.1251227975,0.617538722,,Freundlich–Langmuir,"[nan, nan, nan]"
CAXTAY_clean,8.51851e-05,0.0401094257,0.080129407,0.3923393539,,Freundlich–Langmuir,"[nan, nan, nan]"
CAXTEC_clean,0.0001088285,0.0440417717,0.0876707456,0.4329141787,,Freundlich–Langmuir,"[nan, nan, nan]"
CAXVII_clean,6.54047e-05,0.0360125502,0.0715654508,0.3542118282,,Freundlich–Langmuir,"[nan, nan, nan]"
CAXVOO_clean,5.26871e-05,0.0356001373,0.0714092063,0.3454457826,,Freundlich–Langmuir,"[nan, nan, nan]"
CAXVUU_clean,8.53895e-05,0.0346481357,0.0687784842,0.3418557917,,Freundlich–Langmuir,"[nan, nan, nan]"
CAXWAB_clean,5.45039e-05,0.0357091451,0.0712347938,0.3488395594,,Freundlich–Langmuir,"[nan, nan, nan]"
CAXWEF_clean,6.17711e-05,0.0363759096,0.0710385797,0.3512886018,,Freundlich–Langmuir,"[nan, nan, nan]"
CAXWIJ_clean,7.26719e-05,0.0365630397,0.0726246435,0.3580634378,,Freundlich–Langmuir,"[nan, nan, nan]"
CAXXEG_clean,0.000111058,0.0535728588,0.1067839542,0.477825565,,Freundlich–Langmuir,"[nan, nan, nan]"
CAXZOS_clean,0.0002136162,0.1100054742,0.218416977,1.0016282945,,Freundlich–Langmuir,"[nan, nan, nan]"
CAXZUY_clean,0.000209437,0.1129191752,0.2179964788,1.0027827723,2.9070131623146902e-05,Freundlich–Langmuir,[5.64796716e-03 4.72885109e+01 5.23713117e-02]
CAYDEN_clean,6.13361e-05,0.0300316739,0.058978466,0.2576370557,7.484913211821055e-08,Freundlich–Langmuir,[1.64840759 0.03711988 1.00939842]
CAYDIR_clean,5.75026e-05,0.0291857472,0.0587267325,0.2613670555,,Freundlich–Langmuir,"[nan, nan, nan]"
CAYDUD_clean,4.85577e-05,0.0293735889,0.0577261878,0.2561790462,5.635344723156215e-06,Freundlich–Langmuir,[0.69018023 0.0866882  0.43067516]
CAYQAV_clean,5.68226e-05,0.0281234841,0.0562246118,0.2642485961,,Freundlich–Langmuir,"[nan, nan, nan]"
CAYQIE_clean,0.0003256802,0.1521252162,0.2967463776,1.2935423209,6.388512396384993e-06,Freundlich–Langmuir,[1.17368701 0.26661462 0.22456985]
CAYQOK_clean,0.0003328332,0.1598362961,0.3120062312,1.3629032868,2.1884209724887418e-06,Freundlich–Langmuir,[1.30043149 0.25258953 0.22840035]
CAYQUQ_clean,0.0003072539,0.1411815169,0.2770846114,1.2145831854,9.666377440069283e-06,Freundlich–Langmuir,[4.03567208 0.07134693 0.55725851]
CAYSIE_clean,4.93384e-05,0.0271283897,0.053831236,0.2613560935,2.767239288693067e-06,Freundlich–Langmuir,[0.05063937 1.08362811 0.02614031]
CAYSOK_clean,7.44478e-05,0.0303560837,0.0605053681,0.2895005464,,Freundlich–Langmuir,"[nan, nan, nan]"
CAYYEG_clean,5.89378e-05,0.0275782508,0.0551952765,0.2651736991,,Freundlich–Langmuir,"[nan, nan, nan]"
CAZNEY_clean,0.0002303371,0.0933131797,0.1870530892,0.8678954928,,Freundlich–Langmuir,"[nan, nan, nan]"
CEBDOD_clean,5.90115e-05,0.0289883388,0.0580057558,0.2585773507,,Freundlich–Langmuir,"[nan, nan, nan]"
CECVAI_clean,0.0001237924,0.0720699879,0.1448046085,0.6763473604,,Freundlich–Langmuir,"[nan, nan, nan]"
CEGWER_clean,0.0001487163,0.0599833872,0.1174622559,0.4929997653,,Freundlich–Langmuir,"[nan, nan, nan]"
CEHLAD_clean,0.0001854249,0.0829531732,0.169716088,0.7699989713,,Freundlich–Langmuir,"[nan, nan, nan]"
CEJCAW_clean,0.0001237898,0.0599161493,0.1173127008,0.5333548552,3.665566534614837e-07,Freundlich–Langmuir,[0.21540287 0.57132083 0.10591054]
CEJZAU_clean,0.0002360058,0.1080906498,0.2151885527,0.9332490977,,Freundlich–Langmuir,"[nan, nan, nan]"
CEKHIL_clean,0.0002130666,0.1106262379,0.2176681458,1.0371910002,7.664324294348431e-06,Freundlich–Langmuir,[0.07589211 3.00976384 0.03470947]
CEKROB_clean,0.0001122616,0.0627794025,0.1203521888,0.5235358925,1.1184076671442888e-05,Freundlich–Langmuir,[0.07535289 1.78698738 0.1095555 ]
CENJIQ_clean,8.53295e-05,0.0433414212,0.0859327367,0.4121790782,1.131690537221327e-06,Freundlich–Langmuir,[0.1937768  0.45204004 0.0513649 ]
CENKAJ_clean,8.53295e-05,0.0383089664,0.0763083654,0.3726735147,4.185119905382419e-06,Freundlich–Langmuir,[0.36619627 0.21016079 0.04458487]
CENPUI_clean,0.0005753805,0.279264916,0.5245954227,1.8995461659,1.2569814547098068e-05,Freundlich–Langmuir,[1.74613678 0.34396744 0.45775857]
CESFIQ_clean,0.0004247017,0.2136601732,0.4165462324,1.6980747413,,Freundlich–Langmuir,"[nan, nan, nan]"
CESFOW_clean,0.0002842376,0.150034448,0.2932304743,1.2716072738,1.1673482402228672e-05,Freundlich–Langmuir,[1.96623241 0.15644136 0.32915233]
CETGOY_clean,0.0001711849,0.0863448865,0.171372047,0.8148004938,1.4505842781697997e-06,Freundlich–Langmuir,[1.58374506 0.10992231 0.1508223 ]
CETHEQ_clean,8.23805e-05,0.0386564817,0.0763132652,0.3776810849,,Freundlich–Langmuir,"[nan, nan, nan]"
CETJAN_clean_h,0.0001154878,0.0621057358,0.1218835803,0.5256577176,5.551905987265597e-06,Freundlich–Langmuir,[1.18928278e+01 1.06447615e-02 3.58284339e+00]
CETNUL_clean,0.0003338119,0.1424693619,0.2814446544,1.1274322109,,Freundlich–Langmuir,"[nan, nan, nan]"
CEYPUT_clean,0.0003463786,0.1603329504,0.3045125645,1.1461409709,3.2766407778413376e-06,Freundlich–Langmuir,[1.27631696 0.26628772 0.46526247]
CEYPUT01_clean,0.0003702035,0.1612786188,0.3090777971,1.169056936,1.6407818285741362e-05,Freundlich–Langmuir,[2.9730477  0.11349282 0.81611966]
CEZFIY_clean,0.0001417407,0.0644217216,0.1293032361,0.5506821862,,Freundlich–Langmuir,"[nan, nan, nan]"
cg034025wsi20030214_115651_clean,3.07794e-05,0.0198505287,0.0393789727,0.1919283841,4.7467318002012186e-06,Freundlich–Langmuir,[0.01833197 2.19692095 0.01933419]
cg050585esi20051105_115011_clean,0.0002795551,0.144032529,0.2635854891,0.8379026082,1.990928245023989e-05,Freundlich–Langmuir,[0.89621967 0.3564356  0.63047148]
cg100357q_si_002_clean,0.0004907542,0.2159998661,0.3942612837,1.1861253911,6.149623836660374e-06,Freundlich–Langmuir,[1.88364775 0.25405983 0.85591005]
cg200606r_si_001_clean,0.0004127601,0.1956006042,0.3808635371,1.4439428545,,Freundlich–Langmuir,"[nan, nan, nan]"
cg2007167_si_002_clean,0.0001674245,0.0746713212,0.1512308186,0.7140245111,,Freundlich–Langmuir,"[nan, nan, nan]"
cg3002866_si_001_clean,0.0002451548,0.1205467662,0.2399713711,1.1327732579,,Freundlich–Langmuir,"[nan, nan, nan]"
cg300827e_si_003_clean,0.0002895471,0.1444298972,0.2750045723,1.2116021931,2.051869527774869e-05,Freundlich–Langmuir,[0.04050302 8.1667848  0.08334633]
cg300979c_si_002_clean,8.79083e-05,0.0540593342,0.1082258736,0.5128571919,,Freundlich–Langmuir,"[nan, nan, nan]"
cg3015354_si_002_clean,5.01158e-05,0.0270197127,0.0528375571,0.2518702297,,Freundlich–Langmuir,"[nan, nan, nan]"
cg301577a_si_002_clean,0.0002839837,0.1294776479,0.2550336157,1.1205484044,,Freundlich–Langmuir,"[nan, nan, nan]"
cg301725z_si_004_clean,0.0002424746,0.107348694,0.2125230661,0.9441823654,,Freundlich–Langmuir,"[nan, nan, nan]"
cg400449c_si_001_clean,0.0002553148,0.1328206714,0.2635713287,1.1803754944,,Freundlich–Langmuir,"[nan, nan, nan]"
cg401887b_si_003_clean,0.0002341279,0.1150860612,0.2309494272,1.0778819941,,Freundlich–Langmuir,"[nan, nan, nan]"
cg401887b_si_004_clean,0.0002149647,0.1095754034,0.216948362,1.0343948254,3.4431761396969424e-06,Freundlich–Langmuir,[0.46376597 0.47838135 0.05722902]
cg500033b_si_002_clean,0.0001916188,0.0856340626,0.1670695992,0.7411252629,7.595106531546283e-06,Freundlich–Langmuir,[0.40260881 0.43824299 0.15016516]
cg500033b_si_003_clean,0.0003415001,0.146258929,0.2791745401,0.9682519767,1.7480864333194764e-05,Freundlich–Langmuir,[3.22085304e+01 9.51821193e-03 9.88064736e+00]
cg500091k_si_002_clean,0.0001809582,0.0824753291,0.1613148548,0.7549887138,4.3885893086914774e-06,Freundlich–Langmuir,[0.0590569  2.91593378 0.04786167]
cg500121f_si_004_clean,0.0003258797,0.1429631746,0.2728090276,1.1034844193,1.1384497286013767e-05,Freundlich–Langmuir,[0.54697001 0.5542377  0.23914759]
cg500149s_si_002_clean,6.70673e-05,0.0319717485,0.0634263333,0.2803996267,,Freundlich–Langmuir,"[nan, nan, nan]"
cg500175k_si_001_auto,0.0001692976,0.112483346,0.2232504785,1.0711561479,2.8813993666655733e-05,Freundlich–Langmuir,[0.78701696 0.28834055 0.06450219]
cg500192d_si_002_clean,0.0022168276,0.4834615614,0.6595555817,1.2159836492,0.0002092036414749086,Freundlich–Langmuir,[0.37055227 7.14065722 0.66250895]
cg500192d_si_003_clean,0.0001821788,0.1044049905,0.2050703479,0.991880533,,Freundlich–Langmuir,"[nan, nan, nan]"
cg501012e_si_002_clean,0.0002308973,0.1204627224,0.2364091784,1.0150499495,,Freundlich–Langmuir,"[nan, nan, nan]"
cg5010616_si_003_clean,0.0007485006,0.3595879765,0.6885812642,2.4282995849,,Freundlich–Langmuir,"[nan, nan, nan]"
cg5010616_si_007_clean,0.0007485006,0.338950746,0.6445201113,2.3214647643,1.674908702884757e-05,Freundlich–Langmuir,[6.05570272 0.11808398 0.93078141]
cg501141m_si_002_clean,0.0002115247,0.1056784318,0.209548271,0.9015766404,,Freundlich–Langmuir,"[nan, nan, nan]"
cg501141m_si_003_clean,0.0002569731,0.1287625628,0.2507173778,1.0303003708,3.8411826437576096e-06,Freundlich–Langmuir,[6.08761178 0.04347682 1.27254955]
cg501279y_si_002_clean,0.0003308705,0.134908468,0.2578365926,0.9669504769,2.38472300543176e-05,Freundlich–Langmuir,[2.0703062  0.13679381 0.73195684]
cg501332u_si_002_clean,7.07977e-05,0.033174962,0.0661437778,0.3116160079,,Freundlich–Langmuir,"[nan, nan, nan]"
cg501560z_si_002_clean,9.58159e-05,0.0472140754,0.0953926273,0.4638753162,,Freundlich–Langmuir,"[nan, nan, nan]"
cg501560z_si_003_clean,8.42338e-05,0.0506160664,0.0974500369,0.487448134,,Freundlich–Langmuir,"[nan, nan, nan]"
cg501730q_si_002_clean,0.0002490924,0.1142328241,0.2272680886,1.0026416851,,Freundlich–Langmuir,"[nan, nan, nan]"
cg800424t_si_002_clean,0.0001743986,0.087225441,0.1723668191,0.7920328151,1.1133654015899914e-06,Freundlich–Langmuir,[2.64688135 0.06673127 0.37819274]
cg8013317_si_003_clean,0.0004530555,0.202897128,0.3938449172,1.5680798123,1.741648748136588e-05,Freundlich–Langmuir,[18.3681415   0.02277031  2.67015242]
cg900153m_si_001_clean,0.0001924638,0.1018032333,0.2015180654,0.9596431987,6.848085084787536e-06,Freundlich–Langmuir,[0.43887638 0.46975742 0.05920521]
cg901114e_si_002_clean,3.47435e-05,0.0173561333,0.0340729855,0.1655963774,,Freundlich–Langmuir,"[nan, nan, nan]"
cg901128k_si_004_clean,5.85394e-05,0.0258228171,0.0505770422,0.2183916187,2.8840083737114446e-06,Freundlich–Langmuir,[0.77683235 0.06793457 0.64687388]
cg901312t_si_002_clean,0.0002578231,0.1161291777,0.2324235234,1.0624548775,,Freundlich–Langmuir,"[nan, nan, nan]"
CIDKUX_clean,0.0002332385,0.1114249661,0.2202296762,0.9279551359,,Freundlich–Langmuir,"[nan, nan, nan]"
CIFDOM_clean,0.0001909572,0.1107981688,0.2194528003,0.9926676398,,Freundlich–Langmuir,"[nan, nan, nan]"
CIFDUS_clean,0.0002408469,0.1137502634,0.2201392139,0.9888123693,2.6439282477234214e-07,Freundlich–Langmuir,[0.12940228 1.85742847 0.08368128]
CIFJAE_clean,0.0001733047,0.0864853808,0.1690016616,0.752336795,2.220090965512035e-06,Freundlich–Langmuir,[0.46457229 0.38262162 0.15587268]
CIFLUA_clean,0.0001959153,0.1152267955,0.2311156989,1.0239076845,,Freundlich–Langmuir,"[nan, nan, nan]"
CIFMAH_clean,0.0002835274,0.1446915246,0.2891494697,1.276413914,,Freundlich–Langmuir,"[nan, nan, nan]"
CIFMEL_clean,0.0001257158,0.0583234719,0.1149736228,0.568781734,,Freundlich–Langmuir,"[nan, nan, nan]"
CIFMIP_clean,0.0001111707,0.0567911074,0.1138250799,0.553812923,,Freundlich–Langmuir,"[nan, nan, nan]"
CIGXIA_manual,0.0002853751,0.1279292165,0.2475837861,0.9679996246,1.0422308711678738e-05,Freundlich–Langmuir,[8.23977504 0.03210628 2.09722692]
CIJVOH_clean,6.14562e-05,0.034219938,0.0677624608,0.3308690884,,Freundlich–Langmuir,"[nan, nan, nan]"
CIJVOH01_clean,7.8217e-05,0.0359854074,0.0719819887,0.354489226,,Freundlich–Langmuir,"[nan, nan, nan]"
CIPLIX_clean,0.0002644311,0.1088540698,0.216117485,0.9469520952,,Freundlich–Langmuir,"[nan, nan, nan]"
CIRTUU_clean,0.0003061318,0.143501717,0.2829270469,1.3186226222,7.112761885909343e-06,Freundlich–Langmuir,[0.71309498 0.40936682 0.09116382]
CISLUN_clean,0.0002327755,0.1269086951,0.2485920661,1.0937076162,1.3389822082028006e-05,Freundlich–Langmuir,[1.62423226 0.15980896 0.29139522]
CISXEJ_clean,0.0003709324,0.1578850115,0.3059481323,1.1573174718,,Freundlich–Langmuir,"[nan, nan, nan]"
CITZIP_manual,7.19476e-05,0.0305314773,0.0604531131,0.2886160785,5.063575799533282e-06,Freundlich–Langmuir,[0.11948207 0.51741965 0.05370979]
CIVTEH_clean,0.0001788533,0.0964451322,0.1900166886,0.8305722014,,Freundlich–Langmuir,"[nan, nan, nan]"
CIWREG_clean,0.0001968377,0.0930469497,0.1791347985,0.8187275755,1.3887440493086393e-05,Freundlich–Langmuir,[4.14353468e-03 5.41935949e+01 5.63354467e-02]
CIWRIK_clean,0.0001718215,0.0953813524,0.1857555228,0.8421486263,1.3231419112128909e-05,Freundlich–Langmuir,[0.17336415 1.14385103 0.08571041]
CIWROQ_clean,0.0001876212,0.0953629194,0.1858496626,0.8413481092,5.0737716577137265e-06,Freundlich–Langmuir,[0.20121261 0.98297058 0.09092629]
CIWRUW_clean,0.0001882795,0.0913083265,0.1783033404,0.8146058339,3.2245098006018226e-07,Freundlich–Langmuir,[0.18107148 1.04345729 0.08108259]
CIWSAD_clean,0.0001909128,0.0903715372,0.1786989907,0.8191561418,4.041976861842292e-06,Freundlich–Langmuir,[8.41663491 0.02172283 1.06426606]
