Adsorbent,O2_40C_0.001bar,O2_40C_0.5bar,O2_40C_1bar,O2_40C_5bar,RMSE_Freundlich-Langmuir,best_model,best_params
AFOYIE_clean,0.0001983176,0.0954502717,0.1886737199,0.9175136476,,Freundlich–Langmuir,"[nan, nan, nan]"
AFOYOK_clean,0.0001689979,0.0902378213,0.1762422459,0.8132247947,9.21100342146822e-06,Freundlich–Langmuir,[0.11802531 1.58811868 0.06476739]
AFUKET_clean,0.0002557828,0.1204706001,0.2298526281,0.887774055,8.687028639948552e-07,Freundlich–Langmuir,[0.94349515 0.26929038 0.42014894]
AFUKIX_clean,0.0002044763,0.0888821242,0.1765838625,0.8104185271,,Freundlich–Langmuir,"[nan, nan, nan]"
AGABIU_clean,9.33309e-05,0.0532165673,0.1055105944,0.5192537004,,Freundlich–Langmuir,"[nan, nan, nan]"
AGIREP_clean,0.0001668795,0.0771388257,0.1531670118,0.7155460078,,Freundlich–Langmuir,"[nan, nan, nan]"
AGOFEJ_clean,0.0001946637,0.0956960759,0.191909318,0.9198090537,,Freundlich–Langmuir,"[nan, nan, nan]"
AGONAM_clean,7.87974e-05,0.0346909009,0.0688330855,0.3215720722,,Freundlich–Langmuir,"[nan, nan, nan]"
AGONEQ_clean,9.3862e-05,0.0577212781,0.1149694153,0.5483301132,,Freundlich–Langmuir,"[nan, nan, nan]"
AGUBUA_clean,0.0013115521,0.5449281991,0.9420934186,2.4037242073,4.2969227234980366e-06,Freundlich–Langmuir,[2.5483932  0.51149183 0.78599007]
AHAMAY_clean,6.99309e-05,0.0368969142,0.0725567411,0.2889268409,,Freundlich–Langmuir,"[nan, nan, nan]"
AHEQAH_clean,0.0002044913,0.1067468042,0.2124827704,0.9928728533,,Freundlich–Langmuir,"[nan, nan, nan]"
AHIYOH_clean,0.0001999188,0.0876261425,0.1699387914,0.6553059671,,Freundlich–Langmuir,"[nan, nan, nan]"
AHOKIR_clean,0.0001211639,0.0627586098,0.122578191,0.5214100678,3.7414966765532513e-06,Freundlich–Langmuir,[1.51481025 0.0849303  0.59340494]
AHOKIR01_clean,0.0001996094,0.1036000638,0.2047768976,0.7903052122,0.0009328140630667489,Freundlich–Langmuir,[1.68049574e+03 1.29262863e-04 4.92058289e+02]
AHOKOX_clean,0.0001521344,0.0683300644,0.1348045036,0.5880624606,,Freundlich–Langmuir,"[nan, nan, nan]"
AJAKON_clean,0.0001532641,0.0794363527,0.1588150417,0.6871211128,,Freundlich–Langmuir,"[nan, nan, nan]"
AJAYIT_clean,1.80007e-05,0.0105981723,0.0204339623,0.0990631036,,Freundlich–Langmuir,"[nan, nan, nan]"
AJIGIL_clean,7.30996e-05,0.0341563316,0.0686374346,0.3236925416,,Freundlich–Langmuir,"[nan, nan, nan]"
AJOTEY_clean,0.0001716805,0.0845301246,0.1671867653,0.7546606304,,Freundlich–Langmuir,"[nan, nan, nan]"
AJOVEB_clean,0.0001248109,0.0579100469,0.1134115398,0.470209611,,Freundlich–Langmuir,"[nan, nan, nan]"
AKEDIF_clean,0.0002870325,0.1409718636,0.279304488,1.1836902943,,Freundlich–Langmuir,"[nan, nan, nan]"
AKOBAF_clean,0.0002069936,0.0963037508,0.189512948,0.7701945515,,Freundlich–Langmuir,"[nan, nan, nan]"
AKOXIJ_clean,0.001150598,0.4247909004,0.711864566,1.9502926285,1.3521641544967009e-05,Freundlich–Langmuir,[0.72399484 1.55306049 0.48770705]
AKUKUO_clean,0.0001873475,0.0969301005,0.1899104529,0.7702433601,,Freundlich–Langmuir,"[nan, nan, nan]"
ALAMUW_clean,0.000199768,0.1218491084,0.2365689967,1.1015269269,3.736729671641806e-05,Freundlich–Langmuir,[1.06517426e-02 2.57602649e+01 4.51175518e-02]
ALANAD_clean,0.0002374598,0.109678478,0.2160162229,1.0249182784,6.3716491636382044e-06,Freundlich–Langmuir,[0.14712926 1.52744438 0.04265945]
ALEJEI_clean,0.0002219731,0.1144708672,0.2222489085,1.0862893822,,Freundlich–Langmuir,"[nan, nan, nan]"
ALEJIM_clean,0.0002373618,0.1191723197,0.2382209438,1.1300459135,,Freundlich–Langmuir,"[nan, nan, nan]"
ALICAA_clean,8.12946e-05,0.0392641775,0.0776805687,0.3417303515,,Freundlich–Langmuir,"[nan, nan, nan]"
ALIXAU_clean_h,7.41121e-05,0.0316292102,0.0630768456,0.2884111134,,Freundlich–Langmuir,"[nan, nan, nan]"
ALIXOJ_clean,0.0001752014,0.0773798665,0.1546808923,0.7169523964,,Freundlich–Langmuir,"[nan, nan, nan]"
ALIXUP_clean,2.62771e-05,0.0138936457,0.0284456007,0.1380845272,,Freundlich–Langmuir,"[nan, nan, nan]"
ALOLES_ion_b,6.0171e-06,0.0037173409,0.0072878654,0.0352768309,,Freundlich–Langmuir,"[nan, nan, nan]"
ALOLIY_clean,1.72041e-05,0.0093917365,0.0187697097,0.0929006007,,Freundlich–Langmuir,"[nan, nan, nan]"
ALONEV_clean,3.80783e-05,0.0176944226,0.0353681741,0.171083438,,Freundlich–Langmuir,"[nan, nan, nan]"
ALUJIB_clean,0.0001016805,0.0649399709,0.1245461733,0.5650012943,3.301587764155519e-05,Freundlich–Langmuir,[1.80870715e-03 9.06592267e+01 6.08509205e-02]
ALUKIC_clean,0.0002131521,0.0989774745,0.1962209278,0.9492470385,6.3466088455628815e-06,Freundlich–Langmuir,[0.18785267 1.0671427  0.02947214]
ALULEZ_clean,0.0001293297,0.0849449805,0.170653622,0.8379209853,,Freundlich–Langmuir,"[nan, nan, nan]"
ALULID_clean,0.000172826,0.0770314476,0.1536308301,0.7259932372,,Freundlich–Langmuir,"[nan, nan, nan]"
ALURAB_clean,0.0001268594,0.0630554482,0.1243094934,0.5654096603,5.86379594319438e-07,Freundlich–Langmuir,[1.1744989  0.10901341 0.28547275]
ALUREF_clean,0.0001255908,0.0644559756,0.1285009269,0.5778545641,,Freundlich–Langmuir,"[nan, nan, nan]"
ALURIJ_clean,0.0001066086,0.0661417383,0.1318138912,0.5931231668,,Freundlich–Langmuir,"[nan, nan, nan]"
am301365h_si_002_clean,0.0001565108,0.0747554667,0.1492364723,0.7146805889,,Freundlich–Langmuir,"[nan, nan, nan]"
AMAFOK_clean,0.0001001484,0.0595464643,0.1179464533,0.493271389,,Freundlich–Langmuir,"[nan, nan, nan]"
AMAGAX_clean,0.0001278014,0.0553951623,0.1081064961,0.4729886222,6.952708944939293e-06,Freundlich–Langmuir,[0.4116587  0.27669267 0.21381879]
AMILOY_clean,0.0001921421,0.0950969468,0.1840051298,0.7112833375,2.2385786433073507e-06,Freundlich–Langmuir,[1.53135750e+01 1.28403942e-02 5.20211695e+00]
AMILUE_clean,0.0001846948,0.0943343362,0.1843789877,0.6972107887,0.0004891011404553184,Freundlich–Langmuir,[1.53407714e+03 1.28454678e-04 5.38626721e+02]
AMIMAL_clean,0.0002174632,0.0972388102,0.1874592196,0.702115626,7.844774830337467e-06,Freundlich–Langmuir,[2.51921918e+01 8.00997219e-03 9.23283969e+00]
AMIMEP_clean,0.000201079,0.0954425047,0.1844638877,0.7033667841,1.7738445799136632e-06,Freundlich–Langmuir,[4.38878382e+01 4.50113115e-03 1.52553584e+01]
AMIZIG_clean,2.82547e-05,0.0179552978,0.0351974469,0.1732589607,,Freundlich–Langmuir,"[nan, nan, nan]"
AMOYOR_clean,0.0002444955,0.0935956268,0.185335241,0.7278091403,0.0008281026858872403,Freundlich–Langmuir,[1.54188682e+03 1.26970141e-04 4.66912635e+02]
AMUFOF_clean,6.38272e-05,0.03820055,0.0747029619,0.3427165293,7.510446903056996e-06,Freundlich–Langmuir,[0.07962435 0.99032184 0.07856249]
AMUPOP_clean,0.0002004041,0.1016297779,0.1925198872,0.6889320667,7.528538731487738e-06,Freundlich–Langmuir,[1.36198586 0.15821538 0.76730138]
AMUWUB_clean,6.55272e-05,0.0328197871,0.065393847,0.3277251387,,Freundlich–Langmuir,"[nan, nan, nan]"
AMUXAI_clean,3.22393e-05,0.0265092681,0.0536934114,0.2680952308,,Freundlich–Langmuir,"[nan, nan, nan]"
ANEHEI_clean,0.0001263333,0.0732350131,0.142350796,0.6225971468,1.2649750213083105e-05,Freundlich–Langmuir,[0.31378778 0.4832694  0.16040911]
ANIDIL_clean,3.66723e-05,0.0188928241,0.0368267588,0.1721684191,1.8630261701286957e-06,Freundlich–Langmuir,[5.78382715e-03 6.98658140e+00 4.46781682e-02]
ANOMOG_clean,0.000298669,0.1299263224,0.2555364806,1.1080859588,,Freundlich–Langmuir,"[nan, nan, nan]"
ANOMUM_clean,0.0002177701,0.1156794808,0.2328659306,1.0549858308,,Freundlich–Langmuir,"[nan, nan, nan]"
ANONAT_manual,0.0002264809,0.105537201,0.2052846207,0.9708278471,,Freundlich–Langmuir,"[nan, nan, nan]"
ANUGEW_clean,0.0001959018,0.1087994001,0.2161914004,1.045682646,1.167058926429161e-05,Freundlich–Langmuir,[0.62149017 0.35277497 0.04643551]
ANUGIA_clean,0.0002133227,0.1131642303,0.2231389428,1.0870028162,,Freundlich–Langmuir,"[nan, nan, nan]"
ANUGOG_clean,0.0003096619,0.1189643702,0.2367958939,1.1169815313,,Freundlich–Langmuir,"[nan, nan, nan]"
APACAX_clean,0.0004681369,0.2126334495,0.4135563839,1.694868329,1.5249151764934252e-05,Freundlich–Langmuir,[7.4256724  0.05893938 0.98936643]
APARAM_clean,0.0002394807,0.1074958603,0.2073201941,0.7826521009,8.243410080433289e-06,Freundlich–Langmuir,[14.28272609  0.015614    4.7087541 ]
APEBED_clean,0.0002579644,0.1277336745,0.2393747899,0.8365462647,8.423231950047948e-06,Freundlich–Langmuir,[1.04049674 0.26415591 0.58960919]
APEBEE_clean,0.0003399117,0.1533975059,0.2945023379,1.118416294,9.868459006373869e-06,Freundlich–Langmuir,[3.40115804 0.09414531 0.92992432]
APEBII_clean,0.0009569396,0.3436790806,0.5634093002,1.4711998318,2.7831825575554756e-07,Freundlich–Langmuir,[0.52081882 1.83802099 0.50817925]
APEBUU_clean,0.0001034553,0.0590092173,0.1151216854,0.5033172466,8.963815841400125e-06,Freundlich–Langmuir,[0.42524331 0.28546    0.21112955]
APUPEH_clean,0.0002732133,0.1396726919,0.2784144349,1.3463443695,,Freundlich–Langmuir,"[nan, nan, nan]"
AQEGUY_clean,0.0005616044,0.2088206122,0.365613939,1.0132779197,3.39811962812877e-05,Freundlich–Langmuir,[0.83761261 0.5895719  0.64863558]
AQEQES_clean,0.0001145979,0.0578337376,0.1158989181,0.539888659,,Freundlich–Langmuir,"[nan, nan, nan]"
AQEQIW_clean,0.0001628668,0.0620742464,0.1236466871,0.5827020698,,Freundlich–Langmuir,"[nan, nan, nan]"
AQERUL_clean,0.0012927492,0.5223992718,0.8581980918,1.8615104559,2.7491481675928735e-05,Freundlich–Langmuir,[1.96183096 0.68738344 0.86382523]
AQIQAU_clean,0.0001890982,0.0957792616,0.1875103831,0.8832427093,5.772613122758041e-06,Freundlich–Langmuir,[0.04841965 4.14450759 0.04142727]
AQIXUU_clean,0.0001214501,0.0628150076,0.1212742578,0.4789903679,4.451489285920813e-06,Freundlich–Langmuir,[1.32460139 0.09841665 0.76986404]
AQIXUV_clean,6.67327e-05,0.0336277383,0.0667688838,0.3242168313,5.913307720464178e-07,Freundlich–Langmuir,[0.08233425 0.82489268 0.02834137]
AQOLEZ_clean,0.0002856108,0.1409632335,0.2793967709,1.2420909722,,Freundlich–Langmuir,"[nan, nan, nan]"
AQOLID_clean,0.0002291349,0.1182378392,0.2344331445,0.9892879363,,Freundlich–Langmuir,"[nan, nan, nan]"
AQOLOJ_clean,0.0006791147,0.3148964805,0.595901902,2.1432792866,5.142086090233336e-06,Freundlich–Langmuir,[3.57471632 0.18712394 0.6738099 ]
AQOLUP_clean,0.0002914716,0.1423849016,0.2745083498,1.2226075266,6.0640676640560335e-06,Freundlich–Langmuir,[0.14093442 2.15459203 0.08783857]
AQOMAW_clean,0.0001953919,0.1023826378,0.2007529573,0.8768848904,6.813882334329106e-06,Freundlich–Langmuir,[2.47864249 0.08433176 0.49891877]
AQOMEA_clean,0.0002790685,0.1317120805,0.2612122844,1.1575928263,,Freundlich–Langmuir,"[nan, nan, nan]"
AQOMEA01_clean,0.0002625311,0.1356293759,0.2672174259,1.1799555184,,Freundlich–Langmuir,"[nan, nan, nan]"
AQUCOF_clean,0.000104509,0.0495734757,0.0975779237,0.4743229622,,Freundlich–Langmuir,"[nan, nan, nan]"
AQUCOG_clean,5.79661e-05,0.0300005654,0.0594366304,0.2939477532,,Freundlich–Langmuir,"[nan, nan, nan]"
AQUCUM_clean,6.06414e-05,0.0304562679,0.0620914767,0.2972946252,,Freundlich–Langmuir,"[nan, nan, nan]"
AQUDAS_clean,0.0001031155,0.0493226543,0.0988306377,0.4734799233,,Freundlich–Langmuir,"[nan, nan, nan]"
AQUDAT_clean,8.81563e-05,0.0417249346,0.0864500264,0.358213078,0.001095266621738891,Freundlich–Langmuir,[6.49731040e+02 1.37254989e-04 3.19038229e+02]
AQUDEX_clean,8.24688e-05,0.0424500911,0.0841906663,0.3640285486,,Freundlich–Langmuir,"[nan, nan, nan]"
AQUDIB_clean,6.15332e-05,0.0288920757,0.0584396139,0.2872611434,,Freundlich–Langmuir,"[nan, nan, nan]"
AQUDOH_clean,9.24219e-05,0.0402774654,0.0777623675,0.3385442752,3.932994083989646e-06,Freundlich–Langmuir,[0.09321742 0.90719231 0.12991369]
ARADEE_clean,0.0001509341,0.0767380266,0.1531454357,0.7068389095,,Freundlich–Langmuir,"[nan, nan, nan]"
ARAFEF_clean,0.0002209825,0.1200161589,0.2422874726,1.1134722348,,Freundlich–Langmuir,"[nan, nan, nan]"
ARAFIJ_clean,0.0002304262,0.1235348802,0.2421269297,1.1169191839,1.1753811347877483e-05,Freundlich–Langmuir,[0.29642442 0.85671042 0.07704287]
ARAFOP_clean,0.0002504468,0.1237161992,0.2411610285,0.9881543847,1.7267508810547024e-06,Freundlich–Langmuir,[1.76733781e+01 1.43670010e-02 3.61229155e+00]
ARAGOR_clean,0.0001525274,0.0819154098,0.1607063552,0.717415997,7.39214471193564e-06,Freundlich–Langmuir,[0.8476208  0.19739825 0.22382552]
ARINOF_clean,0.0002037352,0.0935589235,0.1823444178,0.7353304688,,Freundlich–Langmuir,"[nan, nan, nan]"
ARINUL_clean,0.0001865896,0.0797504136,0.1585678793,0.6629759383,,Freundlich–Langmuir,"[nan, nan, nan]"
AROFAP_clean,0.0002537735,0.1112125211,0.2201584963,0.9146794468,,Freundlich–Langmuir,"[nan, nan, nan]"
AROFET_clean,0.0001741583,0.0806651535,0.1597529303,0.7492464677,5.574007154006885e-06,Freundlich–Langmuir,[1.40355578 0.11614352 0.18390331]
ARUYES_clean,0.0001980317,0.0902996745,0.1764811259,0.7403346066,6.588423347226609e-06,Freundlich–Langmuir,[7.87666642 0.02346979 2.00033033]
ARUYUH_clean,0.0002280525,0.1022845708,0.1998970927,0.851827528,9.26565495090594e-06,Freundlich–Langmuir,[2.75105444 0.07616412 0.64128535]
ARUYUH01_clean,0.0002633704,0.1255983974,0.2484914464,1.0486287576,,Freundlich–Langmuir,"[nan, nan, nan]"
ASACON_clean,6.03583e-05,0.0301371537,0.0582037558,0.2682584575,,Freundlich–Langmuir,"[nan, nan, nan]"
ASADAA_clean,8.67877e-05,0.0373299699,0.0733259804,0.3400471446,5.171998044693038e-06,Freundlich–Langmuir,[0.10489093 0.72883528 0.07616964]
ASANAL_clean,0.0001593241,0.0890944424,0.1729570272,0.7305589256,1.24256930550307e-05,Freundlich–Langmuir,[0.783408   0.23511121 0.29794119]
ASEJOZ_clean,4.16915e-05,0.0283879715,0.0561310284,0.2517030328,,Freundlich–Langmuir,"[nan, nan, nan]"
ASEJOZ01_clean,5.99315e-05,0.0284040401,0.0553480107,0.2456477834,6.355905658888949e-07,Freundlich–Langmuir,[0.11117795 0.52766394 0.13733842]
