Adsorbent,O2_20C_0.001bar,O2_20C_0.5bar,O2_20C_1bar,O2_20C_5bar,O2_20C_15bar,RMSE_Freundlich-Langmuir,best_model,best_params
WOPSAX_clean,0.0001062826,0.049147084,0.100710508,0.471176311,1.364583513,0.0009461589065361508,Freundlich–Langmuir,[0.01569903 6.76287894 0.03338227]
WOPSAX01_clean,5.53657e-05,0.024278877,0.047611412,0.224511433,0.592485604,0.00011125962581670937,Freundlich–Langmuir,[1.55646779 0.0311812  0.53675462]
WOPSAX02_clean,0.000111733,0.049939208,0.099879324,0.471422487,1.362413349,0.00039632949742561936,Freundlich–Langmuir,[0.02449291 4.29698393 0.03523988]
WOPSOL_clean,9.05283e-05,0.045350996,0.090854701,0.432551295,1.2533874,0.0002952062923793246,Freundlich–Langmuir,[0.04610479 2.03551945 0.03364869]
WOPSOL01_clean,8.72063e-05,0.047703639,0.096487364,0.456867218,1.317326806,0.0004869482168669437,Freundlich–Langmuir,[0.07649116 1.29409509 0.03968336]
WOQTUT_clean,1.50202e-05,0.007987743,0.015780223,0.077997651,0.22871936,3.252859551781942e-05,Freundlich–Langmuir,[0.15281558 0.10396234 0.04368995]
WORKOF_clean,0.0004126336,0.180426165,0.344345287,1.395606648,3.208601522,0.0005998392113663767,Freundlich–Langmuir,[1.42742896 0.26235925 0.35081184]
WORKUL_clean,0.0004228221,0.196782078,0.376406748,1.475611718,3.223188034,0.00013456353248890267,Freundlich–Langmuir,[1.78852394 0.23047357 0.43589877]
WORLAS_clean,0.0004143317,0.202142918,0.393730567,1.517382804,3.380965199,0.001838096790369681,Freundlich–Langmuir,[1.30931727 0.33208564 0.36734231]
WORREC_clean,0.0002553529,0.150580324,0.296962472,1.4366502,3.907540352,,Freundlich–Langmuir,"[nan, nan, nan]"
WORSUT_clean,0.0002528405,0.113933184,0.222515937,0.9422522,2.07086143,2.202207071720395e-05,Freundlich–Langmuir,[4.00907972 0.05819769 0.83620461]
WOSHET_clean,0.0001190355,0.045836414,0.089412448,0.353693158,0.710408781,0.0001639980462442196,Freundlich–Langmuir,[1.15981534 0.08242845 0.87268025]
WOTLOI_clean,0.0002189276,0.104358413,0.202972166,0.917414689,2.206191904,0.00058337204312296,Freundlich–Langmuir,[7.39121019 0.02833086 0.99752601]
WOTSEF_clean,0.0004371629,0.181026782,0.359154899,1.600652163,3.875005788,0.0005633395437376446,Freundlich–Langmuir,[6.76036306 0.05475256 0.59987067]
WOVDES_clean,0.0002515415,0.117942713,0.224523074,0.837846516,1.607415436,0.00015164107494578444,Freundlich–Langmuir,[1.85134287 0.13350665 0.76011403]
WOYHUP_clean,0.0004650817,0.226950908,0.433378597,1.796810216,4.177035566,0.0012080591351861414,Freundlich–Langmuir,[2.21002016 0.21085071 0.36099427]
WOYJAX_clean,0.0005820974,0.260939881,0.485169615,1.932365869,4.297610969,0.003145356849340779,Freundlich–Langmuir,[2.12409769 0.25191259 0.39935374]
WOYJEB_clean,0.000461355,0.229993318,0.428373752,1.813243846,4.135662676,0.0039115078825272005,Freundlich–Langmuir,[3.58182087 0.12803702 0.47475691]
WOYJIF_clean,0.0004729151,0.20739656,0.396287875,1.651685406,3.927624804,0.0009960655542239523,Freundlich–Langmuir,[1.62915613 0.26206057 0.30641667]
WOYJOL_clean,0.0004706632,0.222231833,0.419113162,1.728510846,3.986470461,0.002120729395751331,Freundlich–Langmuir,[2.0682018  0.21933155 0.36713203]
WOYWIS_clean,0.0004566662,0.204284049,0.38174503,1.381231934,2.63889679,0.001042725769944759,Freundlich–Langmuir,[2.27545474 0.18885767 0.66470246]
WOYWOY_clean,0.0008360138,0.349846172,0.599321058,1.792199487,3.181586133,0.004807300025327475,Freundlich–Langmuir,[1.30345874 0.6102313  0.57023551]
WOZGUP_clean,0.0003735685,0.180511068,0.350438214,1.520783237,3.655381299,0.0005317033580488461,Freundlich–Langmuir,[2.89220314 0.12711735 0.38538688]
WUCRUH_clean,8.71296e-05,0.053142087,0.105005111,0.435398818,0.93208634,0.00029739364889111,Freundlich–Langmuir,[1.73523682 0.06358399 0.85722559]
WUDVEY_clean,0.0001642356,0.068848989,0.136162105,0.579305734,1.241611786,0.0002743276768555609,Freundlich–Langmuir,[4.89327553 0.02896894 1.4908853 ]
WUDYUR_clean,0.0003295779,0.123694722,0.217626605,0.632991303,1.109011353,0.00018358225459232623,Freundlich–Langmuir,[0.46297997 0.62452827 0.58311575]
WUDZIG_clean,0.0002424679,0.11350274,0.221671186,0.909710352,1.997652259,0.00028198612827759435,Freundlich–Langmuir,[2.07216721 0.11359912 0.5726132 ]
WUDZOM_clean,0.0002682582,0.115690298,0.229675052,0.91779944,1.936517881,0.0011981063286587495,Freundlich–Langmuir,[2.27667273 0.10727292 0.6647515 ]
WUGPUL_clean,0.000486114,0.217466226,0.426192025,1.838562556,4.53782123,0.00043245260114722537,Freundlich–Langmuir,[2.11699206 0.21201736 0.2758113 ]
WUGQAS_clean,0.000461265,0.214590991,0.419141702,1.740140117,4.376346041,0.0016047110312101508,Freundlich–Langmuir,[0.69818298 0.65728886 0.18990973]
WUHJIT_clean,0.0002476508,0.121941961,0.23640552,1.135413848,2.976704226,,Freundlich–Langmuir,"[nan, nan, nan]"
WUJPIC_clean,0.0002693278,0.133042938,0.260312785,1.042797282,2.305413417,0.0007675365201385676,Freundlich–Langmuir,[1.56117323 0.17918656 0.45891915]
WUKXEH_clean,0.0003313686,0.161666848,0.318006551,1.469922683,3.869151233,0.00029991568476123924,Freundlich–Langmuir,[3.21987375 0.10133052 0.25425075]
WULJUJ_clean,0.0002880259,0.131608465,0.253260017,1.104553519,2.735764992,0.0007712582480889028,Freundlich–Langmuir,[1.35960444 0.19654415 0.2781448 ]
WULKAQ_clean,0.0002828595,0.133126736,0.25210533,1.1160216,2.72603217,0.0018080831196295405,Freundlich–Langmuir,[2.23887923 0.1183657  0.36950345]
WULQUR_clean,0.0002140472,0.115807176,0.226882379,1.069981143,2.817694306,0.0005760175432987052,Freundlich–Langmuir,[8.21371628 0.02816101 0.59065061]
WUNTEF_clean,0.0005369878,0.258661937,0.500575803,1.86365017,3.431203183,0.0010937084329967252,Freundlich–Langmuir,[5.77210711 0.09454023 0.98467166]
WUNTIJ_clean,0.0005579775,0.266144783,0.507670338,1.883326311,3.458993612,0.00025329667063311916,Freundlich–Langmuir,[5.48627452 0.10152858 0.95297925]
WUNTOP_clean,0.0005020049,0.25298421,0.480093305,1.802569997,3.376836232,0.0008963561382407487,Freundlich–Langmuir,[5.06388335 0.10390089 0.90366294]
WUNTUV_clean,0.0005387369,0.250843255,0.487492192,1.784489076,3.301549497,0.0018743334994190926,Freundlich–Langmuir,[4.51564356 0.11842931 0.86936785]
WUNVAD_clean,0.0005002557,0.256638175,0.497198202,1.801349093,3.359488204,0.0019178855205054177,Freundlich–Langmuir,[3.87859145 0.14160238 0.78745221]
WUNVOR_clean,0.0005527301,0.268738766,0.507311763,1.876663815,3.473275388,0.0011850587699879897,Freundlich–Langmuir,[4.87340809 0.11489726 0.8813489 ]
WUNVUX_clean,0.0005247438,0.264846917,0.505387703,1.832211022,3.39903814,0.0004146328969638995,Freundlich–Langmuir,[3.97371062 0.14115701 0.79717574]
WUPZUE_clean,0.0002291287,0.118200219,0.228421786,0.949123942,2.069776479,0.00032350526927332995,Freundlich–Langmuir,[2.78845924 0.08678876 0.6738832 ]
WURKEB_clean,0.0001778192,0.087201192,0.170980612,0.786273168,2.070513138,0.00022429119020900536,Freundlich–Langmuir,[1.33411054 0.13195687 0.2228052 ]
WURNOO_clean,8.67259e-05,0.039354466,0.07854577,0.367271111,0.931443906,,Freundlich–Langmuir,"[nan, nan, nan]"
WUSCUJ_clean,8.17345e-05,0.039797671,0.079973012,0.381993382,1.021525228,,Freundlich–Langmuir,"[nan, nan, nan]"
WUSSEK_clean,0.0001330722,0.079505616,0.159553537,0.735552864,1.941583114,0.00048263760676411986,Freundlich–Langmuir,[1.64106619 0.09921095 0.25164612]
WUSXEP_clean,0.0003644844,0.176535017,0.33863155,1.374752532,3.282465003,6.306065457341532e-05,Freundlich–Langmuir,[0.88568531 0.41967671 0.26660079]
WUTBEU_clean,0.0001918198,0.105767943,0.207955249,1.017111416,2.682588858,,Freundlich–Langmuir,"[nan, nan, nan]"
WUTCET_clean,0.0004222158,0.196327541,0.372549503,1.350855619,2.599996382,0.00010548322227034123,Freundlich–Langmuir,[2.22440551 0.18738645 0.65587009]
WUTKIG_clean,0.0002241338,0.10226684,0.2065219,0.910562855,2.265061331,0.0011623651161149127,Freundlich–Langmuir,[1.80357722 0.11810054 0.33746019]
WUWQEL_clean,1.42766e-05,0.012516676,0.025370799,0.122838379,0.357622098,9.675150146776897e-05,Freundlich–Langmuir,[0.06311167 0.40487191 0.03542295]
WUYWIY_clean,0.0001903579,0.107378877,0.21110696,1.001731487,2.59779107,,Freundlich–Langmuir,"[nan, nan, nan]"
WUYWOE_clean,0.0002308958,0.104840266,0.212194919,0.958529871,2.565588261,0.001258276676062477,Freundlich–Langmuir,[0.75119974 0.29101726 0.1460828 ]
WUYWUK_clean,0.0002048318,0.125297465,0.24713141,1.169999152,3.005291941,,Freundlich–Langmuir,"[nan, nan, nan]"
WUYXAR_clean,0.000176543,0.115451418,0.231014135,1.096892093,2.832224925,,Freundlich–Langmuir,"[nan, nan, nan]"
WUYXOF_clean,0.0002501894,0.104887357,0.211783481,0.982624152,2.579887419,0.000819305152503158,Freundlich–Langmuir,[3.96838701 0.05419131 0.37556931]
WUYYOG_clean,0.0003025013,0.153816184,0.305223845,1.33128539,3.321200421,0.000894787004716118,Freundlich–Langmuir,[1.72178488 0.18504094 0.27391193]
WUZDOL_clean,8.39757e-05,0.046013936,0.09085142,0.414237126,1.052151478,6.71143748314577e-06,Freundlich–Langmuir,[1.36306213 0.06845448 0.40392649]
WUZGAB_clean,0.000228752,0.112367038,0.221465135,1.033591899,2.768391672,0.00018323032132982036,Freundlich–Langmuir,[2.13667499 0.10602744 0.21535333]
WUZQOZ_clean,0.0002616113,0.123574102,0.246325086,1.107623817,2.839564841,0.000639418596355709,Freundlich–Langmuir,[1.91780557 0.13238379 0.2683469 ]
XACSIG_clean,0.0001647167,0.067135223,0.134034902,0.58082889,1.339263537,0.0004766954559523491,Freundlich–Langmuir,[2.53785949 0.05469876 0.73666772]
XACYAB_clean,0.001389513,0.627455473,1.133037668,3.475603998,5.707050243,0.002770391182951386,Freundlich–Langmuir,[4.85845933 0.2840651  0.77605983]
XACZEH_clean,0.0001249959,0.061663942,0.122713679,0.555389254,1.380161982,0.00021062238460273173,Freundlich–Langmuir,[2.51606282 0.0500226  0.55959158]
XADCEM_clean,0.0005598278,0.271043537,0.522510796,2.215584574,4.803946913,0.00145761149356438,Freundlich–Langmuir,[11.02953502  0.04981699  0.96728389]
XADDEN_manual,0.0002996503,0.1474176,0.283048096,1.221090351,2.939613067,0.000946400735422417,Freundlich–Langmuir,[1.8826782  0.15888089 0.34694439]
XADDIR_manual,0.0003125662,0.143788216,0.282224057,1.173675862,2.89995332,0.001072341515278657,Freundlich–Langmuir,[0.69522685 0.43826924 0.22468378]
XADDOX_clean,0.0001327744,0.065400857,0.129484316,0.599338293,1.546017763,1.190481074669066e-05,Freundlich–Langmuir,[2.86543683 0.04616067 0.47412292]
XADDUD_clean,0.0001436067,0.075047926,0.149454875,0.660165823,1.752041397,0.0006528653773492194,Freundlich–Langmuir,[0.30666271 0.51293328 0.13763726]
XADGAM_clean,0.0009741797,0.384735272,0.684968386,1.829072184,2.701905456,0.0011608420060664213,Freundlich–Langmuir,[2.4030838  0.37216377 0.85036923]
XAFBEN_clean,0.0005584399,0.265014637,0.489962504,1.716596438,3.009490818,0.0021776750563682564,Freundlich–Langmuir,[3.80912534 0.14575856 0.87831573]
XAFFAN_clean,0.0003830015,0.157563644,0.315952518,1.498696579,4.288953067,0.0009073710581891749,Freundlich–Langmuir,[0.47628888 0.67831651 0.05060357]
XAFFER_clean,0.0002842897,0.15723987,0.310705003,1.512993984,4.303376823,0.0005094328537756678,Freundlich–Langmuir,[5.50646007 0.05698935 0.14516213]
XAFFIV_clean,0.0002809909,0.151237325,0.304365317,1.470184473,4.188297654,0.0006748311542656786,Freundlich–Langmuir,[2.8991653  0.10574955 0.09839711]
XAFFOB_clean,0.0003372071,0.152826221,0.30268502,1.479557605,4.206797316,0.000403650124122119,Freundlich–Langmuir,[15.77888308  0.01933396  0.3303707 ]
XAFFUH_clean,0.0003372071,0.167163473,0.335755117,1.602217676,4.618007479,0.001001039430070014,Freundlich–Langmuir,[0.44930269 0.7622597  0.04228053]
XAHPAZ_clean,0.0001905336,0.109373727,0.221068501,1.030084194,2.831619262,0.0009651838963210157,Freundlich–Langmuir,[1.09077287 0.20636039 0.12480564]
XAHPED_clean,0.0002724027,0.140517902,0.277771161,1.350891247,3.847164738,0.0004171043730473201,Freundlich–Langmuir,[3.70563342 0.07574483 0.11881522]
XAHPIH_clean,0.0002590696,0.14587434,0.289039812,1.407179466,4.031095004,0.0003013945269351735,Freundlich–Langmuir,[2.96855947 0.09832337 0.09114657]
XAHPON_clean,0.0004214393,0.184372673,0.373198554,1.703636788,4.952670441,,Freundlich–Langmuir,"[nan, nan, nan]"
XAHPUT_clean,0.0004447182,0.208416605,0.414140862,2.083985761,5.845677115,,Freundlich–Langmuir,"[nan, nan, nan]"
XAHQAA_clean,0.0004032496,0.220968201,0.435333189,2.163396513,6.125034388,,Freundlich–Langmuir,"[nan, nan, nan]"
XAHWAG_clean,0.0002908695,0.150113054,0.302860205,1.314782877,3.074636719,0.0016874530227324286,Freundlich–Langmuir,[5.09606919 0.06136193 0.64726097]
XAKLIH_clean,0.0008932068,0.361500732,0.626575942,1.843374781,3.149429939,0.0037759858930733192,Freundlich–Langmuir,[1.61339968 0.50769983 0.63209439]
XAKQOR_clean,0.0003374343,0.159634403,0.31297113,1.322895511,3.007525522,0.0003166050035269204,Freundlich–Langmuir,[3.41638293 0.09627715 0.55386705]
XAKYUE_clean,0.0002267725,0.109858341,0.210448165,0.932725211,2.159985849,0.0011274212167370276,Freundlich–Langmuir,[5.99503457 0.03656178 0.96086217]
XAKZAL_clean,0.0002263118,0.113342083,0.222573314,0.864402044,1.816701854,0.0010056091592241803,Freundlich–Langmuir,[1.48231741 0.16235043 0.55639401]
XAKZEP_clean,0.0002642153,0.121444193,0.238271393,1.03079197,2.31928532,2.6636878275893426e-05,Freundlich–Langmuir,[5.83052217 0.04252246 0.95702748]
XAKZIT_clean,0.0002235668,0.115172467,0.2207214,0.966538535,2.309045284,0.0010018376654450474,Freundlich–Langmuir,[2.32527391 0.09957016 0.44670604]
XAKZOZ_clean,0.0002269542,0.120367008,0.233905066,1.007784915,2.352850826,0.0003057484121060395,Freundlich–Langmuir,[2.56904478 0.09546878 0.50296662]
XAKZUF_clean,0.0002300122,0.108492847,0.21461916,0.916242087,2.182543238,0.0005975741823318003,Freundlich–Langmuir,[1.56604974 0.14372426 0.37959905]
XALBAO_clean,0.0002402357,0.109713657,0.220997072,0.926014722,2.26323393,0.0016974052092860834,Freundlich–Langmuir,[0.83606466 0.27944732 0.26548677]
XALBES_clean,0.0001941631,0.11559614,0.223129575,0.976110441,2.246292379,0.0007549072691463316,Freundlich–Langmuir,[4.61769037 0.05041748 0.78347828]
XALBIW_clean,0.0002237812,0.11285482,0.217837808,0.956032662,2.2547467,0.000727024615832446,Freundlich–Langmuir,[3.19639174 0.07115411 0.57022687]
XALBOC_clean,0.0002320084,0.112089686,0.222127496,0.948583711,2.292522937,0.0007363698626086453,Freundlich–Langmuir,[1.32462938 0.17611089 0.32720348]
XALBUI_clean,0.0002267725,0.11309147,0.216036488,0.941465673,2.233756578,0.0010851957643100915,Freundlich–Langmuir,[2.2053967  0.10301261 0.45211337]
XALCAP_clean,0.0002494498,0.115035235,0.222897978,0.964010104,2.182086453,0.0005091409141600662,Freundlich–Langmuir,[4.37924506 0.05320342 0.80281042]
XALCET_clean,0.0002364914,0.109181263,0.211267786,0.922688906,2.107066854,0.0006083316040443353,Freundlich–Langmuir,[4.88018984 0.04513717 0.87011967]
XALCIX_clean,0.0002062588,0.110633504,0.213108326,0.843094362,1.782849626,1.5626936272776484e-05,Freundlich–Langmuir,[1.60465905 0.14347551 0.57588144]
XALCOD_clean,0.0002506618,0.113969454,0.213030979,0.843492556,1.804234655,0.00124248329686817,Freundlich–Langmuir,[1.31421366 0.1774606  0.51012846]
XALCUJ_clean,0.0002033941,0.110090642,0.213151296,0.879321431,1.798333361,0.00026162237956334623,Freundlich–Langmuir,[5.1288486  0.0439079  1.24590554]
XALDAQ_clean,0.0002062588,0.110382842,0.210120438,0.868449873,1.797259096,0.0009640994148170641,Freundlich–Langmuir,[4.08030823 0.05471993 1.0386385 ]
XALDAS_clean,0.0004961716,0.231809172,0.425226871,1.586753587,3.711330559,0.00031614281354584733,Freundlich–Langmuir,[0.39350261 1.33367846 0.24695754]
XALDEU_clean,0.0002091235,0.105134701,0.207393238,0.839619474,1.725684423,0.0006620595856726711,Freundlich–Langmuir,[3.35363172 0.06540431 0.94393285]
XALDIY_clean,0.0002062588,0.109875789,0.208725326,0.850654321,1.781434462,0.0008997497356554836,Freundlich–Langmuir,[2.61547206 0.08541334 0.76611973]
XALDOE_clean,0.0001661529,0.107022542,0.207777108,0.839931727,1.776770721,9.235614262701776e-05,Freundlich–Langmuir,[2.21952208 0.09986404 0.68445288]
XALMII_clean,0.000247718,0.136638279,0.273133644,1.202424751,3.082668682,0.0011676359085581597,Freundlich–Langmuir,[1.19709255 0.23753165 0.21390298]
XALTIP_clean,0.0002048681,0.109356562,0.217114648,1.048335302,2.980152853,7.833797766857624e-05,Freundlich–Langmuir,[1.64530114 0.13354038 0.09152717]
XALXUF_clean,0.0003045008,0.158707158,0.3132554,1.429854823,3.588832339,4.1616525776813176e-05,Freundlich–Langmuir,[6.85770648 0.04686059 0.55419335]
XALXUF01_clean,0.0003307676,0.170047623,0.328521298,1.492152955,3.712651298,0.0013738302050339951,Freundlich–Langmuir,[5.55967755 0.06111973 0.48708195]
XAMDUM_clean,0.0003022335,0.145012649,0.278902072,1.197937201,2.871272139,0.0007941714755002424,Freundlich–Langmuir,[1.82547895 0.1616017  0.35140464]
XAMDUM01_clean,0.0003254822,0.144436597,0.28613501,1.1869948,2.875387164,0.0014481554209584253,Freundlich–Langmuir,[0.96989243 0.315421   0.2677361 ]
XAMDUM02_clean,0.0002996503,0.148528373,0.290516104,1.2232344,2.962231496,0.0004971494476147585,Freundlich–Langmuir,[1.20911965 0.25581109 0.28463959]
XAMDUM03_clean,0.0002815679,0.15132597,0.292990801,1.214699534,2.959506228,0.00030053777809412144,Freundlich–Langmuir,[0.81307755 0.39038297 0.24698811]
XAMDUM04_clean,0.0003383982,0.169521974,0.324237092,1.338785744,3.130190638,0.0006852094370782013,Freundlich–Langmuir,[1.4474132  0.24160975 0.33716656]
XAMDUM05_clean,0.0003073998,0.155203341,0.300337399,1.243372965,3.007191952,0.00023938154658885704,Freundlich–Langmuir,[0.9112747  0.35653923 0.26124601]
XAMDUM06_clean,0.0003435645,0.147030121,0.279263719,1.19875349,2.949405947,0.001328285383839112,Freundlich–Langmuir,[1.12465091 0.26560265 0.26033474]
XAMGUQ_clean,0.0001663701,0.090595705,0.178116317,0.805932234,2.118021943,1.0645701181778144e-05,Freundlich–Langmuir,[0.85359252 0.21638896 0.18575378]
XAMHEA_manual,0.0002738354,0.13629737,0.265067061,1.148809283,2.863608358,0.00014000188747447976,Freundlich–Langmuir,[1.17681046 0.23783518 0.25187932]
XANKOO_clean,0.000216986,0.11293719,0.221783791,1.045684618,2.883478601,0.0003658448536456292,Freundlich–Langmuir,[1.22375291 0.18550057 0.12498385]
XANLAA_clean,0.0005497625,0.298695741,0.572685828,2.506557949,5.608136828,0.0028063841693568617,Freundlich–Langmuir,[20.54267564  0.02909724  1.29554896]
XANLEE_clean,0.0006435971,0.302706779,0.593733642,2.590013748,5.750070635,0.0001926036310754472,Freundlich–Langmuir,[2.92752103e+01 2.10317157e-02 1.72814798e+00]
XANMIJ_clean,0.0002036981,0.098038117,0.193505148,0.86839856,2.267157929,0.00021880861697643058,Freundlich–Langmuir,[0.87545113 0.22962185 0.19119141]
XANMUX_clean,0.0002299285,0.095372444,0.189219696,0.871212667,2.273725054,0.00015193852417750734,Freundlich–Langmuir,[2.24314384 0.08636153 0.2952116 ]
XANMUX01_clean,0.0001666982,0.097102656,0.194278124,0.884205546,2.240454393,0.0005155147490856801,Freundlich–Langmuir,[3.30080022 0.06021908 0.44403211]
XANMUX02_clean,0.0002031035,0.095416514,0.188811572,0.859507388,2.24137794,0.0001546501018754224,Freundlich–Langmuir,[1.4093437  0.1379626  0.23478599]
XANMUX03_clean,0.0002287758,0.119809423,0.236754382,1.106357506,2.948551006,0.00010105623246424077,Freundlich–Langmuir,[2.98902737 0.08086775 0.26026609]
XANMUX04_clean,0.0002050196,0.110200919,0.218610312,0.964770592,2.398999705,0.0004853199621277268,Freundlich–Langmuir,[1.754071   0.12929023 0.3239164 ]
XANMUX05_clean,0.0002375928,0.113304955,0.221344545,1.014946748,2.54967188,0.0005112942061259878,Freundlich–Langmuir,[5.33540361 0.04263302 0.58925998]
XANMUX06_clean,0.000323816,0.148993697,0.293178055,1.32379635,3.230430902,0.00014151366435653968,Freundlich–Langmuir,[7.62627647 0.03955969 0.72357466]
XANMUX07_clean,0.0002146,0.111258591,0.219664151,0.997226922,2.551683755,6.666610356295815e-05,Freundlich–Langmuir,[2.2976396  0.09842936 0.31402307]
XANMUX08_clean,0.0008315749,0.381895984,0.724167615,2.693296745,5.022520802,0.001173636427339565,Freundlich–Langmuir,[7.06616764 0.11275658 0.87562979]
XANZAQ_clean,0.0002502236,0.125974455,0.250569105,1.146776952,3.071672912,0.00048291628550287493,Freundlich–Langmuir,[1.16705738 0.22105402 0.157949  ]
XANZAQ01_clean,0.0001874691,0.116458016,0.229768776,1.068106665,2.818335461,0.0001374779640628391,Freundlich–Langmuir,[2.95766866 0.07945272 0.28508523]
XANZAQ02_clean,0.0002033563,0.11548413,0.22868209,1.058755453,2.793158999,6.699832735542708e-05,Freundlich–Langmuir,[2.51898676 0.09288663 0.26167683]
XANZAQ03_clean,0.0002565334,0.116109453,0.233240154,1.093880343,2.967111553,0.0006314759336008814,Freundlich–Langmuir,[2.43145346 0.09741403 0.20003957]
XANZAQ04_clean,0.000264522,0.149547897,0.295549769,1.348113976,3.557011293,0.00018989776626587287,Freundlich–Langmuir,[1.74187063 0.17495076 0.19480347]
XANZAQ05_clean,0.0003598453,0.141681345,0.286091318,1.328341549,3.438360047,0.0010789647314012442,Freundlich–Langmuir,[10.15430443  0.02858     0.66123599]
XANZAQ06_clean,0.000262139,0.154766846,0.311430624,1.426236154,3.6734987,0.0011241082090286292,Freundlich–Langmuir,[4.86934439 0.06524099 0.38130089]
XANZAQ07_clean,0.0002669051,0.147777268,0.29689621,1.365346039,3.546122993,0.0009505979096290721,Freundlich–Langmuir,[4.4144294  0.06857543 0.34954375]
XANZAQ08_clean,0.0002406912,0.136269367,0.271061223,1.25181127,3.278324209,0.00032402523137099954,Freundlich–Langmuir,[3.46334243 0.07998523 0.30067485]
XAPCOH_clean,0.0002600364,0.133030674,0.256073316,1.129033294,2.665856332,0.0010412145775505653,Freundlich–Langmuir,[4.16898511 0.06408037 0.60511203]
XAPCOJ_clean,0.0001645524,0.087329964,0.175597651,0.817888324,2.180442692,0.0005327177971391916,Freundlich–Langmuir,[2.30056899 0.07758277 0.26594877]
XAPCOJ01_clean,0.0001622982,0.087190207,0.173203752,0.808118873,2.139987608,0.00010382310214661639,Freundlich–Langmuir,[2.6786886  0.06590556 0.30991892]
XAPCOJ02_clean,0.0002096352,0.0882474,0.173645564,0.81448457,2.155881562,0.00025269393039988893,Freundlich–Langmuir,[3.34994136 0.05289049 0.35826918]
XAPCOJ03_clean,0.0001735689,0.088186538,0.171481588,0.810602938,2.170139009,0.0006857261457541375,Freundlich–Langmuir,[3.01021072 0.05823043 0.30571116]
XAPCOJ04_clean,0.0001668065,0.088306007,0.176023684,0.803475341,2.178824218,0.0004911664562911224,Freundlich–Langmuir,[0.52297044 0.34795962 0.12330892]
XAPCOJ05_clean,0.0001735689,0.085801656,0.172552305,0.807239758,2.151402582,0.0004971892146269075,Freundlich–Langmuir,[3.03842386 0.0576243  0.32019969]
XAPCOJ06_clean,0.0001758231,0.086290805,0.17049202,0.802210768,2.144867825,0.00012216686421686078,Freundlich–Langmuir,[2.9680326  0.05850756 0.30836782]
XAPCOJ07_clean,0.0001870938,0.085546938,0.169712087,0.808695934,2.144921924,,Freundlich–Langmuir,"[nan, nan, nan]"
XAPCUN_clean,0.0002527949,0.125263814,0.244765353,1.108861052,2.636624948,0.0005119866332169152,Freundlich–Langmuir,[1.92835278e+01 1.30595121e-02 2.00993372e+00]
XAPDAU_clean,0.0002837359,0.12769499,0.249147131,1.117720723,2.65580576,0.0005082747800249382,Freundlich–Langmuir,[8.59179849 0.02994323 1.00722867]
XAPDEY_clean,0.0002462117,0.128538956,0.249613222,1.117770755,2.679249194,0.0007113839835604529,Freundlich–Langmuir,[5.84808276 0.04419069 0.72636581]
XAPNIN_clean,0.0001936617,0.107979164,0.216595373,1.012257202,2.641021282,0.000500148583584529,Freundlich–Langmuir,[8.70967774 0.02523318 0.69074147]
XAPSIS_clean,0.000193155,0.094617226,0.188370476,0.890131218,2.24835264,,Freundlich–Langmuir,"[nan, nan, nan]"
XARPAK_clean,0.0003662985,0.165677033,0.321439287,1.380626212,3.257804864,0.0004368284842765508,Freundlich–Langmuir,[2.77752477 0.12173286 0.42607256]
XASFAY_clean,0.0003134492,0.150391326,0.29433685,1.195789467,2.560777213,0.000554031576888759,Freundlich–Langmuir,[3.093092   0.10113966 0.65611026]
XASJUZ_clean,0.0001381846,0.070953656,0.140329533,0.614302635,1.48238434,0.00023792901906185074,Freundlich–Langmuir,[1.51403726 0.09627035 0.43482376]
XASNUD_clean,0.0002515592,0.129189909,0.255943887,1.152899211,2.9166999,0.00030704337105920166,Freundlich–Langmuir,[2.6950255  0.09786963 0.33747811]
XASPEP_clean,0.0001783336,0.098718259,0.196901518,0.905600574,2.31399471,0.0003358184491476838,Freundlich–Langmuir,[4.45992956 0.04506847 0.51243694]
XATLIQ_clean,0.0002599438,0.119209113,0.242361418,1.069984283,2.676751194,0.0016683868857166587,Freundlich–Langmuir,[2.06350714 0.12086368 0.32368321]
XATZOK_clean,0.0004052999,0.191583621,0.377276701,1.67519487,4.05874443,0.00010834457593021203,Freundlich–Langmuir,[5.68150719 0.06870357 0.51734384]
XATZUQ_clean,0.0003021153,0.149295312,0.294927477,1.295248869,3.247935885,0.0005293444682266138,Freundlich–Langmuir,[1.74086387 0.17666172 0.27102243]
XAVDEF_clean_h,0.0001307402,0.069718354,0.138131559,0.671490827,1.852999283,,Freundlich–Langmuir,"[nan, nan, nan]"
XAVKIR_clean,0.0003897476,0.204399737,0.404995625,1.720448102,4.290243249,0.001729266850259442,Freundlich–Langmuir,[1.31123415 0.32778277 0.22909209]
XAVQIU_clean,0.000211494,0.103230229,0.201772341,0.932850755,2.311227754,0.0005172791890658436,Freundlich–Langmuir,[2.24816012e+01 9.19021814e-03 2.27152623e+00]
XAVQIU01_clean,0.0002020943,0.10391641,0.202836861,0.912580229,2.285550031,0.00034636728785381493,Freundlich–Langmuir,[2.25495293 0.09312756 0.36695665]
XAWVUN_clean,0.0003425261,0.138174169,0.27922468,1.335579707,3.790425078,0.0009575488618751768,Freundlich–Langmuir,[1.51401493 0.18625663 0.08227861]
