Adsorbent,O2_30C_0.001bar,O2_30C_0.5bar,O2_30C_1bar,O2_30C_5bar,RMSE_Freundlich-Langmuir,best_model,best_params
ABAYIO_clean,0.0001909224,0.089400148,0.176397522,0.774938251,,Freundlich–Langmuir,"[nan, nan, nan]"
ABAYOU_clean,0.0001932425,0.093240888,0.183430225,0.807701397,1.8186625928766159e-06,Freundlich–Langmuir,[10.78062829  0.01758817  1.90092664]
ABETIN_clean,0.000265628,0.137274123,0.267925776,1.328418684,,Freundlich–Langmuir,"[nan, nan, nan]"
ABEXIQ_clean,6.64272e-05,0.028712393,0.056878497,0.264987823,4.220707681210949e-06,Freundlich–Langmuir,[1.51158877 0.03836164 0.51275102]
ABIYIV_clean,0.0001059677,0.053813034,0.106680006,0.426303799,0.0004513379070514387,Freundlich–Langmuir,[8.95514589e+02 1.25326872e-04 4.38710320e+02]
ABULOB_clean,0.000628982,0.300051429,0.564180331,2.045932797,7.645641654054517e-06,Freundlich–Langmuir,[1.95133719 0.33022077 0.46576027]
ABUWOJ_clean,0.0002954491,0.142436202,0.282843918,1.242418921,,Freundlich–Langmuir,"[nan, nan, nan]"
ac403674p_si_001_clean,5.4936e-05,0.034795318,0.069575481,0.336848534,,Freundlich–Langmuir,"[nan, nan, nan]"
ACAJIZ_clean,7.5638e-05,0.036709014,0.073767966,0.335435195,,Freundlich–Langmuir,"[nan, nan, nan]"
ACAJOF_clean,7.11577e-05,0.035975543,0.071586403,0.340293806,,Freundlich–Langmuir,"[nan, nan, nan]"
ACIBIY_clean,2.33085e-05,0.010586715,0.021447305,0.106228433,,Freundlich–Langmuir,"[nan, nan, nan]"
ACIBOE_clean,0.0001546389,0.085158669,0.167536331,0.785648143,9.798963109007309e-06,Freundlich–Langmuir,[0.18723685 0.93061758 0.05969073]
ACOGAB_clean,0.0003739038,0.196144062,0.388317087,1.494635279,0.0019327081402409757,Freundlich–Langmuir,[3.34872408e+03 1.23025828e-04 5.21574151e+02]
ACOGEF_clean,0.0003578107,0.180048309,0.359225605,1.365434328,0.0025185917777855904,Freundlich–Langmuir,[2.86223448e+03 1.33226980e-04 5.01286295e+02]
ACOLIP_clean,0.0003682019,0.158539682,0.309941617,1.270752958,,Freundlich–Langmuir,"[nan, nan, nan]"
ACOLOV_clean,0.0001595081,0.083315843,0.167277694,0.777000432,,Freundlich–Langmuir,"[nan, nan, nan]"
acs.cgd.5b01554_VAGNUP1452791_clean,3.22968e-05,0.016318183,0.03208732,0.158660274,,Freundlich–Langmuir,"[nan, nan, nan]"
acs.cgd.5b01686_WAHFUJ1434675_clean,0.0001493448,0.073526682,0.143478209,0.603297287,7.426530472626161e-07,Freundlich–Langmuir,[2.28907953 0.06589456 0.78387354]
acs.chemmater.5b03723_cm5b03723_si_004_clean,0.0006782578,0.242346391,0.422133474,1.514691542,8.280357942243623e-05,Freundlich–Langmuir,[ 0.03208539 26.36646363  0.21005256]
acs.chemmater.5b03723_cm5b03723_si_005_clean,0.0003631193,0.178707325,0.352446757,1.548888037,,Freundlich–Langmuir,"[nan, nan, nan]"
acs.chemmater.6b02817_cm6b02817_si_004_clean,0.0002393332,0.10784637,0.216880663,0.993633747,,Freundlich–Langmuir,"[nan, nan, nan]"
acs.chemrev.6b00346_cr6b00346_si_001_clean,0.0002996733,0.144778078,0.289392861,1.330683899,,Freundlich–Langmuir,"[nan, nan, nan]"
acs.inorgchem.5b02973_ic5b02973_si_002_clean,0.0002829164,0.138749582,0.258696478,0.942257792,9.929554539510148e-06,Freundlich–Langmuir,[0.54714981 0.55347719 0.35762482]
acs.inorgchem.6b00081_ic6b00081_si_001_clean,0.0001090364,0.052653523,0.105305665,0.478129981,,Freundlich–Langmuir,"[nan, nan, nan]"
acs.inorgchem.6b00136_ic6b00136_si_002_clean,0.0006688789,0.324647215,0.583210395,1.902466512,4.116547382865354e-05,Freundlich–Langmuir,[0.87065084 0.86311383 0.40736707]
acs.inorgchem.6b00276_ic6b00276_si_006_clean,0.0008768932,0.367748708,0.6440278,2.150491521,3.138168308277615e-05,Freundlich–Langmuir,[0.36693632 2.56274449 0.29792607]
acs.inorgchem.6b00433_ic6b00433_si_002_clean,0.0002421764,0.115565242,0.227620271,0.955252777,,Freundlich–Langmuir,"[nan, nan, nan]"
acs.inorgchem.6b00894_ic6b00894_si_002_clean,0.0003744858,0.172902219,0.329828628,1.305646344,4.407624246309603e-06,Freundlich–Langmuir,[0.90996163 0.40190227 0.3057246 ]
acs.inorgchem.6b01211_ic6b01211_si_002_clean,0.000372725,0.173481582,0.330637807,1.362424039,1.2275577813148796e-06,Freundlich–Langmuir,[0.44250508 0.83688918 0.18643274]
acs.inorgchem.6b01416_ic6b01416_si_004_clean,0.0002365175,0.113057177,0.217886795,0.885902528,4.292133276860362e-07,Freundlich–Langmuir,[0.94322306 0.24986646 0.35195332]
acs.inorgchem.6b01569_ic6b01569_si_002_clean,4.89525e-05,0.027142781,0.053734848,0.258675697,3.0678903527956155e-06,Freundlich–Langmuir,[0.05006183 1.10044121 0.03356201]
acs.inorgchem.6b01740_ic6b01740_si_002_clean,0.0003592343,0.1589823,0.314594138,1.504159715,1.8409077582709028e-05,Freundlich–Langmuir,[0.45074956 0.71531421 0.0455812 ]
acs.inorgchem.6b01762_ic6b01762_si_002_clean,3.38235e-05,0.013569377,0.025953394,0.119833621,,Freundlich–Langmuir,"[nan, nan, nan]"
acs.inorgchem.6b02407_ic6b02407_si_002_clean,0.0003825144,0.21904545,0.427763013,1.825288567,3.333212710726996e-05,Freundlich–Langmuir,[4.39265902 0.10226172 0.50224405]
acs.inorgchem.6b02407_ic6b02407_si_003_clean,0.0004046722,0.207110536,0.392755952,1.597448785,2.0635066180273496e-05,Freundlich–Langmuir,[0.4724207  0.94411911 0.19130034]
acs.inorgchem.6b02514_ic6b02514_si_002_clean,0.0001091828,0.054934381,0.108998859,0.493160944,,Freundlich–Langmuir,"[nan, nan, nan]"
acs.inorgchem.6b02696_ic6b02696_si_002_clean,0.0002627926,0.137785761,0.269468035,1.203614528,1.0044664160419265e-05,Freundlich–Langmuir,[0.75741822 0.37350271 0.15324863]
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean,0.0001135174,0.060093272,0.119810518,0.550303961,,Freundlich–Langmuir,"[nan, nan, nan]"
acs.jpcc.6b08594_Zn2Cd6MOF5_opt_clean,0.0001051971,0.064071883,0.128306135,0.639920701,,Freundlich–Langmuir,"[nan, nan, nan]"
acscombsci.5b00188_24205_clean,0.0003708032,0.178425225,0.348317925,1.382098973,,Freundlich–Langmuir,"[nan, nan, nan]"
acscombsci.5b00188_3001288_clean,0.0002898189,0.17119303,0.336759577,1.661501814,,Freundlich–Langmuir,"[nan, nan, nan]"
acscombsci.5b00188_34903_clean,0.0008845778,0.398954894,0.711560754,2.137750933,1.830458413165024e-05,Freundlich–Langmuir,[1.57845193 0.58379239 0.56223697]
acscombsci.5b00188_5013797_clean,0.0002124516,0.101854981,0.201749742,0.959009534,3.233952939794244e-06,Freundlich–Langmuir,[0.63569219 0.3240385  0.07408107]
acscombsci.5b00188_5020072_clean,0.0002533961,0.107373997,0.212915212,1.039111486,1.7354766996877804e-05,Freundlich–Langmuir,[0.05631614 3.88354958 0.01692323]
acscombsci.5b00188_5024922_clean,0.000246999,0.125448066,0.252497052,1.235086662,,Freundlich–Langmuir,"[nan, nan, nan]"
acscombsci.5b00188_5036495_clean,0.0001998483,0.131352492,0.253659674,1.248600277,,Freundlich–Langmuir,"[nan, nan, nan]"
acscombsci.5b00188_5040209_clean,0.0005299599,0.240335319,0.448167437,1.562349158,4.3804379683097245e-06,Freundlich–Langmuir,[1.51868959 0.34325041 0.51218275]
acscombsci.5b00188_8372_clean,0.0005316504,0.249207821,0.44315427,1.365492059,2.5281032979713264e-05,Freundlich–Langmuir,[0.76274332 0.76359209 0.48167869]
ACUBAB_clean,0.0001073002,0.055233314,0.107747431,0.443752223,2.983135413604223e-06,Freundlich–Langmuir,[8.96663027 0.01263263 3.98318719]
ACUFEK_clean,0.0003220512,0.130811323,0.261183485,1.20427808,,Freundlich–Langmuir,"[nan, nan, nan]"
ACUJOZ_manual,0..0002088243,0.09453478,0.188359557,0.886375804,,Freundlich–Langmuir,"[nan, nan, nan]"
ACUTOI_clean,6.65034e-05,0.032543533,0.063777668,0.282104766,1.5501225914948975e-08,Freundlich–Langmuir,[0.3776977  0.17616592 0.26107511]
ADARAA_clean,0.0002851654,0.144765741,0.285187947,1.282680373,4.45820149477864e-06,Freundlich–Langmuir,[4.28229417 0.06867605 0.46282242]
ADASEF_clean,0.0003269526,0.146872772,0.29430468,1.364567271,,Freundlich–Langmuir,"[nan, nan, nan]"
ADASIJ_clean,0.0002070696,0.120242749,0.240894091,1.106297261,,Freundlich–Langmuir,"[nan, nan, nan]"
ADASOP_clean,0.0003048908,0.145407203,0.286729604,1.285493127,4.953191517939519e-06,Freundlich–Langmuir,[1.73206036e+01 1.70313337e-02 1.68238422e+00]
ADASUV_clean,0.0002950593,0.117086923,0.231901889,1.107376149,2.905218131403783e-05,Freundlich–Langmuir,[0.4996975  0.47421152 0.05561955]
ADATAC_clean,0.0003707945,0.175412669,0.347724636,1.604975942,,Freundlich–Langmuir,"[nan, nan, nan]"
ADATEG_manual,0.0003661529,0.158897421,0.316437923,1.543088796,2.3432655957808906e-05,Freundlich–Langmuir,[1.56551343 0.20395315 0.04836637]
ADATIK_clean,0.000267597,0.139849642,0.274589044,1.304785677,1.1918879644416554e-05,Freundlich–Langmuir,[0.06503926 4.48153016 0.03507685]
ADAXEK_clean,0.0003372153,0.139556757,0.267429224,1.030190449,2.2467359444299998e-05,Freundlich–Langmuir,[1.7527198  0.16677472 0.57673821]
ADAXIO_clean,0.000192147,0.078798339,0.152421848,0.651368512,1.4018710533436607e-05,Freundlich–Langmuir,[0.34233525 0.47942775 0.18888255]
ADIQEL_clean,0.0006334259,0.317837072,0.603408525,2.052518793,1.8413393653396733e-05,Freundlich–Langmuir,[17.56273989  0.0381674   2.8076621 ]
ADOBIF_clean,0.0002990578,0.117357952,0.213709776,0.716643725,1.7074037182262805e-05,Freundlich–Langmuir,[0.39057417 0.67845086 0.41526967]
ADOCEC_clean,0.0001203646,0.064288926,0.124151288,0.529116251,6.949405894343143e-06,Freundlich–Langmuir,[0.25104434 0.53487062 0.18298227]
ADOGEH_clean,0.000440772,0.19409681,0.356650282,1.310106378,5.246302633997492e-07,Freundlich–Langmuir,[0.36790714 1.19558133 0.26665175]
ADUROI_clean,0.0002088871,0.09109924,0.182342923,0.879608216,,Freundlich–Langmuir,"[nan, nan, nan]"
ADUWIH_clean,0.0001831032,0.098867725,0.194626704,0.927915044,1.030988269448613e-05,Freundlich–Langmuir,[0.07472811 2.72642007 0.03478788]
ADUWON_clean,0.0003004539,0.14313389,0.28481264,1.362623318,,Freundlich–Langmuir,"[nan, nan, nan]"
AFEJOK_ion_b,0.0004152378,0.20332564,0.397554607,1.637869931,,Freundlich–Langmuir,"[nan, nan, nan]"
AFITEP_clean,0.0005017229,0.239257516,0.455904052,1.755266107,1.8637701220746675e-06,Freundlich–Langmuir,[1.76855393 0.28583224 0.41082877]
AFITUF_clean,0.0001694591,0.090922162,0.182529527,0.754159193,0.001102864700497231,Freundlich–Langmuir,[1.47263423e+03 1.29023260e-04 3.57944011e+02]
AFIXAO_clean,0.0001899118,0.091825602,0.177091692,0.73645861,8.463412015257105e-07,Freundlich–Langmuir,[0.52427284 0.36550086 0.25313824]
AFIXES_clean,0.0001812795,0.089639458,0.177920398,0.734106293,,Freundlich–Langmuir,"[nan, nan, nan]"
AFOVEX_clean,0.0002081531,0.104651068,0.204980877,0.924416381,3.1823818623948163e-06,Freundlich–Langmuir,[0.53726087 0.39930203 0.13551607]
AFOYAW_clean,0.000255285,0.137057871,0.271362507,1.182572259,,Freundlich–Langmuir,"[nan, nan, nan]"
AFOYEB_clean,2.49501e-05,0.008244239,0.016507488,0.078248393,,Freundlich–Langmuir,"[nan, nan, nan]"
AFOYIE_clean,0.0002323149,0.109397667,0.215698746,1.028231543,4.219244320112391e-06,Freundlich–Langmuir,[0.13508969 1.65735073 0.03814143]
AFOYOK_clean,0.0002196972,0.103518237,0.205123982,0.944995251,,Freundlich–Langmuir,"[nan, nan, nan]"
AFUKET_clean,0.0002774856,0.141813737,0.272331176,1.041310396,9.253304325740573e-06,Freundlich–Langmuir,[2.7686883  0.10691631 0.82105412]
AFUKIX_clean,0.000234683,0.103172228,0.203212252,0.932978825,1.2393313497643906e-05,Freundlich–Langmuir,[0.83818233 0.25042806 0.14498117]
AGABIU_clean,0.0001040999,0.060144593,0.120159958,0.587769358,,Freundlich–Langmuir,"[nan, nan, nan]"
AGIREP_clean,0.0002065741,0.090182969,0.179589057,0.833736376,,Freundlich–Langmuir,"[nan, nan, nan]"
AGOFEJ_clean,0.0002208125,0.108834421,0.218865877,1.02049956,,Freundlich–Langmuir,"[nan, nan, nan]"
AGONAM_clean,8.02301e-05,0.039845682,0.078671296,0.376704444,5.630630256455797e-07,Freundlich–Langmuir,[0.04968212 1.63762712 0.03465887]
AGONEQ_clean,0.0001225952,0.06623973,0.132479461,0.624423435,,Freundlich–Langmuir,"[nan, nan, nan]"
AGUBUA_clean,0.0016936863,0.667777716,1.155820959,2.658148438,6.015969208638579e-05,Freundlich–Langmuir,[5.40151217 0.29138565 1.20743694]
AHAMAY_clean,9.45544e-05,0.046462671,0.08966026,0.341060809,8.922001516111213e-07,Freundlich–Langmuir,[4.52430547 0.02129515 3.41293531]
AHEQAH_clean,0.0002021676,0.123965905,0.24537102,1.14172396,2.4221009824007626e-05,Freundlich–Langmuir,[3.32610995 0.07534764 0.29106764]
AHIYOH_clean,0.0002338181,0.106227282,0.202077909,0.769714273,4.507711267871207e-06,Freundlich–Langmuir,[0.80674828 0.27868671 0.43399865]
AHOKIR_clean,0.0001576203,0.076529477,0.14950231,0.626371243,4.368684119598237e-07,Freundlich–Langmuir,[5.32135571 0.02945755 1.63152796]
AHOKIR01_clean,0.0002819657,0.132448506,0.250899229,0.929922906,2.2346142303496935e-07,Freundlich–Langmuir,[1.0733845  0.26230612 0.49488041]
AHOKOX_clean,0.000171798,0.081742727,0.162446387,0.701638528,,Freundlich–Langmuir,"[nan, nan, nan]"
AJAKON_clean,0.000207893,0.097961588,0.194804802,0.8150466,,Freundlich–Langmuir,"[nan, nan, nan]"
AJAYIT_clean,2.43539e-05,0.012206587,0.023803268,0.114260982,,Freundlich–Langmuir,"[nan, nan, nan]"
AJIGIL_clean,8.14539e-05,0.040537931,0.07996788,0.373141319,4.693041133187202e-07,Freundlich–Langmuir,[0.21825435 0.37752006 0.09336839]
AJOTEY_clean,0.0001883485,0.097356155,0.194210603,0.866722967,,Freundlich–Langmuir,"[nan, nan, nan]"
AJOVEB_clean,0.0001574995,0.072651853,0.143951588,0.585625555,,Freundlich–Langmuir,"[nan, nan, nan]"
AKEDIF_clean,0.0003794667,0.16415825,0.330719788,1.384970599,0.00212729756653557,Freundlich–Langmuir,[2.92934749e+03 1.17070450e-04 3.64876991e+02]
AKOBAF_clean,0.0002458048,0.11875867,0.230104384,0.920919495,1.9720208259062647e-07,Freundlich–Langmuir,[3.64399469 0.06735102 0.98903932]
AKOXIJ_clean,0.0014793403,0.519611564,0.868895947,2.208961242,6.976087885590939e-05,Freundlich–Langmuir,[1.28988047 1.03937828 0.60858483]
AKUKUO_clean,0.0002143873,0.119861816,0.231574983,0.892828474,1.694012688661653e-05,Freundlich–Langmuir,[8.36913784 0.0296667  2.38316326]
ALAMUW_clean,0.0002434672,0.140433774,0.276416468,1.235549397,2.103244704522338e-05,Freundlich–Langmuir,[4.21978138 0.06766729 0.49601764]
ALANAD_clean,0.0002653962,0.1281887,0.255006186,1.159632466,,Freundlich–Langmuir,"[nan, nan, nan]"
ALEJEI_clean,0.0002993274,0.130974233,0.253523576,1.225056217,,Freundlich–Langmuir,"[nan, nan, nan]"
ALEJIM_clean,0.0003175967,0.139144139,0.276429501,1.297379269,,Freundlich–Langmuir,"[nan, nan, nan]"
ALICAA_clean,9.0696e-05,0.046173664,0.091193166,0.394646489,,Freundlich–Langmuir,"[nan, nan, nan]"
ALIXAU_clean_h,6.48481e-05,0.03931464,0.076011268,0.35448209,,Freundlich–Langmuir,"[nan, nan, nan]"
ALIXOJ_clean,0.0001489211,0.090014074,0.179559484,0.826074368,,Freundlich–Langmuir,"[nan, nan, nan]"
ALIXUP_clean,3.45751e-05,0.016066343,0.031944598,0.162623145,,Freundlich–Langmuir,"[nan, nan, nan]"
ALOLES_ion_b,1.32375e-05,0.004246842,0.008695858,0.041268621,,Freundlich–Langmuir,"[nan, nan, nan]"
ALOLIY_clean,2.58062e-05,0.010162482,0.020694852,0.102122016,,Freundlich–Langmuir,"[nan, nan, nan]"
ALONEV_clean,4.56939e-05,0.020839687,0.040732857,0.199475675,,Freundlich–Langmuir,"[nan, nan, nan]"
ALUJIB_clean,0.0001873063,0.075876872,0.148590945,0.645418114,1.608599889962288e-05,Freundlich–Langmuir,[1.57377427 0.0985794  0.45887234]
ALUKIC_clean,0.0002045108,0.110035461,0.222150595,1.061987227,,Freundlich–Langmuir,"[nan, nan, nan]"
ALULEZ_clean,0.0002278666,0.09245842,0.190434908,0.905609688,,Freundlich–Langmuir,"[nan, nan, nan]"
ALULID_clean,0.000172826,0.090140303,0.179767889,0.852715053,,Freundlich–Langmuir,"[nan, nan, nan]"
ALURAB_clean,0.0001763345,0.073652011,0.147375064,0.662556026,,Freundlich–Langmuir,"[nan, nan, nan]"
ALUREF_clean,0.0001471569,0.076483512,0.149900834,0.680047396,4.783888973803218e-06,Freundlich–Langmuir,[0.35267973 0.44440585 0.1212114 ]
ALURIJ_clean,0.0001599129,0.077810301,0.153707993,0.691539383,,Freundlich–Langmuir,"[nan, nan, nan]"
am301365h_si_002_clean,0.0001859984,0.086155806,0.170723821,0.808589351,5.966115392971751e-06,Freundlich–Langmuir,[0.8587674  0.20269755 0.10516909]
AMAFOK_clean,0.0001464858,0.072032134,0.138958192,0.568563579,1.7532242353030393e-06,Freundlich–Langmuir,[0.58988622 0.25429492 0.33762066]
AMAGAX_clean,0.000129483,0.065115633,0.127253158,0.539848912,1.9407010796190753e-06,Freundlich–Langmuir,[2.20706409 0.06042906 0.80027027]
AMILOY_clean,0.0002636369,0.115334428,0.223251276,0.82108586,,Freundlich–Langmuir,"[nan, nan, nan]"
AMILUE_clean,0.0002487421,0.118164428,0.218949676,0.795699267,6.218056210949217e-06,Freundlich–Langmuir,[0.35926844 0.72714206 0.32315586]
AMIMAL_clean,0.0001876737,0.117893344,0.223537255,0.797039794,3.0939589085024206e-05,Freundlich–Langmuir,[1.83358276 0.13611675 0.86357642]
AMIMEP_clean,0.0002636369,0.116689849,0.217744691,0.792778409,4.715627079006327e-06,Freundlich–Langmuir,[0.48089116 0.52871622 0.36523103]
AMIZIG_clean,4.63377e-05,0.02085084,0.041024697,0.194335838,1.7509343307315138e-06,Freundlich–Langmuir,[0.02434425 1.75972741 0.04263555]
AMOYOR_clean,0.0002583348,0.116469022,0.226905619,0.869654945,,Freundlich–Langmuir,"[nan, nan, nan]"
AMUFOF_clean,0.000104139,0.046373785,0.090579126,0.403325448,4.376340050884981e-06,Freundlich–Langmuir,[0.23070203 0.41348741 0.14961324]
AMUPOP_clean,0.0002713546,0.125973276,0.239416938,0.82758806,2.958534025015363e-06,Freundlich–Langmuir,[5.31739278 0.04992403 2.11994613]
AMUWUB_clean,8.89298e-05,0.037242876,0.074350017,0.361265725,,Freundlich–Langmuir,"[nan, nan, nan]"
AMUXAI_clean,4.5135e-05,0.03067458,0.061671553,0.302264547,,Freundlich–Langmuir,"[nan, nan, nan]"
ANEHEI_clean,0.0001875858,0.085998502,0.1718477,0.730732683,,Freundlich–Langmuir,"[nan, nan, nan]"
ANIDIL_clean,4.50888e-05,0.022995908,0.045147152,0.200278003,9.066202793268271e-07,Freundlich–Langmuir,[0.3828807  0.12250269 0.3303361 ]
ANOMOG_clean,0.0003092414,0.151660443,0.298893711,1.284398492,,Freundlich–Langmuir,"[nan, nan, nan]"
ANOMUM_clean,0.0002874565,0.136585411,0.270795676,1.213931876,,Freundlich–Langmuir,"[nan, nan, nan]"
ANONAT_manual,0.0002439025,0.121884477,0.240316572,1.097607796,1.795806392077897e-06,Freundlich–Langmuir,[1.82991421 0.13525325 0.23223926]
ANUGEW_clean,0.0002612024,0.121318214,0.244033516,1.177498791,,Freundlich–Langmuir,"[nan, nan, nan]"
ANUGIA_clean,0.0002339668,0.127195356,0.252663487,1.221447702,1.1238217402899643e-05,Freundlich–Langmuir,[0.64300244 0.39882798 0.04428848]
ANUGOG_clean,0.0002812762,0.137634404,0.271127079,1.270184188,2.98976247592909e-07,Freundlich–Langmuir,[0.42537195 0.65987174 0.06841084]
APACAX_clean,0.0005851711,0.261692068,0.50620493,1.99701168,2.176094220513679e-05,Freundlich–Langmuir,[8.92448653 0.06069678 1.14971109]
APARAM_clean,0.0002769504,0.134076584,0.254201383,0.890103975,3.3131369759748787e-06,Freundlich–Langmuir,[2.83574101 0.10001236 1.14843269]
APEBED_clean,0.0003552539,0.162383459,0.305842646,1.013767838,4.798007122133309e-06,Freundlich–Langmuir,[4.1817962  0.08266833 1.54234872]
APEBEE_clean,0.0003989574,0.190060091,0.359211625,1.323245786,3.1431802268778115e-06,Freundlich–Langmuir,[1.41887765 0.28564779 0.48042932]
APEBII_clean,0.0011998778,0.423516877,0.653072763,1.6464768,0.0002199834543131478,Freundlich–Langmuir,[0.25192724 6.52582725 0.45740371]
APEBUU_clean,0.0001417196,0.072693664,0.141311472,0.587502955,4.048670441415981e-06,Freundlich–Langmuir,[1.26193312 0.11872746 0.5215066 ]
APUPEH_clean,0.0002934513,0.153343474,0.306504806,1.491359899,,Freundlich–Langmuir,"[nan, nan, nan]"
AQEGUY_clean,0.0007272462,0.261758138,0.449925591,1.168252342,4.597701584410867e-05,Freundlich–Langmuir,[0.98758965 0.64356646 0.69526589]
AQEQES_clean,0.0001145979,0.067365586,0.13303018,0.620828478,1.1039507521476736e-05,Freundlich–Langmuir,[0.48869044 0.27968782 0.10977263]
AQEQIW_clean,0.000134255,0.073164593,0.144693915,0.674365246,6.920808085154803e-06,Freundlich–Langmuir,[1.01236283 0.14629155 0.17042039]
AQERUL_clean,0.0017644124,0.662161493,1.05075949,2.03250739,1.7739453836353668e-05,Freundlich–Langmuir,[2.32861144 0.77350778 0.94062376]
AQIQAU_clean,0.0002045138,0.108721183,0.214316079,1.018086163,8.873873151781651e-06,Freundlich–Langmuir,[0.16690729 1.33171857 0.04306201]
AQIXUU_clean,0.0001505475,0.079845855,0.154389654,0.579471355,,Freundlich–Langmuir,"[nan, nan, nan]"
AQIXUV_clean,7.78549e-05,0.038294859,0.076906699,0.368136704,,Freundlich–Langmuir,"[nan, nan, nan]"
AQOLEZ_clean,0.0003549735,0.166600887,0.331486069,1.406945553,,Freundlich–Langmuir,"[nan, nan, nan]"
AQOLID_clean,0.0002966102,0.13924656,0.274593609,1.128278652,,Freundlich–Langmuir,"[nan, nan, nan]"
AQOLOJ_clean,0.0008731475,0.384904869,0.712142856,2.442120406,1.4194927816242858e-05,Freundlich–Langmuir,[1.95890296 0.43132917 0.47678756]
AQOLUP_clean,0.0003369494,0.165963092,0.325834222,1.399481165,,Freundlich–Langmuir,"[nan, nan, nan]"
AQOMAW_clean,0.0002781621,0.121005928,0.233512308,1.011982101,1.207926202442239e-05,Freundlich–Langmuir,[0.29983071 0.84725754 0.13725383]
AQOMEA_clean,0.0002356579,0.150713547,0.296976468,1.323865995,3.515719187093054e-05,Freundlich–Langmuir,[1.83976214e+01 1.66315363e-02 1.81080927e+00]
AQOMEA01_clean,0.0003617555,0.158794132,0.307705103,1.343334643,1.5503214374258593e-05,Freundlich–Langmuir,[0.4999041  0.66168891 0.14239859]
AQUCOF_clean,0.0001114762,0.056317787,0.112246801,0.536437513,,Freundlich–Langmuir,"[nan, nan, nan]"
AQUCOG_clean,7.04511e-05,0.033489231,0.066598562,0.327959571,,Freundlich–Langmuir,"[nan, nan, nan]"
AQUCUM_clean,5.79661e-05,0.034622691,0.068565841,0.337366127,,Freundlich–Langmuir,"[nan, nan, nan]"
AQUDAS_clean,0.0001017221,0.05623418,0.1121618,0.532142892,,Freundlich–Langmuir,"[nan, nan, nan]"
AQUDAT_clean,9.95313e-05,0.05540622,0.108857361,0.446370777,,Freundlich–Langmuir,"[nan, nan, nan]"
AQUDEX_clean,0.0001080625,0.055697705,0.111975534,0.442009885,0.0008521325634645128,Freundlich–Langmuir,[9.07943962e+02 1.29591603e-04 4.41324560e+02]
AQUDIB_clean,6.2425e-05,0.0330692,0.065792388,0.317736139,2.03912922708981e-06,Freundlich–Langmuir,[0.63468233 0.10478307 0.1079515 ]
AQUDOH_clean,9.1e-05,0.051355297,0.100263546,0.415373892,7.113393390577678e-06,Freundlich–Langmuir,[9.07638224 0.01159402 4.19547804]
ARADEE_clean,0.0002012455,0.090501782,0.175537592,0.818154029,,Freundlich–Langmuir,"[nan, nan, nan]"
ARAFEF_clean,0.000268201,0.139317186,0.275344187,1.27654976,6.98598281516577e-06,Freundlich–Langmuir,[2.11355468 0.13350975 0.19569078]
ARAFIJ_clean,0.0003248632,0.145631241,0.283471432,1.29677438,1.0124721731234406e-05,Freundlich–Langmuir,[0.16843419 1.8087386  0.06977951]
ARAFOP_clean,0.0002549798,0.150892513,0.29113367,1.157443974,2.92678557474176e-05,Freundlich–Langmuir,[2.39155369 0.13110282 0.60183834]
ARAGOR_clean,0.0001818596,0.097298382,0.192789901,0.838886447,,Freundlich–Langmuir,"[nan, nan, nan]"
ARINOF_clean,0.000228126,0.116565216,0.219963688,0.875145886,1.2179159889716623e-05,Freundlich–Langmuir,[0.28017259 0.90134576 0.21488457]
ARINUL_clean,0.0001967146,0.098653819,0.195192956,0.777813873,0.0007580257717584716,Freundlich–Langmuir,[1.67259654e+03 1.22914178e-04 4.53768361e+02]
AROFAP_clean,0.0002761653,0.132138886,0.259254549,1.062883193,,Freundlich–Langmuir,"[nan, nan, nan]"
AROFET_clean,0.000206502,0.093177184,0.188434316,0.850982289,,Freundlich–Langmuir,"[nan, nan, nan]"
ARUYES_clean,0.0002315019,0.108525566,0.211882782,0.872570984,,Freundlich–Langmuir,"[nan, nan, nan]"
ARUYUH_clean,0.0002764884,0.124744714,0.245631709,1.027963771,,Freundlich–Langmuir,"[nan, nan, nan]"
ARUYUH01_clean,0.000332997,0.156666009,0.303520715,1.248116163,4.38201797819467e-06,Freundlich–Langmuir,[2.02074773 0.16046347 0.44405548]
ASACON_clean,7.08554e-05,0.035851509,0.070564083,0.315774861,1.0228024279361967e-06,Freundlich–Langmuir,[0.96772497 0.07533488 0.44903804]
ASADAA_clean,9.00021e-05,0.043986909,0.086848793,0.401065341,4.023866264826545e-07,Freundlich–Langmuir,[0.57012414 0.15645698 0.18375877]
ASANAL_clean,0.0002045376,0.109569737,0.211810567,0.86506503,1.1430773356731854e-05,Freundlich–Langmuir,[1.20842559 0.18819235 0.41227822]
ASEJOZ_clean,8.72915e-05,0.035101599,0.067333001,0.296396271,5.752139008867879e-06,Freundlich–Langmuir,[0.03013009 2.51596759 0.09427414]
ASEJOZ01_clean,7.81715e-05,0.033987221,0.067352544,0.290873457,,Freundlich–Langmuir,"[nan, nan, nan]"
ASEKAM_clean,0.0001094852,0.052423201,0.102100769,0.460094957,3.704761689653684e-07,Freundlich–Langmuir,[0.11924635 0.91201051 0.09739569]
ASINAT_clean,0.0002706289,0.125247808,0.247173741,1.130613129,8.304255226388959e-06,Freundlich–Langmuir,[2.54092891 0.09997442 0.28705575]
