Adsorbent,O2_30C_0.001bar,O2_30C_0.5bar,O2_30C_1bar,O2_30C_5bar,RMSE_Freundlich-Langmuir,best_model,best_params
PATWOY_clean,0.0002868836,0.154027307,0.299020213,1.234584033,1.5515635779177673e-05,Freundlich–Langmuir,[2.5411796  0.12511321 0.52031035]
PEBNEP_clean,9.59398e-05,0.049443348,0.09563787,0.366739586,3.1522976850901152e-06,Freundlich–Langmuir,[3.22254623e+01 3.17299314e-03 2.11060360e+01]
PECLEP_clean,0.0004272137,0.20875127,0.396757234,1.361568996,6.252063350131797e-06,Freundlich–Langmuir,[11.3058904   0.03889687  2.69692346]
PEDMER_clean,0.0002265804,0.106858919,0.206333249,0.79804111,2.5283206134379064e-06,Freundlich–Langmuir,[4.92825252 0.04495304 1.61717387]
PEDMOB_clean,0.0001274789,0.063317794,0.126758164,0.55183659,,Freundlich–Langmuir,"[nan, nan, nan]"
PEDRIA_clean,0.0001572687,0.082666508,0.166308082,0.80072894,,Freundlich–Langmuir,"[nan, nan, nan]"
PEFJUF_clean,0.0002106286,0.095674145,0.189998049,0.877576145,,Freundlich–Langmuir,"[nan, nan, nan]"
PEFSUQ_clean,3.70678e-05,0.020798104,0.041049458,0.195930924,2.688156372422401e-06,Freundlich–Langmuir,[0.03100966 1.36880366 0.03879671]
PEGBAG_clean,9.48586e-05,0.054857024,0.107231914,0.455906309,8.7338858357166e-06,Freundlich–Langmuir,[1.81613942 0.06185182 0.77415623]
PEGCAH_clean,0.000176782,0.09435845,0.17841468,0.699523351,1.2975677866654788e-05,Freundlich–Langmuir,[0.31661658 0.6404157  0.25849668]
PEGCEL_clean,0.0001911545,0.098047876,0.192463816,0.75231217,,Freundlich–Langmuir,"[nan, nan, nan]"
PEGCIP_clean,0.0004851744,0.232181614,0.444747038,1.615784728,9.823956067545263e-09,Freundlich–Langmuir,[12.82006326  0.03784982  2.3453417 ]
PEGQUP_clean,3.78026e-05,0.016997762,0.032971194,0.146846075,1.149668537405013e-06,Freundlich–Langmuir,[0.03424907 1.03673397 0.10416958]
PEHQID_neutral,4.0164e-05,0.031471401,0.063664607,0.290664922,,Freundlich–Langmuir,"[nan, nan, nan]"
PEHTON_clean,6.89809e-05,0.031943286,0.063729875,0.295252913,,Freundlich–Langmuir,"[nan, nan, nan]"
PEJMOI_clean,7.77724e-05,0.040410539,0.078565678,0.337911178,2.847969561475389e-06,Freundlich–Langmuir,[0.27561002 0.3028701  0.22905328]
PEJMUO_clean,0.0001315866,0.063652393,0.126746676,0.614027146,1.853764301290263e-06,Freundlich–Langmuir,[2.38663837 0.05358176 0.1705923 ]
PEJNUP_clean,0.0001579872,0.086054616,0.172815078,0.835719232,,Freundlich–Langmuir,"[nan, nan, nan]"
PEKCUF_clean,0.0001929559,0.095345953,0.188573066,0.876043776,5.7511082977637845e-09,Freundlich–Langmuir,[1.76845717 0.10910587 0.22153307]
PEKDAM_clean,0.0002009192,0.095786995,0.192688847,0.883559256,,Freundlich–Langmuir,"[nan, nan, nan]"
PEKDEQ_clean,0.0002296087,0.106685645,0.211427503,0.97382463,,Freundlich–Langmuir,"[nan, nan, nan]"
PEKZIP_clean,0.000143301,0.070811163,0.139485971,0.5520393,,Freundlich–Langmuir,"[nan, nan, nan]"
PELGOE_clean,0.0002028944,0.107948764,0.211973415,0.897663,,Freundlich–Langmuir,"[nan, nan, nan]"
PELQII_clean,0.0002763759,0.135167032,0.265058434,1.158656775,2.227713130117613e-07,Freundlich–Langmuir,[3.23272528 0.08535892 0.49126838]
PELRIJ_clean,0.0002178695,0.130821137,0.258270034,1.235717679,2.460152164990082e-05,Freundlich–Langmuir,[0.17078677 1.56385056 0.03564532]
PELXIP_clean,0.000147297,0.067862344,0.130260835,0.510985552,2.675666639726893e-06,Freundlich–Langmuir,[0.72904916 0.19471816 0.48339106]
PEMREG_clean,0.0002134673,0.095614848,0.189807702,0.868450411,,Freundlich–Langmuir,"[nan, nan, nan]"
PENNAZ_clean,0.000169326,0.092570823,0.180211656,0.820846624,1.1869245050016587e-05,Freundlich–Langmuir,[0.13231781 1.45925127 0.07667618]
PENNIH_clean,0.000157791,0.086626221,0.171681612,0.743101311,,Freundlich–Langmuir,"[nan, nan, nan]"
PENNON_clean,0.0001218503,0.087888448,0.173614834,0.848106339,,Freundlich–Langmuir,"[nan, nan, nan]"
PENNUT_clean,0.0001275317,0.054860257,0.108577051,0.479373376,,Freundlich–Langmuir,"[nan, nan, nan]"
PENYIR_clean,0.0001877804,0.085652453,0.165082444,0.624615732,4.969302091809201e-06,Freundlich–Langmuir,[6.23069659 0.02854502 2.64790059]
PENYOX_clean,0.0071328953,0.700194062,0.797474155,1.187661064,0.011998410567711825,Freundlich–Langmuir,[ 0.34669721 47.78647618  0.77506345]
PENZIS_clean,0.0001453078,0.078553993,0.153634727,0.685594414,7.969478330577471e-06,Freundlich–Langmuir,[0.44830065 0.35970416 0.15755891]
PEPBAO_clean,0.0001604613,0.088319041,0.167666449,0.654675047,1.3822619773300417e-05,Freundlich–Langmuir,[0.40493488 0.46459895 0.30181913]
PEPFAT_clean,0.0001838915,0.092222787,0.182857788,0.840344318,,Freundlich–Langmuir,"[nan, nan, nan]"
PEPKUR_clean,0.000198322,0.092087907,0.183885331,0.692644274,0.0013690966704238874,Freundlich–Langmuir,[1.45919018e+03 1.34001031e-04 5.14485253e+02]
PEPLAY_clean,0.0001424618,0.067310479,0.133073716,0.627980479,3.0014297007561386e-06,Freundlich–Langmuir,[0.35626055 0.38304297 0.07755837]
PEPLEC_clean,0.0001081988,0.061090851,0.121335948,0.585710811,7.48806630125104e-06,Freundlich–Langmuir,[0.33679395 0.36573357 0.04830987]
PEPLIG_clean,0.0001352485,0.063004167,0.125609801,0.600602574,,Freundlich–Langmuir,"[nan, nan, nan]"
PEPLOM_clean,0.0002452506,0.113884657,0.218595858,0.90204085,2.8951072740004866e-06,Freundlich–Langmuir,[0.48756029 0.4911954  0.22843127]
PEQRUZ_clean,0.0004238857,0.215808616,0.404463152,1.478724332,2.131354201585981e-05,Freundlich–Langmuir,[1.06182915 0.43942312 0.3923072 ]
PEQWAK_clean,0.0002283745,0.104071014,0.203183593,0.883822696,7.319341287613081e-06,Freundlich–Langmuir,[0.99378932 0.21508381 0.26018731]
PESTUD_clean,0.000209988,0.093903137,0.185716893,0.685572345,0.001099008258307753,Freundlich–Langmuir,[1.61126626e+03 1.23419026e-04 6.02590812e+02]
PEVFON_clean,0.0001304367,0.075879832,0.150047968,0.721097534,1.199289334793136e-05,Freundlich–Langmuir,[0.11060709 1.39619021 0.03292876]
PEVQIS_clean_h,0.0001633565,0.08301047,0.164003843,0.783057013,2.7867733187811792e-06,Freundlich–Langmuir,[0.16171806 1.04464008 0.04143736]
PEVQOY_clean_h,0.000192781,0.089392535,0.177597945,0.855266676,6.3338599302497694e-06,Freundlich–Langmuir,[0.7516817  0.23961777 0.06555115]
PEVXAQ_clean,0.0001755816,0.070218306,0.135808783,0.543052384,1.5066203719670986e-05,Freundlich–Langmuir,[1.4571841  0.09982271 0.72154234]
PEWGEF_clean,0.000111325,0.045928229,0.092092466,0.441659544,,Freundlich–Langmuir,"[nan, nan, nan]"
PEWLUA_clean,0.0002777932,0.142857615,0.280610371,1.319217128,8.067025751031484e-06,Freundlich–Langmuir,[0.19291927 1.52368873 0.05016478]
PEWXUL_clean,0.0004181789,0.199689575,0.387581437,1.506229698,,Freundlich–Langmuir,"[nan, nan, nan]"
PEWXUL01_clean,0.0003238422,0.175463359,0.342537797,1.365427314,,Freundlich–Langmuir,"[nan, nan, nan]"
PEXFAA_clean,0.0001753921,0.088169275,0.177136087,0.853083979,,Freundlich–Langmuir,"[nan, nan, nan]"
PEXTUI_clean,0.0001658047,0.077866266,0.151883067,0.679695254,2.5465998414212406e-06,Freundlich–Langmuir,[0.27172889 0.59148361 0.12174899]
PEYPAM_SL,0.0002332514,0.115897401,0.224678252,0.861823105,,Freundlich–Langmuir,"[nan, nan, nan]"
PEYPIU_clean,0.0003910409,0.182376456,0.348277848,1.160361761,0.00035681430261213544,Freundlich–Langmuir,[3.48926567e+03 1.10334612e-04 9.17733711e+02]
PEYSIW_clean,0.0003365143,0.163738862,0.319708327,1.30124319,,Freundlich–Langmuir,"[nan, nan, nan]"
PIBNUK_clean,0.0001995056,0.096104886,0.196415408,0.913940793,,Freundlich–Langmuir,"[nan, nan, nan]"
PIBNUK01_clean,0.0001951368,0.095458313,0.194228128,0.910868117,,Freundlich–Langmuir,"[nan, nan, nan]"
PIBPAS_clean,0.0001610283,0.076163678,0.151699618,0.704725538,,Freundlich–Langmuir,"[nan, nan, nan]"
PIBPAS01_clean,0.0001582991,0.072895348,0.143544487,0.666655981,4.876868643714554e-06,Freundlich–Langmuir,[0.32199146 0.46135307 0.09038444]
PIBPIA_clean,0.0001724708,0.082277585,0.167677664,0.791875258,,Freundlich–Langmuir,"[nan, nan, nan]"
PICTIG_clean,0.0002223363,0.111932902,0.224271385,1.014261671,,Freundlich–Langmuir,"[nan, nan, nan]"
PIDMEV_clean,0.000238127,0.125069605,0.249506409,1.103227068,,Freundlich–Langmuir,"[nan, nan, nan]"
PIDMEV01_clean,0.0002866344,0.124604375,0.246851734,1.109689571,,Freundlich–Langmuir,"[nan, nan, nan]"
PIDNOH_clean,0.0005523935,0.245219918,0.428474065,1.248748933,1.821894235905273e-05,Freundlich–Langmuir,[0.69309877 0.84993491 0.51750995]
PIGXUZ_clean,0.0003247517,0.143059156,0.253576317,0.695552746,2.5222333299849793e-06,Freundlich–Langmuir,[0.84236872 0.39163239 0.79618535]
PIHNUQ_clean,0.0001119003,0.064516469,0.12237026,0.48275912,1.2987824821277015e-05,Freundlich–Langmuir,[0.24043972 0.57351651 0.26350227]
PIHWOU_clean,0.0003465959,0.163336219,0.315987666,1.182447562,,Freundlich–Langmuir,"[nan, nan, nan]"
PIJDIX_clean,0.0003134881,0.138358574,0.264960671,0.992232856,1.195061641120841e-05,Freundlich–Langmuir,[2.86978738 0.10091836 0.92536081]
PIJJEZ_clean,0.000427966,0.198096038,0.37953101,1.480799483,6.298703863211611e-06,Freundlich–Langmuir,[1.92587551 0.21569942 0.46247427]
PIJJOI_clean,0.0003145329,0.131033654,0.254311933,0.990966554,,Freundlich–Langmuir,"[nan, nan, nan]"
PIJROR_clean,0.0001614434,0.078031547,0.153569496,0.679287016,1.410712788070559e-06,Freundlich–Langmuir,[6.72201409 0.02359817 1.3892818 ]
PILJAX_clean,0.0001212076,0.04844999,0.096131807,0.433750114,,Freundlich–Langmuir,"[nan, nan, nan]"
PIQFIG_clean,0.0001078256,0.053177032,0.106654284,0.534434242,,Freundlich–Langmuir,"[nan, nan, nan]"
PIQMOT_clean,0.000293614,0.143288894,0.277815839,1.105926554,1.08709005511613e-06,Freundlich–Langmuir,[7.03437619 0.04205165 1.52335053]
PIQMUZ_clean,0.0002087421,0.094227733,0.180899003,0.710550402,5.8400976025379495e-06,Freundlich–Langmuir,[1.00602557 0.19590016 0.47889462]
PITPEP_clean,0.000213465,0.102290496,0.199630557,0.875433197,1.557069499736074e-06,Freundlich–Langmuir,[0.71260891 0.29520187 0.20245558]
PITRIU_clean,0.000816088,0.339004147,0.620955779,2.06536236,3.057593476097565e-05,Freundlich–Langmuir,[1.49894003 0.5037693  0.47948307]
PIVBEC_clean,0.0003692851,0.19695729,0.376639244,1.673354485,3.604232959976589e-05,Freundlich–Langmuir,[0.0679629  6.49711017 0.07894128]
PIWSEV_clean,0.000277869,0.136732065,0.265417118,1.156979406,2.9129542640395823e-06,Freundlich–Langmuir,[0.54418357 0.52136503 0.15890811]
PIYZAZ_clean,8.52072e-05,0.05323988,0.107249059,0.517438855,,Freundlich–Langmuir,"[nan, nan, nan]"
PIYZED_clean,0.0001168556,0.053342399,0.105728314,0.507317595,4.48962919640885e-06,Freundlich–Langmuir,[0.20351087 0.53009076 0.04735143]
PIYZED01_clean,9.52156e-05,0.053945432,0.107693219,0.513813898,,Freundlich–Langmuir,"[nan, nan, nan]"
PIYZED02_clean,0.0001341675,0.053726147,0.107501345,0.516179863,,Freundlich–Langmuir,"[nan, nan, nan]"
PIYZED03_clean,9.52156e-05,0.054411411,0.109404215,0.523058472,,Freundlich–Langmuir,"[nan, nan, nan]"
PIZHOX_clean,0.00033219,0.147414758,0.295050168,1.273754584,,Freundlich–Langmuir,"[nan, nan, nan]"
PIZPIX_clean_h,7.85074e-05,0.032249242,0.064150973,0.307275827,,Freundlich–Langmuir,"[nan, nan, nan]"
PIZPIX02_clean,5.65715e-05,0.037376471,0.072032889,0.342715011,,Freundlich–Langmuir,"[nan, nan, nan]"
PIZPOD_clean_h,7.67588e-05,0.036470607,0.072310212,0.341316074,1.5750140384784716e-06,Freundlich–Langmuir,[0.70824851 0.10393271 0.1802017 ]
PIZQUM_clean,0.0002662237,0.127441087,0.244923919,0.964528374,3.995207978703028e-08,Freundlich–Langmuir,[1.46286478 0.18194976 0.4975889 ]
PIZRAT_clean,0.0002159577,0.099597442,0.195905252,0.800052409,,Freundlich–Langmuir,"[nan, nan, nan]"
PIZRUN_clean,0.000264362,0.125692947,0.246962485,0.964703374,,Freundlich–Langmuir,"[nan, nan, nan]"
PIZSAU_clean,0.0001809112,0.098559296,0.192731963,0.790044754,,Freundlich–Langmuir,"[nan, nan, nan]"
POBGAQ_clean,0.0002862599,0.12992215,0.257865845,1.24134626,1.20325930305882e-05,Freundlich–Langmuir,[0.66387531 0.39495418 0.05007944]
POBGAQ01_clean,0.0002011108,0.118022802,0.237087723,1.142642234,,Freundlich–Langmuir,"[nan, nan, nan]"
POBJIB_clean,0.0007311775,0.346448946,0.634242888,2.116484009,2.0785207294599402e-05,Freundlich–Langmuir,[1.45862699 0.52990743 0.4651044 ]
POBMOJ01_clean,0.0003795677,0.169013071,0.3222874,1.313529613,1.0089958386049572e-05,Freundlich–Langmuir,[0.54136181 0.66395416 0.2142632 ]
POBNEA_clean,0.0001578576,0.058088023,0.113503229,0.565664903,,Freundlich–Langmuir,"[nan, nan, nan]"
POBVIN_clean,0.0002673498,0.113144767,0.225740885,1.053560528,,Freundlich–Langmuir,"[nan, nan, nan]"
POCPAZ_clean,0.0001854999,0.095493182,0.189475085,0.85365213,,Freundlich–Langmuir,"[nan, nan, nan]"
POCRAB_clean,0.0001191599,0.059900283,0.117072269,0.501791573,1.780831714621672e-06,Freundlich–Langmuir,[1.25212399 0.09801552 0.50452858]
PODKOK_clean,0.0003198983,0.154371803,0.30776722,1.42608446,,Freundlich–Langmuir,"[nan, nan, nan]"
PODKUQ_clean,0.000342976,0.167517371,0.336097968,1.539154726,,Freundlich–Langmuir,"[nan, nan, nan]"
PODXEN_clean,0.0001437722,0.075064703,0.14026262,0.5556228,1.1619804937256706e-05,Freundlich–Langmuir,[0.11066773 1.50954875 0.19000679]
POFGUO_clean,0.0002780959,0.122800543,0.243019273,1.073920282,,Freundlich–Langmuir,"[nan, nan, nan]"
POFSIN_clean,8.5117e-05,0.053593422,0.107645611,0.512149067,,Freundlich–Langmuir,"[nan, nan, nan]"
POFSIN01_clean,0.0001110849,0.05432918,0.107873551,0.510823262,8.12758997369298e-07,Freundlich–Langmuir,[3.55779826 0.03076651 0.48209694]
POFSIN02_clean,0.0001067569,0.053918021,0.108010604,0.516175535,,Freundlich–Langmuir,"[nan, nan, nan]"
POFSIN03_clean,0.0001110849,0.053593422,0.108452059,0.518642486,,Freundlich–Langmuir,"[nan, nan, nan]"
POFSIN04_clean,8.36744e-05,0.053759328,0.106762702,0.519089711,1.2441043275576678e-05,Freundlich–Langmuir,[0.12437458 0.87283351 0.02658061]
POHWIU_clean,0.0002133465,0.129727812,0.255500507,1.245260955,,Freundlich–Langmuir,"[nan, nan, nan]"
POKGEC_clean,0.0001612383,0.084363459,0.164962131,0.649606053,,Freundlich–Langmuir,"[nan, nan, nan]"
POKSAL_clean,3.56926e-05,0.018858087,0.037223461,0.174600248,1.3094832134256655e-06,Freundlich–Langmuir,[0.08983892 0.42646153 0.0812108 ]
POKTIU_clean,3.40185e-05,0.014438537,0.028495911,0.136165258,2.26523352722397e-06,Freundlich–Langmuir,[0.01919102 1.53665246 0.03683598]
POLBIB_clean,0.0001320268,0.053853046,0.106670724,0.498948818,1.1618626140556595e-05,Freundlich–Langmuir,[1.39987097 0.07771577 0.26310608]
POLDOK_clean,0.0001063991,0.048918039,0.094336452,0.389312827,2.2001306270544855e-06,Freundlich–Langmuir,[0.32411103 0.31473192 0.28572787]
POLDUQ_clean,9.65016e-05,0.045458829,0.089291978,0.361286962,,Freundlich–Langmuir,"[nan, nan, nan]"
POLNAG_clean,0.0001211335,0.060464259,0.117490191,0.495408118,1.8295823838378917e-06,Freundlich–Langmuir,[0.64243281 0.19426289 0.34002522]
POLYEW_clean,0.000480134,0.187417165,0.353990094,1.246505185,4.074823855077338e-05,Freundlich–Langmuir,[2.44901838 0.16279581 0.78842124]
POMSER_clean,0.0001751473,0.092321314,0.185275199,0.801992527,,Freundlich–Langmuir,"[nan, nan, nan]"
POMSOB_clean,0.0002153915,0.105383106,0.209530544,0.861257487,,Freundlich–Langmuir,"[nan, nan, nan]"
PONSOC_clean,0.0002700853,0.119156316,0.235245483,1.101790506,1.406978822329302e-05,Freundlich–Langmuir,[0.65238044 0.37087901 0.08913921]
PORLEP_clean,0.0001493811,0.061780625,0.11938782,0.447317781,,Freundlich–Langmuir,"[nan, nan, nan]"
PORVID_clean,7.57477e-05,0.035971368,0.071752485,0.34822116,,Freundlich–Langmuir,"[nan, nan, nan]"
PORVUO_clean,0.0004894005,0.225869847,0.439771162,1.671658764,,Freundlich–Langmuir,"[nan, nan, nan]"
POSGAH_clean,0.0003488188,0.15004985,0.294439421,1.242128655,,Freundlich–Langmuir,"[nan, nan, nan]"
POTNET_clean,0.0001575805,0.08699517,0.172588232,0.748792009,,Freundlich–Langmuir,"[nan, nan, nan]"
POTREX_clean,0.000301843,0.138668894,0.275629208,1.310985979,,Freundlich–Langmuir,"[nan, nan, nan]"
POYPAW_clean,0.0004869314,0.238986949,0.462709773,1.816579434,3.5245394873622956e-06,Freundlich–Langmuir,[14.44078862  0.03420958  1.94611604]
PUBROU_clean,0.0006039756,0.291370301,0.577819631,2.384034877,,Freundlich–Langmuir,"[nan, nan, nan]"
PUBRUA_clean,0.0005365909,0.249312482,0.459969819,1.665370184,9.767210920729456e-06,Freundlich–Langmuir,[0.65687714 0.84684106 0.30986304]
PUBSAH_clean,0.0002826922,0.164852057,0.329480936,1.345840128,0.001778586795879445,Freundlich–Langmuir,[2.77581782e+03 1.24010685e-04 3.96768799e+02]
PUBSEL_clean,0.0004313157,0.207044602,0.40525159,1.629323346,,Freundlich–Langmuir,"[nan, nan, nan]"
PUBSIP_clean,0.0003254903,0.15266263,0.294689384,1.193777956,4.0754720272440374e-06,Freundlich–Langmuir,[1.67075336 0.18995333 0.42625211]
PUBSOV_clean,0.0007366839,0.344314258,0.634338811,2.264647261,1.5599933761871496e-05,Freundlich–Langmuir,[0.99103041 0.77503285 0.33340133]
PUGGOP_clean,0.0003595823,0.168926848,0.320113818,1.240350243,5.207031804982025e-07,Freundlich–Langmuir,[0.76650627 0.47054563 0.30937121]
PUGSER_clean,0.0002352995,0.105594099,0.212320866,0.996661673,,Freundlich–Langmuir,"[nan, nan, nan]"
PUGSOB_clean,0.0003137239,0.142996211,0.279550411,1.241092849,1.0072495847511082e-05,Freundlich–Langmuir,[0.89821529 0.32686583 0.17333227]
PUGSUH_clean,0.0002617453,0.119832244,0.234584,1.099633515,6.130359686103499e-06,Freundlich–Langmuir,[0.09273539 2.69063947 0.0472627 ]
PUJQEQ_clean,0.0002296618,0.12539355,0.252738322,1.175559334,,Freundlich–Langmuir,"[nan, nan, nan]"
PUKSUL_clean,5.17327e-05,0.031340335,0.061378729,0.303038481,,Freundlich–Langmuir,"[nan, nan, nan]"
PUKVAU_clean,0.0001327196,0.06664925,0.133426983,0.597128141,,Freundlich–Langmuir,"[nan, nan, nan]"
PULMIU_clean,0.000308769,0.1346911,0.26370893,1.083023156,,Freundlich–Langmuir,"[nan, nan, nan]"
PUMDIM_clean,0.0002117197,0.083460348,0.167716249,0.741173057,,Freundlich–Langmuir,"[nan, nan, nan]"
PUMGIP_clean,0.0002769776,0.141044121,0.267505224,1.003376523,1.1272702819765503e-05,Freundlich–Langmuir,[1.06080717 0.28238978 0.45503661]
PUMGIP01_clean,0.0003022927,0.135643059,0.268854373,0.994864675,0.001700987405367412,Freundlich–Langmuir,[2.32157922e+03 1.23864129e-04 5.94726909e+02]
PUMNIV_clean,0.000137529,0.059752042,0.118277784,0.534381729,,Freundlich–Langmuir,"[nan, nan, nan]"
PUMNOB_clean,0.0001056899,0.055701757,0.111720584,0.513018564,,Freundlich–Langmuir,"[nan, nan, nan]"
PUPHUE_clean,0.0001994973,0.087229836,0.171465755,0.751866051,1.0979450922762174e-05,Freundlich–Langmuir,[7.02231437 0.02528296 1.39535898]
PUPJER_clean,0.0004391001,0.207566437,0.405145939,1.668150055,,Freundlich–Langmuir,"[nan, nan, nan]"
PUQXUV_clean,0.000897313,0.328944641,0.506159949,0.966591229,3.3423664057036425e-05,Freundlich–Langmuir,[0.83497081 1.15583792 0.84012761]
PUQYAC_clean,0.0008915976,0.323396161,0.5020586,0.963392909,1.7420075074380637e-05,Freundlich–Langmuir,[0.89409178 1.0371012  0.86225822]
PURJES_clean,0.0003800337,0.167103851,0.325761761,1.298169384,,Freundlich–Langmuir,"[nan, nan, nan]"
PURJIW_clean,0.0001737617,0.091911546,0.179260446,0.81148969,8.238327713915593e-06,Freundlich–Langmuir,[0.21580708 0.88159131 0.09415669]
PURNEX_clean,1.62116e-05,0.00797268,0.015769446,0.07642169,5.7571271209976434e-08,Freundlich–Langmuir,[0.00415048 3.93403606 0.02181147]
PURSEC_clean,0.0001378521,0.063734311,0.124964481,0.5490193,3.844835547795137e-06,Freundlich–Langmuir,[1.12641285 0.11555989 0.37306954]
PURSOK_clean,0.0002057398,0.102208317,0.203379867,0.870196755,,Freundlich–Langmuir,"[nan, nan, nan]"
PUVJOG_clean,0.000119297,0.070618331,0.138929641,0.61644442,1.2168361438677659e-05,Freundlich–Langmuir,[2.95240395 0.04865132 0.70162769]
PUWCIT_clean,0.0002371909,0.114439889,0.229805771,1.057063281,,Freundlich–Langmuir,"[nan, nan, nan]"
PUWCUF_clean,0.0001637027,0.083561309,0.164069208,0.744761677,3.495423266090143e-06,Freundlich–Langmuir,[0.53187725 0.32094102 0.14236466]
PUWDAM_clean,0.0005773877,0.264480419,0.507292127,1.914005111,1.2412696245791373e-05,Freundlich–Langmuir,[5.9036696  0.09360485 0.95630189]
PUWDIU_clean,0.0001546389,0.08258842,0.163368562,0.750505196,6.1894504479200964e-06,Freundlich–Langmuir,[9.26278066 0.01803145 1.23738174]
PUWDOA_clean,0.0004046464,0.185810473,0.365358286,1.487843162,,Freundlich–Langmuir,"[nan, nan, nan]"
PUWVAG_clean,0.000495777,0.23416097,0.434395648,1.479987895,7.64811048736921e-06,Freundlich–Langmuir,[1.43531805 0.35613719 0.53422555]
PUWXAH_clean,3.05439e-05,0.018541296,0.036404754,0.172400103,3.94780412023176e-06,Freundlich–Langmuir,[0.0127228  3.02159249 0.03914635]
PUWZOX_clean,0.0007427893,0.326443789,0.581929792,1.818673015,9.066424720146962e-06,Freundlich–Langmuir,[0.96737754 0.78686801 0.46263679]
PUYZUF_clean,0.0004561492,0.218887048,0.413991941,1.506669283,4.771744718764331e-06,Freundlich–Langmuir,[2.02085172 0.23047386 0.56803442]
PUZJOL_clean,0.0002506867,0.17017698,0.330569803,1.250890017,,Freundlich–Langmuir,"[nan, nan, nan]"
PUZKOM_clean,0.0003926077,0.178860626,0.340271668,1.142213439,8.281240132691034e-06,Freundlich–Langmuir,[2.07246586e+02 1.81466479e-03 5.51928882e+01]
PUZKUS_clean,0.0002785668,0.136494156,0.263788464,1.068108998,2.3321539819372014e-06,Freundlich–Langmuir,[1.77726466 0.15937568 0.48141296]
PUZLUS_clean,0.00033282,0.156052076,0.311725546,1.48351431,,Freundlich–Langmuir,"[nan, nan, nan]"
PUZMAZ_manual,0.0003099276,0.145646608,0.292562863,1.383421778,,Freundlich–Langmuir,"[nan, nan, nan]"
PUZTOV_clean,0.0001623205,0.076001747,0.152958159,0.716609125,,Freundlich–Langmuir,"[nan, nan, nan]"
PYDCUT_clean,0.00027808,0.135955025,0.261945259,1.008863658,2.256981601392126e-06,Freundlich–Langmuir,[4.04304635 0.06990177 1.12412989]
QADBII_clean,0.0001563113,0.075273917,0.146094966,0.555390126,,Freundlich–Langmuir,"[nan, nan, nan]"
QADKAH_clean,0.0002064288,0.102365766,0.201862826,0.814368309,,Freundlich–Langmuir,"[nan, nan, nan]"
QADXAX_clean,0.0001968168,0.096350492,0.189610172,0.7255896,0.0007252928710080952,Freundlich–Langmuir,[1.68467094e+03 1.19755596e-04 5.50364760e+02]
QAGDIO_clean,0.000257761,0.136942348,0.275175596,1.272157463,,Freundlich–Langmuir,"[nan, nan, nan]"
QAGQEW_clean,0.0002498883,0.122365586,0.238125645,1.084920428,2.83570585905619e-06,Freundlich–Langmuir,[0.16388038 1.55960955 0.07530284]
QAGTOH_clean,0.0003894178,0.175898408,0.34085742,1.216677573,0.0008045347904979495,Freundlich–Langmuir,[2.93883496e+03 1.25805813e-04 6.65187608e+02]
QAHDUA_clean,0.000290033,0.135392659,0.270126152,1.307856549,,Freundlich–Langmuir,"[nan, nan, nan]"
QALGUH_SL,0.0001233277,0.057309855,0.115094253,0.555602098,,Freundlich–Langmuir,"[nan, nan, nan]"
QALHAO_clean,0.0001476561,0.069352053,0.136343055,0.639669952,2.7349111070046557e-06,Freundlich–Langmuir,[0.12762928 1.11412802 0.05613877]
QALHES_clean,0.0001389705,0.070008302,0.138527014,0.646913305,1.3220762788041535e-06,Freundlich–Langmuir,[1.08462904 0.13056809 0.17981962]
QALHIX_clean,0.0001777688,0.102792898,0.206153884,0.965999728,,Freundlich–Langmuir,"[nan, nan, nan]"
QALWUV_clean,0.0001245188,0.061977041,0.122800111,0.584857373,3.884979845821172e-07,Freundlich–Langmuir,[0.37816662 0.33133201 0.07038436]
QAMHAQ_clean,0.0010399134,0.446058647,0.785275449,2.07871535,1.7632989573318961e-06,Freundlich–Langmuir,[2.67259284 0.38791078 0.84743833]
QAMVEH01_clean,0.0003565609,0.169022548,0.331123831,1.420183969,5.667187846086912e-06,Freundlich–Langmuir,[9.39085486 0.03676357 1.15642112]
QAQMON_clean,0.000314666,0.142790946,0.286590108,1.344744518,,Freundlich–Langmuir,"[nan, nan, nan]"
QAQNOO_clean,0.0001411699,0.065591048,0.131482081,0.633328341,,Freundlich–Langmuir,"[nan, nan, nan]"
QAQRUW_clean,0.0003552606,0.170395029,0.33352954,1.462753566,3.2311196651617112e-06,Freundlich–Langmuir,[2.07300909 0.16826523 0.28813877]
QAQSAD_clean,0.0002980632,0.139758505,0.273752248,1.054679943,0.0007142692691772427,Freundlich–Langmuir,[2.23242393e+03 1.30456285e-04 4.94659266e+02]
QARCET_clean,0.0003106171,0.151529895,0.287362421,0.94587862,4.515421685812246e-06,Freundlich–Langmuir,[4.01211834e+01 7.96791154e-03 1.34297027e+01]
QARLON_clean,0.0001913941,0.090568294,0.176016795,0.769570322,1.914840144569816e-06,Freundlich–Langmuir,[0.38462206 0.48769732 0.16016309]
QARLUT_clean,0.0002043852,0.092243925,0.182749602,0.806983,,Freundlich–Langmuir,"[nan, nan, nan]"
QARMAA_clean,0.0001540598,0.0749763,0.147530779,0.654569425,7.994383660780433e-07,Freundlich–Langmuir,[3.61117563 0.04222062 0.79570322]
