Adsorbent,O2_30C_0.001bar,O2_30C_0.5bar,O2_30C_1bar,O2_30C_5bar,RMSE_DSFL,model,fit_parameters
acs.chemmater.5b03723_cm5b03723_si_004_clean,0.0006782578,0.242346391,0.422133474,1.514691542,6.289361223537002e-09,DSFL,"[0.15162905032008037, 2.066446905995486, 1.2289760236373783, 1.7910230713681285, 0.20420279524417764, 0.34414809858163065]"
acs.chemmater.5b03723_cm5b03723_si_005_clean,0.0003631193,0.178707325,0.352446757,1.548888037,0.0002497927304068004,DSFL,"[1.3952671528212895e-10, 0.9170897788738056, 0.9239199582530654, 11.68160564252325, 0.03120842594567625, 1.1230489939728654]"
acs.chemmater.6b02817_cm6b02817_si_004_clean,0.0002393332,0.10784637,0.216880663,0.993633747,0.000776089602640667,DSFL,"[1.4350524953770109e-15, 0.5509767178386378, 0.0031582478576850093, 4735.238811244375, 4.660645286990698e-05, 449.8688796641153]"
acs.chemrev.6b00346_cr6b00346_si_001_clean,0.0002996733,0.144778078,0.289392861,1.330683899,0.0006266999937738962,DSFL,"[4.667356313114341e-15, 0.9492622799762132, 0.00017792098095355258, 4292.642667416048, 6.865881158360958e-05, 297.2609954377471]"
acs.inorgchem.5b02973_ic5b02973_si_002_clean,0.0002829164,0.138749582,0.258696478,0.942257792,1.0027003899038918e-05,DSFL,"[3.264343865839217e-05, 6.4214449382433765, 11.370614806613688, 0.5471500091518118, 0.5534769686576299, 0.3576248829406326]"
acs.inorgchem.6b00081_ic6b00081_si_001_clean,0.0001090364,0.052653523,0.105305665,0.478129981,0.0002838571113908343,DSFL,"[1.377736182126993e-09, 0.350742961262087, 0.4968581200068002, 9.564209874282602, 0.011248633027016387, 2.1531172595785977]"
acs.inorgchem.6b00136_ic6b00136_si_002_clean,0.0006688789,0.324647215,0.583210395,1.902466512,3.400855879892588e-05,DSFL,"[3.615512547730936, 0.1157532232650154, 4.185136757076375, 3.0541205571061134, 0.1043147232968005, 2.3536703697259824e-07]"
acs.inorgchem.6b00276_ic6b00276_si_006_clean,0.0008768932,0.367748708,0.6440278,2.150491521,3.4707255393242424e-07,DSFL,"[1.6768145099654108, 0.30172689065465785, 2.3532670500292325, 2.8662870991435843, 0.1297868344072997, 4.2985678047175694e-08]"
acs.inorgchem.6b00433_ic6b00433_si_002_clean,0.0002421764,0.115565242,0.227620271,0.955252777,,DSFL,"[nan, nan, nan, nan, nan, nan]"
acs.inorgchem.6b00894_ic6b00894_si_002_clean,0.0003744858,0.172902219,0.329828628,1.305646344,1.8874382341531908e-07,DSFL,"[0.0017103537152670942, 5.755879392486738, 11.933076237197726, 0.9099878091259265, 0.40189031547773085, 0.3057292100219229]"
acs.inorgchem.6b01211_ic6b01211_si_002_clean,0.000372725,0.173481582,0.330637807,1.362424039,1.1930729547548293e-08,DSFL,"[0.17889271847071542, 1.6400713013176436, 0.12895822350861907, 0.69411474188383, 0.11435396524183543, 0.9306721883537371]"
acs.inorgchem.6b01416_ic6b01416_si_004_clean,0.0002365175,0.113057177,0.217886795,0.885902528,2.10993001172811e-07,DSFL,"[0.00020386713111782614, 6.739914783414204, 10.504434742383802, 0.9432306515563829, 0.2498644082575266, 0.3519550906949673]"
acs.inorgchem.6b01569_ic6b01569_si_002_clean,4.89525e-05,0.027142781,0.053734848,0.258675697,3.030599190318198e-06,DSFL,"[0.014154624454690271, 0.34757519699622635, 0.9587795510147626, 0.40463891023582454, 0.12380296333548764, 0.009695276046152751]"
acs.inorgchem.6b01740_ic6b01740_si_002_clean,0.0003592343,0.1589823,0.314594138,1.504159715,8.53822978009194e-09,DSFL,"[0.011339815506444565, 3.601974136974205, 3.2297605125730127, 2.2345115928865695, 0.14269997869146164, 0.10811738420560231]"
acs.inorgchem.6b01762_ic6b01762_si_002_clean,3.38235e-05,0.013569377,0.025953394,0.119833621,2.2140989348177707e-08,DSFL,"[0.003277719625344115, 2.5302257285611574, 1.874528075596465, 0.8519837490236396, 0.02995999705852008, 0.4698814036484847]"
acs.inorgchem.6b02407_ic6b02407_si_002_clean,0.0003825144,0.21904545,0.427763013,1.825288567,3.333212710729519e-05,DSFL,"[8.07292799094275e-32, 0.3099355534898295, 76.24280096886099, 4.392658739027618, 0.1022617257888882, 0.5022440217829067]"
acs.inorgchem.6b02407_ic6b02407_si_003_clean,0.0004046722,0.207110536,0.392755952,1.597448785,1.9164374342804897e-05,DSFL,"[0.5574899128753522, 0.29618661795672857, 1.3444097432281148, 2.784985082377305, 0.09980182508390605, 0.0641851751983513]"
acs.inorgchem.6b02514_ic6b02514_si_002_clean,0.0001091828,0.054934381,0.108998859,0.493160944,,DSFL,"[nan, nan, nan, nan, nan, nan]"
acs.inorgchem.6b02696_ic6b02696_si_002_clean,0.0002627926,0.137785761,0.269468035,1.203614528,9.974547191690123e-06,DSFL,"[0.4438265607046908, 0.21177051019380913, 0.756483394967773, 2.068703213595593, 0.0912492684284517, 0.03508932841297028]"
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean,0.0001135174,0.060093272,0.119810518,0.550303961,,DSFL,"[nan, nan, nan, nan, nan, nan]"
acs.jpcc.6b08594_Zn2Cd6MOF5_opt_clean,0.0001051971,0.064071883,0.128306135,0.639920701,,DSFL,"[nan, nan, nan, nan, nan, nan]"
acscombsci.5b00188_24205_clean,0.0003708032,0.178425225,0.348317925,1.382098973,0.0003637691575547592,DSFL,"[3.4481129573621256e-16, 1.0868789893833835, 0.00018206413879075234, 8569.870757942865, 4.3006766140024924e-05, 1337.9892738282917]"
acscombsci.5b00188_3001288_clean,0.0002898189,0.17119303,0.336759577,1.661501814,,DSFL,"[nan, nan, nan, nan, nan, nan]"
acscombsci.5b00188_34903_clean,0.0008845778,0.398954894,0.711560754,2.137750933,1.2898205264676771e-05,DSFL,"[4.343587224968446, 0.13808295115227304, 3.1182568572208544, 2.017990952225153, 0.1540426100770954, 3.12319785417606e-09]"
acscombsci.5b00188_5013797_clean,0.0002124516,0.101854981,0.201749742,0.959009534,9.780168627618015e-09,DSFL,"[0.002731563842750174, 2.9499861096977495, 2.625349797761555, 2.9224695635184865, 0.06996003913070219, 0.21309852099155585]"
acscombsci.5b00188_5020072_clean,0.0002533961,0.107373997,0.212915212,1.039111486,4.787442915305143e-09,DSFL,"[0.0141177315646325, 2.793717987939536, 3.9719401173194084, 1.3517237082059197, 0.15860785625020338, 0.0533233443826894]"
acscombsci.5b00188_5024922_clean,0.000246999,0.125448066,0.252497052,1.235086662,,DSFL,"[nan, nan, nan, nan, nan, nan]"
acscombsci.5b00188_5036495_clean,0.0001998483,0.131352492,0.253659674,1.248600277,5.120528693069784e-05,DSFL,"[0.13707731646211418, 0.3840819717957839, 7.965689663453286, 1.118197488227605, 0.2233144736490024, 2.459711571308746e-07]"
acscombsci.5b00188_5040209_clean,0.0005299599,0.240335319,0.448167437,1.562349158,2.7336119501436466e-08,DSFL,"[0.017742944569927175, 2.007841517040362, 1.043902532568149, 2.4141224653179094, 0.20480409896877858, 0.6640605281018346]"
acscombsci.5b00188_8372_clean,0.0005316504,0.249207821,0.44315427,1.365492059,2.5281109923374528e-05,DSFL,"[3.14579474939577e-07, 2.6467112174363465, 0.8958833687566654, 0.7627451964997006, 0.7635893284027062, 0.4816790054346878]"
ACUBAB_clean,0.0001073002,0.055233314,0.107747431,0.443752223,6.083976681898984e-06,DSFL,"[2.3105355297909322, 0.017872574593244178, 2.780896217341144, 4.427256357440151, 0.016268817980430127, 3.172091291090717]"
ACUFEK_clean,0.0003220512,0.130811323,0.261183485,1.20427808,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ACUJOZ_manual,0..0002088243,0.09453478,0.188359557,0.886375804,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ACUTOI_clean,6.65034e-05,0.032543533,0.063777668,0.282104766,2.699341193807637e-08,DSFL,"[0.059857107423190545, 0.37337776658707766, 0.18932095439033178, 0.539762158463096, 0.08190867077977472, 0.4324710940333685]"
ADARAA_clean,0.0002851654,0.144765741,0.285187947,1.282680373,4.458201494778736e-06,DSFL,"[7.386786422661019e-36, 4.76473708977492, 7.977136832150947, 4.282294153026071, 0.06867604882486265, 0.4628224195293469]"
ADASEF_clean,0.0003269526,0.146872772,0.29430468,1.364567271,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ADASIJ_clean,0.0002070696,0.120242749,0.240894091,1.106297261,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ADASOP_clean,0.0003048908,0.145407203,0.286729604,1.285493127,1.8840217404137476e-11,DSFL,"[0.002204009762522157, 4.726715526972878, 10.669781196313098, 17.336080202786, 0.01701611307583543, 1.6838176359091763]"
ADASUV_clean,0.0002950593,0.117086923,0.231901889,1.107376149,1.2868027318277312e-08,DSFL,"[0.010314872695761347, 5.851864436819029, 3.6960994863379617, 0.8942704839327613, 0.2638849547665202, 0.07542487656292418]"
ADATAC_clean,0.0003707945,0.175412669,0.347724636,1.604975942,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ADATEG_manual,0.0003661529,0.158897421,0.316437923,1.543088796,2.384098411536812e-05,DSFL,"[0.12686179599589545, 5.764335548952461e-07, 1.3596843365270008, 1.6782388104535506, 0.19022690071674922, 0.05065646951183466]"
ADATIK_clean,0.000267597,0.139849642,0.274589044,1.304785677,1.1918937590874272e-05,DSFL,"[0.06501366437231583, 4.478772268699104, 0.03511647200597178, 0.8696885358820999, 0.0003343601753239153, 0.7877704838212704]"
ADAXEK_clean,0.0003372153,0.139556757,0.267429224,1.030190449,2.2451744354222695e-05,DSFL,"[0.05061204947531467, 0.6928539288446052, 0.07049425950313881, 1.783009152341913, 0.1442920379909854, 0.7149175210458465]"
ADAXIO_clean,0.000192147,0.078798339,0.152421848,0.651368512,1.1663121054995359e-09,DSFL,"[0.004015139512448324, 7.540730086573174, 10.22797020214757, 0.3424307066185253, 0.47929065674886556, 0.1889078451680792]"
ADIQEL_clean,0.0006334259,0.317837072,0.603408525,2.052518793,3.127929648408953e-05,DSFL,"[3.3002177670685097e-09, 0.8885063455407125, 0.8028488990244228, 16.741380073168173, 0.040054673858340495, 2.6882778313546454]"
ADOBIF_clean,0.0002990578,0.117357952,0.213709776,0.716643725,6.457118463279614e-08,DSFL,"[0.03284435679343447, 1.8362988783534226, 2.5213736419652175, 1.3251736795689264, 0.18030045165592395, 0.7970795595360656]"
ADOCEC_clean,0.0001203646,0.064288926,0.124151288,0.529116251,6.949473279001036e-06,DSFL,"[1.9380005428832847e-08, 7.519180754565481, 10.469684865440943, 0.25104446486227094, 0.5348703464469876, 0.18298231258219078]"
ADOGEH_clean,0.000440772,0.19409681,0.356650282,1.310106378,9.545766022501906e-10,DSFL,"[0.0018599587127290896, 0.6300855619167937, 13.797422191844534, 0.3688589374039076, 1.192188565116149, 0.26685324228803164]"
ADUROI_clean,0.0002088871,0.09109924,0.182342923,0.879608216,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ADUWIH_clean,0.0001831032,0.098867725,0.194626704,0.927915044,9.398644490464793e-06,DSFL,"[0.20811416983646946, 0.08851546604545682, 5.9278007510957895, 0.8904030150298582, 0.20606873247867036, 1.5018464332758676e-07]"
ADUWON_clean,0.0003004539,0.14313389,0.28481264,1.362623318,8.207789494607107e-05,DSFL,"[6.433330076504626e-10, 0.8088349244504064, 0.9199777754878472, 3.5977882138687685, 0.08017587615056662, 0.16852923251944305]"
AFEJOK_ion_b,0.0004152378,0.20332564,0.397554607,1.637869931,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AFITEP_clean,0.0005017229,0.239257516,0.455904052,1.755266107,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AFITUF_clean,0.0001694591,0.090922162,0.182529527,0.754159193,0.001102627456422982,DSFL,"[5e-324, 8.002449589987592, 66.56285765071115, 12307.239624843225, 1.543822754810382e-05, 2990.483086436571]"
AFIXAO_clean,0.0001899118,0.091825602,0.177091692,0.73645861,9.090498330713054e-07,DSFL,"[1.8398318161127268e-05, 7.352780205869558, 10.329762260236118, 0.52427348506375, 0.3655004034920125, 0.2531384041973547]"
AFIXES_clean,0.0001812795,0.089639458,0.177920398,0.734106293,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AFOVEX_clean,0.0002081531,0.104651068,0.204980877,0.924416381,3.1971647339565026e-06,DSFL,"[4.3759922024830955e-06, 7.225283120229388, 9.318076850295826, 0.5372611393012248, 0.3993018202022435, 0.13551610646664353]"
AFOYAW_clean,0.000255285,0.137057871,0.271362507,1.182572259,0.00047787357786258707,DSFL,"[5.8159825518254376e-08, 1.0917836441910291, 5.478695416903904e-05, 11.334420365455985, 0.024774650015143757, 1.469805078735193]"
AFOYEB_clean,2.49501e-05,0.008244239,0.016507488,0.078248393,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AFOYIE_clean,0.0002323149,0.109397667,0.215698746,1.028231543,3.1560056400817437e-07,DSFL,"[0.006274796187205236, 2.2817156234642315, 2.5571825520549547, 0.8535378931446862, 0.25624625885286834, 0.07484642795002484]"
AFOYOK_clean,0.0002196972,0.103518237,0.205123982,0.944995251,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AFUKET_clean,0.0002774856,0.141813737,0.272331176,1.041310396,9.253304325744234e-06,DSFL,"[4.344471963711465e-35, 5.36339465386268, 13.195378144692757, 2.7686882751299215, 0.10691631296927988, 0.8210541134503444]"
AFUKIX_clean,0.000234683,0.103172228,0.203212252,0.932978825,9.744181734472426e-11,DSFL,"[0.012202168140047018, 2.104567069647709, 6.635630109533752, 1.1201368375664527, 0.18691040362547276, 0.17448079477701986]"
AGABIU_clean,0.0001040999,0.060144593,0.120159958,0.587769358,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AGIREP_clean,0.0002065741,0.090182969,0.179589057,0.833736376,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AGOFEJ_clean,0.0002208125,0.108834421,0.218865877,1.02049956,0.0006776333774847629,DSFL,"[2.4717750118304e-15, 2.6258553167497047, 3.0155931966611982e-05, 4392.750420920138, 5.050840058731244e-05, 330.5610741526774]"
AGONAM_clean,8.02301e-05,0.039845682,0.078671296,0.376704444,5.630613027064046e-07,DSFL,"[0.04956743142369875, 1.6374511237006326, 0.03474576890550189, 0.3244213980956703, 0.0006057913454908866, 0.5115425016400986]"
AGONEQ_clean,0.0001225952,0.06623973,0.132479461,0.624423435,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AGUBUA_clean,0.0016936863,0.667777716,1.155820959,2.658148438,1.4101050611589174e-09,DSFL,"[0.11548568538026895, 2.3030734684047944, 1.6184728308373568, 10.257273870226003, 0.13932365836179722, 1.8864570518402095]"
AHAMAY_clean,9.45544e-05,0.046462671,0.08966026,0.341060809,3.555119053780525e-06,DSFL,"[5.370144666185334e-10, 1.1084029242590034, 0.9965975741980206, 4.073294041610543, 0.02366103579346393, 3.0913617329641077]"
AHEQAH_clean,0.0002021676,0.123965905,0.24537102,1.14172396,2.4220323031617628e-05,DSFL,"[1.0670370934051268, 0.10145357277238674, 0.07153421496684051, 2.3473875067741954, 0.06064547968802351, 0.5451021128780216]"
AHIYOH_clean,0.0002338181,0.106227282,0.202077909,0.769714273,9.483505134644061e-11,DSFL,"[0.0013745098400414547, 7.080085021053751, 10.830948276246191, 0.8067845368628579, 0.2786737933400405, 0.43401047236755985]"
AHOKIR_clean,0.0001576203,0.076529477,0.14950231,0.626371243,3.548795904507416e-10,DSFL,"[0.00012381073908334758, 7.636560624968632, 10.372999637933338, 5.3215698875021324, 0.029456361886601178, 1.6315886510921211]"
AHOKIR01_clean,0.0002819657,0.132448506,0.250899229,0.929922906,1.0522993286013785e-06,DSFL,"[0.0004379220226892072, 6.225583500068061, 10.673882258460813, 1.073394197596639, 0.262303675411181, 0.49488318051579944]"
AHOKOX_clean,0.000171798,0.081742727,0.162446387,0.701638528,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AJAKON_clean,0.000207893,0.097961588,0.194804802,0.8150466,0.0007085244626326412,DSFL,"[0.0006643950407180391, 9.104224285402832, 17.834729601106904, 10477.842684505169, 1.935091067315611e-05, 2255.0107450617934]"
AJAYIT_clean,2.43539e-05,0.012206587,0.023803268,0.114260982,7.055708347662716e-07,DSFL,"[0.003965538105160875, 0.766835729098258, 1.8095134761515559, 1.5404836222357638, 0.014753974316532496, 0.032017654571703524]"
AJIGIL_clean,8.14539e-05,0.040537931,0.07996788,0.373141319,4.5350001780943817e-07,DSFL,"[0.10451287723039042, 0.18235274916458458, 0.7996466606491746, 0.6523519544825072, 0.09704188199150109, 0.0011263771538408737]"
AJOTEY_clean,0.0001883485,0.097356155,0.194210603,0.866722967,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AJOVEB_clean,0.0001574995,0.072651853,0.143951588,0.585625555,0.0005211990949005431,DSFL,"[0.0007586069508099358, 10.189857198235329, 15.219981657059355, 9374.407267611348, 1.6095136380153885e-05, 3146.8362354245664]"
AKEDIF_clean,0.0003794667,0.16415825,0.330719788,1.384970599,0.0021270507704211103,DSFL,"[5.085727812628194e-16, 1.0938300768898572, 0.00040522967074051175, 7384.37325848927, 4.644102668081762e-05, 919.6070759410145]"
AKOBAF_clean,0.0002458048,0.11875867,0.230104384,0.920919495,3.804620369767297e-12,DSFL,"[5.342114679527958e-05, 8.012418900124073, 10.251376877100867, 3.644013669595483, 0.06735066345804935, 0.9890436869902179]"
AKOXIJ_clean,0.0014793403,0.519611564,0.868895947,2.208961242,6.79571501158457e-11,DSFL,"[0.18491934876514338, 3.1706763007454066, 0.8876747994830129, 2.7067396366521477, 0.33062464730106106, 0.8407419542462221]"
AKUKUO_clean,0.0002143873,0.119861816,0.231574983,0.892828474,1.694012688661669e-05,DSFL,"[3.8627625288796123e-35, 7.751273039794778, 9.211863853915391, 8.369137638624194, 0.029666700743197535, 2.3831632080861516]"
ALAMUW_clean,0.0002434672,0.140433774,0.276416468,1.235549397,2.103244704679574e-05,DSFL,"[1.7708464008764434e-232, 1.430340990495212, 2.792547139591825, 4.219778094945754, 0.06766734243442447, 0.49601731245110836]"
ALANAD_clean,0.0002653962,0.1281887,0.255006186,1.159632466,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ALEJEI_clean,0.0002993274,0.130974233,0.253523576,1.225056217,1.3512553088752152e-08,DSFL,"[0.08689856672750525, 0.543646915353642, 6.163801764546034, 1.064543778512953, 0.23697702116567196, 0.03744323392621043]"
ALEJIM_clean,0.0003175967,0.139144139,0.276429501,1.297379269,9.377576955163169e-05,DSFL,"[0.5894993027235713, 1.5873684931671172e-07, 3.751696081248659e-08, 15.739373534455739, 0.017847993932270684, 0.9287713626989159]"
ALICAA_clean,9.0696e-05,0.046173664,0.091193166,0.394646489,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ALIXAU_clean_h,6.48481e-05,0.03931464,0.076011268,0.35448209,9.093337419322555e-06,DSFL,"[0.042675732706798995, 0.30512884786128686, 2.9176864219301244, 0.3106034367822596, 0.22544540003257052, 6.353490981034732e-08]"
ALIXOJ_clean,0.0001489211,0.090014074,0.179559484,0.826074368,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ALIXUP_clean,3.45751e-05,0.016066343,0.031944598,0.162623145,0.00029896349184227694,DSFL,"[0.0022273967080710896, 7.613124929343346, 10.344990498871633, 0.6000404236236277, 0.05416102119595413, 4.0560270001059557e-07]"
ALOLES_ion_b,1.32375e-05,0.004246842,0.008695858,0.041268621,5.641096104565836e-05,DSFL,"[5e-324, 1.3792013672873196, 0.917624934311007, 187.7850771013853, 4.6541266862479645e-05, 245.77366775863192]"
ALOLIY_clean,2.58062e-05,0.010162482,0.020694852,0.102122016,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ALONEV_clean,4.56939e-05,0.020839687,0.040732857,0.199475675,1.0341968900711831e-07,DSFL,"[0.003193394186772751, 1.9171894407556258, 1.755116122973961, 1.3085673689826334, 0.030413249144558768, 1.9240325601480784e-06]"
ALUJIB_clean,0.0001873063,0.075876872,0.148590945,0.645418114,1.7326688445969919e-10,DSFL,"[0.004420466825435715, 7.8847170876385135, 10.194084099425304, 1.5749990901414952, 0.0985022162534478, 0.4591552567856307]"
ALUKIC_clean,0.0002045108,0.110035461,0.222150595,1.061987227,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ALULEZ_clean,0.0002278666,0.09245842,0.190434908,0.905609688,0.0014612377515807338,DSFL,"[5e-324, 0.8526403725761528, 8.116112483186372, 3784.6072459040797, 5.047198521552096e-05, 210.65142622441044]"
ALULID_clean,0.000172826,0.090140303,0.179767889,0.852715053,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ALURAB_clean,0.0001763345,0.073652011,0.147375064,0.662556026,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ALUREF_clean,0.0001471569,0.076483512,0.149900834,0.680047396,4.784147095148478e-06,DSFL,"[7.145124364824144e-08, 7.809655425609194, 9.998812906230944, 0.3526797706966196, 0.4444057940382231, 0.12121140792713922]"
ALURIJ_clean,0.0001599129,0.077810301,0.153707993,0.691539383,,DSFL,"[nan, nan, nan, nan, nan, nan]"
am301365h_si_002_clean,0.0001859984,0.086155806,0.170723821,0.808589351,2.1029341081376595e-08,DSFL,"[0.0059174644514350455, 2.070725589106163, 7.200014183847451, 1.0603437648458003, 0.16399512430868896, 0.12119870810634395]"
AMAFOK_clean,0.0001464858,0.072032134,0.138958192,0.568563579,1.9165533524709365e-06,DSFL,"[0.04218539950497906, 0.11665622303185702, 8.924224831160599, 1.3237793856878275, 0.10984577507700144, 0.563348408150727]"
AMAGAX_clean,0.000129483,0.065115633,0.127253158,0.539848912,2.3710505937964887e-06,DSFL,"[5.443772338897663e-09, 1.0072982301497708, 0.9075076388916546, 2.163765554020194, 0.06164433089672447, 0.7867675879986563]"
AMILOY_clean,0.0002636369,0.115334428,0.223251276,0.82108586,0.00028481380384222046,DSFL,"[0.0026170627539813447, 10.377990805489375, 16.203786622622555, 12236.78494943712, 1.966851994152655e-05, 3887.2719099689816]"
AMILUE_clean,0.0002487421,0.118164428,0.218949676,0.795699267,6.280277305385055e-06,DSFL,"[2.0687941598208773e-05, 6.461063913296576, 11.097834679563253, 0.3592684828336138, 0.727141963595238, 0.3231558724324345]"
AMIMAL_clean,0.0001876737,0.117893344,0.223537255,0.797039794,3.097852672334138e-05,DSFL,"[1.41849088972986e-07, 1.2121377351368228, 6.355497512769908, 1.8393866758517872, 0.13567843296933685, 0.8656272461832305]"
AMIMEP_clean,0.0002636369,0.116689849,0.217744691,0.792778409,6.105299204210209e-10,DSFL,"[0.0014734966740016467, 6.893504221156681, 10.795654457687132, 0.4809065472307512, 0.5286983348087563, 0.36523656101707963]"
AMIZIG_clean,4.63377e-05,0.02085084,0.041024697,0.194335838,1.691337998166702e-06,DSFL,"[0.0027073302347118003, 1.14144556756437, 0.967755634381384, 1.1426166245676914, 0.03489236167327614, 0.2370716099791163]"
AMOYOR_clean,0.0002583348,0.116469022,0.226905619,0.869654945,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AMUFOF_clean,0.000104139,0.046373785,0.090579126,0.403325448,3.90344887131162e-06,DSFL,"[0.003002615812983151, 1.6393183907709648, 0.9810140138335542, 1.0706278583870692, 0.08539014487210013, 0.3715890774573732]"
AMUPOP_clean,0.0002713546,0.125973276,0.239416938,0.82758806,2.314536418056327e-09,DSFL,"[0.0008445817886608108, 7.723963879825932, 12.778878619698371, 5.3176912585688285, 0.04992120478357103, 2.120051373975025]"
AMUWUB_clean,8.89298e-05,0.037242876,0.074350017,0.361265725,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AMUXAI_clean,4.5135e-05,0.03067458,0.061671553,0.302264547,0.00010452253978899714,DSFL,"[4.637778380297586, 0.00625124624522718, 0.7693733364774609, 4.9958131969879505, 0.006578273370547185, 0.6882502951257302]"
ANEHEI_clean,0.0001875858,0.085998502,0.1718477,0.730732683,0.0007298528774727462,DSFL,"[0.0010168096488350391, 11.142206004392447, 15.060637227483937, 7740.775823998827, 2.2995712320872696e-05, 1714.9752177184175]"
