Adsorbent,O2_20C_0.001bar,O2_20C_0.5bar,O2_20C_1bar,O2_20C_5bar,O2_20C_15bar,RMSE_Langmuir,RMSE_Freundlich,RMSE_Quadratic,RMSE_Sips,best_model,best_params
MUPTAU_clean,0.0003445494,0.160505405,0.313455934,1.28397461,2.679088817,0.0009057866471728718,0.052198851871935695,0.008968398390133489,0.00039538164915721706,Sips,[5.91760918 0.05582773 0.99548978]
MUQSAU_clean,0.0001368784,0.069882922,0.13668608,0.627526995,1.579599103,0.0006039453349231107,0.011623477898247027,0.0011804109886684394,0.00021280528008202617,Sips,[6.78475113 0.02060554 0.99323141]
MURCAD_clean,0.0003355472,0.153068569,0.30304205,1.28468934,2.957045727,0.004731725750716943,0.03459283250348307,0.007768400749682034,0.0014862358603393079,Sips,[9.19842916 0.03382421 0.97470513]
MURCOR_clean,2.2215e-05,0.006112288,0.012392775,0.060472298,0.17629952,6.793956929386269e-05,0.00014765341006468742,6.243294261134748e-05,4.824689163700959e-05,Sips,[5.40222965e+00 2.28703903e-03 9.93811172e-01]
MURFIQ_clean,7.23798e-05,0.037871174,0.074875858,0.36240147,0.943815912,0.0010577000109245282,0.006459376371184252,0.0004989293836017443,0.00026754965378501946,Sips,[4.18003742 0.01833009 1.0217633 ]
MURTUO_clean,2.16345e-05,0.011278313,0.02239101,0.105617621,0.27936616,3.330053685655074e-05,0.0014141026684432354,9.50514971495835e-05,5.873095327908487e-06,Sips,[1.60321319 0.01415899 0.99762969]
MUSCAG_clean,0.0001056314,0.044910824,0.088578515,0.401446637,1.018433805,0.0009594188550542508,0.006586947434862961,0.0011777124188865928,0.0001345178641640933,Sips,[4.87878346 0.01845181 0.98229276]
MUSCIN_clean,0.0001816541,0.084795598,0.170069026,0.781044098,2.100318706,0.00284301247673593,0.006963277997615357,0.00257716834421805,0.0008955685997576231,Sips,[1.77659417e+01 9.59386584e-03 9.73853795e-01]
MUSSIE_clean,0.0004785194,0.230830868,0.44501106,1.703818646,3.380469689,0.007530757711764432,0.07431998122331841,0.02060793671226361,0.0014713693592909006,Sips,[6.99837865 0.06756212 0.96999457]
MUTCEL_clean,0.0003591448,0.146546919,0.280150542,1.20214916,2.719314075,0.0028209408794571374,0.03594357365498497,0.006035962813945827,0.0009409666705635783,Sips,[7.72899951 0.03779405 0.98396367]
MUTDEM_clean,0.0002856422,0.133826308,0.26163664,1.183236576,2.954272431,0.002361648214272308,0.021945466343964982,0.0033289722078641195,0.00011743700270687092,Sips,[12.68254081  0.02107764  0.9851221 ]
MUTDIQ_clean,0.000256873,0.119777679,0.237402029,1.086528766,2.823853357,0.0027491111824734633,0.014718613889818651,0.002979094357968315,0.0005494317388632119,Sips,[1.60893143e+01 1.49273748e-02 9.81330968e-01]
MUTVUT_clean,0.0001171367,0.059126836,0.110404327,0.420196667,0.818868573,0.0019495834269400343,0.019051604441086487,0.005333924025275066,0.00031419499010781616,Sips,[1.63831111 0.0725753  0.96839464]
MUVGOA_clean,0.0011607736,0.526281842,0.929394363,2.84680877,4.745138207,0.04432846166288125,0.15254363257497616,0.09446527563383834,0.0007633119119343732,Sips,[7.86701581 0.13380845 0.89732608]
MUVGUG_clean,0.0013228189,0.597442333,1.028707747,3.0479048,5.019306201,0.0591532147874376,0.15796324278512736,0.11397309495610454,0.00121235359007759,Sips,[8.39736957 0.13984145 0.87268523]
MUVHAN_clean,0.0013448659,0.565602082,0.987997996,2.976873835,4.961840744,0.05427689818883641,0.15371753138859515,0.10505047650732269,0.000833194499560767,Sips,[8.3932523  0.13326927 0.88039792]
MUVHER_clean,0.0013558894,0.588125279,1.028266808,3.092377971,5.079342336,0.05042068542177017,0.16807391453474743,0.10906013483434412,0.0005313975993827631,Sips,[8.26999611 0.14203462 0.89239368]
MUVJAP_clean,0.0001054182,0.050231779,0.09862769,0.441199093,1.081173178,0.0008572264761668298,0.009167226997775797,0.0014012351720470208,6.563408505989128e-05,Sips,[4.20189516 0.02401357 0.98562318]
MUVJIX_clean,0.0001011244,0.05380688,0.105533643,0.47634921,1.178858251,0.0007650689019834651,0.009480946902362598,0.0012993358865786605,7.983598567126213e-06,Sips,[4.7559585  0.02269437 0.98802911]
MUVLUM_clean,0.000157711,0.081702536,0.160827483,0.740036088,1.968961637,0.0024536094863039496,0.007516222563735654,0.0021962503574515795,0.00022766452443490385,Sips,[1.46233442e+01 1.10982115e-02 9.75045473e-01]
MUVROM_clean,0.0004289246,0.186320556,0.340355055,1.069719411,1.922202628,0.02206032376219732,0.04587030155200483,0.03306315535591018,0.0031975233384115963,Sips,[3.83731218 0.09581875 0.86733676]
MUWQEB_clean,0.0003077918,0.173566581,0.342378532,1.513390638,3.82491118,0.007269202819873057,0.02254236181423275,0.0072879983528246865,0.0013376644121572139,Sips,[2.00506742e+01 1.72756120e-02 9.65043793e-01]
MUWRON_clean,0.0004208142,0.217187435,0.419452513,1.779625824,4.385423497,0.014909222164579261,0.026368293004990905,0.01369784445122134,0.001396242238701539,Sips,[2.30976846e+01 1.84070519e-02 9.39466029e-01]
MUZKAV_clean,0.0004511737,0.237551977,0.460400203,2.062802253,5.311767235,0.010008230621542637,0.025901352740683226,0.009013668860178632,8.48831111258901e-05,Sips,[3.24558862e+01 1.43871564e-02 9.63860775e-01]
MUZVUA_clean,0.0002764939,0.133695799,0.261083623,1.115642996,2.594300426,0.0042173316086908915,0.02840304757606821,0.006359075831095786,0.000557519653594268,Sips,[8.45557745 0.03176213 0.97281183]
NABMUA_clean,0.0002981997,0.154785173,0.308778407,1.309585323,3.018323101,0.004721680985825248,0.035321427400891836,0.007895980784499941,0.0019271967291242785,Sips,[9.38452744 0.03371364 0.97617442]
NABMUA01_clean,0.0003470848,0.156405717,0.311948611,1.327198656,3.028833416,0.0035237674812208766,0.03835826135156081,0.007365220549451277,0.001697906722854231,Sips,[8.88019268 0.03611929 0.98314723]
NACVUI_clean,0.0004732781,0.216242041,0.413245116,1.561801125,2.972544851,0.0035578180074432382,0.07776720622524044,0.019689932105004578,0.0002577360891297633,Sips,[5.54036654 0.08052199 0.98431601]
NACYAU_clean,0.0003918495,0.191071231,0.3806255,1.705782796,4.385513256,0.006915407280413265,0.02325166051247018,0.006979194618203593,0.0018621305991401683,Sips,[2.49455978e+01 1.53871858e-02 9.70870849e-01]
NACYOG_clean,0.0002260466,0.112646069,0.219852621,0.876954208,1.871831304,0.00478740807027209,0.030178587807565944,0.008547586174026315,0.0011227150491143216,Sips,[4.71851615 0.04849774 0.96267438]
NACYUM_clean,0.0002299971,0.118105118,0.229658512,0.903396737,1.902271028,0.00550085082884527,0.032086220402965715,0.009698824915861864,0.0011998466773820713,Sips,[4.66439602 0.05137963 0.95844905]
NAFSOF_clean,0.0002914555,0.149582667,0.294595532,1.470426052,4.176881933,0.002715069761045657,0.010679079996292465,0.0020734365999721988,0.0012574385749674984,Sips,[4.22786503e+01 7.05793672e-03 1.01287290e+00]
NAGBUU_clean,7.52373e-05,0.038147839,0.074860431,0.308347138,0.675656693,0.0011311902140710005,0.010080894404969351,0.0023041641228800413,0.0003014171257104596,Sips,[1.78197439 0.04359144 0.97478539]
NAGQET_clean,0.0003724784,0.179807727,0.335547144,1.186426396,2.240219451,0.012126234117448013,0.05311708444302394,0.022678935788630356,0.0010671167872648769,Sips,[4.46300626 0.08088813 0.93146531]
NAGQOD_clean,0.0001315171,0.061549062,0.121705699,0.546339324,1.392111714,0.0019442336689268743,0.008180050589878064,0.002060150735382319,0.0003763233595449129,Sips,[7.25338247 0.01699063 0.97396388]
NAHFIO_clean,0.0002099837,0.103187518,0.201363368,0.873355258,2.019575029,0.0016174640862606654,0.024139133230015847,0.003825564812299398,4.9232710507425815e-05,Sips,[6.13912553 0.03390049 0.98649139]
NAHHAI_clean,9.26971e-05,0.056409857,0.110409589,0.503521755,1.244499607,0.00032464463795311245,0.010535829963186102,0.0009839903330597039,0.00016459279780456013,Sips,[4.80366841 0.02357478 0.99584093]
NAHHOW_clean,0.0004554749,0.215290176,0.420559904,1.77891891,4.363224199,0.014460926994055068,0.0279142479720776,0.013750835342164211,0.002299709576187675,Sips,[2.18649978e+01 1.94566575e-02 9.41807629e-01]
NAHNES_clean,0.000221106,0.12178043,0.24362877,1.173439384,3.309877387,0.0012663538923702224,0.006648919293383275,0.0011698461410003824,0.0004284713884592745,Sips,[4.25278250e+01 5.74769287e-03 9.92127739e-01]
NAJQUN_clean,0.0003233683,0.146402455,0.292784573,1.168704893,2.473500046,0.005083524426658057,0.04294556422934333,0.011002267841463522,0.0025840333618306357,Sips,[5.92727389 0.05127802 0.97361762]
NAJTEA_clean,0.0004822897,0.220364581,0.414677154,1.642621606,3.307066124,0.004667482062534504,0.0707907432742257,0.01579124389336756,0.0015860932605829077,Sips,[6.93054767 0.06401006 0.98128684]
NAKLIW_clean,0.0003370896,0.179018351,0.352216949,1.504137238,3.403272056,0.002827646370239534,0.045535327492412014,0.007691849785549578,0.0008058170189241127,Sips,[9.58585434 0.03801794 0.98694242]
NALWOO_clean,0.0001593164,0.082508217,0.161926785,0.721719842,1.87884881,0.004048643104755014,0.007752828729266125,0.003540820350715144,0.000531081871919496,Sips,[1.33038166e+01 1.22641301e-02 9.58597252e-01]
NAMDUD_clean,0.0005827635,0.279334162,0.545207095,2.226742249,4.739152419,0.005720916981139383,0.08219016024288024,0.01700007325449867,0.0013633723377223465,Sips,[11.30520275  0.05048153  0.98228568]
NANPUN_clean,0.0001085252,0.052995177,0.106666698,0.513014085,1.412327465,0.00023482002046058508,0.004769094783871753,0.00030051428230721633,0.00023068673935523203,Sips,[1.13401712e+01 9.46696041e-03 1.00066119e+00]
NANTII_clean,0.0001345994,0.069971944,0.13719806,0.670044756,2.009030554,0.001849695233700633,0.001632924687473276,0.0012535039896181244,,Quadratic,[8.17293565e-06 1.33672674e-01 2.04606056e-03]
NANYUX03_clean,0.0002344326,0.114240044,0.221898138,1.028529885,2.596435762,0.0008683839465146281,0.019225775416454476,0.0014814460129405085,0.0008096904384260584,Sips,[11.06103085  0.02057738  0.99769832]
NAPNEA_clean,0.000437318,0.220284983,0.400609669,1.343505353,2.44261747,0.018439171460976487,0.062134989108961265,0.03251756892978226,0.0008037302462692323,Sips,[4.66949394 0.09354457 0.90904864]
NAPZOV_clean,0.0002007663,0.083233763,0.166411957,0.698238293,1.547305853,0.0015626976450992204,0.02293723184156574,0.00424179645688216,0.0009845465879424848,Sips,[4.07614954 0.0421946  0.98749645]
NAQLAT_clean,0.0005623322,0.240750122,0.460331854,1.645402005,3.010495197,0.007862067168053684,0.086210791259083,0.028321801889222932,0.0019405755058344739,Sips,[5.34492687 0.09361106 0.9685441 ]
NASREH_clean,0.0004735804,0.225778575,0.442016855,1.808426595,4.261450408,0.01696840093556901,0.03539618966302266,0.017383691093105592,0.0033645924710739004,Sips,[17.51946029  0.02559482  0.93438068]
NASRIL_clean,0.0005052581,0.219990089,0.427462586,1.77380819,4.127496121,0.012735709321846388,0.04023623146047859,0.014510501664800547,0.001833776227377812,Sips,[14.85654529  0.02943927  0.94906947]
NASROR_clean,0.0004401896,0.211931412,0.419813609,1.756662841,3.982943034,0.0072206477674718475,0.04991829014584474,0.011964450440436961,0.0023740268411812804,Sips,[11.83384307  0.0364763   0.97208818]
NATFAS_clean,0.0003107218,0.149518877,0.29575891,1.164128725,2.470095777,0.007281625398690918,0.04048287333562392,0.012497028325930254,0.0025229771179125704,Sips,[6.17743341 0.04964168 0.95892444]
NATHUO_clean,0.0003858362,0.175448795,0.333564734,1.26553046,2.542067798,0.008868187242539715,0.05081484893131479,0.016827188657394215,0.000842001031371822,Sips,[5.6034226  0.06305213 0.95193624]
NATKIF_clean,0.0004036965,0.211715218,0.413188604,1.843702856,5.033450406,0.01469827976313644,0.006182388262393549,0.011167987649014943,0.0015920902717124856,Sips,[1.12193944e+02 3.67633695e-03 9.40755040e-01]
NATKOL_clean,0.0003119473,0.180937293,0.357627908,1.657084977,4.398406986,0.0039563748264915205,0.018608793499870255,0.0039049620925178164,0.0004894682345326953,Sips,[2.97322857e+01 1.21514020e-02 9.82038177e-01]
NAVJAW_clean,9.08223e-05,0.038879061,0.077661956,0.38639539,1.081485035,0.0009218344884151749,0.003655115763246307,0.0005987333890366578,0.00014909563704412426,Sips,[8.49367393 0.00925217 1.01848514]
NAVJAW01_clean,5.52057e-05,0.035093018,0.070273296,0.34603646,0.964602099,0.0005654366020442575,0.0032043926617351757,0.0003192904172879435,4.302821030396468e-05,Sips,[7.73615677 0.0091747  1.01273448]
NAVLIG_clean,0.0003030157,0.176537702,0.331705493,1.224665506,2.273377437,0.003814029217701437,0.06350517417677777,0.017842754114065145,0.0004940790949775469,Sips,[4.08560126 0.0885683  0.97882849]
NAWDUN_clean,0.0005103211,0.229999865,0.448082597,1.856008957,4.185093849,0.009701434281023106,0.051949579084762644,0.014174773271932829,0.001579849811007008,Sips,[12.56755048  0.03678067  0.96311252]
NAWKII_clean,0.0005358029,0.248217974,0.485451988,1.96179864,3.968949792,0.0010802782835732665,0.08837970953837727,0.01479554472225636,0.0005999981454785669,Sips,[8.07962158 0.06380574 1.00323731]
NAWWUG_clean,0.0003702241,0.183379811,0.344552198,1.324420953,2.713993818,0.01008837661866949,0.04938074772090846,0.016740073234025876,7.853521956958455e-05,Sips,[6.35484683 0.05731725 0.9473074 ]
NAWXER_clean,0.0004304303,0.188210214,0.376793266,1.702836998,4.570285132,0.008918276414761062,0.013333943251345008,0.007630124585285381,0.002437739691083507,Sips,[4.41378696e+01 8.53177850e-03 9.62136635e-01]
NAXKOO_clean,0.0002717833,0.136797048,0.268497758,1.213904741,3.001003635,0.0016521454957803652,0.024557419936094966,0.00311638172109686,3.149588060928066e-05,Sips,[11.93480368  0.02301843  0.98985071]
NAXLII_clean,0.0001739956,0.088959378,0.176363785,0.742197518,1.656775237,0.0018127577680047838,0.02344506119139549,0.004457911797188411,0.0007920943068796198,Sips,[4.50505972 0.04047517 0.98417813]
NAYGUR_clean,0.0001822649,0.108203774,0.218291773,1.015991346,2.759150675,0.002717720336571928,0.008847250299532008,0.0026095824840972727,0.0011591866824822205,Sips,[2.38319915e+01 9.17570933e-03 9.81564892e-01]
NAYHAY_clean,0.0001191455,0.067510071,0.133472479,0.630039134,1.773960332,0.0020490834769401247,0.0024605293811229612,0.0015666596004630796,0.00021286116021124597,Sips,[3.28219760e+01 4.07413523e-03 9.75157271e-01]
NAYMOQ_clean,3.43797e-05,0.017692454,0.036079051,0.165436807,0.430062355,0.00035304824071832625,0.0023978863871665632,0.00044851657981093184,0.0002555746349097001,Sips,[2.3158041  0.01566837 0.98888622]
NAYNIK_clean,3.30538e-05,0.016691074,0.033528687,0.158536008,0.421020752,7.556993444402973e-05,0.0021061016815403697,0.00013730543362404366,7.486377327926883e-05,Sips,[2.43461458 0.01392047 1.00049754]
NAYPIM_clean,0.0004019349,0.179023428,0.335368999,1.231046414,2.287159798,0.004893766173417031,0.06291989353267252,0.01864820009210166,0.0004458937384265296,Sips,[4.14921816 0.08811818 0.97292354]
NAYZOE_clean,0.0002744772,0.13065612,0.264800596,1.258887014,3.659181489,0.004335081631097438,0.001769527227895434,0.0034793597457836345,0.0016524825550928008,Sips,[5.10561651e+02 5.14438309e-04 9.75369920e-01]
nchem.2258-s3_clean,0.0004385518,0.221333892,0.43389247,1.970943847,5.036823219,0.005330243148942717,0.030089730896041857,0.005912494740816624,0.00021432894925159325,Sips,[2.57353114e+01 1.71370567e-02 9.79755158e-01]
ncomms11831_ncomms11831-s2_clean,0.0004870244,0.207046897,0.365907616,0.939838195,1.26831047,0.0007578306876084115,0.07458162308693372,0.04910049409002594,3.3923928164543996e-05,Sips,[1.53363101 0.31340579 1.00618129]
ncomms11831_ncomms11831-s3_clean,0.0003831662,0.174430376,0.311566578,0.882389477,1.309770065,0.005446372901288821,0.06142619922067798,0.03581779015052274,0.000410778456298006,Sips,[1.76967817 0.21316442 0.95718872]
ncomms7350-s2_clean,0.0001705937,0.077204517,0.149628977,0.641402473,1.490171296,0.0023113083548670903,0.01645640891579173,0.003522341128081763,6.396684747529227e-05,Sips,[4.82243806 0.03200142 0.97384164]
NEBNOZ_clean,0.0002272222,0.119755993,0.233347349,0.98053636,2.18375215,0.00273008199234636,0.030737961906250506,0.006062236060246088,0.000349222715208015,Sips,[5.96640941 0.04061287 0.9801449 ]
NEDVUP_clean,0.0001699927,0.096249862,0.1930862,0.905723898,2.394687056,0.0007027852851781075,0.012018488469877239,0.0011915909976929458,0.0005068925986828207,Sips,[13.87730768  0.01405834  0.99590229]
NEDWAW_clean,0.0001678791,0.094653813,0.186516636,0.903228327,2.458603857,0.0007798852378783406,0.00996341915444856,0.0004414572624113349,0.000493286666108114,Quadratic,[-1.67196928e-03  1.88990190e-01 -4.50551028e-05]
NEDWEA_clean,0.0002030689,0.097106955,0.192557898,0.907054239,2.415818659,0.0007400708965632427,0.011049370132249416,0.001066294441834337,8.272751430806456e-05,Sips,[1.51187384e+01 1.28929372e-02 9.93807793e-01]
NEDWIE_clean,0.0001802769,0.086683142,0.173151669,0.844455623,2.31260493,0.0012252814978848735,0.009320872933596614,0.0005872359838274136,0.0001228353679316814,Sips,[1.57792147e+01 1.11060120e-02 1.01121862e+00]
NEDXOL_clean,0.0004228965,0.182661633,0.346661996,1.274427728,2.398655799,0.005883867406120171,0.06281598403546548,0.01920486626761582,0.0005837848683628282,Sips,[4.48004592 0.08364772 0.96858959]
NEFZOO_clean,0.0015159348,0.653868553,1.214733339,3.781293386,5.827099506,0.002030193365328996,0.2721004341541959,0.11098524049893264,0.0008810956940320309,Sips,[7.97081736 0.1795715  1.00334203]
NEGZUW_clean,0.0001246013,0.060218833,0.119003793,0.537045831,1.37514078,0.0017606629785778976,0.007854260743289541,0.0018700482825627918,0.00031443663192083903,Sips,[7.31497247 0.01647567 0.97588348]
NEHGEO_clean,0.0003320803,0.156279977,0.292787309,1.19500559,2.409656674,0.002297214753680696,0.05401589226907911,0.00859320536555537,0.0022644780235896843,Sips,[4.88514475 0.0644967  1.00229039]
NEHGIS_clean,0.0003550757,0.166833503,0.315302491,1.245818615,2.4454456,0.0015262890716988922,0.05925988460207619,0.011591170697952386,0.0013417204501312027,Sips,[4.74823813 0.07158814 0.99591009]
NEHMET_clean,0.0002885111,0.126455898,0.252769984,1.071654236,2.470506179,0.003895505148590659,0.028895282245413233,0.006484970310484624,0.0016769038527664425,Sips,[7.68525652 0.0336808  0.97625086]
NEHZIK_clean,9.4309e-05,0.057556114,0.112161045,0.517768103,1.273873539,0.0005784528603206527,0.011685631404125908,0.0005770722407129941,0.00041218804925537914,Sips,[4.60332127 0.02510365 1.005892  ]
NEJRUR_clean,0.0003792998,0.17028518,0.331517132,1.2384003,2.485115669,0.010033136905553859,0.0493070802490152,0.017970034421715752,0.002752867628801853,Sips,[5.52026874 0.06307663 0.94658014]
NEJSAY_clean,0.0003531804,0.175259232,0.334070024,1.293483947,2.617308472,0.006726130900644749,0.05258595610948979,0.014956598323813944,0.00040924835567667347,Sips,[5.73080339 0.06178743 0.96395763]
NEJSEC_clean,0.0004071227,0.190117791,0.345625041,1.205113901,2.202336294,0.01149665367454343,0.05869556753552216,0.02449744038307405,0.0007513463363423106,Sips,[4.08467741 0.09275687 0.93602963]
NEJSOM_clean,0.0004553061,0.216043841,0.42063096,1.591747999,3.248476241,0.012769995847795602,0.060278771795659464,0.02169492841796277,0.0033116777385776676,Sips,[7.52779592 0.05847303 0.94662877]
NEKBEL_clean,6.13325e-05,0.027797581,0.05572619,0.263848411,0.698882915,0.00011550288585221236,0.00362524339177814,0.00018146917482962757,9.219158438614428e-05,Sips,[3.91746125 0.01439706 1.00201869]
NEKMUN_clean,0.0003717649,0.165847816,0.315213085,1.20596764,2.327978853,0.002954108045571033,0.05797014851173969,0.01422685195149656,0.0002492694033464554,Sips,[4.46355677 0.07607783 0.98309511]
NELVAC_clean,0.0007727959,0.335637206,0.570432218,1.488653243,2.170760597,0.022740299931936814,0.09485206988088694,0.07734151377095363,0.0005385458995942807,Sips,[2.9921117  0.2352017  0.89329211]
NELVEG_clean,0.0006782656,0.309126834,0.53199223,1.383098913,1.938562936,0.00988550795093584,0.099236324896357,0.07143523986264369,0.00065542388677872,Sips,[2.48324295 0.27328487 0.94791617]
NENHAQ_clean,0.0001470663,0.073858495,0.146767745,0.705948112,2.042479525,0.0017155760175936367,0.001199601801183676,0.0012673957038620164,0.00022235914689770046,Sips,[8.63471158e+01 1.69907447e-03 9.81295700e-01]
NEPWIQ_clean,0.0001368823,0.063560631,0.127154882,0.539841509,1.227599189,0.0014219811810155386,0.01588371297485686,0.003049325868432215,0.0007656239283835044,Sips,[3.54650345 0.03686093 0.98393532]
NERMON_clean,1.88967e-05,0.007661983,0.015282392,0.073946571,0.210756169,8.329619087760879e-05,0.00032931976288588907,6.830847621252986e-05,1.7115966587606234e-05,Sips,[3.41015126 0.00449467 0.99143132]
NERTAH_clean,0.0002675854,0.127601303,0.236782145,0.880474848,1.655557983,0.0036733522910536234,0.04375438799221319,0.012579395886504923,0.0008722714096592153,Sips,[3.07277338 0.08397274 0.97219774]
NERVAJ_clean,0.0001470935,0.069177761,0.137322738,0.625407145,1.500541502,0.0008858583073927628,0.016275828659554594,0.0007749438626220511,1.1455887800120892e-05,Sips,[4.80323536 0.02943383 1.01057886]
NERVEN_clean,0.0001414961,0.061369679,0.121298928,0.544346732,1.319114168,0.00044045353364362646,0.012551030917274802,0.0014246901121428193,0.00012909204977473864,Sips,[4.68405336 0.02654427 0.99425385]
NETYIV_clean,0.0002454103,0.118215797,0.237071874,1.105401747,3.049248668,0.0036270494654318413,0.007012600725746339,0.003097626674451269,0.0010956829491313442,Sips,[3.56912808e+01 6.64358868e-03 9.76123828e-01]
NETYIV01_clean,0.0002552661,0.124222748,0.247732955,1.148287736,3.127620753,0.0039007750035560196,0.008697650305285064,0.0033637479264081132,0.0009417506043677333,Sips,[3.07519196e+01 8.07808504e-03 9.74934918e-01]
NEVJEF_clean,8.91207e-05,0.045853921,0.090073525,0.416783529,0.993238623,0.0013282121608911349,0.011738087819844513,0.00014717654572223956,0.00034256823559561665,Quadratic,[-1.71272264e-03  9.19017596e-02  7.61105115e-05]
NEVPOU_clean,0.0002132436,0.115260087,0.227307304,0.977796715,2.24753809,0.0020417406197962757,0.027641028591044704,0.004738581315774313,0.0006086681751831416,Sips,[6.70742215 0.03494147 0.98550036]
NEVVAM_clean,8.55721e-05,0.043332009,0.087774743,0.407900032,1.051481077,0.00037947559899132686,0.006814182870832568,0.0006190760274500196,0.0003779333191956332,Sips,[4.9571958  0.01791676 1.00063534]
NEVVAM01_clean,9.62686e-05,0.043355541,0.084762605,0.407125818,1.040219145,0.0012110146786286156,0.008106828682097876,0.0005619419043222451,0.0004706437033548236,Sips,[4.18463321 0.02083478 1.02100936]
NEVVAM02_clean,9.58408e-05,0.042767233,0.083369491,0.401476989,1.040177,0.0010071536068791006,0.007178445579977836,0.000526298040492081,0.0004841997631365752,Sips,[4.60089323 0.01860415 1.01689719]
NEVVEQ_clean,0.0004714941,0.23256816,0.426042827,1.340521641,2.163336595,0.007885021255607414,0.085255172626306,0.03892910053535419,0.0005806658861448067,Sips,[3.21771022 0.15225851 0.96039891]
NEXVET_clean,0.0001703127,0.083016911,0.16515913,0.79908074,2.381364242,0.002425232949023651,0.001637943467168224,0.0017412643448870137,,Freundlich,[0.16233775 1.00836331]
NEXVUI_clean,5.09084e-05,0.02589421,0.050586618,0.245622274,0.659802365,0.0004038630867494151,0.003206768361201304,0.00025953125439698917,0.00024867925404626305,Sips,[3.87088307 0.01333187 1.01001884]
NEXXEV_clean,0.0002900657,0.142245625,0.281542249,1.251239383,3.17362204,0.005438096996582774,0.018626141509795437,0.00556272792280151,0.001151367660096234,Sips,[16.64545418  0.01710496  0.96846487]
NEXXIZ_clean,0.0002959061,0.142702578,0.282758645,1.224306041,3.132634227,0.009281766551003184,0.013862525817275024,0.008243280693632747,0.0020443696133934635,Sips,[2.13363807e+01 1.32916107e-02 9.45645752e-01]
NEYVEU_clean,0.0002728652,0.152169121,0.300526715,1.445046608,4.027395536,0.0014840780147414043,0.010049346443741121,0.0013147487502737118,0.00022622676503445432,Sips,[4.24852507e+01 7.13145932e-03 9.92151874e-01]
NEYYUN_clean,0.0008197918,0.41049831,0.769426731,2.924134095,5.39771331,0.004649000035228025,0.1614717211808121,0.03454042291452576,0.004211392474943173,Sips,[9.30778488 0.09088279 1.00466912]
NEYZAU_clean,0.0010036261,0.476395395,0.913895878,3.409038614,6.201735104,0.003335989990614187,0.19459021211681216,0.044321371073311557,0.0002532259336027343,Sips,[10.42493267  0.09612957  1.00673911]
NIBHOW_clean,0.0003513285,0.160603982,0.323415478,1.599089371,4.545213315,0.002127032419952286,0.01101797981895619,0.0012774341456414965,0.0002006256370938623,Sips,[4.81335159e+01 6.75886114e-03 1.01038975e+00]
NIBHUC_clean,0.0002646834,0.145306207,0.286527299,1.388464327,3.822817719,0.0007070541804426663,0.013037416807584745,0.0005451159325376201,0.0006290343045027059,Quadratic,[-0.00227816  0.28900076  0.00039231]
NIBJAK_clean,0.0004294863,0.18167271,0.361387762,1.804731451,5.130683446,0.003580675556299185,0.01335534280694852,0.0025040382663655382,0.0009067087642321182,Sips,[5.07862842e+01 7.19147898e-03 1.01511163e+00]
NIFTIH_clean,0.0003840121,0.193540116,0.37237237,1.323661906,2.429811788,0.007482174769894686,0.0682259774145021,0.023526281691253308,0.0022858835855669654,Sips,[4.36630402 0.09232611 0.96351774]
NIGBOW_clean,0.0001668553,0.102750322,0.203893135,0.985325449,2.693195491,0.000515607212424694,0.010250159454085202,0.00014669325445721898,0.0002150436433379735,Quadratic,[-1.75105778e-03  2.05810211e-01  3.18338790e-05]
NIGDEO_clean,0.0004094203,0.186941663,0.372458263,1.681315237,4.31578379,0.005404141339181544,0.02436794567205766,0.005858928023575544,0.0015416679581067283,Sips,[2.31771509e+01 1.62368329e-02 9.76949796e-01]
NIGDIS_clean,0.0004350302,0.200599254,0.398559565,1.79443484,4.541878824,0.005016695765060793,0.029477743252527614,0.006028908423887677,0.001347770466974456,Sips,[2.17645941e+01 1.85643964e-02 9.79898749e-01]
NIGFIT_clean,0.0001558149,0.072947326,0.148656656,0.69593782,1.852716652,0.0009625489405060734,0.00869600385066599,0.0012490655894887653,0.0008606050056342895,Sips,[11.39114226  0.01311584  0.99527384]
NIGGAM_clean,0.0001250588,0.07454252,0.147586201,0.696271488,1.859340871,0.0005800380760424341,0.008259683762968695,0.0008049629697453522,2.032843743487904e-05,Sips,[11.92099218  0.01253378  0.99363672]
NIGGIU_clean,0.0002228626,0.095153189,0.189787583,0.861928345,2.271455629,0.003363662355642163,0.009408120388217813,0.0031461963195115357,0.0008900726198123067,Sips,[1.58599504e+01 1.20313205e-02 9.71707448e-01]
NIGNUO_clean,0.0004454925,0.198538096,0.380444038,1.640850674,3.740212389,0.003642992325215038,0.0477351131796102,0.007792606015111163,0.0011791837343224682,Sips,[10.8803765   0.03639631  0.98473279]
NIGPEA_clean,0.0003643254,0.204702376,0.396374244,1.710730882,4.105949794,0.008388139817931737,0.035506678559788465,0.009728188535336184,0.00038854485769382894,Sips,[15.97116416  0.02541424  0.96426172]
NIHBAI_clean,5.07774e-05,0.02403515,0.046708832,0.226355986,0.564488828,0.0011349243179541307,0.005508072751230457,0.0005813841956829712,0.0003955579326735207,Sips,[1.91037904 0.02535927 1.03607279]
NIHBAI01_clean,4.28434e-05,0.024435022,0.048233739,0.229542266,0.577600496,0.0006915100399319702,0.005002978001014958,0.00022266420544179698,0.00016891670720827742,Sips,[2.14808538 0.02308275 1.02229229]
