Adsorbent,O2_20C_0.001bar,O2_20C_0.5bar,O2_20C_1bar,O2_20C_5bar,O2_20C_15bar,RMSE_Langmuir,RMSE_Freundlich,RMSE_Quadratic,RMSE_Sips,best_model,best_params
ABAYIO_clean,0.0002279671,0.107577674,0.207035731,0.909236519,2.19816193,0.0033734194645597066,0.018980355676770515,0.004133589867210124,0.0003325808736145343,Sips,[8.50493535 0.02500792 0.97286381]
ABAYOU_clean,0.0002290903,0.114573175,0.218616597,0.954939269,2.278860175,0.0036621780321197278,0.02132463888975736,0.004606515411972347,0.0006890753712973382,Sips,[8.31238065 0.02713319 0.97241577]
ABETIN_clean,0.0002951422,0.157023479,0.307883694,1.513493696,4.284861006,0.0011824734540846415,0.009631034106437751,0.0010892686952735599,0.001135084144059518,Quadratic,[-1.69681166e-03  3.11098099e-01  1.92143230e-04]
ABEXIQ_clean,7.53502e-05,0.034678939,0.068649983,0.312973013,0.778791929,0.00020289235545982554,0.006292648908723915,0.0006274448516363081,5.684293995549231e-05,Sips,[3.11384705 0.02251725 0.99533792]
ABIYIV_clean,0.0001398337,0.067580099,0.128687427,0.497930336,1.007825192,0.0026566721811237207,0.02017309913940283,0.005794943132544216,0.00014558286119228006,Sips,[2.21238016 0.0616535  0.96301774]
ABULOB_clean,0.0007640855,0.37634139,0.696500728,2.3864042,3.976254502,0.002789995305651561,0.15536545442287,0.04846295868341894,0.0027414730391701592,Sips,[5.95823526 0.13323044 1.00148504]
ABUWOJ_clean,0.0003668328,0.179857109,0.353789373,1.488952345,3.388001899,0.005731173605199018,0.04180789927477244,0.009584835344439616,0.0014157256996067834,Sips,[10.16197908  0.03586002  0.97312424]
ac403674p_si_001_clean,6.63021e-05,0.039870267,0.079437438,0.383578221,1.028045554,0.0005510753029032508,0.0051426773561240105,0.00019116859263495318,7.465791967445935e-05,Sips,[5.87700944 0.01371969 1.01099271]
ACAJIZ_clean,9.11301e-05,0.043398872,0.088096347,0.389680367,0.997588082,0.0019190195744914814,0.005383017387106662,0.001960164743226251,0.0008183114083167468,Sips,[5.65736386 0.01560955 0.96692214]
ACAJOF_clean,9.2505e-05,0.042294345,0.083610272,0.398356692,1.034668217,0.000601510522706454,0.006748202401470855,0.00013923921305153528,0.00017962760829513626,Quadratic,[-1.06924514e-03  8.50221049e-02 -7.80811794e-05]
ACIBIY_clean,2.91356e-05,0.012636697,0.024870156,0.119676265,0.334665598,0.00014599603540295695,0.0007700910067055914,0.00011878589578927233,3.3176523589963746e-05,Sips,[3.80338124 0.00659416 0.9908104 ]
ACIBOE_clean,0.0001970399,0.100038926,0.201387294,0.928003268,2.327992028,0.0007643116208199131,0.01869725973656583,0.0013345237284128483,0.0006091434642031809,Sips,[9.29455159 0.02205261 1.00374916]
ACOGAB_clean,0.00050004,0.250968266,0.477301679,1.745369293,3.278811729,0.008702454995285993,0.08597727530367207,0.027114453856755902,0.0012036653758042862,Sips,[6.12214784 0.08422121 0.9662946 ]
ACOGEF_clean,0.0004763994,0.226430801,0.436136507,1.609583916,3.006540345,0.004771048580056869,0.08289584890792044,0.023230585535680384,0.001477282240221208,Sips,[5.44490613 0.08661316 0.98067362]
ACOLIP_clean,0.0004008031,0.198430139,0.386439396,1.530598022,3.111162193,0.003649166466923503,0.06494152825508176,0.014425979195739198,0.0011080785009048217,Sips,[6.61871565 0.06173783 0.98407064]
ACOLOV_clean,0.0001706736,0.097239302,0.197646433,0.893275426,2.457220022,0.005484032383479364,0.004340963222948605,0.004580241247379646,0.001960333548126021,Sips,[4.12003383e+01 4.75321993e-03 9.56776630e-01]
acs.cgd.5b01554_VAGNUP1452791_clean,3.87561e-05,0.018201547,0.035813446,0.177216163,0.495662485,0.00029823692329550966,0.0015545069769643059,0.00021775791099915693,0.00014691543503879198,Sips,[4.19573134 0.00865778 1.01146178]
acs.cgd.5b01686_WAHFUJ1434675_clean,0.0002074867,0.089362936,0.175583929,0.733831517,1.62927467,0.0021754971407951704,0.02324374718176575,0.004767172135185637,0.0005926757692845266,Sips,[4.41524722 0.04120939 0.97952849]
acs.chemmater.5b03723_cm5b03723_si_004_clean,0.0008201156,0.292320249,0.504743501,1.778285578,3.794519954,0.04463568563103232,0.03344390872968741,0.04119092700651637,0.00200405933529688,Sips,[15.64400234  0.03354009  0.83318616]
acs.chemmater.5b03723_cm5b03723_si_005_clean,0.0003946949,0.213640455,0.423997049,1.788804647,4.300958743,0.012297380371980433,0.03448388569920488,0.013261460581545294,0.00326198321688772,Sips,[17.94813763  0.02392547  0.95201217]
acs.chemmater.6b02817_cm6b02817_si_004_clean,0.0002611901,0.126206175,0.251768664,1.167504381,3.09453095,0.0023903800831657695,0.013745332383590856,0.002580088373445935,0.0007212057829186957,Sips,[2.00453435e+01 1.26686190e-02 9.85189960e-01]
acs.chemrev.6b00346_cr6b00346_si_001_clean,0.0002942899,0.170817352,0.340267333,1.532959767,3.895000625,0.004427438507781063,0.024439394287866942,0.005225749133217113,0.0013340107798323591,Sips,[1.91829432e+01 1.79580033e-02 9.79428539e-01]
acs.inorgchem.5b02973_ic5b02973_si_002_clean,0.0003681128,0.179142324,0.329134617,1.085559755,2.146226085,0.02643849987113882,0.031855752750373285,0.029616306196697424,0.003589229265084407,Sips,[5.96424705 0.05739773 0.84253094]
acs.inorgchem.6b00081_ic6b00081_si_001_clean,0.0001380207,0.063279737,0.126785829,0.56080577,1.357056936,0.0011581617020339039,0.012603764673251685,0.002076683143143388,0.000612922471565987,Sips,[4.93570104 0.02618242 0.98705317]
acs.inorgchem.6b00136_ic6b00136_si_002_clean,0.0009458287,0.404352782,0.748397484,2.196252315,3.525545613,0.02988533542430742,0.12995065305425316,0.08092409625414516,0.008181554792507624,Sips,[5.41514694 0.15729626 0.91308142]
acs.inorgchem.6b00276_ic6b00276_si_006_clean,0.0010829283,0.446741757,0.777758494,2.46159452,4.896260157,0.08101902849931303,0.05376250839219555,0.08070294678736313,0.004851750937484003,Sips,[17.21136248  0.04686411  0.78953025]
acs.inorgchem.6b00433_ic6b00433_si_002_clean,0.0002623578,0.142824889,0.273052567,1.136461282,2.423638368,0.0017083395506634232,0.04264409831205388,0.007173146818061334,0.0008357343938459797,Sips,[5.70680186 0.05047887 0.99063169]
acs.inorgchem.6b00894_ic6b00894_si_002_clean,0.0004003512,0.216023188,0.403609073,1.553783093,2.97598223,0.0032624174115351893,0.07687848792161778,0.01763352906140387,0.002037240035590958,Sips,[5.58009899 0.07857649 0.98861756]
acs.inorgchem.6b01211_ic6b01211_si_002_clean,0.0004231525,0.205991976,0.39891665,1.592972018,3.733792843,0.019301287540087166,0.028665088713046613,0.018601629713332037,0.0031856872241334275,Sips,[16.54291818  0.02441938  0.91564756]
acs.inorgchem.6b01416_ic6b01416_si_004_clean,0.0002780435,0.13614562,0.26658232,1.032099239,2.147291955,0.007027831838411388,0.03771449997534542,0.012260227732427513,0.001994096963469426,Sips,[5.14051233 0.05407715 0.95461627]
acs.inorgchem.6b01569_ic6b01569_si_002_clean,8.97462e-05,0.031084815,0.063050773,0.300324725,0.778437999,0.0006885014789373488,0.0053735737212453945,0.00027099516848837544,0.00014723486904719436,Sips,[3.44144404 0.01860252 1.01716472]
acs.inorgchem.6b01740_ic6b01740_si_002_clean,0.0002993619,0.181103384,0.352944158,1.693314173,4.814686744,0.0042730383481872835,0.005929759166828876,0.0030792690113116824,0.0007981672617032421,Sips,[9.92983472e+01 3.57821057e-03 9.80830622e-01]
acs.inorgchem.6b01762_ic6b01762_si_002_clean,2.99799e-05,0.01574715,0.031024614,0.145875417,0.377381968,6.207466009999668e-05,0.0023891420715592086,0.00010228086850926711,4.947188933584534e-05,Sips,[1.80584558 0.01751949 1.00195588]
acs.inorgchem.6b02407_ic6b02407_si_002_clean,0.0005807688,0.269642305,0.521971169,2.180705053,4.767952902,0.005031548993458139,0.07383288011910662,0.01381195355268168,2.345433395061502e-05,Sips,[12.21528791  0.044636    0.98346597]
acs.inorgchem.6b02407_ic6b02407_si_003_clean,0.0005107966,0.249316564,0.48048702,1.889470512,3.757163363,0.0029499911694667665,0.08586017937668378,0.018388274454492076,0.0002533122386361295,Sips,[7.56229741 0.06779384 0.98912201]
acs.inorgchem.6b02514_ic6b02514_si_002_clean,0.0001305447,0.064328849,0.127997855,0.572936787,1.448135497,0.0018918059185537017,0.009283496216168734,0.0021667931142541883,0.0005331940846979732,Sips,[7.03201595 0.01842991 0.97640936]
acs.inorgchem.6b02696_ic6b02696_si_002_clean,0.0003426609,0.164673049,0.322741503,1.413214804,3.466305083,0.00606444249261819,0.02651556578701651,0.006920031874055307,0.0008188117308385246,Sips,[14.75218635  0.02228553  0.96872238]
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean,0.0001685024,0.072660003,0.14425578,0.649406423,1.575713704,0.00034348657475057764,0.015086930205292535,0.0015481095270815579,0.00022890101776060947,Sips,[5.55970801 0.02657763 0.99706602]
acs.jpcc.6b08594_Zn2Cd6MOF5_opt_clean,0.0001417874,0.071609482,0.141741632,0.702057873,2.017089986,0.0005132166572009914,0.003563557911736657,0.0004101109955981423,0.00031982406109204903,Sips,[2.87125017e+01 4.97644279e-03 1.00448877e+00]
acscombsci.5b00188_24205_clean,0.0004498268,0.215882426,0.419198068,1.624438105,3.268040453,0.0066119087106785625,0.06881065114269251,0.018198340714991015,0.00171315279230564,Sips,[6.94043056 0.06388246 0.97266374]
acscombsci.5b00188_3001288_clean,0.0004397252,0.182066236,0.364842029,1.811897839,5.186559189,0.002376935911053791,0.011078427635090517,0.0015369239226250943,0.0001687013563005859,Sips,[6.14912619e+01 5.97230914e-03 1.01028942e+00]
acscombsci.5b00188_34903_clean,0.0011095929,0.48879992,0.88423405,2.423953643,3.600257312,0.02387010742581806,0.1632957178387704,0.10783992071041228,0.006761999634263385,Sips,[4.92776358 0.21557651 0.9347021 ]
acscombsci.5b00188_5013797_clean,0.0002832689,0.11764722,0.234107543,1.098233342,2.998046721,0.0025568989989093755,0.00897563217400408,0.002285520785542879,0.0005414339153912143,Sips,[2.72814026e+01 8.62756415e-03 9.82611097e-01]
acscombsci.5b00188_5020072_clean,0.0002915791,0.119835532,0.241403182,1.168201182,3.255702616,0.0005418798129995464,0.009356868849673102,0.000587553516073605,0.0005121247393427101,Sips,[3.00489363e+01 8.07501879e-03 1.00117666e+00]
acscombsci.5b00188_5024922_clean,0.0003018877,0.142376648,0.28129531,1.36634378,3.879440047,0.0011801668528968311,0.00695525895878558,0.0009371786825297872,0.0002993321044340719,Sips,[5.51100286e+01 5.13797311e-03 9.93501384e-01]
acscombsci.5b00188_5036495_clean,0.0003649404,0.139190022,0.28607855,1.401423432,3.96695474,0.002166727831449575,0.010216887999444637,0.0016011129822913704,0.0014099796191151918,Sips,[4.02444720e+01 7.11094016e-03 1.00918247e+00]
acscombsci.5b00188_5040209_clean,0.0005965835,0.293410049,0.549895519,1.821078629,3.452716263,0.034303372345105686,0.06998735480973511,0.04704637772341148,0.006312057315963879,Sips,[7.67690712 0.07573579 0.87837178]
acscombsci.5b00188_8372_clean,0.000677334,0.322700449,0.535160064,1.579544732,2.998646451,0.06405131239195715,0.03414472614123478,0.06495118143583263,0.0017366191517352882,Sips,[10.24443411  0.0548924   0.74595492]
ACUBAB_clean,0.0001419132,0.065659435,0.129699674,0.519081831,1.082470351,0.0015916122347964425,0.020339754945493203,0.004631873946334065,0.0007329049704084571,Sips,[2.45939713 0.0552013  0.98082459]
ACUFEK_clean,0.0002927738,0.149976294,0.300754788,1.393778834,3.798932962,0.004673027752829992,0.010625809849817754,0.004125230822228127,0.0014477585435189097,Sips,[3.72497225e+01 8.08493740e-03 9.75754308e-01]
ACUJOZ_manual,0.0002073327,0.106628693,0.214058376,1.016518118,2.841753249,0.0020674198689156677,0.00600404839287975,0.0018273664100287633,0.0007397441922424017,Sips,[3.53593336e+01 6.06146170e-03 9.85373583e-01]
ACUTOI_clean,8.35786e-05,0.039152534,0.076553512,0.327168015,0.755094088,0.0010630258263909552,0.008761405979243204,0.001803481291230991,0.00015380769260356106,Sips,[2.35726639 0.03346763 0.97667925]
ADARAA_clean,0.0003367207,0.175855213,0.343690351,1.500736842,3.642867038,0.0060937431426263304,0.03024456848996168,0.007369581715203117,0.0006538531939426466,Sips,[14.54946606  0.02412767  0.97036395]
ADASEF_clean,0.0002985219,0.169896865,0.342257721,1.548949555,3.993967068,0.004691191301383177,0.022188684971780635,0.00528834153119343,0.00204528977548553,Sips,[2.17254025e+01 1.58708148e-02 9.79564322e-01]
ADASIJ_clean,0.0002643836,0.139962434,0.27501436,1.26561516,3.470664583,0.006059849319060969,0.006958072910311119,0.004736004456165899,0.0005864467121112965,Sips,[4.62864517e+01 5.95925276e-03 9.63884252e-01]
ADASOP_clean,0.0003379513,0.170261314,0.338054115,1.477537604,3.801786378,0.010075148841452804,0.016690005745603833,0.009021966168353057,0.0023159868356725038,Sips,[2.59096014e+01 1.30908360e-02 9.51005622e-01]
ADASUV_clean,0.0002471122,0.135494938,0.272774985,1.266011115,3.369135088,0.002587371460850985,0.014545721717590561,0.0028708999323442206,0.001231614211779744,Sips,[2.23690780e+01 1.22667537e-02 9.86346766e-01]
ADATAC_clean,0.0004030375,0.200626695,0.394009462,1.833406851,4.802874318,0.0027481645860773867,0.024673618339280865,0.0032582973057191152,0.0002639110829829797,Sips,[2.74670915e+01 1.45672163e-02 9.88685488e-01]
ADATEG_manual,0.0003446145,0.174142304,0.347974454,1.67887551,4.9899485,0.0052241004610950725,0.0031362640471809065,0.0038424266548466937,,Freundlich,[0.34219393 1.01059441]
ADATIK_clean,0.0003409704,0.158430369,0.309247171,1.481231365,3.994118198,0.001158182442549179,0.016748725555214408,0.0011954096311140852,0.0011109101920066193,Sips,[2.67651077e+01 1.17476185e-02 9.98299316e-01]
ADAXEK_clean,0.00037663,0.175443906,0.336214569,1.207320431,2.347210948,0.012522747695114104,0.050312169360837856,0.021522088964682017,0.0026809452275971977,Sips,[4.9837033  0.07144168 0.9315041 ]
ADAXIO_clean,0.0001905047,0.09381701,0.18306519,0.747893645,1.655926221,0.004081527734553218,0.0224526539304127,0.006298325129453373,0.0008016886074667621,Sips,[4.68450917 0.04040502 0.9619641 ]
ADIQEL_clean,0.0009579589,0.41736118,0.756367189,2.395421152,3.832441587,0.010477279181754512,0.15657091858564048,0.06789201714808948,0.0016171595500840328,Sips,[5.59631603 0.15684921 0.97065434]
ADOBIF_clean,0.0003742057,0.144986292,0.262480737,0.832176657,1.659056156,0.025949812620844136,0.019550987882552308,0.02655309954277168,0.0034596489669647596,Sips,[5.56431465 0.04846878 0.80154761]
ADOCEC_clean,0.0001599582,0.07707766,0.149253633,0.623429799,1.436227885,0.0036770829858511224,0.015490132559585026,0.0046453134955994355,0.00038235144493865586,Sips,[4.7743691  0.03214948 0.95786864]
ADOGEH_clean,0.0005733936,0.243684493,0.447376312,1.542368691,3.291897982,0.03904551860495268,0.02960573884850856,0.03726234828706903,0.004428828925374687,Sips,[13.4859906   0.03378812  0.83353047]
ADUROI_clean,0.0002244426,0.101628041,0.200533882,0.968329697,2.845945141,0.0027817471751902766,0.000416934276916975,0.0019407100866517192,,Freundlich,[0.19983332 1.01954665]
ADUWIH_clean,0.0002151797,0.113406389,0.226823469,1.063529047,2.982405453,0.003722809643341768,0.004581706876007221,0.0029977889581643533,0.0009423933721474603,Sips,[5.11013494e+01 4.43271159e-03 9.74056481e-01]
ADUWON_clean,0.0003829315,0.164124425,0.325556547,1.556145097,4.119470636,0.001473953336917971,0.022326544275932506,0.00018503228828831573,0.00038164089623396604,Quadratic,[-3.65821432e-03  3.29502648e-01  3.39100402e-05]
AFEJOK_ion_b,0.0005160813,0.246634943,0.469080802,1.92541173,3.929500643,0.002464563125837595,0.08465310731076264,0.012864709101056722,0.00229867556671979,Sips,[8.15074768 0.06151277 1.00327906]
AFITEP_clean,0.0005994946,0.296543984,0.566931478,2.078560928,3.812366159,0.004189099489084279,0.11235068427158956,0.030789244848230955,0.0008897814103293114,Sips,[6.64604174 0.09302862 0.98650156]
AFITUF_clean,0.0001491977,0.114062535,0.21930583,0.882863361,1.930043082,0.005836703473126035,0.026942978406314922,0.008460605404354152,0.000592748328765228,Sips,[5.37147928 0.04239572 0.95358201]
AFIXAO_clean,0.0002287574,0.109308279,0.20975113,0.853858644,1.90106802,0.005742288567933151,0.024099866429321923,0.007679283104452119,0.00042979829745740924,Sips,[5.6546934  0.03840568 0.9524324 ]
AFIXES_clean,0.0002373898,0.108659774,0.211039509,0.849890997,1.905233132,0.006865348510651032,0.02251415986198615,0.008456041021712374,0.001188184467961509,Sips,[5.98814368 0.03622595 0.9437603 ]
AFOVEX_clean,0.0002393761,0.127152422,0.248432843,1.08900098,2.684284494,0.004944894117024548,0.01955380009188441,0.005399693905383288,0.000516643638219285,Sips,[11.87658792  0.02130121  0.96676   ]
AFOYAW_clean,0.000310185,0.163575948,0.321823849,1.395850556,3.224425724,0.0021910844083507645,0.03915475978005636,0.005996374501413426,0.000527640433924676,Sips,[9.68519703 0.03428901 0.9888779 ]
AFOYEB_clean,1.90096e-05,0.009573725,0.019223489,0.092907195,0.243938712,0.00025208774404757823,0.0015628618672248087,0.0001085764903442223,7.580417073587828e-06,Sips,[1.13686056 0.01720947 1.02092412]
AFOYIE_clean,0.0002379811,0.126979941,0.248480649,1.195727774,3.29401888,0.0010815236086791928,0.010203056860309445,0.0010214168065532533,0.0007113416290072736,Sips,[2.86887878e+01 8.77161862e-03 9.94738649e-01]
AFOYOK_clean,0.0002605384,0.122161519,0.244044192,1.118881385,2.87525372,0.0018370721230006575,0.01755904706710027,0.002592328236690032,0.0007582173026011805,Sips,[14.33988958  0.01723736  0.98873534]
AFUKET_clean,0.0003751481,0.17755047,0.327912004,1.204346355,2.629011615,0.022580311150904874,0.025510533211731492,0.02208676876819965,0.0016994271662730109,Sips,[9.90289615 0.0339782  0.87307363]
AFUKIX_clean,0.0002416538,0.120803661,0.239915745,1.072545509,2.819765174,0.0059162686082028584,0.010544145630505812,0.005191580457492392,0.0013008167992608663,Sips,[2.17999314e+01 1.10424234e-02 9.59827743e-01]
AGABIU_clean,0.0001866618,0.067004415,0.13399806,0.667398573,1.854162125,0.0018960463523138207,0.007118834300327722,0.0012271134694115634,0.00027792828108727806,Sips,[1.30221576e+01 1.04264366e-02 1.02206140e+00]
AGIREP_clean,0.0002211558,0.106099707,0.212975484,0.980480958,2.561919236,0.001963272431375061,0.013297762490256245,0.00236643530147514,0.0008837744536473421,Sips,[14.59825942  0.01471871  0.98648667]
AGOFEJ_clean,0.0002324342,0.125866038,0.249718615,1.167217854,3.157058201,0.002712820326581228,0.010718618841214939,0.0025066838968703436,0.0004573698878264431,Sips,[2.57330196e+01 9.77423856e-03 9.82536355e-01]
AGONAM_clean,9.02588e-05,0.047361518,0.094435068,0.434018786,1.077019663,0.00026286342520878583,0.009294649668872315,0.0005721690985032576,0.00011191715721508926,Sips,[4.07491284 0.0236848  1.00411994]
AGONEQ_clean,0.0001340885,0.077018532,0.151640711,0.720105174,1.917638281,0.0002938544515665094,0.009145379533743642,0.0005217523033610293,0.0002482452957953439,Sips,[11.54247263  0.0133429   0.99832746]
AGUBUA_clean,0.0021831074,0.851294956,1.398866752,2.926626046,3.856635827,0.05730825788041985,0.1875061420133805,0.24872981973894562,0.01626604168182662,Sips,[4.83375748 0.39674231 0.84636744]
AHAMAY_clean,0.000118193,0.058556775,0.11192586,0.397531476,0.709966914,0.001140276180626588,0.02238994213542489,0.006934230459647019,0.0003545866543096724,Sips,[1.19318225 0.10299043 0.98144613]
AHEQAH_clean,0.0002649092,0.144054855,0.285932342,1.311242635,3.642053538,0.007205651305114906,0.004795706259950133,0.00560289590803165,0.0013409945137711123,Sips,[7.48009718e+01 3.81205530e-03 9.59071506e-01]
AHIYOH_clean,0.0002720634,0.135496261,0.253589158,0.907021973,1.669261891,0.005472313666451017,0.045918834817517545,0.01587493867717492,0.00019074411001294484,Sips,[3.03378791 0.09110617 0.95910016]
AHOKIR_clean,0.0002123049,0.094415627,0.183436779,0.753457159,1.601305284,0.0014657955517980597,0.028250563884876272,0.005388379903329047,0.0001878915183441625,Sips,[3.7722332  0.051036   0.98627508]
AHOKIR01_clean,0.0003713014,0.169774066,0.323956265,1.121064947,1.964958998,0.004338044268325028,0.06455583666138472,0.022129399537219523,0.001422672501196145,Sips,[3.23067266 0.11065866 0.97525031]
AHOKOX_clean,0.0002225094,0.101214891,0.198874806,0.866389698,1.967007332,3.678911426328082e-05,0.027126544750687927,0.003089806245590023,3.5843333273873575e-05,Sips,[5.39043717 0.03829753 1.00006989]
AJAKON_clean,0.0002564519,0.124603752,0.239472955,0.997675249,2.117055888,0.0008806059907894133,0.03854191303737404,0.0060375141107678245,0.0005923447691316941,Sips,[4.87200466 0.05188309 0.99533034]
AJAYIT_clean,3.70602e-05,0.013775824,0.027524117,0.132313559,0.348307041,0.0002568899945587103,0.002098535194689844,9.095188792216977e-05,1.8591726896515533e-05,Sips,[1.71173326 0.01635721 1.01490579]
AJIGIL_clean,8.45867e-05,0.047309047,0.093026609,0.427531633,1.115198798,0.0010623134595157994,0.005603314837414697,0.001105649803679362,5.96174211095594e-05,Sips,[6.5414594  0.01441338 0.98128886]
AJOTEY_clean,0.0002283517,0.11517092,0.227313263,1.005254097,2.500844255,0.0038921566161415917,0.017593003137110094,0.004418237923912315,0.000759715983326829,Sips,[11.32876368  0.02037831  0.97191188]
AJOVEB_clean,0.0001924169,0.094970724,0.186486116,0.71597498,1.40239354,0.0018815535028264881,0.033481797907783224,0.00822010980569428,0.0010207790502153556,Sips,[2.75689845 0.07194317 0.98468064]
AKEDIF_clean,0.0003600068,0.20020515,0.391930679,1.632545837,3.564186807,0.003618323441701086,0.05582517067201104,0.010562834526957358,0.0008880543744940531,Sips,[9.06319446 0.04504806 0.98461338]
AKOBAF_clean,0.0002768539,0.146974479,0.289212687,1.092368374,2.182851814,0.006781444251094746,0.045739440680869575,0.014587205368753001,0.002528404655737301,Sips,[4.67088234 0.06512138 0.96030758]
AKOXIJ_clean,0.0020003861,0.648543,1.034988154,2.486202719,3.792426896,0.09630833902840906,0.10868316614565565,0.1640757821140105,0.0052527301282039385,Sips,[6.47332756 0.18863454 0.74384771]
AKUKUO_clean,0.0002877812,0.145895388,0.276938178,1.056071851,2.046334526,0.0033922919594669204,0.049707987133685905,0.012873679481902526,0.0001230152349185528,Sips,[3.98468017 0.0747417  0.97780216]
ALAMUW_clean,0.0003558367,0.168922562,0.330790817,1.427385971,3.679601478,0.012315095460885947,0.013490112592848703,0.010358877278360764,0.001914517149387128,Sips,[2.96482955e+01 1.11896778e-02 9.37451753e-01]
ALANAD_clean,0.0002747084,0.15148071,0.293835515,1.336146558,3.602017961,0.0074477788025232765,0.008939173215114206,0.005824234637490099,0.00013875270680667654,Sips,[3.97129481e+01 7.44955185e-03 9.58069196e-01]
ALEJEI_clean,0.0002589686,0.150847554,0.301315063,1.381863413,3.742645117,0.005792454291334905,0.01049164938571906,0.004976346372180487,0.001489240243365597,Sips,[3.69160908e+01 8.17228537e-03 9.69348147e-01]
ALEJIM_clean,0.0004279198,0.161609928,0.322832054,1.475220061,3.877896101,0.004595514861805381,0.01750580153428053,0.004578466322831682,0.001374110997411239,Sips,[2.50137845e+01 1.29965725e-02 9.77597693e-01]
ALICAA_clean,0.0001227714,0.054862783,0.108616199,0.458836028,1.100477581,0.00304357371971304,0.009048299518110781,0.0033246629521405694,0.0007637561686428695,Sips,[4.49662156 0.02450084 0.95350258]
ALIXAU_clean_h,0.0001278434,0.048450814,0.094374404,0.42974853,1.003780435,0.0011361080384389521,0.012873396718189253,0.0004114197200214014,0.00043279413978735234,Quadratic,[-0.00189682  0.0953231   0.00070313]
ALIXOJ_clean,0.0002168117,0.109218332,0.214941397,0.959759568,2.429701089,0.0037232267733248964,0.014800986885932604,0.0039022589542068394,0.0005459606086403006,Sips,[12.32290516  0.01768797  0.9714687 ]
ALIXUP_clean,3.87241e-05,0.018694048,0.037255328,0.186008339,0.531658069,0.00032862944085032916,0.0012360328885006352,0.00022743169653786002,7.393216075309699e-05,Sips,[5.82581639 0.00645352 1.01356025]
ALOLES_ion_b,1.56444e-05,0.005027857,0.010070155,0.047578112,0.134054124,0.00013885096588681065,0.000203763121431957,0.00011140352176474343,3.834579257371036e-05,Sips,[2.29918399 0.00437592 0.97843193]
ALOLIY_clean,1.72041e-05,0.011299675,0.023137839,0.11312578,0.329209697,0.00012728665408484027,0.00035842066363236437,0.0001295070883182221,0.00012367653580152427,Sips,[7.86359007e+00 2.92943161e-03 9.97915646e-01]
ALONEV_clean,5.33096e-05,0.024017589,0.048330013,0.226633089,0.596121659,0.00015434411025098282,0.003200976127774991,0.00028054682693336126,0.00014536247341058418,Sips,[3.26446799 0.01496413 0.99825529]
ALUJIB_clean,0.0002069288,0.091995914,0.181926107,0.746713337,1.701015522,0.004923155869109218,0.019367311312957512,0.0063787362397376675,0.0013736942102153976,Sips,[5.46263989 0.03406905 0.95482432]
ALUKIC_clean,0.0001872282,0.125664696,0.248408632,1.201270615,3.45538884,0.0021577050466985185,0.0034058345497642944,0.001590292685933194,4.942097387277494e-05,Sips,[8.66971385e+01 2.87395975e-03 9.86041754e-01]
ALULEZ_clean,0.0001970738,0.106038039,0.208744299,1.032463651,2.883399563,0.0017623085320617644,0.009256335772804011,0.0012633775204503785,0.0008388334187780226,Sips,[2.39074996e+01 8.85696795e-03 1.01174467e+00]
ALULID_clean,0.0002160326,0.106325462,0.208874675,0.971927576,2.543731465,0.001404022599602163,0.013228327361357302,0.0017012572018360623,0.00013557057671663333,Sips,[14.39851475  0.01473362  0.98909711]
ALURAB_clean,0.000156037,0.088682309,0.176073189,0.787308259,1.985678924,0.002625796957912761,0.012910589129935118,0.003013054164612415,0.0006707139588792445,Sips,[9.5363623  0.01870884 0.97600655]
ALUREF_clean,0.0001737973,0.091966698,0.179148261,0.80728734,2.009500575,0.0018657820574358927,0.015043738831218664,0.002478987168674135,0.00015398287452092385,Sips,[8.59116474 0.02132262 0.98284268]
ALURIJ_clean,0.0001789501,0.093545219,0.185025532,0.811118671,2.016348946,0.0038224825238605924,0.013745905849302553,0.004108155520293345,0.0008451641325796359,Sips,[9.41272906 0.0199201  0.9661247 ]
am301365h_si_002_clean,0.0001882666,0.099023717,0.196253231,0.93722537,2.455291892,0.0012697136490121433,0.0148660467966013,0.00025777671709471323,0.00031608302008885445,Quadratic,[-0.00237663  0.19935151 -0.00022943]
AMAFOK_clean,0.0001808651,0.085335433,0.163693361,0.662028972,1.374619449,0.0014913782163883703,0.02643014856817483,0.005395689707262181,0.0001398265701886917,Sips,[3.072019   0.05635632 0.98415689]
AMAGAX_clean,0.0001572293,0.077208836,0.151967586,0.640381496,1.456405779,0.002345973656119676,0.01811663648667975,0.0040456432314178135,0.0006012185404577446,Sips,[4.3410554  0.03606748 0.97447128]
AMILOY_clean,0.0002651263,0.140637609,0.26669476,0.939983109,1.989494676,0.019382158524500353,0.02266707972471449,0.020112432045863885,0.0034162589239520656,Sips,[6.71041041 0.04057254 0.86426009]
AMILUE_clean,0.0002815106,0.139839252,0.265538928,0.919350917,1.934345418,0.02059679076004276,0.02176645652838647,0.02119148035311362,0.0038979507837109723,Sips,[6.63626904 0.04073524 0.85388398]
AMIMAL_clean,0.0003291737,0.144075315,0.268791939,0.917119685,1.923485664,0.02260478750373913,0.020333412810847294,0.022614652462402844,0.003498236397786213,Sips,[6.94848    0.03942762 0.83931763]
AMIMEP_clean,0.000342579,0.142903099,0.262351454,0.921272338,1.907070173,0.018752456425379926,0.024404709991470763,0.020002522594316015,0.0016580265510747628,Sips,[5.85246114 0.0464724  0.86478094]
