Adsorbent,O2_20C_0.001bar,O2_20C_0.5bar,O2_20C_1bar,O2_20C_5bar,O2_20C_15bar,RMSE_DSFL,model,fit_parameters
DONKOI_clean,0.0001837851,0.09709921,0.190269803,0.857126296,2.147879102,,DSFL,"[nan, nan, nan, nan, nan, nan]"
DONKUO_clean,0.0003373204,0.134429693,0.253425102,0.961481331,1.921780165,2.492040969156863e-09,DSFL,"[0.010458063563624399, 6.401348401762098, 1.3701747997235674, 2.1299115135404683, 0.12722681079468331, 0.7025879692979127]"
DONXUB_clean,0.0008444775,0.358205644,0.624369479,1.818053993,2.672278518,6.309524335190877e-06,DSFL,"[12.254719199441336, 0.04563711379052366, 2.195174580917062, 1.822382229287712, 0.1644413654322371, 6.161640529696747]"
DOPHOH_clean,0.0001161327,0.061911415,0.124650541,0.603812083,1.630636589,0.0008149672370800636,DSFL,"[1.025257361259295e-15, 0.7572186435014073, 0.004444414262864594, 4811.565093366737, 2.6417969606467644e-05, 394.6470035709219]"
DOPHUN_clean,0.0001245787,0.061218842,0.123979082,0.604399081,1.646971186,0.0010720031471339985,DSFL,"[5e-324, 0.7322283799958829, 0.007503961643403578, 18128.986225104527, 6.984062482344063e-06, 1359.8773359723568]"
DOPJAV_clean,5.27876e-05,0.030713941,0.059674277,0.279097573,0.704009293,0.00025040467926325786,DSFL,"[4.07848785637936, 0.008718194594437411, 2.181793129527907, 2.8108967927840305, 0.009122266458300663, 2.0394446870367697]"
DORFOG_clean,0.0001082456,0.049230079,0.099432703,0.439851656,1.035471999,0.0005066494749843527,DSFL,"[1.2185988330593973e-32, 0.4342407024858535, 1.3582208113136542, 3.161883705564213, 0.03225956854775256, 0.9892366582588245]"
DORFUM_clean,0.0003538942,0.171442405,0.32665772,1.153290608,2.164293448,0.0002889667656338002,DSFL,"[5.970092194019888, 0.044057702288876066, 3.53063288318734, 3.0550429773892867, 0.03287177983767724, 2.846621312467226e-07]"
DORYUG_clean,0.00090171,0.376435687,0.631326965,1.648189205,2.427666675,,DSFL,"[nan, nan, nan, nan, nan, nan]"
DOTFID_clean,0.0002397588,0.125196773,0.247785617,1.103823243,2.821265855,0.00041733727873570915,DSFL,"[0.41218793398240705, 0.004311598129308759, 0.28877014165174486, 1.472469154526725, 0.17341396650404414, 0.24589305420433807]"
DOTFOJ_clean,0.0003886069,0.196919176,0.390808201,1.659508938,3.799048258,0.0011748929291847867,DSFL,"[3.5824344269703428, 0.049749519234371285, 2.286213913574444e-07, 13.840410539076679, 0.01657800352115396, 5.0323253742517515]"
DOYBAV_clean,0.0002123665,0.10327043,0.202581915,0.890057993,2.114476115,6.916030966101533e-07,DSFL,"[0.15464256927865108, 0.27587739709993275, 0.3007210824009045, 4.339217841983319, 0.038755055179858666, 0.8314297470184385]"
DOYBEA_clean,0.0001195157,0.059654133,0.117770381,0.54242886,1.340285538,6.216354539580782e-05,DSFL,"[1.0753734416077582e-10, 0.7400217885720833, 0.7460039023607326, 11.48168640573533, 0.010487719891320108, 2.0421767956933827]"
DOYHOQ_clean,0.0003409795,0.161983196,0.316989772,1.352809138,3.250440662,0.00014071257056194123,DSFL,"[0.804237390634838, 0.21526884050051462, 2.5835469753828613e-07, 4.8004879702021475, 0.03324631830136568, 3.2089405204723414]"
DOYHUW_clean,0.0004576303,0.223761049,0.432275605,1.82968183,4.032623457,9.475847655206345e-06,DSFL,"[0.024314927847340163, 1.531316914048187, 1.6154426657354952, 11.903502235701783, 0.03710598693320503, 1.1238641105395342]"
DOYLEI_clean,0.0001433514,0.066539898,0.132357306,0.603807576,1.522189293,0.00018691721017684906,DSFL,"[7.432930051532802e-19, 0.5206559082554567, 0.7701578067244719, 2.729176439110537, 0.04965201270923582, 0.5195285845957274]"
DOZCEC_clean,0.0002755037,0.132558629,0.266775791,1.25828348,3.576719164,0.0009841126040742597,DSFL,"[0.8721832658377148, 0.0002133479692075314, 0.652548194358972, 0.4799688094778248, 0.5676912807938777, 0.059556909596398325]"
DUBBEI_clean,9.40263e-05,0.047885851,0.096089537,0.431286521,1.042683648,0.00033265534465033047,DSFL,"[1.419901739884246e-11, 0.579307650683529, 0.5239233941831329, 3.016674286505634, 0.0326273354361356, 0.8730439029122969]"
DUBJUH_clean,0.0003104018,0.155457728,0.300429094,1.270103658,2.871454088,7.534575533267835e-06,DSFL,"[0.0267702594439369, 1.037731319915224, 1.1468776718260076, 6.671028426723117, 0.044897566837658484, 0.8806661468057332]"
DUBKAO_clean,0.0003380848,0.15507235,0.302804411,1.263589179,2.827994116,0.00012049860819768713,DSFL,"[1.8579711324620973, 0.06921239200321341, 1.194543265142987e-07, 7.533060456759595, 0.02527752503630901, 3.5955956078558824]"
DUBWON_clean,0.0003052145,0.145738454,0.286392446,1.225785435,2.71168112,0.00020822454068511763,DSFL,"[2.9162884265287032, 0.0449157709300522, 0.9622616106701402, 3.752729452867309, 0.044681087071321735, 0.988568753840788]"
DUDKEU_clean,7.28358e-05,0.0344416,0.069579995,0.311715982,0.746973541,0.0003319464186280717,DSFL,"[2.8077079959969696e-150, 0.6841620634592056, 0.9925065254593105, 2.8407999356768525, 0.025041842343651866, 1.1183566134017886]"
DUDKIY_clean,0.0002922222,0.144182448,0.284413698,1.226996867,3.037703211,0.0004871336047082348,DSFL,"[1.0334212834221799, 0.17283086610850193, 1.884914914169571e-07, 7.367336656231386, 0.01607541996255865, 7.407547979751502]"
DUDKOE_clean,0.000281331,0.136351046,0.271295438,1.224144236,3.285417882,0.0008032909568137639,DSFL,"[0.8026540271777144, 0.0008731223484982753, 0.6374747584626953, 0.7433995051921192, 0.3784858766398711, 0.13358509961527548]"
DUDKUK_clean,0.000191585,0.092052537,0.183468256,0.887027678,2.513238791,5.212972775956259e-05,DSFL,"[8.137086227169901e-08, 0.42257429688994297, 0.767805780874425, 2.192201986658109, 0.08449920408748736, 0.12260261779722494]"
DUFKAS_clean,0.0001693067,0.103672114,0.206477775,1.005595267,2.756561458,0.0009727076306669664,DSFL,"[6.635541436884601e-16, 0.5440709343159869, 0.011044397619018445, 8229.447129100128, 2.5540600726855493e-05, 350.54981353617]"
DUGMOJ_clean,0.0002303322,0.092447575,0.181475852,0.828479111,1.984802102,0.0003291198158971469,DSFL,"[5.15445788538413e-10, 0.4536685318207592, 0.8040938039990937, 23.146954872341592, 0.008061299492693758, 3.011001458847765]"
DUHXIP_clean,0.0003373475,0.150363059,0.278747069,0.951295497,1.673665171,3.4814782993254056e-08,DSFL,"[0.021875939307199162, 1.778940189775285, 1.0774739655724408, 2.0893215224915758, 0.1428527104021646, 0.8677941911324935]"
DUJRAD_clean,0.0001373084,0.076094494,0.150583635,0.670257261,1.67986378,0.0002164968411958549,DSFL,"[3.1715664631596082e-18, 0.4202647510070728, 0.7352156054088462, 1.3018325101061612, 0.11974968165946856, 0.3216635062007882]"
DUKNEE_clean,0.0002315341,0.115838559,0.216223918,0.758302304,1.393429312,8.923276040856015e-06,DSFL,"[0.27074167188588555, 0.376731237776108, 0.9603550297299682, 3.305500165092802, 0.045238361220772544, 1.2974937532039037]"
DUKNII_clean,0.0001502928,0.069934644,0.136384433,0.509355946,1.039841124,0.0006666471189099634,DSFL,"[1.7201507056712842e-10, 0.4394367477176935, 0.6799057588890631, 0.7358641463376308, 0.20406512545024003, 0.5515564104572056]"
DUNJON_clean,5.05273e-05,0.023678626,0.045260023,0.196720173,0.443123239,,DSFL,"[nan, nan, nan, nan, nan, nan]"
DUNXUH_clean,0.0003720759,0.182354694,0.356151643,1.509714432,3.335027236,7.724182940295638e-07,DSFL,"[1.351112680636971, 0.12056994108717382, 0.540516572684343, 7.867454947624461, 0.02680896184691107, 1.4520366650104028]"
DUNXUH01_clean,0.0003960808,0.182503225,0.35961885,1.50308458,3.356777172,0.0007468877915781468,DSFL,"[2.887644389816555, 0.052882838819241856, 3.2588270787551907e-06, 11.179884317738969, 0.020104047744462034, 4.368010387660036]"
DUNXUH02_clean,0.0003795774,0.182540732,0.362185874,1.511336263,3.343910548,0.0012383649214537677,DSFL,"[3.0381702969327558, 0.04804282032159119, 4.7808518408424065e-06, 12.570834256533999, 0.018566409744408246, 4.51545081765264]"
DUNXUH03_clean,0.0003750765,0.184081547,0.358187559,1.502226405,3.309885108,1.9043703952160286e-06,DSFL,"[0.20145209120488, 0.39940722081988944, 0.3364924300391322, 7.38057805610691, 0.04049780164498817, 1.0820902512728339]"
DUNXUH04_clean,0.0003435701,0.185442324,0.363257093,1.506191714,3.294277424,0.000401169839718932,DSFL,"[2.8369215352918413, 0.05113077830105887, 3.566825871385921e-07, 12.564140390147594, 0.018903794822591472, 4.640952804002057]"
DUNXUH05_clean,0.0004230863,0.185410818,0.358369096,1.517358491,3.310419217,1.535462164432258e-09,DSFL,"[0.008096150516289126, 6.925982497218791, 1.0893411981881065, 10.681254965101727, 0.034401510305003866, 1.2290858704425975]"
DUNXUH06_clean,0.0003975811,0.183934517,0.358810186,1.519257879,3.317068573,8.28713453415832e-06,DSFL,"[0.003497745348346301, 2.7494727033766684, 0.4272883318762145, 8.153830210377995, 0.04531161649898181, 1.0067258894138955]"
DUNXUH12_clean,0.0003810777,0.183593947,0.356102133,1.495132958,3.293288723,3.7242635917922236e-07,DSFL,"[0.02736821055933533, 1.0912454852479854, 0.6538051686276194, 8.125441384727655, 0.043330730427598316, 0.9855900198896678]"
DUNXUH13_clean,0.0003735762,0.184524137,0.359101245,1.513204144,3.302953694,3.1415399003988926e-06,DSFL,"[0.07027573740446985, 0.5233681856243296, 0.6134910980878884, 11.487343079747305, 0.029932598776022435, 1.3225773092845396]"
DUNXUH14_clean,0.0003840783,0.185679373,0.364065757,1.510056502,3.332955313,0.00048044066167649035,DSFL,"[2.295235296392036, 0.06706665054698914, 2.3254995223727904e-06, 12.365963776030767, 0.01855820498184341, 4.937066626037477]"
DUNXUH15_clean,0.000367575,0.183031332,0.358259573,1.507650011,3.33328088,0.00017099407045420822,DSFL,"[3.2503472973423433, 0.04272931077332815, 2.298529033260926e-06, 13.481338685913869, 0.017573061087302843, 4.465759031041729]"
DUNXUH21_clean,0.0003495713,0.184972728,0.360661563,1.507899062,3.345652403,1.3487124374815773e-05,DSFL,"[2.8737234004013974, 0.05771111499485563, 0.1038395588052168, 9.167348838150508, 0.023333181738460863, 3.838556922849102]"
DUNYOC_clean,0.0002742043,0.129098211,0.25725089,1.184664128,3.250025123,0.0006310302808238628,DSFL,"[0.813707424632589, 0.0005866157315565594, 0.6279397996397292, 0.7067056096150128, 0.37478512733197217, 0.10740777285105592]"
DUPJAB_clean,0.0001863632,0.094438833,0.179773687,0.738197436,1.750219831,7.58643825992712e-06,DSFL,"[0.056121394948468406, 1.1412232279459185, 0.4749982842687757, 2.1268460393265998, 0.06550451379743397, 0.47714894967937715]"
DUPKAC_clean,0.000342252,0.164420256,0.318685053,1.509670333,4.020755686,,DSFL,"[nan, nan, nan, nan, nan, nan]"
DUPVER_clean,0.0001909637,0.103940892,0.205588122,0.970034552,2.743839358,8.7341124776051e-06,DSFL,"[0.24453260523669723, 0.14330169431362824, 1.061323701196136, 2.817033626923833, 0.06228435395851907, 0.0253040905513985]"
DUQRUD_clean,0.0001066093,0.052273637,0.102008154,0.444430575,1.008973376,,DSFL,"[nan, nan, nan, nan, nan, nan]"
DURDAX_clean,0.000332159,0.17163436,0.334527076,1.536204012,4.055835017,0.00078854720789502,DSFL,"[1.0144081202493251, 2.4904281080944507e-11, 0.6549839151411706, 2.1827409396174073, 0.15832280771856921, 0.20171405866944891]"
DURDIF_clean,0.000381782,0.176889798,0.356489869,1.606466752,4.224519671,0.0017519647519986933,DSFL,"[1.0909745277545917, 0.0011596962410037395, 0.6755782675859112, 1.790635804719211, 0.2042428103384008, 0.18952062080918583]"
DUSHEG_clean,0.0008834571,0.420166549,0.780052699,2.54642831,4.31141362,,DSFL,"[nan, nan, nan, nan, nan, nan]"
DUSHIK_clean,0.0010591666,0.518559381,0.99691084,2.987018702,4.813418595,0.007342575853296842,DSFL,"[45.708665535797124, 0.01949670663624176, 10.415741957920682, 3.69834685190339, 0.07011304130338174, 1.9200205975808282e-07]"
DUTKAG_clean,0.0002757396,0.141222117,0.279400608,1.294069761,3.341482496,4.426458395163855e-06,DSFL,"[8.521957857198858, 0.02502023585272643, 0.8785887814203124, 0.2867604073756005, 0.25255391361621515, 0.10320253641374004]"
DUWBEE_clean,0.0001828936,0.093353693,0.186731489,0.869555379,2.465169836,0.00046938057569955897,DSFL,"[1.8490102867120928, 0.01575689941371339, 11.675224384078716, 3.55955399164267, 0.04548254571177268, 3.3030138727956406e-07]"
DUWFOS_clean,0.0003547156,0.143010868,0.271281792,0.897994081,1.537843221,0.0009131046666380728,DSFL,"[3.41779935645441e-13, 0.5202781532039585, 2.2751772140627127, 1.6294727700628293, 0.1914468111629817, 0.8220392236431796]"
DUWGEJ_clean,0.00013178,0.058396102,0.117238499,0.531059264,1.369938992,0.00041402259682422465,DSFL,"[2.045025747612325, 0.022647772658380513, 3.3136066664419452, 1.1554777510451064, 0.06383151669085944, 2.0080670154099193e-07]"
DUWROE_clean,0.0001125734,0.062728692,0.123536601,0.550666677,1.352007496,3.07142931697664e-05,DSFL,"[1.3394033922330875e-18, 0.4302366774099226, 0.5317072389377068, 1.6264807011161082, 0.07854840470427339, 0.4480838741009037]"
DUWRUK_clean,0.0001521813,0.06269116,0.124318931,0.542704644,1.241601736,0.0002313808769664673,DSFL,"[1.5417937760097644, 0.03308526487880677, 1.0763380234295187e-30, 117.19064066857719, 0.0006616880486964312, 90.37172675368764]"
DUWSAR_clean,0.0001169582,0.058092475,0.113709335,0.550590346,1.534356402,7.803190195700731e-06,DSFL,"[0.6304529959229076, 0.031971265877029094, 136.059966238826, 149.27364885572464, 0.000765558873031594, 9.70541378526538]"
DUXMAL_clean,0.0005113703,0.241528005,0.463636226,1.712686493,3.227288419,0.000571470651227596,DSFL,"[1.4281997893720117e-13, 0.41248335519986745, 5.669877865463404, 4.009593354250832, 0.12719259676179864, 0.8085294671952815]"
DUYJIS_clean,0.0006385706,0.315146109,0.582220462,2.161501786,4.065770798,,DSFL,"[nan, nan, nan, nan, nan, nan]"
DUYRIZ_clean,1.58402e-05,0.010489193,0.020057087,0.095333028,0.246853727,0.00015867064797467768,DSFL,"[1.9207660895036727, 0.010598118110497351, 1.5424713954045963, 0.017786739526950115, 0.015327654258949905, 0.5401167250406973]"
DUYVEA_clean,4.18432e-05,0.019564217,0.037695722,0.180774436,0.468148665,0.00034388647983296335,DSFL,"[4.842691789568989, 0.00805763616389769, 1.9571436143528704, 0.3090130416647169, 1.940735973308215e-08, 0.011942713324931884]"
DUZKAM_clean,0.0002538412,0.119328919,0.236841696,0.979779951,2.216405331,0.0009247151272681963,DSFL,"[1.0099272236575871, 0.11280233603954623, 4.320259837146655e-07, 7.607374527777477, 0.017757098664992702, 5.862178458034604]"
DUZKEQ_clean,0.0001554421,0.090174283,0.167755203,0.746876579,1.849804862,,DSFL,"[nan, nan, nan, nan, nan, nan]"
DUZPUL_clean,0.0003441589,0.161077774,0.314622797,1.429086893,3.696626982,7.446473589880716e-10,DSFL,"[5.682632405833769, 0.053461089363743546, 0.39763938699448703, 0.00521362527110622, 7.765914710310533, 0.39839997049620834]"
DUZWOM_clean,4.34991e-05,0.016186176,0.031697366,0.155039899,0.414618707,0.00033363001212329023,DSFL,"[5e-324, 0.7165228775531387, 0.0001613428155959708, 4328.056884253747, 7.57167846661707e-06, 1498.3592865153598]"
EBAMUS_clean,0.0003445114,0.16376193,0.296997106,1.168270849,2.654817002,,DSFL,"[nan, nan, nan, nan, nan, nan]"
EBATUY_clean,0.0003292985,0.164357704,0.316833396,1.199483412,2.393689658,0.00024989212130877074,DSFL,"[0.9427461460796741, 0.12201325067361986, 7.047801943982164e-07, 9.083875629987237, 0.02518739816331606, 5.105187704451047]"
EBATUZ_clean,0.0005247316,0.24169182,0.460042291,1.882156896,4.58289964,,DSFL,"[nan, nan, nan, nan, nan, nan]"
EBAVAH_auto,0.0003999424,0.188112814,0.372545284,1.569551133,4.01812547,0.0021800770773357705,DSFL,"[1.0805383214082267, 0.0017644866084647478, 0.6314314432084878, 0.603667774933868, 0.6646672962499616, 0.17162644000833296]"
EBAVIP_clean,0.0004871438,0.227403694,0.422067468,1.565496781,2.790735701,,DSFL,"[nan, nan, nan, nan, nan, nan]"
EBAVOV_clean,0.000418815,0.226583749,0.419406666,1.551363181,2.809357293,,DSFL,"[nan, nan, nan, nan, nan, nan]"
EBAVUB_clean,0.0005252172,0.235649587,0.429523897,1.573482307,2.848232664,,DSFL,"[nan, nan, nan, nan, nan, nan]"
EBELUU_clean,0.0005619102,0.256403715,0.493238295,1.968918828,3.954716137,3.858110790135839e-09,DSFL,"[0.006728263894495378, 6.44680669940713, 1.0124268040229434, 8.305939633102724, 0.06246632842609616, 1.0263770337611422]"
EBEMEE_clean,8.60488e-05,0.046111137,0.091536885,0.373248565,0.799940423,0.00040677123165436187,DSFL,"[1.146769686831532e-13, 0.5843118130222216, 0.6286841183808208, 1.0802750698373946, 0.08948749525456692, 0.6988641029542797]"
EBEMII_clean,0.0001246025,0.054564826,0.10730282,0.431768644,0.883733941,0.0003022708995686416,DSFL,"[4.819390861695511e-10, 0.5462826043987494, 0.29149444857016527, 1.5923311609931925, 0.07148684486473944, 0.9038618659010518]"
EBIHII_clean,0.0001492968,0.08109679,0.157812845,0.755793536,1.947110357,0.0012211364780987393,DSFL,"[0.0734677127754991, 0.9787305436330119, 14.07558304854924, 16645.604558139446, 9.78456268400568e-06, 1545.7978501294372]"
EBIJAC_clean,0.0001429629,0.066664704,0.130528277,0.529148141,1.119795469,0.00025400675545023284,DSFL,"[9.935245760196246e-09, 0.5747452175291614, 0.3127566681872469, 1.5082359638856198, 0.09194206999306849, 0.7144621850176457]"
EBIMEJ_clean,0.0002894036,0.134362218,0.264389229,1.079370348,2.323366058,0.0006531183489483577,DSFL,"[1.737445541846391, 0.05849819436697934, 6.01719605928336e-07, 7.963341461905367, 0.022303974599570866, 4.173744866851673]"
EBIPOX_clean,0.0002103306,0.094966096,0.184601399,0.846334223,2.20184447,1.0984398453412484e-09,DSFL,"[0.017416871485270914, 1.3742062418813334, 2.8244708988606173, 3.2298795962046487, 0.05774047511591297, 0.3837921745109934]"
EBIZUN_clean,0.000249071,0.130648539,0.252388111,1.159046878,3.116015033,0.0009391039802783285,DSFL,"[0.7850821612154052, 1.0462643538496347e-09, 0.6258992467010676, 0.9122401131405931, 0.2880356589844808, 0.14056764018578954]"
EBOBIJ_clean,0.0004435237,0.225517407,0.439766719,1.82999035,3.831248533,1.1502776772385337e-05,DSFL,"[4.583419630073724, 0.04994369298024165, 1.1172876600517263, 5.5510857710422465, 0.04213190822806456, 1.154681331434468]"
EBOCOQ_clean,0.0003009012,0.156081761,0.308076281,1.247882133,2.722359005,0.0010385395520705492,DSFL,"[0.9946042948810011, 0.14055457840451005, 4.3582687169305383e-07, 14.778456120863975, 0.012597151782112077, 8.645161383769658]"
EBOXEA_clean,3.75293e-05,0.021119994,0.041707072,0.197429686,0.526362072,4.549934896744293e-05,DSFL,"[5.313824047077165e-12, 0.7107000019452043, 1.1121769273563487, 1.3555161011446484, 0.031290464619901696, 0.4925736095356799]"
EBUQEX_clean,0.0006036549,0.330543375,0.615812629,2.262175745,4.463118964,5.287255629230596e-05,DSFL,"[1.9932243174536026, 0.07314486249852886, 10.35399119407607, 15.29885251124342, 0.03766472594574179, 1.476281338481196]"
EBUQIB_clean,0.0003745077,0.187708014,0.364738398,1.436584186,2.839556603,0.0003111272726800375,DSFL,"[2.899834672507212, 0.037902568392362314, 4.952206735165056e-07, 15.026739111046107, 0.018608723056162995, 5.114348121064393]"
EBUREA_clean,0.000138108,0.070829943,0.139475446,0.61826859,1.418975879,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ECAFOG_clean,9.61797e-05,0.046589707,0.094626116,0.453650186,1.247958129,0.0003809782133585229,DSFL,"[5e-324, 0.8270701448861328, 0.8560041172641082, 8.040205489930027, 0.011828657377983822, 0.8189751256851656]"
ECAHAT_clean,0.0005170541,0.239905396,0.423457665,1.31646577,2.519627504,2.1787878919662433e-05,DSFL,"[0.7297304090205325, 0.328257740823474, 2.4497093301061907, 3.210572913422217, 0.10167932742305429, 0.7372048912548119]"
ECAHEX_clean,8.05667e-05,0.045479012,0.089464854,0.415731378,1.044396986,0.00014650444924531742,DSFL,"[3.330688153497441e-08, 0.3302117710978709, 0.00033871529738189093, 7.8487633036824604, 0.011660783116214383, 1.6963280026688408]"
ECAHOH_clean,8.95186e-05,0.04329834,0.086414061,0.401496136,1.001800472,0.00031793551382123706,DSFL,"[9.761508571143993e-09, 0.19404590897402382, 0.03889881176954203, 8.651381719504583, 0.010238800783385824, 1.9764074809898413]"
ECASAD_clean,6.81453e-05,0.032257368,0.062982192,0.28269274,0.662753492,1.335514266406076e-09,DSFL,"[0.01925151871250197, 0.1977524115787158, 14.161903649188469, 9.400464450857415, 0.006845788496912832, 3.846963758979771]"
ECEDEY_clean,0.0001663849,0.08440139,0.163558116,0.745087462,1.879501404,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ECEZAO_clean,0.0003350973,0.156615611,0.297616898,1.073922354,1.962967877,1.4543173577222802e-05,DSFL,"[6.726544870323445e-11, 1.8119870962256472, 0.6897113380084592, 2.454117239957922, 0.13483667676439198, 0.8386837144039969]"
ECEZAO01_clean,0.0002795989,0.122504842,0.233570441,0.855047892,1.598817447,6.258235203011749e-05,DSFL,"[1.7350055178848093e-06, 0.21077534683718732, 1.185447435553186, 1.91044254436294, 0.13525968474247663, 0.799101905108988]"
ECIWIW_clean,0.0001277488,0.055372363,0.1078947849999999,0.442670438,0.972576703,9.171823382185046e-05,DSFL,"[1.981777936403678e-08, 0.1799531165922125, 0.5281672022754017, 0.9885792198482144, 0.11601520962439245, 0.5657870825954472]"
ECIWOC_clean,0.0003527324,0.166615963,0.306742482,0.992381003,1.61106856,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ECODEG_clean,0.0004323057,0.232472403,0.432894303,1.594891196,2.960711474,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ECODIK_clean,0.0003962672,0.172824478,0.335279666,1.38992228,3.067260173,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ECOGEI_clean,0.000553329,0.254594817,0.483131338,1.815314211,3.529367928,1.245333965878034e-10,DSFL,"[0.014490907476591302, 2.6109192360240816, 1.0489208141012345, 4.4596553006494055, 0.11562429948540925, 0.783320346677705]"
ECOKAJ_clean,0.000258535,0.124564157,0.254249296,1.225217304,3.565754644,0.001373845229736812,DSFL,"[0.8637574379211436, 7.329751387773373e-05, 0.6485355616849627, 0.4838097978753828, 0.5292228432656036, 0.034029887116261336]"
ECOLEP_clean,0.0002124955,0.109946735,0.21602133,1.072944764,3.168976556,,DSFL,"[nan, nan, nan, nan, nan, nan]"
EDADIX_clean,0.0005846934,0.25085604,0.465576222,1.535702835,2.762010309,1.766202503525847e-05,DSFL,"[2.17931430110762, 0.21827256630985953, 0.9179137470853208, 3.9748425193195875, 0.01751322363960763, 0.7276851136596562]"
EDAFUM_clean,2.17546e-05,0.012204324,0.024480128,0.116098024,0.318547779,5.018341629386019e-05,DSFL,"[0.3020667557290476, 0.07415511018564179, 0.22712595015726034, 0.8719528492801296, 0.00273620192980616, 0.5289596022970723]"
EDAGAT_clean,2.17546e-05,0.012525981,0.024654164,0.118399348,0.327129964,,DSFL,"[nan, nan, nan, nan, nan, nan]"
EDAGEX_clean,2.64163e-05,0.012317759,0.024463035,0.116592163,0.325751655,3.0303827019314885e-06,DSFL,"[0.17131663887095494, 0.14462086835687535, 0.11713412853431927, 0.2297182828425374, 0.0003154757059224188, 0.9845434455747073]"
EDAPIK_clean_h,0.0002705301,0.170088782,0.332170496,1.371624745,3.307492803,0.0008644508232906211,DSFL,"[0.6530915347493041, 0.00334815022788691, 0.5938575476204156, 1.0492301987787802, 0.3391967072882273, 0.2703987324231768]"
EDATOT_clean,0.0001389857,0.069922444,0.136789309,0.666324841,1.887204746,,DSFL,"[nan, nan, nan, nan, nan, nan]"
EDAVOV_clean,3.34668e-05,0.014656135,0.02889682,0.127761105,0.305707356,1.7533965884288342e-05,DSFL,"[5.342879910152947e-12, 0.7064979693391131, 0.7865867629775108, 0.4859584140555443, 0.06153925373500014, 0.5863984979834276]"
EDOMAM_clean,0.0003246261,0.160299804,0.308509332,1.342115984,3.308572451,0.0009136161610372233,DSFL,"[0.9196439788164845, 1.4821296368316437e-14, 0.5276846349232439, 1.6982107360907948, 0.19176524590240632, 0.28756011495468586]"
EDUSIF_clean,0.0001826346,0.096694875,0.192797202,0.950515694,2.699530156,0.0007168280260494476,DSFL,"[2.433064266019748e-16, 0.46280391396438264, 0.007352718998038832, 6377.06193957733, 3.061446291935194e-05, 177.25232308262738]"
EDUSOL_clean,0.0004449723,0.208302706,0.393898528,1.385716471,2.6051682,1.2809292489551083e-06,DSFL,"[3.8175628503061754, 0.09099524629388002, 1.716501928645873, 4.646581560938726, 0.020398287637509775, 0.015092951484427509]"
EDUSUR_clean,0.0001788674,0.089393207,0.181787506,0.849922251,2.393047683,0.0009706015969840442,DSFL,"[3.9834994951027953, 0.007193773274859525, 19.87200811339206, 2.4899089958135843, 0.06257113050905834, 2.2144775248766759e-07]"
EDUTIG_clean,0.0002597969,0.115257053,0.228333668,1.068239434,2.871979164,2.3408910639500093e-05,DSFL,"[0.7187227028965701, 0.0012088921319500345, 0.527168569196821, 2.3488519749758137, 0.09882981966559562, 0.21680067564297723]"
EDUVAA_clean,0.000600994,0.271359199,0.482409247,1.733525509,4.022598555,,DSFL,"[nan, nan, nan, nan, nan, nan]"
EDUVEE_clean,0.0006602949,0.298029343,0.554495437,1.932995963,4.018076758,5.44439431387941e-06,DSFL,"[1.7806500484018541, 0.29581002884725666, 0.7562819641422908, 2.9471509271086713, 0.04122788422249317, 1.4381835065846572e-06]"
EDUVOO_clean,0.0003638182,0.169046908,0.337910539,1.588747692,4.576494091,,DSFL,"[nan, nan, nan, nan, nan, nan]"
EDUWAB_clean,0.0006923422,0.335165857,0.644552504,2.666742521,6.302929647,,DSFL,"[nan, nan, nan, nan, nan, nan]"
EFAYEQ_clean_h,0.0002734109,0.115497619,0.237091561,1.151695256,3.25570274,,DSFL,"[nan, nan, nan, nan, nan, nan]"
EFAYIU_clean,0.0002985336,0.129705373,0.257470279,1.273559142,3.54728038,,DSFL,"[nan, nan, nan, nan, nan, nan]"
EFEGOM_clean,0.0002007423,0.10261301,0.205313935,0.86345851,2.046419616,0.001047635250928452,DSFL,"[7.3685216438497765, 0.013476723048629232, 8.426631623808428, 1.3554701787768346, 0.08512268363955794, 2.721496362017539e-07]"
EFESEP_clean,0.0006018994,0.241181002,0.452650622,1.54214691,3.132801682,3.912332407679708e-05,DSFL,"[6.785707897426539, 0.04987634587178817, 4.274767817406249, 2.5625392880170326, 0.0693726531909858, 1.6747847802726371e-07]"
EFESOZ_clean,0.000576532,0.258943568,0.463287252,1.556861543,3.102191678,1.0418528015085438e-05,DSFL,"[1.3926786000700346, 0.14489180785597042, 6.1115313721977955, 6.407116413999565, 0.06215641303574574, 0.9959843769207807]"
EFIMOV_clean,0.0001413218,0.062548524,0.121079295,0.526328177,1.217296228,3.45499817939451e-09,DSFL,"[0.004876214505081952, 3.6501386933944326, 1.5299954374371656, 3.240905709635825, 0.038143485484578056, 0.9312449604779116]"
EFOSUO_clean,5.05035e-05,0.031149198,0.06223074,0.298552611,0.816675191,5.178808478125147e-05,DSFL,"[4.387959105968506, 0.012700194918717007, 0.9296985580213175, 0.5734448225323714, 0.012376675403139747, 0.033290512591631495]"
