Adsorbent,O2_40C_0.001bar,O2_40C_0.5bar,O2_40C_1bar,O2_40C_5bar,RMSE_DSFL,model,fit_parameters
ABAYIO_clean,0.0001362103,0.0752126153,0.1442114173,0.657037656,7.449763623701324e-05,DSFL,"[2.0485651914479467e-35, 7.844104838840872, 10.203771689600883, 0.00033977590668930383, 617.1315324570362, 0.05816138636771173]"
ABAYOU_clean,0.0001613154,0.0783292913,0.1541352282,0.6849089753,1.7531737617410258e-10,DSFL,"[0.00027769218698437575, 7.941826748316032, 10.067232021353572, 3.340002561412685, 0.04768984063982271, 0.7053304172827304]"
ABETIN_clean,0.000239586,0.120539559,0.2412466546,1.156021767,0.0003229204139714996,DSFL,"[6.500223201276755e-08, 1.1318029397378049, 7.988545446253095e-32, 21.832844735535055, 0.011152503441716812, 0.9540760598025523]"
ABEXIQ_clean,5.35383e-05,0.0237194505,0.0475420118,0.2227788214,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ABIYIV_clean,7.64716e-05,0.0438291261,0.0845655241,0.3549176012,7.434689360344487e-06,DSFL,"[0.20214500903498067, 0.13725318100732173, 1.9464093857139828, 0.6030012046352161, 0.10547870486968192, 0.10065741587937416]"
ABULOB_clean,0.0004473428,0.2411898236,0.4538187611,1.7309674395,3.630357487817547e-05,DSFL,"[0.29791545150854293, 0.6712364696494398, 0.060479878206801854, 0.7722067085084355, 0.4144801623880651, 0.5997862384767222]"
ABUWOJ_clean,0.0002458771,0.1169343853,0.2307873755,1.0194599549,0.00018782574743011403,DSFL,"[4.077346683680412e-10, 1.1295754800899358, 0.9635701946128631, 5.3149591177407345, 0.044891043730039146, 0.776154274888365]"
ac403674p_si_001_clean,8.14568e-05,0.0305804017,0.0610471428,0.2959155395,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ACAJIZ_clean,7.01702e-05,0.0312175157,0.0627421396,0.288308192,0.00021146935621967484,DSFL,"[1.345930757608802e-15, 2.2816075364937274, 0.0015446700001314848, 2202.8064103291676, 2.8969385330186426e-05, 699.839185535898]"
ACAJOF_clean,6.58209e-05,0.0301833081,0.061384171,0.2980403765,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ACIBIY_clean,1.63159e-05,0.0091252729,0.0176993002,0.0905336626,0.00020366504602054516,DSFL,"[1.3686640293942244e-08, 0.00262399186952479, 5.205654783002734, 0.14308462600359387, 0.12644674631711264, 6.853307840072987e-11]"
ACIBOE_clean,0.0001371797,0.0704854283,0.1423975256,0.6781067343,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ACOGAB_clean,0.0003558843,0.1619971878,0.3137052646,1.2588776891,8.500426983672282e-09,DSFL,"[0.0027151689876888595, 8.396385142387569, 10.87616835974861, 3.9097770741136815, 0.08570167162194962, 0.8014302929929621]"
ACOGEF_clean,0.000300561,0.1495587465,0.2881664404,1.1450372372,5.39091648518645e-06,DSFL,"[2.4633996048379938e-32, 1.7564142260750286, 4.013303542195334, 1.9660039543060737, 0.158376411144601, 0.5267284508448202]"
ACOLIP_clean,0.0002454679,0.1296281623,0.2518731095,1.0506084965,1.1095722830968823e-05,DSFL,"[3.7281673900857324e-09, 3.111193185406301, 1.4852754623631843, 1.8459637302406497, 0.1448621958626482, 0.44252070314226416]"
ACOLOV_clean,0.0001658884,0.0726224232,0.1456149052,0.6906156539,,DSFL,"[nan, nan, nan, nan, nan, nan]"
acs.cgd.5b01554_VAGNUP1452791_clean,3.22968e-05,0.0147891603,0.0291907591,0.1434134225,4.6797602997341406e-07,DSFL,"[0.001202110032902968, 2.0420769503671705, 1.8020149159513166, 1.420770041989802, 0.020351798229910328, 0.09466914218541211]"
acs.cgd.5b01686_WAHFUJ1434675_clean,0.000121984,0.060891653,0.1207253516,0.5172643999,0.00030426026749861667,DSFL,"[2.4744282405950817, 0.02181794751230666, 1.8204818326982495, 3.4344759943193472, 0.020772012755129892, 1.9664719015747365]"
acs.chemmater.5b03723_cm5b03723_si_004_clean,0.000540833,0.1992526384,0.3680457382,1.3443380059,9.96545269713274e-10,DSFL,"[0.021884299048085726, 4.72205656799772, 14.349879897096507, 0.5011456166552349, 0.8867042637243996, 0.2968436798226795]"
acs.chemmater.5b03723_cm5b03723_si_005_clean,0.0003315437,0.149994587,0.2977262565,1.3610080024,,DSFL,"[nan, nan, nan, nan, nan, nan]"
acs.chemmater.6b02817_cm6b02817_si_004_clean,0.0002043621,0.0926372383,0.1842187877,0.8608355281,,DSFL,"[nan, nan, nan, nan, nan, nan]"
acs.chemrev.6b00346_cr6b00346_si_001_clean,0.0002458397,0.1240144888,0.2472968418,1.125743272,,DSFL,"[nan, nan, nan, nan, nan, nan]"
acs.inorgchem.5b02973_ic5b02973_si_002_clean,0.0002395144,0.1116330125,0.2152511329,0.7928570511,0.00017115774948000805,DSFL,"[2.581404805583264e-09, 0.09105643558293532, 4.926268629817345, 10.181155450621157, 0.022895054296869683, 3.554478210146443]"
acs.inorgchem.6b00081_ic6b00081_si_001_clean,9.38541e-05,0.0441583476,0.0885416689,0.4153222743,,DSFL,"[nan, nan, nan, nan, nan, nan]"
acs.inorgchem.6b00136_ic6b00136_si_002_clean,0.0005509002,0.2489929137,0.4558854507,1.6469577778,4.136261422639491e-06,DSFL,"[0.6881556767026339, 0.4228301551018205, 1.1950680284514559, 2.3665547241279152, 0.11339271500822176, 0.11775123226664141]"
acs.inorgchem.6b00276_ic6b00276_si_006_clean,0.0007305785,0.3026545663,0.5364327042,1.8901617332,2.9382240969427726e-09,DSFL,"[0.48921882993919796, 0.7989581400950408, 1.1147381572000141, 2.7945617732127004, 0.12169136982193776, 0.17478740722001557]"
acs.inorgchem.6b00433_ic6b00433_si_002_clean,0.0001897049,0.0976912766,0.1891276745,0.8095621336,6.7364937917960405e-06,DSFL,"[7.516398576345689e-09, 6.325037801836831, 11.556117211086073, 0.44776812708166575, 0.4537956924060989, 0.1917399915885078]"
acs.inorgchem.6b00894_ic6b00894_si_002_clean,0.0002822701,0.1422348707,0.2790897415,1.1180863237,0.000532181568179824,DSFL,"[5e-324, 7.51872958171794, 32.63362344095871, 17521.541163375365, 1.6795528144743635e-05, 3269.990768465217]"
acs.inorgchem.6b01211_ic6b01211_si_002_clean,0.00034203,0.1410369635,0.2761256738,1.1689885123,5.150150401164509e-05,DSFL,"[7.380496065002084e-08, 2.810846199474951, 3.0426880807625705e-05, 10.565397436230302, 0.027314992052663058, 1.6447797977408347]"
acs.inorgchem.6b01416_ic6b01416_si_004_clean,0.000200408,0.0933594208,0.1848736439,0.7630596641,,DSFL,"[nan, nan, nan, nan, nan, nan]"
acs.inorgchem.6b01569_ic6b01569_si_002_clean,6.39102e-05,0.0234523095,0.0461240992,0.2270252093,1.6251718887546955e-08,DSFL,"[0.005782538823083295, 3.1105632052528462, 3.1809464762635797, 1.1169295951668674, 0.04124500260275465, 0.07756369678391935]"
acs.inorgchem.6b01740_ic6b01740_si_002_clean,0.0003064057,0.1418693653,0.2801323003,1.350520144,7.803267793943082e-06,DSFL,"[0.019506429207692733, 0.575172519166739, 2.8399237843884313, 1.5126812287515061, 0.18483819822319078, 0.054153791287080505]"
acs.inorgchem.6b01762_ic6b01762_si_002_clean,2.07553e-05,0.0103669058,0.0214833098,0.1008148147,0.0002002081729087631,DSFL,"[5e-324, 1.1006122267016432, 0.9958600955920344, 368.5147399420017, 5.8549034602443386e-05, 231.28388971251547]"
acs.inorgchem.6b02407_ic6b02407_si_002_clean,0.0003358663,0.1805234552,0.3569815291,1.543116585,0.000540406606422809,DSFL,"[5.96440033088435e-17, 0.8826574722644908, 0.0002329903214867285, 8592.894536234042, 4.300254681684584e-05, 837.5500245020942]"
acs.inorgchem.6b02407_ic6b02407_si_003_clean,0.0003102098,0.1685232333,0.3265832993,1.3511853387,1.9277841892011104e-05,DSFL,"[2.7020441508012484e-34, 1.7794917269687318, 4.239684059638434, 1.9403095852192693, 0.17975990698274782, 0.3979434633501285]"
acs.inorgchem.6b02514_ic6b02514_si_002_clean,0.0001008754,0.0471123818,0.0927211264,0.4314928321,2.3313240010906484e-06,DSFL,"[0.05260469007716188, 0.7542953541431412, 0.14218538697227648, 1.0631531116911144, 0.053179623539708565, 0.15379641214376627]"
acs.inorgchem.6b02696_ic6b02696_si_002_clean,0.000239605,0.1150490491,0.228491714,1.0326099802,,DSFL,"[nan, nan, nan, nan, nan, nan]"
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean,0.00010997,0.0515457668,0.099811945,0.4649442,2.8312255453916173e-07,DSFL,"[0.028276610894913432, 0.4217512254939837, 4.366588013195678, 0.9399194468267754, 0.10493750272178688, 0.1418497748700653]"
acs.jpcc.6b08594_Zn2Cd6MOF5_opt_clean,0.0001326398,0.0579978948,0.1174708355,0.5731411373,,DSFL,"[nan, nan, nan, nan, nan, nan]"
acscombsci.5b00188_24205_clean,0.0003100158,0.1474722772,0.2909650055,1.1858610112,0.0008273878803186809,DSFL,"[7.922341164436275e-09, 0.9009358498992728, 0.021666322096952358, 18.689401177208733, 0.016359369506892544, 3.2299701561847454]"
acscombsci.5b00188_3001288_clean,0.0002798252,0.1575515542,0.3160025465,1.5720377154,0.0002406499680982027,DSFL,"[31.122643604260745, 0.0033620456818428983, 0.9845615641578228, 1.5113840984418903, 0.1399222383746365, 9.664425651834587e-36]"
acscombsci.5b00188_34903_clean,0.0006833028,0.3256309323,0.5840628555,1.8897945985,3.055410287832379e-05,DSFL,"[1.6780182209205543, 0.2876066313361774, 1.6002708990188756, 3.0988673790468195, 0.08455365164870632, 1.6803679578612226e-07]"
acscombsci.5b00188_5013797_clean,0.0001586306,0.0887566296,0.1778135243,0.8489680825,,DSFL,"[nan, nan, nan, nan, nan, nan]"
acscombsci.5b00188_5020072_clean,0.0001805013,0.0968077267,0.1915015051,0.9419392849,8.483054540096963e-06,DSFL,"[0.05184340883747443, 0.17849406851977542, 6.318716546880316, 1.3794539363167713, 0.13644782190060234, 8.140118893564663e-08]"
acscombsci.5b00188_5024922_clean,0.0002149806,0.1162267687,0.227380909,1.1394019799,,DSFL,"[nan, nan, nan, nan, nan, nan]"
acscombsci.5b00188_5036495_clean,0.0002519827,0.1167896305,0.2297126302,1.1438015471,,DSFL,"[nan, nan, nan, nan, nan, nan]"
acscombsci.5b00188_5040209_clean,0.0004845348,0.1921907292,0.3699665481,1.3632356373,2.0784652562268676e-11,DSFL,"[0.009268029257241687, 10.431953310368032, 12.182492981563906, 499.4276392139076, 0.0007996435992817995, 95.65704700360787]"
acscombsci.5b00188_8372_clean,0.0004370507,0.1956397844,0.3570344709,1.2008488177,6.740842277944866e-06,DSFL,"[0.0031188884404260995, 3.8804315516922254, 31.43559855677455, 0.6855448438382303, 0.6417312174615227, 0.42117034140478504]"
ACUBAB_clean,8.03021e-05,0.0463772369,0.0900359706,0.3862060702,7.803971759585458e-06,DSFL,"[0.11362743226966208, 0.5977993764385146, 0.02401530483191639, 0.3612793808460051, 0.07747540387683291, 2.707576203690442]"
ACUFEK_clean,0.0002371468,0.113760178,0.2286943789,1.0865888778,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ACUJOZ_manual,0.0001551267,0.0829002808,0.1640926767,0.7808807295,6.581290505871213e-06,DSFL,"[0.005503752294990849, 0.35034667338966924, 5.2148285174524895, 0.9548303625024955, 0.1742369698493468, 0.10098304377397369]"
ACUTOI_clean,6.91995e-05,0.026727181,0.0532701295,0.2439974138,0.00010093945647885305,DSFL,"[1.8411081226760074e-09, 0.7266562378495699, 0.9343404506938481, 1.0954096772884088, 0.04971646641644732, 0.49427653547877914]"
ADARAA_clean,0.0002867765,0.1208521261,0.2405829238,1.0996605808,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ADASEF_clean,0.0002937835,0.1323589218,0.2576338716,1.2145671264,2.8682010340357325e-08,DSFL,"[0.05420634118294076, 0.6068735864398922, 6.151690335490693, 0.9994923217495701, 0.26114908023882605, 0.08607086033916132]"
ADASIJ_clean,0.0002089185,0.1046903404,0.2082344024,0.9616997952,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ADASOP_clean,0.0002057095,0.1225330456,0.2436702056,1.1419299623,0.00014607401159741977,DSFL,"[13.466297147659068, 0.018390021821256364, 0.920351457653024, 0.3705813009760522, 5.305342374228167e-07, 1.7165218581820545e-17]"
ADASUV_clean,0.0002176063,0.100884477,0.2042511407,0.955586559,0.0009103398425470214,DSFL,"[0.001293340385838925, 9.991435982234783, 15.494593691281056, 4403.707502646585, 4.689958346620343e-05, 330.7280683067458]"
ADATAC_clean,0.0003707945,0.1529554191,0.3005316309,1.4645576762,5.0010050528694105e-09,DSFL,"[0.02295182995052487, 3.081494225528102, 2.597253350995134, 2.169225019487887, 0.13859034216905064, 0.04974690652137782]"
ADATEG_manual,0.00029723,0.1441737682,0.2956964399,1.4345912399,0.0018428663350271025,DSFL,"[7.783676744050949e-15, 0.8425346656180721, 0.00013557736226679773, 3575.342373928893, 8.269187274133421e-05, 72.46756598769866]"
ADATIK_clean,0.0002503327,0.1213336562,0.2418170446,1.1619708876,8.327223967572683e-05,DSFL,"[1.8478110046603322e-07, 1.2736166770056319, 7.510444529441806e-33, 22.95366552761553, 0.010638440089466013, 0.9554300863564689]"
ADAXEK_clean,0.0002299195,0.11186788,0.2201271188,0.8714868718,0.0006294258090052457,DSFL,"[5e-324, 8.102151683110112, 33.0987705272926, 13630.42400424435, 1.705890517325786e-05, 3378.9492230051383]"
ADAXIO_clean,0.0001231712,0.0649653969,0.1275774036,0.5545970367,4.58807512043137e-06,DSFL,"[1.3394600837344985e-35, 7.793441578762349, 10.305709695838235, 6.435674508871502, 0.020565390359775594, 1.804945496153071]"
ADIQEL_clean,0.0005689103,0.2506782895,0.4789911716,1.7299447113,3.280360916044193e-05,DSFL,"[2.548724825125436e-08, 1.178365825170343, 0.6889525509780617, 8.56623303408004, 0.061368784034726, 1.5631488352184408]"
ADOBIF_clean,0.00020704,0.0939946355,0.1753015518,0.6069508548,1.5171613411366738e-06,DSFL,"[0.05809419198794577, 0.5811549890244083, 0.7195060886746885, 0.7809077356181514, 0.21805485868333122, 0.6085041160279234]"
ADOCEC_clean,0.0001266995,0.0517535913,0.1021419952,0.4520211692,8.166659302691782e-05,DSFL,"[4.6525382415748166e-08, 0.4403762346475216, 0.49567934354448745, 2.091075451131573, 0.05049426351633526, 0.6896020976280339]"
ADOGEH_clean,0.0003661026,0.1654499744,0.2961229842,1.1141467355,8.121256348571733e-06,DSFL,"[3.351658490069359, 0.04930030199665395, 15.362888692709939, 1.869769990917395, 0.11618107318107276, 1.59707402055616e-08]"
ADUROI_clean,0.0001488876,0.0838015229,0.1672097158,0.8005377642,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ADUWIH_clean,0.0001536998,0.085930212,0.1704597512,0.8058105833,9.813289304541402e-06,DSFL,"[3.54818561520967e-64, 1.877235065652116, 6.539300614914589, 2.115214451781874, 0.08194400849379001, 0.2119495621323571]"
ADUWON_clean,0.0003122364,0.1260080163,0.2487228221,1.1961836302,3.0700655564911006e-08,DSFL,"[0.045900449656202436, 1.3203646087948029, 6.960424154545137, 1.0595126573726035, 0.23796598516249634, 0.06695819131242577]"
AFEJOK_ion_b,0.0003143943,0.1684026579,0.3330533456,1.3975540171,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AFITEP_clean,0.0004322536,0.1923554271,0.3806944978,1.4801958653,0.0017604916074801338,DSFL,"[0.0051241348617648485, 7.982044708017026, 42.25178979771534, 22741.054762319636, 1.772332656957975e-05, 3481.75577505756]"
AFITUF_clean,0.0001694591,0.0753632397,0.1494186973,0.6450109715,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AFIXAO_clean,0.0001855956,0.0757543138,0.1476456486,0.6335026654,4.108559216467622e-11,DSFL,"[0.004114756290619163, 7.832425432954125, 10.198708913988375, 0.8121114657308363, 0.19189636586575715, 0.3077413854601567]"
AFIXES_clean,0.0001478291,0.0764449022,0.1464317236,0.6278657373,7.6531992240677e-06,DSFL,"[1.0339461191565424e-09, 7.5565233878033835, 10.402655544467436, 0.12578592313219936, 1.2971428439690278, 0.13008321167399198]"
AFOVEX_clean,0.0001436257,0.0874680272,0.1742470675,0.7905593469,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AFOYAW_clean,0.0002209725,0.1151664926,0.2275001449,1.0049981815,0.00021062415703867088,DSFL,"[8.730282601166886e-10, 0.3302677205540608, 1.3559748308242667, 7.099000563627549, 0.03309772603877057, 1.019390443160906]"
AFOYEB_clean,1.06929e-05,0.0073400937,0.0143213807,0.0683099205,2.3024706400658066e-06,DSFL,"[0.0075156907048391655, 0.2213569556400525, 4.3153247381020785, 0.11212978965135378, 0.12152751287780161, 0.004894477034944264]"
AFOYIE_clean,0.0001983176,0.0954502717,0.1886737199,0.9175136476,3.1600174222694968e-06,DSFL,"[0.018210077730693407, 0.8042290689308731, 6.281722583730358, 0.943224418949586, 0.20150627601227955, 0.05042734247876174]"
AFOYOK_clean,0.0001689979,0.0902378213,0.1762422459,0.8132247947,8.48313916385993e-06,DSFL,"[0.34434845645136686, 0.07366190920767018, 6.549382003883058, 1.3743108327154294, 0.11686662328320215, 0.016561438367875683]"
AFUKET_clean,0.0002557828,0.1204706001,0.2298526281,0.887774055,8.223422470974723e-07,DSFL,"[0.0005360750976552598, 6.774008905483182, 10.531624596812497, 0.9435098726502602, 0.2692860544066523, 0.4201529492570727]"
AFUKIX_clean,0.0002044763,0.0888821242,0.1765838625,0.8104185271,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AGABIU_clean,9.33309e-05,0.0532165673,0.1055105944,0.5192537004,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AGIREP_clean,0.0001668795,0.0771388257,0.1531670118,0.7155460078,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AGOFEJ_clean,0.0001946637,0.0956960759,0.191909318,0.9198090537,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AGONAM_clean,7.87974e-05,0.0346909009,0.0688330855,0.3215720722,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AGONEQ_clean,9.3862e-05,0.0577212781,0.1149694153,0.5483301132,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AGUBUA_clean,0.0013115521,0.5449281991,0.9420934186,2.4037242073,2.0071164546421513e-06,DSFL,"[1.563173982978493, 0.5868239386998731, 0.8824714919447065, 2.1980964358710917, 0.17777851778664186, 1.0002062343497462]"
AHAMAY_clean,6.99309e-05,0.0368969142,0.0725567411,0.2889268409,0.0002216391193316304,DSFL,"[8.366184051021961e-08, 0.4999403713408016, 0.5077682371083494, 2.0639391773206013, 0.03725650067448949, 1.672382578875273]"
AHEQAH_clean,0.0002044913,0.1067468042,0.2124827704,0.9928728533,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AHIYOH_clean,0.0001999188,0.0876261425,0.1699387914,0.6553059671,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AHOKIR_clean,0.0001211639,0.0627586098,0.122578191,0.5214100678,5.111554021421407e-06,DSFL,"[8.227043716252592e-08, 0.47341963535735354, 0.6155238372623301, 1.4557672732005795, 0.08839827032766055, 0.5745141715880204]"
AHOKIR01_clean,0.0001996094,0.1036000638,0.2047768976,0.7903052122,0.0009324518274227769,DSFL,"[5e-324, 0.7752372651730757, 28.112585462898863, 12128.95650141629, 1.79094034917424e-05, 3550.320194689146]"
AHOKOX_clean,0.0001521344,0.0683300644,0.1348045036,0.5880624606,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AJAKON_clean,0.0001532641,0.0794363527,0.1588150417,0.6871211128,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AJAYIT_clean,1.80007e-05,0.0105981723,0.0204339623,0.0990631036,2.8561560493515894e-06,DSFL,"[0.005277151145548824, 0.7452159223729022, 3.2415495363853197, 0.16110753667010705, 0.12282150222439887, 4.781365379039178e-05]"
AJIGIL_clean,7.30996e-05,0.0341563316,0.0686374346,0.3236925416,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AJOTEY_clean,0.0001716805,0.0845301246,0.1671867653,0.7546606304,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AJOVEB_clean,0.0001248109,0.0579100469,0.1134115398,0.470209611,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AKEDIF_clean,0.0002870325,0.1409718636,0.279304488,1.1836902943,0.0007503951705986112,DSFL,"[3.188415235089721e-08, 1.2432181869647474, 7.071349804835375e-08, 13.743598471600064, 0.02115343746751068, 2.0430217592178517]"
AKOBAF_clean,0.0002069936,0.0963037508,0.189512948,0.7701945515,0.00040691779245848243,DSFL,"[0.0010416866480123079, 8.792472821478553, 16.19784395872061, 7459.206206270746, 2.668590211249049e-05, 1921.4780749757344]"
AKOXIJ_clean,0.001150598,0.4247909004,0.711864566,1.9502926285,1.6895348385460007e-10,DSFL,"[0.41625978741075875, 1.545520111729429, 0.937702254194995, 2.4015036503895026, 0.2116451073160834, 0.7043366229477385]"
AKUKUO_clean,0.0001873475,0.0969301005,0.1899104529,0.7702433601,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ALAMUW_clean,0.000199768,0.1218491084,0.2365689967,1.1015269269,2.7481762789481593e-05,DSFL,"[0.1547514506422774, 0.238227911816025, 3.139123555862916, 2.0728457778251372, 0.1051170787470334, 0.007925864565598968]"
ALANAD_clean,0.0002374598,0.109678478,0.2160162229,1.0249182784,6.150022330644085e-06,DSFL,"[0.013514796492295561, 1.0667705457465855, 0.943429452962499, 1.888395258152246, 0.1116077504764374, 0.09063677357465003]"
ALEJEI_clean,0.0002219731,0.1144708672,0.2222489085,1.0862893822,1.5698909712775905e-05,DSFL,"[0.04407929147190506, 0.8227428041070243, 3.242883364475837, 3.2280026037166616, 0.06724759562286658, 1.0724207156438937e-06]"
ALEJIM_clean,0.0002373618,0.1191723197,0.2382209438,1.1300459135,0.0003255400807888585,DSFL,"[2.000265457025221e-06, 0.41331284877155816, 2.361822952240291e-32, 17.02424613915452, 0.014160669171833284, 0.9432664177981976]"
ALICAA_clean,8.12946e-05,0.0392641775,0.0776805687,0.3417303515,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ALIXAU_clean_h,7.41121e-05,0.0316292102,0.0630768456,0.2884111134,0.0001264585169882737,DSFL,"[1.0236907654952117e-09, 0.700005646726557, 0.6527039860697508, 1.7763290891273005, 0.03629099003308699, 0.6666279294260208]"
ALIXOJ_clean,0.0001752014,0.0773798665,0.1546808923,0.7169523964,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ALIXUP_clean,2.62771e-05,0.0138936457,0.0284456007,0.1380845272,0.00016625286482063596,DSFL,"[5.504514143866972e-63, 7.66786141283216, 10.075259353809164, 367.34602021779534, 7.744983045654583e-05, 76.77252534661591]"
ALOLES_ion_b,6.0171e-06,0.0037173409,0.0072878654,0.0352768309,8.6666501391042e-07,DSFL,"[0.001065490624988102, 0.6714586107046064, 2.003258628135625, 1.4128889012874095, 0.004979767969688052, 0.10412619379476865]"
ALOLIY_clean,1.72041e-05,0.0093917365,0.0187697097,0.0929006007,2.521336941187794e-06,DSFL,"[2.1497580921818597e-10, 0.6103960507934083, 0.7045244213674564, 1.0868841569817114, 0.01731230442791681, 0.15225283888680802]"
ALONEV_clean,3.80783e-05,0.0176944226,0.0353681741,0.171083438,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ALUJIB_clean,0.0001016805,0.0649399709,0.1245461733,0.5650012943,3.301587713249446e-05,DSFL,"[5.692576252779999e-35, 7.759178547484604, 10.375651219271148, 0.0018081557516348512, 90.68858467443079, 0.060850791557696786]"
ALUKIC_clean,0.0002131521,0.0989774745,0.1962209278,0.9492470385,4.830887189735204e-10,DSFL,"[0.006486105247088393, 2.31694496711268, 3.731415177958731, 1.0928797925436513, 0.18140675844047532, 0.06712593204879133]"
ALULEZ_clean,0.0001293297,0.0849449805,0.170653622,0.8379209853,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ALULID_clean,0.000172826,0.0770314476,0.1536308301,0.7259932372,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ALURAB_clean,0.0001268594,0.0630554482,0.1243094934,0.5654096603,5.863795945574582e-07,DSFL,"[4.6396100838934e-30, 7.56946201574697, 10.198539317120604, 1.1744988082077878, 0.10901341715920443, 0.2854727328943728]"
ALUREF_clean,0.0001255908,0.0644559756,0.1285009269,0.5778545641,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ALURIJ_clean,0.0001066086,0.0661417383,0.1318138912,0.5931231668,,DSFL,"[nan, nan, nan, nan, nan, nan]"
am301365h_si_002_clean,0.0001565108,0.0747554667,0.1492364723,0.7146805889,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AMAFOK_clean,0.0001001484,0.0595464643,0.1179464533,0.493271389,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AMAGAX_clean,0.0001278014,0.0553951623,0.1081064961,0.4729886222,6.958350738610401e-06,DSFL,"[0.3351598594837381, 0.24425782700494755, 0.3317050945049154, 0.2839850550526991, 0.1127742162501603, 0.01774210665876626]"
AMILOY_clean,0.0001921421,0.0950969468,0.1840051298,0.7112833375,6.0316408671424854e-06,DSFL,"[2.894574997571204e-12, 0.8737701526536524, 1.6879831985351292, 13.295001383067307, 0.014793895916663163, 4.539832380938291]"
AMILUE_clean,0.0001846948,0.0943343362,0.1843789877,0.6972107887,0.0005180055755748762,DSFL,"[5.6307442559505955e-09, 0.6734744805311478, 0.3327809356808165, 21.266044171135707, 0.009278979767003606, 7.655669611039408]"
AMIMAL_clean,0.0002174632,0.0972388102,0.1874592196,0.702115626,1.0910710226918581e-10,DSFL,"[0.002312096461514154, 7.323957014090677, 10.457543991934868, 25.227109499248506, 0.007998870666878995, 9.245358798950342]"
AMIMEP_clean,0.000201079,0.0954425047,0.1844638877,0.7033667841,1.818601416702581e-11,DSFL,"[0.0005221517089490334, 7.30285403950044, 9.917758291799762, 43.91438969649015, 0.004498407773733845, 15.264473044859647]"
AMIZIG_clean,2.82547e-05,0.0179552978,0.0351974469,0.1732589607,5.305979523410146e-06,DSFL,"[0.0035137988457426125, 1.199649564738694, 2.5219892802831807, 0.2783613329070629, 0.12437464812469895, 2.982809875651255e-05]"
AMOYOR_clean,0.0002444955,0.0935956268,0.185335241,0.7278091403,0.0008274460317955137,DSFL,"[0.01887907956350412, 2.6293332552738944, 21.524387451207097, 10910.64295808514, 1.794310236482089e-05, 3302.9377718468395]"
AMUFOF_clean,6.38272e-05,0.03820055,0.0747029619,0.3427165293,7.357829585784414e-06,DSFL,"[0.12102273023864306, 0.08032132037444488, 5.639131690096265, 0.6837074361568256, 0.10066694675310754, 0.0625052194362712]"
AMUPOP_clean,0.0002004041,0.1016297779,0.1925198872,0.6889320667,8.226153085116829e-06,DSFL,"[3.895492708044083e-07, 0.42030813800396294, 0.21848622167818077, 1.3524104444738232, 0.15936144258647644, 0.7633970156992219]"
AMUWUB_clean,6.55272e-05,0.0328197871,0.065393847,0.3277251387,7.828543414175923e-05,DSFL,"[5.76541186122348e-11, 0.8683811939917577, 0.8694287408909578, 2.3541935174867574, 0.0278398498809873, 2.7443199167930684e-05]"
AMUXAI_clean,3.22393e-05,0.0265092681,0.0536934114,0.2680952308,0.00015488520216896574,DSFL,"[6.464826363249545e-12, 0.2907776239839796, 1.0908563308600376, 0.43591732896226276, 0.12299671508666676, 9.721115950657842e-06]"
ANEHEI_clean,0.0001263333,0.0732350131,0.142350796,0.6225971468,1.2649750213083298e-05,DSFL,"[6.174559297799239e-23, 7.686789707709336, 10.234006734093867, 0.31378778235553606, 0.4832693959292331, 0.16040911169556843]"
